,MGH258,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH881T1,ZH916T1,ZH916bulk
CXCL8,,0.07100065035911458,0.01054133317873666,-0.050634145561442995,-0.002970692827159847,-0.011730473833387343,-0.05469144780376271,0.014634468585369046,-0.021272278310493147,-0.055224785499625846
GRN,-0.0028758550387718573,-0.0002778015350558575,-0.007688329468138832,-0.11691374156127003,-0.003987016476981435,0.055732611185657706,-0.04630676610687391,0.006217887925653591,0.10758921209524347,0.011330740710114189
MIA,-0.021907105809382935,0.01712154331771609,0.12134748135891062,-0.04342170095376451,0.008937516366649507,-0.014325945723649614,,0.0354137433237124,0.024031446071484195,0.028715577157441986
COL4A4,-0.019383322954342214,-0.05234856028950806,-0.005843645191995111,-0.014978988568504461,0.04938939607430708,-0.024066449511062,,-0.00047250209367682354,-0.02308636888973918,-0.03959804033265197
TAC1,0.06747987426503238,0.05393567418546056,0.08701996817653175,0.09094612050235673,0.021865968225157396,0.019843786215037136,0.08358546954595517,0.0238883071640179,0.20472575922188854,0.0713380910523414
RARRES2,0.07131419511464848,0.031201469113851726,-0.096311056784747,-0.12979187329390454,0.03522697559370901,0.03237237297443743,-0.029000994727545575,0.0216404656218687,0.006239785655928362,-0.026112962896657706
FGF7,0.004531746156625188,0.014769580547394827,0.027487136071215508,-0.042687836744728085,0.016669410326641904,0.007602023566559911,-0.013546260575367598,0.03519078119391912,-0.009331310317855387,0.11050726221560783
HBEGF,-0.01247404508267936,0.06263742296306757,0.005221518849903296,-0.05226099572174108,-0.027730759633618415,0.013529466978954826,-0.05069353862579407,-0.02965275870601133,0.01732206757958457,-0.03759812271202488
CSF3,,0.0668822950825048,,-0.01584748159574927,,,,-0.02460683388063908,-0.017783616830474327,0.033515270013617385
PI3,,-0.010490847717770407,,-0.017844473440930694,,,,-0.026533547168021455,-0.03863789134511731,0.03569524745222227
PCSK1N,0.026906848201879857,-0.008976564267355954,0.019009378335327086,0.08940521112519433,-0.012276282341544206,-0.03155822154572728,0.14065107750560726,0.012039932207395477,-0.0033147206289716644,0.09213093435340595
NTS,,0.022533018473410375,0.06637538804725017,-0.01947846119636559,-0.01877547282682173,-0.01524879037002128,-0.021609081541382497,-0.04908036364911604,-0.026335111530290174,
SFRP1,-0.02435254044189559,-0.01893237448251915,0.0644659625092441,-0.006129558582237937,-0.02569318181081314,-0.017172955131680302,-0.05536357633515413,-0.013313799307968987,-0.025723150256800636,-0.01181806233259837
CXCL13,,-0.018762224889643176,,,,,,0.027762556459440133,,-0.003644095848003636
MICA,-0.00898785286590492,0.0023115070097029346,-0.01142797436895956,-0.06377034627324125,0.006827444495150837,-0.003831317475894084,0.033054329898246505,0.03739419984975095,0.07864095118319363,-0.00895603819823678
TG,-0.019383318586235754,-0.04015483974511802,-0.031295015695318604,0.0012842174242747035,0.0017629385495482215,0.07847790671637188,,-0.020251802406667487,0.06627549812818366,-0.037232261941000676
ADA,0.07927767895937904,0.03898597441945128,0.10118336172251846,-0.09830558224514944,-0.016060585947866576,-0.0201840599749271,-0.04971713598906773,0.04528122212429758,0.053114758031225555,0.03176435721393572
LAMC3,-0.042510173123771394,0.02697959974399611,-0.007006429800501897,-0.07515921850625731,0.056943242833666224,0.04254254448021219,-0.046428789356613334,0.05497952233924811,0.12504742097676627,0.04661508894706505
CCL7,,0.0623102347051822,,,,,,,-0.018635506588947748,0.017922008818190234
NGF,,0.015935279113749264,-0.029863838829302,,,,0.1754014466355572,0.06621095768299487,0.0036035174455148478,-0.001038424463070918
TNFSF15,,-0.018417547865640965,0.015106997618614903,,,,,-0.015280421392663005,0.03485279938315931,-0.000632286136817515
HMGB1,-0.058849313655437475,-0.019055416040372336,0.02832588896932879,-0.11411581870717866,0.0652643697895973,0.04353249038123266,-0.0405527743117286,-0.03217292517933427,-0.07800024904106373,-0.02445497334442455
ITGB3BP,0.010365433353304193,0.059412972816178126,-0.04038109237272405,-0.10733745303799816,-0.041960366490563006,0.06857193766091131,-0.0747339897657396,0.0007511159370265143,0.025302081251539838,-0.04633888635817902
AANAT,,-0.016595312102305526,,0.1755407110324932,-0.014262696857091398,-0.014325946520495294,0.032629222900012245,,-0.019717143112323268,0.015428992101692445
RELN,-0.016069285001484242,0.06521196758013763,0.05379814925374911,0.0986437235641622,0.04412077726311835,0.06535483190372535,-0.017741478768572738,-0.018457093067498303,,0.05614606750657361
IL15,0.024437191207468307,-0.049911286049879024,0.01905921341203244,-0.03728681283540245,0.019816755764372498,-0.012375176544694794,-0.027539265645767273,-0.00730523184083454,0.08675771738251785,-0.03481394965426871
UTS2,,,,-0.047153649213699016,,,,,,
BSG,0.047045814481836166,0.07187330761044322,0.055281194779394645,0.054532774813108566,-0.017806544196708223,0.027689903248456216,0.12200176038326192,-0.013192359826662822,0.06616545215023079,-0.07535165482466459
ADAMTS3,-0.031195136211386587,0.018293742229047158,0.054959218037809815,-0.1127199164658051,-0.0449528274016607,-0.0031281225411317966,0.18097858979799014,0.006558191529010789,0.013586054660784544,0.07260411597618652
CD34,0.017540857688030435,-0.039568367126752595,-0.00029903768624106174,-0.033340913839117345,0.0172544011187482,0.12709194259451156,0.022938330219055864,-0.010664921820272963,0.09219782892186987,0.017022746341049125
CCL23,,,,-0.016265278405663865,,,,,,
PLAT,0.005228025764155386,0.033359524527128946,0.022316528537275504,-0.09663992131650148,-0.038065913421012024,-0.011630224827793884,-0.0458388739284132,-0.012247604411198647,0.03136921559897354,-0.0052408821772097335
NTF3,,,,,,-0.010981563650714257,,0.013000258343813785,,
LTA,,,,,-0.013736463478853522,,,,0.08721955936098469,
CKLF,0.03441378175405892,0.0011218850784656597,-0.039541040443604694,-0.13121667759073552,0.0449819347672492,0.019944876541449455,-0.022546940776072114,0.04128307628723909,0.050561372638192596,0.04806245366122231
CD24,-0.044788939583527636,-0.036307999785347995,0.07811843881468902,0.023083184946992453,0.021579074117742,0.06464730685754895,0.039564331498181,-0.002233148055137076,0.020336984035200577,0.028592273406332774
HSP90AA1,-0.05155902845614923,0.020267510231884327,0.10263563295651683,0.11967852455876346,-0.047850994249382515,-0.01393134456232841,0.18010773875913824,0.0379848901953998,-0.10193287421005635,0.10278512620567186
BMP4,-0.019948248805978945,0.017124410633167,0.03542625054024823,0.1512062964981571,0.022072321332207226,0.05049244014153269,0.03537134519324651,-0.013597578172767423,0.1107707897913471,0.05115235057681839
SCGB3A1,,0.20264849808223104,0.01327318424203022,,,-0.012084076007672005,-0.021238763721811847,-0.01926114877544214,-0.005397741590784539,-0.02931231443005895
IGFBP4,0.042366416711196196,0.058832037748709945,-0.07362563113131253,-0.05270478372058344,0.015820370016662387,0.06582686132039305,-0.04631117529524688,0.017914440358633738,0.10919678817582204,-0.0012217204098690126
RSPO4,,0.009029106608695802,,,-0.01597634328051764,-0.01208407424010253,,-0.021370564784959318,0.012733045389941898,-0.03207004468106686
LEFTY2,-0.01919167031986822,0.019152053041528797,0.04322307817769016,-0.08994953106690214,-0.01603677470500722,-0.013250335195747604,0.002438642580285893,-0.029062556243046236,-0.01030094134881762,0.14082919541535935
PF4,,,,,,,,,-0.026536297043707784,0.014845814373589979
ANGPTL2,0.03838367889200414,-0.03553664261547186,-0.06452931645837028,-0.07562695834076823,0.00995655553058471,0.042382915349935234,-0.045183231125740166,-0.0596076759015393,0.06827728297561302,-0.003950746439992364
LRIG2,-0.007728888015380225,0.012618371658246138,0.029904801625912893,0.010094027562925966,0.04224239781795512,-0.005979704244941699,-0.01209335083408975,-0.06277883614921972,-0.03551200418985363,0.053606260232925154
ICOSLG,-0.022955741530579474,0.062207958480450236,-0.0022623301276045106,-0.08389354903023583,0.006668007456254935,-0.022933316304706842,-0.06887898948611616,-0.04975355242757785,-0.009169416535104861,0.035391736246327035
WIF1,,0.015146373777859008,0.0267547945857933,0.08801597557814501,-0.012328565698979846,0.027966430898363388,0.06822473134099974,-0.0008750414082875548,,0.000304373826297369
NPPC,-0.03843340994455665,0.0015438378245948806,0.06109151434636564,-0.004362982385912521,-0.000868817678170734,-0.016793905964128716,0.0548329896516149,0.0415760541032573,,0.0028925404725654003
LYZ,-0.05182348448152022,0.03925709889734534,0.005187155892672909,-0.08778777047995341,0.0653468218774526,-0.01155567137818672,-0.08083165619431733,0.04597791887619302,0.06922621771747112,-0.008006801133220047
EREG,,0.014976250699197497,,,,,-0.02222944454007943,-0.026617398748895304,-0.018035304311863017,-0.02892318709697679
SPTAN1,0.027958443690441318,-0.013340239292063417,0.030168681596014806,0.07162993141265009,0.05387077183315532,0.060912127041513074,0.14243592353500295,-0.06158319375572158,0.017547702945807372,0.04786288052404843
PTH2,,,,,,,,0.012499113814230146,,
LIPC,-0.024816450167854685,0.04752977539742021,-0.00038996244923329856,-0.03738799893064981,0.05183650422883453,,0.05618453692430737,,0.16711073588332093,-0.039176692914532574
COL8A1,0.024709032812773896,0.043254345102575115,-0.03000157027916481,-0.05013339228929569,-0.039320758098681415,-0.004685131056801407,-0.06804061867763259,-0.02461780412233368,-0.008846499868311871,-0.022540824039342055
GSTM2,0.031009625711076492,0.018078335027149568,0.06447470408229378,0.11415326023524079,-0.023296355623717534,0.03497850754899162,-0.035356205409694495,0.043066109399926146,-0.0157924715476254,0.04724261174366127
SPX,0.020653958993128402,0.051053466532922635,0.03325020080900657,0.11739857759555204,0.025066531134528187,0.021461103481428132,-0.011199332683274225,-0.017894693755198338,0.014641329784555583,0.003767266699632188
MFGE8,0.006166907508967543,0.03145463064581185,0.021270531351511777,-0.05512036336676962,0.01964068095091244,0.03167543821273634,0.1047944960977585,-0.028914440361416757,0.07682577193175198,-0.013433783509163912
TGFA,0.03498848297734699,-0.0772205283868985,-0.004970044458548568,-0.07621728487433357,-0.08923515384205104,0.02228839295369018,0.05060763049284044,0.055340596684251876,0.04770097779323784,-0.03259236841423782
SLIT2,-0.019948245613959987,0.04771258351070343,-0.008514033781570642,0.044784796425156155,-0.018142974059267444,0.07408581219191994,0.11687325238175111,-0.031369897991676055,0.02940419924213979,-0.03774760468937969
PLTP,-0.009608146100325517,0.05779755356641081,-0.02943746508352522,-0.09541515582840876,0.030509294456208886,0.011673356855650217,-0.12217344942618089,0.04915002731684445,0.03778385996311581,-0.046566272984443366
APOD,-0.05237506477200242,-0.0358166453945286,0.07162052317493997,-0.09013613877746858,0.01533190700518924,0.01657430363622835,-0.08534795833303459,-0.03692654410434051,-0.0016838696426166504,0.0008745366548579098
B2M,0.03831186719847261,0.05503358631700921,-0.06410446724992057,-0.15153837962668965,0.02072146763388604,0.020231749147185646,-0.14333347158669646,0.030128323259326708,0.0657350075125483,0.020801963461483452
OMG,-0.016079282400923663,0.025671193332187144,0.011909767546604808,-0.0014563718259149197,0.04088636764852673,0.015748925573930494,0.018777688045968306,0.019049097005196247,0.030877285862891624,0.1088008290169435
CXCL3,-0.015609447934400462,-0.0027771916332360253,,-0.018768464254771248,-0.040063922214800804,-0.012927405145320753,-0.03129338490036735,-0.02582692385540266,0.05964176467162522,0.010636797693598437
CXCL10,0.03481715513604151,-0.045222698768287134,0.027866017932928082,-0.10758245979534928,-0.013092607572502959,-0.01963767459451094,-0.026974835138086108,-0.029200910204199335,0.09082979953284834,0.11402030521060605
RSPO3,,0.046688429245122065,0.08052674670278907,0.11118673229865934,0.00015406075315467242,-0.013626292024659042,0.0634309273804229,-0.03690420780524498,-0.018911395192276276,0.10123363252182715
CORT,0.07710588083488322,-0.026801672011644913,0.01265859074189882,0.07273593830223354,0.00022895051701503612,-0.04247313153824943,0.030368230688232804,0.08387550146071339,,
NCAN,0.010294576710443107,-0.01563100056940144,0.012847016876747554,0.012244294232718769,-0.021681765357835156,-0.020742384114993972,0.09069720172672813,-0.039960506462582465,0.0003340524338483841,0.12327280795586358
PRG4,,0.029822927256475056,,-0.020333920461321747,-0.02041713247580165,,,-0.020405430179690924,0.05723755847341585,-0.034966792104898774
ZG16B,,,,0.11839974689661124,-0.010914867209253486,,,,-0.02358047456266475,-0.02143188194974658
TGM2,-0.015439568218925481,0.11117156492754587,-0.028615750807767435,-0.07566657944957986,-0.00012737514416218403,0.017537620869568324,-0.045499738797752154,-0.021716295292924372,0.03628073087338469,0.006924071632358452
VEGFC,-0.01938332389036541,0.034269655246089006,-0.03183830412240789,-0.026808997447122996,0.02901348613220132,0.026401173260555168,0.01763738500936754,0.05895785438809204,0.016927743619012774,-0.04464938261919566
WNT6,,0.04698455161015745,-0.026464935982797595,-0.019995748162040618,-0.02429064766674498,,,0.05100438237569463,-0.02847826937081279,-0.02214556408265577
NRG4,,-0.022521717286559426,0.026024682291928506,-0.025327187883141217,-0.020969227183333362,-0.003956773461706649,0.04628172216975748,0.027977840615268593,-0.018911397311792484,0.03077421321979371
PMCH,,,,,-0.01597634250948652,,,0.0758344992066035,0.08550757351945056,-0.042649965320379624
COL9A1,0.028654797555343073,0.008631336280949066,-0.018069682596269183,-0.03402428189177775,0.02759817559894982,0.032261461644251074,0.10029415773878331,0.04351787709906209,0.03255651160048392,0.018767650655459493
GDF11,-0.008781106678385735,-0.10265877108454216,-0.017289631745920804,-0.037360870510471815,0.010190720684468402,0.002863716900493658,-0.01570866908579144,0.022678206105258017,0.06515602747295389,-0.02933178326414228
RAET1E,,,,,,,,,-0.02074566848193391,
IL24,,,,,,,,,,0.05725096355199875
SORBS1,0.037093223889809644,0.03587368190229142,-0.06841307756035483,-0.03684437943460726,-0.007256603841227094,0.023788498992011516,-0.016021850794825425,0.009398385161796294,0.01527666161533764,-0.05347783580341662
DLL1,-0.03303561166717219,0.06923564375955876,0.03756169620888996,-0.007035909713254811,0.038739848946807244,-0.007140845988808008,-0.001624648116793462,0.011913039588048922,0.0549942212302107,-0.055569156507503485
TLN1,-0.01070394764734047,-0.030274257275029685,0.010500837044990077,-0.10473520229256518,-0.0754490939483362,-0.003049298803701611,-0.06958323488957206,-0.01571967602211846,0.08465558827502306,-0.04781299549828007
COL2A1,0.007310690951832664,0.08684499036223305,0.023503873869011337,-0.018768470641887643,,,,-0.03422930913319274,0.0022286819024266015,-0.030004694527504826
SHH,,0.07542379446588861,0.02795918034113793,-0.014754298412964962,-0.015484431612555657,-0.013874674360117481,,-0.02723012038334578,-0.03246070054571784,-0.06068272647045414
PON2,-0.00758565710277465,-0.04769629594643537,-0.0009055025323374607,-0.12457995030343785,-0.01226837628849583,0.010509664656965206,-0.060645244066201906,0.007243750659969156,0.004891136272234523,0.02815448825813987
ICAM5,,0.036930304618533055,0.01093634355997197,0.028119598989125166,0.07132530671989556,-0.03524034564642684,0.14936099139301132,-0.011873755100384022,0.05579590083087315,0.033086564752806205
HPX,-0.02067975276944559,-0.040063781967902924,0.08606719851244354,-0.027330803451538894,-0.021419750417936444,0.011719272518349045,,-0.04497557165868408,0.047766781839484,-0.010469894781207202
SFRP2,,,-0.029470216187203125,-0.014978984157736559,-0.017851961277560387,-0.03067259949981428,-0.08103741233964175,0.023406169320876462,0.046171779574792966,0.032339040046982286
CFC1,,,0.01636203605045046,,0.026243884622521217,,0.0010567855472969118,,,-0.012441978188332195
CD70,,,,,-0.025623315515340115,,,-0.0028448358326493284,-0.028852753628556826,-0.030141471633910788
HP,-0.03612455178694585,0.07331784323736959,,-0.08057037531836926,0.0030822098593643187,-0.019095713423489317,0.049364506755712564,0.025045731351527538,0.03134939712415524,0.02798807062165357
CXCL2,0.06730510354998194,-0.030094802355754804,-0.004973235338600265,-0.06344043139520666,0.01335406122973935,-0.01679390464978578,-0.059170190875206675,-0.017743764379699514,0.04133030175015446,0.008782828105041354
NPPB,,,,,0.011294069367695513,,,-0.008869642781911958,-0.019183506406326562,
CCK,-0.00610015390230087,-0.011730424822027552,0.030008319830296584,0.14628506765613009,0.04758867434532569,-0.04412822395125129,0.16294397808243183,0.021182026930896738,-0.008254478369394039,0.09970971181521483
SEMA6A,-0.06337077409685726,-0.007712527738231221,0.002627371784478644,-0.1171090088729008,-0.02137802610733763,0.02408958555121113,-0.06754063725523379,0.028892355262199836,-0.030491712867549727,-0.02320419055289782
IRAK4,0.0663872402135058,0.004844608523053391,-0.03178160528373366,-0.07793568181615056,-0.01131132834711271,-0.03622723830647216,-0.014308713289307596,0.0021085061114985747,0.08886548548554851,-0.06201638090402119
GSTP1,0.062058408726501695,-0.03841747425749289,-0.06616379003721251,-0.1226855089283127,-0.007679927265211915,-0.026518052803567324,-0.07623141274338123,0.04714773919177902,0.042239990809997255,0.007397608469266424
VCAM1,-0.017654748846715824,0.046338681318102766,0.018407566841978282,-0.11952979526224164,0.017022353849575046,0.025521229123499554,0.011684860684356289,-0.02470668899748963,0.030684280302334162,0.003042328076341589
NXPH3,0.023043966944211625,-0.04329709991357606,0.04252895684951838,0.006127049920709474,-0.009454175995309557,-0.01755850365685326,0.010479480391550177,-0.05690761666236454,0.0082261068281644,0.012995481389103936
MTMR4,-0.02956410917693674,-0.00012084412150538819,0.01705961631732733,-0.02764270794985727,-0.009536976323071765,0.015525382063386356,0.02977246342893698,0.013075715985387858,0.016439619924949123,0.04039902969751883
LAMC2,,,0.02890822691770709,,-0.015142170435242658,,,-0.01577134712085415,-0.03655046256256098,-0.03207006233554017
IL10,-0.02013337145770904,0.08810616782526469,,-0.024628424027708647,-0.024558282223671297,,-0.06813198498764984,-0.03927388084162618,0.08038504702034781,0.003321261150111392
SEMA4D,-0.037226476458740276,0.01561897234905955,0.023811707700747954,0.0026861226106817,-0.010748243225152334,-0.02366493111120149,-0.10091256848192352,-0.050640228842604024,0.07767776893887354,0.032799523881863836
TRH,-0.017797610885532507,-0.013897372850441861,-0.01992938862242578,0.006282129288648395,-0.005450282346449628,,-0.035559249019200066,0.007277446286199373,0.05801752193016095,-0.0188663688444078
SEMA6D,-0.0009593859858521808,-0.0022197771777918585,-0.032317268876319645,-0.011509468437307852,-0.07318938131327159,-0.04603018201918481,0.08119718773655156,-0.06679936142385554,-0.031727549189571005,0.021731914317659355
CEL,,-0.014101303186550748,,,,,,-0.019336938970157223,0.1472057617928256,0.04238844231341895
PDCD1LG2,-0.020446629351689876,-0.01937282072275575,0.08988630419891867,-0.025062466301282314,-0.020947537949455253,-0.007229750144472242,-0.05090790818953246,-0.04125438757032137,0.05407917629755498,0.0023566164788370787
SPINT1,0.019840062468937596,0.004524261861360835,0.014565998886398182,-0.046806162714351444,0.0918656785046475,-0.01974803674333272,-0.034534198622423476,-0.012332792893785877,0.07900358606046447,-0.021443989698497454
CTHRC1,0.10017899800883014,0.06718793947758246,-0.037178009785441016,-0.08499272199301626,-0.0046873200737872385,0.0319117250517494,-0.04152732724036753,0.021121781833184854,0.04437377973469936,0.02331578068181449
PODXL,-0.0033771986280097064,0.05835730830064852,-0.02869061676870624,-0.0940018008576742,-0.04600750158220054,-0.006412004934796098,0.03621200168407493,-0.05924517785023295,0.07345968765237815,0.009281221723601744
JAM3,0.04661100981293539,0.03659217731341848,-0.008830337364050365,-0.15462417993016667,0.01083361956761431,0.05695858038165189,-0.08980766683212456,-0.03153712770538421,0.01286600718840274,-0.02956040703672703
TGFB2,-0.045706991218690006,0.05601853651360038,0.054845619310305814,-0.09652749021881016,0.024973171652836416,0.01460287199457065,-0.013025723715569471,-0.06651862994812521,0.006270955981453402,-0.044332548709839166
COL18A1,0.01256678115701236,0.03711092628090874,-0.024906329486524034,-0.08063307583438455,-0.009521259136861668,0.09797163482746388,-0.07557771478200731,0.0730329989911479,0.08806300476111323,-0.02651738352923072
NODAL,0.03915099682425946,0.026378240216583988,0.020837678989878972,-0.049461359431855235,,,,-0.01803571830559262,0.07382327612777871,0.007650909828932475
INHBB,-0.00631471410878506,0.06318052158427115,-0.0326142435258292,-0.057838343418855825,-0.007021926871886724,-0.010176717543306225,-0.02673024895501843,0.03392808275222772,0.009959089343973843,-0.02691302379579606
LCN1,,,,-0.016470421655379125,,,,,0.07382708944782185,-0.022494412576071883
ARF4,0.013062067560288767,0.02833015439644643,-0.017653341292707073,-0.07042186627537497,0.06023918294145854,-0.02519159878036082,-0.0024362645068102817,-0.006539746197841305,-0.0222280048024542,-0.029467610830224457
CXCL14,-0.08659982664558616,0.11426164546463861,0.014911440475651055,0.01608903520007778,0.008935335112989872,-0.02086767193674794,0.11421920859101496,0.012997480679059646,-0.025879416519108123,0.03426234931048014
LIF,-0.02403901776303195,0.05518735052756732,-0.0321254941545042,-0.01893895354065057,-0.016002058505257676,-0.014325946520495294,-0.031067186469939796,-0.0029964957104308626,-0.05218897723143993,-0.04481247101019452
IL17B,,,,-0.02720114604951299,,,,0.010989648595260844,0.09190182205914599,-0.025433025904553888
MMP1,,-0.013897369818770057,,,,,,0.07623458533068521,0.05026279504842183,-0.020394590115761994
MATN1,,,0.10571849351151895,-0.01726811736437086,0.032236641426270335,,,-0.023124880671416298,-0.026132556857142036,-0.0013776073579299932
ADAM28,0.07592784543435613,0.036256531082264024,0.021090334000601164,-0.03685034034856613,-0.007721338985820247,-0.002144532796888249,-0.018707778629761557,0.08986939819533331,0.09441966727844144,0.03783607843185963
TCN2,-0.02384873134523883,0.046521633541838435,0.055605897946546017,-0.04016147847311056,0.01943049365670136,0.030681519697709884,-0.06644807318565621,0.023875648560891582,0.03600530395903559,-0.021852917249223898
THPO,,,0.11751552385837497,-0.03360601803775568,0.00864443174481416,-0.01490750778491365,0.07377575096286333,-0.02005976288833678,0.002969992299261989,0.08993638919316055
CUBN,0.010865048373960505,0.0629822862702127,-0.028929087333136302,-0.04203886151515939,-0.03190732456945917,0.006542589549325966,-0.023714636717904157,-0.014745540062012763,0.07476226642047619,-0.01821672783753177
TIMP3,0.04683164413755216,-0.002857706356385503,0.010779590613778934,0.0020292191473857734,0.00675887917761529,0.014311702379103328,0.04511640086922667,0.07026512801022322,0.08603918994175197,-0.006070099645025022
PIGF,0.011973294693858834,-0.03235047650318641,-0.01862969149497557,-0.11169981739938716,0.06953580731043148,0.016359699259554373,-0.02692762874379723,0.09674730573009774,0.007301793623843044,-0.0032064569096750587
CRH,,-0.014122260875071423,-0.026135464781585488,0.03836656268427679,-0.019173016524346845,-0.02697203033113462,0.01290717517225206,-0.013493422393956511,0.007757211656500283,0.14467654818983627
BDNF,,-0.03078876134730634,0.021157341359227397,0.15649066910738743,-0.04318174769138388,0.0006521356348276851,-0.012996920677298459,-0.06110880140062783,-0.012847596598888572,0.040458144017081
CCL5,-0.00211359357126954,0.1099749194446956,0.029790574280559305,-0.03738799687201292,0.022943502110107303,-0.013193205737452343,-0.06468142641919028,-0.04088471164582654,0.14638790046429337,0.10222779843740261
GAD1,0.0075875202321242655,0.009567674689398838,0.06083925239512962,0.13821300518662055,0.03235905996628851,-0.04945602564596327,0.1881350149680483,0.05105101282388753,-0.026727863236693298,0.045319608307626914
COL14A1,0.021474202552158417,0.11132624406709246,-0.04045965524622867,-0.02921757579218733,-0.02645601364809648,-0.004399273241853145,-0.03456310920714434,0.04251986463172097,0.039233944759768366,0.012417575749870579
HLA-A,0.04413837405101676,0.04489795287577475,-0.07192828938202786,-0.15879537448856898,-0.0035868913539943183,0.04749802912237772,-0.14172819117800098,0.004000125930732134,0.06906116347101089,0.006573565344389455
CD5L,-0.03402828228853648,,,,,,9.63374382570012e-05,,,
FGF18,,0.01877823294724972,0.09823860781031048,,0.00820573732556455,,,-0.028077927240719214,-0.021486815373173415,-0.031818347628274804
ADM,0.08964452895235751,0.03785426054534757,-0.00821874271079878,-0.0615045472549822,-0.0057993668818729196,-0.03503456395508931,-0.05966038826285843,-0.005776457637127241,-0.013480283097085084,-0.08477433375236772
CCL15,,,,,,0.047950387206428,,,-0.018635513305062048,
GNAI2,-0.0058907919121017425,0.004453666365206066,-0.049798454029910656,-0.14264521414242276,0.0055366150777408606,0.01108858396799799,-0.11908531192812252,-0.021804318868486827,0.04631623817770038,-0.0646535311242683
HDC,,,,-0.05390776628018655,,-0.018147973290913128,,,0.004772860362107643,-0.023177361396968667
COL11A1,-0.02241480276873402,-0.037077943966700666,-0.038915428909912855,0.03809303735133761,-0.0030279144259571303,0.016451657066762212,0.028998838198085863,-0.006850502891361006,-0.019065127422995147,-0.08782982823587344
NUCB2,-0.05740156707134025,0.09508474818086678,0.007808335328734927,0.04863942550422089,-0.0017225938394843726,-0.037783619653526695,0.03782450910093353,0.011697012587571906,0.0018571021946238908,-0.01830082773165787
FGF16,,,,,,,,,,0.020752233874330592
CXCL1,,-0.011305789004589046,,-0.042131967649641604,-0.027558492000600007,-0.013565921083050887,0.007822002473310346,-0.029465258531099995,0.05737988294813056,0.104113858966118
VCAN,-0.025122492410265533,-0.05975973986374828,-0.03714147619897849,-0.10776383134800248,0.010397684953655078,0.021333957789531975,-0.05012482098430067,-0.04194289456517177,-0.030924489793648435,0.005109991163581874
MMP7,,,0.03882523497833847,-0.012022049502173797,-0.012028206727239742,0.007626012166231159,-0.018940126410618933,-0.0702948882838626,0.029759637735150796,-0.004617683510047443
