,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
TNFSF15,,-0.04707165079157087,,,0.019451953747828456,-0.016848066924491048,-0.016994012593395665,,,,,,-0.028950099882709048,,-0.054245335650697196,-0.03082833809743569,-0.03886679697202502,,,-0.020513510782201785,,0.017570438462299918,
HMGB1,-0.07058033579116996,-0.08405374385671086,0.031134834392372995,-0.0353333489190497,0.009021981273744255,-0.07779707321846607,-0.03799996685986033,-0.04337108409157708,0.06946033348632881,-0.03377118119302256,-0.04093349310955352,-0.04147662218262297,0.00011185356281023107,-0.022843730412296863,-0.1871324272499109,-0.03824837156957904,-0.0486803648321176,-0.012691634686561822,-0.10711929309465375,-0.012256492649495142,0.1692897854051297,0.007794167567249309,-0.039685669422684006
ITGB3BP,0.05796537140889565,-0.007215748744585385,0.008980425197241794,0.10619165295525294,0.04904917134545795,0.004827243781258243,-0.017833752035950896,-0.020001088063070434,-0.023809663101582647,0.03604642350952496,0.04745653021591413,0.2301887130588537,0.008694262466853854,0.016094961341653762,0.08224275230773499,0.014803548311153073,-0.03256058581695519,-0.02065789759124094,0.01887193838670611,-0.010972752021703237,-0.003200334573412806,-0.05650707438599376,0.07924944418607055
AANAT,,-0.02814279273484294,0.022943300537537334,,-0.014820287591827644,0.02202053764922162,,-0.03150722714884807,-0.02573386719924593,-0.01613875276168649,-0.030404136725961754,0.06862937418886103,,0.22710102358579917,,0.11356996855956,0.002084983907171328,-0.012334871898677156,0.11169141719920418,,,-0.003480012814286995,
RELN,0.053523447302226246,-0.026699359645671918,0.014334308006488935,-0.04518388114706232,-0.02572470032949091,0.09765487305213343,0.10314932562607318,0.022730276918970956,0.0041164849013824835,0.00459581075588059,0.04601193867389592,-0.007591976660046887,,,-0.04056197831755617,,,,-0.05005950043693486,0.02291820723678324,0.07202885912625652,0.05876771039880721,-0.06981405620140091
IL15,0.05324961506694551,0.05710246940220462,0.0055337701228858355,,-0.038608382311263886,-0.0003562800753662501,0.007919467676836036,0.010991522443304065,0.058229219503173314,0.07328044650687614,-0.005516276780022791,0.020735887832527035,-0.034743376048740116,-0.0707293531390412,-0.01105038258058628,-0.03616627979112432,0.03494971996574127,-0.01825849698340761,0.06428482410832179,0.04224257305727513,-0.049662938875412004,-0.05289008093993364,
UTS2,,,,,,,,-0.0491845035630892,,,,,-0.05350360445624147,-0.08049760109571777,,,-0.02978416544176834,,,,,,
BSG,0.2485241839932102,0.08839014506177222,0.10936531330680582,0.0011474060179350008,0.04696403416779639,-0.025091614779300695,0.010412335790146813,0.0014813584534991804,-0.01991635631373722,-0.023741916645142115,0.13053915698417234,0.2977131456833934,0.10347123862674797,0.08253499959059761,0.06545922101991167,0.0905315332495348,0.08733236824063804,0.019610604168955163,0.14150238661442652,0.05150481557222684,-0.0452411780731518,0.00944994954391279,0.14804696796462002
ADAMTS3,0.21073485621395652,-0.046959909732034434,-0.028637148792698415,,0.026917400100031283,0.0002772175247995653,0.035908090560521494,-0.05698532839697253,-0.03826894162638033,0.03242900498145349,0.030837945022709267,0.014132945084998063,-0.05793788988369638,-0.12090131249881592,,-0.02561788008603585,0.033406480380125066,0.0498241520451115,0.10119763700562365,-0.052616062600947956,-0.05709785253030077,-0.014563930207855062,
CD34,0.13424027958105317,0.08517237421240965,-0.038241628746173394,0.0228739507109432,0.05095965894741239,-0.03134968770043605,-0.01780362092799236,-0.0294461740168956,0.053623805386488296,0.010378959634841905,0.025652232034921653,-0.07568821274187544,0.03913925718609056,-0.11952214374338488,-0.09124208986245391,0.03912150510124583,0.045882790483312084,0.03802004305115384,0.0417178140703269,0.021115710114660555,-0.016789368477990816,-0.017665970274254587,0.02673958031973585
CCL23,,,,,,,,-0.03585022305226994,,,,,-0.02731758967562429,,,,,,,,,,
PLAT,0.17052107873977754,-0.0437196123276694,-0.02455282657788288,-0.10964703182850608,-0.026112510730809023,-0.004277882959015161,-0.057850496489801055,-0.07994465133925535,-0.08122188856533907,-0.018966076858179845,-0.005712705105689101,0.01714114305499135,-0.09321751887632887,-0.11522676423475103,-0.06940520915694265,-0.05546248152827179,0.03738077414998639,0.11166419315828374,0.12404452678553414,-0.07182355067135747,-0.028845615544208093,0.05246132162123025,0.0824834144890074
NTF3,,,,,,,,,,-0.02605179692982385,,,,,,,0.07142288217580399,0.062451290183022194,,0.022144006714413363,,,
LTA,,,,,-0.0029925189808555574,,,,-0.024784396001262005,,,0.12640866967035502,,,,,,,,,,,
CKLF,-0.06265245435067307,-0.05557964039648826,-0.00011313968208862418,-0.02089226296730741,0.003452607435025676,-0.029486876460181558,-0.0875598057034658,-0.004595179134754678,-0.023247717980015896,-0.014404867223275782,-0.13486574950150168,0.08919780225717185,-0.046423386379694905,-0.07614712722394402,-0.1737555641240191,-0.026766521912023066,0.021935002265256093,-0.0125107263763528,-0.01664495889437977,-0.00839893738912302,-0.0885512417564169,-0.0008891890614609679,-0.11060394592830947
CD24,-0.04462355541584328,0.018464878808091386,0.03798198500658825,0.04149003906276325,-0.0640616299167813,-0.07095964476061246,0.03317838589136639,0.06236388468594168,-0.01767439046884204,0.018966484192500865,-0.06262671535515792,0.105671678904488,-0.02314233505327144,0.017174275500103784,0.4056611705467493,0.14322307972820672,0.04339774043992125,0.036701870782828036,0.01848884105141401,-0.004409934691355386,0.11324051947890681,0.09032326973152147,0.07114014147677025
HSP90AA1,-0.19603755105775988,-0.020020134382801136,-0.0037448007157824684,0.10547100774801396,0.0817212245901082,0.09090763409885619,0.12965783230589362,0.08333722991304136,-0.030677310393521492,-0.03501379391939581,0.17129558193139305,-0.2714924004758398,0.00276144255892343,0.009547423835045019,-0.028357162960269196,-0.027258192116218348,-0.006967020604096528,-0.0921016654396447,-0.051115112776665285,0.04671269312038214,0.025084434801504935,0.15892737228537634,0.10479172931727214
BMP4,-0.007051354643721187,0.015012191260494316,-0.012425935418834216,0.020517075338780225,-0.01620933682329908,0.0040205766863434965,-0.0453729582204489,-0.04867498721817425,0.012996492322628665,-0.014688357755216215,0.031798202679478124,-0.027508250916518373,-0.06041994726284695,-0.055266498294079335,-0.07961374591322763,-0.0498209944675512,0.046265882489273984,-0.026496057997940064,0.09399329217370693,-0.061070080618527665,,-0.015351354229694287,
SCGB3A1,,,0.02591669937402672,0.044374881953712926,,0.02801659121449156,-0.04454265232182345,,,-0.013613195802611689,-0.04391783027573447,-0.06156147229927863,-0.0337121002514124,-0.060493280762083296,-0.09747443321726482,,0.005829136960977181,0.025452993804195655,,-0.002324024450256037,,0.05441789792023486,
IGFBP4,0.11822962685938584,-0.07503956043944117,-0.04985764011982273,0.05523369224336923,-0.023290076739057343,-0.012908788857824979,-0.03694874494265945,-0.024721041148464577,-0.07661279919885035,-0.036546808177151925,-0.06549101506531495,0.02325600678161044,-0.024449332703696872,-0.15908355782110425,-0.026759910630443605,-0.019732763770086537,-0.005368489177733482,-0.002445546505284774,0.10301125863972452,0.03812491050615784,0.007304834792782281,0.11103039740850386,-0.013892279257684307
RSPO4,,-0.046481039945936595,,,-0.018747633876430986,0.025501234867736238,,,0.010708080757974855,-0.013613193811373851,,0.10157370024780227,,,-0.077886201116238,,,,,-0.027292842938205157,,-0.029150569723958138,
LEFTY2,-0.07010924873539966,-0.026936271881134087,-0.08396031630268717,-0.058939250028101096,-0.027979313541251136,-0.05362170176625439,-0.06859050309016214,-0.014301214697720189,0.007621335931084733,-0.01492703350718987,0.0031860304218861353,-0.04417476887612096,-0.01791437265250736,-0.004545903858679247,,-0.027340511915144708,0.003951908839585191,-0.03042870901662271,0.11961420797920178,-0.021706721940796956,-0.016021912334188426,0.06769537651351741,
PF4,,,0.023317415634449504,,0.12132861027825437,,,,,,,,,,,,,-0.02425597956019994,,,,-0.04884457408078743,
ANGPTL2,-0.00426381912789737,-0.0013807653496414982,-0.09174924999843952,-0.032334400932769194,-0.010919226434168393,-0.10023670003759749,-0.10740230939663782,-0.029695901544602277,0.058084315981949824,-0.03290001457130364,-0.05789868043707163,0.250628537558697,-0.12409706490499638,-0.07252900899920424,-0.026060619732000887,0.014339176365261176,-0.006654025938091434,0.05874235545775497,0.010568801201088952,-0.10828174276655472,-0.032201327420153046,0.043527269924440566,0.034817714171956456
LRIG2,0.03867556047563888,0.02376610033339302,0.04463389711409214,0.05068718633178867,0.0691734214967062,-0.061243757575016836,0.03237575839168748,-0.02854961095394123,0.07473649122423315,0.03257920815794073,0.031153649077201067,0.1602411222940213,-0.009388564110044448,0.021883587391030176,0.038843230383821474,-0.04384036850846544,-0.02090407921690572,0.06111631638253487,0.04328423203832388,-0.011448739791898695,0.0085292061413596,-0.01993950287300862,0.16713162837645384
ICOSLG,-0.0581427220561398,0.04339039401175392,-0.024777900253132853,0.020999224393969004,0.009792967897292806,0.0176495999837142,-0.009102052637015535,-0.034023942190940466,-0.010999602041712426,-0.003313616162098152,-0.008230766335229353,0.053578087144855444,0.059848337818706666,0.07158341781111538,-0.02797475139129392,-0.017768196945847328,0.05411230625752636,0.09301576725626803,0.11151302955434567,0.06614622680502083,0.022662661131188363,-0.006816483844404829,0.044465540463666735
WIF1,,0.04387104138493178,0.05821185945662571,-0.03773532971045714,,0.04438741897442407,0.10302428018805249,0.06515606378670993,0.003271741076814173,-0.025617212205717298,0.05206543790706511,-0.10193918257891948,,,,,,,,-0.04133514003670248,0.14278961579278873,0.04322843795574055,0.1603292518365109
NPPC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0
LYZ,-0.12178511525362597,-0.07538720564347133,-0.024973431162308938,0.005919895546780362,0.0010372221159087895,0.01144531118590275,-0.052202968553328837,-0.016203017366649645,0.021596769268918726,-0.030118477365691145,-0.16632592146284728,0.0729565519952351,-0.10191347281192527,-0.057993589650395826,-0.01098779248032913,0.02030207286856374,0.00897926735729288,0.015944907277813693,0.08078830953541664,0.033453367259564826,-0.05857491569417977,0.060293207389464705,-0.014724427057520527
EREG,,,,0.08963021649188464,,0.004358361149728064,,,,,-0.04696801684802226,,,,,,0.026965415824921932,0.04872714044657705,,0.0003744689606843998,,-0.006618992896327334,
SPTAN1,0.21428664679664178,0.14165895229004036,0.04025368846259282,-0.08088764246339764,0.05027225378416763,-0.003876641823923817,0.07872501547384608,0.03756342670948094,0.05939268074646768,-0.0019472498907431603,0.19913675210784465,-0.18267177472727716,-0.05933886547665987,-0.16405914402261887,-0.06292196440833303,-0.020652311428901303,0.06045690683309345,0.02055633176555492,0.0769755181640347,-0.05410125709597243,0.021045593078050994,0.17489863573243633,0.17052060250776024
PTH2,,,,,,,,,,,,,,,,,,,,0.01613517326259563,,,
LIPC,-0.034029474236340194,0.006839538486464991,0.03171687747957702,,-0.02293382073774308,0.0281455120624971,0.021778688724415532,-0.05755142008906628,-0.01459208826265409,,-0.02596517122368785,0.048873102743388915,-0.02559378706503471,-0.05448553482325337,0.038638300189192315,-0.02583092870913312,,,0.053794992192225256,,,0.09145281022037234,
COL8A1,-0.03558627106982853,-0.11723216592796253,-0.03245937484219869,-0.05009346920644586,-0.018819817739242604,-0.11865054656948362,-0.07386171476675508,0.01336446816340918,0.005053481609121922,0.02078157341435463,-0.08213820116165675,0.13189880737940965,-0.037735765302426255,-0.040403731680908085,-0.07501297878962077,-0.07422476725240572,-0.00309413312875017,0.01298604411982074,0.10486099596941567,0.06323606995420859,0.08140291014133473,-0.04026826098611327,
GSTM2,0.015884851257049065,0.05745091359246939,0.007020352742013764,0.012244494944736395,0.03147415647370102,-0.011771012896197284,0.025829497914139316,-0.03812682114270494,-0.011205858690038888,-0.033227908127794456,-0.04999456216609076,0.2020468675000876,-0.03427968020010687,-0.08643278675905915,0.10448126428955393,-0.051634886577792714,0.0002234701610365212,0.06498042772256545,0.03136662221763652,0.07082500849689324,0.08515398961763865,-0.01769982353307364,
IL4,,,,,,,,,,,,,,-0.05208297129491663,,,,,,,,,
SPX,-0.07086364759639387,-0.0010844329690996434,0.018851657601342484,,0.06619542415810627,0.05812557347660583,-0.027776281647042624,0.04449639927523218,0.04446051283700757,-0.03503229503135242,0.08056773055819404,-0.17033154898834693,-0.03199693510683439,,,-0.013377397003435688,0.00287516904112458,-0.015577576311979017,-0.04734301506325027,-0.06339683290725605,0.012267405845729044,0.0801486208431199,0.006075717888255537
MFGE8,0.08336050687440841,-0.07808121884269775,-0.02198327976261108,0.00955429905247735,-0.02740223265676871,0.03320148026195767,-0.002173224012135653,-0.011319992623764786,0.011624228590446319,-0.005243876583914337,0.01072990261762015,0.10622673552645318,0.04361700404178848,-0.0383662930474161,-0.11982664821738875,-0.023175616040377326,0.01949155621406347,0.03881321562962109,0.11873286575843219,-0.03750102704552254,0.02693637356984757,-0.060727678667036225,0.16024700592685975
TGFA,-0.09277959355136942,0.1052261496006185,0.030408927675956057,-0.008784864248620402,0.019876120221888453,-0.08364321716999285,-0.030267777815901,-0.014698466531871124,-0.09414234686807084,-0.018164068889603494,-0.09968705532301315,0.0948802902156961,0.08221282740317165,0.12199763953768925,0.07665693680415793,-0.036895421756075214,0.05942571187610814,0.007628194590720254,-0.07683186588069331,0.08410568609187273,0.033348577706506344,0.028529506619934187,0.0009122889701673996
SLIT2,0.03541720952908442,0.011193815602118691,-0.017316242729902485,-0.03187648705672399,0.02051317053756247,0.0846729848501523,0.00902857115964341,-0.00820439695983718,0.07883968145678412,0.03721313408423038,0.1388705905123726,-0.19363902100278857,0.06585017508661795,0.030798183905269155,-0.0742203330217093,0.0695256115300924,0.07707640560643725,0.04655368760642941,-0.038658009995894416,0.041016874117884114,0.009524162355999755,0.05673175572687302,0.09476894094667095
