,UKF243,UKF251,UKF296,ZH8812bulk,ZH881inf
IGFL3,,,,-0.016113801028574765,
BMP1,0.03294425886105243,0.009411325929589575,0.024784567541754916,0.029882554636538834,-0.04515042615762768
NDP,0.17374270321750768,-0.03598460730805021,0.005653055100196492,-0.014838050606120685,0.05023355290792975
TNFSF18,0.031606336383701424,-0.012064661333011109,,-0.016617878575478116,0.014297676401072655
RTN4,-0.09428665525012984,0.03989877946534726,-0.020590639324320068,-0.04587804941545304,-0.022686058170695432
HEBP1,0.04842780778457972,-0.01505298193719304,-0.039405714768834935,-0.02391998116178841,0.03626602198740691
WNT7B,-0.03877469989242508,-0.02029613131228293,-0.011246854524369656,-0.004681221500229349,-0.037760235546498405
PTMA,-0.13971721441754395,0.023438048575345188,-0.024849443287482873,-0.06506892138931504,0.0563081714561008
CEACAM1,,-0.015576060052078683,,-0.02387815658295658,
PDAP1,0.004992780250415653,-0.05691758638015091,-0.013568355942090222,0.022492823646710177,-0.021711185944953776
QDPR,0.11475214623146014,0.024879304070476525,-0.054125566694055396,0.051978313139671564,0.07794220328611182
POMC,0.05485030835163998,-0.02767617366746313,0.03869742130650712,0.0004877373705625472,
CCL18,-0.029251826657494567,,,,
CCL17,,,0.06860138369278287,-0.021245115842151645,
VEGFD,0.10858057758987658,-0.022309581009547882,-0.010210820689976901,-0.022407039922937407,
TNFSF13,,,,-0.022782639256247142,
WNT5A,0.0026502177004815042,-0.008173273855276211,-0.01900006198792572,0.04244090435095064,0.11668935219814279
CXCL8,-0.07572936568268349,-0.020889369326302663,-0.009508760207750369,-0.03016343338740602,-0.07525789476698617
GRN,0.06655782232834442,0.011562478549228617,0.0057332119216176765,-0.01249479560198162,0.1453654160561538
MIA,-0.021914963108305076,-0.019840581177901287,-0.011612658156034177,-0.004458547758656076,
COL4A4,-0.033178239369197546,-0.00276283240126385,-0.019508342178070247,-0.0013985421273714277,
TAC1,-0.04155315820235657,0.015639476252284915,-0.03363778468968833,,0.1101105321654521
RARRES2,-0.05476318000427166,0.0019662407679713425,0.021935988981970137,-0.02269058525686801,0.0788470402537769
FGF7,0.02289583481213716,0.014192570024728205,-0.009895113876902993,-0.03311493163959485,0.004581660240427711
HBEGF,0.07414583064992723,-0.031041958284435237,0.03294104170950755,-0.06559380092601155,0.02279310155829786
CSF3,-0.01429831678701379,,,,-0.0023361955204141416
PI3,-0.03930454098694694,,,-0.01805119090802053,
PCSK1N,0.07810895984412858,-0.004669019378904571,-0.06285510811169785,-0.02145188758599449,-0.01250588026419392
NTS,,,0.04071353114462158,,
SFRP1,-0.013947627295323676,-0.0065989457502040084,-0.0139204532335972,0.07559619732066117,0.03711635423051803
CXCL13,,0.006208443647519917,,,
MICA,0.0152387964419051,0.024157514532580738,-0.010053855258742668,-0.0293814369851958,-0.018163616142475723
TG,0.01597413683178771,0.05779362329946378,0.01833673591375717,,
ADA,0.15699629041979418,0.02628090982302586,-0.01636126460417776,-0.012279960475877576,0.073129149615581
LAMC3,-0.017732536626566077,-0.02867030196145954,-0.0301698549248473,0.021998069307096028,0.04182842958147859
NGF,-0.019114911708420737,,,,
TNFSF15,-0.02364753138940913,,,,
HMGB1,0.0020668221001217705,0.04859257377954847,-0.018185335096689657,-0.017841375279865294,-0.041128357678542254
ITGB3BP,0.030509597944000814,-0.023716876703859222,0.06555482169706608,-0.010030653833945871,0.015118102211051471
AANAT,0.035424415884285604,,-0.011612658801959875,0.09226298004554934,
RELN,-0.015803951720670978,-0.04256627347047021,0.04590255388088834,-0.032864168563713075,0.13698199234994868
IL15,-0.033614557680207525,-0.0023262731339056377,0.023031935690273415,-0.03272637945804888,0.02024450177357634
BSG,0.05810010204399288,0.005709518299697231,0.01764204449014271,0.04591435664221505,-0.0069953115440496505
ADAMTS3,0.09988110098353445,-0.01787689287251199,-0.034234139634625224,0.012207095152260363,-0.04126812171313421
CD34,0.005157509283805114,-0.006214545885459087,-0.02172696931048095,-0.051642495116135514,0.02728662350940713
PLAT,0.05049053769580057,-0.007933522834386615,0.019239464200348198,0.037963575853324584,0.05520510699252581
NTF3,,,-0.01874560155864088,,
LTA,,-0.01557606165046144,,,
CKLF,0.06143968227503088,0.019808638648205253,0.04681646975382519,0.0006377944838853563,0.11093457402077624
CD24,-0.06777945644832152,0.015534713224749764,-0.002373408913879467,-0.005077097366077098,0.0612593339566153
HSP90AA1,-0.0309920429618874,0.031238542655853296,0.016766599687152096,0.10281119163221725,-0.0749823345771944
BMP4,-0.02694498583242316,-0.016511538418311756,0.006847559250721157,-0.046479149669151495,
SCGB3A1,,,-0.009795391279262771,,
IGFBP4,-0.020021753312389437,-0.003940340060707982,0.028885638767243847,-0.015907113604633035,0.06405822854718536
RSPO4,0.07470073657257587,0.09452093590916255,-0.009795389846465212,,
LEFTY2,0.1249122529444785,-0.015767359386091834,-0.010740764766899136,0.007358499489792799,0.08727718091468276
PF4,,-0.014168545079292256,,,
ANGPTL2,0.09947362280820418,-0.04914159662237146,0.057471530304154306,0.06487048862997523,0.04294555964009713
LRIG2,0.09926761352684481,-0.029486554086181876,-0.015816881878851167,0.09348895424441478,0.09365129717159666
ICOSLG,0.06853281289906596,0.005062566472148775,-0.018589820718860003,-0.024647373584232368,0.023250036574930518
WIF1,-0.05434110035684547,,-0.01843289560198393,,-0.036525716518248943
NPPC,0.026932285635128405,,-0.013613194746652119,-0.024931606723199915,0.017813344517476834
LYZ,-0.01757621763051466,0.02847617673096945,0.013398554494663215,0.00558308443367601,-0.029909879122378597
SPTAN1,0.15441961270902183,-0.012937584440232793,-0.032489296659122736,0.01919170124707608,0.03785281674196992
LIPC,0.0502600813777762,0.009382707831368875,,0.05299752876792555,
