,UKF260,UKF266,UKF269,UKF275,UKF304,ZH8812bulk,ZH916inf
IGFL3,,,-0.01911032302090354,,,-0.015610213325171242,
BMP1,-0.02627281154803624,-0.060912425469319235,-0.12207435257401933,-0.0026457367210435435,-0.05977425522892464,0.032238809969903304,0.016041666512484735
NDP,0.06523468039082136,0.07864098649085238,-0.04844393420275119,0.011220783683825846,-0.030242087408994266,-0.025205932215861645,0.011633683395983512
TNFSF18,,-0.018613813135009795,-0.028378255978423344,0.009131237973549231,,0.04615666058095981,
RTN4,0.08442839463714644,0.11713925309012004,0.16363223706851043,0.08329239086430217,0.13678772512157136,0.032704065710027146,0.07551569125496536
HEBP1,0.030675544566145168,-0.06720624500148202,-0.1219999745388057,-0.01931955342830281,-0.09907248496277554,0.07913096923682005,-0.010701388008342487
WNT7B,0.08507553163280467,0.055385736841058575,-0.008659606045233987,-0.03618004443778265,,0.07599592001071158,-0.03576613587393269
PTMA,-0.031169115873727213,-0.08860020154007958,0.03394235103894563,0.05813138725756454,-0.1610513036523004,0.03433465650949602,-0.013498119485636215
CEACAM1,-0.01824295618463264,,-0.037344168563000046,-0.01985153968813039,,-0.02313191762829919,
PDAP1,-0.014328592410543699,-0.025236059226766878,-0.070257661173503,0.0020368056864638133,-0.018373501231383618,-0.012934590871439798,-0.05265126800984608
QDPR,0.12281684098269488,0.01584006553294723,0.08534382192435158,0.02252147659972305,-0.14506304766501837,0.024414187588283814,-0.023216266377433535
POMC,0.002934979747281801,-0.007338024232057007,0.0563386687183955,-0.014645674462481979,-0.06207070631020423,0.012193771203690959,0.018480003812555615
CCL18,,,,,-0.04912603163727519,,
CCL17,,,,-0.01574220298520926,,-0.020581164544967404,
VEGFD,-0.017453827594871005,,-0.032014917285004364,-0.01677198578689285,0.06490311888231425,-0.02170677623252363,
TNFSF13,,-0.01721850313391203,,,,0.07181715329562069,
WNT5A,-0.009022344571280315,-0.07958093845191505,-0.14654214828020606,-0.0034723862687011655,0.0503597025472298,0.0855345472556772,-0.04739713976025211
CXCL8,-0.043069389168512204,-0.015195862732043946,-0.056283772468540307,-0.044218169546637154,-0.04375839429251425,-0.02922076727657391,-0.07131887321714954
GRN,-0.052795938564571814,-0.10065694624923377,-0.17530407535812645,0.01363656750218914,-0.10086094998132236,0.004808203137472622,-0.14468147392827935
MIA,-0.0036148206927540394,0.05681980820218976,-0.05459040146488718,-0.011332251901197974,,0.016915072919459692,
COL4A4,-0.010078938114321444,-0.02921175562057148,-0.018831804870180283,-0.016435346959405277,,-0.03170362030255316,
TAC1,0.10076028540792598,0.0990064324481962,0.19419210271339388,0.0646893171954819,0.045910871178780885,,0.03609919731902038
RARRES2,-0.07809192088471104,-0.08679304049105803,-0.1667097202762303,0.06097515984217449,-0.00048436734985239763,0.02454635921383709,-0.04810475335053116
FGF7,0.04900874438374583,0.002511849055846789,-0.012128804897945905,-0.0203870544656571,-0.0070499555899296296,-0.008003322553169875,0.11850171915527674
HBEGF,-0.015058169107013002,-0.053072382299934946,-0.03770417242151038,-0.05764767665952803,-0.06488668507931643,0.05057483266515631,0.037281539249690826
CSF3,-0.005709324026757378,,-0.01992368708541715,,,,
PI3,-0.04001601050311376,,-0.02243433462238584,,,-0.017487055993052388,
PCSK1N,0.03154769912070876,0.0789693372475782,0.032981445624252106,-0.05076625165762157,0.13805137014073124,0.01613993883108036,-0.013591044182240882
NTS,-0.058468192069625315,-0.013293951297982484,-0.024488608075488954,-0.018775473414429384,-0.0172893340432259,,
SFRP1,-0.01991179468724979,-0.017227017880256726,-0.005764746857084107,-0.010151383074417337,-0.07538914842488685,-0.03235117931422252,-0.0670413992500743
CXCL13,-0.019732842820298618,,,,,,
MICA,-0.009300890424258834,-0.006332813598930978,-0.05019001697562996,0.00026247406988095037,0.03924098588234461,0.006337453730945956,-0.02832890954868924
TG,0.02061435798154955,0.13014665377020362,0.00903668083199869,-0.01585967376764452,,,
ADA,0.029280636915850474,-0.02133156119989285,-0.12359122473614043,0.0011327084157104399,-0.07426853265171575,0.02987551865858074,0.0030892024607212343
LAMC3,-0.04586165807078344,-0.04329524452381117,-0.06288248961999143,0.0011239252655326206,-0.03153554270764909,-0.053059726956078926,-0.048972208547961714
CCL7,-0.02616210636203054,,,,,,
NGF,-0.014177784493195513,0.09682382851570843,,,0.13429889395188327,,
TNFSF15,-0.019370334771364694,-0.02083104870877132,,,,,
HMGB1,0.06186087168559149,-0.008149442796227917,-0.1270903440628977,0.030701711075426862,-0.0020530603396805005,0.032137093651303295,0.005665580531905693
ITGB3BP,0.045640068545299395,-0.0597595579073833,-0.0813372699522178,-0.014569719813854685,-0.02747366211037365,0.035153387332064925,0.022662327308406775
AANAT,-0.017453830086503256,,-0.01797170492428354,0.00520625708118423,-0.016254527379751648,-0.0254582402555977,
RELN,0.027990830653093043,0.061702217977412724,0.0912976059105488,-0.003487303156498869,0.03554129358543899,-0.031837099212296965,-0.03917931734203141
IL15,-0.02813373317922885,0.06767415838402016,-0.046877529836938756,0.058221791552543666,-0.03330915730548547,-0.031703616284867966,
UTS2,,,-0.05928226173938315,,,,
