,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01617970803917417,,,,,-0.019802420168788734,
BMP1,-0.014174400309094465,0.009142492062188989,0.0131141503100382,0.03827959520388974,0.10099749499242063,0.07743713785081142,0.025602684836867434,0.015466427651118275,0.04813723147220596,-0.007997118093988047,-0.01303087555650693,0.04532869138150403
NDP,-0.01587447175447506,0.0413781446771073,-0.06564305324810409,-0.05316039585948014,0.04122502702828523,-0.014449180656592203,0.008661178493445009,-0.06099967654449088,0.006857864970219393,0.03648940034345333,-0.04565748645294593,0.009748028014729859
TNFSF18,-0.021544811657022232,0.04142627942938968,,,-0.014292938197754929,-0.02402638071002788,-0.012622089446573373,,,,-0.033403142515425,0.04739754839309139
RTN4,0.04063919884924366,0.008828944714283225,0.04411410591231548,0.014274239428879409,-0.0629885806810966,-0.03822100443753983,-0.07159741177562594,0.09858045455201365,-0.054522264552656276,0.0036990603837689057,0.0317272064271379,-0.09962802598197727
HEBP1,0.025164057284367478,0.03730454849545736,-0.002387363549931907,0.02663310012033659,0.07503773467372907,0.032275349725630016,0.0230363840373247,0.0030718939984477815,0.036088556425589995,0.020022507228026717,-0.024681185616050618,0.04538434569748685
WNT7B,0.029240857837855898,-0.02769056334369402,-0.017521920470867796,-0.046202991569680364,0.06292688707975903,0.02997615183625996,-0.0028448996772545234,0.025632847583885506,0.021563166591704895,-0.002001069402447578,0.11239459757908338,0.039307750280384635
PTMA,0.06945612125743691,-0.05055591124341985,-0.02728604614073451,0.07650948872084125,0.07691938633605039,-0.049489544118278224,0.0005367296653869082,-0.1060720095574276,-0.006950892505356894,-0.02349289775529717,-0.00944967112451251,0.04607902760485388
FASLG,,,,,,,,,,,-0.017174632256697207,
CEACAM1,,-0.018743062220548397,0.006082294973272177,-0.016207974107219532,,0.020978628828530813,-0.01985153968813039,0.0065677718196897154,0.14220492809541724,-0.01895504412994795,0.04606308145402496,
PDAP1,-0.024959380326791125,0.005758155289643861,-0.007732158559025118,-0.009027139670728017,0.021680411650194357,-0.008505232926046113,-0.011905346053001633,-0.10454592203568204,0.06527274605236334,0.006893139831721806,0.023426539178130156,0.01663781733620035
QDPR,-0.015787446193968314,-0.03711620722335561,0.0002858865990106854,-0.0742923244517729,-0.0016640773280138371,-0.09254413044861436,-0.026085382768050933,0.07311041800678368,0.029250150687692815,0.04775682272659868,-0.025991369747123228,-0.03895341915891027
POMC,0.01955457194387939,-0.044423151095856886,0.003621177274414415,0.002566735094473606,-0.006408978435421976,-0.019422814449551545,-0.014645674462481979,0.011258408106844975,-0.03607611917939431,0.08385150785375224,-0.024087473605236245,0.011831044082160654
CCL18,0.05113382019583703,-0.023389570731244334,,,,,,-0.03815055329778557,0.01810911875765761,-0.053529653061529535,,
CCL17,,,0.05061992621413434,,,,0.0020504017405764863,,-0.022230507854607503,,-0.015566875092545824,
VEGFD,-0.03255437606784237,-0.023389578158528542,-0.026143152906929448,0.14645100858420637,,-0.027105351071412213,-0.01677198578689285,-0.04298086281091891,-0.015399751345296819,,,
TNFSF13,,-0.017650526245586055,0.10948066699835111,,-0.013861168376717902,,,,-0.024163802001075468,-0.02128524414281815,0.0728826618227782,-0.02901803742661593
WNT5A,-0.07900651948776008,-0.03869188135773825,0.02441759548067362,0.001456042226902123,0.08949088207377816,0.057296209791252765,-0.025402313028379336,0.03946798499143269,0.027887796726250576,-0.05263908682744661,0.0029103312238721413,0.013607580127086981
CXCL8,0.031848413270774485,-0.0249212887953824,0.02906475888173248,0.004945106977805693,0.01775876462693318,-0.0045249586571918035,0.019138765065531284,-0.07269654005954382,0.05014338942967074,-0.07563008028894322,0.04765603159750637,0.04036463569317476
GRN,-0.02439725449977854,0.07137553210872515,-0.018159658853494822,0.06844676720668151,0.03498132742264452,0.036176259416654075,0.02310557156653547,-0.10065266575562727,0.017786626811461675,0.03184576207767102,-0.05478882653971427,-0.0599183377243868
MIA,-0.04928363537902292,-0.038590505150078655,-0.011988943965336807,0.02481675111579571,0.12179127060281045,-0.036857736334352346,0.009015300233029601,-0.04657573523019407,-0.007809645568180922,0.053913162269360146,0.039674712149446414,0.06493114187070577
COL4A4,-0.03277166093336924,-0.02809068441343529,-0.0182393929077177,-0.00882247389036135,0.04294037075712183,0.03248803086665462,-0.016435346959405277,,0.04351110272173908,-0.0382009653914702,-0.002558436865503035,-0.015812552131308163
TAC1,-0.02663233942740457,-0.03876100162692274,0.001939839704917264,-0.021971598958742254,-0.04063523667619355,-0.01439421578418993,-0.013382222682637623,,,-0.03270285108437501,-0.020464240215635563,-0.0539807135593278
RARRES2,0.023575439231143577,0.005788136780381132,0.04747476518168938,0.04343889467226499,0.031726268487574844,0.03433037963596592,-0.01686095130392351,-0.014336562987644606,0.006599649591998835,-0.013819815264645777,-0.0022768146540821303,0.012775082041474527
FGF7,0.012931964207258674,,-0.019771363824815848,-0.029691149971526692,0.021866600282898295,0.059979737156186264,0.02298696738697899,0.037444280664553464,0.005032999599062806,0.05730342324809604,-0.00416248763796621,-0.005703550211779654
EFNA2,,,,,,,,,-0.014636433054956832,,,
HBEGF,-0.03821805483274117,-0.0021023221541009154,0.008799896423760995,-0.005749487913609819,0.06468077059372906,0.02459986176792833,0.038328474537648045,0.07402384227778096,0.07850896106251568,0.035209821467286545,0.006237619386982056,0.03929611765865963
CSF3,0.09011002495961573,,-0.027968824214283705,-0.05166481110885326,,0.07314751994686959,,,0.005064677219702655,0.0004644243260091306,0.03448541046140069,0.06066289118492692
PI3,0.08429672179082409,0.10264548847363615,-0.02361619246936537,0.02698308915471544,,-0.01899397429579282,,0.11084321602265536,-0.0005916387909424875,0.05608601599739522,-0.023685120334997953,0.023004604189085263
PCSK1N,-0.06592584328644567,0.012227537375520686,-0.06345690291832615,0.0024125493196021676,-0.04163769193564561,-0.0016178957886637466,-0.020951408631555552,0.03957513881303303,-0.03117725160440026,0.0175281218021881,0.03727584164083784,-0.05944684151812221
NTS,,,,0.0733022719760864,-0.01609990477041652,-0.02073321986832857,-0.018775473414429384,,-0.017831716217815763,0.04498199990638846,-0.024270641261186738,
SFRP1,0.006182047591072778,-0.008660828948290006,-0.006454563881627688,0.023352922112758037,0.06903054591537974,-0.027429774044454895,0.0077387029499157624,0.041623389651462686,-0.06666758490413562,0.01784350061821296,-0.02370665304653573,-0.031005947801996635
CXCL13,,,,-0.017531665496332675,,,,,-0.037605168926924296,0.11663825387120443,,0.15434906380975577
MICA,-0.016746245590992158,-0.02592092853312444,-0.006716117157614995,0.04871301286031415,0.011770375536373374,0.023818064642094496,0.044787233190467984,0.0025178078866022286,0.03872455969288493,-0.04370006388295748,0.04951573017870382,0.0341714373987148
TG,-0.004332848183618596,-0.036832899589850615,0.004490610423097937,-0.018404937912068965,0.0011892205001422544,-0.020358578080329922,0.10702237526616183,-0.020771565647965288,-0.0038556030418425476,-0.005666339874616824,0.056390475029664655,0.03972648784183396
ADA,-0.023806547991670313,0.008113303995559876,0.08014182564173222,0.05242439528282775,0.06836610859422773,0.004266549529473192,0.005108965730810009,0.05891715932104122,-0.025890038870290785,0.0731960816733561,-0.013168159339508495,0.1529785224729705
LAMC3,-0.0681946139927009,0.04418073676711835,-0.039556663006864126,0.0407777710581559,0.020508014248026642,0.028345182818103942,0.03563971307208648,-0.12346977870394588,-0.02812598235415362,-0.033550141320336846,0.01750007199168038,-0.004988399054422132
CCL7,,0.031839586291596424,0.10940668756539643,0.058340276028748084,,,,,,,0.07760719982775734,0.018314821330473675
NGF,0.10164946501192967,0.07104818640832626,0.04681640722202711,-0.024810285621802222,-0.017733676098261295,,,,-0.01443969477057573,0.018013860763831668,-0.05142031305689486,-0.03866254649574414
TNFSF15,-0.023357745779735314,,-0.01778878320443274,0.003847590143999462,0.012124715269035764,,,,,-0.01687498801019528,0.041115126979939486,0.11011726744663067
HMGB1,0.028141447932513386,-0.03556398400910243,-0.04463625671625601,0.03731092601218669,0.06444070703298053,0.03892526666142829,-0.05109606192509522,-0.01364588235235068,0.07277055064244871,-0.007333809193761551,-0.006586449531485395,-0.03212227911424277
ITGB3BP,0.001772033082786996,-0.018268424647734722,-0.0017141461021841563,0.06646325921253493,0.032655944209790504,0.0318692602517499,0.0340921835742479,-0.046628595698797994,0.020084814729434085,0.0065481671615952265,0.027544341409201718,0.021673180994197773
AANAT,-0.015986633851657467,0.010973605069937444,0.05493558315097091,-0.015506874173833394,,-0.015215699824803298,-0.014262697303464704,0.038833450855501536,-0.019696674677977796,,0.004442356750935309,-0.020830458871866273
RELN,-0.03255435917077385,0.05580118997761206,-0.028095228043181306,0.009607775070611047,0.04564932697365316,-0.026916243247068018,-0.022468762707119352,,,-0.020383156734580854,,-0.05168419555081995
IL15,-0.03320263243816568,-0.030901535193272524,0.03569784925826462,-0.009998851911026136,0.008427169964295057,-0.03968874547697125,0.03920147778100988,0.14887961881000492,0.037605167273566394,0.0373040152816898,0.018390143196494728,-0.006977992738763343
UTS2,,,,,,-0.033133783880692824,,0.02580472657331973,,,,
BSG,-0.12232796062229062,-0.06843528863410608,0.04852767528392336,-0.05223386806703974,0.009320695190674093,0.04466354004900484,0.03372674588023465,0.11216725153941591,0.0375846728507852,-0.07186199033503021,0.025863820323771207,0.01717410994067052
ADAMTS3,0.13150807713019858,-0.001185712349094016,0.06630567620080591,0.03724842708417131,0.037314700716459974,0.05179978811461996,-0.013392238958691646,0.020149109673253493,-0.04870449258365821,-0.01669483039301536,-0.012250191072374282,0.0480488975553645
CD34,-0.002365585647473161,-0.01014591846769352,-0.027525958755805695,0.043667576236917055,0.044988656458235445,-0.008552387668746945,0.0148055915983535,-0.0315198099071744,-0.03207287038133347,0.03156687291649394,-0.011804298620527768,0.013465555398233985
CCL23,,,,,,-0.017313051067254143,,,,,,
PLAT,-0.0614097538746287,-0.018888228070947737,0.012113315932133568,0.02884419662364612,0.07978095829964042,0.05048656692162116,-0.008766788103900414,-0.013012538338336347,-0.02656708011634513,-0.012497796128152784,-0.009551113286271451,-0.06742426628575567
NTF3,,,,,,,,,-0.04716098742119747,0.012849946994748639,,
LTA,,,0.036502933099234414,,,,-0.013736463908757535,,,,-0.02445606103646103,
CKLF,-0.10055054836791032,0.021754120011249344,0.048773614241298155,0.05450590880439825,0.043618053322263824,0.02355364947034781,0.023961456528008147,0.0865207262873633,-0.015218358614421982,-0.015246431581198837,0.01724622918153716,-0.02617271764864798
CD24,-0.02143694606179652,0.05256293999945986,0.03502983248210424,-0.027323719231067287,0.02553990464581241,0.10395968664871254,-0.015224362906126502,0.05092812914553877,-0.009802631394704414,0.020686201180132667,0.034487470605269695,-0.013820940338255441
HSP90AA1,-0.025474187768683636,-0.0025961928813202253,-0.06000751347293029,-0.06181824438718901,-0.04226199765174677,-0.025185109056106672,0.019604367725958697,-0.039396606885187785,0.027141767795147896,-0.03261918281041691,0.022366491636948496,-0.0762179488791761
BMP4,0.0527878558346894,0.011631603603610053,0.03750847754775928,0.09138289412564218,0.10727396545934681,0.05219079266662732,-0.024852413363660175,-0.03926716227303174,-0.02685243840501076,-0.014929401571628724,0.05410288409953869,-0.04870515108695978
