,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.019913153756084465,,,,,,,,0.05238197473714716,,,0.039253459225943886,
BMP1,-0.03404628624707088,-0.015842750618426972,0.06391406740596685,0.07448236527847282,0.05387198956589484,0.05869082463555634,0.050537418728325255,0.06697934870695764,0.07627191777639179,0.05341842042859896,0.10767880265631151,0.0585838772363013,0.04033771758838392,-0.03237921012702372,0.04374466770311882,-0.07181435462022279,0.03397442070196796,0.11407613283648171,-0.013387081320826074,-0.009174728381417372
NDP,0.050294418803970266,0.1252302302452387,0.04617883897122885,0.005233944913475243,0.014879075073290077,0.08326326862859303,0.017108132022247764,0.00890338042528565,0.00963589427323075,0.017857272880996488,0.0797926968454139,0.0953939341102296,-0.03491218585933988,0.034815013731942346,0.127968224882838,-0.1268420548167219,0.012702470683350323,0.06396109522592533,0.1496643352727822,0.07061771085177058
TNFSF18,0.06301748337564243,0.05761903624083746,0.08234662165156621,0.011769558067401393,,,0.07098661118178923,-0.02957043551852789,0.0915368738605801,,,0.021780834911442146,,,,-0.015288503813548914,,-0.04469146328120533,0.017439586964979454,-0.00017460273732672847
IL36G,,,,,,,,,,,-0.023375635872619337,,,,,,,,,
RTN4,0.05798078271468574,-0.04872958715758007,-0.0065958236901025495,-0.020367250228816653,-0.01906172980210714,0.012958604271716724,-0.07106375764725475,-0.08503807457610636,0.009470038097978497,-0.025048017537319927,-0.07503080385243925,-0.008566376974554124,-0.016632220527749934,0.017859844598055976,0.02192652049540843,0.03782654785265677,0.03492921307761081,0.013555610934854136,-0.017968070128488136,-0.007508526792548396
HEBP1,-0.013881291522483274,0.038411585115874745,0.0549262146509671,0.033628631895222694,0.000672166307450799,-0.055927403742515674,0.0709161964752465,0.00844132292019011,0.04242443010157564,0.012189294662754131,0.05352487370451544,-0.023450116539080124,0.045060037308674444,0.03601353630434142,0.051819783158045224,-0.06535267433616143,-0.00990244796237055,0.07961924970848491,0.09552882603784914,0.054809662836159845
WNT7B,0.19695678118283141,-0.018179556062727587,0.029174590043303757,-0.03403561601190814,-0.0033167264056644338,-0.02131215772765476,0.007109983838861028,-0.017691472698596795,-0.008280286135090744,0.04839712765305389,-0.012066904550910853,,-0.033189166534876496,0.008670465330045367,0.01703585100767668,-0.01594820896726634,0.001673350070683946,0.044551121302878846,0.04739019252054335,0.08417047418625727
PTMA,0.05774916967701166,-0.0836310089197464,0.07967597389173436,0.014740306849715255,0.08360370287800217,-0.06672483599420305,0.08316072312832348,-0.10758885813458446,-0.0047601957749760036,0.04373530678780303,0.06180613985036685,-0.017524419714596003,-0.007953678868588361,-0.02218168956713732,-0.061315976325640065,-0.04260162882106863,-0.018567416236654238,0.16223867457578664,-0.10973218264629943,-0.10985814581738777
FASLG,-0.02959350801462586,,,,,,,,,,,,,,,,,,0.10859653810551748,
CEACAM1,-0.04109084487143353,,0.0033351421494261335,-0.02612028818468169,,-0.019772818910642153,,0.012225937134244462,0.005241392186581898,,,-0.036052843332174365,-0.02976457615091511,-0.021321074115961722,0.0331403728860204,-0.021967983838667958,-0.021768430605475765,,0.12149798800295772,
PDAP1,-0.014077558876862416,-0.03498871964894686,0.08683676007761333,0.06254066461091627,-0.004363096985251612,0.006544035796885985,0.029286487391325996,0.04228160469439615,0.07291648996556627,0.016744666937960964,0.050857565787363675,0.011185625528194984,-0.02646220744550261,0.021829560153709415,-0.04548110408421971,0.06778368543975115,-0.008650882217515261,-0.052445582765704796,0.004616087263632527,-0.01933775849575431
QDPR,0.11627845006259903,0.024228775594009357,0.01068969795854526,-0.007342390171913057,0.10220287239278862,0.01890929446274728,0.007261671039087601,-0.11951455270426357,0.03550173440626571,0.06510982685712859,0.08139149432515329,0.009037825747300408,0.0076346424494111685,0.06297409839604087,0.05425321688112451,0.009413704165527784,0.053962772846200435,0.0800687299504182,0.06748110726207127,0.06674445818985993
POMC,-0.010365958490652449,0.020989988823801806,0.006555967520867822,0.012553560606289645,,-0.03549850843107879,-0.027834097580625126,-0.03449810238094133,0.04983293841633232,-0.031670593045415925,0.005890960676292256,0.11177180263001725,0.007292905774103654,0.05554118472716245,0.005108737167292406,-0.02476670181699486,0.021933778007519906,,0.05233060844944152,0.013399628784924433
CCL18,,-0.045394160017026404,-0.050258132390256484,,,,,,,0.050156819332615225,,,-0.02110357386757476,0.07589666295359032,0.009946585647629342,,-0.034340536503189585,,,
CCL17,,,,,,-0.027662881495153623,,,-0.005125951843811813,,0.009973853196494855,,,-0.015126270116279712,0.04440996016574469,-0.019545577559539895,,,5.623210877772149e-05,
VEGFD,,0.024460556596208823,0.007922554804312384,-0.0018641174548067758,,-0.016360659324454095,,-0.009926124499685449,0.00573452943594979,-0.021397932896212533,-0.022886072230023667,0.03216501166293711,,,-0.022250839579369807,-0.020614551596115225,,,,
TNFSF13,,,0.051560493688803485,,,0.024096135794263812,-0.016320288056787587,,,,,,,0.0015217907015093212,0.0826605743854796,0.07472223612808088,0.03690161708553246,,0.057663063821974433,-0.03483644062238949
WNT5A,-0.03371476145749564,-0.05371031027764672,-0.06058786255686168,0.07665511413299844,0.01184034230224324,0.036483920805119606,0.03398021136783711,0.07286851663741659,0.03177586594252937,0.04727639934216148,0.03694002885270782,0.11595081527141755,-0.01609062601061294,0.01361087643452539,-0.009311233647733022,-0.00370074626019835,0.009540983634238132,0.19502193046400365,0.028039964706004367,-0.011976734624355749
CXCL8,,-0.06456138302112821,-0.08550296122367189,-0.02565902225648862,-0.14578308481358448,-0.1770198743048655,-0.023214551240677932,0.012030231554549294,-0.05398561311591647,-0.028857665921997105,0.03858671293056407,-0.04320862208252465,0.10205159693831761,-0.04578622901686974,-0.13434182723099883,0.03223461110578792,-0.014317941350035498,-0.0013918009305746704,-0.05181309477455111,-0.09456860817126797
GRN,-0.01676193588005978,0.031919950687419006,0.0399532350002581,-0.06923089841319661,0.00184515816066787,-0.006309866737458862,0.08359824984622152,0.09546718800871493,0.02239663914939177,0.00198964129395775,0.01650138554127175,0.08484003011365479,0.029134971577892348,0.054087667675938686,0.08197024270921943,0.011577239180849923,0.05063203325198043,-0.06738935903383028,-0.05549484120946393,-0.044210748855173454
MIA,0.03338036151008939,-0.045051988964061394,0.04608007941101665,-0.0016083503671776946,-0.0039740247582493995,-0.0489124971857525,0.0344579747877124,0.1332758805779115,0.01927984505817629,-0.029019441208375546,-0.008938935499167959,0.03247870060635951,0.0011319435612261155,0.1031636414745968,0.030544897583798282,-0.042196241488361035,0.00877191400025875,,0.13889472867648592,-0.03816570856101479
COL4A4,0.03926297180089042,0.010270262094897797,0.009551022148527627,0.05974562353458342,0.054108952967067594,0.004348320847781888,0.10125846463962361,5.13478062968437e-05,0.009438662506358086,,0.11768640632276825,0.11869799264751599,-0.026681511249309352,0.049920507769430945,0.033152553402278566,-0.030108382263202872,0.0008946432067362135,,0.02240249930068946,-0.012114030719574865
TAC1,-0.029593491914015804,-0.011186508719640392,0.03340715045019328,-0.031527711138519016,0.06338307759342698,0.002806763722052773,-0.08012788431165642,-0.052552989344833566,0.03682312899115724,,-0.05388292765855466,,,,,,-0.01805686266385832,-0.03212239784955556,-0.02697397472789778,0.06987407900176872
RARRES2,-0.1443014288984239,-0.03929993012357728,0.05285585508881568,0.07068043925299566,-0.03435718852040018,-0.05089254797234614,0.014449937182915151,0.10791922456879746,-0.050328857197750244,-0.040154729652191204,0.04116379546426246,-0.06620422066025021,-0.0011992925299120292,-0.03498986040375402,-0.08564064599290458,-0.03491530902758371,-0.0008751182299461628,0.0702214790959472,0.022297910492788953,0.0010613459598835834
