,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.006364823551572995,,,,,,,,,,,,0.14358559327602458,,,0.08380064658537101,
BMP1,0.08991535416754441,0.04742294318045093,0.0057213155726885435,0.047565805728346906,0.010942676716272843,0.05093724394242896,0.13129884911083117,0.16019404217708988,0.05508702029512205,0.06257369766430453,-0.029606041178075745,0.0445456265843484,0.0023681842358901947,0.05396963078896194,0.15142066011736954,0.0036830054358977697,0.11489706221467995,0.09220898142837645,-0.011150211812249235,0.061841239785853076,-0.009368980236439764,0.044549693021107145,0.11518838651392611,0.10886821392547318
NDP,0.06208301805581122,-0.005570438555971114,-0.029192041845371414,0.09524473975497719,0.02724005835682716,0.0067612893864806055,-0.00543192461339587,0.02168098726628007,0.03473025227918606,0.012381977593253584,0.04665086294004426,0.01768740002205907,0.05802773030038622,0.006318814057771832,0.011285991502318038,0.06373739585041392,0.10609194047424822,-0.012799544669455133,0.09359927854019517,0.021118141641246042,0.007782522591386317,0.00459462259883301,0.11219922214963553,0.07204811184341642
TNFSF18,0.08802607725335115,0.004819632556633824,0.020503880154140855,,,,0.027135358370576595,0.04625039674198817,0.019249567522214045,,,,,0.05758844085406455,,0.021266327499429,,,,0.0318188867545444,,0.08757553739555607,0.016989525550524073,0.024209159270351666
IL36G,,,,,,,,,,,,,-0.0033889247537992415,,,,,,,,,,,
RTN4,-0.06775810048406342,-0.006121306704265538,0.0022671137507117977,-0.02662734846053968,-0.01630652217416865,0.016841297782611463,-0.10417456504733598,-0.23211442888726033,-0.03405827512940937,0.013112930858453309,0.07473112004316144,-0.03876015948224132,-0.008113165492052883,-0.0417646159615899,-0.03813685784430912,0.023600423228548426,-0.08585606424998814,-0.04485407175289245,-0.11403708775962626,-0.05287600084619051,0.03675518215567596,0.02156919510133275,0.02789088311284976,-0.07180695076159968
HEBP1,0.017569143995359415,0.03894291507081041,0.025207871945805916,0.036273080371374715,0.0018465247657617982,0.0023595410453779715,0.00904520749636794,0.12112920541695486,0.004546833056770913,0.016287884770212976,0.07505624690186652,-0.007584449305609728,0.010296814301495403,0.05052355742694468,0.15382992693133737,0.11152039460800693,-0.029791144170661105,0.01937344606711193,0.04513968493771646,0.01674514843913271,-0.005263845158462862,0.0027837312586081156,0.09745097258996484,0.016561441200178783
WNT7B,0.0011704988437721347,-0.052455961506818,0.03910279382122716,-0.023514206855514683,0.011047535276312345,0.04048562009908078,0.005096021188361798,-0.058496431229541575,-0.04167578852973488,-0.0027464943058087814,,-0.034681946199582106,0.014080045970900618,-0.002426602321354432,-0.006583877756846803,,0.09967035850049925,-0.017300475229309744,0.10743407791478139,0.08744430172831676,0.01722399328455583,-0.03314000458840359,0.026462984552007116,0.04948677240308461
PTMA,-0.13619623895613975,0.07612943525602275,-0.017337132165648885,-0.03055743526058712,-0.03698492728846515,0.04911154446791348,0.1315174498217874,-0.1374989618972528,0.057341760681582574,-0.021292509835590525,-0.06310470231185768,0.08399239057071277,-0.0195211941259025,-0.027038502476227654,0.03034705406128981,-0.030777260806752294,-0.16587754228858434,-0.01105628299943835,-0.04323509378549483,-0.07034851120248864,0.020894753484523597,0.1005630548662318,-0.09454052363549655,0.07037132485971452
FASLG,,,,,,,,,,,,,,,,,,,,,,,-0.031967201685703044,
