,UKF259,UKF296,ZH916T1,ZH916bulk
IGFL3,,,-0.02533210525337261,
BMP1,-0.02372862236366395,0.040661441475305926,0.04557643090833521,0.000271644163434511
NDP,-0.07027991567041707,-0.005186317069133799,-0.027696660788478912,-0.0163350532781961
TNFSF18,,,-0.04273073264690301,0.049420802971929016
RTN4,-0.030987802378909454,0.003738780011716021,0.07752611537551793,-0.027412404787605985
HEBP1,0.01161001087901765,-0.0006488480954901174,-0.03247912122827653,0.023921435112153965
WNT7B,-0.013510445968632037,-0.018379835156388205,0.06368042706471631,-0.035291473939170585
PTMA,0.07723674777040225,-0.003279376494692239,-0.03928931274213179,0.04727245012084728
FASLG,,,-0.021970526244077474,
CEACAM1,-0.009032146715490803,,-0.0010928135288689241,
PDAP1,0.005271985506652788,-0.002113622339664441,-0.02855245889102804,-0.004927503117072256
QDPR,-0.045885924205995826,0.019053668986949532,0.015744466092103504,0.05506154887989851
POMC,-0.005352788516659324,0.05470593796133088,0.021385584599085305,-0.05196279509537298
CCL17,-0.01669895680813275,-0.010438255092874217,-0.019913814319120985,
VEGFD,0.04284622113217708,-0.016686727892368813,,
TNFSF13,-0.011518566672560836,,-0.019868261535917597,0.10870730087515942
WNT5A,0.014402213873668171,0.0010280894515540934,0.044672710526055044,0.008117376508125931
CXCL8,0.10042126939115922,0.002413524048975922,0.026254971921821364,-0.04837510587881205
GRN,-0.03144781700298756,0.021026623892227796,0.07649626875923009,-0.05059025805608943
MIA,0.058440384090694276,-0.0034631557577488644,-0.0079073856874491,0.047012947874737955
COL4A4,0.026765037440283353,-0.004491673126883794,0.0638963511523789,-0.026390215856081232
TAC1,0.014457700701884325,-0.020159132212744374,0.10000558912672189,-0.07540138115940463
RARRES2,-0.005538794573061261,-0.013795006235657232,-0.010540677746200168,-0.015907129395343476
FGF7,0.0390475610393122,-0.0002649507676567507,0.012272276995729265,-0.030249676583241514
HBEGF,0.03393385495835646,0.004424440049708642,0.06814193914002133,0.061186525382202664
CSF3,-0.019903700482529502,,-0.020966174409583142,-0.027759487620679875
PI3,0.07182946151782134,,0.010824094143361206,-0.0416477580707422
PCSK1N,-0.0989202502621133,-0.006023700188209904,-0.012735119727707541,-0.0696715955819922
NTS,,-0.010595930265186411,-0.03104804532752412,
SFRP1,-0.014570485289733877,-0.02274908377105264,-0.03032656741253072,-0.03463219588122372
CXCL13,,,,-0.022516715279263758
MICA,0.03194072686432499,0.016898844828759824,0.10123907282721563,0.020119466433648946
TG,0.02041725957006925,0.0004917187833964935,0.03312532323032689,-0.024813536760377387
ADA,-0.006292927053533608,-0.015905770879763793,0.03121161502883803,0.0016687497706789206
LAMC3,-0.05006349720288965,-0.03371762430172829,0.02086340976799924,-0.02305190932523837
CCL7,-0.011368327169634374,,0.1473174071958205,0.03677939904109103
NGF,0.019642504967971458,,0.03957379499997809,-0.03146001952993339
TNFSF15,-0.012659188321147246,,0.11398351757744518,0.0018578214825038383
HMGB1,-0.03193952965843213,-0.009319267732584804,-0.07134754441551323,0.10721787874710716
ITGB3BP,0.07253726743342744,0.007995415953833296,0.05152841359692396,0.004378574983325661
AANAT,-0.011518567901915534,0.05872659626192462,-0.02324572471912928,0.04174206284470248
RELN,-0.01999365435155693,-0.008100110189592733,,-0.01079980936748737
IL15,-0.011271630226583184,-0.02636627766356038,-0.0031741833144741313,0.00902749185690672
BSG,0.013806952442669088,0.006447392351631609,0.057723902337415284,0.012431554853668796
ADAMTS3,0.059669344578236645,0.009723262053210644,0.03987751695572394,0.037544984915867406
CD34,0.0011665519104809583,0.014754796441687985,0.02523417511107242,0.0066034126347508226
PLAT,-0.06658072387082208,0.001115765354613921,0.08890576330165019,-0.014554469552766049
NTF3,,0.06232382951557434,,
LTA,0.06358882514970718,,-0.0312852422571554,
CKLF,-0.061033333137670155,-0.015091676202221778,-0.016387463896955664,0.10093132875492745
CD24,0.0030451628727791837,0.020988376169618125,0.08276172329593318,0.015776161371140716
HSP90AA1,-0.0762972354562535,-0.020188969685511506,-0.04666794418141089,-0.04383034643448775
BMP4,-0.015961749708276324,-0.037218720152062054,0.14278762636236755,-0.047005873056899315
SCGB3A1,,-0.01600782482027016,0.019639251173050258,0.02562448267905521
IGFBP4,-0.030671517604503207,-0.013073173816279838,0.0656945742680601,-0.06954449378129322
RSPO4,-0.022302679447466636,-0.01600782247876366,-0.01044289176824826,-0.021373163786331327
LEFTY2,0.0033758388752356,0.015352283044063064,0.18088273968102173,-0.0005134824503800014
PF4,0.04787455246306051,,-0.004889422847542171,-0.016742808587658014
ANGPTL2,-0.044408689808699206,-0.013470240261619837,0.05244238251898721,0.002287309310866375
LRIG2,-0.007706518064354795,-0.01828868375690515,0.046849271589708044,0.05942485372439991
ICOSLG,0.07965193303880687,-0.0208180685754221,0.057526697574844035,0.0385480951450281
WIF1,,-0.02068746028817403,,-0.030722696036947595
NPPC,0.0034875617080621403,-0.022246955791339274,,0.010770754257268346
LYZ,0.0009828735449592138,-0.0185318208857979,0.05877448284802103,-0.04750153099826686
EREG,,,0.006618151463846775,0.034025895918351735
SPTAN1,-0.09119140836894432,0.05412908729697349,-0.05084612981698173,-0.0646339284855171
LIPC,-0.017824537464692706,,0.024830879570265724,-0.026109407785248385
COL8A1,-0.013954000360498377,0.02418717562366619,0.14688198325871332,0.08712992798956644
GSTM2,0.004836711171254236,-0.035292763128538115,-0.04952481128721624,-0.02684686952081046
SPX,-0.019350281641206345,0.030773899589865417,-0.07586367229067532,-0.0713528219575961
MFGE8,-0.042926765415933064,-0.0044411195924443985,0.04889396437717423,-0.004071601479651816
TGFA,0.054337713436761366,0.036584676781510596,0.11325172163902048,0.0014432312254480226
SLIT2,-0.033757913713874564,0.0595348594443224,0.09222562881438304,0.03022856550349862
PLTP,-0.08161442298821973,0.07984923709807207,-0.02692936752349888,-0.07456660960311055
APOD,-0.008743485048593583,-0.07941054001139589,-0.02052493196090609,-0.055714526694984015
B2M,-0.024556674755863733,0.028196763924295157,0.05056270570561009,0.047959003286680166
OMG,-0.04640824421917403,-0.011563402411997466,0.04578876376329688,0.004262442943751006
CXCL3,0.03983624831459299,-0.017124986371781406,-0.00022688834369226019,-0.019197559768824028
CXCL10,0.012751561328927923,-0.0146644251656823,-0.004387547518639338,-0.0387806048692677
RSPO3,-0.011518567050823778,0.006586155722570993,0.052193991487419655,-0.03904241485641882
CORT,-0.025831271066238615,0.013698932792148873,,
NCAN,-0.08995389992747554,0.01799391915635512,-0.09788817292477234,-0.04814134268251275
