,UKF243,UKF248,UKF255,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,-0.004855549068968021,
BMP1,-0.0041598317535811785,-0.05146931032121809,0.04435209010752737,-0.026128936160595397,0.05596567942659858,0.0034358533937291114,-0.022429504796333953,0.02890371128271319,-0.03015697104671293,-0.1255306928098931,0.02627326798973373,-0.01623500169594384,0.010676839145830928,0.054821087248527835,0.003377169620964755
NDP,0.01864424358437728,0.00905395723472336,0.009619318236752194,0.005917349899860769,-0.039011965611611535,0.05757242710657959,0.07418419938822415,0.05058243967586011,0.10411493323311409,-0.060730713160136035,-0.042275145187493396,0.01761393535717591,0.007186580053482988,0.0045526585539877144,-0.008655406005513452
TNFSF18,-0.019285626707770398,0.03517926374467988,,,-0.01990659061164176,-0.016805534029628314,,,0.12907645088361439,,,,,0.13041260032974944,-0.06315975551260787
IL36G,,,,,,,,0.0002850158608095515,,,,,,,
RTN4,-0.031771342912592364,0.04897749123732302,0.05094098515250251,0.035347645438710724,-0.10143756031935217,0.07067892306238355,-0.0015303773162045813,-0.06175457398369704,-0.023551488439310632,-0.014238214701905748,-0.04769367243307493,-0.001045940676767304,-0.03172455732945986,-0.06589526003511954,0.019553281025034692
HEBP1,0.024455297328574627,-0.05585063388154833,0.07014945057525844,-0.012469660258889499,0.04020112344295204,0.013280282503347582,0.005523345685150106,0.0060457123517335875,0.0779873940447261,-0.02334516656246319,0.04697836806587792,0.0028720150150632353,0.017559321383103274,0.008425379317454526,0.02178900831244988
WNT7B,-0.0450128671181998,-0.010992961043765813,0.054644015666620305,0.017448995485634864,-0.0017393361380150733,-0.035029501063559135,0.051114204458072854,-0.019873153451301875,0.019645591451682574,0.020761096174119933,-0.0074575741796722855,0.08835988586979475,-0.058823561138054085,0.01059578424365816,-0.04910884846589026
PTMA,-0.03170807065936452,0.023129533123200163,-0.07281687931806166,-0.04059238702901349,0.10672412470264571,0.03692926691477836,-0.0027982368189271582,0.056538139774057736,0.018097333805190362,0.036207728528445136,-0.010492895790079924,0.045554783765519864,0.029809570604124293,0.04605306671461814,0.04242886723015715
FASLG,,,,,,,,,,,,,,-0.02792286946974859,
CEACAM1,,-0.01461944686335776,,0.0011103918633513486,,-0.026431101378382466,,,,-0.018493346932845527,0.064308071797097,-0.024239174471402353,0.042780723611655386,0.03786536069152722,
PDAP1,0.06113418759106366,-0.04657551896702568,0.045991681686886006,0.039863890111258966,0.024510282645651797,-0.010379337956210976,0.020989722344535378,0.002544196725528526,0.012537796884777965,-0.021336113536505153,0.015058230638121535,0.007520872796444987,0.028874978840672815,0.032084606029145445,-0.022082864800953374
QDPR,0.040266413654721965,-0.03370373985730745,0.006901010914527434,0.009282526203072645,0.028417170225462085,0.039849603939868396,-0.0277275243452969,0.04466090891878899,-0.042037086137853535,-0.15126218955815343,0.03847420778683805,-0.026890739771171387,0.015382674318519323,0.053066868796927305,0.0906669331761784
POMC,-0.036414481738607826,0.004702954000765522,,0.0729781223569805,-0.022239412499633623,0.03699105908059127,-0.007122230187625302,0.06072746065057634,0.13465946782546592,-0.06169080270142378,-0.02729458489161559,0.005861598506309639,0.011698479772109069,-0.018435032618026224,0.041871491428463435
CCL18,0.08333063540822128,-0.01824368838125586,,,,,,,,-0.03758151215900578,-0.04374706461801742,0.02183588531101927,-0.011387273563315706,,
CCL17,,,,,,0.018806184545310776,0.03459925075167194,-0.016517549018138795,,,-0.022813289145501545,-0.034990770071120635,,-0.025308944888269052,
VEGFD,0.02981004172310002,-0.018243694174481403,,-0.0179506341052525,,-0.022330865193051663,0.04106351870582824,0.0009575382168171675,,-0.04233977435988763,,0.044907802001236896,,,
TNFSF13,,-0.01376727706077566,,,-0.019305240144234296,,,,,,0.006397468991840419,0.019261692227074936,0.017718790023155996,0.028241257537672523,0.017022703097333527
WNT5A,-0.031102169723708478,-0.018826009117101614,0.05418533637457031,0.003207363059420981,0.11378791719446661,0.003958976011457276,0.00768868684860779,0.017362602894341606,0.13872827440386093,-0.11909501457736021,0.04445200677097063,0.024849309185170563,0.052052278674410216,0.10813390545961413,0.01955892110761799
