,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.03103944628828817,0.011666473999249114,0.02897073026027217,0.022525060019763964,-0.011879697703400055
NDP,0.018190255179060342,0.0065794581233494,-0.03811378265301624,-0.005228095403690106,0.013408470700772588
TNFSF18,-0.03535252531250437,,,,-0.02568532160157249
RTN4,-0.027188083643543408,-0.0794690591121942,-0.08754954344519139,0.07413776105220034,-0.029969230916793214
HEBP1,-0.007077124930918464,-0.007308016083823935,-0.040000145942265156,-0.0007066108221110895,-0.04202359475771046
WNT7B,0.039573414618156395,-0.04519252049186875,0.12637770427418674,0.012469168651262515,0.046254223432048054
PTMA,0.06946907688406877,0.07826937533297533,0.016213195006981214,-0.006752276074456891,0.022528744790360815
CEACAM1,,0.04311763606529162,0.03019462877783836,-0.014646428983656866,
PDAP1,0.04121749683290189,0.03134098608880966,0.0030548443754222134,0.07435787400110867,0.0008771490120002248
QDPR,0.016808932764780765,-0.0447748125711904,-0.056471426550304446,-0.026348988472196216,0.028657124319708203
POMC,0.04206353150562362,-0.04562886208827211,-0.01815662849215911,-0.02395963377986955,-0.002816558189748882
CCL18,,-0.018323137534501027,0.0909845420640773,0.027147028098877476,
CCL17,,-0.017965867234149495,-0.007487845018531481,,
VEGFD,,,0.0794066884732659,,
TNFSF13,,0.016570635123579557,-0.011339758201041725,-0.016446958107843794,-0.027941966156297845
WNT5A,0.04111170232461305,-0.05829739567593719,-0.005990820599551588,-0.050602887056529516,-0.0655565933258922
CXCL8,,-0.027111159846633832,0.09163653881058093,-0.0074134305419506445,0.054400631763917066
GRN,-0.02913971350842784,-0.05443927592997271,0.0215914399154059,-0.052667611734027536,-0.039150376144023245
MIA,-0.06126398522553469,0.017168682885667086,0.09460336339523005,-0.0498955501793961,-0.00925430315077908
COL4A4,,0.003826433422525472,-0.027048444766158922,-0.01578070720709607,-0.031229378092027287
TAC1,,,,-0.02526926250800134,0.03341734798465828
RARRES2,-0.02047358642833421,-0.060103794708583826,0.06007298361435803,-0.0540331396330301,0.02169266977944135
FGF7,0.06206882051813754,0.057271869054681256,0.0609090216133193,0.0450866319834845,-0.0378885639830155
EFNA2,,,0.08630329745986876,,
HBEGF,0.10184241815219097,0.004150614062550558,0.0376156558954262,-0.07063649707734007,-0.024092150236816524
CSF3,,-0.056902691322943566,-0.0025369155813604145,0.015594031208759287,0.048000679080738864
PI3,,0.011848881597686965,0.04902106792720505,-0.04779342705077412,0.07935105331818997
PCSK1N,-0.016612152308025017,0.024812354955830285,-0.12781578678138242,0.06555551802839511,-0.016481791381098093
NTS,,0.12213901809908537,-0.019560862039777704,-0.029976673135661863,
SFRP1,-0.033985828498652774,-0.032262076527396155,-0.025788490450044905,-0.03203773485493254,-0.015074081929753971
CXCL13,,-0.006188189467484093,-0.012353090545630389,-0.011177177076561974,-0.026645595423753138
MICA,-0.03567035803925084,0.00962521235345252,0.04706997763751428,-0.004315368406710798,0.002141362263856036
TG,0.13924667970700522,0.012459875878272304,0.05886596356679254,0.026131983178744066,-0.029363584046307695
ADA,-0.0040529258694297875,-0.026111676660282367,-0.02711721035190233,-0.004164811979461835,0.007238478976784357
LAMC3,-0.035054861588286225,-0.05419210116461984,-0.048261955619535,-0.02093052024877721,-0.05696227698543542
CCL7,,-0.026926693840420343,,,0.0394934357038361
NGF,,-0.031098175740856562,-0.01583991545477441,-0.036048387840845755,-0.010847943584356635
TNFSF15,-0.041760581951640716,0.008175381432966589,,0.015852104770815674,0.01945762964008145
HMGB1,0.10297077470522785,0.045122703421415195,-0.029501237237217575,0.033882865224577056,0.0023756642034303923
ITGB3BP,-0.056914201456044484,0.05672278946474104,0.09027259544300255,-0.03552527667232698,0.005500870585835796
AANAT,,-0.004734641987209901,-0.021606665971577507,,-0.02005800627591647
RELN,,,,-0.015749921526381876,0.014171122948968858
IL15,-0.07128481624230705,-0.02087456373274506,-0.0391726844407548,0.08984902351384055,-0.05768729681195202
UTS2,-0.056200587112282464,-0.02011612434883036,,,
BSG,-0.04895507847162854,0.026380325238982663,0.08167798678376544,-0.06233537334613572,0.018520302404212506
ADAMTS3,0.14213026248433572,0.004806966079180145,-0.017786909110908033,0.0003007980812724638,-0.06855557528533199
CD34,0.0077061034441367375,-0.002281955584461127,0.01826581057052451,0.016450412317462148,0.005935267709036523
CCL23,-0.0016888149613973192,,,,
PLAT,-0.06552339227786201,-0.029048621386339613,-0.10767834036163512,0.01851892034826001,0.004023231488521958
NTF3,,-0.007253774336225426,-0.024134733935927098,0.014492969984392479,
CKLF,-0.04705546218861905,-0.026989870318446543,0.006504710308833577,-0.026364449758346373,-0.05131698758031171
CD24,0.008314225706089855,-0.04346321049261936,-0.05575282502961203,0.002547751918510124,0.05746950404009461
HSP90AA1,0.0741429453997797,0.01664630276721498,0.02855678832811192,0.025511540294178365,0.06151640379207913
BMP4,0.05145674996240955,-0.01675483320603614,0.00828498736446447,-0.036401468928154296,-0.03345790353473685
SCGB3A1,0.07766129599599547,-0.040983566347996846,0.025837520646843314,-0.027078271317837205,0.01304234611172627
IGFBP4,-0.0467671766712364,-0.03349463274009844,-0.07232782514699275,0.031679886234055196,-0.024260770729159283
RSPO4,,,,-0.01823606334468087,-0.02529235139819282
LEFTY2,-0.031965951134943674,-0.02285771386323482,-0.01846120653515012,0.09844716827798915,-0.02317314758220134
PF4,,,-0.014716189508027036,,-0.01981293001004107
ANGPTL2,0.02780077386079085,-0.07118694540385546,-0.08679360208101647,0.017044798012824994,-0.006410977321006048
LRIG2,-0.046613694818549704,-0.025960748974664664,0.021376557501946947,0.027061286716660964,0.04743854670225523
ICOSLG,-0.0024368125985533705,-0.03178375607374366,-0.0624834450745918,0.030237954848464366,-0.03831163344286797
WIF1,,,,-0.01695218725873577,-0.007304434548910907
NPPC,-0.011655544240282858,-0.0401966981149008,-0.02784401712261377,0.0048015124343070625,-0.03643863558151743
LYZ,-0.042278732067432365,0.01962015418813008,0.053199672511513155,0.011510711037687969,0.014740408627256122
EREG,,-0.004549343661249322,0.01745194796190104,-0.022713324357113297,-0.022810551681092257
SPTAN1,0.03878909838111904,-0.011566141364205838,-0.08421622609507538,-0.040337906525231094,-0.05213386231996744
PTH2,,,,-0.003814633141429623,
LIPC,-0.03691909342325242,,,,-0.030897078369161966
COL8A1,0.015716635716386842,-0.016065183732363267,0.05805700595776928,-0.011036793375621669,0.005754324713492223
GSTM2,0.013277900132572787,-0.01515517905263378,0.025813602246753577,-0.029188693298356883,-0.01436994777798598
SPX,0.07187786162411978,-0.0271487330920243,-0.018272030276765844,-0.0358022374538823,0.024071373623659194
MFGE8,-0.008502332672126073,0.01218356406874331,-0.008479981251288,0.002583693975558327,0.08244333776707125
TGFA,0.046157331397562264,-0.08095055809164473,0.00016981079117886486,0.031890983139370443,-0.008337188992373902
SLIT2,-0.07128099671984742,-0.015259035401678762,0.014631973677321266,-0.04764567358807407,-0.01027649904103556
PLTP,-0.03845969269145101,-0.09321720339395853,-0.005125672682474125,-0.05702744742810433,0.004019275196083132
APOD,0.00021870273416624365,-0.07038703747323911,-0.09710544927839124,-0.03405954811019754,-0.02549179657587916
B2M,-0.03214422764503741,-0.048641929100713126,-0.010610940676149072,-0.01652102759608041,-0.04824511638666189
OMG,0.0035647298227563093,0.02047523764653778,-0.03166795067089911,-0.02792180636048365,-0.04701751520128981
CXCL3,-0.015787930683317974,0.0011452513541751507,0.07417565120409499,0.02077837028811308,0.067475351880916
CXCL10,-0.029029107723161567,-0.027805265750973602,-0.01973867630192722,0.033863015923707857,-0.04589178727087967
RSPO3,,-0.020479867762365687,-0.012922617882575815,0.002137307939713136,-0.03773411083700585
CORT,,0.012633479080215467,-0.015399744353572645,-0.03032901910397317,
NCAN,0.016431631106220472,-0.019192365579384016,-0.10283651106829604,-0.03376163416874241,-0.03071601375435475
PRG4,,-0.014993527068012937,0.01524899108768233,-0.03439735121226478,-0.027576899314604674
ZG16B,,,,,-0.016902461308935846
TGM2,0.02425226037786827,0.03511471605385737,0.08302958680655609,-0.019132485565507264,0.002939241777862528
VEGFC,-0.0005750544789520125,-0.03465310810018631,-0.030855475119798272,-0.007367832069713484,-0.059350785383709914
WNT6,,-0.04019670353815633,0.028811106671175094,-0.024202232165930832,-0.017465313636447804
NRG4,,,,-0.024081194793874064,0.0703530765973309
PMCH,,-0.02736913077636301,-0.021606665205361593,-0.013864957706661012,0.090838296824923
COL9A1,0.06717557352771195,0.021177246064391687,-0.02088661178228546,-0.0681372901957727,-0.07486850320355029
GDF11,-0.039637116402838804,0.04967578612149109,-0.008634083390340455,0.0010395283407078446,0.015676261622146217
IL24,,-0.020405764394819413,-0.014481547348307392,,-0.010988098130540216
SORBS1,-0.013497121052072012,-0.03608330683268892,0.047691717409591806,0.0030652142598844648,-0.01570267267011706
DLL1,-0.024999710609707706,-0.026272932479754582,-0.06391269550380103,0.015240862482767223,-0.008163561467198112
TLN1,0.031097295937528656,0.013594858248651,0.0426631319617974,0.02042259161284998,-0.00994131238735307
COL2A1,,-0.024169439646963536,0.007652507336357,-0.0030931076546887276,-0.0027469337442096345
SHH,0.010969628688398934,-0.027759929799655622,0.054079734339782984,-0.04092484998360579,0.006796498625443194
PON2,-0.04958156066874545,-0.029517152002601486,-0.05660563423603159,-0.01731763036147998,-0.04230915059184338
ICAM5,,0.06689567599365405,0.03343847702710284,-0.029131663283414752,-0.046880326044076416
HPX,-0.035881641871390806,-0.051678728449009274,0.08486015073681925,-0.038378834718876514,0.008944610945961922
SFRP2,-0.07739276211114302,0.00603010762340518,-0.0014849798369931944,0.03972886736142392,-0.07117855356638013
CFC1,,,,,-0.023240527689162016
CD70,,-0.021682407267719153,0.03467451116162468,0.029744383916392766,0.0034063935048814103
HP,0.004002153986047928,0.02058676228132747,-0.012949401323790946,-0.009130366070970933,-0.006912522244640925
CXCL2,-0.06440004980308145,0.015943207284106222,-0.004944586593561881,0.01856172595147154,0.043236260678449934
NPPB,,-0.05376157209730313,0.011356781132066613,0.0508642288975229,
CCK,0.06279375233598097,-0.03783049831242648,-0.047321841610689204,0.008084555463087546,-0.011513294692955875
SEMA6A,0.03025522144489024,-0.04328758103859422,-0.10144357070858118,-0.07709925997634277,-0.053747088134923585
IRAK4,-0.006756150903826682,0.03318674782472372,0.03874404660122867,-0.012711688509581754,0.07579078984087921
GSTP1,0.034796350728802994,0.061368603335444374,0.11240368314825917,-0.03150716258592668,-0.06882829474282416
VCAM1,0.025719844975476403,-0.09389316104480971,0.009658569468919371,-0.03736596065117433,0.11296485035011009
NXPH3,0.049914037992824296,0.03660545403045947,0.03821615982784831,-0.109771375028067,-0.01832433711151729
MTMR4,0.020643473050282416,0.009621072154077214,-0.04025437523269445,-0.026700584059517408,-0.04064078549657257
LAMC2,,0.060522630988421526,-0.019018335112539413,-0.013458104080116105,-0.02529236532156421
IL10,-0.0003548658068784874,-0.047750148071558196,-0.04438625611572152,0.025172880309898633,-0.021135945475040076
SEMA4D,0.058951704203753036,-0.06454293420934731,-0.07150514624855023,0.021574417466860018,-0.0041644467864311915
TRH,-0.04884736329320041,-0.017820477414270612,-0.08926825595582208,0.08237420561489463,-0.029160048437494743
SEMA6D,0.053573583588926985,0.010441702669823322,0.0018637445788097962,-0.06359072844353714,-0.03760214669659085
CEL,,-0.03090141106535664,0.09812512363854727,-0.009573548633709135,-0.027021441722700688
