,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.08326522927092217,,,,,,,,,,,-0.03027058575572475,,0.044857557052029075,
BMP1,-0.054265215474084486,0.1723657391277693,0.07777820245876983,0.06552512591402594,0.04945009572065836,0.1423252474085356,0.0016184076736048111,0.05545145427492433,0.01676911745158492,0.06875764397743996,0.11644536889917585,0.12243881654586265,0.018152866387951157,0.19969937188384515,0.06597384162129448,0.10404322664787621,0.15118796129168927,0.0894282182478992,0.3241261524551649,0.1693141827608259
NDP,0.014160641876010677,-0.03225701245425045,-0.009466355380311136,0.04676448221691598,0.014781134032891413,0.026353634951863374,0.041419480262571445,-0.06452621829020072,0.013087856085026255,-0.004316164983339025,0.18697663373572992,0.04166745259653644,-0.005760819527055795,-0.011587248461630903,-0.0017095000647943735,-0.015469061545053736,0.09331291633428339,-0.04325760351027292,-0.0442684937222304,-0.02206520912042761
TNFSF18,-0.02215838029620029,0.0769316590772354,,,0.05793405514955795,0.02533393245535345,-0.010492886331704632,,,,0.12077520227410203,,-0.06895830315236222,,,,0.03603782524545608,,0.09592847644089209,0.01798912022692234
IL36G,,,,,,,,,,0.04616839730407458,,,,,,,,,,
RTN4,-0.07775632410999846,-0.03302161379433325,-0.00843123956479859,-0.015441909077793543,-0.057009494442750455,-0.14050711238085062,0.00021046099719436375,0.00042095985539442743,-0.021766216610175672,-0.019390638736854614,-0.061840002940841174,0.03144043026120874,0.08277994953682065,-0.05491329949934192,-0.038303908248852374,-0.10407905935990937,-0.15828917094343642,-0.041233248049547824,-0.0335205250399196,-0.009667083979223653
HEBP1,-0.021604364804703544,0.004259520396355646,0.05342545869214596,0.011577675291608561,0.023441758053201787,0.040468389141265326,-0.02982452290098283,0.027819620871353756,0.00485511616963338,0.005638230434500166,0.06941651582806087,0.06656297620251987,0.0442281877074215,-0.022994410972478008,-0.02992190399943692,0.10167574251060993,0.006846782888364276,0.011246876362164033,0.05992016350537901,-0.035166158415022686
WNT7B,-0.019520839021182318,-0.0018096480477342186,0.012311688078555457,-0.01373327471036482,0.05928823054521017,-0.051329636872524495,0.09970040509274583,,0.048807383880633416,-0.017926776492259076,0.17921825528741966,0.02796641234480107,,0.03377506555824412,-0.013029336609606677,0.03874225086074161,0.04267619683271667,0.03503726495091125,0.14519464997901554,-0.022742669217895868
PTMA,-0.044907531623893555,0.09688508837632809,0.051922791178838724,0.03268505456520873,0.013140376245920089,-0.12455529014629513,0.03057785842317013,0.021264490465733966,0.11330715793635145,-0.01972099072647141,0.11798596917843664,0.05961692419374024,-0.07422451010577724,-0.07819262040322353,-0.0037585454911075156,-0.09342509311681453,-0.21899817042100644,0.04808197765009717,0.22471380675187477,0.17804737220807668
FASLG,-0.019520844539673503,,,,,,,,,,,,,,,,,,0.08104585545048007,
