,UKF266,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
DEFB1,,,,,-0.028473960204823495
CEACAM16,,,0.09378243145860697,,
WNT11,,,,0.014106351655922809,-0.02556304838769239
LGALS1,0.09016901711633962,0.0714481957057846,-0.0004884630952679734,-0.011459917277067817,-0.04156261325461739
BCAN,-0.03914598475990167,-0.06556387744053971,0.029960157804853633,0.03513486198056971,0.0245762205217916
ANOS1,-0.0024589538573604602,0.043555485591022666,-0.023140794874432706,0.015945296335690473,0.025781423434727824
EDA,0.0047493959932131975,0.07739337479823524,-0.04026308412398371,-0.029758892792593892,0.016586455652029507
FGF22,-0.021183768741429593,,,0.07169523705623089,0.039330398047524716
SHANK1,-0.011440819145138214,,,-0.0057777534551751615,0.041712646756760244
NPVF,,,,-0.01648428743408052,
RAET1G,,,,,-0.023542358440643514
TGFB1,,0.0006667314816229665,-0.07561314782850931,-0.012999906871705472,-0.0087083687241282
MSTN,-0.016777339297399652,0.14175961106879292,-0.05352148605347283,-0.0066186421784277215,-0.014996095834213768
WNT4,0.038682920548152,0.12308316632845626,,0.06858275207439593,-0.05496946178517513
TNFSF4,-0.013966640471693055,0.08292512725581043,-0.0007143316580044522,-0.028052655710519143,0.059778175966593156
NTN1,0.0292644197017937,-0.024282322262327592,-0.022516714480836243,0.040805511334177653,0.030972713239508617
CXCL12,0.035777764194940546,-0.023621768921091864,-0.011216001166266776,0.07084008413752316,0.020996982375139847
GNRH1,0.1126990633212445,0.057761453522365384,-0.0415920963340235,0.008597140671423902,0.031834236846465504
FGF8,0.05225121161707831,,,-0.022753077319890687,
RIMS1,-0.04260753330621265,-0.04218255783264039,,0.11651607061485952,-0.030612526408882745
FGF14,-0.037563529985719074,0.09864340303578555,-0.03543753400754872,0.04919689780143289,0.03678243516379665
IGF1,0.10732265749377716,0.012183081966913962,0.059688788978468084,0.06093200919374924,0.03089789804339881
TNFSF10,0.019390173750226003,-0.007682042920165973,-0.04085639511065744,0.039824134157699656,0.07196287516792939
GDF5,-0.013463316188004238,,,-6.701225366974271e-05,0.050079670277816755
CHAD,-0.023036492860752874,,,0.011769809447467977,
RGMA,0.01504979327782155,-0.002332074156797041,-0.003774037110467628,0.0329274272334799,0.055996650192054805
WNT16,0.08080566078812129,,,,-0.03574969599238229
CX3CL1,0.02767582691923139,0.03534770206699375,-0.06795288858667829,-0.01174892508023778,0.0035167380432149036
FGF1,0.04728035112391408,-0.014480204642767978,-0.04341519955992327,0.044695375389904,0.0119738629322662
ALOX5AP,0.041976484538791055,-0.03849832246115933,-0.0379628301385943,-0.0062297529518999745,-0.02056370794787089
IL1RN,-0.015976244856635638,,0.07202811370541218,-0.041132914459695906,-0.0064499692075603455
PCSK9,,,,-0.017477899048542783,
NPW,-0.016548992169963663,0.019656795312994624,-0.00938909517768463,-0.052390715307453706,0.01452369574170578
CXCL9,,-0.04782872976452126,,,-0.05023659194630276
ANGPTL4,0.06638626124158004,0.07063693618151437,-0.007547556838058713,-0.057870788202370425,0.030125533890792224
UCN2,,,-0.07723893061114814,0.025497477434446185,
OBP2A,,-0.03622410916947332,-0.03473100057131659,,
COL4A3,,,,0.10372514046702214,-0.02822051087260263
NRG3,0.021735381934405117,0.03941973416347221,,0.03681409807362299,0.043846465235358276
IL23A,,-0.03333355720268645,-0.03318576552404164,0.03276078500277507,-0.03160452788634514
COLQ,-0.033505137943878265,0.012396145889245987,0.017061190463078895,-0.005557907724545095,0.07665470296121472
SCGB1A1,,,,0.05352048876694544,
TNFSF12,-0.02185241255437659,-0.011115482074675052,-0.020332018151591236,0.02522849192101109,0.02815610409001453
DKK2,0.027575074532091796,,,,-0.03990839452339783
FYN,-0.004580414243143493,-0.0015854072853926917,0.12419134148113017,0.017994190710145696,0.11545374543699481
ACE,0.07329874779352775,0.13367343657526704,0.006214711735903402,0.05094668961635917,0.059781815716295726
IL18,0.030670608700409906,0.02291497973964257,-0.011444204708707079,0.02478587846224349,-0.027903329134436265
PPBP,,,,-0.02068985715185858,0.047758900191534726
CCL27,,-0.009332987272254725,0.01289846776373573,-0.0002475602073754595,-0.015027137881483119
SERPING1,0.0026490375066438383,-0.04181070842187102,-0.12136942829082609,0.011104198818128845,0.04473645836687466
AZGP1,-0.03342880830668286,-0.01784649195749955,0.059326664142676726,0.003534311459795529,0.06904432519308652
INHA,-0.021070450686809763,,-0.10561797458785858,0.019182540031748848,0.018395886610074297
SEMA3G,0.02880709734184667,0.09173843954925706,-0.023410209897153228,,-0.004432266262976137
COL6A1,0.023819673358708236,0.013686884588786644,-0.0532924799693717,-0.014631477148503371,0.016555909109537817
FGF17,-0.02228953486988807,,,0.02386644334367827,-0.014952669558579773
TNFSF8,,-0.04076238133287325,-0.0627045055336306,0.0017100436697400619,-0.02971237324920947
FGF20,-0.013966644880964819,-0.028763929306526402,,-0.02988003000120556,-0.021994967340601614
ICAM3,-0.029901860332566886,0.014821816508920754,0.08297923625341169,0.011457154778219323,-0.029217577839476764
LAMA4,0.015682799992387763,0.013448224285767824,-0.028048218909375325,0.040046376600923916,0.06015494414208522
DLL4,0.013650847967429028,0.009183854149027029,0.006914390441440683,-0.006932325851048134,0.09619994200941483
SEMA3A,-0.03611326990879361,-0.020957887512234118,-0.06972834934976899,0.03613936374462461,0.04322273292515396
RLN2,-0.016407529389453515,,0.030813234176938976,,0.014264898482144678
C5,0.04023535747714985,0.008867709160198788,0.006652285624128648,0.011842779713679181,-0.0033159646742295782
C1QA,0.036572948136133876,-0.0931241227164202,-0.14690567363260762,0.03929426628019057,0.03534984742097899
UTS2B,-0.012213185650880202,,,,
COL9A3,-0.058108804535146726,0.09388250663957871,-0.05894070431300617,0.02219393263111123,0.1100975857889293
DLK1,-0.009847320705439656,0.08040093871867711,0.07191018458766968,,0.010615206076910575
HGF,0.003573865569557831,0.08758531038128942,-0.023416657595284752,-0.017415845667000485,0.042421509666584346
P4HB,-0.02764470191207138,0.02993217597822935,-0.12318069793919591,-0.035505814747549116,0.042106965483484915
ADCYAP1,0.0230417313160214,0.1266914409763263,,0.03296368173489401,0.04642543485468057
GREM1,-0.00572572232129766,0.05920390597627031,-0.09929136001300569,0.022033575865149806,0.02131453894840117
EGF,-0.019545623492303803,-0.030200446248686768,0.034664227263993264,-0.016687429261557942,0.07653549686883353
VEGFB,0.045200789668699136,0.08136938284333288,-0.06846982414449455,0.005840726490187863,0.03673015580240394
FARP2,0.02192379534274802,-0.02509297592116044,-0.032154442895469586,-0.021802445260419013,0.03144042292356671
BMP3,-0.01905495983774153,,,,
IHH,,,,-0.02035589730203103,
LAMA2,-0.0062638931622785695,0.04952512041296653,0.014916910228186541,0.09844780277401352,0.04892102570045205
SERPINC1,,,,-0.016687430589079733,
NRG1,-0.0023264542060753234,-0.029728629920687387,-0.07481002897024443,0.04465130969158478,-0.05304664147936979
SPINK1,,,,-0.035671235165461716,-0.047177640442776364
EFEMP2,0.07004250596707375,0.0674075750533453,-0.11534684224895753,-0.045000596721069756,0.013261828529032698
SELPLG,-0.018091282792492683,0.004397824445222453,-0.03062661432000961,0.00928390396846151,0.06437749861807333
GDF6,-0.024372353119068695,,,-0.012575632720479853,
HLA-E,0.03806781858261091,0.05966849236837254,-0.15073339774791616,0.03299199323773579,0.026617227391505332
PTN,0.03126240301785312,0.0652187811538689,0.012528444510217444,0.01513758585277015,0.050411680982236154
CD274,-0.0132768888700657,-0.03409521851580709,-0.0005754717366649384,-0.0006037205097270756,0.03710964543005738
FGF10,,,-0.029974949113845902,,
CD14,-0.010654725651383201,-0.030986341174747533,-0.1476181461519472,0.062374988909745174,-0.029482130431827736
SFTPD,-0.027613025961237905,0.04009151096616134,-0.011988665302225423,0.03910539245766101,-0.008076376849074533
SLIT1,0.003081568626780228,0.009377478526998582,0.04038395152192699,-0.04736817515113477,0.025410632388443533
LPA,-0.01221318871277452,,,,
BST1,0.0359571987907763,0.1492670746494888,-0.0584723280645728,0.06870376235531246,0.038035815058958256
AGTRAP,0.06733382648034367,0.02910548082221754,-0.08483992538220096,0.035279383770987785,0.041144764734701175
LAMC1,-0.017623115923672952,0.10031362198732648,-0.026698896459392198,0.02105010607272767,0.010003969015725167
COL6A3,0.10771156335552728,-0.005956832032574277,-0.023313423844086606,0.0529848409647934,-0.0020349386813126504
FN1,0.05040183278348825,0.05554393358003871,-0.05336328810395478,-0.00010546204370708405,-0.05703384922225233
MIF,-0.07432665783486872,-0.0012177672569726192,0.0193808359916435,-0.028734193389460764,-0.04450471675205119
JAG1,0.06521443148083488,0.08392713158361408,-0.11194070263010665,-0.0047888240294847876,-0.022272604152679253
NID2,0.04424341145396412,0.02673658315720634,0.016883123433821385,0.010548426467728874,0.09151190249758823
EFNB1,0.012987187139470202,0.02801035592317938,-0.00047061108348739756,-0.03909514796829956,-0.01372514470071748
COL4A2,0.04790656242783149,0.0468392441599294,-0.055209765607672476,0.015642259573354658,0.061264052052747
SPP1,0.011375302349041744,-0.03467270650981513,-0.0751438948092129,-0.03085828949938175,0.00789516753226735
PODXL2,0.029137425878641272,0.04715920853463018,0.039274027640591305,0.021232642960314976,0.028488313056107
FGF9,-0.03125890127405193,,,0.06544410384708192,0.05450143621408268
ITIH2,-0.019423984617894262,,,0.04502188357938515,-0.039292672601488235
ADAM10,-0.013928580465494262,0.07531775923500547,-0.07596660706676302,-0.06960538052103236,0.009234274424852666
CFH,-0.010757479267021397,0.00895782896746791,0.0034888221019544565,0.013350939507097528,-0.006882555826706247
COL4A5,-0.023479507559488615,-0.027124517698887286,-0.03271761190869295,0.025349293135173687,-0.020176831401664073
LTBP3,-0.002117560832766936,0.04159994221029175,0.06663415312581729,-0.017175770614738805,0.010615228638344921
GNB3,0.04447961895944538,0.14132822606517587,0.06849317272476849,0.10128025955773577,0.013001583516489557
COL6A2,0.03635202117245617,0.0453581199980368,0.01739286625222809,0.011221671764557878,-0.008502532142897389
GDF9,0.05306949244831348,0.10216195210030879,-0.035238559976419316,-0.019588662648697006,0.008033182308797352
NCAM1,0.0226478688419609,-0.08656026175887199,-0.04649213015697343,-0.01567304139758505,0.007695530434905531
APOC2,0.032734582883935964,-0.03342907411754321,0.031576304272623236,-0.008550665917113445,-0.01757278596898425
BST2,0.061087663844110525,0.08183788157173313,-0.04108875739967192,-0.027943992532961134,0.0015538327582584476
COL5A1,0.009253158659264,0.04469928390836511,-0.12095168833746797,0.0012932083018445477,-0.0022455643241721442
CALM3,-0.015403961804545967,-0.00850634714303317,-0.15234692879033776,0.016344161316406133,0.0258752640594986
THBS2,-0.002965700703054087,-0.022936720701525627,-0.056231625413938426,-0.006398215812699477,0.0015879712981267753
SERPINE2,0.029854104922639832,0.06843085142564187,0.00337587639983082,-0.023012233565475083,0.001312346876120304
EFNB2,-0.027452890130900312,0.0988300819730319,0.06344569146273216,0.03649971108019818,0.050801816356457696
PROK1,-0.01764334888711037,,,0.0036387889841507206,-0.02946837903031111
MMP9,0.060313560795903075,0.0953917107136563,-0.07508280650904935,-0.041383108391904753,-0.06576834855060057
DMP1,,-0.034598360428154916,,,-0.025000994301603338
NPPA,0.028118669864332695,0.01889514255558631,-0.03953157491605825,0.04293737975283134,-0.006114784180719076
APOB,,,,,0.10515436936898342
C4B,,-0.032466084432839895,-0.01261244227634249,,
NTNG2,-0.020872548716719255,-0.006955980259853673,-0.08263164513462842,0.007890897626923719,-0.021860989871885363
LAMA1,0.021466676005180773,-0.050613144524632364,,0.015212720137193216,0.02509808579875677
UCN,0.01158918090746689,0.158126308758084,-0.049991077316705546,-0.03849636628297649,-0.0013044837603321052
ARTN,-0.020025621855865927,,,0.05457540357546511,0.006692926479045437
PDGFD,0.02655451206199781,0.044577836783902675,-0.1136107228934629,0.061310898846982174,0.05896088776920002
EDN1,0.08968757576472405,0.050302940161034364,-0.020192655397535803,0.014623050893360494,-0.0020654247658005677
ARPC5,-0.007102784910102714,0.1328692816158892,0.0037767021915553795,0.06437352414513754,0.018232479657834023
GSTO1,0.018740637754663014,0.0867052327637403,-0.06046008535044704,0.0496603546180471,-0.04144202501320449
PROK2,,,,-0.0187868234843261,
SYK,-0.02668960920407173,-0.013334923025097438,0.057240257114516566,0.05232719423244938,0.048596106862192776
ST6GAL1,0.05024672923844521,-0.08303912450847215,-0.02061254256382251,0.0016768168229561284,0.0731585638596112
WNT3,0.055547869248928274,-0.010792824694347204,0.17598083272140347,0.0187304286193129,-0.015582576029981187
HSP90B1,0.025541582877895427,-0.03532087529593454,-0.0266322011463037,-0.017871629616675763,-0.012377188649999904
ZP3,-0.010668638570627794,0.06021921564172153,0.15476499297417423,-0.02658631533015737,-0.02475138367839986
NRG2,0.031734315858429965,0.025922898057366178,0.0851222157735929,0.028194316535881676,0.0522452290271308
MELTF,0.00812312348647874,0.07828139355847756,-0.1538176207624992,0.01735742276394913,-0.03969831119408742
NLGN1,-0.026321721701284575,-0.0012980977802368998,-0.040222021615255094,0.04969786931977635,0.03663404292977441
SLIT3,0.03021981122051893,0.0259899696854156,0.02185475020660021,-0.00414908522242105,0.01782001048450456
CCL8,-0.021070450450892633,-0.04424170332406045,-0.08379887182098104,0.021126131185530188,-0.0015249924090575892
S100A4,0.01734771475095895,0.021961902847566207,-0.028481183874320668,0.04003748668295908,-0.05313615708954038
TNFSF13B,0.0930398040347417,0.07973221304108034,0.06118510813181737,0.047584005352747365,0.05649428040735096
HSPG2,0.008434197349327198,0.026181938593147512,0.023349409545668914,0.039993245031825685,0.026759696016172084
FAM3C,0.0029453637810379477,0.0038650569918906993,-0.054510071326350835,0.01727735295594426,0.07043749116246303
FLT3LG,-0.025067102155670488,0.09844483181990625,0.1139713056585937,0.03045327334382934,0.05813069464165727
A2M,0.05098646710739319,0.027421568888513003,-0.18271295178013894,0.03757175545684193,0.05637610169722511
VCL,0.05726533595910532,0.06651725206664434,0.0197945800477816,-0.0027266866882515463,-0.04447194839205166
FGF2,0.018467595105126414,-0.04197815589325426,0.03875051330916923,0.004066823557584976,0.014154570487210203
AGRP,0.10528627202399703,-0.024432570772028834,-0.03935867589114744,-0.014305273190836383,0.024037351227104143
CNTN3,-0.005151762948127493,,,-0.025178321571155533,-0.0009912775159988322
RNASE2,0.05503518430644827,-0.010997398974828506,0.024680097864157816,0.027224232111378997,0.049988117962651075
ADM2,,,,,-0.023542346679570496
GAL,0.010230037943197892,-0.0646782060942458,0.039385494195322,-0.011172211227613464,0.014235777175698624
IL36B,,,,,-0.03160449796352238
CXCL6,,,,0.08016666637011807,-0.007871416651049831
PDGFC,-0.053276430637180856,0.05992141556941256,-0.010527829259391084,-0.04008632178374928,0.022435427661590436
COL8A2,0.0640081167228751,0.01597040474707942,-0.03152758991959532,-0.03636297936332321,0.001704644478115121
SPON2,-0.0022648022765789934,-0.033676025067383285,-0.06094515243366624,0.03496362761794957,0.03341756398942335
LCN2,,,,-0.030121102600439504,
SEMA3D,0.08869522901975604,-0.031124516409952344,,,-0.030487963421329388
BMP6,0.004945781768679322,,,0.04955038484525381,-0.024135525545039442
TIMP2,0.027743552458310342,-0.04709687357448545,-0.07156052705650975,-0.041280704815424146,0.06098778419837473
EFNA1,-0.04947029099927856,0.03286565550855778,-0.04746460967598777,0.023117125601989908,0.04433804552126263
S100A12,,,,,-0.020679760346550093
TFPI,0.02634272253689665,0.0016770777440751623,-0.06970424510254848,0.08298911210298272,0.1259932958567444
GPC3,0.016644847887424773,-0.03966939819050943,,0.08014331777496543,0.006249231349799527
NMU,-0.029063649493538544,0.047672754510569335,-0.07875638120159673,0.04105580926570562,0.040945856875791074
SCGB3A2,,-0.026210565209917182,,0.005239549316054347,-0.024135547149137477
LAMB3,0.017675362513900485,-0.07530646745063717,-0.0645471449579344,0.08456522891203674,0.024118859134819124
LGALS9,-0.027397342603964127,-0.09026587837898796,0.0035975626593483458,0.009760663168986293,-0.0027952743964806616
VIM,0.06057155158981554,0.05476722229650357,0.07990090390280327,-0.017102515946614532,0.040609506913787674
PLAU,-0.011742453535206022,-0.03424232717421031,-0.14171337504631878,0.0368579822904872,0.03321648183331651
TGFB3,0.042201463102302966,-0.008112103409237842,-0.0070706749381898425,-0.04476937054791104,0.016230944859162887
APLN,-0.028474918807734822,0.15460368190534748,-0.017803633396245723,0.015357775133743043,0.023123792252643282
SHANK2,0.02725942697398647,,0.004078424150007715,0.009602432231996418,0.05162385863390713
LTF,0.05441408365378645,-0.1276294469413062,-0.05818467016627003,0.006568287545844344,0.08374137343470477
PYY,,,,-0.0205234913272006,-0.021994967340601614
PENK,0.03179014678593507,0.044605778361941024,,,0.012779345615810093
CTF1,-0.01364510827857948,0.1471332524775362,0.030477284978834587,0.010891309335182092,0.03751939235323362
COL3A1,0.004643555857752799,0.018240521635861807,-0.027439012113244652,0.014738647776671707,0.0015664081850029783
S100A10,0.0040133373047416205,-0.05494218706800574,-0.0006085902152619929,-0.021572403381982918,-0.0054310875594191415
FGF13,0.00993936117981938,0.09106802224355637,,0.014938050686313677,0.0056794564276466475
SEMA4A,0.006772662472870693,-0.02203864591713441,0.012571791630509952,0.014864991251108295,0.0019764919139441672
EFNA4,0.08400375539715452,-0.07140087179261762,-0.006916687473747555,0.06689816768278016,0.03278626536420237
HSPA8,-0.00873241175351157,0.06762591971256716,-0.08564496889234038,0.00712361973966156,-0.058529538163735566
NPB,-0.0019912063789756526,0.0517242162113507,0.022892491598590036,-0.0514556929388799,0.04010190151143799
ULBP1,0.003034673384945533,,0.011376448250100491,0.07413036764601184,0.006611794068546633
SEMA3E,-0.018259818685482546,0.02242790882004592,-0.01697840047969869,0.05871778718135363,0.012435685443563946
FGF3,,,,0.04579789161828017,
ADAM9,-5.937370691558664e-05,-0.0020134282909650266,-0.1257048283138035,-0.0001103669482451196,0.07775218057158285
ASIP,,0.03116190041644262,0.0984820127550906,0.020065902700111535,-0.015722141366519445
IBSP,0.073226529476611,0.11794249362946646,-0.037173998631727476,0.0035520978826491276,0.04672680610932964
FAT4,-0.029125138131318867,0.180519606281035,-0.04983917936915724,0.0328577218455399,-0.019193436026001837
MDK,-0.012047532896590028,0.006918494633451138,0.01135582235441447,0.08591165677694562,0.06928164428008363
BMP5,,-0.03501100606818948,,0.03005122130802665,-0.012763491918859489
CAMP,,,,0.035168518186223366,-0.030195114184140965
HSPA1A,0.009882713668480092,0.02555068129303444,0.025270874899491164,-0.03130237197122453,0.04872529711929901
SEMA3F,0.07384077673938648,0.09043096345979437,-0.0332556820165239,0.05190498432249513,0.07891068721104566
ARF6,-0.076758585537155,0.07028438396881659,0.05174682120686292,-0.0144625292745198,-0.06087520115350577
IL6,0.020617295250787645,-0.03929942290592042,0.004354711727671397,-0.052528779780633444,-0.036987765788189436
CALM1,0.01906668084391663,0.1289073018531639,-0.027923309782696738,0.04252250416511484,0.024001094537549516
VIP,0.005762876907219057,0.015388973713725244,,,0.022149367546132358
NMB,-0.029232963953385274,0.054003411221639236,-0.015806740337389984,0.018976582124645352,-0.01734069054390289
CCL26,-0.012941574892505735,0.0009993572746918866,0.029404044547246863,-0.04151389148582936,-0.013289422416334136
FBLN1,0.06024941086853825,0.05393116145072836,-0.09076281258564778,0.04239786917755025,0.015332621583498256
SAA1,,0.05202059387759177,-0.10266821475830025,0.009405856305645619,0.08883219036693034
MICB,-0.02163189919434017,0.07892187395907495,-0.0030264461183245406,-0.0061983552634219926,-0.029376835830007685
MMP13,-0.012213185650880202,0.002460105320121743,,,
F13A1,-0.015842938023597028,-0.03148112554095905,-0.00834860556010444,0.02518296916473253,0.00792182434581058
CXCL11,0.05765397076693429,,0.02436198553476997,,-0.025110139909275898
COL5A2,0.1035741748444652,0.06223385324513972,-0.13091415234377923,0.05177103330879317,0.030907568940746904
EFNA5,-0.03141497542462008,0.007381492858201209,0.023564078120267354,-0.018769253849232205,0.056931290354553514
AREG,,,,0.07551139885382978,0.014662758428226237
EDIL3,0.03972470274016796,0.014120499359367853,-0.015808443686949208,-0.03928584079906541,-0.020237346585553765
CD86,-0.018674598935099658,0.002623102722622204,-0.05539812012615543,0.05294738643068368,0.009093107486395436
AHSG,,0.154962422855968,0.05057122626527837,0.029900737631526564,
HRAS,-0.04374949429549,0.0007116632700319938,0.061419952157035655,-0.08270692678639406,0.06090811805550878
C1QTNF5,,,0.11740844536591749,-0.013071846389393767,0.01782112398147249
RLN1,,,-0.06900049441994029,-0.019322755626606902,
COL4A1,0.022033872744705356,0.07346410245748287,-0.009304463790584886,0.0347055165446077,0.04804591035949615
CCL3,-0.0522377719709215,0.011107925103435896,-0.0961633131634407,-0.010624447403369087,-0.030725008853540667
BGN,0.02736990112912786,0.01837477902930113,-0.06169238518638761,0.03512030562268202,0.07726975593909655
RETN,,0.019807215523947888,0.02007386500393476,0.01887437939414706,0.08795157470639897
S100A9,0.05744593794434037,-0.017034178110736094,0.05590608005544418,0.02747194015780342,-0.009241661727898639
HCRT,0.03506367174074656,-0.03966018785810493,-0.008498758398785885,-0.02180446058146457,-0.04436054637486273
FADD,-0.029059788785473075,0.05053904163423048,0.12023765427582407,0.09870334558205317,0.06769026200971456
ACTR2,0.05270554870812795,-0.061286840025455334,-0.08529511556168438,-0.020425970763443525,-0.013506159108712397
BMP2,-0.018480832967881968,-0.009349712072974957,0.000569035167165662,-0.0013803967568011997,0.010674593856787856
PDYN,0.04364785682531441,,,0.02030844032087839,-0.00856358137564434
CD55,0.024578939576903422,0.029774243689877068,-0.0008639767747932046,0.03864982952231274,-0.006069646178382532
OSTN,,,,,0.085126542510641
PDX1,-0.017775826442527242,,,0.04148620943529993,
CD6,-0.014292931888957057,-0.01614738643498198,-0.07113635694738542,,0.021325132209769063
IL16,0.01136754026076808,0.058662184930958906,0.01738250229513803,-0.010769091569616463,0.004353927898502709
LAMA5,0.021013686906930625,0.040241813573443516,0.03679751133835972,0.028816211042568773,0.04021479889128716
RGMB,0.023938419821409138,-0.10680042564708948,-0.05268701029124672,-0.014379795024021999,0.09032929112704273
INSL5,,0.05603578247996519,,,
IL12A,-0.019786906502721295,-0.013240188974732269,-0.02665181252708305,0.06294977772946106,-0.03832556932554492
S100A8,-0.009253950168082364,0.007256592457986371,0.018059202823358673,0.030333703436081886,0.0502658610955696
TAC3,-0.032614375078006214,,,0.013991295644331055,0.036230442348584545
TAC4,-0.015682679937534725,,,,
MFAP5,,-0.03202452187104394,,0.022567555211288205,-0.006798106230337786
CXCL16,0.07835076800650105,0.02598550081574476,-0.038134403960700274,-0.015235175216043019,-0.01265509979131097
AGRN,0.012423624827703646,0.04815810029215482,-0.09778482984062628,0.007283531851809525,0.06162412768391362
COL4A6,,-0.045325492215089296,-0.020335366065795387,0.009996641283081212,-0.03562647030174294
FST,0.0159818689200559,0.10407133299044596,0.019113865200176588,0.03273976273700081,0.07560787193379494
MEGF10,-0.0039631940936422725,0.0121200396633039,-0.11240095355791875,0.07463803986566796,0.006005507393333723
C1QB,0.05805949364052508,-0.049443990376658954,-0.13008240803543172,0.0382900837360627,0.053993780189581266
HLA-B,0.03921523495005238,0.016600301843103363,-0.06164583241125892,-0.015035959963154578,0.03518434466058765
PDGFA,0.0037438105825104086,0.04622859507250405,-0.024868975349084686,-0.017691758748055463,0.06743417058750599
LAMA3,0.02853744064826302,,,0.011427973910377292,-0.03491179073956457
DKK1,-0.012941574892505735,0.02518193320510068,0.011753767918107104,0.015336401377355003,0.031058045292380463
INHBA,-0.027248532665980412,0.03510420262291847,-0.11910991638889272,-0.07256909124764041,-0.01710974581619851
IL7,,0.1257550039684746,,-0.029023551512523116,0.03981099825608384
FABP5,0.02008555785986158,0.0900744620413785,-0.02513365105800169,-0.019979493892333767,0.09746988422991437
CCL4,-0.03425329983658054,-0.055061307312792074,-0.09809985368819005,-0.014245591020594492,0.010807594619615503
FBN1,-0.017580292358133208,0.07958114555441677,-0.05341246568225752,0.02671893688568115,0.03609373640861737
TCTN1,-0.06289981680479594,-0.0063282511926655615,-0.08875303181334132,-0.0016033634678030131,0.047483877181681046
NCR3LG1,,,,0.08378014304453486,0.01005523340136035
BMP7,0.05707998652920442,0.07073714908314466,0.13895289681941156,-0.028902044721973257,-0.03724692211846507
NLGN2,0.022069156533119347,-0.01702326162352499,0.011751053812815715,0.025889434645072432,-0.01674020098596967
CCL25,,-0.03375982304182497,0.12764826673865165,-0.005515474563248605,-0.010354610645107374
NPNT,0.03407296306509365,-0.08101365193244643,-0.05334762578274977,-0.01651122061715322,0.02100418211156953
KITLG,0.006883120036467971,0.016439638312902117,-0.09546565698649735,-0.0374188322735699,-0.008415544846197484
MADCAM1,0.018102368631449033,-0.017733859696655623,-0.06701687701519125,-0.017860918694147174,-0.044274391033969136
F12,0.02889037205267222,0.040122047374888496,-0.05013062114893641,-0.012975518444209022,0.08177832503436161
S100B,0.061459322600945984,-0.02310814950580731,0.01405001326652038,0.07783854289733096,0.01160653302263279
IL27,,-0.03112457363538196,0.030271717664263564,0.07182917019317483,0.02112518613017048
CD99,0.043429770489169,0.08035144754874024,-0.029712514056312787,0.06138694015503661,0.06949009892949012
PDGFB,0.01846472676018778,0.09416747343251271,0.07301565702087225,0.0915502254856526,0.061401313535784124
CLEC2D,-0.010820008718527462,0.05557096516482272,-0.07319884420096366,0.048646757531388106,0.03362968107194074
F8,0.007834059433723279,0.022822653983266994,-0.024836976872013534,0.0006292026810308821,0.02788489233727422
C3,0.004456260054394655,-0.10115451134508868,-0.08552680556799654,-0.03149691788874117,0.034537529466980355
DLK2,0.005149477995889455,-0.028763923308695143,0.03981722143029808,-0.004431342167701295,-0.039731962215787786
TSLP,-0.016121186990985817,-0.0414775154481866,0.03483807680370513,-0.031200366955276015,-0.011514451437793187
OSM,-0.01917866959983531,-0.03312998979542179,0.00855174999733178,0.05000849912812457,-0.043555061985899604
SLPI,0.034426546657015014,-0.0349313606526464,-0.0682816218675388,-0.010917264208191103,0.0013750740288804117
AFDN,0.010610528641144323,0.029322120658170307,0.0018399689325633102,-0.008566993355821631,-0.01181840430480074
KISS1,,,0.13481395235312285,0.030253908726982744,
ULBP2,-0.02336102531380964,0.057954388165059496,0.038884534812554335,0.10092427819937906,-0.018190819936709485
ICAM4,,,,-0.014990409613635925,-0.025839878180750127
TDGF1,-0.013800785227019224,,,,
ANGPTL1,0.11771192587599186,-0.03246609921533653,,0.16001682165799905,-0.026114065837488674
LTBP1,0.03728468226052127,-0.0015076918901382299,0.041069255616590805,0.009705500284527822,-0.024508358733168787
NTN4,-0.00473228540641422,-0.031245150024434315,-0.012992469640418749,0.04858627198749753,-0.03184595760289957
APP,-0.019418819945873227,0.0019864077867169654,-0.04467282118121309,0.01719265257609471,0.08175303893711883
RIMS2,0.0026667175967318418,-0.04557224133744314,-0.08749751360288015,-0.0014638818253707208,0.023936023389469614
WNT7A,-0.049292458445822196,-0.0214550840965362,-0.010664191352221804,0.08384671146171424,-0.020647845261123857
GAST,,,,-0.017086918931516388,0.0527901169878681
GPI,-0.00600293470719467,0.024137503825740387,0.011168292415406149,-0.06374213595481389,-0.06756048419803773
IL1B,0.004296417049693016,0.02304273377691914,-0.01191990298464787,0.019511642396178933,-0.03875425092350637
SFTPA2,,,,0.040236082199305405,-0.021994962058083167
HAS2,-0.02027073576109286,0.0599789410334651,-0.032083093573795615,-0.018637555172476433,-0.0027000047305459265
IL11,-0.014612390323541252,-0.013227499834101781,-0.03815936743876274,0.010050897712875335,-0.0038234350871748407
SEMA4B,0.006842627022287253,0.05233334029378679,-0.0009940562051309863,0.06255808551861915,0.018273552219256816
FGF12,-0.03614707071336048,-0.028981200398032776,0.07396054054420209,0.013904220279616521,-0.0386484449283574
CP,0.10060868575775692,0.05649049140600963,0.003627719592977492,-0.029180756490379434,0.017627319514287955
NLGN3,0.013123173221997155,-0.0897102632655147,-0.007541045361030822,0.01587686060150922,0.03451239041635256
