,UKF243,UKF248,UKF251,UKF260,UKF269,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.02390339373219858,,,,,,,,0.12244177757308901,,
BMP1,0.0856231388453943,0.05728234517480819,-0.0070140260544313765,0.054005567253220595,0.14127916574464416,-0.007443155968621508,0.013501400354558785,-0.02989789373630215,-0.04545823729418551,-0.05586760089869673,0.025033157275006202,0.1595178960316857,0.11052082574607751,0.09695250410605465,-0.0843049262384026
NDP,0.09177668579422367,-0.028286340723992876,-0.0023655045541874915,0.05831323686316893,0.01274766049830899,-0.003141205928302012,0.0354311274858683,-0.04484915314594754,0.10148599758985907,0.08971273290997625,-0.006628555532666036,-0.06293426853131223,-0.010404455188946945,0.0070796027848309545,-0.09793886038369103
TNFSF18,0.11903951580690332,-0.013704450246861184,-0.02839584386849738,,0.04072182093743008,,,,,,,0.09689410867028042,0.055781798400359434,0.06872660300257644,
IL36G,,,,,,,,0.05715839121658392,,,,,,,
RTN4,-0.14283599168037592,-0.0436390909270272,-0.026141665685268375,0.05063732324094362,-0.17191672071283168,0.0708848301928421,-0.008416195103824695,0.0425510411831525,0.03501044555182404,-0.01700704444703698,-0.005109435693904462,0.0038485196320565403,0.007683949212484976,-0.11518742377195461,0.011499366713666765
HEBP1,-0.004426415184522134,0.05577050063815292,-0.021421963213450867,-0.051753579226898425,0.06722002359889381,-0.0014613796177992415,0.016315143812911548,0.03991251933674691,0.058688823098684464,0.027198460942180484,0.011212381236904337,-0.029910543827082317,0.011204695887005997,0.08855570285032717,0.0038532242725159856
WNT7B,0.037656189141612034,-0.041199331088796726,0.05665031946965914,0.027056235893047165,-0.0826440836817567,,-0.011978657331240957,-0.019873163309439106,0.03526530393865203,-0.02643520272772261,0.09423907118400285,0.0005708489241565636,0.04687477588087496,-0.015216981947449592,0.02184879343809844
PTMA,-0.10085562290259081,-0.014000927198553349,-0.011714485532325567,-0.0338643537396768,-0.08705634650581894,-0.09264138832658163,0.07885035805495999,0.042479401179839026,-0.00736212319867134,-0.01808142119990797,0.00680673046193456,0.04506451743385328,0.07695827376778852,0.0812372811852176,-0.012880683423841442
FASLG,,,,,,,,,,,,,-0.020291304949509936,,
CEACAM1,,-0.015822199056303235,-0.013536578404578592,-0.01926855934909986,0.005078707508925551,,,,0.05231073359393315,-0.03421967363587307,0.04470043233464452,,-0.013701801123218327,,
PDAP1,0.030487278272811884,0.04077221489784679,0.022713029168184826,-0.01187909947665967,0.13239822427567757,0.00726886467372562,0.010723283583795332,0.006205701487779924,-0.06347669249661136,-0.02094192138611832,-0.05980610461332574,-0.028691838353876283,-0.03465324319562449,-0.0933453811545652,-0.02475450552451253
QDPR,0.03694490172533491,-0.04403769401383054,-0.01191129830016693,0.07498396377085369,-0.14370051152223162,-0.05845778194692783,-0.02167828022300391,-0.00786888184438698,0.047886240980783146,0.08850893103892393,-0.0426975010835103,0.009841180763147567,0.03328147721258921,-0.04998675810270892,0.005312308346397658
POMC,0.011431729765054612,-0.0012082360845135772,0.01808955516578174,-0.01005918498562803,0.02707209805771295,0.024132678995097145,0.020414635680406027,-0.003013603832573079,0.034755479811006414,0.05139463359267179,-0.03801830166137299,,-0.004011965101016303,0.114000997620208,0.03189437027454976
CCL18,-0.03198811844664921,-0.035068332524798705,,,,-0.05483248048839412,0.06827615333893722,,0.02021258854314961,-0.06339196273135964,0.13080492865415316,,,,
CCL17,,,,,,,,-0.01651755721171841,-0.040630617371326096,-0.049530953538849794,,,-0.0183917888250914,,
VEGFD,-0.03604125985004634,-0.025069224894015217,-0.01938843272941414,-0.01843506663487068,0.0406784457408649,-0.026918500350041136,-0.023467853732762802,-0.017702377667660595,,0.04172832576017403,,,,,
TNFSF13,,0.06566782628027021,,,,,,,0.10753721122416086,0.01410949553341888,-0.011742524076089162,,-0.02996788479024745,0.05690072195303375,
WNT5A,0.028479798688353826,0.006708795555899133,-0.00024211467074840962,0.022959549182763456,0.10538255086397591,0.025852660185776,-0.019372803954412748,-0.014501457326125709,0.01448314879403553,0.02240596988509998,0.0499450992735048,0.12457448312066345,0.01883312427061927,0.12133937090573964,0.07643813325079092
CXCL8,-0.15029201870969705,-0.017589322920087237,0.05142782637980911,-0.03636908236423047,0.02450498529050661,-0.05150050748693605,0.06354128301666957,-0.02499879905824483,-0.22271824765526954,-0.20297071170821318,-0.09506210036071516,-0.022854468657123046,0.03545304270024009,0.06741921807036055,-0.04947094148446324
GRN,0.04908885582843743,0.04631838549218751,-0.05729319180981406,-0.028624989752645998,0.08159283979167054,-0.026938621051582765,0.02626692245676515,0.022039815615384765,0.005609831986561962,-0.05524507973027988,0.0069189054292055656,0.0728232166703025,0.07468870076006609,0.13944933565196688,-0.09456027307923297
MIA,0.0518743034514425,0.0711776656530023,-0.017242716181697364,0.00984535645018046,0.0859345980375676,,0.1617035528090889,0.03193676434418639,0.17961021220176204,0.1589186307157991,-0.07323177912744289,,0.025261162328392494,0.09836830269367725,
COL4A4,0.10616631109435183,0.06153062898345071,0.10957310300552679,-0.08261600802753312,0.04243151040034473,,,0.08004127670246201,0.19574177335192036,0.03123910664253195,-0.03879227305450192,,0.04658956801014855,0.16899467357574097,
TAC1,-0.03206579521433005,0.013459535082816897,0.018882499667531253,0.010153399034028765,-0.11100031443074936,0.034548783904354785,,0.009849883306356626,,,-0.019986786994136852,-0.020211515865088913,0.06650073709503998,-0.02240315218363521,0.04275472035230356
RARRES2,-0.029751958435050792,-0.03905472909867337,0.020986271730410365,0.04503202098765062,0.15589264648441128,-0.02258966197420472,-0.015732062978112735,-0.07176486863345523,-0.12259284434882126,-0.11159817400199333,-0.0049392212288054205,0.011306367191432218,-0.01640115375005901,-0.06698606180642848,-0.013521846045017799
FGF7,-0.019355780855087018,,-0.021883431410147147,0.08136453436418017,0.09406610595949047,-0.007846050153814536,-0.009901025764659817,-0.0632694009272909,0.06288797568375021,0.0650182634834967,0.025043151291701066,0.08020716898077097,0.006760338038295033,-0.0037018166379938,0.07713569440322564
EFNA2,,,,,,,,,,-0.04165470827356754,,,,,
HBEGF,0.015284132727583768,0.01923740135260523,0.006301715463866691,0.058495408748289936,0.09559997819008834,-0.0002995716179460059,0.03002625914146245,-0.04049019338250064,0.03119563719139882,0.005470215506233041,0.005791359990325149,0.006651049093743899,0.020613340826729477,0.07523778420128523,0.03152806737136504
CSF3,-0.03628178927005203,,,0.0019162787796267334,-0.024920758088647386,,0.06655019723352487,,-0.14542520085021066,-0.11396719749489526,-0.03331834081035847,-0.027977450576929894,0.0018664166660058192,0.010825975377828055,
PI3,-0.042981189766469224,0.008907461441739773,,0.040354130675473124,-0.028061102526221408,,,,-0.22846907528021132,-0.2624695130118732,-0.06054927810504308,,-0.042070922695980575,-0.07596221827133624,
PCSK1N,0.0647484769396392,0.04280032754395666,0.018269872209201777,0.06604322266257842,-0.049633410656212816,0.07920154256875024,0.08082199957442693,0.03937383968260796,-0.0233042281140314,0.06218596193552851,-0.00411801733317406,-0.1351561434051319,-0.017906339025891845,-0.06401527838316352,0.0547575040429159
NTS,,,,0.0035301612009348876,-0.03063060944294987,-0.02423529726676139,,,0.035109931931249005,-0.0016653260840363933,0.0069665899762840315,,-0.02867502347590912,,
SFRP1,0.04309489183661143,0.0862531466460739,-0.0073477840918622726,0.09944238761491107,0.00471633683082057,-0.07860811695219422,0.026371674757444667,0.02461721258021933,0.11767824446367552,0.0550745428208102,0.02354011692082271,0.10451876370607677,0.003054880702573089,-0.04680368450979771,-0.0074208515617848
CXCL13,,,0.08366328247662339,0.047637374193397114,,,0.0906854531944156,,-0.025475227027869658,-0.05567948951247473,-0.03228440115640671,,,0.06134535950626817,
MICA,-0.01457785977861088,0.08065502524841546,0.056908016351960335,0.08111015695006538,0.07818144569048222,-0.06212643471180311,-0.01939783896458648,-0.041160859576404196,0.024829718374917965,-0.02803808075800983,0.01830099777919758,0.03943428529502005,-0.003508124700866035,0.08742675588013345,0.04158866405919591
TG,-0.028922377049265233,-0.03439572613912804,-0.018407019222132396,0.0350704633814186,0.036573081525249906,,-0.01037866280370849,-0.011290254667784185,0.012560393737320496,0.05567174684041809,-0.027421506475901834,,0.12079535079809396,-0.04050961603610279,
ADA,-0.0427714707198085,0.0675396565809639,-0.028954445794196475,0.018136881227607513,0.09159129533572692,-0.03024547512403086,-0.014119532914158597,-0.008390730467702752,0.02824204679519255,0.09420071348369038,0.06237479569914115,0.08040479069256558,0.09223970381394164,0.011195578779083457,0.17775531306128742
LAMC3,0.020421739504856838,0.07252036346728556,0.021319936468297867,0.0009755980632536287,0.054340012215481466,0.024226667987861186,0.008130548326764941,0.0030847559539381266,0.08427640832417826,0.09042269676530769,0.10825199256400307,0.16294578949814514,0.07999151432917082,0.1463536802261213,-0.07946437436461992
CCL7,,-0.022306421980133804,,-0.02763291727680043,,,,,-0.06089593005704712,,,,-0.020291297734164097,-0.0238351623120242,
NGF,-0.020902970162704197,0.12560681542961238,,-0.02949526312229689,,-0.002795534864871044,-0.018243590118833045,,0.03946908022640084,0.05435232909238645,0.04507060831571286,,0.024460459008787103,0.05064393899458737,
TNFSF15,-0.025859582853143565,,,-0.0019630893490779813,,,-0.022451950957520256,,0.03327682554525894,,-0.02069011763789807,,-0.029878759432339773,-0.05015668399892154,
HMGB1,0.10162544559400316,0.009720237200108377,-0.035759081599822565,-0.0418016931878274,0.09368442893825037,-0.07085969684648868,0.06428165471169052,0.02859946903998234,-0.051191791705186125,-0.04129944417241194,-0.007276983219502241,0.0677163807398303,-0.00804187368062303,-0.07923549430835851,0.05982230767926308
ITGB3BP,0.027556538896825463,0.05335366900790128,-0.006107476297688245,-0.014585922804753765,0.11257923569172223,-0.041643486682992954,0.07963517180956581,0.04670933809568901,0.05614452460953891,-0.04660510148360251,0.03217741103126814,-0.010061406168721655,0.017553308607311302,-0.05579735799633239,0.15037311063629002
AANAT,-0.03746526884663146,0.02168615122025844,,0.06081608701483874,0.011238692314846558,-0.02278475862598881,,0.03826378294659973,-0.00265540292325402,0.10775284983856717,,,0.017993536837340944,-0.02767176279999406,
RELN,-0.03604124114314082,-0.031982151332051775,-0.03530089236750164,0.11630445014673749,-0.06596102059170346,-0.0800605933882585,,-0.024529404872668314,,,0.09769482726097219,0.0856964095875437,,-0.009193811396579476,0.044955843981868915
IL15,-0.03675895065276916,0.02250025494866378,-0.02345026087801883,-0.02999579505059565,0.08341340495714347,-0.023807747641347642,0.009016244697057025,-0.02054933658786295,-0.0019148436396782293,0.014800893818793119,0.04020962710129941,-0.029590405769796754,0.033976326431483635,0.02092595529160721,
UTS2,,,,,0.0530577982767459,,,,0.08970022009867178,,,,,,
BSG,0.03817290504194181,0.005537675871035583,0.01009914268244413,0.005770445233446333,0.0381614578827874,0.08971396274441465,0.005331606680827242,-0.00010315863918490478,-0.04364127276257314,-0.08118563839158881,0.024778783335357196,0.0026612692725907455,0.07332728316741464,0.09339263764753761,0.025313296991349248
ADAMTS3,-0.03515396641213814,0.04302961376153505,-0.011612543019862425,-0.004386269164175603,0.14343729598256486,0.021841635692388266,0.008806914627140023,-0.023132720463797215,0.06340971915697569,0.13371262757006894,0.004604934571787772,-0.034020310984699056,0.06189304930285251,0.06079218128684381,
CD34,0.09134454796277548,0.04884476056720148,-0.011775767978870342,0.0269553400041228,0.10588035134833715,0.0023643604065758375,0.06435477302462131,0.007747928951800196,0.08656578685479065,0.06855810555354899,0.1014531077303666,0.0483446575222247,0.10197924711205597,0.0426521149271579,0.04625653159054378
CCL23,,,,,0.09605132996839262,,,,,,,,,,
PLAT,0.08124949564949299,0.023131761503825638,0.03648606425622184,-0.0064977665410764105,0.13424796591336288,0.027838945992076335,0.011917093338941151,0.09094615674617508,0.15122180065420449,0.1373597467561496,0.070707361712964,0.020736983813406034,0.09607333664041558,0.11669581898079069,0.06251602980680578
NTF3,,,,,,,0.01965482504698572,,0.08005336868654092,0.1526606514678249,-0.016347892990333134,,,,
LTA,,,0.08272164288880829,,,,,0.04505632874701382,,,,,0.045626151287993334,,
CKLF,0.041306478139210706,0.03610005901039977,-0.045378377430824283,0.021282781188158996,0.1490351975308118,-0.036402460786330804,0.08154506012592413,-0.004916445690928226,0.10242056816745967,0.06249784987092534,-0.008070714340917417,0.06596836666875468,0.025736359035428133,0.07623440801993589,0.001990858100633671
APELA,,,,,,,0.05223034901065679,,,,,,,,
CD24,-0.10302177432514298,-0.017295226134704387,-0.02176341474079357,-0.014236769041124364,-0.019010304968027032,-0.033980394420589824,0.020247322972363743,-0.06318356451530298,0.10835966792780025,0.08320841891183259,-0.048029413196477105,-0.0628327447014811,-0.023700775410281812,-0.06833057754012739,0.07632931155270936
HSP90AA1,-0.05743767173588793,-0.06833785367336076,0.0035882653512813623,0.012433022482691241,-0.17244564393102016,0.09015292185502485,-0.012849679153264498,0.03361221185264521,-0.3367094690571543,-0.2809846789864242,-0.029058073673763132,-0.04362343639246929,-0.08691389094742963,-0.18042485565941108,0.04487193220973026
