,UKF251,UKF269,UKF296,UKF304,UKF313
IGFL3,,0.02411318911550219,,,
BMP1,0.0251514314482363,0.14483020317336098,0.01334526030474916,-0.04057365088273618,-0.2263577899082468
NDP,-0.00679763680432458,5.2229969016719524e-05,0.023613402917543245,-0.029952088829506972,0.08001781097560746
TNFSF18,-0.02528979954525549,-0.026928015540838186,,,
RTN4,0.009347559424309832,-0.11629900024868618,0.03199304738228891,-0.038544999131691196,-0.05155414044873131
HEBP1,0.013648193860709078,0.08224559110766361,-0.0011620860624584981,0.039989512997110094,-0.1272930217389913
WNT7B,0.02449790415546075,-0.014215084428324157,-0.011878754061994292,,-0.09944315317749258
PTMA,-0.013266649574741225,-0.08412739385694366,-0.015213045187055583,0.06382829577989499,-0.06276084714769677
CEACAM1,-0.012055896488437145,0.010733868470938115,,,
PDAP1,0.07946429398196392,0.030006617756448424,0.005054013057161034,-0.05604714441447294,0.14138527695138384
QDPR,-0.026981026239327976,-0.09825287705754586,0.013841886906307827,0.04840967780261651,0.018787833434956783
POMC,-0.021421404630910947,0.030896581771877714,0.003278182001236289,0.01342154288307733,0.045033219833777005
CCL18,,,,0.01541104167749536,0.028265973440539126
CCL17,,,-0.014702567581879052,,
VEGFD,-0.01726765295281577,-0.00420705874737185,-0.010784511125714628,0.0837634554628948,0.09653280063031251
WNT5A,-0.004840067172382328,0.11583811649100932,0.05460086104035355,0.03225393458908717,0.11160844403814932
CXCL8,-0.016168406738585335,0.010434337267621028,-0.010043005686398786,0.03382511716713285,0.14546785226761222
GRN,-0.003212926318631563,0.08360909200071127,-0.030672732839173836,0.057306139536101953,0.10450813495959771
MIA,-0.015356642960508524,0.010219275602696408,-0.012265110208605044,,0.06909961124962628
COL4A4,-0.025825299536687808,0.06812826223532763,0.03487041549809975,,
TAC1,0.03556810887028132,-0.08937454138412862,-0.028363385553281783,-0.017035340348196946,
RARRES2,-0.012833693991699166,0.0992817553824647,-0.013984172603462451,-0.0030570822570156306,0.419239609564676
FGF7,0.047077664113588,0.0059755337317505324,0.0057556693038895825,-0.01423058812173505,0.12035367036033495
HBEGF,0.016863790576229568,0.06589986163140446,0.012844810073920385,0.08658588892713043,0.0574558455919806
CSF3,,-0.018905508353819482,,,0.10108669243594677
PI3,,0.014979406183703145,,,
PCSK1N,0.04133717839624289,-0.01904912689018187,0.06821162299003392,-0.0449213867876403,-0.04278802044448093
NTS,,0.04304688988005404,0.003701400374428681,-0.023173321465109482,
SFRP1,-0.0299352342867709,-0.003827514987927753,0.061798733527198405,0.06782641764323659,-0.019666591058871686
CXCL13,-0.02915219202316253,,,,0.043862408893983997
MICA,-0.018926160526808376,0.06256099139567219,0.04035915047061881,0.006432777823256123,0.12494264498823775
TG,-0.016393590150347106,0.04397601096002172,-0.010640184311325244,,-0.010433750622788025
ADA,0.014279654270337023,0.03446197428286234,0.05008899747715744,-0.012232832631637307,0.04133501540511261
LAMC3,-0.029152192132817736,0.0643538650891874,-0.025765732666371242,0.04418174630549826,0.07642356480153936
NGF,,,,-0.02317333672320414,-0.011964949923799902
TNFSF15,,,,,0.04771213694814426
HMGB1,0.034158307705999834,0.06018599040598141,-0.045790028015887406,-0.03398120657132094,0.16570300038917044
ITGB3BP,0.051216743532446776,0.13921756143574554,0.033892437638088496,0.060284125811503636,0.045982075266787756
AANAT,,-0.017053280154510488,-0.01226511089082179,-0.021786344534305044,
RELN,-0.0187420431590378,-0.019985528331982985,-0.0020991902771548276,-0.019308674734536683,
IL15,-0.020885183044233493,0.1296364676229484,-0.026361742821543698,0.08190520060671355,0.22755476725702123
UTS2,,0.07199469590833874,,,
BSG,-0.009139469424469436,-0.03355504518523082,-0.0026748832563761016,-0.06480578365245711,0.1908153242633742
ADAMTS3,0.01543009986656568,0.11660947461932591,0.05199851936145485,0.07082941793554368,0.11152221159485336
CD34,-0.04106987077915401,0.07466032258580373,0.025850616095365285,0.06517803669087932,0.02531162259670431
CCL23,,0.00017324297229981634,,,
PLAT,0.009653312757042651,0.0488473576772716,0.014958387284056861,0.06860503972138285,0.12004782808360237
NTF3,,,-0.019798814875460653,,-0.06690936010334321
LTA,-0.012055897725588065,,,,
