,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL18,0.02212691701703092,-0.03814950676587567,,,,,,,,,-0.040327866701163805,0.01943157541497494,,0.052966290679688444,,-0.01876387868294766,-0.002952881026553991,0.01863941141980637,-0.013461633096668627,,
CCL17,,,,,0.007453833368977813,,,,0.06073445489202015,-0.0026255194475689808,,,-0.014429371067286539,,,,-0.022212024666546967,-0.006036908836926326,,-0.02202437246823735,
VEGFD,-0.04535087301843234,-0.019741144323385293,-0.002039773431808964,,-0.018227435864985448,0.014906285767736881,,0.0049764345611027945,-0.02629645197550267,0.011535971826003025,-0.023744001943620835,0.12884079285208117,0.09470551673619226,-0.05232752625983769,0.00020447632704271722,,,-0.022091362046334467,,,
TNFSF13,,-0.028788851157826624,,,0.06503489365816738,,0.01139910996907487,,,,,,,,,,0.042305194344485514,0.09816974422708642,0.03818795067140416,0.0010333021365862619,-0.033312498011107056
WNT5A,0.010378573828614865,0.02424410453479641,0.02489681853999423,0.05507956881641822,-0.021951647178666118,0.0001482933534842567,0.09040384233865241,0.17199643001328796,0.005533538688527973,0.031764742514308275,0.04909902158405595,0.01024741027251107,-0.014012941944962214,0.12593796269207805,0.09366547037640995,0.10200880370103765,-0.023623877747015968,0.03366442894020253,-0.01737364580907483,0.032377742763945186,0.00287358691268539
CXCL8,0.0029477116182241915,-0.04423407233530627,0.020643080807923986,-0.08109905456336877,0.0916159616554929,-0.045741931290505855,0.05243287007160075,0.03336532540807956,-0.019612547921236703,-0.017585414312159594,0.07704726292133637,0.021703653405905694,0.025008615501501526,0.06963297938379642,-0.03875826691647493,-0.033036762667057025,-0.04385190673889501,-0.04570628174504882,0.030891338306120484,-0.08790103257517709,-0.0004225973770217012
GRN,0.023801560480507297,0.037072720130013004,0.04100574021863518,0.0726102216744162,-0.02397145001990462,-0.009657109951099875,0.03553970447500642,0.11685659005979655,-0.006025153375385553,-0.01198431461308425,0.06142531405764062,-0.005035128512183835,-0.011541553396293243,0.08421541274678035,-0.05997071886887172,0.005409767745365459,0.019626360744635994,-0.03129799984301869,0.03785423428742008,-0.07412410340729494,0.02116787827874857
MIA,0.02933455152917832,-0.029142683916559296,0.1026494134760042,-0.005167336995618301,0.028988619654560746,0.048404034225609786,0.11550997664411768,0.12365684131617465,0.10009174651344196,0.058601566736130796,,0.044108989773853115,0.10723842292863285,0.03594231380959855,0.06215279755849424,0.04384180161449476,0.1639429009734688,0.06842559154098807,0.036853057074362976,0.09289288851385256,0.0356732415712246
COL4A4,0.08863386228190359,0.016504985388323165,-0.045346490801278866,-0.019932934086932568,0.039053321332021156,0.012757980721238887,-0.02076576597394473,0.013623493878709743,-0.015218727044353118,-0.0035867377644907905,,,-0.020544619269546774,,0.005524227745123002,0.005281891161666916,0.0893966603288862,0.009912365149882047,0.008914371737098062,0.03559622332158385,0.01938561001571759
TAC1,0.01583522376156049,0.05021440384693999,0.020540114488673565,0.0863252887007158,0.03026816532762759,0.03531195490664863,-0.07175841864513571,-0.1100736776608951,-0.013820675007806406,0.007952228107359533,-0.0180686003861454,,-0.03640936496987585,,,,,,-0.037990249032537164,-0.028953277141952678,0.034649432795611994
RARRES2,0.06111604395557413,0.010415655538973561,0.016796334117307504,-0.012787844061188339,0.02596546254004573,0.024102080529211187,0.05906588844862807,0.19423337894070952,0.011024025792271233,0.04488809803714602,0.01881531918405776,-0.043404281448334386,0.02184133634927315,0.08584426240742092,-0.0032948835490821528,-0.016565087370190457,-0.0024865760944960944,0.013635949832106661,0.024845731526339968,0.05822808824449998,-0.043631685133287114
FGF7,0.01162482666454347,,0.026698141313417786,-1.089819315464601e-05,0.01980410851289144,-0.041018783227751966,-0.020453246130855786,0.052690026645859867,0.011063250768194111,-0.020406881957372357,-0.04364471390877185,0.11130299009626213,0.043826256034597104,0.005769427881629073,-0.004892141153011489,0.05327428669809934,0.046061630844260196,-0.002265602875888958,0.024827704543276433,0.026825107905242934,0.058367788613855213
EFNA2,,,,,,,,,,,,,,,,,,0.1193880890294876,,,
HBEGF,-0.047974668253016536,0.010588846325253174,-0.002172322525399588,0.0410929034120677,0.01018942999557095,0.03304996294913416,0.07115106144491484,0.030399809060745218,0.03089490271133459,0.07675045582063825,0.06912284038100558,0.051098917834298055,-0.034296472652243976,0.07534703309617556,-0.0915714915917269,0.048222140953293115,0.00862014788801954,0.05257127217559226,-0.027403449072970338,-0.07241574102167722,-0.022932352530635306
CSF3,0.0004760629378967084,,,-0.012579671996912652,0.04040872580452472,-0.10073725351734265,,0.025292664238403897,,,,0.013465170573484191,,,,,-0.02073381475615542,-0.018550961549383665,0.03147456270492284,-0.023188266548578938,0.012942617119741089
PI3,0.00796922650240623,-0.022470999572882046,,-0.07213095529129483,-0.026938951747328837,-0.025924998860845153,,0.019965759935366867,,,,,,0.13249921053935196,,,-0.01752333730884209,-0.03305486593328772,-0.004639785621607106,0.0020260944142590225,0.05948236703635143
PCSK1N,0.007102414943730207,0.05991679805686427,-0.003313483101809204,0.08338064274418164,-0.09311265977979967,-0.060166490015981844,-0.0607897393634261,-0.005178806197509283,0.047498398542102346,-0.023202950035095527,-0.00938997524253382,0.036727109404594935,-0.018556436771559052,0.054090244123197774,-0.05061739900098946,-0.0012437174719709518,-0.04784649457490065,-0.015658633830020495,-0.024733787121587737,0.09673875192217088,0.02282656851639794
NTS,,,,,,0.08188646046840269,0.0032107080454105985,-0.007445733701912212,-0.020626753788550712,0.057258870063169404,0.32256306719790606,,,,,,-0.051818341360500016,0.023549731913670584,-0.0084545081829899,0.038617352005588315,
SFRP1,0.04531943371248694,-0.004486584940933471,-0.016792750374239298,,0.006284324690574273,0.07352311981122557,0.09749751406599427,-0.017771546605671595,0.012922552340028117,-0.014669983967283438,0.053823157496370365,-0.004359009779109158,0.002583005348426011,-0.009412349751615518,-0.05376863271565156,0.013803893542213397,0.05962188011636416,0.0038561072582953275,0.008034015325445011,0.05915326506638812,0.05900211223463548
CXCL13,,,-0.03384125986942804,-0.02210743620771587,,0.009249526721722197,,,,,,-0.026419087151483292,,,,,-0.04989276150420961,-0.04616551226395574,-0.03619304612299287,,-0.03176696083566318
MICA,-0.026418787097688478,-0.03374436809604983,-0.012692953619348976,-0.033649081404826836,0.05089836892195561,0.003640196666660737,0.06131261771549088,0.056610776589456444,0.02028245592627511,0.06728010227121989,0.04147686383887378,0.018081338291330018,0.08969411001463279,0.021105748840179732,-0.039008814071117726,0.02288817128675673,-0.0023161603102858828,0.010483884583852417,0.005682783884812036,0.05634435513802872,-0.040091453681468985
TG,-0.002981229129655085,0.06667496554513044,0.0629035838928799,,0.017752453604943083,0.07224155453871671,-0.029260908216984155,0.07504504157991809,-0.014793890935788463,0.04183395372245006,,-0.01562083528580666,-0.021674951369726872,0.007969743459950183,-0.026683183542311525,0.06247444769703788,-0.029514227457403137,0.037660632514944344,-0.025981148603504124,0.028838667060245626,0.023688875512455482
ADA,-0.015797131664865894,-0.0027462786945095055,-0.027873084580233517,0.10667188877497066,-0.001410486675305426,0.03613757522725178,0.001885617869457308,0.11615729255847483,0.030425800312997315,-0.010851307452115736,0.0004819452322763547,0.0875381892146396,0.0220581619441567,-0.04916100721759209,-0.06633145054737725,-0.024539506482838626,-0.02800145602231908,0.059648601447195956,0.04213887965545824,-0.007059367465278432,-0.03860412620108868
LAMC3,0.04917113815583413,0.08157434372756954,-0.021639836006783913,0.10880848684226467,-0.020878601374102572,-0.011039323217999459,0.13072078538103496,0.16773010591983206,0.02822491047522061,-0.00016056849209568932,0.052291809426522305,0.027050458572284494,0.008534098114533664,-0.025238178065211364,-0.04790578973384715,0.1450379027999109,-0.08567052093181025,-0.023829769722839407,0.06324507800271324,-0.0003573492812267477,-0.01324758200130582
CCL7,,-0.02426630908817291,,,-0.036727544609242185,0.025203317460425593,,,,,,,,,,,0.020787258866396655,,,-0.024299055595474944,0.060496054396164164
NGF,0.0950026195580579,-0.02455407229180506,,,0.06028179502509816,-0.028775340220791343,0.024091133932572242,,,,-0.021377243041562355,0.030721631360583562,,,-0.04964133492872774,-0.02788430838332506,0.01866495069645032,0.018336430425080597,0.02874058172520331,-0.07275064009094008,0.004630578115260031
TNFSF15,0.004984134065120929,,,,0.017982910043162433,-0.0019292092332220284,0.03047129030532567,,,,,-0.008262071053936953,,,-0.06333617032048194,0.07119203285402151,0.06265630858904588,,-0.019603336579870834,0.06289137412856444,-0.03037486983848409
HMGB1,0.00562928246760195,0.07788657909867816,0.05724622792345454,0.046465771812481425,-0.029703666820060714,-0.04879058766983282,0.09546138331235365,0.10211490483531759,-0.06785534442581037,0.011814065737648151,0.00011502441274113519,0.011890027917392774,-0.004632309043635242,-0.17508251499751712,-0.017641054489810997,-0.09219763615738952,-0.06386418220351224,-0.005102637824331687,-0.001944019117577768,0.050968202333622085,-0.00034194217253286975
ITGB3BP,0.06454112267517395,-0.014844293376658593,0.00558849668907235,-0.030798274371217314,-0.032686582470503385,0.001509814322557737,0.11747541562547607,0.12561265677129874,-0.04153706722454515,0.046119961534407554,0.021795770753119288,-8.523749365776652e-05,0.03618915777324422,0.03122142226334752,-0.010772587867434472,0.018133757906045347,0.050791434971630446,0.025779243284053868,0.07216970890546016,0.06036354987503535,0.03374466527102817
AANAT,-0.02690976451585895,0.014517403955683824,,,-0.02128823347287476,-0.04163619844570301,,0.005429132769766258,-0.023250910193991437,-0.007982921950694432,-0.020097752328895366,,0.01570862919916941,0.04698278540798777,,-0.01954336619518978,-0.029205341833007017,0.07073145934950982,,-0.025709414143558932,-0.023913216787811428
RELN,-0.0453130881268008,0.06357737257585501,-0.036158926581507704,-0.002786295502408117,-0.022498378999733705,0.029048921870337373,-0.021253972748617407,-0.09464441408979594,0.023987291507058993,-0.015500867738180856,0.022756268681658816,,-0.02142834321265929,,0.027179547538379933,,,,0.038089547704253116,,-0.061416397618658546
IL15,0.050941643069868765,0.009676575877349243,0.06968926133449058,,-0.03667671389026802,-0.01202926036181189,0.007584993039286565,0.054847591192019166,-0.033410557516928785,0.000970193689096448,0.05404204558597083,0.008909288639384947,0.0574184576284299,0.1730345510453301,-0.037777919041768145,-0.011602042556811437,0.013242710744869421,-0.05122680532582447,-0.039283741794092976,0.06449488902046117,-0.05285028135532823
UTS2,,,,,,,,0.08611596734540578,,,,,,0.07431976895970854,,,0.009428613529123636,,,,
BSG,0.03110867603133042,0.10619681788616911,0.02008346155507827,0.02308960026323737,0.061808121082517126,-0.024139591684287188,0.116279869744356,0.04012587430754581,0.06119287263419511,0.004174526732018562,0.03754535374953151,-0.01362575356750105,0.02359483019423151,0.13315446191228186,-0.03366746389741182,0.022200948018914837,0.1117026133068082,0.09442643766480807,-0.014554269540072629,0.006327321703073136,0.10613402120774339
ADAMTS3,-0.008548027355012037,0.040520305412031096,0.025331475746763484,,0.015436094113393906,-0.07458230700463955,0.0015924864712203242,0.21695557453855047,-0.01136101504333641,0.027282146150937957,-0.032272267787088214,-0.021174554367889172,-0.018066948244655788,-0.03459657017768741,,-0.02340119142158858,0.0397559947540829,0.04487659655072133,-0.011133607085690417,0.049189313290096494,0.03639393893976894
CD34,0.010759774131909107,0.04622107913337239,0.018348479081376143,0.08002485989547511,0.020556692908071383,-0.04778259655025786,0.05495908939957588,0.14071321568389808,-0.003241327612611122,0.004011683664999044,0.008867731799371432,0.07318751284202261,-0.007753248664630177,-0.02393100619254028,-0.0424581178227828,0.05895255727479294,0.03218149864879724,0.04985919431877625,-0.030116708636217283,0.017183430060767443,-0.06672549685258464
CCL23,,,,,,,,0.021782734469936203,,,,,,,,,,,,,
PLAT,-0.036077683073017904,0.0691374702081572,-0.07816001834355227,0.056368314830552345,0.025667781554159944,-0.02110007007431589,0.06734849795010546,0.16191071778550972,0.06861186402220422,0.00218871094708144,0.04079082968228298,0.06799571711850892,0.052426288779240014,-0.07546898871816676,-0.034594735022236145,0.05995765280846487,0.050275944830171185,0.0646032443168523,-0.002600117677611652,-0.025864439765200333,0.08039494230871638
NTF3,,,,,,,,,,0.032568433636483284,,0.04082520849003987,,,,,0.04526728529203081,0.08383129475158363,0.007510022679380618,,
LTA,,,0.04778754588140988,,0.010741750199107876,,,,0.061372028032772856,,,,-0.017951446186262147,,,,,,,-0.02167074486926446,
CKLF,-0.04911611982999283,0.022843459206195994,-0.031326672337909894,-0.024405026300724778,-0.08902288745662097,0.07983675970102679,0.09179030439442645,0.1595819411185399,0.013310846054789223,0.030732064995816166,-0.0019288847689074929,0.012312659125142926,0.021258970475714775,0.10713546893225279,-0.07846681058969501,0.06250365552081348,0.031603745761907914,0.009471483848022641,0.07286194854603635,0.01565897217103529,-0.031266520904294236
APELA,,,,,,,,,,,,0.010666932622376125,,,,,,,,,
CD24,0.026715869497195413,0.08793562387978221,0.022497546198647272,-0.018244244558609596,0.07034312123570297,0.0719126701906696,0.0780537478559462,0.018603441491661984,-0.003310967388350087,0.05916858178147722,-0.0029105879669000263,0.022691547286518808,0.02787443395913666,-0.013722238800573163,0.07439394824364916,0.030905505315718982,0.014939104099616057,0.006608513328851234,-0.01665246759742792,0.025476780205963247,0.04865784195288688
HSP90AA1,-0.06790358286385255,-0.027528728341454506,0.020689591302571336,-0.051031116644765236,-0.025707865090234695,-0.07044709830497724,-0.1133023753798142,-0.17294596255650785,0.022538591383930242,-0.011836801334547417,-0.05019891931209839,-0.08993167120786076,-0.03606295058192449,-0.04804432036449671,0.0022298967274991355,-0.09376895167158575,-0.07706660313508927,-0.08151099620515356,-0.0019362867688274856,-0.027581409889353297,0.028695339573166993
BMP4,0.0449137632105938,0.04328473958432942,-0.005193450917824119,0.05575036424966662,-0.01722093950768754,0.020597058734738126,0.1764926224641351,-0.03157315886083731,-0.016747058358289164,0.024624097647820715,-0.032056351063214646,0.06757942422438067,-0.01529648625550106,-0.047806240512914606,0.0020155669871586295,0.08837962102827154,-0.036841962485724064,0.032219554308474306,-0.007240832844162203,0.02842592249634067,-0.03992508398556664
SCGB3A1,,-0.02426630666157442,,-0.032543818756720536,,-0.0419744098266733,0.03984732154399326,,,-0.0181155071988406,-0.03537766841464214,0.029889616713268678,-0.012526281750826535,-0.05232747539275955,-0.0014636616812910453,,0.03274795186811298,0.04413073034423037,0.03614423009673195,0.016098363461457422,-0.048053747771752996
IGFBP4,-0.06738551905024341,0.011783894183122713,-0.035135593705533895,0.05550943201720477,0.014983203054316647,0.012186775720207946,0.08575359750110512,0.19890317747019495,0.05083276842358663,0.05964328198637038,-0.0007413483604078541,0.06782474632335267,0.04116717412506287,0.051780874424660187,-0.050338982726531555,0.10037400712503222,-0.03893761920916527,-0.07926466156633953,-0.02361071213673456,-0.04119304125315533,-0.06017260299365928
RSPO4,-0.04516999162816807,,-0.043337663079632785,,0.012259164259351073,-0.031930220281319,,,0.04544058360486453,0.046687220117810756,,,0.044160128496570736,,0.030887838601400427,,,,0.04028597119398994,0.03217643809117067,-0.030153619145323326
LEFTY2,0.02904914857355753,0.008579724806959078,-0.027136910733122115,0.08262500184784598,0.05121052706077721,0.011786128372662966,0.044626781504719985,0.14852512183774233,0.047949153884180515,0.023585279652100798,-0.021377243041562355,-0.02715211181363465,-0.022160859841753797,-0.1105842755212131,,0.11278353968875805,-0.028260038746472437,-0.02414204302710665,-0.02738463322634677,-0.04728942387563725,0.027694299179163096
PF4,,-0.010583591355895209,-0.024385220988501363,,0.02926249580352353,,,,,,,,,,,,,-0.01924461868845861,,0.02772349411273911,-0.02362103610969176
ANGPTL2,0.002370557067153544,0.05449180325958621,0.035837750258910284,0.04612442456456544,0.01667742656290554,-0.0004990273580298807,0.14322939861144557,0.18395201186710897,0.04473462627779217,0.03886605198692213,0.026601647163688957,0.04751564497767433,0.0819554806716551,-0.12347009835673739,0.023609729087384745,0.09714532429058229,0.05423085738797,0.06518555694233778,-0.06417185250053586,-0.016111444652116624,0.08086113483028232
LRIG2,0.054897444528422754,0.01253379512376148,-0.013889213981993982,0.02837594560206808,0.04690978063524697,0.016280491508582177,0.10364577600475666,0.10991416553883808,0.034496607579025944,0.07497110633650456,0.036408452752237676,-0.021507091282825366,0.008730162756125264,-0.06918730748161613,-0.032926712585778596,0.09048005902445515,0.07258859070829549,0.10143583603142851,0.010904981498844078,0.06577008649845385,-0.012023100865082702
ICOSLG,0.05900869792082035,0.005339193545027657,0.014948021111546307,-0.04037664979448579,0.008417529572101817,0.004138313747742143,0.10924790251628702,0.09394116971064728,-0.02771627486520794,-0.0010826632199343587,0.005849758196179253,0.0055970062538168285,0.01671979706746707,0.0017039541437144552,0.04412272328644457,-0.033699065116143845,-0.01245659226182633,0.044897528130508624,0.02868485442085499,0.020824501731399738,0.01723671940970972
WIF1,0.027521139972501895,-0.0041481615612658585,,0.0058151847094110275,,0.034389398036951443,-0.08562273615831338,-0.11754405290382933,0.003501275351524226,-0.034089628831891726,-0.013060479393810399,,0.0449699983541911,,,,,,-0.025486213355124694,,0.06498081647570414
NPPC,0.11623776040767007,0.004933342759882011,,-0.04082891448884863,0.11952801528334377,-0.04777460159706387,0.0028382034973715186,0.043964270394424965,-0.01425740631127302,0.056664419318788836,-0.02122798940691147,,0.026294427841591684,-0.04769711950493431,0.05941828245391035,-0.02340114647819915,-0.022944756816780664,0.06591465634286607,-0.0003228055035394794,,-0.03806180776224632
LYZ,0.03910387487992468,-0.0005723800178367985,-0.02959509090402495,0.006475333151978179,0.007748332981796355,0.011366637216850226,0.024700890188166576,0.1452602233002903,-0.036111329723910394,0.04249958630794858,-0.0011916113264006055,0.03986243000998033,0.005759777323825811,0.10674928691428431,-0.023304718460751987,-0.00026945139534695166,0.007113099949903481,0.0024222387117456092,0.027692098703967064,-0.022805236436544644,0.04620102675722805
EREG,,,,0.01095742341150969,,0.0008147417801493596,,,,,-0.021990935839263395,0.06557246241671628,,,,,0.001910134860823474,-0.0611506015703627,-0.03414760713377763,-0.044136471184655676,-0.027194809887684725
SPTAN1,0.062008864449792825,0.0855722994146661,-0.02632217060756427,0.07984390020725504,-0.04111651992571312,-0.05964446343851037,-0.05667695081261804,-0.06979452323430706,0.002630142539398301,-0.018272460759423195,-0.047401566994568864,0.10003922965559274,-0.033096093375168265,-0.0008421364867517622,0.06534083044722928,0.05829595294518472,0.03305402044675343,0.06183680467979647,-0.004238302309726998,0.08539131289233555,-0.01265365067571812
PTH2,,,,,,,,,,,,,,,,,,,0.04271728398749673,,
LIPC,0.0752191902998382,-0.02002969772173012,-0.03670106084542825,,-0.052437144293425,-0.041181622579049455,-0.0051246482205254025,0.14752767148903434,-0.011678479055831121,,-0.03938536527771417,0.0481742419344084,0.022929230673450884,-0.0471306969436542,-0.08478454991104199,0.024340179463855385,,,,-0.01281056398116921,-0.02294290086765762
COL8A1,-0.016603544415826774,-0.00843358636123212,0.02346235117998204,0.11268040806193294,0.039040977284527885,0.02332285557055525,0.06690855947742126,0.0677527893518606,0.03628285194389264,0.0018971095704165318,0.02282123410035199,0.0034656460637276535,0.07748841516021462,-0.07672984208652371,0.059694341633411904,0.1124896077608586,0.05251650401534098,0.03226379702873636,0.008465920926515765,-0.05110969302399619,0.02414600314439218
GSTM2,-0.06615331034348534,0.04080853231704733,0.017110149649104626,-0.05066172200181212,0.09665640232152002,0.05113941514020786,0.016804528861044193,0.06931259386717091,0.018820432897198987,-0.029840172480158588,-0.034976854382598566,-0.017114716876409537,-0.024457127857645443,0.01083135955919267,-0.01936120864588105,0.06956998703326069,0.03820820047603409,0.0822294274931511,0.009303208163009476,0.07244866421442848,-0.047491977789561865
IL4,,,,,,,,,,,,,,-0.04505244821379887,,,,,,,
SPX,0.04398457263415395,0.0768981717284423,0.00595653139465122,,0.018555876894347376,-0.01186086529305523,-0.05328109732423002,-0.04309982293616905,0.002780266945303262,0.034282523193386774,0.004966516322818042,,0.007428937441096612,,,-0.05524424461096885,0.058420799493897044,-0.02389465392169122,-0.05517094524635485,0.17718208284669656,-0.05274096976571481
MFGE8,0.02034398638113454,0.04975054689617198,0.01066836939277971,-0.03695951904896992,0.031044690381380417,-0.0012487391398003334,0.0033881318940835754,0.049180079487260546,0.02588423289266818,0.004120642577441454,-0.002554310024729121,-0.05186208245521816,0.019052872628689568,0.00029341963407690047,-0.0354173939486799,0.09388971490619247,0.012400931779445113,0.06615628928026449,-0.027378511348971568,-0.005362473059894555,-0.0054446723374582
TGFA,0.08138115412791361,0.017734014684758583,0.038482409394462534,0.07566711952181393,-0.0013428201481725196,0.02233135684074823,0.05976437220555212,0.07302018990972299,0.050638491752353076,0.04357620147951042,-0.0016677477005427829,0.028898397705192216,0.011973601592041777,-0.07568643771134032,-0.055335668268203644,-0.09072089536651058,0.0292380686100185,0.038306806361101724,-0.013399359330706658,0.031554486636056894,0.006396245119587003
SLIT2,-0.029466837802486587,0.03987517244048303,0.016493297549997822,0.16965947219718122,0.04887204265263475,-0.00046852694854183257,-0.03349059420652252,-0.08346627084194613,0.0074495318824245775,0.05977822475539524,0.01702101746753784,-0.02397077683961,-0.023900574153017853,-0.025649167778446173,0.014760735436039143,0.24052527462468662,0.04182430988009726,-0.005143034043516559,0.06614033749231947,-0.08143994481165963,-0.029454691629894773
PLTP,-0.005329821173518205,0.006404941802036809,-0.07114807897112242,0.1384069294019878,-0.020187409324088555,0.034683279960564854,0.07531317641260785,0.20481231656750237,0.0055214926135529864,-0.0029900709987357873,0.047146968856511984,-0.017577285303784256,0.05950223163813507,0.17582386884709483,-0.043390953061109336,0.0948828466990733,0.03445281688419664,-0.04422918658106909,0.0037215898083385675,0.04159665686496225,0.0033287158054745346
APOD,-0.018079260774143308,0.040959583499480076,-0.015577396923394217,0.1432139917951458,0.027487042731111588,0.00699434855886604,-0.06327908064334707,0.022915255014513664,-0.0246287793447117,0.012604765174378918,0.01269924348950264,-0.013104419120272706,0.0014023154878481288,0.02056424548634254,-0.0949549280152996,-0.05316990457215793,0.09662956228594864,0.10159266839306003,-0.05417691708296245,-0.07643018245524408,0.01788637026368554
B2M,0.027750695318124765,0.024300684331510853,0.005091405618791131,0.14054223001552826,-0.08417764047186845,-0.000629765279574331,0.048483042890656004,0.23905649045311167,-0.0399584412114696,0.039592492578770455,0.04821493670676134,0.00799036651098695,0.06353281573987468,0.1362697591769071,-0.006651843887327047,0.054943484578141015,0.05802372750222099,0.027741227473152857,0.03552125299635682,-0.09880629638361742,0.07135864477044847
OMG,0.09653515724238866,0.07782852184673957,0.05497966742932136,0.07090722754994926,0.025748503099078793,0.028219159036676107,-0.008675610862805983,-0.11936454085943018,-0.007360642712682186,-0.03209838275681152,-0.02414607596940264,0.0192384272345961,-0.029831984152937734,-0.0042890896931963365,-0.030461236143200073,0.033099631415231104,0.020539575018336597,0.09754819400218248,-0.03479208956534907,0.15247259104011632,0.011835059432362818
