,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SPTAN1,0.005931934600822261,-0.005926269053010765,-0.0010525705099442883,-0.00870792397572174,-0.0658157263331121
PTH2,,,0.004630792137545507,,
LIPC,,-0.03331722080257606,,0.003571153626178638,0.06395573229043953
COL8A1,-0.029754170018473323,0.05068060237041769,-0.0521882970845984,0.06688313548784873,-0.03247310347355209
GSTM2,0.03359104137482566,0.021188017209764733,0.010693723765387936,0.009654258546150828,-0.0350454668827266
SPX,0.1782484369813135,-0.094775034623738,-0.017260946319866664,-0.055344008449361645,-0.06003416337417182
MFGE8,-0.03849752281473515,-0.000941915166526176,-0.01446625429339604,0.008684117757421197,0.05210989648409041
TGFA,0.027976366833340184,0.02769031747361491,-0.032798617538852166,-0.013121606877882535,0.07681014131281813
SLIT2,-0.02291283288684745,-0.026594941049855814,-0.024132408326589944,0.010451771257862974,0.025449567567482272
PLTP,-0.0033244248065212555,0.008622761035396928,-0.01692557305285746,-0.033523844082389904,-0.055481907032990975
APOD,0.01921264085579375,-0.017306134341473507,0.010624572749786558,-0.040058289074990955,-0.030274933159413302
B2M,0.014809921910275876,0.0012472641907853915,-0.009725302798442845,0.05787324629417045,-0.01613323158582659
OMG,-0.0006272435923538402,-0.08248253912828941,-0.019569335847835052,-0.021924344868513208,-0.012784690402660458
CXCL3,0.05928639028989022,-0.020147849741217402,0.019746860690370342,0.028590553128067756,0.09175918737542073
CXCL10,-0.01635951398302597,0.028073918872133518,-0.021627837713335357,-0.023188152855942012,0.05986199502233022
RSPO3,-0.007028827327998425,,-0.03590774701013336,-0.015249144891125995,0.01139807596155947
CORT,-0.012763385408103534,,0.035408126751419654,,
NCAN,0.06588658073073068,0.05305983302564868,-0.024360482335785312,-0.07935137047230208,-0.07939101194160604
PRG4,0.06866815918115465,,-0.01692941470477994,-0.03454342287706705,-0.03225814332747301
ZG16B,,,,-0.01901404256807265,-0.01977169417309945
TGM2,-0.0011956142629479304,0.02650994840836612,0.04589328114831028,0.014169629636568568,0.008802598364995319
VEGFC,-0.008507802237897166,0.10874629442726697,-0.02701432719087942,0.03872868347690099,0.030523816405103252
WNT6,-0.023721322256223906,,0.05262237612089701,0.01470961033058962,-0.020430092017104592
NRG4,,-0.021339618829677647,-0.020901605758678124,-0.01524914660019132,-0.03072372484809403
PMCH,0.05021654638797069,,-0.012034281617916056,0.018026889573753452,0.0632283328476488
COL9A1,-0.03718013335025706,-0.04152284136628812,0.020218059096667004,-0.037144708499468874,0.048597473990056386
GDF11,0.023943293796705,0.026038624931149654,0.019409770587582913,-0.02942941883916026,-0.03510874744812032
RAET1E,,,,-0.016728205472300643,
IL24,-0.012002379121914887,,,,0.10455941471173437
SORBS1,0.04201856825370625,-0.013557730759606439,0.032835269274891415,-0.012995764970794502,-0.04048258352480244
DLL1,-0.02740099124746293,0.02616738524180872,-0.049991875238787536,-0.02021524611804343,0.1011086464041089
TLN1,0.0014098360153210784,0.027425999441506036,0.005434035934044583,0.0029206926420567957,0.01575714571029103
COL2A1,0.054544968224444434,,-0.009514721195398009,-0.02219265988524714,-0.02768042700804961
SHH,0.056173832594613074,-0.003746062164940463,-0.019998500261098708,-0.029607971896921752,-0.01681944295909275
PON2,0.020484879886929225,-0.012452985334062425,-0.021453576389776987,-0.0369781447957824,-0.03809229968068902
ICAM5,0.006438684854783604,,0.03694255439605854,-0.032882951687245185,0.02253910430243687
HPX,-0.035580151272468996,-0.028610945345071862,0.014298464769716624,-0.022988302695950563,-0.049031504924993495
SFRP2,0.022942559593725424,-0.03844327946160998,-0.0819905029727754,0.05740076510012374,0.033492439507788026
CFC1,,,,,-0.008309991057048268
CD70,-0.05787158970593411,,-0.030438019674622358,0.06468795686818796,0.0010763744614488667
HP,0.06897346774918896,0.030538337136689995,0.027704134087234232,0.14089636273158437,0.05275441261833538
CXCL2,0.002606130827026484,0.03270968719347534,-0.012430855815415224,0.029439061184539466,0.05095662737845212
NPPB,-0.02204340457063228,,-0.01798647767702056,-0.015468560925076135,
CCK,-0.0051312931560590445,-0.008241646586386748,0.07212811678182843,-0.020066899341486727,-0.056070323029481346
SEMA6A,0.015125574958746196,-0.030106707298382367,-0.021964249507076195,-0.015380793783712219,0.11349165254219691
IRAK4,-0.016100337153547827,0.02714793685300844,0.00368317174970183,-0.04365953101826918,0.019112946390651572
GSTP1,0.018209905993086715,0.07626301469333095,-0.004082663245750505,-0.06410847749126168,-0.024137158109966986
VCAM1,0.00519274640570175,-0.021118768374762904,-0.06338687482602287,-0.01956190776624093,0.08917908660566969
NXPH3,-0.05058693196587394,0.027441980772090084,-0.020560743218836077,-0.048729847531996974,0.07278138278321629
MTMR4,-0.0031184984328599687,-0.011046468870804878,0.031431009228344416,-0.022205689360462046,0.04982431271015288
LAMC2,-0.015762491590030507,0.02689966556118589,-0.011681147391133696,0.02624569556424582,0.04037687730402754
IL10,0.02589969624082859,0.08257734917813786,-0.0038205889273454454,0.013011742403930245,-0.031439205433813074
SEMA4D,0.022333298991579188,0.012425981712842513,0.025609684705435523,-0.029462651437780193,-0.014051124761533964
TRH,-0.05166321705131832,-0.04560307682404913,-0.01278807431328815,-0.017325825580582672,0.08879263533767409
SEMA6D,0.002847436111891539,-0.011688805675367455,-0.03257335964338269,-0.032758070343084096,0.09419926047815261
CEL,-0.019595475471080478,0.008559532419879634,-0.02956989907931231,-0.023418122025039036,-0.03160839549297
PDCD1LG2,0.03698873926822771,0.03370006271401408,-0.012307581318845767,0.02126221077610157,0.0017327273087550488
SPINT1,-0.0034141615226968417,-0.027289536234829503,0.03449863341942877,-0.04799555550213763,0.003905339945486094
CTHRC1,-0.020406409102322245,-0.06791572794459953,-2.25147128807484e-05,0.046485116435707866,0.02009523315566382
PODXL,0.04617643116348757,0.10947205666791275,-0.0019495126332678373,0.016593209548841442,0.04781344685617965
JAM3,0.032105357141098176,-0.03139011170192874,-0.11258260009753865,0.04355927515261881,0.0730628695265027
TGFB2,0.037786072621600796,0.011801529456575938,0.017428431154282158,-0.043872632378764646,0.08233793606162629
COL18A1,-0.0003438687145092629,0.07505539985391116,0.05263528339493556,0.06111748953624454,0.012245749111088998
NODAL,-0.014825765527535263,0.1325785528934109,-0.013358268144007823,0.02770111746097099,-0.006751663469557297
INHBB,0.03225691942236516,0.01163179786372673,-0.04303221211448319,-0.011392201778242607,0.008038656329449894
LCN1,0.045111065841408025,,,-0.017520817852181757,-0.020751917498447885
ARF4,0.015539890804005727,0.05099822615116002,-0.005158399987158445,-0.004890468547199029,0.06293908456826751
CXCL14,0.006459171632254915,-0.0070207170784202305,0.012000214834619551,-0.006289495108188713,-0.05007394482091894
LIF,0.03485089611277257,0.014186601501458172,-0.05578480373597593,0.045341122168567095,0.03959767678638561
IL17B,-0.022417888095997544,,-0.01661892684845905,-0.029595112906204212,-0.02346289566452663
MMP1,0.03189773155242819,,0.1423589474280827,0.053820002246654376,0.02440875336850708
MATN1,-0.024763992090729707,0.02738605554393007,0.005378653678375455,-0.021071906215195623,-0.021381972422885996
ADAM28,-0.021767801373240105,0.04052131770831887,-0.0041243389285639965,0.07073848147907316,-0.054095149972743055
TCN2,0.010104241284084953,0.00121199997459356,0.0339085668422073,-0.03674374597908831,0.00376474459075426
THPO,,,-0.014857389488309308,-0.02281106239351218,-0.03204282973319445
CUBN,-0.02771757940090976,-0.03870769845548588,0.018087621362238238,0.0341896829001471,0.012395592522968936
TIMP3,0.011931240562778047,0.018685826240459995,0.03886041272148848,0.009148206486768404,-0.0001408560688517308
PIGF,0.01526109791456644,0.010689247678385083,0.019303255432678374,0.03717574002670575,-0.020388288738233805
CRH,-0.039275839853064924,0.08792459314465573,-0.012002759012724082,0.0863487809413149,-0.04682989448978828
BDNF,0.0420521317803611,-0.04471496857599514,-0.03449562731884637,0.06038562906017062,0.03225458398652521
CCL5,-0.0036842711383347536,-0.036995749378736405,-0.017571719204545373,0.027260178240553008,-0.060775082982370277
GAD1,-0.03434182004142545,0.022134173978937532,-0.0502890104201969,-0.00267584301905497,0.002527766097529701
COL14A1,-0.014458528598861821,0.08889627925687912,-0.007492142884645063,0.019050699611105962,0.00258972702737412
HLA-A,-0.029723825445783936,0.0023752803566984577,-0.05394207178898821,0.016545747208710885,0.15756342014149383
FGF18,-0.021855706032003666,,0.01644328171315467,0.055207338406612495,-0.029353588260458505
ADM,0.0023687827232741127,0.033836078264368845,-0.04718682484988147,0.005756809430706765,0.09153342756675154
CCL15,,,,0.01278448377756652,
GNAI2,-0.009192184467529249,0.005150370321093809,-0.04573471650923458,0.03316404278523612,0.028512507278848062
HDC,,,,-0.042934123414630807,-0.021381962739193055
COL11A1,-0.03721465720831579,0.0068525140682989105,-0.014832107252929137,0.0730707670036055,0.08619485861288098
NUCB2,0.05330173162769158,-0.01505524123371509,0.02349170863687524,0.07316464038007889,0.026263942581966643
FGF16,,,,,-0.021069144641692
CXCL1,-0.04462077562950676,-0.01482867942282599,-0.03432805237752901,0.039615974179555064,6.40186715266157e-05
VCAN,0.04360570151414926,0.05346271872195229,-0.05578245615807076,0.07561470861512973,0.04421687231349562
MMP7,0.03526242448971386,,-0.04391162553125274,0.05821874501880337,0.13485758126340172
PTPN6,-0.0450507783160313,0.027606706700114777,0.0338687989589505,0.0010362368957715067,0.02696689703138864
PTGS2,-0.009770204356836188,0.012334441697406339,0.025161099429138387,0.03918809309890312,0.013349588415538549
XCL1,,,,,0.017286808484114374
CD58,-0.009844276662977353,0.017263719456331716,-0.002050235276461359,-0.00032596335772030506,0.000991481628541735
TNFSF14,0.0097749683532225,-0.016914508994851234,-0.017376869707277857,-0.03604118634651447,-0.02913075176875457
CNTN4,0.05215855744365983,0.08902562643389929,0.00015640847651502248,0.006941211719773327,-0.030114153082933925
INSL3,-0.013830623221211109,,0.004414566082371888,-0.00028062702353029114,
BTLA,,,,-0.019894942899883854,
MFNG,-0.04322717053405452,-0.042131501572176454,-0.011206814219556658,0.021090564411894268,0.027130053054500905
ICAM1,-0.03171623941203562,0.04615404510087655,0.04699522660386988,0.047062039379119285,0.08507509726501461
PROS1,0.00984958761786123,0.035356193200457076,-0.024208039491573227,0.038863934624293064,0.09179237311641524
CLCF1,0.012227525344368542,-0.05512128749657459,-0.019383073699719405,0.04780848182328672,0.03476020271533264
PSAP,-0.031034113057581393,-0.018135690051530033,-0.03911806238586727,0.015405391809566588,0.06063440383882313
EFEMP1,0.045964903442879734,-0.004851975229528359,-0.05861224188429632,0.04185269031283246,0.09224308631673953
C1QTNF1,0.04232490433345158,-0.013989702108837298,-0.035355754229528545,0.018438778182840832,0.10067022273997585
ALB,-0.005286286397919203,-0.07040952663500762,-0.02908844598057274,-0.023265335710496136,-0.030273020637710448
CCL13,,,-0.019491768339183084,,
EFNA3,0.06890928055970759,-0.03440525761830009,0.04019257515348616,-0.012346548900133378,0.005411345328869403
DRAXIN,-0.03742540981983767,0.061598788763248716,-0.027618171435843688,0.007283320698849036,0.10655786214188527
RAET1L,-0.014001051150150554,,-0.021111274434059194,,
NPTX2,-0.017389754219033323,-0.01612890089208631,-0.037301053132217224,0.028311654035062753,0.07930250587996607
FGF11,0.022532542302708212,-0.007726082102984678,-0.02701760319341928,0.01847884196218182,0.13069114619846756
CD59,0.03359667653856281,0.005490180240903085,-0.01801091039262916,0.015217710139957773,0.013950775919397196
COL9A2,-0.006464703224284063,-4.3345182617499626e-05,-0.037252902084591845,0.003417335359880615,-0.021581855355809844
DLL3,0.0028201089493774863,-0.010811730940286006,-0.0034539325683183575,-0.045047223640696604,-0.03311275911618982
FGF5,,,,0.0011296695888203452,-0.036141919759144964
LIN7C,0.09829405642156445,-0.04504402122385654,-0.007204978905568678,0.014607369189373068,0.03550748989737071
GDF7,-0.012002382924511617,0.01284752466516003,-0.014126379428295114,-0.029349174662473543,0.027995701780255376
PSPN,0.031048317750335723,0.024878634520869147,0.020229125355257397,-0.03707795607457479,-0.03793147220392887
ANGPT1,-0.05147825532345972,0.013829341538013585,0.016414084043221068,0.05205674843892075,0.002155359036308152
PNOC,-0.012763386796720974,,-0.016747399778937876,-0.002150830089506314,0.03380746886886079
L1CAM,-0.017038261503983982,-0.00390684014893387,-0.009944457409195737,-0.025844316964871526,-0.009602362009841103
APOA1,-0.02437462705703197,-0.010950289865137693,-0.0187868385180198,0.04283660454035187,0.08134266598571555
PSEN1,0.005931652113483364,0.004406554229759894,0.0072668030989415985,-0.001347442190400123,0.03603242442679316
CALM2,0.053243355195662014,-0.05405377867762137,-0.030216387881624115,-0.06031090939963165,-0.10984194417719013
CLEC2B,0.015153166708917731,0.06561287628584386,0.05246009396348967,-0.019708895439174274,0.052437087831059756
NTNG1,-0.02927348567644918,-0.004678854516517459,0.014649579813238216,0.015831367436342208,0.04079120732835051
LRIG1,0.0281352891699813,-0.018482697480359418,0.013665820230834957,-0.03172703888560202,-0.07449428887757949
CPAMD8,-0.013483707897022723,0.032651469192788045,,-0.0026987401860742197,-0.023176242666255193
GHRL,,0.009960645685442953,-0.015280422006486053,-0.029595109189762745,-0.020430099060129606
NPY,-0.014688235037303236,0.03418981241879414,-0.054763221627793096,0.16595270039421958,0.02473614690688859
MMP2,-0.031163995793045154,0.014168024612671066,0.006162759964633762,0.016906252558929514,0.0901866330232244
PPY,0.05147803825088184,,-0.01876567056453297,0.012303129174294915,0.03714265610872432
ALKAL2,-0.014154179935199398,0.007530120014509474,-0.001003603537209678,0.06374507289996272,-0.0721432510496071
CSF1,0.011909764097999959,0.07206295221071655,-0.013557608019641046,0.008040160514449132,0.07929276433822409
SEMA4C,0.0059243881704531065,0.029604863272186244,-0.002894689054725467,0.049823049511083066,0.038393135853522935
BMP8A,,,,0.02560625484975772,
ICAM2,-0.007683813111866638,-0.00827493943630852,0.03211931209191836,0.019352324945340012,-0.06803187332353708
SYTL3,0.014048361908134955,-0.04897824254950631,0.011073507843809002,0.08924673480413058,0.043909576687228405
IL1A,-0.004686734048092656,-0.028010717660311445,0.1311557245387545,-0.04401769226202676,-0.036723745064235154
HLA-G,-0.03394713347758302,,-0.025620221507031252,,
PGF,-0.032181577533733303,-0.024119904741534387,-0.030378571090659792,0.058954191182075635,0.03061520262457991
LGALS8,-0.03445052913131626,-0.0288531475297998,-0.019161978586446846,0.029171446040536606,0.013430213216015863
DKK3,0.03353826152282313,-0.0018052849955134953,0.006589040323658207,-0.04287023034541794,-0.081977220905104
COL16A1,-0.01766242411368108,-0.04106475760485204,-0.01016205950974776,-0.004705667715606668,0.08174940032630908
TPH1,-0.02542314564517443,0.016163501007085666,-0.019478486206428947,-0.05674451678921603,0.011365147864307612
TNC,0.05574918496537074,-0.018263953338500317,-0.05915892074791824,0.012533939562130166,0.08525274619274316
TNFSF9,-0.030152541549898586,-0.00892855555933459,-0.021831559918627157,0.015848482244348327,-0.05794761625338181
C4A,,-0.028431044700679788,-0.0142753653540506,-0.024868800049603304,
CNTN2,0.062362420110322954,-0.0497642931353586,0.003658132652950133,0.07103117946131873,-0.06206120054307753
F7,,,-0.014126380794281489,,0.0414724954202694
LUM,0.020894121334608776,-0.03537663420038703,0.004981536725570594,0.02753882221197653,0.029414747484262368
BTC,1.50305472136576e-05,0.07936972457690906,-0.013670371346603183,0.006829371582122608,-0.05836361747923087
APOC1,0.007233412338146034,0.04223137107392097,-0.04130549634695859,-0.028983715334839222,0.04271851587304246
PKM,0.006586436161850323,-0.014304300215064375,-0.04713492533753095,0.06876215568440193,0.14300281767299333
TNF,0.04506466795891303,,,-0.02535965849154154,0.06606298161925708
GNAS,-0.02832484650950936,0.09081108853164999,0.07095659987432469,-0.051200549647359817,-0.005355462872768751
BMP8B,0.0704338395863419,-0.017570841706531486,0.04316313570330239,0.009362892245113887,0.05690139263005625
LIPH,-0.015609971761807588,,-0.02243331751102303,-0.028199974055193578,-0.006237031377816815
CCL28,,-0.01965263125533685,,-0.014339759021198809,0.12136124038596031
PTPN11,0.050810703581270385,-0.03427520887348853,-0.005471837527502758,0.05604940940065909,0.033853469630358096
ADAM12,0.06618589158628424,-0.007725675558175507,-0.04075725356161518,0.07020070912521871,-0.04894934173060174
EPO,-0.01621214567886874,,-0.01351516156742906,-0.01524914197147406,
EDN3,0.03102001784901307,0.04671365750078813,0.13303273511694821,-0.02770757993712089,-0.03555229843030168
CCL22,-0.014825758990083896,0.039050425449471585,-0.011858965924117601,0.04573764539728933,
CCL2,0.05054367508025085,-0.043121036907715266,-0.004315111195338774,0.02791441284734215,-0.017861628029713337
DSCAM,0.005169631781038074,-0.015598804533013514,-0.016217025016215365,-0.05817542015327981,0.06451182206385435
ANG,0.002062575779806291,-0.024090608658922378,0.02848074456133755,-0.0018060641125308438,0.06721747872336435
FBLN2,0.0036156809627368126,0.057155767232311486,0.052473366274869516,0.039971769351310374,0.01839442756982168
VTN,-0.011400054015138153,,-0.01750031008866757,-0.007618314447065358,0.01944689506166948
VEGFA,-0.0012847789805619048,0.019264347315816666,-0.01695638285834244,0.013168298795031877,0.11913923627239302
F10,0.15104521407102847,-0.021106191677126754,0.009169023938109512,-0.02692227984423499,0.0048365014192105855
SERPINA1,-0.003713783345434586,0.03957564080007454,-0.0019993941658390827,0.029432185850018822,0.08181051503581313
VWF,-0.029879675910320994,0.07046629494322394,0.004545476347109855,0.018284404272997958,-0.04327590163476514
GDNF,0.013875007827245402,,0.0012141177616144297,,
VASP,-0.012467132610572654,-0.03249177396521598,-0.0012534062124136876,0.10419837366286663,0.02265968641342568
ADAM15,0.02360663390950285,0.06961106577439738,-0.012213807497302238,0.03770460307260151,-0.0010823015968942887
WNT2,-0.01665068569834673,,0.031091974325954376,0.0649559361200145,0.06301499672961676
CALCB,-0.01972000671468502,,0.03444326450526855,,-0.003527068087681894
OLFM2,-0.015654636687314104,0.04394349132122367,-0.03563810640760068,-0.030316602632939754,0.0400782994441048
MFAP2,-0.005177650894921085,0.01832561761098088,0.07541334713248284,0.021258770498097646,-0.032807476648075345
HLA-C,0.005699604460839808,0.03490419259969795,-0.09433494116845521,-0.05345276669072443,0.02738867605015902
THBS1,0.0655084650360843,0.0280457904241011,-0.009808667369199416,0.09892220868827495,0.041787947890382905
HSPA4,0.07070813871369142,-0.052953684298588724,0.01755640298223903,-0.0482465255274212,0.027861463845480224
LMAN1,0.03563233402138204,-0.028764140131038486,-0.06751207579025738,0.05126226001770979,0.09980675964624469
LYPD3,0.07165612965611504,,-0.003533526970790773,0.011246825398066635,0.0762335349827543
APOE,-0.01644929705994453,0.023864003852324372,-0.032458099706999574,-0.05077290727888596,-0.05857933381169269
SOSTDC1,-0.030677489717969852,,0.005250774041799665,0.04220779688185584,-0.019295191842097725
ANXA1,0.03882119195512409,-0.00284488389796001,-0.04548326256346491,-0.017586433784487984,-0.019289113413353848
WNT2B,-0.013548000508204042,-0.038968404547311264,-0.027560211986601028,0.0201906661495704,0.05266754399932274
AMH,-0.046875356790694135,-0.019652628749208617,-0.010557518728330611,-0.01054262205987378,0.08785574744922435
GDF10,-0.02496825630487686,-0.02480382457364484,-0.0292495782837017,0.04055133526841317,0.051334695911677386
EFNB3,-0.001124773404538981,0.017754976451768413,-0.013589072404282953,-0.03907084994828576,-0.01235268166645077
LTB,0.011481116679521787,0.01556420694701573,0.0267316186544055,0.014019434885683957,0.04210695619010352
ANGPT2,-0.006018588194719999,0.05387495579163582,-0.006665243680799422,0.019951443300548707,0.025222378982727223
NRTN,,0.05433849827425443,-0.012034281617916056,,
ADAM17,-0.059412518974611264,0.031152105696000364,-0.046965999989808695,0.024484950698818703,0.06711063357905656
LRPAP1,0.0027909295655649887,-0.08396670920293474,-0.00018454317977935762,-0.012262695585874481,-0.029715966284038917
NID1,-0.061915333134964376,0.03636915720069256,0.013798267166957397,0.06229004307882945,0.07918178251965613
MST1,-0.037206994309088255,0.04084551622985405,-0.003253728622525627,0.07585262465335796,0.04438985137721688
DCN,-0.008488682941080104,0.02540146828998437,0.007095529561658187,0.009196869563592117,0.009041493512422623
IGFL2,0.08402190521949747,,,0.11710598893023043,
COL7A1,-0.061502505605763154,-0.017522398815047982,0.007266431875107548,0.0318951824259351,0.058502152628611616
CALR,-0.022064926691733985,0.019770334417179316,-0.007701119228032122,0.08637024643804159,0.04027371752138167
PIGA,0.0061303533641642385,-0.052466031420957016,-0.047020417330141076,0.03984509212585949,-0.004376057530942425
CD200,0.0852269295496735,-0.023149093529028376,0.06699369168820392,0.018763585224856036,-0.014635823478291829
GRP,-0.015143951432115187,-0.027143455265859696,-0.01319963992713143,-0.01809409070880763,-0.03331698111546186
CDH1,-0.01033980645966048,0.00643002842730055,-0.045878606404050705,-0.0031332565960093556,0.04999266026811287
LPL,0.04353979395863291,-0.013211700490707821,-0.028186844804721126,-0.04278085226171185,0.10804721685666913
SEMA5A,-0.03693704290329273,0.02428452355035246,-0.017481923323613292,-0.0619861962767786,0.04552092110070264
SEMA7A,0.033686434652470225,0.013847067405208302,0.015751937716367577,0.045350953506231396,-0.0041896312398488145
SEMA4G,0.052014144805892865,0.009669659216537601,0.047432400562423975,0.015452359783844587,-0.04809663967644557
SEMA3B,-0.0748586759221495,0.025119338070708583,-0.016671700763547685,-0.04363419190185801,-0.017631939361320778
RPH3A,0.01664974856469934,-0.018511202362748364,-0.02065338341524971,-0.0027060028332579976,-0.017864362224161958
JAG2,0.02423429624548101,0.034651599415027046,0.06255089900697876,0.043267867803084094,-0.005785251974569851
CGN,-0.04917944210473309,0.035056277300925705,0.05443678308284155,0.023397995134186056,0.0033314678637468755
