,MGH258,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
PDAP1,-0.044644294354713204,0.0025052325731268234,-0.001285242357660082,-0.036243980218090485,0.0004561710088106411,0.030807078181443456,0.026408641700468142,0.029904408299696636,0.013611423935275327,-0.010119777875175652,0.035211251372651214,-0.06077463591145913,0.01844476599288858,0.005947000890355914,-0.01198884585141593
QDPR,0.004074619677498153,0.016613223526738528,-0.07847750017948024,0.093730744877093,-0.009776410399196207,-0.06696464469162468,0.05854316653997343,-0.0019811711323210876,-0.031552929785093595,0.056458188199771164,-0.04527889508830296,0.045146772880976745,-0.016066151358498062,0.0134782597713089,0.03931186561830959
POMC,0.02820282905455216,-0.034523010670810546,-0.014551473140521558,0.01750257705160945,-0.0002387780093362759,0.011035216924365116,-0.014645674462481979,-0.042086523249099735,0.019802121334485685,0.04106565399786686,0.019573962226943898,0.055026069581061175,0.11335787309129389,0.018479199781013717,-0.007041988133301908
CCL18,,0.0023934985757243766,-0.02846133125795971,,,,,-0.005818860220826011,-0.014378185639936742,,-0.03815050712020232,-0.013015131923710573,0.04527581085822745,-0.009716302794119055,
CCL17,,,,,,,-0.01574220298520926,,,-0.016796123395668647,,0.011050181564185002,-0.0071638099061752634,,0.11692285591029668
VEGFD,,-0.008138360236813413,0.020359801849605393,-0.023671987061831996,,0.05457958083470148,-0.01677198578689285,-0.01888635728368712,0.05379686835239551,-0.01800092567512429,-0.04298081078670958,,0.07046549317573349,,
TNFSF13,,,0.025946243814871685,,-0.01070191093448009,,,,,,,-0.008840045677978981,0.035560250407476617,-0.006965143363730818,0.02759642080892834
WNT5A,0.03576368595741151,0.07343680763495612,-0.013306719197897787,0.0950767710117199,-0.05282540880590403,0.015205740063295196,-0.0030061084352667345,-0.041253413012865864,0.00612821085440715,-0.010592778934589514,0.06851805702746873,0.0037959217607076334,0.01821839274877518,0.04987007791978661,0.0683652514044239
CXCL8,,-0.07723453927631169,-0.04290101024847774,-0.04394060234788676,-0.01522277418739148,-0.05255546655039968,0.014375505017535272,0.013222411358806025,0.06393629493769722,0.048158668456780164,-0.04932649705600427,-0.13030875846405096,0.0003323170710491472,0.05259314662897557,0.007689189714170753
GRN,0.005654827799574862,-0.011535800457129474,0.06938826542179544,-0.018100235278553905,-0.05312730835706251,0.08275327932796811,0.009442871581117777,0.03556549455690921,0.0040260082739071845,0.02087577802227424,0.04875643757439857,0.03579991916370405,0.04330544360734263,-0.036675457377752296,0.07353368253641114
MIA,0.11168143662361646,0.19408469506093007,-0.014536240496548199,-0.011715527384737223,0.019337369594234783,0.041656785322552715,-0.0013871871901857738,,0.0686036749848838,0.0029668505971723108,-0.01072605307120473,0.1112952789722543,0.0511254145277823,-0.01304459320018523,-0.046479242039794394
COL4A4,0.06398578409811224,-0.023408928401270745,-0.034181827599152934,0.03482553760907949,-0.010182395439282267,0.039876523031165186,-0.016435346959405277,,,0.09100868690943963,,0.03918073393688875,-0.024387262475111745,-0.03151622836125626,0.03006812004004663
TAC1,-0.018408447608767642,0.025147804714223038,-0.04001947876496444,0.05219967772154204,0.029705775535822317,-0.03399126966143965,0.01738267746415534,-0.048891612943031446,,0.04495004006608655,,,,0.09813087344159821,0.03029270712388984
RARRES2,-0.008832102112307994,-0.01448157505544078,-0.039412509413707164,-0.1118637471127548,0.030909930569778993,0.05875403828183799,0.01550929222771252,-0.12809320335289825,0.009870768556444563,0.014897486083720627,0.0075322019744982795,-0.04711792493811797,0.08019513738661946,0.005079697523317367,-0.0221599071328206
FGF7,-0.010187988201738427,-0.04903327644482635,,0.012830870188429488,0.06713917140658553,0.01771572282447103,0.08061049419575358,-0.0019966989245241203,0.05663465472060549,0.01661178949769129,-0.05474762515375808,-0.014279174145298402,0.008269483724955734,0.014063271092942932,0.05793672766596907
EFNA2,,,,,,,,,,,,,-0.0014459132907147505,,
HBEGF,-0.017310218221215548,0.0486903647275652,0.08238790810539035,-0.041788670033912415,-0.009106937618464532,0.06125532260431615,-0.003309589336145388,-0.02139540370503506,0.017297890625163292,-0.0422691303428274,0.02969024288860636,-0.017334216291212946,-0.01984732377500143,0.010081072008597668,0.07013739976109576
CSF3,,0.0077827938841987685,,-0.05897493631896699,,-0.026068400143858042,,,0.006752266121630231,,,-0.056105145492675104,-0.04287483648936242,-0.041400637009064226,0.01509794650424209
PI3,,-0.0455638165002774,-0.02994252046302638,0.00015761578227842083,,-0.029353362627624197,,,,,-0.04132163824402223,-0.09022530512419556,0.05160416087771031,-0.028223660005555287,-0.003167777943838912
PCSK1N,0.03543744667243401,-0.00505132370591482,-0.04896530312561441,-0.00922605694078019,-0.04052255359853581,0.0010698241470477904,-0.014178600544056607,0.0837597741475004,0.03575901631987509,0.013435464118823771,-0.006995844958536869,-0.05311481162678573,-0.008099125479553437,0.010663864589472539,-0.008628492976989312
NTS,,,,0.023479300761172134,-0.012430391307850666,-0.03204119958023289,0.011251804419408583,-0.017003788365042485,,,,-0.033884414378828574,-0.02576474380772481,0.0011894764809110801,0.018377479357755036
SFRP1,0.1661495528533104,0.005598409644779489,-0.04427177913925176,-0.0001103249856753403,-0.037831347561678566,0.00896578485195095,0.03434322441868014,-0.0317403425698912,-0.03430897356771446,0.03625739294779058,0.0752736146505399,0.018906890031629354,-0.01941423711602891,0.0672580599252307,-0.03249958982961129
CXCL13,,,,0.040604948167174984,,,,,-0.024425302230606634,,,0.05603558540352822,-0.054335069682210246,-0.025968541231112828,
MICA,0.022439018379403975,0.08710387130876505,0.06762188692432843,-0.011278049258533923,-0.011354429666221987,0.04696186453474289,0.04020481445992625,0.03894892740819419,-0.0019137087230893652,-0.012288838082351377,0.05110718647974788,0.062409245497783525,0.05988394121584064,0.029866404385436703,0.10513786244684742
TG,0.08538102082354165,-0.011232955810268262,0.004039956909424505,0.07639526844313821,-0.014347948385420318,0.018794863960788194,-0.01585967376764452,,-0.026041814158706916,-0.02523014732266573,-0.06028104412574218,-0.006698296574605405,-0.031732098508925236,0.11371403212064363,0.07910687866184993
ADA,0.022817293875822223,-0.045341495987267395,0.06749837358264474,0.005834907116802819,-0.028030126548729464,0.032438156463026335,0.0009135225545405809,-0.058588284408720354,-0.006293185246099658,0.026376930835407385,0.07022942358960291,0.11907099039751118,0.023673723138573525,-0.01905319717417397,0.01685267500352597
LAMC3,-0.014893795272000146,-0.06568069587672105,0.14861069383502207,-0.0009622006719767601,0.033253457667890784,0.051615200732064305,0.018017163137620806,0.0887423621786755,-0.05507566087886208,-0.010096038215519593,-0.07253198182194223,0.09359030381119528,-0.019437941756592074,-0.09082421761430184,0.03614672155382095
CCL7,,,-0.01810381102972235,-0.0354827065837553,,,,,,,,-0.03745020742320947,,,-0.006328899808679835
NGF,,-0.022158974704493534,0.08233751055846814,-0.037874096190986736,-0.013691791123703858,,,0.04547301825431648,0.019067099388179326,,,0.030567521581932076,-0.02086366964801319,0.0006583169836894834,0.06883484744423081
TNFSF15,,-0.027413417224982143,,-0.026271275546794374,0.005516115972825328,,,,-0.019496983320162614,,,-0.03650974694203051,,-0.025709084821389082,0.13803180833250545
HMGB1,0.06883663205222365,0.03341350311190671,-0.019230611865356347,-0.030063711624234206,0.01280360658642782,0.04959868906665516,0.02964229844064263,-0.005281762792964138,0.03073894167717992,0.03311535680012899,0.05453384875914147,-0.05611420381213731,0.020353675498135472,-0.02441613081069778,-0.09749638707244836
ITGB3BP,0.04207352901969562,0.016985204490037455,0.022196036674661662,-0.003961212849884834,0.02425371733415982,0.004809591816894465,0.011604582703589014,-0.031890366206806166,0.059048332201260566,0.04094170183027757,0.00241068098609373,0.05174420400533587,0.024978247104958978,0.07303019623444575,0.020776738639418944
AANAT,,-0.039716458388808946,-0.02626587550157837,0.06914197856327764,,0.028538425025303522,-0.014262697303464704,-0.01598607227138265,,-0.022530392968733777,-0.05195574706406148,-0.032854399045207136,-0.0001631971306949169,,0.008977653175734198
RELN,-0.01767420869834978,0.02313126177282799,-0.00837711513547219,0.011448097965651216,0.029595641465596165,-0.024839618438157858,0.024953002280104924,0.09441519108976927,,-0.011444394300072588,,,,-0.007768656781000779,
IL15,-0.04926224352950319,-0.03896769939095878,0.014361528854965486,-0.018744469639200508,-0.01182955923262297,0.07219844599619693,0.018987504794728483,-0.03275903282476613,-0.01237161017224383,-0.020895898140677122,-0.019383569605124572,0.03946947228924372,-0.024961804798769815,-0.02430756141184958,0.02010279992571118
UTS2,,,,,,0.01446775690897593,,,,,-0.06758022494282155,0.01910011065665723,,,
BSG,0.008982474097632451,0.09327664861689706,0.05006865729294764,0.01704481603830427,0.010853973029601062,-0.005056898007764733,-0.014184625074680959,0.006365551473309498,-0.04624931828700723,0.020264929951206666,0.03296097624058461,0.021617991345316796,0.046395194359996575,-0.037600628406430775,-0.020665700492935844
ADAMTS3,0.028519707060155927,-0.054090001623928886,0.10582855528083623,-0.028234451754434668,0.04137029559138554,0.0584815463660939,0.004389734450856527,0.01553876217165691,0.04229577212496914,0.026660463339586275,0.031846438260550856,0.06481215878750987,0.07524394071878693,0.03125924399160739,0.05340361221265187
CD34,0.026402581471130632,0.0013039310839220058,0.08785346780414616,0.034467009155545215,-0.048433322556849,0.01034651185051821,0.05598192046462007,-0.008561644943466368,0.01947150828832614,0.11223197601146243,-0.04656427723150682,0.11501194196676129,0.05726198232924899,-0.04634950638266959,0.05353400321116039
CCL23,,,,,,0.030801406690011465,,,,,,,,,
PLAT,0.03689639609941104,0.02400434143010641,0.06196217546274144,0.06636508127705322,-0.013459736124222499,0.044473392820581464,-0.035500231336173374,-0.02797591761514566,0.005694225074151356,0.03680288813454763,0.1303146871123996,0.02347395761909405,-0.058285732042093634,-0.005763446924382497,0.06443214670214241
NTF3,,,,,,,,,-0.014126984265591799,,,0.06288604598740177,0.003264500359036005,0.028961565562659428,
LTA,,,,,,,-0.013736463908757535,,,-0.02089590072007654,,,,,0.04309401702691911
CKLF,0.04305869310117473,0.04139226364636179,0.08560031516521682,0.01845576956781522,0.0319957621766279,0.04611466260068394,0.03321614580339976,-0.06020561608058692,0.005147816650002493,-0.015777354596850295,0.02595678798684813,0.0854531695795255,0.017727969539917118,0.04435788299258204,0.014186740665345171
APELA,,,,,,,,,-0.013589571744325213,,,,,,
CD24,0.01745907030837123,-0.020111792682602523,-0.02542475047313741,0.1196149284463417,-0.010656365323792669,-0.024869042627693638,0.05723425548196785,-0.0345771581100221,0.040192060612290866,-0.018286245728205763,-0.025369011583677593,0.005997788619537427,-0.032279749895130605,0.10150102590556008,0.025138348334850798
HSP90AA1,0.004765492179896433,-0.0622261358326234,-0.06228172977796685,0.020703639879575856,-0.0022012453141270526,-0.05421723671113386,-0.031693684275738494,0.08031011186242909,0.02264376355323855,0.028722654595974763,-0.023510528856208805,-0.21012844321425078,-0.03191903033264888,0.010383502269898686,-0.08362765234943595
BMP4,-0.021940584943942035,-0.0004406803602303532,0.04213166778173888,0.0245163992120025,-0.029260275488024436,-0.03628469631992047,-0.03212367132303343,-0.025498132152648012,0.031271655771803436,0.059035420615698046,0.08256624017485717,0.09999541740132162,0.023797430825410536,-0.021694127243538107,0.04399065114938381
SCGB3A1,,,0.020392562318687857,0.011845451286014594,-0.01510064158173758,,,0.04787851690504353,-0.012904490218950342,-0.014580883185739532,-0.042980769005482436,0.06475682991318837,0.0021567012375963545,-0.02463856624610418,0.09087051994350524
IGFBP4,0.012893634122046293,-0.0267158162028214,0.11367206688874608,0.047919793411291586,0.04591515057476778,0.021989765818712564,-0.027541180677547218,-0.02501732407632892,0.007938256573333375,-0.05341905933335484,-0.023545647295791134,0.011503477092476658,0.05101101340505089,-0.02894368494924442,0.08242797897413941
RSPO4,,0.10632179095454038,,0.01593974067224701,,,-0.01597634378052218,,,-0.0170751591169663,,,,0.005183341363697123,0.006775735774261569
LEFTY2,-0.021108442999918556,-0.003986475130987308,-0.020033475621888445,-0.011041727798828796,-0.03390865257190816,0.029281617740319187,-0.03934415377034461,-0.017003799560908937,-0.022045041349561163,0.05353875917483601,-0.014938055411845062,0.05346718519139965,0.01029468529084561,-0.048897324516038926,0.041539646424572
PF4,,,-0.018779795978631386,,,,,,,,,,-0.019383545148941365,,0.005754086096573853
ANGPTL2,0.02090230218488219,0.02140318480272005,0.04125700500148259,0.06736834231457373,-0.03022125357989591,0.0645426959320485,-0.041464978816088856,0.016372392414654997,0.015364658822206065,0.001370416468847446,0.020197153969764674,0.11272780268443451,-0.017708230621770165,-0.016309442577673278,0.05165066091331425
LRIG2,-0.003488238493351474,0.04862873362992866,0.011584790633719842,0.031001325429564946,-0.0021089052766594726,0.05089138467582285,-0.02319937696750109,-0.06024366622690645,0.008207729040059975,-0.0073758176033313924,0.006326742349968284,0.06856464110931422,0.007825200810320149,0.020196982563525524,0.05069886586721309
ICOSLG,0.020710658494854605,-0.004918244912021266,0.08036246783839616,-0.04987731958424334,-0.03956140350506697,0.015883899033282217,-0.017248379778228646,0.034033599442204035,0.028059407775356916,0.07134236417195614,-0.002757263174924038,0.013246672686238331,0.03161797331472151,0.010166508048650895,0.06150392201797234
WIF1,,-0.026522920355079672,0.008242503318882499,0.011658418460214844,0.008009508769485424,-0.009869160960537813,-0.012328566084821505,-0.038950881845000555,,-0.01320582876043646,,,,0.11779960327663758,
NPPC,0.007338650879549393,0.09973983857030586,-0.009659433014262052,-0.03009090652904803,0.039500847606892174,0.009043739548955742,-0.02404911519291441,0.03040937593377767,,0.011571416471345988,-0.05369506421552453,-0.015353701815075348,-0.03667496689477184,-0.03406294710524592,
LYZ,0.008266552601718371,-0.008842686697187829,0.07781132710232261,-0.1105440859549427,0.03854850874895998,-0.0019136506184339367,0.016957907717710358,0.001925155604401993,-0.0038015217905327512,0.026672635231485463,0.06222540173355181,0.042288402061387335,0.03504248202078052,0.05167263326979531,0.05639832310756318
EREG,,,,-0.0457863294852324,,,,-0.017491940585632925,0.051815365033132874,,,-0.0014160689283457754,0.013838806490326563,-0.0012600031275919272,-0.007365240004079076
SPTAN1,-0.009571260921133626,0.025806867339702447,-0.002325700325574135,0.003667082334166872,0.00940899163843467,-0.02532167389115684,0.022095537040466063,-0.024612151935832535,-0.033630139183890746,-0.02060255660594779,0.03432693449017615,0.027525090266489936,-0.0123754576909278,0.04910763195019437,-0.017901041045734808
PTH2,,,,,,,,,,,,,,-0.0045283331106582584,
LIPC,0.008803617916733153,-0.056773682747485836,-0.022991406449409786,-0.007755173547553274,0.021516592325099188,0.012946840416159771,-0.029869401691816518,0.019407788599096826,0.004729035782968788,0.010536679963076244,0.07547440265757309,,,,0.009702536878036724
COL8A1,0.041925152501161626,-0.023990139754293024,0.026284866609941927,-0.030301064286437612,0.002069207233918881,0.09928485087570435,0.015220132377051216,-0.00992173868500441,0.01930760044266708,-0.020959849515741334,-0.0006661681118685935,0.013322103646201292,0.029126649243939644,0.005295624446695817,0.05985070310043413
GSTM2,-0.060953251207916996,0.048349806705524676,0.04270467145713814,-0.04630440841313039,0.06343394109316161,0.00018467267489753758,0.0363659638708385,-0.007938518942995668,-0.0303619498433536,0.006656118943837826,-0.05173105540287733,0.10400337211062911,0.08177352193686606,0.040987338411962365,0.09515425018566157
IL4,,,,,,,,,,,-0.03700520339027636,,,,
SPX,0.05166848076336422,0.011953939772727662,0.027998358424396467,0.003424101130952176,-0.03711236411239861,-0.017728225375862283,-0.014733354530792978,0.013479572938994551,,-0.015756645984666952,,-0.012427801013343568,0.009354190150018133,0.03553414896243977,-0.056175175344029146
MFGE8,-0.043256897260961824,-0.03825109301007986,0.09656060856926676,0.08840497336169649,-0.028622624451247105,0.08481262776539829,-0.012389944160977091,0.0032191430596966468,-0.0356378395560189,0.03360577443287088,0.03450859865340485,0.041931123053506145,0.03788270670742364,0.009031165697864732,0.0992762762111752
TGFA,-0.012735026790257698,0.011717438612545273,-0.04927551901729052,0.09485214717915479,0.013443305457701085,0.018576647742313924,-0.04479295648730758,-0.0168247994676141,0.03342861591838095,0.02491717814621256,0.10696155072557671,0.00918681375441261,-2.4244882491567426e-05,0.04749158102800909,0.04044451761237815
SLIT2,-0.001170648777803475,-0.05485808807873873,0.06522397370036999,0.012445087576337445,-0.031872171378428786,-0.0022559469590708757,0.027908565908020624,0.05999703355587393,0.011783023687245988,-0.024039910022178885,0.04299685246213411,0.06731283050742425,-0.017556823960049293,0.010628082109947532,0.1042521563875824
PLTP,-0.03791059704046837,0.06706155733955287,0.015999612780383986,-0.08801449322482181,-0.0739292826980601,0.037829467201019554,-0.0028871822384679635,-0.02607883765689395,-0.001714142324203404,0.00037211000514405607,0.03817722645074639,0.03564682748115972,0.043819300796983554,-0.04551924155073034,-0.03459913000218162
APOD,-0.006087690968332364,-0.04677895360831231,0.06242856819557739,0.13558744464595446,-0.07111030932465415,0.011078546467732434,-0.021434408656050747,0.08495250343331713,-0.052769519148336316,0.0028680953423599552,-0.039054403869299155,0.19161399338916932,-0.08045348710757246,-0.06793698848118737,-0.020797177918181017
B2M,0.07166959494572585,-0.08675925040209845,0.04622537195352502,-0.06673596450790768,-0.033111832025761234,0.04212697008446455,0.0009336711768734574,-0.058132481329525004,-0.06284871278333964,-0.008593286627172321,0.007953797704374157,0.07589443322655275,0.06574206273218888,-0.055670049204680196,0.023150450986166603
OMG,0.06480442320696553,0.0139563611229575,-0.029754478477623667,0.07190959432356567,-0.009053541292166584,0.018570800336262173,0.011102075611364658,-0.001899060069041942,-0.016325497909129773,0.008967390870409698,0.026346846424491716,0.12845975477068874,-0.0488975572749279,-0.0032879487948946,0.057526179041830904
CXCL3,-0.017168445293809682,-0.005945313438928613,-0.04637614077081902,-0.04921664887126955,,0.01794937517372817,-0.03945835432560281,-0.0246241883558379,-0.03416399838906804,0.007117757649369996,-0.04279623879281582,-0.06905880592412941,0.05316959332819179,-0.05033031838000098,0.03775629041467142
CXCL10,0.040147259432195485,-0.033140044391276276,-0.05566666432378274,-0.0017255949309485583,-0.01616966732410646,0.029578613811737153,0.05249650214358881,-0.0357661197649737,-0.022245163307538184,0.0043717687490343006,-0.07976092328654409,-0.004094604985469574,-0.025998953266404366,-0.018045875263390302,0.06551964537064206
RSPO3,,,0.0028401809550049153,0.01414256196777752,-0.039266010409722364,-0.03861189556209813,0.021528727397783665,-0.037567464707489846,,-0.0157257399055067,,-0.01180572908233917,0.08712960879477535,0.02093627099283722,0.1915544223078208
CORT,-0.021319236644096237,0.007505734458762757,-0.004968709611151552,0.05869095443695294,-0.013554753622185717,-0.01550105984797185,-0.02537805628511827,-0.0027591869548050287,,0.09162920768106166,,0.011371608269088248,-0.020283894808286528,0.007136047749161702,
NCAN,-0.004163898974738801,0.048665689216079416,0.019810021902583137,0.10078817268403667,0.017427448061466604,0.05671286248864632,0.01109184552807166,0.012241982988641511,,-0.004253727502413443,-0.0640556876128601,0.14509231779140555,-0.032255966493280185,0.051935905853686654,-0.08707523359837721
PRG4,,-0.04142012371109533,0.022497030089922414,-0.006672731143280897,,0.039099762947456686,0.035166124817493025,,,0.03734065334859895,,0.07972847950612888,0.06586981588945579,0.0036835008184926987,0.0199305436343013
ZG16B,,,-0.02510451930882552,,,-0.03611291418987365,-0.01091486755085125,,-0.01604540490991285,,,,,,0.08323492075005756
TGM2,-0.005347737292406501,0.02919609392548307,0.12662823336095924,-0.039187405409464096,-0.005201158622893661,-0.021271242905546245,-0.039931140144986235,0.11030032047908304,-0.012713029823802477,0.05817988487269957,0.06055360464616753,0.021440438243714798,0.03204925412141049,-0.006683136830574889,0.06460899873719651
VEGFC,-2.2350014918399474e-05,-0.029719765743061646,0.016110064465216845,0.04033706516056623,-0.02425073912100481,-0.009049486306326111,-0.009347679906990794,-0.019765816699563173,0.008788168751719875,-0.01876363515822804,-0.041947990350548484,-0.029007525572715086,-0.030354233946319892,-0.009542894641989293,0.044478183221404996
WNT6,,-0.03769258056462852,-0.00559841526719364,0.015254177354485431,-0.012133482826833492,0.1218942021540014,-0.02429064842695862,,0.0655548681880182,-0.016375953260197897,-0.04692511401516856,0.035307678968010944,0.016183952314898126,-0.012506960450352341,-0.03598051033286282
NRG4,,-0.028089848128004954,-0.01667424553856024,0.037687774040782,-0.014853625994644414,-0.004103616050150147,0.09999245511800493,0.0029762248368110623,,0.1354003157567308,,,,-0.013638383039519893,0.04893330484114749
PMCH,,,0.12489415448505771,,,,-0.015976343009491033,,,,,-0.026805742626619056,-0.013800447843457691,-0.027337244877096968,0.02411845406135857
COL9A1,0.023722551527443205,-0.02951646979378299,0.036007633201629946,0.041663992223845404,0.023611063857202828,0.03676901708253305,-0.029253270587196505,-0.017249453797742526,,-0.011255623338564875,-0.07203049910316472,0.10563971434275228,-0.010645037071333421,0.03918667429650816,-0.022534064005769697
GDF11,-0.04592400902814263,0.02376282287317414,0.021324860361612887,0.13598802948071054,0.021057654659821953,0.043217145902372384,0.040336617389526035,-0.041018129423818564,-0.00722956197353875,0.020931800451015812,0.03313344707305116,0.01451508186393614,-0.07541872853037634,-0.001924580203439774,0.00883739216245861
RAET1E,,,,,,,,,,,,,,,0.1032876952581417
IL24,,,,,,,,,-0.018338639653300622,,,0.0035020319277314434,-0.0190744843764982,,
SORBS1,-0.026101847452533262,-0.06604953666287444,-0.06205743198924168,-0.04188143014505189,0.0598104756226581,0.040600676308302226,0.029182816652843627,-0.035412372515356866,-0.04002172506755894,0.02449688732767713,0.13179090166659901,0.05668767331866475,0.04157079619935366,0.01137006807223863,-0.002902393315163996
DLL1,0.0015527588812224852,-0.016457242992319036,0.0503575802132709,0.024647150982960123,0.01735373362414927,0.07577254057408411,0.000515677661660827,-0.016150457100265678,0.010379172759136121,-0.03219977811637192,0.014512506777414313,0.133910090750633,-0.02836580399874091,0.08649170409542217,-0.012517729064581946
TLN1,0.03707798154634807,0.02895731770990865,0.07171901781568794,0.04894466748235949,-0.01233538700069171,0.08638735876023358,0.016200355216132254,0.06734429901752083,0.010450777499986382,0.020399091815242135,-0.044741753886376516,-0.08905805960602993,0.0377847475596705,-0.009130243486740675,0.07337010850399994
COL2A1,-0.020024215410358013,-0.00842596639343826,-0.008631990674440803,0.09161312480965707,-0.013145118597635315,0.1663069356353602,,,,-0.015277654539592735,,0.03758255901135819,-0.0497139413128121,0.04300240745822633,-0.03477292004526039
SHH,,,,0.02973309841654908,-0.014347949919268644,-0.02427016258370202,-0.010748045276714512,,,-0.014580881911279571,0.014151211697390005,-0.03912752199029084,0.031123785962918787,-0.024826092559524865,0.008251800243226345
PON2,0.022984610752119,0.041969291707577655,-0.024622951560623822,0.06477122091804256,-0.047736875908271865,0.06850265805437772,-0.007261613041611978,-0.01424561888858322,-0.019210644364485885,-0.04505178255664542,0.00544290759538787,0.12442155979823458,0.0666990523869308,-0.011078469010333318,-0.020356965503035812
ICAM5,,-0.06699736705971338,-0.027882458163672633,-0.02595373469330017,0.003242128432267159,-0.039275316720172426,0.06002447427294923,0.03407534847498136,-0.017359775677116784,-0.003950711114763199,,0.040309560282277515,0.03794237651321767,-0.039013628847204676,-0.008451607216630047
HPX,0.01760227968054115,0.05154405819901892,-0.011002104369756058,0.00491373290334219,-0.012133483645322542,0.0076614093804584235,0.031510181865325754,,-0.03446975963280461,0.029910390382324504,0.1172902836564651,0.01587330987179279,0.09031008552826379,0.012998461681478946,0.04109412843855865
SFRP2,,0.023188659582606623,-0.02406906260271227,,-0.028683517786485892,-0.024639760608848035,-0.017851961836265313,-0.022353775986107657,0.0030306992218885136,-0.016647378436022774,-0.03700522517095735,0.018298719068663306,0.021054558746932146,-0.10668781433676795,0.08011462287196945
CFC1,,,,,0.015511940316792663,,-0.013736464738923006,-0.01796779659259948,,,,,,,
CD70,,,-0.0024455238001458214,,,,-0.014078731777227026,,0.05199575644283651,,,-0.02465975284833435,0.04026686921675447,0.058157865807740516,0.07924499559804025
HP,0.01806374797112938,0.06088334038970079,-0.03607702706808693,-0.06414592189153864,,0.060662837695550975,-0.04038714251077723,-0.04054424450893676,,0.035247972256342276,0.01121348151550546,-0.04193942709730603,0.053622860779246495,-0.01950790139108839,0.06928050114573577
CXCL2,0.04680696653579461,-0.006709739609428186,0.031660535475916685,0.026729159444130245,-0.018752824239597628,0.008192198322431404,0.01877903418633146,-0.0345747168644249,-0.02101837658288003,0.01915122446723675,0.10263898430554172,0.007231088496573565,0.04599689986715484,-0.008350871124524232,0.0628293802344614
NPPB,,,-0.023355666063121804,,,,-0.012028207169398841,,,-0.018763636522961036,,0.037215044707657755,0.023443562220490287,-0.04085833790038028,-0.006267204306420872
CCK,0.045051549993380145,-0.10863563699177077,-0.03850957013260621,0.11402203152615319,0.043732995880597106,-0.04419756267602053,0.02947377520654321,0.04654486725952299,,0.017735457137739562,,0.03198855594593387,-0.04512463342620169,-0.015899107249273688,0.18405011979982214
SEMA6A,0.024813289138489014,0.031554905336705644,-0.05607054489795419,0.018067061483949407,-0.03952280013263439,0.041037387341188405,-0.0012262014126943517,0.0067907251262323675,-0.02023973737286539,-0.00701717945822934,0.054147768902280714,0.032574576806917645,-0.011348548595187422,0.019651952820689517,0.01636189483858466
