,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
IGFL3,,,,,,-0.01799030220128993,,,,,,,0.034370212460976976,0.037464852076750925
BMP1,0.011652344380669637,-0.007601016572791162,-0.018759618426172558,0.001600079675480719,0.06607728295705675,0.06768514655727252,-0.02185444009498861,-0.08052866858146013,0.09093377852597057,-0.006011483416473636,0.04554358261592356,-0.017249062616486014,0.07765809049062616,0.018918033278335137
NDP,-0.01776937806670586,-0.03035780602370387,-0.021338853183235033,0.0345190842168938,-0.014367961029096188,0.03964900029723116,0.0475405759507132,0.10560434147057407,0.035422646523595946,0.028346609264650133,-0.17039122583381155,-0.07300008044156069,0.0821298373632402,0.04688670182792004
TNFSF18,0.1116212054638887,-0.031007377098072754,-0.02116622962416331,,,0.0893171237755847,-0.011676371525106768,,,0.07382160028808105,,-0.05014645013976159,-0.01968267805235047,-0.03593883964962967
IL36G,,,,,,,,,-0.01970448125817614,,,,,
RTN4,0.02121420153297763,-0.05558900716333407,-0.009506817102317712,0.011281020875844715,0.08947943219780313,-0.12354122723213823,-0.027400466311935517,-0.0044690110089625375,-0.005939805784085445,-0.07890913247325163,-0.06493115504668327,0.016435096906034754,-0.09656427252101325,-0.021200363658042745
HEBP1,0.08004775160054849,0.004344388832652092,-0.0023941442843588333,0.016531676706485803,0.02451508489556698,0.04129333541881358,-0.008128597316368062,-0.05820317042004744,-0.015443154500411586,-0.02666336272479896,0.061067090344184664,0.06459951832608318,0.03478843782379972,0.030943974788254988
WNT7B,-0.025943809030158596,-0.016576770890566972,0.028869027592879272,-0.02012441803665419,-0.05364584471218869,-0.048670655525505306,-0.014918109895464467,-0.05737739597656301,-0.021657495674731898,0.03987274977965991,-0.069675156274466,,0.13699474857672764,-0.00823032769146741
PTMA,-0.04338640569001189,0.04502322851136972,0.010941467875783853,-0.0692930460855903,-0.000942376421318064,-0.026807608478540013,-0.013061116528723856,-0.043306316963481487,0.04888311742617249,0.0007865783622180966,0.08180460137826563,0.1264663323505444,-0.0582413104485659,-0.09046272729630483
FASLG,0.027381104633053405,,,,,,,,,,,,,0.07235580332028675
