,UKF243,UKF259,UKF269,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
COL4A4,0.07029337663315945,-0.039836174558553455,-0.013038939482414861,-0.025847760594146174,0.044194445479259256,-0.003807240091274027,-0.005777195216168489,0.0069930267854877515,0.01564133000786368,-0.051191076780241464
TAC1,0.06766456344346607,-0.052821337473318505,-0.06583755868754043,0.03278427785652286,0.025762573078798815,,,,-0.02332181041532054,-0.0260171563906454
RARRES2,-0.030641560983045355,0.03229704063435323,0.07499222396717851,-0.026376356859064216,0.04238204718055224,0.02912072723044443,0.1388399630990941,-0.02243734710820096,-0.05118764807706742,0.014398038134582056
FGF7,0.0018443660896034482,-0.02059243811538952,0.07461584658570863,0.080989848712684,0.04724830671743283,0.0643516225475634,0.03897444312590023,-0.02454249847826352,0.01341771850540575,0.10956724500232257
HBEGF,-0.033685757570911266,0.007272546126766761,0.10322884864220572,-0.034743570067484235,0.004955132433699597,0.07646308019689639,0.015899338310740533,-0.012504732238729173,0.022084253060497373,-1.5762162735942824e-05
CSF3,0.03580537335918966,0.11541944530927384,0.07013695659581586,,,,,-0.012509725599583486,-0.019379408756106446,-0.02083676933234585
PI3,-0.04025204244366825,0.019170109138857236,0.0840645059078324,,,,,-0.003958441268936879,0.03129511201961431,-0.025461476294335834
PCSK1N,0.036266309546649715,-0.012944861194716405,-0.03291970254262248,-0.011203285297232243,-0.01456636494729368,0.06135850118391567,0.026438991811129835,-0.012775836583244986,0.010725580897156431,0.015431505993977955
NTS,,,0.07246240561108988,0.005735358553776654,,,,0.016880435330666726,-0.044807879953568976,-0.03085641405396957
SFRP1,0.017354172014402074,-0.01860803586945741,0.005213453819986596,-0.018444034826726668,-0.008795942448453132,-0.030089403968968014,-0.06611188808138006,-0.007075467742595792,-0.01676397943127995,-0.030139389164286882
CXCL13,,,,,,,,0.02423581242685226,0.042031167694278865,
MICA,0.038033717019678163,0.03180969411808973,0.0283874704039055,0.0077272111940825585,0.045075420408131076,0.031071995143613813,0.009906053011074813,0.015683139974972934,0.04087369875589375,-0.027387584018467248
TG,-0.027085912579065285,0.037211536400466046,0.14103451609110865,-0.013347867774222763,-0.02167494767451116,-0.010934372770088924,-0.03864732145997527,0.06827079885545065,-0.01594955120152648,0.02993865208937168
ADA,-0.025856069722380543,-0.02025345083369174,0.05323964840291362,-0.021678010701578633,0.03679964640142783,-0.05968651480537074,-0.0025417446235175135,0.0016957024775991082,0.02285246224670269,0.02267656456183363
LAMC3,-0.04053662879598804,-0.03381303056384224,0.11672240709051651,-0.06333643907842451,-0.03419682408002334,-0.0630451166493984,0.0010043212691322307,-0.03863259805251449,0.05546366653087884,-0.07685396012114515
CCL7,,-0.014518544546854098,,,,,,-0.02188819265417292,,0.015667354259708412
NGF,-0.01957570850782472,0.02167901502411545,,,,0.00478816385477196,0.16977478416448497,-0.007396731058922069,0.05450120611678437,-0.05851447960215952
TNFSF15,0.02258866922892352,0.019134263424153582,,,,-0.020527604296421947,-0.03562254238204486,-0.02133853000576463,-0.012034280134144542,-0.01370922341966408
HMGB1,-0.03166435368744095,-0.03885074705979969,0.03881272573399509,0.04674516794917072,-0.001321718976899901,0.10143514846630679,0.023275098693760116,-0.012851993490547595,-0.011842975760410029,-0.009253542100028517
ITGB3BP,0.0026125752198008782,-0.014237929843004954,0.03030530233571036,-0.008836453370122592,0.03191874654028977,0.06013547365097292,0.10620244959530037,0.07039984388891324,0.00555323442203417,0.024382746133859035
AANAT,-0.03508636219638863,0.0047655020381770115,-0.01244341551534497,0.0031861105626775237,-0.019355617802705796,,-0.024721760092074066,0.13690131978790343,,0.10386710891406291
RELN,0.05102995206581954,-0.002776274433346639,-0.03651288536864908,0.022423430744526893,-0.02142833955948613,-0.017074895644596612,,,-0.014536106219093087,
IL15,0.03359451455425883,0.01971069839860198,-0.020096760066446034,0.00207214328813723,-0.01795144090990738,-0.06725043157963836,0.03129293109607317,0.01592260001063292,-0.029355313048465385,0.03393499670905598
UTS2,,,0.09220051098129622,,,,,-0.016352011420783633,,
BSG,0.057360568867785296,-0.0199840237591063,-0.0385710217824127,0.005897152594633899,4.828385932481243e-05,0.066054420966223,0.042882831511144,0.043761970001739245,0.022508104510525772,0.0841393880666716
ADAMTS3,-0.06420829068965488,-0.014988316962164787,0.056805864590505795,0.056525780258375825,-0.01838252849305041,,-0.029601790930756114,0.005772956627842494,-0.03305970785182588,0.10961463725761902
CD34,-0.02968017764122587,0.015040614454204298,0.05632358932094316,0.040962538952736376,-0.04157266097097593,-0.018418584016515967,0.04021766114243683,0.03567045596274743,-0.012875899292350449,-0.07186569330115472
CCL23,,,-0.014158631594259584,,,,,,,
PLAT,-0.09331657435722471,-0.06857631409883647,0.060697333865282116,-0.038716755164946604,0.0076209249351616975,-0.008693026857130772,-0.031552302651020145,-0.04597674845657263,-0.0588938566060404,0.023805102707514077
NTF3,,,,-0.024837160270116426,,,,-0.02833459728068344,0.017984379381626944,
LTA,,0.012153595715516774,,,-0.017951443125841626,,,,,-0.017156308858324865
CKLF,0.018402016769183262,-0.0032697400816188212,0.0282691003504623,0.008466959570438056,0.04374579457731922,-0.040675371914149556,-0.0005427789879856773,0.01061151918606381,-0.0013317111271202472,-0.04894989342234659
CD24,0.05846027499665447,0.04877500320903326,0.01067180996370822,-0.009626012166137435,0.05559296333637104,0.014884692716831363,0.12470739867398957,0.06858148638056313,-0.018322923599022985,0.042936834624015076
HSP90AA1,-0.03535834102269471,0.0019128608816493086,-0.07175320443586272,0.0006584862193052867,-0.012030438398783734,0.08681628733998431,-0.10611373659001846,-0.03310973602292196,0.032151131235829376,0.0354041991037157
BMP4,-0.02679260994834028,0.03677183946804643,0.005014041000817932,-0.008604555433773513,0.006449418038722319,-0.0143936653551616,0.0055434966313604546,-0.06543446189712192,0.008141978515257954,-0.027820006043718475
SCGB3A1,,,,-0.012978495373993726,-0.012526279615305566,0.0724647132732694,,-0.020397993363071455,-0.02499140249341454,0.009009124227926803
IGFBP4,-0.03306127626443526,0.004329327853987361,0.06944083376356387,-0.04678293037131029,0.0006232307136716074,-0.05107311059620779,-0.012460261973614741,-0.06622113057688996,0.05104689059094547,-0.06336410201688918
RSPO4,-0.023913734917842246,0.022222384337168218,,-0.012978493475595184,-0.024901477744067032,-0.02384207360020738,,,-0.016830646003687517,-0.030191116021957124
LEFTY2,-0.011751076349339917,0.04655582368329198,0.02669899756743528,-0.0142310768264529,0.009097614594571103,,-0.031592314232633166,0.07309477049694925,0.04368205147351481,0.04305474386209671
PF4,,-0.012667144084747168,,,,,,,,-0.01777417562622745
ANGPTL2,0.008520483478258071,-0.03961351723816928,0.09226907559100052,0.009121809040717566,-0.005865184353077058,0.008707421910400567,0.0029641310101891725,0.00854266212645103,-0.013597700459325887,0.07282022106030182
LRIG2,-0.020715944454850723,0.001191844678329147,0.11421998566550316,-0.0002613208756708587,0.05526315425823414,-0.036304542960891265,-0.005203577855388264,-0.007525627606064653,0.06021292787981274,0.049520654562676056
ICOSLG,-0.00799192795458318,-0.010016506019875247,0.04606089189072728,-0.001278016228973481,0.015130263081270506,-0.04083382713199459,-0.03464404456395051,-0.0074089575218452075,-0.018199713409355753,-0.010156931717829373
WIF1,0.1389057544097299,,-0.04298468504266092,0.1662240352051525,0.004128600831756691,,,,-0.015645715708879966,
NPPC,-0.03622228502964919,-0.019649864274566758,0.012956418383527544,-0.018036929818080482,0.03622368264044062,0.019983866512893533,0.19022488208120092,-0.005875328428558769,0.1022756501176435,
LYZ,0.04451424470566014,0.004307958369257158,0.05065123631938709,0.014755437257785447,-0.008115064191382894,-0.1033145692391652,-0.028894009657228784,-0.017332991463038055,0.05570504000186225,-0.05231304315701478
EREG,,,,,,,,-0.044429106302188166,-0.0033291814523873173,-0.007927357092242498
SPTAN1,0.008794276116324138,-0.03421931149822986,-0.04769220729797223,-0.006520443210636963,-0.00628703241833537,0.1109702224427074,-0.02561051838269147,-0.021265756388484623,-0.035180252038677674,0.020172855473165593
PTH2,,,,,,,,,0.04611378302809338,
LIPC,-0.025659146346442237,-0.02276380133564839,-0.03254557897523034,,0.0448256441485335,-0.009934286659396078,-0.02335267931150617,,,-0.0286239068785451
COL8A1,-0.0711323404503659,0.010123728377809465,0.06721789713960077,-0.021983763946294026,0.018246736279202674,0.028016382808653182,0.020494485221564874,0.046395978578785906,0.06854127960577522,-0.056521133532173605
GSTM2,0.06562085629194975,-0.01601376664237331,0.01974700138202105,0.031200153023429697,0.03330789855044143,-0.0058665034161367435,0.03517445742302838,0.02586982948602105,0.053594268970076436,0.06949972731500459
SPX,0.040351667574056026,0.0022593809121897617,-0.013291349699478141,-0.02924212973768305,-0.003787174298937206,,-0.016114094871687842,-0.022068684100493754,-0.021738336636361627,-0.023137822250859634
MFGE8,0.0440976464952408,-0.015461240895744056,0.048715251653816016,-0.039063522684626026,0.011939708167766452,0.005405012192787826,0.04933142953985177,-0.03419258178880879,-0.00782941436341197,-0.013725659882495947
TGFA,-0.012737327429157935,0.03883243665777735,0.04090152035761197,-0.04330947728330293,0.05241778834679442,-0.07521392958162362,-0.022311056768828122,-0.027497057656291783,0.02361983306178086,0.060695179359583344
SLIT2,0.043050392741407255,-0.0431123917134334,-0.0096205589301954,-0.04037866965304527,-0.03106143186002485,0.03700505902415163,-0.03347694334478085,0.015642646087819925,-0.011023952831553989,0.034165149214513184
PLTP,0.02896671028147925,-0.0034101147465552878,0.07870341785853639,0.003202503354581271,0.020067500603076827,0.04051986631179261,0.021332267098806305,-0.014147092339948767,0.03881076814848283,-0.052446622011457694
APOD,-0.024194018242511973,-0.08095468570284212,0.005129848436563575,-0.06444771786925481,0.021258798550483144,-0.06617335919677064,-0.15163025894788335,-0.006019047277679996,-0.0009615944449158061,-0.10124124921159626
B2M,-0.050085504668590866,0.0015877412558456415,0.09534322303114075,-0.043993255624490094,0.019231281331529924,-0.11677392582587873,-0.08018733309284458,-0.06548630576145592,0.06640562875244811,-0.09433675300035646
OMG,0.024483251845391393,-0.04449174145398894,-0.051623019199605345,0.010307719001321217,-0.02951017570783382,-0.009194732773574299,-0.09504075741763257,0.03089488631654508,-0.030731246057701785,0.06785351218267612
CXCL3,-0.019362495893632155,0.025125156436203146,0.07910145221373288,-0.01388424466792232,0.11754211469307568,,,-0.01883718564148616,0.034502386184781436,-0.013672602008536705
CXCL10,-0.045496179322453964,-0.043330769852875387,0.0819175963695985,-0.021091183862054712,0.013743078944335073,0.18711554774010414,-0.03992918099218833,-0.022602366898983747,-0.022997528964617913,-0.02448950920419403
RSPO3,,-0.014710416611689528,-0.020432748080539062,0.015879680642085843,-0.013509813685813086,,,0.029891421892937257,-0.006832521287691494,-0.02215816856214759
CORT,0.08060823667723929,-0.032989238793090646,-0.03536344839051212,0.017167005767097968,-0.03584111617426738,,,-0.007775171537853177,0.10344649859155985,
NCAN,-0.009022118401693415,-0.023125082510300154,-0.020145333163230212,-0.012548946135394926,0.020902946741184557,0.020671698761823922,-0.048628521326785246,0.010826926629276602,-0.10372267662905356,0.08792754868874765
PRG4,-0.005297559624724996,0.025587335370155083,0.026132678993118722,,-0.015795205453300466,,,-0.023973628034910526,-0.03015870243261231,0.003562336495539093
ZG16B,,0.017165830017774573,-0.019110330310230354,,,,-0.0274823205912334,,,-0.012292852788990567
TGM2,-0.03931348907987769,-0.00065361488871158,0.056690436622199115,-0.02736973467566521,-0.04701506343823855,-0.07422401260613416,-0.03360879714080013,-0.01717675816297389,-0.031894169891487974,-0.04939146648191188
VEGFC,-0.026255071765077263,-0.02587593789652673,-0.006698403645150069,-0.017229816978722043,-0.01611963675982373,0.02994864648973216,-0.015289413425687183,0.052611021969100114,-0.02872514489272567,-0.036794968873900345
WNT6,-0.03329842557612739,-0.02008101968700611,0.027477729175442406,,0.00972291260448783,,0.0014538739137428796,-0.005377515271806864,-0.022337013991709707,0.017993345786748854
NRG4,0.04902253798327934,0.014757121558048035,0.013334067851395136,-0.006402670456813042,0.017270043654069197,-0.003374254068670692,,,0.011652034738837356,0.05543626787203168
PMCH,,-0.024483140164094114,,,,,,-0.022247841148289114,0.10294287891740593,-0.030512044364456307
COL9A1,0.08225732987352181,-0.018454749227651564,0.015140515927239967,0.05652528714048933,0.04133274849414438,-0.02374667763224709,-0.02431231734823855,0.007196081718996088,-0.05348183017460607,0.038263133230267844
GDF11,0.01773031356245491,-0.027996915882640555,0.02887395155561973,0.008155933889891063,-0.007864930077233791,0.07274159083115243,0.007266834547616985,-0.006095713719556474,0.05907024163885692,0.04286246766886941
RAET1E,,,,,,,,,,-0.024307356198915848
IL24,,,,,,,,-0.016587454255486758,,
SORBS1,-0.0466091980034665,-0.03423471087899298,0.03032387762752784,0.03821284900094913,0.024642154178395128,0.023918843321317336,-0.026849186380393308,-0.060204827912530935,0.04583392108176056,0.01723618966856011
DLL1,-0.01134608191495937,-0.03559342856907863,0.0671470900953457,0.02469193709908226,-0.028748568558492307,0.0035304146813158587,-0.007911853400447751,0.013270886546042474,-0.06160421304954973,0.04696713138525374
TLN1,-6.398008402896664e-05,-0.039519430963899295,0.08083773718869797,0.0319532703297079,0.025615469680118078,0.05362601266086241,0.061516049174633526,-0.02698165335208841,0.06215268904627161,-0.03777857835583036
COL2A1,0.02157850788036961,,0.007353944687835436,,-0.013124868376707646,,,0.01614670352238046,0.029614706225845444,-0.03224762451210511
SHH,,0.023474248805701776,-0.012843350753110794,-0.014901627305565497,-0.012526278520430749,,,0.0880591259469989,-0.02081455170699893,0.03488648936569981
PON2,-0.014491768773686816,-0.0028420857433303663,0.09293358901477491,0.018113600811333282,-0.008094613509004424,0.0982590788506658,-0.07062857427235474,0.02733122717318023,-0.04587509372379429,-0.022625579420234562
ICAM5,0.051484118446542895,-0.02351440014741381,-0.03192529686294356,0.005699739991924902,-0.024463145318748263,,,0.006768150773626622,0.044594628716241556,0.01806819191455716
HPX,-0.008917108707350794,-0.028414278539813095,0.010480386467354101,0.0087357853448521,0.012910891378146043,-0.05997187333916508,0.01905894644539705,0.0028797013625343126,-0.035421053819483024,-0.006883915823990845
SFRP2,0.019204563173594074,-0.017182633274286492,-0.013038935642920928,0.057354429387653165,-0.009984119624703653,,0.04625299276072746,-0.03385527428187805,0.007868782262398386,-0.06822439317554259
CD70,,0.0010125735648741203,,,,-0.05003196690984026,,0.0766155123812065,0.055095562272367296,0.004090471513869283
HP,-0.03482877450616814,-0.022264748569391712,0.0797002080998838,0.02812995340879485,0.022740096611705174,-0.036668324040805514,-0.013296190409583237,-0.06822192520938511,0.007851170627741573,-0.03314620034995792
CXCL2,0.026434733064528468,0.029236778978244976,0.09260440589362641,0.07697424182815697,-0.024792515813970413,0.12502551355278618,,0.03467467849975827,0.06789403266742676,0.0641675686322115
NPPB,,0.09830436239223105,,,-0.01611963793225114,,,-0.0021930894482015888,-0.019125561548563298,0.05433771814065965
CCK,0.003195899516951976,-0.0351243537670153,-0.08451407639090713,-0.005428836408975382,-0.028540330759215363,,0.04992210758458762,0.02636786861720982,-0.029762842680401743,-0.02915873259142984
SEMA6A,-0.05006809913865112,-0.040894968848507844,0.04426970179950337,0.017760994168749804,0.009051068231110558,0.05542672496106612,-0.08837835630657925,-0.030712915160999787,0.0069424064128139834,0.05765912851026862
IRAK4,0.009200828161699677,-0.005519948270968141,-0.013542488867834459,0.08336239379018537,0.023953793366009838,0.01717183506537413,0.0664586323470227,0.029444745126232068,0.04943834572929334,-0.004207584441056768
GSTP1,-0.004899108690515335,0.0397805419539595,0.029750667767580848,-0.017978152607856093,0.0021608325146083916,-0.05651258653867002,-0.003220700534225058,0.00850570484762167,-0.056472036748175476,-0.021210137753552766
VCAM1,-0.03455480262088483,0.032510421605065135,0.08548601597811852,-0.01010513227355352,0.026799771788079876,-0.0020502879812030763,-0.016907384093852732,0.017240521793248392,0.024076561141720722,-0.04317585091061709
NXPH3,0.0042534247309654735,0.005839067677915517,0.013848687159444288,-0.04859868287072603,-0.008640683296672929,0.02674425636605623,0.0805453480397755,0.036912799355319374,-0.056556171569780496,0.05065920996947364
MTMR4,0.07802319818503164,-0.01189836603381636,0.0008112859410112257,-0.019506334139022606,-0.0030330710296360428,-0.047590642356384966,0.09207118979736975,-0.018832697137023128,-0.01327709831826607,-0.003940024904133771
LAMC2,0.08126123322877174,0.03642573240603978,,,,-0.04610010359317069,,-0.020392761857679,-0.012420914611446841,0.01581757264307636
IL10,0.11357089756069155,0.053107756118192545,-0.021438599073355682,,-0.014429367688846333,0.02562526535650998,-0.016110345308397108,0.04945940679267169,0.017593550873621747,-0.010723895196272473
SEMA4D,0.04618787953509153,-0.036643839138669435,-0.05197815299681855,0.0071131776895617125,-0.0009637001974883693,0.03935760501314013,-0.0450209536262275,0.0013068239897246446,-0.07362359767939378,0.017509386833611418
TRH,-0.03125099226275884,0.03875314497975082,0.011031405040293332,,0.05146945329078981,,,0.049831957567171896,0.0028194421445726686,-0.02517574371769063
SEMA6D,-0.002474943016994524,-0.01194516615052755,0.04441128946884736,-0.009435825924950073,0.025444148212460247,0.05823633841958735,-0.043174658369955224,0.07003638829975486,-0.09745669761092352,0.06163708112982122
CEL,,,,,,0.010568905690498363,-0.0004617635828296904,-0.025119164004791104,-0.031442561182989444,-0.058607381127445075
PDCD1LG2,-0.0019779244340532944,0.005535813112932688,0.0031881098654958,-0.014199843617328766,-0.02468314734716869,0.06143048079091021,-0.004647976837209258,0.03930625584508183,0.019435277046694573,-0.07829682417802776
SPINT1,-0.035086341156163776,0.06411073007759037,-0.040743920742402004,0.00525590430546425,-0.021179205391136696,0.01648375303614623,-0.020253369260534212,0.08396637812358754,0.013140576288169005,-0.029541656054331577
CTHRC1,-0.0562079461271998,-0.009674905779053906,0.09962631684516712,-0.024237838241689152,0.0012477338076980675,-0.09952860749005986,0.028759140697171767,-0.033990025672240076,0.03906674507785508,-0.03798738408276725
PODXL,-0.03159011814134762,-0.04037794405458947,0.07272233302947743,0.008947587827668212,-0.02173565004621381,-0.015891466531752073,-0.027217616263841907,-0.03716542381646383,0.045588716902002356,-0.02758576322791924
JAM3,-0.038484842849856496,0.03655567712444215,0.057921953577031796,0.051788890261449304,0.013977203895278442,0.0016618082097643292,0.013854966371600282,-0.063917593775425,-0.030173223100164615,-0.009733353269531368
TGFB2,0.02692733892633196,-0.06864417373417184,0.08967587565886266,-0.014949049408595323,-0.012764129829645076,-0.01793516379862288,0.1186076396178731,0.03282143577079398,-0.06175901055509025,-0.013829927544654569
COL18A1,-0.060749008729310605,-0.03173830955500851,0.08198103963526093,-0.013415155485985234,0.05149566667633796,0.029358818701711687,0.00990450140046647,-0.02392253876719474,0.05215449676635609,-0.06452326596540692
NODAL,,-0.02971276481062419,0.10344045351263055,,-0.0221608535847638,-0.08327494660775112,-0.018160646694230058,0.04497988919731685,-0.014204247444002874,0.013688503818217544
INHBB,-0.07091204139202868,0.0031470256191907034,0.07503978474899042,0.018242730147304476,-0.02348960188737922,-0.09979208620136211,0.23712811681719334,-0.0724144378676188,0.02040513618171301,0.04184382310104744
LCN1,,,-0.014337205094468234,,,,,-0.02637518073486949,,-0.025459082334593864
ARF4,-0.028535359271135766,-0.006476746530908315,0.040633854959916636,-0.00223129939481273,0.0199230871316144,-0.06676950286600775,0.16832781828190538,-0.030954615432450483,-0.052283557742368716,-0.01524941267222189
CXCL14,-0.023197767693235866,-0.062330140838501115,0.05901171392884914,0.030889356024901345,-0.0433688484944342,-0.057337318626896,0.041664076219757776,-0.009025191275042213,0.07774645654490192,0.03391460874577367
LIF,-0.04315606575826041,0.03681230639899864,0.039675640620752566,-0.015386300990351758,0.01248795697624228,-0.01597770732714106,0.06203087645907901,-0.06129598906341127,0.009230489011181814,0.040864771312427745
IL17B,0.03658090945063312,,0.008504591023030165,,,0.04816199489760344,,-0.022951987211884538,0.0036478315307514526,0.03034417603267622
MMP1,,,,,,,,-0.0362623529349157,-0.012796411820130773,-0.002683158435225481
MATN1,0.0879100832667668,,-0.015031584826941969,,-0.013124866743380577,0.0912356031764343,,-0.020048142644796742,-0.01821227863533342,-0.030619084097875154
ADAM28,0.002796232644025093,-0.0270347231630725,0.07323204700090968,-0.029786466980458174,0.0012567208492472058,-0.11668737294764965,-0.07936392406318303,-0.07326043233505446,0.02526215459255442,-0.006444802858557951
TCN2,-0.059203463901285586,-0.020275670735868456,0.06258194801685595,-0.05583287909680518,-0.020452556606713298,0.13364385103252638,-0.04380729994874298,-0.024142246918458815,0.007734614192905004,-0.05131960965883925
THPO,,-0.0009562840861632197,0.01190779298117954,-0.016010907304906185,-0.013124868251067082,0.09971573647479344,0.02144912812353861,,-0.015798308163063705,-0.03314621044038006
CUBN,0.012315018233493364,-0.0436037248167087,0.040545951419599484,-0.009595444718920154,0.008410099921460405,0.042763495438917956,-0.051453739122870885,0.10169118199227536,-0.03266157645106081,0.0049772940814145385
TIMP3,-0.06414173587463265,-0.006097218084256207,0.04604999359952321,-0.05546071113496301,0.0026608622103662096,-0.060144135422179605,0.0898500651936707,0.03359645029763047,0.04626145874702699,-0.05338113961065134
PIGF,-0.026416104942511696,-0.015166231468523125,0.02799399183052938,0.009748803566137273,0.06675366653138706,0.04365423231610191,0.02226954324965029,-0.015422743714089361,0.009734537280361935,0.061030208842593046
CRH,,-0.017017354702408977,-0.022046851269836125,-0.008198477786236008,0.0012143383045662768,,,0.021869276135495188,0.06717717996045643,-0.026682106237726058
BDNF,-0.038658907572037486,-0.03914575550924616,-0.06877508063519262,-0.026045829677825677,-0.014781972602620066,,,0.013258757892502707,0.03003219842088339,0.027058486244210835
CCL5,-0.06026094787245137,0.011699232447465123,0.005048273008399176,-0.007616126647445648,-0.017805462121331894,0.04715094585669102,0.02468703670832513,-0.0018633635518709812,0.030329208066855715,-0.05549360034337406
GAD1,0.11283914592205037,0.010266411206580173,-0.06449256926365594,0.011633589637771833,-0.013020261634682386,0.029276685299935556,0.03098566858195578,0.0053840012872882126,0.03535625484603759,0.08665058268995203
COL14A1,-0.021211003320287473,-0.038162823961459785,0.0064237433376960395,-0.02097204793812552,0.06372481469039774,-0.02804133180046058,-0.042319057280757175,-0.052430587281694425,0.07048814059596639,0.02270796998809588
HLA-A,-0.05645161466237014,0.022391079900155375,0.08017622262405957,-0.07375551370981492,-0.0021332779356793095,-0.06057731382710798,0.03392679386206099,-0.0842153443419862,0.04842986718469983,0.012372896993382503
CD5L,,,,,,,-0.009920457229051187,,,
FGF18,,0.13539984306332273,,,,,,-0.02713474662918265,-0.022113110189695872,0.18936008315231947
ADM,-0.009531593446406935,0.026477741224652122,0.10500620607401517,-0.02912044966268557,-0.008582919498254689,-0.048979756577642926,0.19571652852517413,-0.017524622129762576,-0.021370657899847073,-0.038884541464709745
CCL15,,,,-0.03170182409242982,,,,,,-0.02183492232367689
GNAI2,-0.07369472429158869,0.03305634461760828,0.09492269037142038,0.0016646273156125874,0.018923401765894503,-0.04432194876787071,-0.02539509372157929,-0.02249745081998419,0.055020061864887636,0.008770979670096553
HDC,,,0.028909680237137837,0.023592672397008716,,0.012425126526616875,,,,-0.06108368147544713
COL11A1,,0.00132229192548018,0.08015171783172156,-0.025697397711989405,0.040956279610814064,,0.050047499466406235,-0.03379014999027747,0.03750551542644049,0.03790440091867224
NUCB2,0.016138240017174996,-0.02329427112847314,-0.011482722242370243,-0.03292869766200762,-0.027437931881824657,-0.000496256471355872,0.0027978663334075225,-0.08946561211662836,0.009112127168343477,0.016185219152489702
CXCL1,-0.026609769111837357,0.020150027847067518,-0.014158792757055266,0.043937335866080306,0.059284048916085595,-0.049683702771210286,,-0.013219246183733872,0.018692232102980856,0.031008070769406784
VCAN,-0.08770872713920512,0.015808946880426424,0.057169552984462794,-0.02799450854871715,-0.0031771307804891176,0.09813095211526514,0.0005528508892215989,0.07634557421549286,-0.025984310094888947,-0.03281084295504201
MMP7,-0.006097043046768583,0.026813288385412876,0.026053219327441805,-0.007621450130992395,-0.020285821022099488,,,0.03076615877033434,0.02424897616183531,-0.0338160520438261
PTPN6,-0.0006726017987193816,-0.05409492949102837,0.012456066710960214,-0.03532370828837884,-0.0065392965888558885,-0.09536274999716059,0.02732177239167348,0.02003970452129609,0.008283086828920832,-0.02281305075559689
