,UKF255,UKF259,UKF260,UKF275,UKF296,UKF313,ZH1019T1,ZH916T1
IGFL3,,,,,,,,-0.01732583761390964
BMP1,0.019664871208342413,-0.0726188147461017,0.06839359760486965,-0.013072769164243795,-0.008670460751399227,0.05105878450566824,0.016679487369317125,0.06283725984674549
NDP,-0.0029208436244411353,-0.06708305122502568,-0.03134298378942806,0.04736604994414322,-0.02579691030832479,-0.032421742246675225,-0.048113572952011886,0.01328706975783882
TNFSF18,,,,-0.010647509681371023,,,-0.06762186521342978,-0.0006357675790655477
RTN4,0.024234285797987136,0.001257811323547272,-0.019627929670668273,0.04850213208266257,-0.01900471747067068,-0.03478057442576776,0.06353840011318895,0.0357174945905279
HEBP1,0.029523089669386417,-0.0023366824693553255,0.019294913328482117,0.001179865292121787,0.034595460172388466,0.04839405317338205,-0.01566666460709218,0.0009585017056424678
WNT7B,0.002849557990872343,0.14654842412285213,-0.059391931312012314,-0.030520095349847606,-0.014006903937648326,0.06448219188303705,,0.04347033956968373
PTMA,0.022918179700125694,0.056817892908082826,0.015161179582952223,0.005767719576627538,0.024510008653361587,0.07525404702382398,-0.10526649157377531,0.06163292584135219
FASLG,,,,,,,,0.09242997068857971
CEACAM1,,-0.02915563656441855,0.016281108779766094,-0.016745996129576765,,,-0.047549647647441004,-0.020907436362025612
PDAP1,0.017973101446594378,0.034474181362455524,0.03254317820975172,0.0077017143662456294,0.012775579095432052,0.005400264592986749,0.03192498658528765,-0.004886534474405775
QDPR,0.030417926503501735,-0.006134704287008652,-0.06801615601984262,0.022209570144291597,0.0014847450937677269,0.0373543254651699,0.024463741575036686,-0.029763073461273364
POMC,,0.027490064554824344,0.03327238641541506,-0.012354528249030876,0.02503392803121551,-0.024535746453650614,0.009395192258429382,-0.04457517887408329
CCL18,,,,,,0.08745222376811805,,
CCL17,,-0.016898967561937258,,-0.013279517579130084,-0.01733662054802977,,,0.19519739911160064
VEGFD,,-0.018827316012262233,0.05648298441690949,-0.014148202783512946,-0.012716620831109603,-0.016577342123680006,0.03582610477386076,
TNFSF13,,0.01347952269671248,,,,,,-0.022192668597398373
WNT5A,-0.012127184982520231,-0.07935476092852714,0.06467707710369247,-0.03857914226829002,-0.05961568850791145,0.010293606108416682,0.01425980147757381,0.025207105248113513
CXCL8,-0.048187100008114034,0.18109344795934007,0.04286159419434705,0.01666333661028402,-0.011842270254985543,0.02551987974532718,-0.008952245999883812,-0.004918106823987981
GRN,0.03178378348605541,-0.02241855699830123,0.009274482188050012,0.003026868447353265,-0.046526526135222686,0.05867595270560323,-0.00920239371751086,0.08009767666187942
MIA,0.03511857238742054,0.028004242603904418,0.054574250411673596,0.02044190518598979,-0.014462478099976616,0.029867353145296247,0.06635104302528864,-0.030680058551796816
COL4A4,-0.025575294923079066,-0.017695522539237084,0.04326796050244988,-0.013864227203243833,-0.024295813045231665,,-0.050616510306203635,0.02641612606596144
TAC1,-0.020459228481957553,-0.04902267842942567,-0.04143329379289046,0.008028069161798884,-0.03836988520037984,,,0.028033799324175147
RARRES2,-0.006000902173937317,-0.0016281516407016495,0.06905552895883102,-0.004066660446095751,-0.0054128089933182435,-0.020875599599183493,-0.09891619593223284,0.04359209926557407
FGF7,-0.04612434872510433,-0.029954987937984387,0.0024348197118405847,-0.03160527851273665,0.02743946279188515,-0.014307223125363309,-0.030523641241039953,0.04191990513798889
HBEGF,0.019879175364403735,0.04464856657565124,-0.0064000693858566465,-0.014477522681757428,-0.013829928967082033,0.05145358067196509,0.13997730272883357,0.07661248224907417
CSF3,-0.027149306686990313,0.09471845682349665,-0.045900411311553875,,,-0.024904576049368726,,-0.01433976882584533
PI3,-0.004706065515660299,0.03619757093802385,-0.05247269663619583,,,,,-0.031155553737396532
PCSK1N,-0.005811680474150206,-0.10922849879862853,-0.014432765141026776,0.018306149256559053,-0.05492246104145871,0.0826459648711908,0.04571196607200209,-0.03081136296587299
NTS,,,0.03436008758386173,-0.015838267966539643,0.04280836336961837,,,0.01677892938011354
SFRP1,,-0.014745002403562081,-0.021923856129958567,-0.02011758973791805,-0.01733662072262378,0.035834252360245324,0.01879987031711051,-0.020741789011272053
CXCL13,-0.019713609036529606,,-0.021726821405221412,,,0.00420751899154816,,
MICA,-0.026701884752946235,0.060567394383206484,-0.0012193716928739625,-0.050254538279306836,-0.032964315728830365,-0.009627111486519612,-0.007620996531423804,0.023951483655333942
TG,,0.0021526062913428128,0.04511367985695156,0.0890731563026363,-0.012546437004234455,0.051669429997855336,-0.07360882441058403,0.0038747676427747847
ADA,-0.03200599557933627,-0.013088282005299956,0.0557815671877113,0.0688274473679563,-0.00623398062160378,0.03643672786109928,-0.027392203440643123,0.0648163626162047
LAMC3,-0.0397022358848169,-0.043333587980394286,0.040242715351554464,0.041210752218832976,-0.05591716143772111,0.07476694121265476,0.007828690965942603,0.02392095524607382
CCL7,,-0.011504490626598793,0.0252576498915042,,,,,0.012034195612590374
NGF,,0.043366413139249306,-0.030747144065131137,,,0.027348715333511502,0.0392690928161349,0.005221532381345393
