,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
RELN,-0.02457627839266433,,,-0.017494796048265027,0.0010185071788581968
IL15,0.0332626309176029,0.0700334151853013,-0.009115885545164067,-0.033226687072031455,0.044604733979851534
UTS2,,-0.022750124892144008,,,
BSG,-0.029001647484727517,0.010021504825486574,0.03795172423314346,-0.05124431396443983,0.08679341231737393
ADAMTS3,0.010366583320927486,0.037280099942520545,-0.027751952151132565,0.015145413862459258,0.01334535571028666
CD34,-0.01877203035073297,0.049020916849039725,-0.014483929004087678,0.008105922601609973,0.0091929844465009
PLAT,0.010072025683932591,-0.021513953010394073,-0.06108626871320144,0.015871474140631267,0.09566681998272446
NTF3,,-0.013827732656781605,0.033218420890015615,,
CKLF,0.014276118652376343,0.03461307160170843,-0.0411381347810285,-0.02351047159079761,0.07551292578425875
CD24,-0.015502705091741313,-0.00425876792768448,-0.037287341596426264,-0.06594986870211038,0.048271021484806984
HSP90AA1,-0.003709456097520033,-0.07195211172040449,0.017480614759106478,-0.05300324698459286,-0.07841895057034906
BMP4,0.01394621355350539,0.023161909768914673,-0.02671023414466526,-0.03523998253929267,-0.036957556056100016
SCGB3A1,-0.01663305110122254,0.06016644358337208,-0.023515578613008795,,0.020011350407673423
IGFBP4,0.010479322081206928,0.0019537927486476506,0.002858098461580229,0.0481569082536946,0.04257489134579285
RSPO4,,,,,0.015414723439935288
LEFTY2,0.026292963487580343,0.07626104013948794,-0.02137665614717226,-0.0015925715908786154,0.03539837170460698
PF4,-0.017254120522269746,,-0.01704021469619293,,-0.029400284581473396
ANGPTL2,0.017748100952872912,0.056237214927821334,-0.02729076840220862,0.027859818523946592,-0.0020615527914205995
LRIG2,-0.022069994379226677,0.09515115583685241,0.06427535571764921,0.05029425716830799,0.08723508174712505
ICOSLG,0.07830050867956487,0.0837619888925353,-0.010861564047978533,0.0027331079560302973,0.0727685247029955
WIF1,0.04668262089154125,,,,-0.015591265711057768
NPPC,-0.014945322004568006,0.0024549971376642116,-0.032241228581285204,-0.00500664361092364,0.01810847632038731
LYZ,0.0037478793728433217,0.026154550136294974,-0.03178000772045932,0.034063600041397434,-0.02194952386452882
EREG,,-0.033427844696421335,0.047324697710846644,,-0.01890791394440881
SPTAN1,-0.0077041373606815625,-0.016079672189655163,-0.027522817357364095,-0.020215511124502733,-0.049791514543470514
LIPC,0.10760524852109071,,,-0.013619042407956918,-0.04584798393418263
COL8A1,0.026297486722158377,0.005995560663378866,-0.01405356744495052,-0.01643676186522276,0.061409849207771094
GSTM2,-0.016597569137159207,0.0015261853081700873,-0.02547951696306376,0.014952294853844231,0.0389153112504432
SPX,0.008021146072599294,0.057275517393908064,-0.021157604601489716,-0.08874013130260626,0.04424266964133057
MFGE8,-0.002447639472729697,-0.011461484322486889,0.01675482477272515,-0.05340983674977265,0.03579978400540451
TGFA,0.043744025919342185,0.048959144870580014,0.018402671992922393,-0.013864954012417765,0.036725717275997896
SLIT2,0.08758957747582301,-0.015668966004722614,-0.038742042004939414,0.019671664381294432,0.11433860650045094
PLTP,-0.022639286750462076,0.031708499804495305,-0.030931270272555513,0.04691151486961192,0.04387377027674862
APOD,-0.023755634439685345,0.03450590176378026,-0.03759891644496977,0.03189745279013843,-0.06574046112337013
B2M,0.06697767412489306,0.0868680631734306,0.003256125418665868,-0.008445366477858728,-0.004564229954322652
OMG,-0.06114603089719549,0.02971517536126807,-0.002198322503419421,0.021152511459486645,-0.06469919057118242
CXCL3,0.027883630609352148,0.0438439238110359,0.10546016277481855,-0.018788968431857057,-0.052693908003070514
CXCL10,0.029085866903447766,-0.01779629270645966,-0.022855867805998995,-0.02531274826114916,-0.02336859140113014
RSPO3,0.14544281485208035,-0.061182123615875515,0.002520143437610077,,-0.024898172413164242
CORT,0.07462290620800795,0.13559798625214092,-0.017831718591842467,,
NCAN,-0.032430635793110556,-0.006249017971006836,-0.04210886738720647,-0.0820912652859391,-0.057902480083505285
PRG4,-0.025014124946911815,0.03149840499005385,-0.026311791977266366,,0.07099158098500867
ZG16B,-0.02306502170209895,,,,0.014457181532937957
TGM2,0.012534876653505618,0.027371159606070908,0.05622516932267865,-0.004275488199392973,0.02602734604212803
VEGFC,-0.010745838122530932,0.05337573379207585,0.0012118743648831503,-0.02478295896904654,0.1258316597783837
WNT6,-0.026837062928689277,-0.006463139532576641,0.031194631905728413,,0.15132184677345872
NRG4,-0.015319625541597796,,,-0.019900358087266982,0.013578966077573938
PMCH,-0.017656692876540314,-0.0024120612943987906,-0.008344307713804155,,-0.010481345793971999
COL9A1,0.11608621126663167,0.04325016887789244,0.002635871227719996,0.0475766696982467,0.09069471429489374
GDF11,-0.0007467412166861602,0.07198598208495671,0.01986757298309906,-0.02013391163923732,-0.008566339731854361
IL24,,-0.02307769033694602,-0.016768517136425833,,0.11903761041745377
SORBS1,-0.0032302522422296602,-0.055673633597819135,-0.03562273616208621,-0.007871743784380554,0.00475191615906674
DLL1,0.049547542358513164,0.03285327406752676,-0.04929179451181548,0.031012710496836193,0.051331793065594926
TLN1,0.0513891550643782,0.0153944866355216,-0.053809867038084845,0.03958235088153901,0.06303587499597553
COL2A1,-0.0035284723105911517,-0.03234677557617628,0.017891154548232993,,0.21521546181348078
SHH,,0.11897430017726182,0.030205406955938756,-0.05011596006604287,0.06101762391853588
PON2,-0.022352595838005657,0.05607229597474266,-0.011363737185280389,-0.018730294222050397,0.02885396112618157
ICAM5,0.006504413975620714,-0.01008168576727961,-0.021392386397910693,,0.03523059430416177
HPX,0.08072794669873243,-0.01141683246257514,0.010750497680191982,-0.026681266527137645,0.10759430541954024
SFRP2,-0.022113685765159104,0.03716126699666224,0.006191358796305453,-0.009241681013619042,0.06636772155350563
CFC1,,,,,-0.034486475626709145
CD70,0.03699113422105199,0.0013642474083635447,0.07934618828116698,,0.05356548970577054
HP,0.0016767157757235235,0.025620897312901694,0.003769763689150162,-0.025487234878328567,0.04947802234070295
CXCL2,-0.003662805848791613,0.022741786679348838,0.08177246981840347,-0.017509930947872746,0.04585685210653382
NPPB,0.05956357648681387,0.023282070999612887,0.0972938213959511,,
CCK,0.016178158463950494,0.016475974917996628,-0.006797744857827273,0.02271263720498096,-0.12173450280983406
SEMA6A,0.01145080152877054,-0.033465862399666146,0.0016698821181484658,0.0028662473352697015,0.039571740275707125
IRAK4,0.017785868727770184,0.043695861322024625,-0.02224935764750638,0.0732508031218841,0.0024963829187204076
GSTP1,-0.06522632470667114,0.06828910553393587,0.012452616190061234,0.06356787023409252,0.049419855791584706
VCAM1,0.014142251031076239,0.051817462568757536,0.1486092723696212,-0.010718910664944181,0.03637698511563083
NXPH3,-0.0007594116495574872,0.021324614199582585,0.008831157997397684,-0.0031886072241162837,-0.05723110806485458
MTMR4,0.005833542437638051,-0.011452704452066902,0.0680000457464833,0.005209315493306155,0.0819759024178446
LAMC2,-0.016842479166934297,0.03178513480521999,-0.022021768155747558,-0.01924057009204111,0.005577915550006984
IL10,0.056444092181329904,-0.03689626498527099,0.015025219966981739,-0.01855937761730657,0.08002742126521215
SEMA4D,0.03692705314093329,0.034130203315886475,-0.030626102348117242,0.025347457213591506,-0.03535473510933421
TRH,0.01941870683270086,0.03420847396679593,0.001035787138431293,-0.04252735561600621,0.06398182310970164
SEMA6D,-0.02383543336219635,0.017519061056653382,0.023484674936411896,-0.08682079290072403,0.07982518301354435
CEL,,0.01476940991297224,0.0026455064698783556,0.03682352816773749,-0.04009695063004223
PDCD1LG2,-0.0005624766457205645,0.009810716178658852,0.008063829846660854,-0.02574447300847167,-0.022166419456858103
SPINT1,0.07701836709238728,0.050728360460980004,-0.023675482981981542,-0.010337329158721244,-0.031251044510158255
CTHRC1,0.03971044807836458,0.07040003696119314,0.037622859285417073,-0.03243833576789048,-0.007990027496632742
PODXL,0.005350019677671129,0.029834709866800462,-0.020637720087749018,-0.009418107987294068,0.01999981042136881
JAM3,0.028569351676571923,-0.02935395513557976,0.025144436845285282,0.010257197478830122,0.060581387710510234
TGFB2,0.046876065411143045,-0.031161301782411357,-0.05353307110019409,-0.13330570705320527,0.13197824629321483
COL18A1,0.02170701275969484,0.0015870064888906066,0.02953824465997236,-0.046776010606337876,0.06124043991909522
NODAL,0.04332972743257591,-0.03449884470057544,0.018090576021948447,-0.028943993706306095,-0.023870718983484585
INHBB,0.01801829938190133,0.01932663919746761,0.03108797217735199,0.07728326383777295,0.08801550082960026
LCN1,-0.016842482956560687,-0.011938584707588159,0.0013474662660376375,,0.011301103768605965
ARF4,0.06910356425706941,0.005215691155835806,0.00011022413400608705,0.008224862509883236,0.020623961395264116
CXCL14,-0.0006693728535093375,-0.04180799401746876,-0.021814850418229014,-0.021416620421509394,-0.060270293369096756
LIF,0.0997651749971676,0.0025640219788193677,0.051235571979843894,-0.016116742843355538,0.08675675723395582
IL17B,,-0.0319324982203469,0.00823323681523917,,0.057531045884504604
MMP1,0.05084697102257629,0.004444424421564338,0.10087476471310146,,-0.019319426357001332
MATN1,-0.006941308460238978,-0.02741863404394903,0.011599327320297554,-0.01946276647680472,-0.02712418264964027
ADAM28,0.06257880109299394,-0.008563726862901182,3.346836110679031e-05,-0.03930010078529052,-0.027812902841950787
TCN2,-0.02364163146968478,0.06876237989434543,0.006698530380574511,0.06482085473872479,0.03570910145523769
THPO,-0.02881505210312829,,,,0.10072786588316954
CUBN,0.04970832564376068,0.15306528465439398,0.06572071971397682,-0.033021004154769065,0.048737712651896956
TIMP3,-0.007337311360409719,-0.031045101262546636,0.09906666353537458,-0.038065569114803015,0.09962930357930055
PIGF,-0.02080744989939391,0.04416916132404155,-0.03586079562085661,-0.021180956410493883,0.03747378694287981
CRH,-0.019732974024493904,-0.04594640869147074,-0.0037333540937093835,-0.01586809035002425,0.05910603649739418
BDNF,0.00022607435383952925,-0.027136682988036624,0.01467579480633187,-0.04169914625118145,0.030332247254714995
CCL5,0.014283156051594853,-0.028884859932800457,-0.04574332671721626,-0.031165750188004562,0.011878941829051163
GAD1,-0.014097460602098004,0.09465176250075448,0.023965882257201733,-0.043559418352035945,0.029626238368857798
COL14A1,-0.023201009877926553,-0.011096413623610156,0.06117102860388164,0.022022742992283326,0.14302915064587735
HLA-A,0.033288927400326754,0.014452386541301989,0.034690612142078046,-0.012781988205013079,0.04280973698741871
CD5L,-0.019732971741539113,,,,
FGF18,-0.01785477280938315,-0.037751861764600304,-0.003605509956922421,,0.004889580361621648
ADM,0.004304630281306464,0.0021639787097337856,0.04377619971999776,-0.04113376955939741,0.07559320616010068
CCL15,0.00948204105166455,,,,
GNAI2,0.005375957869335656,0.023583885973252273,-0.03205640841199302,-0.04246545826266762,0.00874633326328135
HDC,,,,,0.0864185001460236
COL11A1,0.0008114822044564119,-0.03277510996116017,0.0013176903015035659,-0.012311333463622565,0.08697065204890185
NUCB2,-0.0005518287658340743,0.08718431386935845,0.0026486892585871166,0.003882767270079763,-0.0063189518946078745
FGF16,,,,,-0.026727343774948537
CXCL1,-0.038026987027363575,-0.04612633681300362,0.06347667747277337,-0.029255380113412166,0.0196464196511976
VCAN,-0.04320658050186493,0.018020751933278928,-0.052704885908894564,-0.023839151725880577,0.07880439504055949
MMP7,0.025938057039230057,-0.005986768395031148,0.07192954927628525,,0.0031361734481292784
PTPN6,0.04728396740699058,-0.004575138077645183,-0.0008616853501246937,0.01727413191008882,-0.001015685727388361
PTGS2,0.041260926968937954,-0.04566002915477348,0.0646014968429619,-0.024060936297251628,0.0760599180771076
XCL1,-0.0216238075866469,,,,0.14742315670974424
CD58,-0.012507881719694325,0.06084769024713448,0.06640926474427603,-0.015177165427539047,0.05235997137968696
TNFSF14,-0.02178821535371826,0.029757572988375943,0.004818024917660835,-0.027321904794739754,0.08455181375669599
CNTN4,0.016834801462512355,0.03435886902345919,-0.01978758599358602,-0.024424266478069168,-0.025588517871575133
INSL3,0.0839309913645763,0.01765897463208197,0.001708927070743611,,
MFNG,0.0016967208635579603,0.008552358443969855,-0.007454893860828594,-0.015297461314809,-0.046346593569299314
ICAM1,0.01402040638130319,-0.004199009684997132,0.061727511247115216,0.009415896538905818,0.06598691463953525
PROS1,0.02768816337621799,0.09677033347666723,0.006505307140365461,-0.01958819655569933,-0.007119330323734798
CLCF1,-0.023864969606012667,0.005053552206186193,0.08266590037188132,-0.03175420577526957,0.09184413237318566
PSAP,0.04251016965600232,0.012472885010394404,0.021614470450081812,-0.0884615715190076,-0.033945807813678064
EFEMP1,0.03665265426077168,0.07386126201659207,0.008858509458969124,-0.055075799369618234,0.10091075769362784
C1QTNF1,0.05490889724384742,0.00147866194454498,0.027091732542164862,-0.09475230809097251,0.062004255248318645
ALB,0.02888476471261928,0.06715721569617876,0.04376818938093541,0.02028951265064465,0.026397738861007804
CCL13,,-0.02241802763439324,,,
EFNA3,0.052507994309847206,-0.02005785140840675,0.06958807049945083,0.07046430937588784,0.019319859279543883
DRAXIN,0.002303696826970509,-0.039161379413941086,0.029674628234420578,-0.00801488937434296,0.04043668951127315
RAET1L,-0.015090150956105658,,0.0011478252855494134,,
NPTX2,0.06284552775569585,0.015490705429340943,-0.016431429407214614,-0.056043717901073646,0.07489080664411993
FGF11,-0.00405550393018095,0.008753114767044667,-0.0014162014117627014,0.06850353907278413,0.03147383625937366
CD59,-0.021504775391787034,0.05321979179354331,0.026295937484207423,-0.048936029321685275,0.03134952343872729
COL9A2,-0.006423733227985259,0.03842299274746948,-0.013626250071039396,-0.046601088016206806,0.0029885252255401856
DLL3,-0.045179390000236505,-0.004779644907231797,0.005026603611496812,0.08679206441554138,0.05574858276037889
FGF5,,,,,-0.0016425950644365487
LIN7C,0.03354125007948887,-0.014996210028323775,-0.0152533348959104,0.037635744556299706,0.028925581845135453
GDF7,0.02298141740422409,,-0.01676852244903159,-0.031801689011078466,0.007932175266025335
PSPN,0.03284167768878552,0.055250425946560745,0.0465119331148162,-0.027445758420119634,-0.03329380489894042
ANGPT1,0.08260649599736214,-0.028634437700789862,0.029434981063349734,-0.022867986152900685,-0.02050707289916771
PNOC,-0.004685765895362055,,-0.01783172053187911,,0.06850861463494888
L1CAM,0.012746355602423617,0.010181871416435121,0.029691986236234553,-0.03107012851865719,-0.04617829995524838
APOA1,0.0048327542213806255,-0.015140542358715724,0.007687240321426373,-0.026848156628025966,0.05632526392195569
PSEN1,0.04936327347363293,0.01565474475775559,0.09514526681288353,0.0186225439543778,0.044981998037093206
CALM2,0.023409977737144576,0.06097172262447958,0.03698815815398569,0.011413925939389868,-0.08239540938511537
CLEC2B,0.013175473595800595,0.012932284989296746,-0.025877229548976307,0.010732919636802849,0.010084468290273783
NTNG1,-0.05244660170010541,-0.002443314428276672,-0.03014685600329251,0.017660537717844257,0.004544170246580655
LRIG1,0.022058848884683326,0.036083424587411796,-0.030809111947396967,-0.09743111438272596,0.022145328939821345
CPAMD8,0.0141733648662609,,-0.01883808073692252,0.05526581557525487,0.024225982172601235
GHRL,0.011751214959419231,,,-0.039145683518411634,-0.025916680065683286
NPY,0.06329764916989895,0.034535113275806266,0.05164763722215118,-0.046968843257949346,-0.015162572968226536
MMP2,0.0017143507256221035,0.006573457862136031,0.03759754965662387,-0.05041084839158754,0.01774917587467443
PPY,0.13459098216346796,0.049714705318433305,0.09387498288087498,,-0.004450427863093039
ALKAL2,-0.016315934553843316,0.02818721908872448,-0.03615582822415585,0.07461851483320424,0.017505474964215246
CSF1,-0.003323968233112622,0.06083497014238651,0.05855776018679316,0.056479421608760044,0.0634516020940659
SEMA4C,0.0382747726824117,-0.013923899116312748,0.008882367635539828,0.007533621730304632,0.025183858413004075
ICAM2,0.028330576041319486,0.07850824817009339,0.018997965621544623,0.00942177021111786,-0.09203488602773757
SYTL3,0.02886764142161724,-0.03600652273125543,-0.0033862713503445305,-0.023359032641207814,0.07520107368530725
IL1A,-0.0012986471713572923,-0.04101141522957193,0.0782384270319743,0.05028083011250847,0.10978528290478612
HLA-G,0.07993106290426827,-0.0227000113120453,0.008845202074668847,,
PGF,0.031047527419659778,0.052915883452138254,0.010248662947752648,0.013968450918915229,0.0039035095556246235
LGALS8,0.030444804890738534,0.0729465345841529,0.01889862469199755,0.04267762240791301,0.0025749394064894255
DKK3,0.005146749525839623,0.02406267610069088,0.014722917529614661,-0.08308578530025625,-0.08834434430406336
COL16A1,0.013912145745607027,-0.0027592714774343856,-0.02265507954726046,-0.029341525070753553,0.03461738238106141
TPH1,-0.017049479212321694,-0.028534975301300492,0.06419259982898645,-0.0231329957947076,0.012543874100158807
TNC,0.00527196197031575,-0.019442033459992795,0.06550238302018366,0.014518361947787427,0.04048813743934692
TNFSF9,0.09596762491669304,0.07296525826599548,-0.019984121438560907,-0.021689883847177672,-0.003755041255672665
C4A,,0.04763975218928951,,-0.026513499367278474,
CNTN2,-0.048033099315614614,0.020140154807664665,0.027021179395955292,0.07686556928584141,-0.03982270217077113
F7,0.08808879923653377,-0.00295437503544618,,,-0.03634044584072888
LUM,0.01353110932560104,0.02758846292102329,0.05615469348739661,-0.015511211981159657,0.09681308959576121
BTC,0.1445202292626933,-0.02275012907396696,0.03099609039725371,-0.022749583070036525,-0.030851961056003248
APOC1,-0.011498316530751305,-0.03631871836436388,-0.10310230396634412,-0.047437346934423266,-0.060326440953530895
PKM,0.023336179211846497,-0.009528630792719687,0.08093055261114845,-0.09110260814134524,0.028943564837983528
TNF,0.030274110130544995,-0.022081245655697555,-0.019560866040803784,,-0.02828346766196376
GNAS,-0.022842222386861583,-0.004685787361429258,-0.004907289130913073,0.018525125496333877,-0.11588814815083696
BMP8B,-0.002703118314961789,0.03504361265039608,0.03147591137862539,-0.035915586335223126,0.06069237105903007
LIPH,0.0032664167837170755,-0.022418035879198463,-0.021808682789319578,,0.0701649785904979
CCL28,-0.023982207441494718,,,-0.018327150192313266,0.06664539142171301
PTPN11,0.036244321097635104,-0.03237230545043124,0.0136172470872212,0.03845426162845332,-0.06769596976899228
ADAM12,-0.026745866181670064,0.001685289467870808,0.021224883180543577,0.08481121504604185,0.04407046241761272
EPO,-0.022908951023915925,0.0108197814032805,0.013748050638204206,,
EDN3,0.03828706879281949,0.062499920994538806,-0.01778048635185951,0.07658433794371942,-0.04510000373987308
CCL22,,-0.027555061525271762,0.05917275809833796,0.045060501511493906,
CCL2,0.03333338612256646,0.00020700287904555886,0.03662814434277238,-0.053269224102445084,0.08043507913396489
DSCAM,-0.005189040362466263,0.04673701356055145,0.013672915645923702,0.008495906894112379,0.11322213846019495
GPHA2,-0.0005679820119546346,,,,
ANG,0.043849030098848274,0.05042892732108675,0.04573383718965326,0.05900870457810671,0.011087458137142174
FBLN2,-0.05876563394371677,0.05689467144386395,0.03219106221643679,-0.04495256226701855,0.07587044694516881
VTN,-0.021181627733693947,0.033520834674089416,-0.01592700906772605,,-0.04584798604068606
VEGFA,-0.02708459023716486,-0.04636901605319608,0.06607043438453822,0.01041444637210354,0.04484005347056846
F10,,,-0.02720187650694543,-0.019682674540052278,0.10139853112356212
SERPINA1,0.013733844284642246,0.004769049289494553,-0.022573430692505225,-0.036823203285951754,-0.019018250022353515
VWF,-0.030262900293874507,0.05135613433324037,-0.022123547008241956,-0.06468213946750183,-0.02370418339372419
GDNF,-0.026700712881263692,-0.05416798973530621,0.07645331106652851,,
VASP,0.019919994503306976,0.011958366447827736,0.04421446884373921,0.0013396405382689735,0.027315354350710065
ADAM15,0.02908340536129785,0.02375990678208981,0.04588122181469811,-0.051743226313399227,0.08577808562961364
WNT2,-0.02982389237402309,-0.030199490085402066,0.02933338991989829,,0.08725274402975537
CALCB,,-0.026430077461420624,0.0019024162686071906,,0.07730470858735668
OLFM2,0.011260979754559242,-0.04577104047103216,-0.020570835246456504,-0.031617546929427205,-0.013499800304195599
MFAP2,0.014455485061400342,0.06435307245819921,0.06657588719220132,-0.011016956482135005,0.07857724800844904
HLA-C,0.06442414011017274,0.05004044421392526,0.04111696516067741,0.01187970899869894,-0.014663450959344014
THBS1,0.023500487917656496,-0.015190659287231472,-0.005293927171397405,0.016495145124592294,0.10346544873914525
HSPA4,0.05531883744308231,4.4445014431579926e-05,-0.010186152761089503,-0.03854540233969432,-0.004921149974332235
LMAN1,0.028424409273757976,-0.06351064117583005,0.0464491208630066,0.007381794333433113,0.014081064733823943
LYPD3,-0.026009640117302977,0.05700435515397701,-0.023500408403288563,,-0.017195219287704067
APOE,-0.03385519970126847,-0.03294178980873063,-0.07025697922051315,-0.01714852716696503,-0.058607863713721245
SOSTDC1,0.0563070035898205,0.021278948849515172,0.03795609290008994,,0.08637408550854758
ANXA1,0.03837235295092875,-0.026285642837821834,-0.026383782025349387,0.0027369897852998443,0.031397926420855246
WNT2B,-0.008102554556617377,0.036123573242452967,-0.04456859850953479,-0.036340161966833574,0.047453246610887886
AMH,0.0024475472181592125,-0.06660306336975073,-0.010798307139160954,-0.01832714785521205,0.06412763396515757
GDF10,-0.019732972646848677,0.03331943236970747,-0.010499534105069874,-0.023130918827041713,0.04215325734531769
EFNB3,-0.003398330262741621,-0.03004263931447226,0.05512947056671202,0.0019021275780671317,0.013904777545249311
LTB,-0.03360438021339558,0.06165293982227683,0.006773215975084257,-0.04415349730665672,0.03787755281201556
ANGPT2,-0.019650356411043356,0.06647839312457905,0.033269184371001174,-0.023606965624570916,0.027050320892497284
NRTN,,,,-0.023130927125149893,
ADAM17,0.016828943221082252,-0.04206426537275781,-0.030926505780387508,-0.012757136941390051,-0.014788547852545571
LRPAP1,0.007355466463684402,0.01724732493931318,0.001283722382992683,0.009235815964403048,-0.03064959151697697
NID1,-0.007379990060947054,0.01268472122650207,0.014515166709602345,-0.07105589005303274,0.07591798705843507
MST1,0.02277606590446538,0.04678859770515039,-0.022722187250667995,-0.059891319135958354,0.006919028369043581
DCN,-0.023654689727641398,0.07233838471584265,-0.027066825430481282,0.009237804318720292,0.05425177444736202
IGFL2,,,-0.0036784618877064605,,
COL7A1,0.016943960728012453,0.017242154691673065,0.025848797390409944,-0.048393897784017044,0.07608707628656829
CALR,0.04050444356662258,-0.0349937891073757,0.031333455899188636,-0.01389538958195191,0.08907355771189801
PIGA,-0.008806124378750316,0.0019816061059317286,0.043667821043260904,0.06041495460370589,0.04171543976251679
CD200,0.03569160408290558,0.03919278924458291,-0.006616720616903532,-0.06380468130078196,-0.012669933791135641
GRP,0.01452204995118813,,-0.021157606048200682,-0.02531275201434702,0.11183376512375885
CDH1,0.005559851816695178,-0.008611400859007343,0.037537394085285405,0.027367517341551593,0.02682264194684636
LPL,0.010432132594200465,0.019033248020629192,-0.016535993968024996,-0.0027725458421067406,0.04976273116557433
SEMA5A,-0.007484733769388821,0.013929660915206088,0.026661154587336325,0.0047021961834570105,0.004306023282802864
SEMA7A,0.022517402295410098,0.0377220704695131,0.07296606354493179,-0.021852897226976014,0.045468782444025684
SEMA4G,0.03300673037926974,0.025063396739780867,0.010515511854967149,-0.04961932238572187,-0.003156985530655978
SEMA3B,0.06762320657810013,-0.00028379512300747816,0.04630963680714208,0.03674395009543027,-0.0042528501325106854
RPH3A,0.01544454906226593,0.007244188269027599,0.06545914988499106,-0.025095186207117853,-0.07405674442967479
JAG2,0.013840566295243092,0.0404617359991029,-0.02875498364038279,-0.04701030981275559,0.033071733009004144
CGN,0.0058905046635648285,0.01282741589631512,-0.02870684323117119,-0.003983605640676928,0.07286556451481882
GDF15,0.034105981717461674,0.07935865830211722,0.057016755061108974,-0.011617431717028016,0.09933166881141012
SEMA4F,-0.028548468185025655,-0.03508611702396619,0.01604734137759662,-0.0048362687569713575,0.04552015018186849
NXPH1,-0.011783429485548736,0.03618298423200613,-0.013915493015521599,0.12859059375198964,0.07539325783025938
ARF1,0.052669401593597474,0.046630206999453534,0.042697894969848015,0.027443845924846125,-0.007191242729433906
DSC3,0.00901177266604329,,,,
EBI3,0.015940211248932516,-0.007349323088478669,-0.0431519748524932,0.048299971095465605,0.01432682972997344
