,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CXCL8,,-0.025055379681025797,0.025856670600330103,-0.023859162140225293,-0.028508480366055664,-0.044509945865075486,-0.10516740342293254,0.003914492863739881,-0.014186525650699637,0.0626569819926005,-0.09079722813161949,,-0.13343287414456417,-0.03733531658159559,-0.21314844184682813,0.02368798444469277,-0.07014391176011875,-0.011479402414034985,-0.09332268381976969,-0.14032259042185496
GRN,0.1353141072771634,0.028956297890989906,-0.01783660592544664,-0.017628771677638398,0.020838926210350155,0.09122977575915349,-0.0020507726216355783,-0.005525337646612943,-0.040238855842919384,0.18715305007491526,0.020150183037757573,-0.054493484203183666,-0.05456331437209773,-0.05699215266195908,-0.12008961978552422,-0.09600067412228262,-0.0026160586154655822,-0.013032812695741481,-0.010882869788160448,0.04568825177848161
MIA,0.0170833814131833,-0.04704656485742518,0.00990856130684888,-0.0013389638551854787,0.015221235446112721,0.08242261392554348,-0.08848675737827763,0.005542621473102551,-0.017325420896523062,,-0.02262653768547355,-0.05002573993158704,-0.03710613262062026,0.13657132053143362,0.22471518780627303,-0.03010408309591877,-0.06054380867635601,,-0.027273580195146974,
COL4A4,-0.024302537703444392,-0.02683460348223182,0.05156338783788763,-0.025151218227956927,0.045447243608014894,0.024548076808196317,0.02045406471666672,-0.042763697488873535,-0.02910532926114196,,0.018283113161412796,,0.006378253449593706,0.10047260735413732,-0.0025925186967046387,0.051058955767255707,0.009381150118002135,,-0.017227210549815575,
TAC1,-0.05587114754898878,0.03804251702490863,-0.0057633277026900775,0.06215180245795569,0.015843350538563037,-0.056569297728848576,-0.09982422755502836,0.056174147885307196,-0.028062521205437455,-0.15487062597984266,-0.04347686170763106,,,,,,0.038588048760119134,0.14395890834151923,-0.01080580051652452,-0.04186699093586051
RARRES2,-0.19722074908374834,-0.05620579261758303,-0.013330757717752547,0.009587323114208835,-0.09982793239632262,0.046933848066637376,-0.08012271862463996,0.06704734203266713,0.0195860272838435,-0.02781666039049979,0.010186333976420398,0.12165472230062567,-0.04535975666016436,-0.02460161484031675,-0.10995616425337179,0.03407708844210685,-0.046687337105281605,0.07346798048113402,-0.13516093146121197,0.07945970250544582
FGF7,0.052976839299529566,,0.015932163847434344,-0.024507282620792915,-0.00999059353567967,0.0011999373216185227,-0.056186967247499886,0.03488608160308759,0.011030433264361341,0.008773635553560196,-0.0015440718573411845,0.03094335018627002,-0.033585034120804456,-0.0623375290649333,0.07035217312528111,0.0226995604400961,0.018306374682669258,0.038098457136289184,0.05619305442782086,0.07132707092293009
EFNA2,,,,,,,,,,,,,,,-0.008963013101786661,,,,,
HBEGF,0.025777167219216888,0.0008441938542709885,0.04040611857968442,-0.007039106683933852,-0.04245450444975162,0.09033385276085995,-0.12444817139229541,0.00432939167741763,0.01832742321759863,0.1320079922242807,0.03794427641305725,-0.02823535588134013,-0.03351142947402836,0.017610663352162367,0.03047965430262876,0.10513528358971194,-0.09730516315023593,0.1538053963098546,-0.06489273292830752,-0.09341846897155812
CSF3,,,,0.03822548572575987,-0.00019201089793400528,,-0.04615840749527376,,,,,,,-0.05255075072536697,-0.1088793264659273,,-0.04196919035011699,-0.10463118397547187,-0.002131632409565304,
PI3,,-0.031604370601733045,,-0.03478590750306022,-0.052180024245186835,,-0.0663684998029305,,,,,,,-0.06733369814068399,-0.23124893797849147,-0.07698750936707904,-0.09980232103052052,,-0.08205991218517338,
PCSK1N,-0.16451769592648688,0.023497830954111478,-0.05251236601741672,0.0630912005767873,0.05447766629686583,-0.04161468264473631,-0.10507080711675885,0.014499044527316967,-0.038925177293716404,-0.2770314316679407,-0.053644467646872765,-0.0665865327014607,0.05404085347548996,0.004071841264679452,-0.021868566561438988,0.013242796487675214,-0.02844329015235146,-0.1099438154509916,0.13068142330275115,-0.10793630630483947
NTS,,,,,-0.005525984891936342,-0.039420626997637535,0.12764863812174937,0.03656851839939736,-0.02690629583645811,-0.025582217219608412,,,,-0.0445695686555699,-0.021724289531016534,,-0.01904016790043674,,,
SFRP1,0.17538302634345768,-0.02516975295434878,-0.04372636113256384,-0.019957611507898907,0.046449859268685445,0.14975994649381608,0.0407771641786979,0.012756961598319653,-0.007153978561669538,0.05307916829437002,-0.02163406227362416,0.00358733636233911,-0.02853541428807002,0.03307929199986368,0.024928504821007395,0.004018774782621186,0.016251848374150488,0.10308480192959289,0.15270313418945272,-0.06573584536416388
CXCL13,,,-0.004450956474861218,,0.011181710356112599,,,,,,,,,0.0016397799434596607,-0.08030612651606736,,0.02366333352909784,,-0.038017934642165935,
MICA,0.02940237553239321,0.02021558376513896,0.02501074908139457,-0.029344919401037867,0.031164138824233623,0.07007214012190946,-0.0978432465498327,0.0018835497365832573,0.06738251757932733,0.0918832377720112,0.01325875750171133,-0.020828447113342464,0.007183473840229405,-0.013224849481288619,-0.004268095847759797,-0.019221920055580887,-0.015191884169931936,0.13425494125834492,-0.012647182256191483,-0.10554001565128492
TG,0.08506054876188163,-0.031741302182777535,-0.008997437643801088,-0.021537424786105326,0.07604428787056652,-0.04297060594156536,-0.04814508880914434,-0.028325622343131414,-0.015030086845934465,,-0.07095757718190783,0.05580103721975195,0.03402438153134104,0.009859312099173111,0.05719253539785461,,0.007880694581807632,,-0.043834603949182475,
ADA,0.023031421386860755,0.056066279460588266,0.047994441195719086,0.010502220235142499,-0.034742028744268544,0.07087774818862654,-0.04225546786451139,-0.02565770373631232,0.023842818734635205,0.15285534070228837,0.13241971882898637,0.04967028869681188,0.03538132715791972,0.015790291806613524,0.08547940799837313,-0.06283131368875979,0.044339943566432075,0.12802237852676027,0.07228956349235513,-0.07126285081617659
LAMC3,-0.07451896922635072,0.0034899704456079054,0.016285441568883695,-0.05538191550204405,0.04170859914419864,0.10961864877671225,-0.19078149262189353,-0.025151089435725842,-0.022996860285355754,0.13143763106821624,0.01404041973537065,-0.03794278954490061,-0.07444056842161083,0.03527366957123891,0.07865320762954885,-0.10561466136384783,0.03078613021690899,0.08930937675075837,-0.06975572661117083,-0.018744259149996497
CCL7,,-0.019108596879598077,,-0.015571523709379394,-0.037897383160448855,,,,,,,,,-0.02863372943111532,,,,,-0.03793552086616663,
NGF,,-0.03280851192680965,,-0.02695775774007672,-0.014058833786052036,-0.017877869866762364,,,,-0.013015911858728265,,,-0.07710147186614898,-0.03306966518957756,0.0908684785690526,,0.06221627576380351,,-0.044205826739025546,
TNFSF15,,,,-0.0003828388819512065,-0.028059093890160237,0.04528326263638889,,,,,,0.031763796022489105,-0.03952085583865551,0.033385214161242634,,,-0.02606214668532633,,-0.034943415230651156,
HMGB1,0.03657017353361395,0.0257842921736986,0.02389612651840395,-0.02018649572030505,-0.011358415424846608,0.1255466428051468,0.08360282295000157,-0.07729984852695639,0.05647207230126752,0.08630194491786741,0.11361322390548009,-0.06024267830709624,0.04203166078036045,-0.0372150010857326,-0.04583206691326472,0.008331952829325102,-0.09328207204098364,0.0790904505361457,-0.04200099113238815,0.13575461655560048
ITGB3BP,-0.01098066505784478,-0.033120275570448436,0.04589451165919924,-0.021465827236161323,0.0070620020674344005,0.11581087393171743,-0.03454730607850132,-0.008138132114539252,0.02313485255524711,-0.007923081551218,0.024449986151582812,0.02321397870563911,-0.07849243322914802,0.014546095803438531,-0.017026516906939293,-0.06453226031605598,-0.042305361029386604,0.06464007234285635,-0.031229789474707014,0.018319742485547574
AANAT,,-0.0022026882492225688,,-0.015777312748516088,0.03296828762083044,,-0.01639701787245309,-0.013803993002904373,-0.017325421860207208,0.02320414314936683,0.0057393589024371736,,-0.03384002709496453,-0.025119860145269488,0.1267344362331516,-0.027350067821467164,,,0.02204996815137883,
RELN,0.014885501347653216,0.075151101902855,-0.01158282211338798,-0.02738588168046348,0.05408863536952704,-0.0770385831816253,-0.03413570033101791,-0.013943636699796392,0.021563537359717937,0.06765172763328675,-0.05440599641242034,,,,,0.025573147526127177,-0.031480248780366156,0.0866355226217079,0.04619987354411744,0.06411785196720889
IL15,-0.012705454797749606,0.07547209367489674,0.08269453615142366,0.009331266685827429,0.027736398379440506,-0.05982441343974589,-0.02055657448249432,0.051866381032771906,0.00025340826465963253,-0.01023756647933435,0.0013184350877145775,0.01991118983684834,-0.039528491923100366,0.012129423977093387,0.03533056506047384,-0.06746856994961552,-0.0030839886570443544,-0.0304092099069569,-0.040850316157373515,
UTS2,,,,,,,-0.055672937643246025,,,,,-0.07871959774410525,,-0.02139139937567945,,,,,,
BSG,-0.21973127539526624,0.04992711909947449,-0.014607739855820522,0.06388049470944895,-0.005940415455029308,0.12559598203347205,-0.2560554596562991,-0.0686103920003576,0.016745706697790297,-0.11554984813526836,-0.014876798004746221,-0.039864228534324246,-0.08514129093794368,0.02182596671925465,-0.03571851258890306,-0.16494478073304908,-0.09176435084954811,0.0715982807542655,-0.0955100681997551,-0.0972776233162855
ADAMTS3,-0.14286357458612564,0.04906654687495346,0.04016049019421093,0.05068522883010771,-0.010942902144809214,0.04641611729445658,-0.17137280726018755,-0.06895074867767012,0.006240845418907643,0.019904075466958323,0.038568418733786275,-0.0076545073150581094,-0.042369658337286724,0.04756990392122509,0.06591099610839836,-0.01089617250625916,-0.011473449547173097,0.029716444849186178,-0.003868795667067606,
CD34,-0.053891927352304886,0.05934001698693542,0.007135316020038936,-0.003415789753821836,0.018206386483906045,0.07575585816517483,-0.1441237111685898,0.044393553344960694,-0.022756299471628078,-0.04978405533810927,0.00654260582979943,-0.04360096807461809,-0.05486080468212847,-0.031644843771686505,0.0034297684682509035,-0.005595426185023767,-0.008258594363651974,0.04445964793535747,-0.05658746778454335,0.05809205539861375
CCL23,,,,,,,-0.0638175481299843,,,,,-0.03237499156273133,,,,,,,,
PLAT,-0.04559592934815918,0.05992159127334153,0.0009057664589047226,-0.026671213287250396,-0.003879752560884859,0.15552671581263663,-0.1396607463273797,0.003314774192654332,-0.008736802100174936,-0.02107656336836995,0.12392980274750541,-0.0715427217983729,0.09975021388550756,0.10542792622784429,0.17514025074416317,-0.08583702803293405,-0.03161595743183858,0.05945406226103979,-0.09472313775668456,-0.015945703175171844
NTF3,,,,,,,,,0.03655436504725177,,,,,0.022567983365458594,0.18872755768976654,,0.0018861669902927993,,,
LTA,,,-0.021047545423387812,-0.019957610574250474,,,,-0.01104090240637293,,,-0.009078335328065679,,,,,,,,,
CKLF,0.08552928815908449,0.0306860975022363,0.01203832795356438,-0.03163995773639031,-0.00986905063031698,0.12607555275641014,0.008036340486403839,0.0019213007529159895,0.02196384658987442,0.09437263652124986,0.04874768205049508,-0.004345035058512099,0.024565117272267435,0.026022021731597837,0.09232398294709934,0.011820235326861807,-0.0007555140340828452,0.052749977923828066,0.0025067668590218442,-0.016312829462291043
CD24,0.16185085300354457,-0.008118592981491323,0.10318896216539485,-0.049594673707926244,0.0843822239895806,0.14476666783745318,-0.040639813996201736,0.10650062210794038,0.004656121474754,-0.04207476923117349,0.02312618817321506,0.1397154636335713,-0.1527229338351221,-0.0366723441288611,0.09508304033400392,-0.01730605032258627,0.06607783652392712,0.027053303888498876,-0.05655205288763917,0.0012503607931161188
HSP90AA1,0.134646437696163,-0.07625241630152721,0.04838411501112084,0.040896733486272784,0.07755849758079664,-0.07634344506825236,0.08341717340179904,0.13516098844082042,0.004456515642738638,-0.2323560426263191,-0.0749621411212334,-0.036930792682871576,0.09106999449215519,-0.09026320515786038,-0.28781991026047915,0.02360505185762756,-0.052742327926667686,0.0015502199559352897,0.10757825197083647,-0.03416773331105353
BMP4,-0.03812855787280906,0.004988564831527356,-0.04080274898682383,-0.03912149829164306,-0.04906559370391909,0.16092659737618134,-0.030239312126485934,0.0674379295210577,0.03261427684123551,-0.054111482942545586,-0.008251642309759277,-0.03915999927915707,-0.12266171773525843,0.00016881155958320496,0.021450550073275402,-0.11322410376956321,-0.0454694507519074,,0.001466622008651791,
SCGB3A1,,0.054362376780691495,,,-0.030108838566566692,0.07956025948252288,,,0.005015445716619242,0.007599073207932589,0.014318845342345685,0.1843104946534553,,0.008169767799090727,-0.0023574912954142132,,-0.018221478176586314,,-0.0018991381540798046,
IGFBP4,-0.08201109101745283,0.07721411118859073,0.016203584064477184,-0.08292743250117109,0.04817040028994673,0.15997865066556285,-0.24977850685496994,0.012029022663212817,-0.021166007170069247,0.05334956790896158,0.01696088576099136,0.009560644501187494,-0.023353764547277913,-0.044205683151949046,-0.11039855147737311,-0.08670760513556758,-0.08999071130154768,0.09274578574166954,-0.09246369667515777,-0.08146475015134177
RSPO4,,,-0.006497763183252754,-0.030548619565290418,0.029851959238019525,,,0.0036937460693038933,-0.01461416065600396,,0.013396105093281999,,,,,,0.04645634392563884,,-0.04605264994933258,
LEFTY2,0.07169254899853973,0.0319121281809899,0.044533028499485296,-0.031018990700438218,0.007795002016291848,0.12026907941372367,-0.1931023580577111,-0.006783303913506941,-0.01602460589442027,-0.017976692027651668,-0.01808858033651191,0.06314519987339633,-0.07957555409383146,0.08457813247095422,0.00025297603693883364,-0.09997075625070308,0.04427652184453712,0.031082839377031518,-0.01823131553813871,
PF4,,-0.019822099901927,-0.023173304636199748,-0.013585847659124014,,,,,,,,,,,0.008444933902110782,,,,-0.00730776104189241,
ANGPTL2,0.09313014295489809,0.009636727252337265,0.01686474215817682,0.0002507128733803225,-0.020410830174304947,0.23326204359400332,-0.09051275496867313,0.056434615714511145,-0.020742734784263556,0.2641086771023766,0.027959126737957207,0.006997219566983472,-0.021378002286333866,0.05628110480152065,0.15665441845302616,0.013973360279936918,-0.0034411926613359266,0.08757456618473482,-0.060503199201947064,0.15826151993855286
LRIG2,-0.06852493950583764,0.03320019873024788,-0.005140194548508658,-0.014368799418282863,0.04545602016996756,0.10582875619624031,-0.047984289379772116,0.01910863035479377,0.006247202118695837,0.010372843254028215,0.08668394684801331,0.017897518519377868,-0.050965038850274466,0.03440974119235951,0.022444531495684567,0.04928868964316147,0.00988849649133494,0.011280215002288213,0.016706129376059156,0.05047759331721194
ICOSLG,0.1277694442037863,0.016173698253482683,0.032930546750056716,0.00224060295895509,0.007411459804139549,0.15865199101593322,0.05203208084867513,0.10499905822874084,0.056463791374470905,0.14808608747143737,0.10070391652704146,-0.001426870358403219,-0.05087411828444314,-0.01138428151482435,0.11483035546000611,-0.03468693667029892,0.009593143169937913,0.04439455814530019,0.06615595952881369,0.13533048198084383
WIF1,,-0.016034171896129636,,,0.010251278657275957,-0.1888306897662876,-0.136593148193133,-0.011736001941011546,0.06711480704858591,-0.12229476496608684,-0.132219507385439,,,,,,0.04820218566573121,0.039237633300542286,0.07995486710950997,-0.14740531324409756
NPPC,-0.08534978057622541,-0.026570528191296666,,0.0875101825543267,0.007451840654656898,0.0010576778427414358,0.02799577212961726,0.032241268764746235,-0.020310106916350566,-0.03440500791532131,-0.05322174410668284,0.0781453620022672,-0.046339464512558395,0.028639810778404315,0.020510166875400273,-0.08870274479590051,0.08151560450321557,-0.07565362556068772,0.030634843188916922,-0.0689931867636639
LYZ,0.16574778300675716,-0.03702319438118667,-0.038235210702862094,-0.02925515163575982,-0.06970818048331821,0.0018922533627825171,-0.07449210031596155,-0.05034772098702295,0.02472049683669827,0.187038077929595,-0.055209952472650675,-0.006426830683044155,-0.004021188590372986,0.048110697337189805,0.040649319096667594,-0.03876776929039032,0.08845712839886927,0.07442916338294603,-0.028490255543758926,-0.006540729442662395
EREG,,,,,-0.009145112164267983,,,,,-0.04105320898683877,,,,0.005481780870345027,-0.029286316456934944,,-0.011688227057451293,,-0.015908878442485914,
SPTAN1,-0.13537780720452713,0.09192895068475655,-0.016013785302796416,0.045628384724692155,0.046753426763321206,-0.037696628857906596,-0.17132346074326507,0.04285264347904419,-0.020229813481725423,-0.26247810624830464,0.04123386819748148,-0.07123523821625632,0.027905461402042597,0.0060262790547843306,0.0790380151573019,0.019562842570559916,0.09249820128805847,0.002450983866315616,0.1430041867981727,-0.09081101298348308
PTH2,,,,,,,,,,,,,,,,,-0.017439066432922146,,,
LIPC,-0.05193700236334185,-0.024267460415681376,0.007674798877034206,0.0002469344942906804,-0.022287748210779456,0.005118907039364928,-0.02476042129956422,0.047314473159048256,,-0.014098166683054884,0.0688488108883239,-0.0028050280755704815,0.015144356797904142,,,-0.026441163395671298,,,0.07438660626378045,
COL8A1,0.04787824259230137,0.03828080162880783,0.05324536027511801,-0.07015087833987765,0.040912829764338424,0.06286603940764252,0.009943435423160148,-0.03709455559639029,-0.029601028492335243,0.029632484301984775,0.10800563978258634,0.02052287492890715,-0.09046172733239315,0.13350442714837216,0.06625696485174264,-0.07740576399299368,0.08502943657819693,-0.010357015329038743,-0.19314547297976395,
GSTM2,-0.04401574833656992,-0.039153768486126415,0.040560003868290666,0.015342918161618957,0.01845942002613807,-0.01447346352528785,-0.003307856585111308,-0.005616128447283894,0.005310178022683739,0.024943672620236938,0.006442221840660752,-0.02038470801877472,0.009156522947321956,0.014232275460325506,0.17474462838210336,0.00888965627024577,0.01766965615371272,-0.08829308631836189,-0.046930557750014416,
SPX,0.009771068740912527,0.007864080639935222,0.06517489760804765,0.02021830318763754,0.007072638544751799,-0.06145384694895823,-0.023658081509502497,0.022667760513580715,-0.005043739634069697,0.031885714402819225,-0.05019932081847879,-0.04543611790455709,0.049575736952008294,0.0014096719170088342,0.04414934922959547,0.06571422544388054,0.06634828651632368,0.1169527765672331,0.2055204762306798,0.147176859501122
MFGE8,-0.024475350765074518,0.013394833207187564,0.02482018165734459,-0.054973105204399776,0.0364706968283062,0.03541097468025829,-0.05251152236077592,-0.020021353007897823,0.022392949328481647,-0.012005414664379674,0.09577760491019095,-0.10077596977530992,-0.022538108728331563,-0.007154402005542297,0.0645161517395463,-0.08233650782898783,-0.008932203411751166,-0.016225515791876748,-0.13123430944695152,0.02207630244199553
TGFA,0.13007673322084787,0.03287308418685084,0.033053740430470824,0.015972681173403197,0.032528842661388314,0.04881065443974743,0.1342417272755905,-0.06386263771514214,0.056544464361127866,0.15552237125062074,0.16126395813927455,0.002573574984935972,0.12801894369628736,0.030794551542486278,0.06444536240714632,0.05755278014825263,0.11251975244088279,0.029586597061027762,-0.0033899069514425144,0.09906482262836447
SLIT2,0.08430401527270172,0.03985626658965281,0.03232959241041951,-0.00601712996602608,0.05156765018465195,0.02606911945175057,-0.023612289179662987,0.022247653546943223,-0.009564191959157012,-0.1561147278644803,-0.05666853528709506,-0.04755207292977941,-0.031601522341242964,-0.02424218457987452,0.05899571740008512,-0.045007461082366196,0.051254585132874474,0.07311347092096132,-0.08450668307532498,-0.16177634936050797
PLTP,-0.12519909845344354,-0.0036105811184787857,0.030689373928742807,-0.014476259559841605,-0.006449678996918253,0.0422122257937165,-0.10283631548146145,0.04108157709686157,0.037737232270737144,0.16784096029916198,-0.01818679460940325,-0.09945421598210222,-0.12436994634559517,-0.0751566236262774,-0.0670262911891592,-0.12540588736626182,-0.0828015123682545,0.018876895776916067,-0.1180175972527392,0.09101600914638792
APOD,0.3300410563556482,0.05576098184812427,-0.01399158284072402,0.006684857714799741,0.08097250302552278,0.04030198568897668,0.35434187085235064,0.03687492957258589,-0.04086534805463714,0.37494180541067856,0.17388711833528722,0.0928797901166334,0.23176761376824626,0.08602984997604639,0.2107572240351458,0.20843042208810278,0.01270700703432422,0.08353682994904185,0.11933273374546428,0.21523475329822642
B2M,0.03638939812159635,-0.03262658831943712,0.048012600692520474,-0.0363703565406058,-0.07021275398180894,0.13869346686986547,-0.10198922913420815,0.11743438148541195,-0.001250563309771385,0.22532129425507066,-0.015112860103668108,0.009564334035771727,0.05057794405385808,0.030939351949372303,0.0592096198023915,-0.11432490953551754,-0.032086079466870795,0.022131723878712317,0.02809000470968209,0.0998651848536694
OMG,0.1811599006556689,0.06751600069611362,0.04525886103083865,0.008906143486104023,0.058505411356350887,0.011236275690647229,0.3330339933861505,0.09789638396742678,-0.03073593678425574,0.14397605082408282,0.09620090140785023,0.06792190906248821,0.1730755758731523,0.12412522988950786,0.2289728569280398,0.12084614206536443,0.12826965600045834,0.1188246981877736,0.22428616762565634,0.13739762798524127
CXCL3,0.025889653530728963,0.028458215687115224,0.035171588203853285,-0.03689287584256704,-0.004799514028697514,,-0.02406109897355063,0.0020637235584227793,-0.015634062809048645,0.008484607392785302,0.010859884400156315,0.03182085642348476,,-0.008725663456751713,-0.07171745597412674,-0.02008711930073221,-0.0535996544525611,-0.024330825434582298,-0.03960171829447758,
CXCL10,-0.15777663863947358,-0.01019832378193128,0.0007743886342735933,-0.020947079479407774,0.054228297952102114,0.056324857350163605,-0.15469318497096377,0.09538109626657097,-0.00031793528162787845,-0.034863385458251454,-0.030157846106495346,-0.013716561013894533,-0.01775524878306822,-0.029567998989853225,-0.005313350631219485,-0.0667205609205752,0.022427680005224857,,0.04749705546543462,
RSPO3,,-0.025956598325952925,,0.002795703581952397,0.019861082017271516,0.06332039285025336,-0.028778316034768672,0.024302036247822855,-0.015067681626298412,-0.10629679307156654,-0.014528264685064417,,,0.00010019087457473048,0.09212482558074397,,-0.006420354281917479,0.12951876705930482,0.06288928217632435,-0.019098835168008362
CORT,0.023563992806100248,0.024873503226389388,-0.016395787667809344,0.18787563174305688,0.02540068556252441,0.00625976236167457,-0.01853733344527964,0.041554246636290496,-0.00938757240264208,0.07945244488210079,0.015017481195004815,,,-0.03265002910303826,0.07148503529661042,,0.03647222908222952,-0.12340657871933461,,0.037053045861547375
NCAN,0.09483733451841125,0.11523870439657287,0.012605564887019253,0.01960230598352145,0.07383300142383019,0.1362770080107631,0.0491842389701284,-0.02391761754053773,0.007448362013325933,-0.1138657814386082,0.26379497645108624,-0.011141807747330592,0.09415257502938583,0.07255849029800704,0.23988576239663778,-0.11590689660503528,0.03238617676263211,-0.0410680397422171,0.11816583400969423,-0.017372598254965583
PRG4,,-0.02873704765287825,,-0.015571526135970215,0.00713762602642153,,-0.08238519434251011,-0.03670114868682913,,,0.018531156893847073,,,-0.03136185748543101,-0.03304185934250667,,0.01663559750873916,,-0.05021238519223727,
ZG16B,,-0.02649785387954252,0.01823254651162278,-0.018072660474407986,,,-0.034865919808222054,0.014732032932565801,,,,,-0.04280397812294702,,,,,,-0.030776226444417437,
