,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
IGFL3,,,,-0.025219518503948636,,,,,
BMP1,-0.02900582598217809,-0.023652979057780698,-0.03821306100602775,-0.1676800370212996,-0.061276683105069535,-0.019752773915219443,-0.08859214313263711,-0.11166462848200162,-0.020747058561953725
NDP,0.014729694930018062,0.08429094124500115,0.07484607561345025,0.00754599735240247,0.028362760699879697,0.04858337275830074,-0.06634244119705691,-0.008531447481920237,0.02003669951053671
TNFSF18,0.06851634608076738,,-0.019423986969952917,-0.03745022786767111,-0.011098931920055146,,,,0.053134640393486754
IL36G,,,,,,,,-0.013752904954799177,
RTN4,0.004900124672977113,0.10964550911983602,0.09136625475752433,0.1961170252031249,0.06546507574742563,0.12374805443086744,0.19026498795626062,0.16650858755386602,0.0834986788883824
HEBP1,-0.016616219579597875,-0.033067434078978136,-0.060177814230857066,-0.07120588102905052,0.00659994554916295,-0.02024446701462915,-0.13196699528242506,-0.00919024132347107,0.028056529731578378
WNT7B,-0.002158481633881164,0.009470713453717146,-0.023392608333889283,0.11237684092698987,0.03457887144133807,0.11492841998752971,,-0.015116027449338274,0.041709519065542246
PTMA,0.015264888791818285,-0.08071508398946158,-0.08279885808828902,0.022007281542366086,0.03633147766608705,-0.06935194714978159,-0.2708766349386224,-0.1533479669797047,-0.10729546041014362
CEACAM1,-0.028236283047504626,-0.015405853258291356,,-0.04928236686836642,-0.017455975766884388,,,,
PDAP1,0.030496160775654268,-0.06842768862212,-0.06520823529581257,-0.15317404602364543,-0.0003373312775874393,-0.009410751528835115,0.06888006325056681,-0.11188344766735162,0.008821496856516637
QDPR,0.020530146195977646,0.08959085488941423,0.00717639439332777,0.12176142138926341,-0.005702549860641773,0.00864215106614416,-0.22162760975262177,-0.0013694291084677553,0.03635662362330912
POMC,0.11670660617073571,0.018925171723771138,-0.019844356684511764,0.06107248790760684,-0.012878322917170176,0.003631890247540905,-0.06879165663040747,0.019926165903460254,-0.038002326513342274
CCL18,-0.014463721995089922,,,,,,-0.053199020045821874,,
CCL17,,,,,0.06572561740246066,0.024179469604471794,,-0.012563669121048332,
VEGFD,-0.0352362245546993,-0.014739448146490945,,-0.04224945847270031,0.02304983121126956,0.04775273663589234,-0.0025746567252098395,-0.013464873335782132,
TNFSF13,0.027735524312781767,,0.0013865822588472593,,,,,,0.01701320494513874
WNT5A,-0.02106184652507278,-0.05382624929989119,-0.05536118821829851,-0.14019925410670234,-0.00996048910845069,-0.033667585868542425,0.0210411132015932,-0.01648769743293827,-0.02196655056701928
CXCL8,-0.018867971928048413,-0.06392418894568984,-0.012739179236814599,-0.04271288219357999,-0.041944815576204574,-0.016385052879070803,-0.07789169523556208,-0.040483721974939726,-0.0761451533882112
GRN,-0.035456382972451454,-0.058971589983607096,-0.05735977521414555,-0.17122396025001146,0.03964599089894416,-0.026555427398366773,-0.15915967527943914,-0.0093264215589599,0.04411461429224868
MIA,-0.012791397459836398,-0.012096068993744128,-0.022967187052039095,-0.07204188220030489,-0.027207673857170177,0.009637018290852445,,-0.0184407610956477,0.016588456911137563
COL4A4,-0.006856151814491415,-0.08078900318621525,-0.017922778111093076,-0.024851963562665457,-0.014452028545435971,0.03538565932613518,,-0.01788822239838887,-0.04215799398924541
TAC1,0.015361112949856042,0.16082917124537943,0.08977673388332597,0.20862646674437835,0.06334051938834456,0.08575996164190096,0.20605091725464894,0.12418608491917502,0.1006835931041019
RARRES2,-0.01254417709657204,-0.08950438371586515,-0.027341125007358923,-0.220397693463337,0.019451842246700806,0.0394917882628487,-0.049412401471252906,-0.10808030228600898,-0.12356250853706098
FGF7,,0.08180872990009717,-0.02817529357609431,-0.012807907712458188,0.038510924842050626,0.051505059355204594,0.032232435263239934,-0.03866074861024578,-0.00921278023857587
HBEGF,-0.001016873156596697,-0.08221757635264199,-0.06653585107372863,-0.09397396508212105,-0.06694775163559882,0.023057287421030876,-0.08695138541518342,-0.02801937292497517,-0.010011330455196
CSF3,,0.02833546709867515,,0.0329892792311558,,,,,0.057016964982830994
PI3,-0.017910464016261812,-0.028714333113059792,,-0.029606151424764613,,,,,-0.036990445650681054
PCSK1N,-0.020224864737705257,0.016917678021453345,0.053996153612345145,0.13988470646135714,0.04454681091992518,0.07083048276213023,0.24030253097679352,0.14613067994521045,0.1292305514350075
NTS,,-0.04937535222833078,0.15413027403401008,-0.020308037867010624,-0.01650976267246544,-0.0076484521010254805,-0.03077570737898761,,
SFRP1,-0.008144199347265648,0.07145466216299688,-0.030281177306724697,0.005892765567137042,-0.030655165650329823,-0.0004406809892582313,-0.05763110744442075,0.07806527827284891,0.03912901581634803
CXCL13,,-0.016664036123406955,,,,,,,0.03301727418943385
MICA,0.025980217357646065,-0.006782547445115013,0.04333973795852121,-0.0772684398543747,-0.012487135282856473,-0.028209800676619982,0.008241592898876672,-0.07163876026113848,-0.036425970934380145
TG,0.00075604250006238,-0.03566430441901551,-0.025254872175680385,0.04376498005549664,-0.013945824117825287,-0.01735934321138858,,-0.01887240379044957,-0.039639271588407805
