,UKF260,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
BMP8B,0.016694529565046065,0.06754797698264463,-0.034510810025210205,0.10207678382230097,0.053356723688789805,-0.04346218934339067,0.06455889784152673
LIPH,,0.07129947619043735,,,-0.019660385576989712,-0.00014896861343930684,0.0337222030297061
CCL28,,0.09672315333045324,,,,,-0.019224874106492953
PTPN11,0.012855173603405325,0.018248205957363466,-0.13464904171953132,0.007926741738601632,-0.05974170581641101,-0.05231213137563001,0.03495075073364402
ADAM12,0.00763109952030316,-0.02047390497899165,-0.002902068178127206,0.01730047848673558,-0.022503675671098396,0.02906072034798904,0.005426702666076186
EPO,0.02782706937369441,,0.08375056634802412,-0.03814754129183499,0.01965913677144601,-0.01668973827773899,0.00032995127859544347
EDN3,-0.017248518378432477,,,-0.0292321745321712,0.011519533534512483,0.005009765248644757,-0.0017109688231071144
CCL22,,,,,0.08583862359167711,-0.014644518789559541,0.03435058105721085
CCL2,-0.02682349076735862,0.08836651738854823,-0.028651114232700114,0.059401050164707446,0.12077866826196605,-0.026528055628075285,-0.03483741603085568
DSCAM,-0.01009619961144667,-0.09766343872299653,0.013971945995945919,0.07433764800066474,0.010126955394851856,0.018322891028470994,0.1167871472888935
ANG,0.03961472114706211,0.03640602793646993,0.04044745714777842,0.03441250262472874,0.0898433808517003,0.07048038171881062,0.06386111104172604
FBLN2,-0.0011632648771460192,-0.027619375023848095,,-0.052636793851002076,0.017967452565503653,0.06507935604619378,0.007883147608532029
VTN,0.004435054559424794,-0.03362968583288043,0.007269542967452758,,-0.024406432364545746,-0.021610958455948185,-0.008474929345949187
VEGFA,0.009213306418194846,0.01849482278666091,-0.030125476092572323,0.014118746618359483,0.062440237992363215,-0.025563156476328446,-0.016055790515303352
F10,0.07666438971561104,,-0.04562829069955494,,,0.16776728655439854,-0.036093872979318785
SERPINA1,-0.045098812100180824,0.06622402430612294,0.04437329099844019,0.029793662540651085,0.05189181146091446,-0.027011220928013148,-0.050000436298199794
VWF,-0.036082640283724376,-0.07113663661688831,0.031159088041795836,0.08363151420935344,-0.004806213453978432,0.04137889856567155,0.013202153939900268
GDNF,,,-0.06655746723985818,-0.032578442030007086,0.03727501967581028,-0.0233706988680332,
VASP,0.008868947967944223,-0.09460430284616211,-0.09759602361763735,0.061366225010380894,0.0537091677301866,-0.03896681059103585,0.03682317161049411
ADAM15,-0.02304048833274155,0.0020984067799796734,0.05085308144033993,0.00953615711016969,-0.01429536368373842,-0.009850094954591847,0.010172101092191228
WNT2,-0.013640308712485758,0.15235721277705735,,,-0.009426110140609298,-0.020039761982403526,0.022646047135509797
CALCB,0.015590468323677413,,,,0.052415533666094666,0.0029430100644010355,
OLFM2,-0.026036348825546906,-0.04148629519519081,0.027825896008880167,0.1411784147895316,0.005706234503652284,-0.027865610749992956,0.03655818174649078
MFAP2,0.01452793580854286,-0.0020769821704124175,0.036355118838498776,0.05194416803953937,0.05439841816150355,0.07387990915695417,0.04266196658512748
HLA-C,-0.03129124599008441,0.14299572137260816,-0.047771841515338274,0.0052384403669556686,0.10593980583276234,0.036672059841721186,0.05021418523612925
THBS1,-0.041252432052582104,-0.030828830937509204,0.042161668784370894,0.024183190177274567,-0.03145784547483678,0.038444559700645316,-0.0599221436259552
HSPA4,-0.010702688021254545,0.04646203593132936,0.07004147212334248,0.0869350703253628,-0.05553088441276883,-0.021993310535231066,-0.01242789136309503
LMAN1,0.06905394316279145,0.011313747544047448,-0.05236599305501866,-0.006269710916475169,0.0073627835956659934,-0.020843341850733194,0.003014817860402498
LYPD3,0.025722561122594995,-0.042887498018019006,0.15118668922602552,-0.023585240953642395,-0.04453461823336197,0.05802882045618494,0.017091715973887475
APOE,0.0010584924502234432,0.07948754931694922,0.10385397738218623,0.12490045851365873,-0.03223918223660902,0.06467194666759875,-0.031350520147195055
SOSTDC1,-0.021192058164976397,,,,0.0067664950076661455,-0.017343056024074953,-0.034093417740359094
ANXA1,-0.017322147612546315,0.03727276353972729,-0.07091499296092768,0.07476585540217952,-0.0019303130039794326,0.07664665800978225,-0.021819810550459038
WNT2B,0.05483318259983173,0.02770418134355905,-0.04531373732359898,0.11205833162294083,0.0003773695971260302,-0.0036156777664327748,0.044796589527069254
AMH,-0.021078749120027523,,0.008480703054570356,0.15078937231998849,-0.04238191022299388,-0.030898238138394218,0.010039462565057495
GDF10,-0.007619116067230794,-0.0015064149111257623,0.0007025015769208682,,0.03804536067891223,0.0217946619941795,0.009958070795743719
EFNB3,-0.06033916259011377,0.012586967221360462,-0.033977652103160304,0.09435711372756829,0.02273718722898246,-0.06071937333238581,0.09413046575644775
LTB,-0.024178567757922553,0.016641429740805912,-0.0020156167310466,0.09078384245840981,0.046711660626398,0.06057837996839635,0.046729758431198934
ANGPT2,-0.004705508498228088,-0.05314501030830976,-0.06584149565957258,0.02612636719536886,-0.014697260015618939,-0.0081782282914052,0.027036709382668667
NRTN,,,,-0.033367822471570004,,-0.014861014391989327,
ADAM17,0.004269863743509585,-0.02192120353859125,0.008240593589945167,-0.01984953053081498,0.006437097148578301,-0.01577919443700152,0.021210317784659614
LRPAP1,0.014926827907028836,0.07317490584365488,0.03964284442139507,0.0457067859960352,0.08252396312003867,-0.011597263075097845,0.07047456778301062
NID1,-0.03669620051039846,-0.01592566929460958,-0.040448418914204184,0.07072258054331779,0.008788251697510609,0.06011509602465478,-0.008242468335107608
MST1,0.06987643719083517,0.052209820303725174,-0.03997213476978061,0.04491421306967105,0.12994601681054185,0.061723129601939514,0.13017314252370935
IL13,,-0.03470161118598351,,,,,
DCN,-0.032314971178468356,-0.03454043060611391,0.00650892543288089,0.015921696746983398,0.017767298921195364,0.058684640101705744,-0.04582532924149152
IGFL2,,,,,,,0.047051707141678056
COL7A1,0.010785284095218697,-0.009000923420829884,-0.10688332157061015,0.0782897085844693,0.05472579405971281,0.007177354029537295,0.07212665666635518
CALR,0.04520544391385106,-0.04253000750868092,0.03359857078058743,0.010119360112946124,0.018556288812855537,0.014904018203123573,-0.005760561586829853
PIGA,0.03928284603942843,0.0896828661032119,-0.00796389595783331,0.0537552120957041,0.0879054489088865,0.0032199810805043612,0.05823148124902399
CD200,-0.05213206893901373,-0.001885883856847379,-0.0724422872992224,0.16601267525672836,-0.010637648352687525,0.036233729966097146,0.024004046116274345
GRP,,,,,,-0.01630010374978624,-0.02425819118954829
CDH1,,0.02131517129853279,0.033965242201945314,0.009304767065267405,0.03544219825419414,-0.026879058977897854,0.11554053083347822
LPL,-0.05333859193094234,-0.03615646952529171,-0.0012583741122859152,0.06173997059223856,0.05402621934483554,-0.0006016384675316464,0.0806756395857593
SEMA5A,-0.056519789272263476,-0.02072759265791107,0.07933464418982478,0.05669035412870677,-0.041374371207439094,-0.026756688635227396,0.03714257840161311
SEMA7A,-0.019044214303759632,-0.09015111285638176,0.06868812563940767,0.01139264698849386,0.0420071819845785,0.02755266053005973,0.10076236997574708
SEMA4G,0.02342445935366292,0.06067208256241556,0.061726024764412524,-0.002463428476257558,0.05754794571701669,0.0376684450573993,0.08873513189498701
SEMA3B,0.02789350068898631,0.0020350490259694533,0.025661076709961643,0.038772653175448125,0.056044896586004304,0.007302822624812333,0.03461148704573616
RPH3A,-0.04483018831946337,0.024331538968363854,,0.02018078942034787,0.07775449053589836,-0.002806512625863757,0.02750079246609141
JAG2,0.00960684973368397,0.04267112212966552,0.032962771229000785,0.1734111584250184,0.029812410773314403,0.029707404931531768,0.05236732357967393
CGN,-0.023615158861107703,-0.009914549518716521,0.05486916191817967,0.061815923116141355,0.040156547024330504,0.024303537438534008,0.020659626620827657
GDF15,-0.03909604060432131,-0.06695847506122202,0.030630079432000103,0.03363195273499833,0.009894388401539712,0.08521733802457698,0.06830105099161331
SEMA4F,-0.012130756228375799,0.053041776172588796,-0.09581135089123714,0.048288458941183526,-0.001850539946104193,0.0011507720345115436,-0.0026773993248532303
NXPH1,-0.04309137141057422,-0.021256348337556605,0.06349903988899377,0.08882631796118882,-0.024627357476794953,-0.047091533992601936,0.08594187596838936
ARF1,0.0024156543514351992,-0.08513687772253105,-0.005049282859235968,0.006105028581531995,0.031558205788310055,0.025245664372235535,-0.03764293528273644
DSC3,,,,,,,-0.020444062078500996
EBI3,0.03280518572498014,-0.012958707269935659,0.03739585784528663,0.10222091588163011,0.08140499737452044,-0.062257128274114504,0.04895128999176493
TIMP1,-0.014753817069789807,-0.002151489371509238,0.011049087184329101,0.09950182610548026,0.029339693528976682,0.028295887982116526,-0.01961581891661956
SEMA3C,-0.06466898881497883,0.01484978374883123,0.010707775181325182,-0.04330563241414637,0.06953950895231514,0.010773471788249778,0.003041571909589207
GNRH2,,,,,,,0.014898366809519876
GAS6,-0.020698495903379816,-0.05350301903392455,-0.08930982644545153,0.008680942119826115,0.009986318624844434,0.003214060358343964,-0.006295280067180783
MEPE,-0.031906746537441744,,,,0.02312966694385979,-0.02515391139595348,-0.013918383989381673
SERPINE1,0.012345663331787238,-0.08695607724150621,-0.08284168020627304,-0.0026984984199586704,0.04410259627659067,0.08078640435466401,-0.0072866143252181634
RSPO2,-0.027890562687851457,,,,-0.0012655473004892068,0.011789702283309453,0.02589352269745752
SHBG,-0.02546441368923318,-0.03308240536144322,-0.06660869532307853,-0.04433673129166922,0.03948109453458283,-0.02365267884243229,-0.01291136514068902
LGALS3BP,0.00045414665222490543,0.10676202173938781,-0.0434630822527583,-0.045514034042496536,0.11696734116246534,0.011742886379887152,0.025622748599474568
LAMB1,-0.023897896545716113,-0.010855192357397476,-0.05745432832066953,0.043708384497331096,0.01243504561614457,0.03846165097044812,0.009050465928452805
SPTBN2,-0.01204265185388839,0.06468013382721946,-0.061122034564429356,-0.03901067258861771,0.0469337209647027,-0.03398320914798511,0.009874857745456862
COL1A2,-0.025869566001002698,0.03834274437734556,-0.05194760815550762,0.009734612768750713,-0.016016715283514407,0.04162146357895376,-0.048721097634809876
DEFB1,-0.01380811921130561,,,,,,-0.04378186581494409
CEACAM16,,0.06537048382642435,,,,,
WNT11,,,,,-0.023796168563837178,0.007682821723987015,0.14085179880542018
LGALS1,-0.05435513045849581,0.05020115824682733,-0.04678048491971452,0.04016244202511132,0.04588212095533233,-0.048104096561181024,0.04470295519383196
BCAN,0.035534867266570666,-0.09382829313553089,0.12049957387535903,0.17519509602614577,-0.029387004444382032,-0.02566394336495454,0.03399985060607866
ANOS1,-0.005495933963679277,-0.12839600355786707,0.15323221595076583,0.07880654589670262,0.029632367681245015,0.05985478978701033,0.009705763780438921
EDA,-0.029649610399214894,0.05430326903969037,0.022908915629317527,-0.0028779023455658666,-0.003197432290592853,0.012945417198023694,-0.0123409265979811
FGF22,0.052947312101871265,,,0.0326966550427183,0.035144356434503504,0.0368318071822247,0.046695340528171016
SHANK1,,,,0.09488896494819656,0.0685021505683302,-0.008766588184289653,-0.03644764063282173
NPVF,,,,,0.04610529022740147,,
RAET1G,,,,,,,-0.025491537935574547
TGFB1,0.06287456907602308,0.0038853875957962298,-0.014496172873433444,0.07968455858983683,0.04593268859224672,0.05989396206437635,0.013091276799086598
MSTN,0.03839062526788664,-0.016821806868799936,0.0446322920461602,0.12532429117883526,0.020011776992180163,0.036014920009363904,-0.011855275473217838
WNT4,-0.022080378112797106,,,-0.03336781534691252,0.08908038932803516,0.02052031411518542,-0.01939182304729103
TNFSF4,-0.02851571416239423,-0.07671064846919579,0.07406619507316621,0.002911936189369096,0.1841629495957999,0.010985471754653345,0.03828889130130623
NTN1,-0.03842692907149264,0.044412384016829794,0.030160962603852832,-0.01617751253519995,0.06489842512077808,-0.016395001796069564,0.03119710458732457
CXCL12,-0.05237627023159143,-0.06896535770193746,-0.06470274668825175,-0.008852304996735602,0.04630075620391957,-0.00064998234289875,0.04803593093250237
GNRH1,0.04921629540507446,0.056684335055983054,-0.009405656905212334,0.05823370395235241,-0.011898294298301129,-0.02351206178548046,0.07784139814289773
FGF8,,,,,0.12258073885491054,0.021425869344339855,
RIMS1,-0.03874154248782411,,-0.021411777400130567,-0.022679773647025066,-0.017640098583796324,0.021261756955560304,-0.044085162435623076
FGF14,0.03289989704797601,0.024985534227423757,-0.04540147504157488,0.0016685498901458393,-0.03130060356541352,-0.02228110625875139,0.057912605439710496
IGF1,-0.019861862782519026,0.12572340650207037,0.04966184232821528,0.007784371468302156,-0.016884412199834144,0.09012866508946576,0.022463304662957116
TNFSF10,0.046583569386558256,0.08557953955970349,0.008808951708125406,-0.0016784824781600016,0.014467017732319551,0.005208128230278072,0.017280683352619834
GDF5,-0.018305382729309556,,,-0.011461547716166882,-0.01256853756538819,0.0753812137955997,-0.0431833802738787
CHAD,0.05829783180278771,,,,-0.011618162474479866,-0.023228579227112377,
RGMA,0.02074160279063237,0.021220879148113707,-0.010162436518513967,0.11907193496659292,0.027600637177478723,0.013546185271481638,0.06451874810432105
WNT16,-0.012031224929101005,,,,,0.25904491629855775,-0.038635793765039166
CX3CL1,-0.005802215574249806,0.07778473218407538,-0.03295991995119754,0.16033362825381908,0.09764451905171365,-0.05545083702054005,0.04206595338689444
FGF1,-0.011018179394579518,0.05288441159477333,-0.18799174081635092,-0.08917856372822774,0.0025375337465367797,0.030749650223415182,-0.02393898177171215
ALOX5AP,0.036313605699444106,0.12349127697657448,-0.03468976094962786,-0.030052016249237236,0.09941510021713056,-0.022041494362414225,-0.013353095091839892
IL1RN,-0.050284785963639944,-0.026778274311713215,-0.03930739477147649,0.035824998334322344,0.061249612560756894,0.019483848337685614,-0.03478789764182554
PCSK9,,,,,-0.021078652545276737,-0.014424934070268094,
NPW,0.029165299604102288,-0.031390954437383024,0.0040325531560304545,0.028108728347285592,0.04836695062306886,0.027855005860650518,0.0005247095238980895
CXCL9,-0.019187004060306097,,-0.08225890875986076,0.0598725388857175,,,0.041442690070014256
ANGPTL4,0.015637705585909347,-0.06008075206377538,0.047308812999868326,-0.04634643235889139,0.07165961250123697,0.028705070014196095,0.048977191794459495
UCN2,,-0.03824897670513981,,,-0.012408860654708182,0.07456213421194817,
OBP2A,,-0.06568450334511768,,,,,0.0484838774053069
COL4A3,0.03686744191262823,,,,,0.04547898368389603,0.008705837972256686
NRG3,-0.04509301065695621,,-0.04409168546686149,-0.05100502120578399,-0.0003095612221444155,0.022051101067320587,0.04293607179579476
IL23A,-0.033270102506138655,0.09155217360012458,0.015206480127593527,,-0.02107864519215936,,0.08176360616453769
COLQ,-0.021398381901197392,0.019880244602651097,-0.1338873009493466,0.004975753587696644,0.0141840801007772,0.05998965366226875,0.012457265791735055
SCGB1A1,,,,,,0.028716526036084513,
TNFSF12,0.057384828826006325,0.05286533926425966,0.08329218479325505,0.10049824403613371,0.04507069853674712,0.0025340951342861097,0.018846576759570275
DKK2,-0.013298709492495921,,,0.07138447224353389,-0.024881877198173342,0.06030874777898488,-0.025078941535267282
FYN,0.009999103516078241,-0.0015067848038762088,-0.024252337297714716,0.07147406468244778,0.002038970727804454,-0.05660467171992117,0.04428734951530569
ACE,-0.058558525662040145,-0.041206396445756105,-0.06882663048080725,0.056579856358049456,-0.045585004260450014,0.07366880676956478,0.03531678325505672
IL18,-0.027008702754723887,0.04008969026145476,-0.0874108774813789,-0.028646798144247223,0.007003839970621141,0.02117476211568974,0.03685726662061082
PPBP,-0.01258929744245276,,,,-0.025808773935934143,,
CCL27,-0.025367405739745736,-0.07146693311729753,0.10860922521380012,-0.022811025310519404,0.04454908659807812,-0.008901353939680105,-0.020208328704705222
SERPING1,-0.010235393506227226,0.07748298675640808,-0.024207801482894618,0.07387994589666257,0.0067292014160595425,0.04409935033449718,0.020906333668777047
AZGP1,0.00818394199295948,-0.1183998256921867,,0.12381631826105004,0.06416686406467159,0.008004523422271117,0.05608277282859083
INHA,0.024691964214177957,0.08482027850776597,-0.08416206123749409,-0.02476484881639775,0.09505100599518232,0.047758369929691666,0.04639938944368329
SEMA3G,-0.021750927023957815,0.011904785330776041,-0.059610308209885214,0.05168607309999948,,0.0369648378578165,0.006415208261511882
OXT,,,,,,-0.013975917457258553,
COL6A1,-0.012415610211118986,0.0166926265159232,-0.05590040378181382,0.020058993771782312,0.05601245132139877,-0.008774780882383072,-0.014089890344795816
FGF17,-0.022620323660560594,,,,0.06801846288143949,-0.03854344759745361,-0.021877673206658885
TNFSF8,0.04638530300452061,-0.015934446565022742,,,0.08212253454043791,-0.014861014391989327,0.01982885635205353
FGF20,-0.02575365337539432,,-0.017504164146025427,-0.027884346968379208,0.026119808834219393,0.007086275055786207,0.055187543008569276
ICAM3,0.042092737301572376,0.02395708316323392,-0.029640139183953217,0.07795484968971582,0.04553039895927818,-0.002875729468144352,0.022065406430582028
LAMA4,0.02427995114951515,-0.01826511224903876,0.03816407747599108,0.031248604396037934,0.016831607306349385,0.03132088539372423,0.038075136087126746
DLL4,-0.005898648950193269,-0.017071716350016697,-0.05928140547007962,0.09190003935780122,0.04269794373754105,0.09246181728166315,0.020932826914700654
SEMA3A,-0.03663241565421248,0.01862412446472045,,,0.07775606609963731,0.03527618858939122,-0.0001525713254473266
RLN2,0.0002534744730210925,-0.04632661188382603,,,-0.019365017747797635,-0.016300101952355924,-0.02524928938177265
C5,0.01838959611205651,-0.048059222893991345,0.02070430949654077,-0.004254937637532381,-0.014170657405913495,0.0795299152340115,0.012738839308798561
COMP,,,,,,,-0.004683061489179194
EDN2,-0.016557026478081313,,,,,,
C1QA,-0.003831950578871978,0.13935199255823086,-0.039589686200328836,0.015335627884551615,0.013772445561275036,0.029819334534409863,-0.0444026082148415
UTS2B,-0.013808118200572943,,-0.05067917779596743,,,,-0.026903067971136858
COL9A3,0.023726728158389276,0.042208287403076236,0.024738314523203523,0.0037275413455872047,0.0929954726935128,-0.06776809748361579,0.0804828869071463
DLK1,-0.011246160572454785,0.001319512434127212,,,,,
HGF,0.044826488803602973,-0.018633139420670193,-0.00881610310458171,0.011537492745042031,0.007099633711347336,-0.02633021610267581,0.07034570934048495
P4HB,-0.010568037499313463,0.008840888516724548,-0.005710556930346872,0.046992837983489175,0.06959323607691763,0.022399690354260857,0.019038823978117892
ADCYAP1,-0.022726996069834447,,0.012960357245618162,0.059684857505357854,-0.018373967964810393,0.024017474081782612,0.06423148684257736
GREM1,0.04319769505767654,0.013613285876763638,0.018064773539964638,-0.025054526147219647,0.06263187428319386,-0.00859655502568011,-0.05150595672789952
EGF,-0.0113336268100224,0.05735142763766176,-0.03543739703978376,0.03108511158330921,-0.023676928028887014,-0.020522546789179953,0.07834344828294447
VEGFB,0.05920710317037897,-0.008693505231935354,-0.00827210058005334,-0.05302943837138986,-0.06796964791325123,-0.0008520819540003458,0.0559406358651257
FARP2,0.014285753890576576,0.0008119046909001389,0.09176023929211842,-0.04575326396353286,-0.004198250588445626,-0.061681368710983585,0.0601074201066446
IHH,,,,,0.06164393363813166,-0.01610196071104439,
LAMA2,0.004078208213806495,-0.029592258263547475,0.0038035185246136816,0.04134580132889824,0.0013239706886599373,0.04370915324572075,-0.02451614346078279
SERPINC1,,,,,,-0.01590149666152797,
NRG1,-0.025464409750208042,0.0874362237755767,-0.07184774568501699,-0.04761667782158544,0.024633892067052805,-0.0018343586693659194,0.07094342399128933
SPINK1,-0.022513213498770026,,,-0.030100163713023625,-0.03616405655760274,-0.01954613932038925,-0.01134906024381356
EFEMP2,0.037741253982502186,0.06995839208754119,0.004180279949335176,0.023215919950810845,0.07725279196273002,0.037396002688118275,-0.011669991306532063
SELPLG,-0.034388739673098793,0.024580222568649515,-0.0413587927347844,0.13886919201978276,0.02432259038813091,0.007607653288709826,0.0273388591613358
GDF6,,,,,0.04836176597772802,0.0030987335816901346,
HLA-E,-0.06501699850182598,0.04978472110878581,-0.05070190399690984,-0.0014313510928482944,-0.007100350275282978,0.02944863942199964,-0.053142646120512574
PTN,-0.007006044862537194,-0.0008853113018712595,0.03757794848510404,0.18730408403545545,0.06751022367778284,-0.08436814822688989,0.05534626005350653
CD274,-0.0003737351432212394,-0.0796281793229256,0.015441738420231594,-0.026483331747252457,0.06821176963547124,-0.04068136284264816,0.012082171878262613
FGF10,,0.15361398588533198,,,,,
CD14,-0.03728042053043369,0.14516522579967875,-0.01615824504359575,0.019416656516525632,0.06429369688388618,0.06325982051230956,-0.040178248928753525
SFTPD,-0.014138101017011143,-0.04199326943429889,0.052557024571146305,-0.03327227568067916,-0.03537003996664738,-0.04300998532703327,0.09681861679043806
SLIT1,0.009800630122375642,-0.0035888504242257814,0.01754945258771758,0.03323410048328688,-0.0034337950297322825,0.011380802059969854,0.08887274056773248
CNTF,-0.012589295328252004,,,,,-0.01630010374978624,
BST1,-0.028178997452562294,-0.07012802437347662,-0.02765663753438945,0.03391079947467578,0.06400290691728625,-0.0036536592627996805,-0.03632887505371766
AGTRAP,-0.058568925244055554,-0.015546747908906798,-0.007870111526787944,0.08988445914744919,0.11576397409235108,0.029494923199534128,0.032477034346168956
LAMC1,-0.059992151022357124,-0.02971654740835633,-0.024902545624086357,-0.014195813398689435,0.041203456750697254,0.013408899803966451,0.031451780728909466
COL6A3,-0.03193717053445634,0.050230068197461016,-0.06511900396422565,-0.06576937578315017,0.03404600886203683,0.02985129028343165,-0.009691189103562384
FN1,-0.02427430439836744,-0.006802314939894386,-0.043447777946677334,0.06903460817079528,0.03347703660634711,0.0005873634252053284,-0.0010618206392145834
MIF,-0.022959113958447946,0.052311217586222945,-0.04364733349246393,-0.03848794430211875,0.0727669108761251,0.02089758608279129,0.062245761635362405
JAG1,0.023501822961607997,-0.07585069130408,0.02436358633171893,0.024158906221193724,0.0009620604474201211,0.04272779142512147,0.020960372095014137
NID2,0.03992530397371451,0.029183178846703937,-0.02263546634224395,-0.013563236138254877,-0.028498233781648015,0.06823850364449799,0.027292092479812385
EFNB1,0.012894522467692416,-0.0033601518586907214,-0.057444627805518254,0.12455591434235833,0.03142919669563014,0.004708271712077784,0.0780794956686656
COL4A2,0.003912689397603426,0.016304199742686955,-0.05373902102514217,0.06952470325199073,-0.019611323476008913,0.016041077135485443,0.004202539831748995
SPP1,0.013315592943498974,0.0988404295591968,0.004171899387249051,-0.14728313683959146,0.05471001189948151,-0.032665505401700864,0.00022823650866220593
PODXL2,0.08761881376878855,-0.03257375574908763,0.02329711902112721,0.053429304033809334,0.014894350558591635,-0.030808830998779107,0.0701966132696453
FGF9,-0.03722178761066108,,,,-0.014346082091252528,-0.0015830926631584482,0.06999374790658283
ITIH2,-0.019187002876868968,,-0.038371753209116656,-0.05017426918895484,0.013572657267663024,0.07701784874401951,-0.033375235466779896
ADAM10,-0.07590816368537075,-0.06601808769855734,-0.13201735845125676,0.08626985055913995,0.08884090270597658,0.08284430155043077,-0.014388789211551064
CFH,-0.06523904925108963,0.07429131457949462,-0.0037096098931230998,0.03831124285891002,0.009866351483536201,0.059884033909794104,0.0028214950710752093
COL4A5,0.018907233478244433,0.0027161466784401643,-0.011013497343894169,0.03220922728345843,0.08221171633908157,0.036658494354415906,0.0449039171385463
LTBP3,0.022603626451169676,0.016455683421846584,0.15612648658486658,-0.019620867383306245,-0.019105627532374887,0.016045309112627706,0.004103801749063426
GNB3,-0.007310551354419172,0.02495983524069421,0.001804512262162865,0.13052677111356414,0.11637511309989558,0.03319590881474262,0.023748619560743905
COL6A2,-0.010237020242113903,-0.0531436800758101,-0.07764216765742932,-0.021033859769190713,0.03074636594781779,0.006941318815650826,0.005989156323381691
GDF9,0.005181606414877563,-0.0341692625428134,-0.04824127306421393,-0.03951742309999788,-0.016730351034126005,-0.03631818652779032,0.02189515916114583
NCAM1,0.03246962706272695,-0.05468746027425129,0.08723011954778379,-0.038507089970607096,0.023431025309155844,-0.004641125748774206,0.053438260241690225
APOC2,-0.055455400990672456,0.0005028102101168232,0.008292873268782532,0.041004000249833986,0.027579392282070434,-0.01412681138178736,0.04465159378363741
BST2,-0.023888696797581873,0.14319662141185913,-0.07089355786963764,0.043621803870126145,0.022494691145504044,0.05928038536602591,0.01540822952712715
COL5A1,0.04338941106983841,0.020465225937990557,-0.05569672482948361,0.020489078415739506,0.05765431862111418,-0.03339064550045571,-0.015496192629017821
CALM3,-0.035261528831385926,0.14365630404770668,-0.029229420044069518,0.0036162413202073087,0.021239612828135277,-0.005012978126277788,0.0022810993896445206
THBS2,-0.0003648535629050511,0.054403377285065016,-0.08047257848989364,-0.06229459602835255,0.04169660651955558,0.018434174968471193,0.04112952839193464
SERPINE2,0.020622619146565484,-0.057260939422984033,-0.08075761093346685,0.008249627879851574,-0.04150421533643091,-0.0015859226082411805,0.01677843045264362
EFNB2,0.013361484379187409,-0.06162131079002966,-0.02123116628075099,0.01811753249978046,-0.005744171334025648,0.02458941878325516,0.005031624798076931
PROK1,-0.01380812009569688,,,,0.1586674587152801,-0.015285251380600755,
MMP9,-0.02590777634099072,-0.060154265842407725,-0.06230595185925905,0.07293878854870285,0.014086676224913075,-0.008125865278170257,0.06326675982609854
NPPA,-0.031906754401854275,-0.0003315984278412347,-0.01711978651461438,0.05811824726142938,0.10427397783523054,-0.050234311808733174,0.037028478760349995
APOB,0.04409216928469848,,,0.032261092175538984,,,0.01956988359728016
C4B,,-0.03574557488493997,,,,0.01958238280613944,-0.0229640320503355
NTNG2,0.04977520323370628,0.1250123227772681,-0.04781056171323329,0.0031085891795228616,0.08456126851324326,-0.04047299408034205,0.02482970555645252
LAMA1,-0.025753663969886,,-0.0030950115407606966,0.09914625705494126,0.02810063354913683,0.07286790934803175,0.015287523736659129
UCN,0.02858752167766185,-0.039687024549201186,-0.005815132917564925,0.029396354696938725,0.015266820474748767,-0.0479285410913194,0.026595625380389905
ARTN,-0.014933125669357764,,-0.0033786009262364884,0.021486391203801847,0.011528457699979676,0.07759045113931191,0.04688203941401622
PDGFD,0.011262461715131736,-0.022502028827038993,0.032575456688105894,0.04920701096016198,0.05514731208986074,-0.030537534076902167,0.029929963440087193
EDN1,0.04296383671596138,-0.01295970003618718,-0.019317014394049634,0.05741095911062696,-0.020867332568291447,0.023681020264520652,-0.001115040795670727
ARPC5,0.02821927627102067,-0.07948748038178763,-0.05667350213801676,-0.032331483704432645,-0.037720970780759686,0.019085169909655454,0.017315250360673676
GSTO1,-0.024548037131349985,0.04512919644403167,0.07081782636053832,-0.04746684951472974,0.061526972403271034,0.03686688478447515,0.01738892446586924
PROK2,,,,,-0.016826690145636432,,-0.018908444977210583
SYK,-0.00219605306880607,0.04018696914004834,0.11077148495959664,-0.08794523424426914,-0.002401442991512367,-0.06717116317385743,-0.01511741678692672
CD40LG,,,,,,,-0.00401715903834821
ST6GAL1,-0.011390729711499696,0.018080234572359938,-0.03305291082571124,-0.06339970480316667,-0.014968035259373251,-0.01039847417446441,0.026596564753534824
WNT3,-0.021984403466596764,-0.06373182816906416,-0.04118516577401752,-0.008799243393405187,0.04200030776023706,0.04217577438184832,0.05595089538254224
HSP90B1,-0.017317867005822097,-0.006657688970885411,-0.07111594315197503,-0.026284323066777745,-0.014652017551153087,-0.005160740824433212,-0.013852434503600061
ZP3,0.008861192780000174,-0.004840360968753794,-0.09805861799746118,0.0424943018443543,0.010384855550162423,-0.02670800489110074,0.05139300549859483
NRG2,-0.050701597999219465,0.03571019429734549,0.11294474501340547,0.03930973478077502,0.07405267593788989,0.002291061519155397,0.017422615209208413
MELTF,0.011699342405138279,0.013077333679849512,0.0994763815580653,0.0655211957160658,0.07259125737115547,-0.017258685249915293,0.07424474249807304
NLGN1,0.025150223548669286,-0.03520009489930963,0.026022072778669848,0.0017940387643261564,-0.03696405544840879,-0.01699376459600901,0.025936127032031325
SLIT3,-0.007931148753097044,0.05056977965554137,0.048528104503100675,0.0606605670017376,-0.04523449351223015,0.06626523922514702,0.03365321069350415
CCL8,0.022096957211959933,0.014655921327310712,-0.001977415194277955,-0.006704740388898183,0.06801119389187109,0.061674458340673415,0.0021570607885957136
