,UKF243,UKF248,UKF251,UKF255,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH881T1
CCL18,0.016807715007152373,-0.019721818518551773,,,,0.015931837450624972,,0.044117770844046916,-0.047880280077876425
CCL17,,,,,-0.01934602348983799,,,-0.028237356375931572,
VEGFD,-0.046494289811585626,0.06840191069162739,-0.01870692993586888,,-0.014190542189490795,-0.02392278203755896,0.05477334680811611,-0.01956087866646515,
TNFSF13,,0.030658980273353027,,,,,,-0.016188614707809742,-0.015612751347091858
WNT5A,0.0822741173274999,0.06499517739608732,-0.00065309041257257,0.0034330812353975614,0.04890426544847176,0.05530783071543045,0.10540587461184277,-0.0010175867249449235,0.06034482017601911
CXCL8,0.035733591838789484,-0.011713499524610524,0.055570286567175456,0.058914170502681884,-0.013214849912141401,0.053872004763046974,-0.10911921362140635,-0.08182808584181485,-0.06317853765692288
GRN,0.05277246020351795,0.03375015785626319,0.012492993822775626,-0.10607257182348916,-0.024552382430615152,-0.011555789806933406,-0.10697617019594485,0.020097984375371993,-0.07586006937667383
MIA,0.015026065230634184,0.03183169851064303,-0.016636635256532768,-0.026505075123480833,-0.016138753240187414,-0.03244359024056029,0.029631522344532264,0.09759354632931258,-0.04050198972786567
COL4A4,0.013333159247972027,-0.009048773828773313,0.04309304644822025,-0.048136245759385576,0.10300877321709995,,0.011351404027418148,-0.01790381124759354,-0.014404292001729954
TAC1,-0.07680643489202786,0.08154251479251254,0.02053978512893308,-0.06773737318838713,-0.0023382094697119373,,,,0.006807868037738618
RARRES2,-0.0293750668073082,0.03336947436729581,0.02207830373759201,0.0383251219243934,-0.030369068347580765,-0.02655454408137779,0.13084539570010803,-0.002519829154327049,0.010748127751696333
FGF7,0.07670210298856903,,0.07201589122887622,0.008632151161706831,-0.033213549067088496,-0.027593010216402605,-0.0700871564710655,0.009495233749823357,0.06343726168934137
EFNA2,,,,,,,,-0.01859130609828247,
HBEGF,-0.04770880502324406,-0.023901826640296355,-0.030237629458700097,0.09747751285533296,0.036972660482046095,0.03318419370309911,-0.04852339310220204,0.006392027306507967,-0.03429073409586319
CSF3,-0.007343478658180711,,,0.058411935976439316,,0.009792208271696823,,-0.02956380447764489,-0.019932633724583686
PI3,0.04053618392617157,-0.020748184587981264,,0.11907455753182884,,,,-0.0783994829278602,-0.03569509620536421
PCSK1N,-0.053851825447929366,0.05259423115992242,-0.008333282837232555,-0.0380235740345031,0.012091788105575717,0.022049311322382997,-0.01484584254818028,-0.0009434370307679856,0.08194561796071508
NTS,,,,,-0.008250962886092677,,,-0.02264997853085855,0.01796861052123935
SFRP1,0.01752551819205671,-0.0074594934721849415,-0.04003298735359379,,-0.019346023684668336,0.03861308964164515,-0.0826565674558571,0.012044682988157597,-0.01030418105787694
CXCL13,,,0.08972073864513726,-0.024465498386973865,,0.08358108236701696,,-0.013815347518279428,0.06226286977025602
MICA,-0.017933837393766958,-0.022242961762316594,0.0139309229293498,0.006992695029301736,0.00856055643339266,0.024633578730212626,0.0524906673186332,0.12310610187440776,-0.005246329967646455
TG,0.02593128224244831,-0.03105707965186022,0.0011471168566320128,,-0.014000633187145391,-0.027664824282751653,-0.07097008835405252,-0.027895924575456258,0.07605282859160781
ADA,0.013670401166741817,-0.0008688562666296459,-0.036689822411749194,0.08890898300109708,-0.009902308722126886,-0.0062888858935377405,-0.0733204972846995,0.01752661893423506,-0.018421164021976057
LAMC3,-0.10070271981667095,-0.00867277804991317,0.051622832032309385,-0.029068448833215896,-0.02227208756618374,0.02718071778991699,-0.037059329941915575,0.07851983373429719,-0.05981780417013755
CCL7,,-0.012544742632953531,,,,,,,
NGF,0.06315996385078505,-0.021538700140325016,,,,-0.05895295023380251,-0.07886476122143068,0.003709736209491306,-0.03421997624923968
TNFSF15,-0.034605275773506174,,,,,0.011259365941593316,-0.010422590174439606,,-0.012377823341868077
HMGB1,-0.10873123532843015,-0.008736421385339517,0.06440679036581985,-0.05495359890806848,-0.02982366874525066,0.005965253240238414,-0.09782881578731092,-0.020859161581148866,-0.01364803773294991
ITGB3BP,0.08564051196304882,0.02930852033340068,0.00930087047603446,0.034925615029695004,-0.00746857861290732,0.006122648686567362,0.017067677420787217,-0.020390931764656558,-0.019019840152724374
AANAT,0.032922881960355775,-0.01820051301107473,,,-0.016138754137866074,,,-0.007679224800356463,
RELN,-0.07710325592683821,0.011077752254148622,0.023931061902520277,0.018187057419958297,0.025029823861988845,,0.005828268701735071,,0.0343498678993129
IL15,0.04116098602463315,0.08404618882170849,-0.022625984954287786,,-0.01040271408022587,-0.025104617440229755,-0.07135877291550863,-0.009565881050347903,-0.004278505022384571
BSG,0.12109219253621265,0.03595448412798235,-0.007065520895139657,0.046636020422230924,0.03454986771168993,0.01445220617600022,0.16757535013383018,-0.012731150932800002,-0.05282631935951052
ADAMTS3,0.047138409864218585,-0.0407720122527451,-0.009702750697093093,,0.031505005002099046,-0.04490361991894754,,-0.017065668625522234,0.024989504822139623
CD34,-0.06277776729161877,-0.021847682705168868,0.0007750149102841903,-0.03539563958484208,-0.03019517079100222,-0.04076393426226192,0.013612721826496659,0.10054807878663377,-0.03809748527446015
PLAT,0.006416484008104065,0.005586315006844945,-0.03048252225902959,-0.12012268199272892,0.02217262275713493,0.009318968027099037,-0.061990839772166746,0.10417576243272211,0.0536541180297185
NTF3,,,,,-0.0039225317254631695,-0.006855095442147457,,0.013121978170110954,0.05710282216988865
LTA,,,-0.013060769444628015,,,,,,
CKLF,0.015998744497041233,0.006146495845058602,-0.025172900952689484,-0.022347798384610835,-0.00011113928168858207,0.0029972676133823554,-0.10757531409951296,0.07381384487927177,0.03291674967146221
APELA,,,,,,-0.006355931030102576,,,
CD24,0.023165001698466286,0.05594006747880559,0.0390424603994139,-0.03198494385931497,0.031194839347423342,0.01696358926551824,0.24789638104929754,-0.006049439836647092,0.11056564346939081
HSP90AA1,-0.015134130026576313,0.044260212040841934,-0.02478272791463143,0.047751056957010665,0.007346016688960142,0.06262264717191737,-0.05293647026312367,-0.11431845451458673,0.01687243439964964
BMP4,-0.07765075718100184,-0.010329708909466995,-0.013845181233684896,0.08771948569629082,0.024369333491732828,-0.013480514903522096,-0.0750439564593401,0.04707768979268544,-0.04289209114565828
SCGB3A1,,-0.012544741378496026,,-0.03601506469667562,-0.013613196963432625,-0.03024419878260768,-0.06703047843400704,0.1308602662797584,0.031818951917190696
IGFBP4,0.011453857051349527,0.023163001529863468,0.013941297054099204,0.038777805468544535,0.04952729133890395,0.034759046246473614,-0.0304999335862395,-0.013659734006836515,-0.05617412842400229
RSPO4,-0.02142656753587251,,0.04158513638075477,,-0.013613194972194617,,0.0018863028881452588,,0.08914341484229626
LEFTY2,-0.00475476181944348,0.004300602787664708,-0.01322117556502071,0.005454147334563929,-0.014927034780044037,-0.025878308936023667,,0.07317790563308213,0.0939234319599234
PF4,,-0.013013155454645703,-0.011880544954120206,,,,,-0.017040219175158917,
ANGPTL2,-0.00675025907721198,0.04197274234692718,-0.035240148216634515,-0.09108061895388155,0.03339772656574095,0.01978895014252491,-0.10373234657028718,0.040882260437321336,-0.0361673180390465
LRIG2,0.13045486738656062,0.03376348947290868,0.017837227546167643,-0.017568326627377433,-0.007916377683701738,0.037144579306855066,-0.012341128646599813,0.06758626473337735,-0.026076600088525657
ICOSLG,0.07509974117750984,0.021808056202514844,-0.044553208467280024,0.023676630857665047,-0.014971676077930793,0.01712450802865683,-0.037949304425486996,0.07301170066040656,0.04105664346763243
WIF1,-0.08229676271249421,-0.02341506103228574,,0.06134343067881638,0.028817352723503227,,,,-0.01609235475183434
NPPC,0.011560129782019047,-0.00886575323431932,,0.05047929767462532,0.08634545795260774,,0.14603930037721716,-0.03224123705578912,0.03338002911328979
LYZ,0.031449604429703626,0.044562814069136154,-0.015512416961947979,0.10576862696262083,-0.0015424150269047463,-0.01608817954871295,-0.001634626099157132,0.0498796255832835,-0.07297728999528326
EREG,,,,0.0967046898713405,,-0.030260643222948982,,-0.006026944620332483,-0.021561281005776547
SPTAN1,-0.05804969231478776,0.016243154182572064,0.012253173874134575,-0.09078652327451223,0.06359085750958995,-0.029298488206637087,0.021892354750528295,0.08066337466390909,0.03701312186713077
PTH2,,,,,,,,,0.066811848466895
LIPC,-0.01881853919996149,-0.01593152271662311,-0.0002195641852804184,,,-0.026713261901596966,-0.0033316994100423686,,
COL8A1,0.008400301183546536,0.003850163123056592,0.017506596055051612,-0.04206700241940756,0.014284363275304057,0.015360419984953657,-0.057117554886489376,0.06855153774097202,-0.024935262758019473
GSTM2,0.043592933980873216,-0.041986867777044135,0.0003145164893733613,-0.03522000445159625,-0.040236188836967654,0.03451522817047374,0.12934936822109852,-0.01070090939673608,-0.0367521765591484
SPX,0.02347401015090151,0.04157360831570408,0.04391166421138652,,0.026637482415810487,,,0.13187751351073118,-0.015999070144775324
MFGE8,-0.1394002744006841,-0.005616937706517709,0.03595268975690444,0.045443116639149635,-0.012631049318788364,0.02766385651685163,0.07436830561949918,0.056909216530874496,-0.047309518983612554
TGFA,0.07637902003670699,0.02356348363672113,-0.017109802883886974,0.0467878378631743,0.0222367243874861,-0.020779145623531194,-0.027659450852111914,0.028116698500268517,0.023874375483061126
SLIT2,-0.09989705417913841,0.06915229558223661,0.023871409432593957,-0.026768923761520454,0.04439334342424049,0.06215333055114153,0.02694908514438147,0.044872412953461546,0.021379258652242817
PLTP,-0.03836417754785581,0.004187729228501563,0.008535349807531848,-0.06075429411931709,0.01432938897300383,0.02224604508008985,0.03881722327890717,-0.009410608734763612,-0.08391265441674399
APOD,-0.06856115763884633,-0.05499722171315587,-0.009189112340142472,-0.10552553974372256,-0.023939921932556032,0.028768958723391126,-0.08663960164746402,0.08609869969669726,-0.05392592946248205
B2M,-0.09725231308759864,0.04466343488803964,0.04612470057272365,-0.10886442710484151,0.008622706831814075,-0.02731512269587306,-0.05084805477676385,0.10473463602462195,-0.10863113705279726
OMG,-0.009654097055544625,-0.0183903507655262,0.02883420156790827,-0.10752078497668245,-0.026902739535105354,-0.019164231616888242,0.023130206606292242,0.091551576127791,0.0016787005330012544
CXCL3,-0.027759863356044513,-0.010110996431058825,-0.02442526977543827,0.06841659840125566,-0.014563241108183573,0.04934340425994187,,-0.004370144676759823,-0.003586386360547714
CXCL10,0.033714691521879406,0.012670159055305047,0.0046597871314668585,,-0.02212262915171581,0.018760080607528918,0.033973006400089975,0.04831529811063383,0.03820927465867025
RSPO3,,0.06250629631551048,,-0.03369354330021519,0.0931803840888422,,,0.03489103023336315,0.015536837381082575
CORT,0.04205391417182252,0.08263751258102243,-0.021217900957388236,-0.04471592242732473,0.02855691617670012,,,-0.017831723278852723,-0.028790699822218407
NCAN,-0.03942146155269469,-0.023957533329001468,-0.02130393542422956,0.013809549583817202,0.023199025287752206,,-0.0995390304477963,0.049242785731756486,0.04096269434275269
PRG4,0.04490189787147279,-0.018865794757603443,,-0.03767373407235341,,,,0.03528265625379911,-0.04128042010943382
ZG16B,,-0.01739577004732238,-0.01429630492359438,,,-0.034138189401344776,,,
TGM2,-0.033281455902221986,-0.01648022191361966,-0.03862178975495283,0.1555670426349481,-0.0028766982611079144,0.05737923955922323,-0.05442921597095544,-0.019700202878927913,-0.03724447400314133
VEGFC,0.03196873188081401,-0.023953879651811553,-0.018357006065802293,0.06743381252147153,0.037934193818796036,0.050837297785766254,-0.024669234864935777,-0.001264793122152837,-0.02954516306653992
WNT6,0.015865055468315938,-0.020240664911688102,-0.013221175912003896,0.02057543221774647,,0.02466572338942928,,0.016021349004103017,0.041000707893435163
NRG4,-0.05668663921150331,0.19092350246162662,,-0.004783666000769662,0.041592771383174874,,-0.008638187481355138,,0.009486187960435696
PMCH,,-0.013316777805092599,,,,,,-0.008106113347533712,-0.013161712682225756
COL9A1,0.02685429614568289,0.007663356725424969,0.016943685517727857,-0.011988925128633442,-0.018714764672988916,,0.06076202004333091,0.06796247225486506,-0.045580139190441564
GDF11,0.0027235561607235298,-0.002258672727104406,-0.006563413489344089,-0.06205464127806052,-0.03496884405948798,0.04153771581877987,-0.042411620141017445,-0.04834977275359057,0.030040168061500207
IL24,,,,,,0.1253775455835946,,-0.016768521543976983,
SORBS1,-0.10386345281705639,0.015364396356654006,0.018916335186504842,0.008108266736357889,0.007456697931021218,0.06490903263611714,-0.05005906605105803,0.053340858202374754,0.006731994576945567
DLL1,-0.044053659056411516,0.022051575408075383,0.009297255170900931,-0.025744898475897695,-0.0016915975359422023,0.010387249808902314,0.04083420043845205,0.09993351962791573,0.05051714744955484
TLN1,0.019480246790240928,0.01571766608089743,-0.021232093839748382,0.06837373736778672,-0.010935387204888843,0.019567832448245684,-0.025680180912200257,-0.056671311822129054,-0.03484806296491518
COL2A1,-0.03478629940193739,0.03247807590558393,,,,,,-0.003604114231478112,-0.027727268160830053
SHH,,,,,-0.015630377924456238,,,0.040793369239032116,0.0057950320309527225
PON2,-0.03470424478027816,0.021222831392268174,0.030549692792246026,-0.10017797975290949,-0.05375391746020086,-0.02122473247159453,-0.06422883530403985,0.08366593524832885,-0.06096443564083785
ICAM5,-0.06333850878986039,0.12777439454165132,0.0018712914132228147,0.022598462934034818,0.015084531272367769,0.05681934692986985,,-0.0011429275041328203,0.05616947622023559
HPX,-0.0313685289712973,0.0667310285003215,,0.02821596536718723,0.027835937221749214,0.01668372354633461,-0.06363556620241603,0.04185360407479583,-0.03643222044635648
SFRP2,-0.016025055881302454,-0.01667826709369396,,,-0.04710673844488705,0.06843458086221738,,0.042308876322223805,0.04837373796191055
CD70,,-0.030470781144144397,,,,0.06684330329868347,0.018636296253430704,0.0016513354302101575,0.022763977176596603
HP,-0.016921599901433822,0.0019981497470982572,,-0.1014968197169983,0.04740415029676346,,-0.011659351996042077,0.01890547210221058,-0.03215804090217785
CXCL2,-0.028976681535748533,0.006501650653636809,-0.013823479409146085,0.11807208409544251,-0.018919008092757282,0.04865094522576292,0.06885267642628373,0.017510435768874996,0.05422654177939153
NPPB,,-0.016183930516179473,,0.10025474932351265,,,,0.03158870571439635,-0.01967153992788199
CCK,-0.08676988854052453,0.0011324949766127604,0.07445035010354441,-0.04527796018672616,0.008141004292103309,,,0.12409078208111814,0.04758503794393317
SEMA6A,0.05359104580951371,-0.01151694981044903,0.014765588461033118,-0.05540989436587926,-0.023584196193744904,0.04889095747241649,-0.1386114598174503,-0.009780948869103736,-0.016923676742597017
IRAK4,0.08688765820232447,0.00244656619434739,6.703224143829594e-05,0.020404767983524582,-0.024838119438491804,-0.013849657832412836,-0.02737084875214055,0.05489009411374308,-0.01578738122876906
GSTP1,0.016239759690870253,0.008154661825457779,0.030907102140935755,0.05988839440152681,0.014531791313768009,-0.002086406911856625,-0.12292660274326433,0.10975518249124631,0.03267430873530221
VCAM1,0.011915280984597064,0.030689248781301772,-0.006151512543884563,0.012035389658236799,0.015132044730621907,0.004512236227557665,-0.07126668497409781,-0.001785173861603281,0.053761860593990615
NXPH3,0.10928838566472253,-0.03600663987849864,0.014215131614563628,0.07214420971248602,0.011839744886287026,-0.04062299574535792,0.09571180565227855,0.052439740757585354,-0.04647241019188039
MTMR4,0.001960019309651765,0.008174644059805471,0.012951346215509127,-0.02721303682720656,0.024138309906011617,0.04143785414710475,-0.03629265016596961,0.01907118863525496,0.05169456838061388
LAMC2,-0.012979905683263038,-0.01270269321221339,,,,0.054095820052615845,-0.04891636747030941,-0.022021773944098953,-0.012775495093279703
IL10,0.06541096496246772,-0.026839394512279065,-0.018936976987242532,-0.035160309001182215,,0.05762233274533336,0.0008198488414094893,0.0640179267982835,-0.00601424659670469
SEMA4D,-0.04333492603416897,0.04832953679084724,0.06364056283649219,-0.07067961260686663,-0.010624538681365123,0.07408134378388925,0.041742511655394866,0.05944640115997375,0.01573200864269661
TRH,-0.05164235514403687,0.05600601335768843,,-0.006651318234710048,,,,0.10110447774315136,0.08933630012211777
SEMA6D,-0.006244908458624265,0.008756196089737461,0.003235093222962812,-0.030493376598124004,0.04687221574958997,-0.029008884548160162,-0.004521710125113867,-0.0028523570114086525,0.07653862381846284
CEL,,,,0.04899744572658491,,,-0.04016908039777468,-0.012272391260955421,0.025496992804207842
PDCD1LG2,0.01541282184528283,0.015764010325427583,0.0054718079185775165,-0.035160290781422555,-0.05433597667180287,0.07849779172091977,-0.09788260641654352,0.16430167111359345,0.028264263596555362
SPINT1,-0.017620264925952055,-0.021454281015988536,0.014962967203379595,0.027284315283920026,0.002948631198358023,0.08516566995336276,0.0680188365205063,0.07524971697008372,0.048942811589089204
CTHRC1,0.018108432038568146,0.012798872295407005,-0.01983325584341828,-0.030574261264586924,0.01812839499155775,0.05330980995458884,-0.05552884124180609,0.04138271191349654,0.006866889665687487
PODXL,-0.0019111930357856577,0.030367288915128066,0.042806619254235054,-0.036754996443458136,-0.02808059562812502,-0.013026229429731747,0.013604505737678418,0.053515921880503914,-0.005020630474443562
JAM3,-0.03656206279856318,0.05623851687623192,0.03553787343710369,0.020237354691820798,-0.014227368702409792,-0.005804035261781326,0.01597173449806709,0.014545135131371144,-0.060933823805862604
TGFB2,0.013163681937532477,0.044460358821168104,0.034961312909360005,-0.04930387816758615,0.01595581834614725,0.012267966491138885,0.00395034352415919,0.058872316817026156,-0.015453004299776788
COL18A1,-0.04174727967029407,0.005643309914407051,-0.03445273597490658,-0.11100686742335453,0.02950169091545119,0.002464428461021852,0.08280875616544531,0.013906768073465546,-0.055674219534530944
NODAL,,-0.026100477331862503,-0.012734209070280979,,,,0.019009101181212153,-0.020713074143817175,-0.014609736819006396
INHBB,0.016665256860799813,0.03380291099608958,0.016180706297380474,-0.04086509465980169,-0.0028021842662166846,0.012898240201111022,0.09998945804059786,0.011249858418399941,-0.04971531072847644
LCN1,,-0.012702696070371085,,,,,,-0.01956087866646515,
ARF4,0.06812971406841262,-0.039165750340479685,-0.01791920195636212,0.06802412743662083,0.03467229402157558,-0.00510341732026746,0.10060986753464193,0.09971891393112967,-0.0124163927029784
CXCL14,-0.06783354424137265,0.02259879330364343,-0.008783658837950927,0.07792876747393292,0.017998942346059605,0.03924616034613583,0.007055568227703647,-0.04562425944740039,-0.10348926926084992
LIF,-0.010522124775256292,0.0330817083156994,0.06431715983598306,0.14673614471948426,0.01936903810259187,-0.012662350189737317,-0.01250744998702116,-0.04389077253752924,-0.042008940393922264
IL17B,0.0629642207007906,,,-0.02602228732543997,,0.02881463004707602,0.06206224965971952,0.02188282261111838,-0.018175870169159548
MMP1,,-0.01751276415130216,,0.07464423074922537,,0.013575890864691626,,-0.03224123496554677,-0.013161711639898646
MATN1,0.014704723430276324,0.023882262868431894,,0.08711128985834099,,-0.021527428472168673,0.04732439869037047,-0.008632469557366431,-0.01873218548082768
ADAM28,0.01984828958099896,-0.0014539339857853925,0.043253881590288215,0.05631153716610987,0.02923355054786047,0.045696195455872377,-0.06979283458897889,-0.010575621419576006,-0.005899716474029661
TCN2,0.0052670450735592825,-0.03112947398809448,-0.0246982636613569,0.013346156791247765,0.014097216443404207,-0.007947363669817993,-0.06224597099815437,0.04808384618179203,-0.07810212184335007
THPO,,0.040936821851122907,,,-0.01679390625986561,,-0.02893123508661392,,-0.01624930327057702
CUBN,0.10450021900461676,-0.007310114871003482,0.011877125666680182,-0.04081637296483147,0.0035882679770565255,-0.008845096059697858,-0.024088737356770626,0.0236975405274022,-0.021458173172490467
TIMP3,-0.04511358522870312,0.02736431348769482,0.02099501542604061,-0.0016791564711890106,-0.024171113238908446,-0.014586386148124934,0.07221996409414413,-0.029282166746514692,-0.10148202797413268
PIGF,-0.04208590877360448,0.0292020512412378,-0.022021923024807766,-0.03623602124473665,-0.019172620700012417,-0.017997435971679552,-0.026394792517374366,0.05425291922462527,0.019567561384939595
CRH,,-0.01488272081047483,-0.01598139880519051,,-0.030385075463634954,,,0.024423619012224354,-0.05070991052247652
BDNF,0.011589479602844175,0.006084489385898082,-0.014296302198596534,0.012821736121261007,-0.027319577444296063,0.07349185794008473,,-0.009758526275376562,0.01987270492116939
CCL5,0.011453433678522085,-0.06376939637365951,-0.03224167778578958,,0.02996832141442934,-0.00857044542948106,-0.02700713387708258,0.025971185914181377,-0.0093040207684618
GAD1,-0.046633677642059855,0.0612657059011987,-0.004644116245649188,-0.05929145457555547,-0.05230466264045643,-0.020172507508295606,0.027824824641766374,0.06864209794428093,-0.00039905472421893404
COL14A1,0.035833673461830376,0.015796131850424607,-0.01994276898087648,-0.00616798620783917,-0.021997666993073102,-0.037426958470879554,-0.11895101941465824,0.008921749146084457,-0.00763243682689497
HLA-A,0.03928223038384631,0.011942618213869464,-0.010418756942015283,-0.010184713686638296,-0.013232871404153121,0.001030171320309258,0.13545862235435213,-0.08179602406004889,-0.04313119492772858
CD5L,,0.007874173313743732,0.01144879155942821,,,,,,
FGF18,,-0.013466170812705049,,0.015562492006640219,,-0.022352598395301747,,0.06667175317562261,-0.005439057513191325
ADM,0.08763808501683654,0.02532247412188794,-0.031205633520951525,0.13238613615041067,0.03465751305381025,-0.004854901547696568,0.14677462149078635,-0.061561506893808515,-0.0051292206771311084
CCL15,,-0.02483049850501345,,,0.023482615208481866,,,,
GNAI2,-0.027957793587071574,-0.007034135914601466,0.045878330146565505,-0.006413097388192239,0.01481196351003856,-0.02232247730343249,-0.06315536929440088,-0.022781424446327154,-0.06756409602128151
HDC,,,,,0.07658634392841839,,0.06748338154235975,,
COL11A1,,0.045872693937042276,0.037364831701651925,-0.09636875788062542,-0.020378949764234388,-0.009713929553659037,,0.006626973061163852,-0.009709271899916428
NUCB2,0.07806375415027687,-0.0022218325416475952,-0.008822912207423638,0.01225412571238542,-0.038668552381694615,0.07774800966904667,0.05079139066324526,-0.003902268573538197,-0.05332189457136152
CXCL1,-0.06856296679558468,-0.028973037651037127,-0.017144218992953576,-0.025641372850163647,0.022640079429967336,0.0273670055450135,-0.05998897817803129,-0.02585245126828444,-0.018168992906729183
VCAN,-0.039465255142478804,0.03665531207170211,0.06484434111603879,-0.1329787781437463,-0.006119483822957416,0.06792810137579278,-0.0240972208018458,0.03915013489481599,-0.0070652111109608924
MMP7,-0.022087079113554283,-0.025215972225052053,,,-0.019897795375130613,0.0179692519507758,,-0.023553419057590622,0.023533605364861564
PTPN6,0.13062160752755672,0.005418658535822618,0.029295861554474358,0.0012860475816821836,0.0451256319286626,0.017691235433549814,-0.002237525294690419,0.04742718984693616,-0.022060063809084915
PTGS2,0.00848125043687657,0.013341777430799794,-0.015300316131015393,0.11089948773860193,0.003897487959202149,0.018927501410056363,0.009250704196663437,-0.04518201903807729,0.019520076271782413
XCL1,,-0.016308798195955012,,,,-0.021042140675005525,,,
CD58,0.044074687822903795,0.018091721898300776,-0.01527497648704992,-0.053668343826188694,-0.007148298261535126,0.023238088379211225,0.048796240284835944,0.06218399063662531,0.018225898387672492
TNFSF14,-0.009141061087170173,-0.016432795465366076,-0.017880855201931976,0.19124466011213226,-0.014927034780044037,,,-0.03328905409797449,0.0010784974693025346
CNTN4,-0.024610592753589695,0.019656822316460498,0.0776135061514419,0.02202070218254842,-0.003446421531346202,,,0.07257987009193542,0.06254117901547386
INSL3,,0.07818179352709152,,,,,,0.17143933528464844,0.11804294846116974
BTLA,,,,,-0.019062333956626307,,,,
MFNG,0.012279060038991983,0.013234124155553573,0.002915379007300049,-0.03151990879503847,0.014609638358760906,0.014466947218374984,0.0059065302221367084,0.007939700222677924,-0.016202338074775523
ICAM1,-0.021136720794089955,-0.01988597530815974,0.032234191565041065,0.1480442291866924,-0.00404582559982915,0.05357116792840236,-0.10477236408536177,-0.0010401023853033346,0.054235824147834885
PROS1,-0.008539610083989582,0.021383491751376025,-0.0011426865019742538,0.06392971520988242,0.009946817653522226,0.10570612119688114,0.04545722883139089,0.022551455670987843,-0.050308188888885046
CLCF1,0.05728151732077833,-0.007111733773827087,0.005233769750787089,0.046181361514147916,0.011771542883878529,0.03446466951644353,-0.08658202884518701,0.08471072245422331,-0.010731623468414104
PSAP,-0.06275314906952144,-0.029979726207408294,-0.029357650717180977,-0.09367360873953264,0.0780897848889583,0.036610372340334055,0.168292363476677,-0.030251199824290528,-0.05323533879683266
EFEMP1,-0.03313709190158084,0.019454357361789656,-0.02088177567802796,-0.07500588652282895,0.02590849291530169,-0.03996925917118005,0.05302702784265182,0.08173600001543825,-0.014936488982502723
C1QTNF1,0.09119794640044625,-0.022679244479659872,0.025280388097211105,0.12523923118670635,-0.0331264058460309,0.03837720563607742,0.05134817064579106,-0.02857084524743756,0.02450917895373062
ALB,-0.029262891428164493,0.009057873204001624,-0.009091974736949142,,0.06584039405799023,0.01765140795864661,-0.0653505500084741,0.09589322529228418,0.0046006505387506955
CCL13,,,,,,0.02203005654284224,,,-0.02131785366954523
EFNA3,-0.017009326477372768,0.010400975923445254,0.0520724510580127,0.02766269290630381,-0.025197311503068115,0.01779990730649482,0.06950474071058481,0.020573744164206445,0.02714436435539231
DRAXIN,0.05998590174081352,-0.020813019152739958,-0.02558603471796673,0.06915393483044859,-0.013613196963432625,-0.009981867171760124,0.08459411585061939,-0.03886025268835819,0.07120159774525237
RAET1L,,-0.01138107734743244,,,-0.016304867031719076,,,0.10623745762357806,0.05879371022037474
NPTX2,-0.02904485523356274,0.041279664731847195,0.016785666908486856,0.03145948331719512,0.018373723006785248,-0.004531070661615271,,0.011989830208766398,-0.03891412621271866
FGF11,0.10181745067783164,0.06221818733540778,-0.025751735746503298,0.1554026122406131,-0.030855628427842556,0.057528247495391864,0.11852662121760678,0.011746724468971254,0.06305844513500822
CD59,-0.09903816882731839,0.017472762125011435,0.02645424190640463,-0.033372362873322396,0.003088202015623975,-0.0583920297604827,-0.10362710968347481,0.042884516183224655,-0.11713444736328689
COL9A2,0.0001731021726326763,-0.009815609743505784,-0.03879706654438665,-0.06728787772371397,0.03383550393388574,-0.0039742965948597825,-0.10923060877638924,0.06807195198712991,0.02855328022250125
