,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.034907376177484434,,,,,,,,,,-0.02071949294693421,,,-0.008184195496667287,,
BMP1,-0.05396809870085947,0.04063106516569027,0.032472069697554215,-0.04031366759332219,-0.01908391305828762,-0.12768979463319358,-0.10701951615287258,-0.3777677982105921,-0.06803781091269238,0.016910379619738267,-0.12425325183085369,-0.22447753623056074,0.058237183782297045,-0.02814720230115283,0.0831509391128247,0.02257976465729178,-0.0005805401339950354,0.04695314909631871,-0.06938924093846939,-0.035591658770072504,0.05359774050874007,0.045986973017819795,-0.05260627477686005
NDP,-0.04789521593130204,0.005619288237890202,0.05197159141688596,0.038099675369391656,0.04442979699182295,0.2142460821015724,0.01714047068741276,-0.13163054797198515,0.0662463197825224,0.05113389976412404,-0.053730815841137564,-0.030648355864502222,0.08758224008747786,0.03732409059022817,0.09926851062381635,0.06926566344056109,0.1646148856937246,-0.0478910129285023,-0.05153793915252579,0.03166388539284838,0.22940237302232452,0.07981270853904768,0.114867971251258
TNFSF18,-0.03237840413618381,-0.02574772944782399,-0.015615425868274501,0.06419151317247726,,,-0.02751373823000034,-0.06369709480263053,-0.04635136856878215,,,,,-0.0036930639352301614,,,,-0.021367647355645784,,-0.004131688533233794,0.06191862477619024,-0.030769793902873373,
IL36G,,,,,,,,,,,,-0.0014925029306663326,,,,,,,,,,,
RTN4,-0.09237455869862674,0.1858325800317144,0.05358233657614134,0.0707651951754697,0.03940363628448866,0.26515617749717685,0.3547037147957061,0.48309904947189686,0.15177991715989708,0.07338347939738439,0.35293015886487,0.36796400101897386,-0.07057680225459745,-0.09615804517336665,-0.06174385617075593,0.006449924805041383,-0.005802690821988654,-0.04691497931789822,0.05661152714094311,0.12265273356624082,-0.05243175013166604,0.1432878065004794,0.07809349046989639
HEBP1,-0.002582946249445091,-0.048735768526256405,-0.0008471626406712122,0.03205100773488772,-0.006458743828822158,-0.0030433427288414283,-0.13119253173169787,-0.17214928430818408,-0.011258972995350882,-0.0009006751300924139,-0.22484971869360268,-0.05256218614075447,0.011234260094605571,-0.07685269456453998,0.032036376961854234,0.11334120128978543,0.12151423989560908,-0.025655104418337703,-0.033709290544119336,0.04217623301659665,0.1365932832519018,0.013346350948504063,-0.024734705654577676
WNT7B,-0.028524359924159814,0.13995806223437807,0.0507360752076219,-0.026550096807127065,0.029807264470687867,0.11304468375843431,0.13679660041350766,0.3753587279650405,0.029323196079058755,0.009356472517046691,,0.1691891183079522,-0.05383550826390602,,-0.009557682667512403,0.029067576667792496,0.013320781506379704,-0.044681479218347704,-0.0034178309287121204,0.03608196100044429,0.013594158252365079,0.06714469602063705,0.013385528987520337
PTMA,0.020009580837777752,0.009247988267018456,0.08372548889921164,-0.03372527732982264,-0.02839578307529193,-0.2288651911499896,-0.371571609531571,0.05769633704002137,0.10026482723435855,-0.09480192501298197,-0.5110896978989931,-0.33448618179657613,0.02517002472502586,-0.05882479947301546,-0.1016317651037782,-0.07355153314553302,-0.05600767280559974,-0.044451575765547605,-0.016003547053100604,0.0008836657721920672,-0.1564193027002359,-0.09391736557733976,-0.05143780417238387
FASLG,-0.028524367987923294,,,,,,,,,,,,,,,,,,,,0.0004751222046963798,,
