,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01787538848274369,,,,,,,,,,,-0.017104438874573268,
BMP1,-0.04211323229815407,0.01009916663538277,0.01629853594599793,0.1380257289906329,0.03325477849700282,-0.010689627577090776,0.09036334941251474,0.08077922613418696,-0.00756913026010885,-0.041119786311630754,-0.012638737170149053,-0.0561425488779319,0.05614561981726215,0.0007628759582699549,0.04959582383016945,-0.028349393607296776,0.014816622076669379,-0.026455199237775638,-0.06475563737030897,-0.029430409349672147
NDP,-0.002315907369664114,-0.015515414451379014,0.019944857839991885,-0.04808598858140253,-0.009921732349297396,0.004014690997238321,0.050152500832351114,-0.022974970400412843,0.07253377723709861,-0.08089915420915954,-0.027672977064856382,-0.013365372229772025,0.02738504686815008,0.02509029180966626,0.039613303454078236,0.03426290434713421,0.025098963754872586,0.030429213184076324,-0.004134531434603868,0.027162488774305042
TNFSF18,-0.002132071858642987,-0.022025256215988408,0.008598334615976878,,,,0.016996143141770857,0.005463143082558969,-0.013506325325882383,,,,,0.04042773280812233,,,,,0.0008104144038891567,0.01048641868855755
IL36G,,,,,,,,,,,,-0.007012416744907317,,,,,,,,
RTN4,-0.004155136467670182,-0.011746627529037086,0.007842644772441685,0.08578973973138138,0.050241765919987705,0.04674032502557731,-0.04621980844764636,-0.15846478238788028,0.006774559797778652,0.162780217384102,0.047301329297031375,0.042024377251143746,-0.027361489775815265,0.06262381862505259,0.04370879739998379,0.04114003934665002,0.03798284352224442,0.1376603922145413,-0.005039991921143954,-0.03129792837067051
HEBP1,-0.09309651463631984,0.07616855443917536,0.04033191648427136,-0.01262139079428734,-0.01845048984841175,-0.005832704906009697,0.03955225367105369,0.01037078991390434,0.010797104658162164,-0.046277297568212764,-0.0015999242525630518,0.02263680119762906,-0.0724158385446735,0.0172602899529372,0.023781631628670103,0.0044711264985329135,0.04627039483689978,-0.021292028846748214,0.023007760144349455,0.08009351623084016
WNT7B,-0.0034834367593697684,-0.017775078911975065,-0.0206496325972743,-0.03742751238112963,0.10685954799528884,0.06945186440165908,-0.02203460112228275,-0.052089362091990665,-0.016515713259677628,,0.07488638850772404,0.08416434033797877,0.09363079302918405,,-0.033310379391347664,-0.03156763917289956,0.042036297731333515,0.02001386623395634,-0.03650798297319675,-0.027823017593533377
PTMA,0.09220809435628534,-0.013928148443246387,-0.034883634206667465,0.048838231529888664,0.040484501495980804,-0.07732116097034655,0.09641085758473038,-0.08598210933996761,0.04188122642849718,-0.2364839320193305,0.025867280388014318,-0.05838171453705737,-0.03528236453819113,-0.010236486774146741,-0.05141572413163788,-0.011593862745000186,-0.016292382257395367,-0.026493443431641017,-0.05611174981806822,-0.012507903129366345
FASLG,,,,,,,,,,,,,,,,,,,-0.014834674000653756,
CEACAM1,,0.06000710792870486,0.004629534131829519,,0.02296287219284732,-0.01943463936921163,,0.04163101145002778,-0.021242232071199903,,,,-0.02431294692166354,-0.037593690242098875,0.05487290372030911,0.09787897075363657,-0.021278063150275237,-0.03043996197636072,-0.020640270054891833,
PDAP1,0.07593832473414136,-0.05035658855539501,-0.03801757610529959,0.0735963588943817,-0.06216885361721274,-0.053683946253469186,0.0009933287335501396,0.1312671706331661,0.011179178228176654,-0.008925649114645119,-0.003330665311899722,0.019145396291378184,-0.10464641444014694,0.003940979237605784,-0.015301442662063423,0.026253635932435567,0.0074520878262713895,-0.00990740643666261,0.06623753028707459,0.039211879143379355
QDPR,-0.04325385162509354,-0.009398667709499021,-0.004212710086839226,0.09144575367200265,-0.05611626733848067,0.059234992142877474,-0.06306273176186285,-0.11664274900174983,0.03765703391396545,-0.18659326800305176,0.028123429854941658,0.02613557671439623,-0.010750409794723565,0.03591987086370039,-0.04090311824146086,0.06431199212927248,0.08230089650881516,-0.03339465267861236,-0.03161688385392282,-0.02907138113447917
POMC,0.005367887906502822,-0.034045157061809724,0.020355673577807855,,0.012063289977991892,-0.010796614462906683,-0.005779823511521632,0.0008786062484536573,0.0021236889142495757,-0.04520926428179897,-0.02422256406492602,-0.004798909386392723,0.0016091238688534125,0.014937878170394775,0.035067758309566516,0.05853817609903468,0.020191851727251395,-0.002138589261203263,-0.019551461114942943,-0.014303335552520597
CCL18,-0.033596617138755905,0.052622942557313195,,,,,,,,-0.07169123676796353,-0.0391713299322618,,-0.03117726684451964,,-0.0312537693287692,0.04438070107091349,-0.04412376719971952,-0.02893430432798878,,
CCL17,,,,,0.007786250204489031,,,,-0.016845017282145363,,,-0.027603881395952604,,,,-0.020054222031360328,-0.01771967448362987,,0.04788526839692747,
VEGFD,0.16203793689943832,-0.025764604093190764,0.03501514703384616,,-0.010396436673899655,0.01974582950433161,,0.04578154070044198,0.05890378891338305,0.07950826716133957,-0.016365743441944098,-0.017999247973096523,-0.05902821225000431,0.007960003212313013,,,-0.021278063150275237,,,
TNFSF13,,-0.0017914299010777341,,,-0.01414924940862596,,-0.019305236568138325,,,,,,,,,0.032262656711094254,0.10029828594844115,0.04532417030162175,0.055074889946825786,-0.03772015500168618
WNT5A,0.03544856594882458,0.015361824777033406,-0.0047176709238894755,0.032213729207039465,0.030167889319281355,-0.021105348202315088,0.08001335522208516,0.10690393955853052,-0.01459843428339324,0.011158018166235035,-0.019935531677730357,-0.03568412746009898,-0.07172134703416908,0.011135914672140966,0.03260401982323901,0.03947706642446224,0.014690052898797634,-0.029664449851142305,-0.038060660285747144,-0.0026936334452694675
CXCL8,0.0397989875431671,0.026834554757596062,-0.021253203142013066,-0.10183471100331458,-0.02126049904007179,0.017114576016889038,-0.02746044689683442,0.055712663574901185,-0.023067184372917496,-0.046577067015095584,-0.025456004690082745,-0.03319203815540855,0.12520336087916603,-0.012587037190990058,-0.05502718159779173,-0.06357748673206316,-0.08161695541340025,0.017928092457735287,0.047576449713352745,-0.016736466812571255
GRN,0.004910948629592281,0.002805156228784571,0.020786678530627455,0.09761365153087498,0.0005105149216036731,0.016031915935535577,-0.020928949842955857,0.06782287080735233,-0.008493559873527737,-0.15790780964481504,-0.042841477093724496,-0.05929473886577876,-0.05332034750820576,-0.026129662499096033,-0.006953127434446753,0.021228426403781083,0.012993687638892786,-0.07891724311092951,-0.046357013058083624,-0.025961663074690475
MIA,0.0835586422955934,0.0526473720557263,-0.020186148066164325,-0.008972836298920117,-0.02211850592915102,-0.03417178822090527,0.07224296748946603,0.07061764508729043,0.002373595813456749,,-0.022194888260861727,0.009610582676897794,-0.04742962224990104,-0.07357228877959256,0.04819687477434406,0.05281308035088363,0.04587509269132551,-0.07440625783238823,-0.03462343785559977,0.08284095060105642
COL4A4,-0.03810622216781592,0.015238855702229794,0.003801170494417969,-0.01628177291845335,0.0013707795831749124,-0.0722240930517362,0.02149516216355415,-0.028427122097415554,0.014267431599054504,,,-0.030442498076158897,,-0.016270667473051333,-0.020277594732332788,0.043062388171675375,-0.00971202932819086,-0.023806818387216936,0.08290215871534419,0.06544810203167854
TAC1,0.031562048267050793,0.061403266595965844,-0.001215474989589902,0.06339383173224465,0.022931968491684846,0.01980240315147499,-0.031433900690975576,-0.06353021388767785,0.02514308123079653,0.17152626030920393,,0.05557474184070215,,,,,,-0.019709764930459808,-0.01767608923047778,0.00609773782643539
RARRES2,-0.11182429959090677,0.0036683376248458073,0.036489262542553705,-0.00918114734920166,-0.04102489357655493,-0.03656563360553864,0.002510354467983901,0.12279786255981266,0.015322975921834047,-0.08155601426769521,-0.035994275347408296,0.007298145312436587,0.11405036312651404,0.03291848511873575,-0.010590875359457533,-0.022416629393738025,-0.03294361973612142,-0.02298949869379457,0.07781742436293251,0.02635567573372712
FGF7,-0.04257112790523853,,-0.025619060360680172,0.008779710641187728,-0.02760607696087655,-0.03560203072491148,0.035143545709397685,0.06425575226145826,-0.02526486444145113,0.025438229022891938,-0.03565783777156488,0.013805665291143823,-0.034871808359922485,-0.06037929078340658,-0.0010421281702068202,-0.029173509196271125,0.04445085714919886,0.0545680756688003,0.07215952106471643,0.012695193974104834
EFNA2,,,,,,,,,,,,,,,,,0.06176004356364983,,,
HBEGF,-0.023573574150096047,0.05221027006115917,-0.04132980915237274,-0.03349191471737999,-0.05782015940081464,-0.02271160956402917,0.009123304662871715,0.015582231571176363,-0.050972395128664916,-0.07583173828390599,-0.0015119873435414473,0.012081720895901748,0.029623025135945953,-0.004346228640417178,0.026977394714533545,0.000572283187979923,0.040044607337685445,-0.006213815381882309,0.014260698717556811,-0.03367835688274244
CSF3,0.02444991629061782,,,-0.026640080821120144,0.061269595769089504,-0.009985528148214802,,0.06890645960584808,,,-0.024586685797606936,,,,,-0.06074173383472723,-0.03252682809752609,-0.02653066228898248,0.015104378200327874,0.005964163286990827
PI3,-0.04514246685564411,0.021245176480072972,,-0.04414669012731015,0.016838219425710607,-0.057038785005956265,,-0.046845996253754005,,,,,-0.013960544620796331,,,-0.07755846806097542,-0.10116296424972109,-0.049233049287186324,0.1294352551035115,0.07299446101678456
