,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HBEGF,0.03746713872751162,0.08177446985171721,0.014730275327644161,-0.02812076395333626,0.011295378687691742,0.01420591914867949,-0.09378728670253095,-0.044474957648308014,0.0537914592967854,0.023714091474351058,0.007718269348604703
CSF3,,,-0.03671076759344767,-0.06757277373660779,0.031485586473317145,,,,-0.017566596281547338,,0.03937155278061941
PI3,-0.000724358347535467,,-0.058530461568761724,-0.06694420204418916,-0.017844489925360436,,0.06957471911979922,,-0.02499685049350055,0.08376908514414741,0.006079467714370956
PCSK1N,0.008970599123515038,0.00935764712703009,0.027997684619393167,0.05567816797432121,-0.06823038311278269,0.05746092635139861,0.09382533742796038,-0.01752666483749073,-0.004099284410504544,0.07479142685434388,-0.04993062017081427
NTS,,,,0.002389025174763804,-0.019478479190246218,-0.026588579063454028,,,0.06850016952637622,,
SFRP1,0.0402719679706482,0.046528585274962696,0.07438715146095823,-0.009376187201196323,0.02605085266989975,-0.005352846705790168,-0.0162911806885158,0.005728606101492625,0.007494618048010355,-0.009800656548585914,0.0010083778503955027
CXCL13,,-0.02915219202316253,,-0.009493939670255287,,,,,0.026135628038183135,,-0.03293412792784287
MICA,0.047901455153913426,0.021166148240888187,-0.02836790314083261,0.01888353322828931,0.04011626584602893,-0.0186661355735041,-0.05466339015049468,0.013476791764337633,0.017407612127126847,0.05789635236783654,-0.02626848885150709
TG,-0.0037679291427972603,-0.016393590150347106,0.01225111996788622,0.043728091769781964,-0.019126510112713997,-0.01004302864816307,-0.023595757987890046,0.01169507393519434,0.011271929299383724,,0.007281095675105807
ADA,0.02754072479927297,0.09370763157589533,0.01995602525622077,-0.02989133990222032,0.04506449275169536,-0.031564488714581625,0.10543972549184592,-0.018884793366835573,0.06697595732727857,0.07106049426015933,-0.02443574437983984
LAMC3,0.08384329420472528,-0.01765097562097511,-0.04421714808273812,0.04131544929512112,0.04656819283318851,-0.01266078244459461,0.11963039674570881,0.016568258829468652,0.03402997633281319,0.08448505778385362,0.04175222311344762
CCL7,-0.015923526250055005,,-0.020967961059153044,-0.03271121544570959,,,,,,,-0.015602320602267482
NGF,-0.027339903823581244,,-0.0354079685925544,0.0071951394520499345,,,,0.05338243747762115,-0.015254623878130336,,-0.04601507346701857
TNFSF15,,,-0.02334885016920545,0.007611291840994364,,,,-0.027255456847275705,,,0.0032320653421600534
HMGB1,0.01884176807472108,0.048724116441948205,0.06313737383316834,-0.05958918283952565,0.07169714572780243,0.002958831605877047,0.03182015987708194,0.11091921165202893,-0.033751750386903916,-0.06212158365689476,0.05936772486006677
ITGB3BP,-0.05550754086535149,0.028675113501469705,0.035626645891025766,-0.056213084174273585,0.08023800095712605,-0.04199661388202804,0.01571614620731348,0.07014746806522358,0.032100104806743475,0.060534770224783166,0.07808369840099116
AANAT,0.05367365435285724,,0.07630572678960311,-0.021823013346548587,-0.014294870468006905,-0.0058786564398429116,-0.006317949677088061,,-0.020808290523890712,0.022096777548069775,0.09552158235688551
RELN,0.02833013091839643,-0.03847037691425044,0.01103570423498356,-0.06569754275535973,-0.04194563511235068,-0.02465911462999266,,-0.05011254018732116,,-0.03624449542688036,-0.02029989758147595
IL15,0.013597086341143441,0.041948155978508705,-0.004209482935093794,-0.016669153994646427,-0.03728684728034409,0.04442749361612752,0.058792056542268774,0.042843870202352724,-0.03772523717986684,0.020257303944956437,0.0023380806155757616
UTS2,,,,,0.004309699343858367,,0.12452659778840001,,,,
BSG,-0.03789366517465064,-0.0008785143408553951,-0.03411659006167904,0.03638343243965508,-0.01092302169929115,-0.06890168324249413,-0.11518874514748939,0.018080390135341552,-0.06291536813822576,0.15687754429774733,0.061462296198125266
ADAMTS3,0.05370107347557267,-0.028804726455766993,-0.034611950396215826,0.054652239556153635,-0.005674344139090012,0.0053392023777963605,0.00966226218097271,,0.04132978219967152,0.14471981981778526,0.061743271672422724
CD34,0.07237358252455821,0.014100672287452107,0.054400988188297666,0.025015529497646436,0.021747791737977456,0.03689549306587368,0.0695568702247992,0.028866574362634435,0.01379276740953323,0.1330566920481767,-0.09062449148792655
CCL23,,,,,-0.01626529343125932,,,,,,
PLAT,0.07217727893126087,0.053015831397696646,0.07532241095976364,0.0031941769571128017,0.05075036998182988,-0.0024229764472499574,0.007828952537504163,0.05959325529908683,0.03943430035214912,0.07759167972614502,0.11788505000438121
NTF3,,,,,,,,,0.07923439311664587,,
LTA,,-0.012055897725588065,-0.015789333293888364,,,-0.01945266830979572,,,,,
CKLF,-0.061850152625129565,0.024273463912479268,0.02074785119717175,0.06673239448827217,0.07330152030060996,0.06826014250534417,0.056721815939302526,0.029928218734306882,0.03510320349382377,0.034869676359237406,0.04008985502865895
CD24,0.0008557731282030325,-0.01960650527872847,-0.00838585872928559,0.05249607104919805,0.05923717327712019,0.05519784254908932,0.07796539174990424,-0.06211476509698,-0.029583702422191344,-0.01802676859614881,0.009889999229983359
HSP90AA1,0.029288584052639653,0.0008251161976988631,-0.015391718728026397,-0.03981460554107574,-0.06889257885948938,0.03224641116251552,-0.09694332516769395,0.041817991314974524,-0.09079025610873664,-0.0857518286158105,-0.019904687456133965
BMP4,-0.018609034001453292,-0.012779958305916658,-0.04634258333908768,0.0015401096533851654,0.009919534919989547,-0.005230508516397616,0.04904507571761291,-0.019123230980455822,0.022030085609333127,0.09468034178236492,-0.012156424305215638
SCGB3A1,-0.015923524657723655,,,-0.025988514853419437,,,0.1933106664164561,0.015718801490586017,0.039150995178384634,,-0.04981931651297571
IGFBP4,0.04414287035258784,0.027913732891557498,-0.012780383927836012,-0.041585156986679375,0.04562469419461011,0.019930138040319595,0.08155708882975908,-0.054407429803150435,-0.0011108458221879083,0.13901256540468324,-0.04739877596693322
RSPO4,,-0.019489735583127124,-0.04113549048960856,0.08348762716055215,,-0.022624637492595866,,-0.0516379024041333,,,0.10177212067106395
LEFTY2,0.09554370159004763,-0.012203962492385409,-0.04952513096165353,-0.03840247453825885,0.09452250643410384,0.010169342318715545,0.057252721408337884,,-0.01777905714422941,0.1447989320726007,0.003397621294282257
PF4,-0.016518100732793643,-0.010966477549302144,-0.01829413293064634,,,,,,-0.014172420080473059,,-0.024488909375033188
ANGPTL2,0.0522271577791583,0.0031137042877309893,0.004182141865751758,0.03706359469968371,0.06597243687233398,0.00850077662101529,0.1252862703983359,0.02246755919337132,0.07554512765955768,-0.027585182034307366,0.07230516307041344
LRIG2,0.0035364749395328516,0.02308051705379756,-0.04912771574347479,0.0030686338364702163,0.015631369727386164,0.022590436497294492,-0.034936574127471746,-0.077822926357084,0.06584377426257569,-0.02931830127881913,0.12692136834208484
ICOSLG,0.03875177696978478,0.007483813896777877,0.06920857762851414,-0.04513157866353297,0.04799562003180606,0.016132507314318506,-0.02579620899398702,0.0024531078352852,0.052153368555630866,0.0432579294379008,0.07430010254678748
WIF1,-0.006280137787142408,,,0.03406832778715488,-0.07525574166853935,-0.017458896873054252,,,,,-0.04493662548111003
NPPC,-0.049399038630391204,,0.013046704023225724,-0.03729655667183342,0.04951718865494479,-0.03405676046610362,-0.05289428187561592,-0.016573673072872778,0.0045033713370946065,0.043960443575997245,-0.022335915650960252
LYZ,-0.02331075252367234,0.08490692258625841,-0.06219055323598594,-0.04574386345825071,0.05726731298892412,-0.020301713499254987,0.005435651739133897,-0.013988767659685,0.03291619996129307,0.05524820190814377,-0.0334512655819205
EREG,,,,-0.02525864785284792,,,,,-0.025407440459437138,,-0.028193989108611473
SPTAN1,0.05786529059995581,-0.04263935251158109,0.04242188607001436,0.0652877605653971,-0.048950002535769664,0.03359643733852582,0.003299858028568571,-0.0724541286778892,-0.017429095701428393,-0.02067004782372275,0.0028842332865203395
LIPC,0.01282707337387813,-0.01650513481041437,-0.03287591937496214,0.11350141644147041,-0.0373880334690655,0.01663423434372377,0.01771746766534206,0.04745097773257386,,0.025082756781936336,-0.024993143598356606
COL8A1,0.04340429718296525,-0.024736822050789087,0.02506018296904037,0.04755895983123526,0.0506296660657326,-0.02450497748603441,0.02960205973106713,0.03063415973776585,-0.006497308726754114,0.1534059956494385,0.01517656473154205
GSTM2,0.011245332996426927,-0.024030384736872582,0.025603156447222115,-0.0023565064412192083,-0.013476237594779904,0.015246825652286735,-0.03390274519801828,-0.05104006888409417,-0.015041814616184153,-0.008281397835803155,0.03524973276686533
IL4,,,,,,,0.11296222652052353,,,,
SPX,-0.032706693959397036,-0.024192745854905755,-0.04838604425161059,-0.045793445002364645,0.006364751569230522,-0.017941030713178846,,,-0.017596871028617646,-0.09534062391988873,-0.0045612361891466426
MFGE8,0.0462262394667111,0.002340230537973191,0.018923651032007945,-0.04506325849222649,-0.03176905268051176,0.00037271231670649147,0.08232605288758774,0.024921886235895207,0.025350224203625947,0.04916752975390335,-0.037505923877074875
TGFA,-0.01773893494312271,0.06634236866708942,-0.02752097885355067,0.026001150062669797,0.07933261452647085,-0.07019196888377177,-0.09969516222712961,-0.01810247836862557,0.022234354687687106,0.01468495533595035,0.04498758397236412
SLIT2,0.06580494612530849,-0.006092524421432219,-0.015411065826245973,-0.05677891075771075,-0.04749966479105727,-0.01834798549880855,-0.01349842571192164,-0.020287226802078326,0.05481694767100073,-0.02727728304327399,-0.033693687466432545
PLTP,-0.0005377540294254498,0.03332167752547977,-0.0016042836968755468,-0.026854684798255504,0.0775695773503835,0.0685033513438511,0.005817584987825745,-0.005345710548345921,-0.02037121476370611,0.13367226315464872,0.06653447579049424
APOD,-0.030518797578087235,0.014430533482465185,0.020538617812036856,0.05873207690669834,0.09962983241982816,0.07239567939672585,0.012614197399263507,-0.032526982697082436,0.06988743186094933,-0.125271234707804,-0.0015537179486338456
B2M,0.0674027930114143,0.05051316291270779,0.0354806307472467,-0.060022863778095854,0.09576977332485459,0.06100134681513448,0.14638610297755805,0.06320118379316814,0.06433265743010262,0.11483841307926257,0.01901536036466971
OMG,-0.031250353214692814,-0.022887210556326674,0.019288606335835956,0.06117527517980697,0.018484544734040733,0.02768981524418522,0.08936176309990501,-0.06796626493322679,0.06697280614218565,-0.11870856274163719,-0.027514324829268754
CXCL3,-0.0407909524534906,0.037295748929099336,-0.04575195822972688,-0.05229118936760779,-0.01876848159276843,-0.01732081577218174,-0.07387895595023367,,0.010634035599652102,0.02773665765563829,0.07028045967738943
CXCL10,0.0006895849338786456,-0.036778510766978904,0.009727316971547,-0.017247410451810725,0.03894174563198843,0.06982788882659613,0.13650839741204904,0.04945788486144519,-0.019009323862729712,-0.02749600696140166,-0.020400077636201434
RSPO3,0.043370337363871636,,0.0865274975975992,-0.029040050630572172,-0.02347293528505346,0.00786969590294469,,,0.0006057341557961281,,-0.031227680879158684
CORT,0.05073321937051097,-0.0195854344553293,0.0673789256593376,0.005440962009623073,-0.04062517348400252,-0.018995236629774166,,,-0.014830717285318857,,
NCAN,0.04014056892215688,-0.027736056838056907,0.0032481072183298413,-0.002080224628867249,0.05328921182484202,0.0072188130622414725,0.08121617276986148,0.11000640346071494,0.03417799206918284,0.03297817820232487,0.05817147511560587
PRG4,0.03520345663503703,,-0.020967964326698518,-0.020792571992352748,-0.020333939245461514,0.009769620784889563,,,-0.02188363090607962,,0.10223057046289745
ZG16B,-0.006163252287575407,-0.013196373364018434,-0.024335886977741628,,-0.02195375506416943,-0.015456910855835124,,,,,-0.020891551274837255
TGM2,0.0011716064110714958,0.11872752380590301,-0.02421888919395275,-0.10669690061384167,0.01820453986934079,-0.023959425627632706,-0.02352210429975363,0.07112746537530941,0.022440113036492522,0.08069287556550615,-0.056067623034049933
VEGFC,0.017673757266012127,-0.01694465158546525,-0.00400544970895588,-0.03200665828857122,-0.0268090222128319,-0.013725921849827289,0.06209347985672406,0.1814261901802429,-0.0021939572536079973,-0.026920522627838096,0.04242260708294917
WNT6,0.029324719915211604,0.09316214797292709,0.010729739886049012,-0.0028031640946840327,-0.019995766633782403,-0.001528461879741718,-0.046225295453620384,,0.06293837850827311,,-0.02158724038457425
NRG4,0.031766301770942855,,-0.025518971783427533,-0.003159204548905604,0.03645025051889713,-0.0008717236321846334,,-0.041213161836118985,,-0.02161679083032281,-0.03246389851059119
PMCH,-0.016903500306854592,,0.017441537809722588,,,-0.02262463640071274,,,0.1373305361904994,,-0.0166340248895976
COL9A1,0.0410992320083926,-0.030311642249319436,-0.0053877696422859585,0.00024355780009353828,-0.02050951703469656,-0.020615463080743364,-0.015904072520239263,-0.007259054366392145,0.03673670144357819,0.13055068816905574,0.05744355941513416
GDF11,0.04869313154600677,0.011504817621493888,-0.0115950654021589,0.06521858246173212,0.027290015778653837,0.004673939132011994,0.04436707706475636,-0.07762502437255316,0.013711216326108857,0.04532155374298658,0.040617249290364796
IL24,,,,,,,,,-0.013946448047813217,,0.020788250976777018
SORBS1,0.09370684493904434,-0.03276918939501224,0.06315814396819507,-0.03688917533481608,-0.011458984216753247,-0.0034524862122183955,0.11369199497348834,0.018334014173550232,-0.021863910732878456,0.02411178959974053,-0.05875145318919673
DLL1,0.05597691285469894,-0.02616183010193588,0.0024090068085794647,-0.043180908695005744,0.07860797751427542,-0.056043275701390206,-0.02496964304082002,-0.14116654969849557,0.03264645111005564,0.00448712533982179,0.06814157552381377
TLN1,0.06984605403515254,0.07049900547038028,-0.022332803838467197,-0.01463667069812288,0.033598219390141924,0.026499077775080804,0.0449564550488262,-0.03924860606604361,0.006337077104892359,0.03928782463879071,-0.02687928078027876
COL2A1,0.019785339807010194,,,-0.018570921059650143,-0.018768487979890728,,,,-0.0026760639291341422,,0.022587260934440113
SHH,,,0.031460874293225895,-0.039006389150198925,-0.014754312042742065,-0.03913116538139709,-0.06994493575773852,,-0.008643922327852296,0.025485705302388008,0.022015797595364605
PON2,0.04604459459035788,-0.024121163803937015,0.08880913517398673,0.08384659031558303,0.04205123131939699,0.007512338012227878,0.11375379390455709,0.04087908102530569,0.11539132187230823,0.07797295183946991,0.057664307640470765
ICAM5,-0.04291721358171801,-0.01570924095177265,-0.03395994860429381,0.03035460767384068,-0.0366754596232571,-0.00824604619837631,,,0.0030782100188340195,,-0.05771210333905684
HPX,-0.013922462589572849,,0.042203192817161075,-0.01080407728902478,-0.027330828699283563,-0.011446937032371473,0.03725858138646352,-0.03329198738451165,0.07748212638708907,0.07600334156462278,-0.030782405447609296
SFRP2,0.04425233622895192,,-0.024815489199088735,,0.16281707176144883,-0.002746547740306273,0.08489467917264562,,0.0041526691589640384,0.0298389919408753,0.03833361431838562
CFC1,,,,,,0.008716341466727702,,,,,-0.028725442229867258
CD70,0.0064933907224151355,,-0.03493317726889806,,,-0.0032023704085760766,,-0.022534438851646008,3.705600558156755e-05,,0.01395429985503458
HP,0.025001231664652818,,0.008333988669877853,0.011604655662637818,0.040314378759019914,0.09962553507491505,0.08804020449977748,0.11029821201048123,-0.004305051731363652,0.04521737392363414,-0.009651908840143632
CXCL2,-0.04313210229769763,-0.03097898668234324,-0.018298052004267443,-0.025076415701892556,-0.015589471734599944,0.017805899555165365,0.03308329612967452,-0.04060158369694663,0.02625918189955137,-0.09757984080660816,-0.00023557276798767573
NPPB,0.0448324412562993,,-0.05483463823807748,,,-0.01703354851597947,,,-0.040657485442359205,,
CCK,0.04961847082788939,-0.03350761780787257,0.03129990760564174,0.03484334905782068,-0.06976760169827212,-0.0029823382309229203,,,0.09149750204751801,0.101982403219549,-0.08562904724041583
SEMA6A,0.0457731607659926,-0.024590865346309485,0.00864249303798295,0.04942596538488634,0.06436783027538517,0.005607672396009684,-0.049018694442507914,0.06549090902447299,0.00047299459730200334,-0.05431861436867089,0.12907188056462196
IRAK4,0.03083255275453303,-0.025261022953090618,-0.01718275106259052,0.03266194859807546,0.04215789161053526,-0.0034583288366542377,0.0890247862587847,0.016338713370849044,0.006032551715333528,0.10675816122486906,0.05614893884135782
GSTP1,-0.06132368446488908,0.0022717880946948425,0.018136812844954334,0.011413945299177762,0.05959958009476868,0.07665639038081416,0.08269562249172242,-0.016123989872010372,0.01191579998656972,0.017837796517156584,0.05398350693684751
VCAM1,0.05080795527974322,-0.022232099350506004,0.06786940062212415,0.04558815336415282,0.06406798600654959,0.020464075498177272,-0.07955685721614635,0.04699245412985586,0.06015508032294896,0.013971315810996846,-0.018733408182210077
NXPH3,0.02432044220169789,0.01621576096571575,-0.02315615495952693,-0.01676297841795128,0.05603213836804936,0.0759295753166859,0.09707260287519544,0.017763171478249275,0.06690140646218021,0.05629224064887819,0.017932191718508256
MTMR4,-0.011858194373175252,0.00564824223334887,-0.060745233887681056,0.0061130416625133225,-0.02787863634468505,0.03242860320222947,-0.04593105538283325,-0.07209359210908384,0.03656851276313057,0.021311890139297997,0.028285525698133224
LAMC2,-0.016124019019707277,,-0.02333202093733143,,,-0.021443337247656322,,-0.04121318654360702,-0.018315599585008023,-0.02090009523004206,0.11786058234190733
IL10,0.019646438914902285,0.0008264462248800072,-0.0014000916658799304,0.023168854108409322,0.007032115001840798,-0.011821691075279007,0.07597628212188995,0.045369639905363614,0.07643132551446623,-0.02016014898500698,0.05838301701206227
SEMA4D,0.039955023619272965,-0.005467469892650612,-0.024021979880521314,0.044574141201192845,-0.030550585227600003,0.044022865176592624,0.05797684737984903,-0.016808730298345606,0.04863008732958722,-0.11201828261004101,0.10601737120676824
TRH,0.04548057005698272,,-0.0037814865182027933,-0.01827519430351784,-0.01888806804684939,0.08480415654418,-0.010078280317476297,,-0.010471574650628973,0.07350518838990552,0.04819180173981524
SEMA6D,0.01718433395671614,-0.005275552227264381,0.06498659786553351,0.015930784511252162,0.038085954920193156,-0.040687639050697236,-0.05606479705196496,0.07655570918784232,0.033909117571304354,-0.01030879379670127,0.11080251133863392
CEL,,,,0.047813309489810746,,,-0.04669269649102647,-0.04657382874257693,0.032880919245581834,0.010537552714964545,0.10250701883780018
PDCD1LG2,-0.011936916460209144,0.06629209363678483,0.05123963495105028,-0.04063331052019189,-0.009312024331483069,0.04935798691362143,0.042000559692872634,-0.032127109865614886,-0.012404509709183609,0.003918780710082214,-0.013999778032416555
SPINT1,0.11240261583301334,0.02450142297718388,0.00204786170415681,-0.01686426141968958,0.054806004659706996,0.022509556668138184,0.11598160933768074,-0.0015914842319814505,0.002519648274723202,0.05454334145400151,0.011789535513242957
CTHRC1,0.06762182178080425,-0.01830732140456084,-0.032895379121635066,-0.022945330750701372,0.0968443366589839,0.04431362936337103,0.04654418563453897,-0.0062332985783751646,0.014771229245804804,0.018928207975599083,0.018770080741054098
PODXL,0.08230471688240479,0.03950542231128157,0.011045495269483578,-0.016428275730384093,0.016610407960324435,-0.05424490793015168,0.0076949920210876025,0.052791918509470216,0.05186826154453201,0.10647177132956141,0.07061733241425355
JAM3,0.034332051326738056,0.054006933842319395,0.04299955664512604,0.015930828640912414,0.08580294891107099,-0.044543643817040804,0.06304120856586327,-0.01221114207226424,0.03321409020118309,-0.04988567747770677,0.09473745862053687
TGFB2,0.04871659877628323,0.0009671959670414142,0.01461335640307924,-0.0055381753781162495,0.061734874840576465,0.022376912660847927,-0.0021915158481719405,0.008193317402917122,-0.006390811862933773,0.006645257137696816,0.04435317883966217
COL18A1,0.0985773308878659,0.03476037410854427,0.010042319979788637,-0.003533187736661795,0.07420705518680443,-0.0024431130726002837,0.05498765513795061,0.024893993493239508,-0.0016086757350543186,0.10766996236741774,-0.0381778593867835
NODAL,0.010476931670404485,0.015646327491258577,-0.014585032656818838,0.016746766602459384,0.06738515357465867,,0.1221091280169323,0.013691708540830669,0.076161670445454,-0.03144045222702452,-0.019153193066601237
INHBB,-0.02906331327790912,-0.0007132664069635951,-0.04790886346903876,-0.026200125521024003,0.015290272063147177,-0.024430277088663587,-0.032817581160189783,-0.09080987679127536,0.01529572253441594,0.002707404260589485,0.03025263555520447
LCN1,-0.01612402264767721,,,,0.2389466531634025,,,,-0.016268862903385885,,-0.021927293871451474
ARF4,0.030306651909989792,0.02752755907628943,-0.02150367254176378,-0.05295236045675098,0.01714821348952877,0.008288720729933672,0.04526048922813634,-0.04612363179457764,0.08619545240245227,0.017518123950519354,0.04621532235274362
CXCL14,0.016660009863242228,0.017670624154508274,-0.05379794706719757,-0.046307586310695294,-0.05255794860831714,-0.06225604198377078,-0.024122229813403073,0.030229809623925696,-0.06149551201846296,0.13147623257905436,-0.028613961516601918
LIF,0.04748938190143738,0.007204240665204857,-0.008376938985136138,-0.05437803372818288,0.03895255052963676,-0.002121147882178514,-0.01192554315942079,-0.0010445954373149095,-0.030621504494767356,0.007854948453648635,0.01276881138871891
IL17B,,,,,0.09035557323242345,,-0.048073190880684125,0.20113844190442565,0.005884083080844707,,-0.02479182024262384
MMP1,-0.022229627807727005,,,-0.018275190316836915,,,0.18226304817330663,,0.004398567635622821,,0.04193081281687962
MATN1,-0.021170371352652793,,,,-0.017268133316372378,0.048972536774304624,,-0.04300187093055735,-0.014527489648522508,-0.021141456352873417,0.02331513657194478
ADAM28,0.0383273408798939,-0.013734584169141004,-0.01769582684019008,-0.022944624963385316,0.007759070633515328,-0.014008803547900007,-0.12268916051472563,0.02298458120220479,0.027879323788887453,0.029291444304889655,0.0420328045425208
TCN2,0.012236749491397244,0.07963562832850331,-0.0047277714407026805,0.043114087059180545,0.06484158265629371,0.08003900739390545,0.0416690370835159,0.030388620404766826,0.03562357530566103,0.10390574539555326,-0.010777695606761669
THPO,0.04666211025649118,,0.019065921718741486,,0.014926203034475996,-0.01970512842330841,-0.022755664362444278,-0.04121320729793129,,,0.09022128545729571
CUBN,0.11277306812851076,-0.004301758827716487,-0.01316518868111554,0.01506389731374209,0.03581250390554783,0.012734081640440072,0.10625846176610967,0.02297526141165065,0.025930914068703605,0.0046093219702622494,0.00018629302316015739
TIMP3,-0.021257268841598224,0.027543735509273568,0.000955312756623737,0.030622313413670083,0.0012747832230153647,0.0764456760429793,0.08382961508124591,0.04991280222798406,0.06326909275398528,0.0726101312786388,0.016900772853556977
PIGF,-0.008837486413111176,0.004794868605968237,-0.0011797997802804824,0.0532231032895613,0.10995036205676312,0.017489217162846314,0.0361276352355067,0.028602580798753257,0.05173553105373608,0.02582993577969342,0.10753422129406658
CRH,0.05510985845942672,-0.014751819203611977,-0.024576790709177697,-0.01857092446711555,-0.025327200778682973,-0.006760679479219152,,,-0.01053216344963305,0.019464328257276852,-0.04948231210554186
BDNF,-0.021353846189817532,0.010843222512800097,-0.022254169479771987,0.03507084778739061,-0.07624409756473154,-0.012214640432761324,-0.0035622661763319075,,-0.028581750155061675,0.09007673097615632,0.0696796430735716
CCL5,0.04282914871884955,-0.030530447873712726,0.024030841524693928,-0.0594469102118076,0.027216138128514235,0.034999132704999915,-0.003200278608809746,0.07488560858623852,-0.00850236906476851,0.00471953131264424,-0.008350391556088197
GAD1,-0.0024100986445806955,-0.015494170280090137,0.058510027321779734,-0.01278569967293595,-0.06814379290554555,-0.008598777393007477,0.04170845621089132,0.047166223973829115,0.08376415416541523,0.0026875021896833116,0.01598060475304924
