,UKF259,UKF260,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
BSG,-0.046057373223114734,0.015131253068216952,-0.0009606145588393836,-0.08806742993202873,-0.01432700514997507,-0.02007398032252773,0.07696461845964893,-0.08134008274777652
ADAMTS3,0.05022000625455615,-0.01956719622460564,-0.011029324704992953,0.03192335045696226,0.08243174420335145,0.047272547519856455,0.09083818066161053,0.01125630628977794
CD34,-0.0063420355616232585,0.012676647967034344,0.05635827219014758,-0.055372565940937216,0.04373368747067107,0.046907078954783646,0.02672379388242034,0.03452346692169339
PLAT,0.06856303875649931,-0.030413936793641357,-0.03361081761212901,-0.07046207198551227,0.037871369149578615,0.08456545085655323,0.08628672937052555,-0.03734543306775302
NTF3,,,,,-0.006533257683398865,0.15221923147923092,,-0.01719927787003516
LTA,-0.015589711633182622,,,-0.019657507269554144,,,,
CKLF,0.01672762022684746,-0.03774669040464445,0.013898133532553383,-0.08203846178897108,0.06084700860292975,0.08400698471943954,0.040489795523360315,0.03007724275516171
CD24,0.017477672777508564,-0.02303531347999501,-0.1260096471011428,0.05259307433034032,0.07870832405975901,0.051649618634988625,-0.006174287918000246,0.0923678004593465
HSP90AA1,-0.022900590997863172,0.09263372760993203,0.05282818736603851,0.018492159814484592,-0.1608023954859457,-0.1862222184655029,0.06380219571836268,-0.04378338676730336
BMP4,-0.019445722477193728,-0.027437273795143807,0.010802742843112946,0.05253682738651968,0.037945417069273304,0.05665250312612351,0.008852420264490657,-0.054409515029759783
SCGB3A1,,-0.016836735990390976,-0.016147183620854256,,0.09351825459871858,-0.03517745713352573,,-0.026886983566509298
IGFBP4,0.016429906408992962,-0.06011302448323105,0.013914653467186223,-0.029677714260043873,-0.06908879409477874,-0.002444854481668159,0.1103575501055733,-0.0663488182229955
RSPO4,-0.012034430508847452,-0.0006382443098543809,,-0.022862877673073375,,,,-0.024986709543451776
LEFTY2,0.045700297244880984,-0.017863974352492935,0.10865288683691657,-0.010487197004620747,0.012692669228672267,0.12593136041029954,0.08770818494520563,-0.03398027421092371
PF4,-0.010612465180143285,,,,,-0.02970286945236246,,
ANGPTL2,0.015864449968981377,-0.020434253996940054,0.006738421236459589,-0.06565983262464435,0.08456917311026936,0.0887334167049152,-0.03130960354302112,0.002999782680921753
LRIG2,-0.024504213431605994,0.005498903340816505,0.005981676292494214,-0.015789997850141662,0.036391589591512466,0.022022352238553814,0.04699585365227624,0.0722120624483562
ICOSLG,-0.004606080762244814,-0.026361238870568935,-0.024221924400505045,-0.021510353818275717,-0.01870857770405121,0.062109761489181715,-0.03877197469657819,-0.03473340226870807
WIF1,,0.05700731979366423,0.02311059322860591,0.12365782261075141,,,,-0.02322756678095139
NPPC,-0.016462550596505945,0.008766084958684877,-0.0002498114423383588,0.006680549360322976,0.09519910309315459,-0.0049523947045659565,-0.02605939343133909,0.045514351146363756
LYZ,0.03859797274369161,-0.05795783357280074,-0.02582998304193486,-0.03349739068566123,-0.016551995318043355,0.08845691338399349,0.03209731452082804,0.05382411100976664
EREG,,-0.027345899334556074,,,0.007863971737993601,0.00024062716428137066,,-0.031121368014053158
SPTAN1,-0.011464554167641727,0.031131831609031036,0.01859292037184101,0.0563292228402402,0.013370276954023695,0.08404179443803504,-0.05574930853752037,0.049468991891312715
PTH2,,,,,,,,-0.001643745022146714
LIPC,-0.019071390317029747,0.07614228838062864,-0.034580577489323854,0.05318568535138445,,,-8.610177570022489e-05,
COL8A1,0.00038616216429794234,-0.029324138370911537,-0.04572862403633036,-0.016328400193784114,0.13144167198576204,0.036379253640855355,0.06465261208391088,-0.06253229012565245
GSTM2,-0.013611117960892871,-0.02865316720246143,-0.024027388280876808,-0.03723660618213772,0.025300265243260782,0.09174262502283233,-0.0013610584126583962,-0.006854374295817177
SPX,0.0050050636713169965,0.010030040113697309,-0.002194200098980627,0.0015936286872742695,0.09839877861367595,-0.01472451728726922,0.00398453101885647,0.01583635715217044
MFGE8,-0.019371493401891152,0.07168308089277552,-0.019135584571733998,0.004196728823726303,-0.03563687450357293,0.05077999784162634,0.05619609150581615,-0.013937501418237368
TGFA,0.0047277686830212795,-0.043067206298399184,0.07795301160266592,-0.03345925351176627,0.027814832629087006,0.06438909994672147,0.017654110469484653,0.013038722519560947
SLIT2,0.020880446700771316,0.10176975971880747,-0.011803645689168607,0.008967100125533901,0.05381032498564849,0.043564549015362886,-0.025738475275830057,0.030159545560685248
PLTP,-0.09000110873469419,-0.1226132925758764,-0.033966502891086055,0.006536460177343834,-0.035292197709855436,0.010827612458750946,0.06795704881990815,-0.047895206815540825
APOD,-0.01657033960005577,-0.045164882984833,-0.04126528586145129,0.08297690030180022,0.11837125608486963,0.1070852847162018,-0.0950257361151567,-0.04456003549815855
B2M,-0.00889961072770513,-0.06828224570302403,-0.07112117735371527,0.01940645297920455,-0.013807647614185558,0.10563100360294826,0.07915253431073928,-0.01934567778037796
OMG,-0.013291527247313452,-0.01994706256542578,0.025189232802241498,0.06104884621139587,0.09359271650118368,0.10580799771907497,0.001634491524918265,0.08286479934490772
CXCL3,0.023716048835173146,-0.058733919710551745,,-0.05141541745733815,-0.0762458687962334,-0.009934192249606951,0.08823978582288418,-0.0404049714598309
CXCL10,-0.012605696351044695,-0.01033326843658245,-0.02940050873347838,-0.07151209443968662,-0.037109733546006184,0.05183877696928949,0.012345263584673055,-0.02261698382260784
RSPO3,-0.012324307912857569,0.17412083095201092,-0.028201801744852234,0.0060534731732776546,0.050116109491795686,0.0018132176310207662,,-0.04345452504031091
CORT,-0.027638206818273076,0.10412204156584072,0.09285885432378436,-0.0063776550210529305,0.10816345063712672,0.023877478720766697,,0.0799898896656642
NCAN,-0.03769998737286653,0.10296998927278578,-0.02074426918527342,-0.06323589549705015,0.0722483723069636,0.13791171150224799,0.12089849849211731,0.0539549549490685
PRG4,-0.0121635604244903,-0.013470529084519015,,-0.02921785004447291,-0.02813253763277686,-0.03676334382887844,,-0.033115930325685466
ZG16B,-0.01411729947291144,,,0.054209114370030606,,,,
TGM2,-0.0112348324120468,-0.02288646615420543,0.08293695642010908,-0.07254219507197411,0.014836192701339472,-0.031321116454170524,0.042923885206930114,-0.06091016572850771
VEGFC,0.03117954044277099,-0.020735607962931696,0.019965226207402476,-0.008394415484563126,0.022961288802589193,-0.012317973335339634,0.01421799263965619,0.003509576551848264
WNT6,-0.01682377028194811,0.05952984202314862,-0.029143433203002875,-0.03476102737988501,-0.03654569350881428,0.04308713607523399,,0.012055628774503566
NRG4,-0.014803609469296423,-0.019187007105634188,-0.03567694974108914,0.007578633546827179,,,-0.0204873528185128,0.06077117597819901
PMCH,-0.00577015033452146,,,-0.02286287656969259,-0.03652765485476668,0.06711020883119943,,-0.018997503161757343
COL9A1,0.021808284277569756,0.03180792094964204,-0.0026439151168213496,-0.027748765221398318,0.07649052217316557,0.12686712627120178,-0.00838791904041176,-0.01971618142725222
GDF11,-0.059489134688996685,0.013164338170978205,-0.004192682347269696,-0.03235920079860672,-0.01438086462001703,0.01909969277782439,0.026829001174647874,0.014575217787838756
IL24,,,,,-0.027234139255360765,-0.02922927230043862,,
SORBS1,0.012455432828139207,0.07105269224663685,-0.007607511581303599,0.02255370952667302,0.04856991753987507,0.030604369615361737,0.020095624585051958,-0.0016798393525488792
DLL1,-0.034574574763047095,-0.045370592490605266,0.012241699485845262,0.033929311197584064,0.10702953030645662,0.08637250448626947,-0.020222193726583196,0.017733924207379157
TLN1,0.05632046575214177,-0.04589353976003411,-0.0008777215910834559,-0.06815155325613749,-0.0754937544739988,-0.02566567018712987,-0.028278321063086198,-0.0655786924816506
COL2A1,,-0.012031225975907636,-0.031573282895205834,,-0.006977725054667404,0.029951920631079022,,0.09595077906984546
SHH,0.07756403317070737,-0.006890568016399637,0.042099160704484155,0.0210064162319954,0.061863681847913514,0.028528473884069386,-0.008551384194954431,-0.07736577802644234
PON2,-0.04985711858419709,-0.05458869953565895,-0.054179909042269395,-0.026284313912376553,0.06626919478771386,0.11395359829297165,0.05654548806304239,-0.05763365266989777
ICAM5,-0.019700237964204545,0.12079680414478555,0.03213166778783621,-0.0031544130027192797,-0.0340553166573068,0.007902389586949925,,-0.020625585932064466
HPX,-0.030754684752465785,0.029631808133673165,0.02123082678093637,0.016694229782871942,-0.018573913959409886,0.1755986058389021,0.046375047853642624,0.012966143691286335
SFRP2,-0.014395517735217776,,0.01286715852472099,-0.025546972780124296,0.0218148260500696,0.0346746853914725,-0.0001380867746764196,-0.048419976493261206
CFC1,,,0.00448143853517979,0.05266611890004425,,,,
CD70,0.02171238745487959,,,-0.028989041315816522,0.05183182953998996,0.011570427004155535,,-0.01620772012573719
HP,0.01382853176221644,-0.028929618303779086,,-0.025135352988494647,-0.004104594527020281,0.07001691043945034,0.012732642926287936,0.0019172525351018144
CXCL2,0.004090399787718248,-0.04452228385065378,-0.027183670981466755,-0.029633780895681243,-0.003922775371221962,0.023184654991210064,-0.029773426555851003,-0.019287742913820672
NPPB,0.010108490448358494,,,0.047778876021431334,-0.016669493219306043,0.017049859475040185,,-0.02839373195566341
CCK,-0.04594095175238358,0.13024113845483223,0.027440640483203684,0.1684889845628966,0.05781610178480335,0.043101002257402925,-0.02253451519624584,0.05357007737885588
SEMA6A,-0.005834241669966819,0.003806850594742776,-0.0009750959645259433,-0.04440559504099856,0.07362855087492266,0.03375703133791139,-0.03495195353518547,-0.0037263723189982483
IRAK4,-0.05946820957563736,-0.002474390498114801,0.003501195206088473,-0.0334144856762826,0.020334279943071357,0.035940652746359845,0.007458069002236054,-0.012372503128162462
GSTP1,-0.005580550493872416,-0.02873078722870568,-0.010273686721738711,-0.03516055666616498,0.060853656362818254,0.06532705726362359,-0.03110140843958724,-0.004034296963480417
VCAM1,-0.03131719235119583,-0.0890509729352596,-0.015094091215468083,-0.009229047464256809,0.009965142020549416,0.048331266721353634,0.05751319809381327,-0.0012189399377015486
NXPH3,-0.026660775622596125,0.1524742314720924,-0.018352974763706266,0.017146739920654516,0.06476951618638907,0.06402027884180667,0.025946539892743873,0.07669577488816189
MTMR4,-0.03754238047600064,-0.042394326919705023,-0.03595910009202934,-0.03138927837378688,0.06700363125794405,0.06438227765190582,0.06140394438161297,0.03723246355056804
LAMC2,0.06474610375226385,,-0.0023293451263582286,-0.021669138193089972,-0.03348188984754742,0.029555018695936675,-0.019808103260070903,-0.018440040007510143
IL10,-0.022828219163985954,-0.007024658415271296,,-0.03664228549722166,0.04488015189902973,0.039879645679582215,-0.01910681786078294,-0.037512535490419247
SEMA4D,-0.013231545464030142,0.0008565516000752069,-0.03612190262081215,-0.006610573641927463,0.0652664922323185,0.14601800289373784,-0.030773057346323504,0.021889403358178353
TRH,-0.02996285397780824,0.2013502396866329,0.027339602949831406,-0.03651366283359645,0.05794121684177862,0.08363863331973165,0.005760636862645684,0.03765970280942497
SEMA6D,-0.010158968910931505,-0.012999646211753802,-0.01595153977638257,-0.0020693836099480415,0.05335689557229178,0.06845519462805441,0.03427613257060412,0.08547250747510986
CEL,,-0.02335837351399458,,,-0.01994696948084113,0.05987612407699265,-0.025464808256817247,-0.002275004834733714
PDCD1LG2,0.04071789469161136,0.0012878593515854575,0.10210593885301861,-0.022585861850619705,0.0402475719890759,0.044614237827221244,-0.02834325444897234,0.0857659644245437
SPINT1,-0.02719264126693398,0.06209249049130272,0.028505944400677302,-0.006352225147675259,0.07657892888234323,0.0640794796058735,-0.012310614535246366,-0.019785655037797736
CTHRC1,0.023594432597258838,-0.029421339129322994,-0.03367075617942959,0.014867579851516556,-0.02342355002046196,0.03660998899641363,0.05369610031810259,-0.0018453179535205463
PODXL,0.060322591029488254,-0.026713534638030924,-0.06444094561484216,-0.012157463904901852,-0.030569416214298626,0.08117393275744915,0.03611903944053629,0.015238020841629878
JAM3,0.012119145300773758,0.030581790187201155,0.0009647009179857592,-0.03502023689756964,-0.058194646993253094,0.023235587506308962,-0.09137052090090493,-0.0032804190985117276
TGFB2,0.03571271917789498,0.07257806210336586,0.03000849353671694,0.0006669473039536806,0.027490526397402307,0.11105994510528357,0.059258595568438814,0.031339454972069455
COL18A1,0.035963564307102305,0.0034268412858999334,0.0008184550361663923,-0.032149777863502246,-0.06430913207259838,-0.020681846494455598,0.05319119363051161,-0.08787285437192005
NODAL,0.01014923665199067,-0.0025875964254509485,0.06101253104632812,,0.04721324779132016,0.01147336942003955,0.0051696788503275025,0.13725204499923974
INHBB,-0.01961692063463141,0.017351533694888826,0.06921989131698861,-0.0358243015844435,-0.013092719296968829,-0.012872073867832456,0.05660996515855877,-0.05192244466279438
LCN1,,,,,0.03130034477173349,0.10379587440729245,,
ARF4,0.05455965718909123,-0.01979983831096933,-0.03534139253780083,-0.048769155518572596,0.03426870791053453,0.08884721531759429,0.07677471134805736,0.018009782954396484
CXCL14,0.05075856008022973,0.12934760020785815,0.019914261958104848,-0.039940604438164155,-0.07471065865925183,-0.026928086116276274,0.10501191443886358,-0.06958147161233254
LIF,-0.01218054044270087,-0.027329166992198766,0.006604797321971747,-0.0623039076608567,-0.11421654331316707,-0.06540886893038714,0.04579316121824636,-0.03258587989602412
IL17B,,,,,-0.014023337903538118,0.05605371146839285,,0.032719239869077134
MMP1,,-0.011839635942037983,,,-0.05953740425417401,-0.056199816640894136,,-0.018997501657271335
MATN1,,,-0.03415252564600414,-0.017429094550938298,-0.0212067012841521,0.08312753727074643,0.0786279090397469,0.1647095620627836
ADAM28,-0.027627746928021835,-0.026051698273268264,0.03554768399928419,-0.0036210938098228088,0.016227126006576043,0.02800017228997257,-0.0431656484978322,0.0761227499546716
TCN2,-0.00830822222082709,0.08599458255133853,-0.007476882546038689,-0.06846884070157484,0.027280519945115364,0.00920716395152795,0.047800580937072075,0.007311540168843311
THPO,-0.0013044780941921968,,-0.008601912104618178,-0.027808869615075976,,,,-0.023454104926330734
CUBN,-0.0058724746669584355,0.01846372879130788,0.04210183983527091,-0.032575131783741475,0.05098728211792966,0.10392156716245664,-0.02321046888596607,-0.028157158375577872
TIMP3,0.022086313116466267,0.044055392501656146,-0.055534794393564714,0.019325460928935095,-0.04085024052014211,-0.07383983995000354,0.08223504345037526,-0.06280433810807765
PIGF,0.005936880443456155,0.01936096023487857,0.014356416621294697,-0.05202508075078086,0.13209437795705078,0.07553701258697956,-0.008615904173383883,0.01603240373941045
CRH,-0.01425704823669948,0.10780839825807632,-0.028780616457438873,0.024238337237321456,0.021128531893414175,0.05525405625694562,0.027630362430654854,0.03897112469694765
BDNF,0.009598678976972658,0.002507311535063727,0.19969881355623348,0.007974538843051946,0.013640572737293792,0.02062433892607154,-0.042929133120742036,0.030251261727196277
CCL5,0.02819560912584836,-0.0005988584032961767,-0.005955615826075911,-0.02244588365195859,-0.05002076619774301,0.005901298017274316,-0.01766042520321395,0.003063625958414026
GAD1,0.00016283219207267798,0.16726055071431484,0.10683919439770365,0.027702868636944294,0.08285261641449108,0.0927891266669038,-0.008179901840576835,0.004886849073371631
COL14A1,0.048192009915000285,-0.012206747779864071,-0.026241099649416788,0.07031180180924397,0.02725785531380833,0.012526047975503381,-0.026751554073445573,-0.036888100753668225
HLA-A,0.04143649292818163,-0.09530752868473942,-0.05589888100133691,-0.04007380740781124,-0.1412147981047412,-0.1005237854695498,0.07981806397813221,-0.1618584378114479
FGF18,0.08842302998622785,0.07445170115431494,0.007954714886652099,0.040992142979838046,-0.04455122871634444,-0.04533510842151597,,0.04734577194805052
ADM,0.04226247711087269,-0.07346652863163472,0.08073056896212008,-0.10129562336196982,-0.030113824335810974,-0.1339065794213375,-0.001294917987832614,-0.11615705132725579
GNAI2,-0.032418273009011046,-0.06456711360096808,-0.03491089118774207,-0.016603748328655722,-0.0445218727812437,0.04536096921913489,8.92151852669934e-05,-0.06517629212575522
COL11A1,-0.03335472694738433,-0.03474133370295796,0.016347801611533385,0.020866618007770326,0.07835554846200671,0.004579429695463332,-0.006942381164040074,-0.0006296384605820501
NUCB2,-0.002008674975208696,-0.014612950010612894,0.05808290789877706,-0.029236051594817028,-0.07074665665818838,-0.038907107150571024,-0.0070368416818731815,-0.0854504184378122
CXCL1,0.01947237051250184,-0.03773263808468447,,0.019910543899930792,-0.03383320171548745,-0.003734341600269348,-0.013697716341045848,0.03414934450718914
VCAN,-0.05590850884284811,-0.0831083175818342,-0.025375174993429082,-0.013227775264345517,0.069964616657636,0.05461821721152272,0.026263900621083587,-0.08983060974835762
MMP7,-0.022519081497485903,,0.06745664722917356,-0.01721291375647071,-0.05129621108138094,0.0018026645221181766,,-0.058939638219153316
PTPN6,-0.013148950445796864,-0.026912133430418067,-0.030944121920900715,-0.010722158772207275,0.007377227667920977,0.014545350218464035,-0.030492487925312704,0.041004322099403585
PTGS2,0.012559230615246853,-0.041894512439068776,-0.04202048559966249,0.03712114908043317,-0.04787525220325659,-0.10929400843450456,-0.024770654322092835,-0.03259252333929503
XCL1,0.010908757687596828,-0.012589295374212878,,-0.008055268222552193,,,,
CD58,-0.005087183904614774,0.0059164517494643834,0.0210670450367287,-0.0059933497382367315,0.026229591572956575,0.1428675493442304,0.09341411525293036,-0.02051806677201845
TNFSF14,0.004458357637644594,0.0053588858108267485,,-0.039267450025829105,-0.035638639705562594,0.023856992528281235,0.06619304862746517,0.03928818451636677
CNTN4,-0.022149002315691235,0.2074087490420443,-0.012708886902798318,0.02559462098432658,0.02169976670034018,0.024531764096412844,0.016264065982037664,0.018894382117884995
NTF4,-0.015589712423269812,,,,,,,
INSL3,-0.011327115984823707,,,-0.01984829994111473,0.01578655386782251,0.06721594585776579,,0.04047378622387482
BTLA,-0.0022709024985496156,-0.013124759524004683,,,,,,
MFNG,-0.021599431272266913,-0.020722196633949877,-0.007209296010676541,0.001862836656359431,0.040787266533890365,0.10869403369524087,0.004688561743594064,-0.025881944769136488
ICAM1,0.02044840830732791,-0.08608007182522986,-0.0143375550635942,-0.05962971366408516,-0.026923637421381316,-0.015750539591867552,-0.033354577689800456,-0.02221592577179604
PROS1,-0.029101408691405515,-0.01320612697592499,0.02286555920849919,-0.04252020240112671,0.062378631401285224,0.006394453767916438,0.06233590448588901,-0.08809280359703205
CLCF1,-0.01584080242500088,-0.006560774145029231,0.011461713643559603,-0.032025232712715464,0.008209770298917866,0.05102614619581442,0.030946182062552497,0.015782654554626886
PSAP,-0.0203741893069771,0.053230887263000834,0.06038651275282519,0.04026134458556812,-0.02049470171969113,-0.014391515791133253,0.0024913958805152722,-0.09045582604518425
EFEMP1,0.011609894236950805,-0.11222336118346549,-0.10909035698930292,0.018289231372774887,0.04545543529503435,0.06775208170792942,-0.012959727805085615,-0.048729730932584564
C1QTNF1,-0.033566650512175264,-0.010525486664439322,0.07359205643068636,-0.026508870354573773,-0.10248111402012436,-0.05698820890310487,0.051248234974047395,-0.07318035937597335
ALB,0.03782155268034574,-0.01874415810986961,-0.03384008768423667,-0.008756997900861393,-0.015292362881905261,0.06002820282326849,-0.014341826995424573,0.15430080353217188
CCL13,,,,,-0.026455666815502755,,,-0.030770007085474477
EFNA3,0.029127363141235485,-0.007708568884931352,0.05928999051530351,0.06582569730990451,0.07720119502723545,-0.04296948400593622,-0.006937168569269431,0.06744295132594286
DRAXIN,0.005030335804018358,0.059707772391303045,0.050827644814421244,-0.03763470992965496,-0.03438293524191836,-0.04681667295466033,0.06262408859251703,-0.06573364778677691
RAET1L,,,,,,0.014075980724920835,,-0.03332658446455877
NPTX2,0.01875300469436122,0.12135478468526457,0.1111437314703511,0.1587145712841643,-0.044779426309413485,0.0680916719139292,0.13159715362915891,-0.03045091198785389
FGF11,-0.05526362112074518,-0.039356924001192686,-0.04682078659481907,-0.024278015838982276,0.017184084571057905,-0.02286207300785706,0.054726668021405404,-0.058082182597473976
CD59,0.004750746657766433,0.03532000355202397,0.06152691818705154,-0.020644366321749222,0.010624120675133169,-0.023891662255035185,-0.030040024088859446,-0.08073357602342178
COL9A2,-0.025343876020010637,-0.011105630603103572,-0.007274733003234489,-0.007269481891853947,0.0686774455796367,0.08075165423985699,0.039199791750495906,0.06561344145586187
DLL3,-0.060502832066104614,0.07026760973079152,0.01964360531517081,0.0962822012131748,0.10107203485096186,0.1088200258305367,0.03398750271257452,0.05669214815464478
LIN7C,0.016376803062555116,-0.008971612717080331,-0.05443627894823555,-0.013040364972165715,-0.01024553672799706,0.018671059896188287,0.05406872930268672,-0.0013728103134998727
GDF7,-0.020210881877316535,,0.013191746704276162,0.03689391184114332,,-0.029229281560863917,-0.03273973363381141,-0.022300121135082136
PSPN,-0.0208944277706166,-0.02305535784200956,0.02273094070817382,-0.01814199205886673,-0.02310187245965263,0.03372222417263486,0.06717246651665092,-0.05493663819838378
ANGPT1,0.025478253254322663,-0.0006633139246809536,0.02231823288554161,0.0706304130429853,-0.005619134627112998,0.035816698492716,0.03256740834608458,0.03587915650398777
PNOC,-0.024726597579525084,0.15513675304378516,0.04421631351453547,0.05542611567366179,,0.03992532573945597,,-0.026437704414190133
L1CAM,0.061142671714772126,0.0837705106970527,-0.039741077750090795,0.05283814187657719,-0.01745230743328293,-0.0661759432438094,-0.03198659452693728,-0.027211754079650947
APOA1,0.04951765761095303,0.00310784799428564,0.041477214832059024,-0.025845939291099372,0.0884727339496112,0.09460698716076804,-0.008765317035068571,-0.021739926232001196
PSEN1,-0.033580421566548634,0.0190094936016132,-0.017346846350188405,0.026354818282017273,-0.06394367669519736,0.0536073248648762,0.019328082523331416,0.015597896123586124
