,UKF248,UKF251,UKF275,ZH8811Bbulk,ZH881T1
BMP1,0.010004305630560083,0.025449124580997677,-0.031766567476463135,0.0165882549069328,-0.03679561360652426
NDP,-0.00774079130655952,-0.018757642611671645,0.03371452567772911,0.01832023938461656,-0.0014597172447589747
TNFSF18,0.0723942888676937,-0.011482947511020736,-0.011245538313954853,,
RTN4,0.00954464003328443,-0.02285001159940353,-0.018589874178231672,-0.01967261923100505,-0.0047439061784728094
HEBP1,-0.009828171561474811,0.016316605403817575,-0.060977940304055164,0.0066858346224540535,0.03199000279022714
WNT7B,0.014670990738352284,-0.02499636937283077,-0.03223428875606081,-0.010625132527742364,0.055569281889743465
PTMA,0.05942844220969746,0.06642975460959812,0.011415408262717669,0.019197544006015515,-0.040644384129564
CEACAM1,-0.015803933383520315,-0.011574007151633196,-0.01768655269785549,-0.016893071826819338,-0.013320731958991732
PDAP1,-0.002669855423731292,0.00760146600167185,0.00886006479806384,0.0349344717954814,0.015202019810626891
QDPR,-0.017146259887405924,-0.02271602847301013,0.061661900323108546,0.0035136921233905978,0.016392478309648503
POMC,-0.019262503108011756,-0.021967617866121298,-0.013048433383290854,-0.017443863748886543,-0.021790967598544254
CCL18,-0.019721815643362183,,,0.00899009198144112,-0.013794521272937937
CCL17,,,0.024879071734955852,0.07728392066603995,
VEGFD,0.04804496570827984,0.019574296009861436,-0.014942851543395875,-0.016893071826819338,
TNFSF13,-0.014882719679791863,,,0.06802758603477768,-0.014958289200720416
WNT5A,-0.005436276883651899,-0.01868365143172131,0.0075080358601190104,-0.02788260798465488,0.016605235046697347
CXCL8,-0.0417300323139511,0.04278041848801398,-0.04966289551252053,-0.003899488493756379,-0.02046807694315859
GRN,-0.0662072932075465,0.006508612191398664,-0.01275519224667373,-0.027609816429689394,0.00533194018409083
MIA,-0.020032786009084258,0.01713803931803262,0.07329260968706452,0.07069269159763256,0.011640068415946211
COL4A4,-0.00958176580766186,0.04539771336413868,0.023370125702438318,-0.027048449377080324,-0.026845878968464923
TAC1,0.04503696459810991,0.006690430451892538,-0.011500981508676261,,-0.022982057472581464
RARRES2,-0.04461077801989602,-0.00879344441688468,-0.07940491357762892,-0.023097624955004482,0.053733837891577534
FGF7,,0.06503328498757921,-0.007549708577682652,-0.03726680003058828,-0.06923771956145282
EFNA2,,,,-0.016055734235042148,
HBEGF,0.013346734857750899,0.011547225337300371,-0.016603938459800186,-0.024223445351007837,0.028331115399916052
CSF3,,,,0.008342663542801661,-0.019097088857428883
PI3,-0.020748181563160592,,,-0.03816281971572186,-0.006910671299494817
PCSK1N,-0.02666921260103399,-0.05438262079323641,-0.051663602676215184,-0.010477393838349608,0.05115616052768784
NTS,,,-0.01672784102333599,-0.019560865374298346,0.06698160528854434
SFRP1,-0.031368118392248505,0.01018359452291163,0.023739904250058865,0.004023664409223542,0.08368942705011032
CXCL13,,0.02848270534181357,,-0.01896693521454775,-0.031151325951775076
MICA,0.07058481455367978,0.013377909966918714,-0.02456577506699617,0.045619395181950774,0.06039924292440058
TG,0.05905414624124918,0.0016813276007224015,0.14214775513974492,-0.02409134403234232,0.03221851203498364
ADA,-0.0022928624274315044,0.10157837009357368,-4.4809488477233595e-05,0.07102068728561074,0.022513323190084946
LAMC3,0.03920868924793307,0.07115294345739498,0.05414196376314794,0.05256494776239756,0.016244661523836045
CCL7,-0.012544740804090062,,,,
NGF,0.01040883513463331,,,-0.015839918154989,-0.032785528303008286
TNFSF15,,,,,-0.011858964323900406
HMGB1,0.022429995263089114,0.05972054223315298,-0.014521856277902258,-0.03218847570246526,-0.001406319677470416
ITGB3BP,-0.03472439260206999,0.004295651549878364,-0.02389442670337301,0.0005579492600377192,-0.004101618710283452
AANAT,0.018692800233067797,,-0.012707223290197472,-0.021606669654844306,
RELN,0.039657292353761364,-0.006601138725256613,-0.02797720377973392,,-0.014324343719700658
IL15,0.035401321959546,0.01094711407926122,0.010332240962331655,-0.027985036352739332,-0.015515558682694327
BSG,0.03277210222216814,-0.03629754383745257,-0.009254408076740172,0.03267784252622022,-0.054580155650982225
ADAMTS3,0.04434011669043383,-0.026235772119027015,0.023191655117786078,0.02537922931730881,0.0019820164442265705
CD34,0.053041435932612804,0.037104161854911666,0.024389163686896843,-0.0036153490951501936,-0.009616076964545446
PLAT,0.0030883098008769897,-0.02851816844695958,-0.0322569648648436,0.001263536311149645,0.021253103126184832
NTF3,,,,0.007018736467058957,0.03297719551541555
LTA,,-0.010782166786454217,-0.012238380328236957,,
CKLF,0.08069399662838947,0.05393965574797442,0.050184099552586986,-0.004102628899675785,0.021301487254336577
CD24,0.04037976551042702,0.11706103950020427,0.015077831738171734,-0.029466175113609435,0.07616839049386216
HSP90AA1,-0.04578239247189058,0.01738404380126086,-0.010516754233823108,-0.007527284671157653,0.010301919761140194
BMP4,-0.02701092744071277,-0.0341101371916296,-0.01744664345389348,0.08558108744468207,0.01715158342536999
SCGB3A1,-0.012544739549632741,,,0.024440221545919034,0.022069082674546405
IGFBP4,-0.025519552411943595,-0.001072684117552651,0.014025277459298125,-0.037116781113164445,0.02431930309372596
RSPO4,,0.05964807962771415,-0.014233981375369747,,-0.016585456569157334
LEFTY2,-0.027025685877762173,-0.03257278505392667,0.018406198215847047,-0.018461209682213583,-0.022555125201790645
PF4,-0.01301315355749362,-0.029269896251730498,,-0.014716192016681184,
ANGPTL2,-0.04554257481558236,-0.0034863136429200137,-0.007147621534471701,0.032799098853642274,-1.2057176091897555e-05
LRIG2,-0.01778623410961925,-0.010420764019500199,-0.002130141145851546,0.03614627140180801,-0.03683868423962263
ICOSLG,0.010990281649928628,0.02069762184126713,0.031609828517276325,0.002504296207751635,0.04066885011728961
WIF1,-0.023415057618668498,,-0.010984026285808229,,-0.015417788379968182
NPPC,-0.02146408371721636,,-0.021426345254751206,0.0019122078470132505,0.007463272461849578
LYZ,-0.03194681174875469,0.018369034454797414,0.041538398013099866,0.07119794293080074,-0.0566787034474353
EREG,,,,0.04510826183494053,-0.020657465788852157
SPTAN1,0.01725464118598625,0.017615039871075256,-0.0020250633116120293,0.05119574923118683,-0.0033800818445584853
PTH2,,,,,0.01644530360093343
LIPC,0.0059034233747611254,-0.029549450643358285,-0.026611877737201382,,
COL8A1,-0.02475788221483036,0.008454827142390093,-0.023580983205342895,0.06123672489706015,-0.01031477638475152
GSTM2,-0.03379384194755978,-0.0022274587627315414,-0.024886455825370694,0.03250832444182967,-0.0012987436462120637
SPX,0.09438950098929577,-0.01805983747198044,0.004576476942265704,-0.018272033391580622,-0.002486400101758898
MFGE8,0.003122034898202267,0.05183994777327182,0.038147184183666936,0.03106899419674193,0.009513890158421546
TGFA,0.01592589901410721,-0.0012123339143542621,-0.04856699203025287,-0.04549671343192788,0.009684004462071074
SLIT2,0.006907452380275351,-0.0024342725203276077,-0.0007856020993536527,0.013255395579390865,-0.06065624637195069
PLTP,-0.03034918485739863,-0.0003419144008297625,-0.0179158540154572,0.005131405298186703,0.009526000298450398
APOD,0.02923453203486862,-0.07472953401531175,0.012929303273041011,0.00817741263643498,0.028557680480899975
B2M,-0.02543538044773415,-0.0580979998009881,0.05961371274148716,0.03952735078191857,0.02009986545261949
OMG,0.04520215598032825,-0.019726441608050843,0.01686197083446244,0.00354138084732046,0.06857994734548085
CXCL3,-0.00846412983950762,-0.0011335856535739323,-0.02629893784577287,-0.004770767563756651,-0.037170663489199854
CXCL10,-0.0041181845491664315,0.026022656758806908,0.044923906624242095,-0.01973867966675968,0.07595809067642044
RSPO3,-0.017040434742888688,,-0.021498277202375144,-0.011076411549157351,0.0044166916074836835
CORT,0.06251208934120962,0.028714625722053046,-0.012327334081597625,0.1973541376267918,0.04122566396788481
NCAN,0.02366067114670415,0.0800916671884662,0.01759757990365201,0.01657229992620934,-0.00454093404398069
PRG4,-0.0188657920072112,,-0.01819046313015887,0.012533033420810677,0.09997728527560656
ZG16B,-0.017395767511240987,-0.035221562942833816,-0.009724504152374117,,
TGM2,0.021847816901165128,-0.007974930534712356,-0.013929392046350426,0.00202807363825225,0.0508311055255776
VEGFC,-0.023953876159641427,-0.006345232992572201,-0.02618569047820015,-0.01689131413613061,-0.028306675985976523
WNT6,-0.020240661960857328,0.07827989177797498,0.05667586832652975,0.08766326994856077,-0.004386536532085162
NRG4,-0.011554146695498363,,-0.01868234701412809,,-0.02190152572066564
PMCH,-0.013316775863676248,,0.02414157869164893,-0.02160666888862826,-0.012609994247695112
COL9A1,-0.013968733011144551,-0.002650431218571958,0.09098916305595439,0.011761868722930379,-0.05350611314538855
GDF11,0.003926931846255491,0.0037221466667772397,0.030267356459634853,0.02019726284824363,0.0049635552951293295
IL24,,,,-0.014481549816962326,
SORBS1,-0.010078968284972508,-0.008432602053922315,-0.008827186720884013,0.0011061054649960653,-0.013498852275444029
DLL1,0.08775658717751297,0.041724033383969523,-0.013810550878426888,0.010726225129424515,-0.03792690682399089
TLN1,0.01551963630852865,0.08117894951506117,0.021165271290753532,0.06216927120181012,0.0033280327718082673
COL2A1,0.03747893295311508,,,-0.037743348837574166,0.004059934363335109
SHH,,,-0.010000103823116797,0.026374432909470107,-0.015428229120572599
PON2,0.03861977662832431,-0.05587145696516688,0.033425551321768325,0.02420386537168945,0.00431451849179138
ICAM5,-0.013013926046569714,-0.04192849078335837,-0.02188946176268442,0.020873655767343836,0.029667841051878863
HPX,0.037274739010214684,,-0.004843030126402451,0.04335784643652389,0.06678644622664638
SFRP2,-0.016678264662215347,,-0.015905046597770867,0.009694187153155523,0.05688972262089428
CFC1,,,0.010367505976651942,,
CD70,-0.030470776701893156,,0.05316559155875803,-0.03626944167954754,0.017847742405962538
HP,-0.04291646294005496,,-0.024145746915605403,-0.029102250481515192,-0.0007425413827182282
CXCL2,0.014533349430407235,0.07161833004789173,0.035369983088445266,-0.020161525746513923,0.023469862754775587
NPPB,-0.016183928156768827,,-0.01071642418192356,-0.03206509963874513,0.0011153019223757896
CCK,0.03273458648972496,-0.07404160109068572,0.04176338196841629,-0.0098902126202325,0.0652046613999013
SEMA6A,0.08216959300670654,0.003366663269385776,-0.0027140354599657066,-0.03095412842807223,-0.06429563083771922
IRAK4,-0.0117154524881682,-0.028526954439714158,0.059276772635450045,0.04255715369324674,-0.003850633991186942
GSTP1,-0.004639721233790192,0.03219391126023092,0.010451860405032484,-0.005553506370654253,0.006164181275697811
VCAM1,0.009336494940595862,0.008877934243305704,0.02247810468741079,0.036411552771895506,0.003760962014298909
NXPH3,0.046621821403029874,0.047952943339138146,-0.011979297258658175,0.013892140762592929,0.00507795177085246
MTMR4,0.06111225770354501,0.08701690070325575,0.008608444060020993,0.021467609934985372,0.014361174947467139
LAMC2,-0.012702691360322742,,0.06884790352048956,0.06644989836150128,-0.012239966296732062
IL10,-0.01348550857604317,-0.01729687611624025,0.06122251096659434,-0.016149143080955726,0.008213480995870855
SEMA4D,-0.00995956881357421,-0.011091119106336866,0.049976813578992654,-0.033894656764017976,-0.04556003985282486
TRH,0.005823442494616284,,-0.011536923159119415,-0.005508414072729075,0.0297080448015123
SEMA6D,0.04447490868089168,0.022043525280383294,-0.007839178879381186,-0.011116188582466748,0.019619014120515685
CEL,,,,-0.023643050376852402,0.007454584386524678
PDCD1LG2,-0.03543159249000002,0.03618531352534762,-0.006634572445485018,-0.022786281915109532,0.010775728050529995
SPINT1,-0.03213559942065281,0.04464532038906144,0.0747008869797609,-0.008721714898522977,-0.0058140367905661254
CTHRC1,0.009671615511321122,-0.007906318936102344,-0.03591640274075619,-0.006634407929575835,0.0004602198911084306
PODXL,-0.013833866828409423,0.01527681026176778,0.045877388764929465,0.005260803177977844,0.034015552472494104
JAM3,-0.02437087005426224,-0.02263866578646401,0.008469083709043344,0.03535982058850501,0.010529845635516717
TGFB2,0.019782616706380287,-0.0033862663919419175,-0.032072093615524336,0.005537446837591034,0.053052430188719045
COL18A1,-0.01124632835888796,0.08185060146898981,0.05574197828032355,0.04902525046845957,-0.0033936665491020985
NODAL,-0.026100473526745816,-0.03137305399494375,,0.14393244290426097,0.03780559946630452
INHBB,-0.025065925151681736,-0.030796489344995195,-0.02088581506342766,0.02944384952441016,0.02590678002474948
LCN1,0.014063283879303548,,,0.007181871632296717,
ARF4,-0.020837901633861577,0.010045126967899195,0.047317338001836226,0.03104178349864486,-0.0010063428314516184
CXCL14,0.02927066025508532,-0.05236232453119197,-0.02109004747320674,-0.017589198283169693,-0.01192605380143877
LIF,-0.0395079452649167,-0.02139287953985746,0.013400096309029696,0.010195794234150537,0.0645101675362219
IL17B,,,,-0.027048450974233217,-0.017413966085848026
MMP1,-0.01751276159816452,,,0.0038427819770575416,0.07565161608045294
MATN1,-0.016678266935029253,,-0.010851014066343683,0.052587709566726246,0.06476199969147035
ADAM28,-0.017333175814729283,0.05962795290264035,0.0277807395370679,0.02840599978451466,0.00026786465043654326
TCN2,0.032820026209561044,0.006911661908059744,0.01527833538592503,0.023178714269880708,-0.04647637998843761
THPO,0.04378554130938001,,-0.022276661371270993,,0.008440390902630025
CUBN,-0.0104620013776733,0.06962202493846752,0.004800822967005642,-0.00896826770352876,0.015374059897174518
TIMP3,0.028877045355741756,0.03783932858827015,-0.006613994102319153,-0.012849157367279545,-0.02408267413361201
PIGF,0.03691673259178627,0.05385592357363042,0.008717956753952002,-0.049382099917471944,-0.031486529568373736
CRH,-0.014882718640763964,-0.031307669605606256,-0.01708202905542269,-0.010222169475144505,-0.03166427648001714
BDNF,-0.034963956251197754,0.004989000808482903,-0.011494513393771324,-0.004007395006965003,-0.005405252959118681
CCL5,-0.01895741489708105,0.04745141436084812,0.01418409803597507,0.01851133756816845,-0.007102431791962387
GAD1,-0.013104008838734802,-0.011649625914129286,-0.017491920742865995,-0.025777230917181385,-0.01292067017685013
COL14A1,-0.0056857384179573155,-0.03451107596204382,-0.011131445730403207,0.03722397418890634,-0.01876846736005453
HLA-A,-0.05858116437678948,-0.059626369970585034,0.05657180431100975,0.005796262198650892,-0.0307723687928954
CD5L,-0.014882716918946777,0.01241815529746771,,,
FGF18,-0.013466168849509104,,-0.011627289068634548,0.004724745624117654,-0.02179096563375148
ADM,0.007544839957811171,0.015653876549070272,-0.03216240750438901,-0.004608850205253501,-0.024053795668572114
CCL15,0.002237179252698773,,,,
GNAI2,0.02410089693641046,0.03586955689748449,0.030818843320732703,-0.0037529396787565356,-0.007354270571224307
COL11A1,-0.051465847277831475,0.07937805462734836,0.004245540219436893,-0.01694180251296126,-0.0011894054106036994
NUCB2,0.010496474852405856,-0.014765541021997185,0.018918813886142007,-0.02844503755581075,0.04734355529559493
CXCL1,0.018028308814082992,-0.00028982233700119726,0.059057809836155155,0.01805243112623123,0.04810975145940174
VCAN,-0.03807833609362918,0.01769004157686359,-0.015753548871682333,0.012604244880822036,0.018234728594965288
MMP7,-0.022240967711357834,,-0.010716424123373012,-0.01283383865217475,0.03592439208752401
PTPN6,-0.04516374337315493,0.027310479688482266,-0.03748670139644012,0.035187074421138546,-0.025004667653373717
PTGS2,-0.049120212859893216,0.03362551782034259,-0.02264375308961465,0.01000592638487356,0.05127446811021426
XCL1,0.02467222652893807,,-0.017601325651847674,,
CD58,0.02689365522870124,0.03042574281012991,-0.040450229460180225,0.0536397068360187,-0.07699726967959582
TNFSF14,0.02517124560382964,-0.04405275841082173,-0.02838293360345718,-0.028748932576737912,0.08378902657278432
CNTN4,-0.028890825300108128,0.04765372917278348,-0.02027219765696301,0.015481387283230893,0.030365127484497684
INSL3,-0.014609671117768666,,0.07552767176702113,-0.016687429812302916,-0.018208166705586094
MFNG,0.046158594695144016,0.06867046350904557,-0.005477966142321205,0.010607840324051309,0.0020385879501748348
ICAM1,-0.03210770734481051,0.04995604406265804,0.01439922718480489,0.015089554388127912,-0.015286986985852123
PROS1,0.010498485206296792,0.0689188578407327,-0.07529591149528464,0.05598323474189883,-0.019397229440725444
CLCF1,0.011715976392152123,0.0331697485859361,0.023627327433009555,0.006781650346861123,0.034737119417550304
PSAP,-0.051841238184157,-0.038194573389537155,0.057089088904657186,0.03223453238321296,-0.00017719134725573875
EFEMP1,-0.0427721434865956,0.07173740355474124,0.005670733365940343,0.015528616850497095,0.0544513703957667
C1QTNF1,0.02313661322164374,0.03256544953962869,0.02782128542916967,-0.029502487523674688,-0.035909067508396404
ALB,-0.007247019979292215,0.0515326719602771,-0.013490782130580322,-0.027020034781040994,0.021507065958140552
CCL13,,,,,-0.0021442057139082226
EFNA3,-0.03962577822004296,0.05618055998481599,-0.02987152869305796,0.022580395922002425,0.0887297193917801
DRAXIN,0.04426265176635089,0.09380959693919133,0.022326397312982582,-0.0309416822310788,0.02323377199244394
