,MGH258,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
SHANK1,-0.0049083847514550276,-0.004526395557005351,-0.013667253645733327,0.01363471830127741,-0.024224638346575553,0.021941688403522817,-0.025935451225055788,,,-0.0004934239968607974,-0.019434416930515164,0.018166448876345602,,0.08331449424418558,,0.07973004564108456,-0.008745204894344803
NPVF,,,,,,,,,,,-0.025909360451945296,-0.002383036014489316,,,,,
RAET1G,,,,,,,,,,,,,,,,0.011655122490782602,-0.0011877965767764637
TGFB1,-0.008148336562034208,0.0173707101325459,-0.01901854102626879,-0.029302728965470204,0.009668154297007448,-0.0581551157612433,-0.007786736932423862,-0.08297818228815726,-0.041499635460360076,0.006993060789736983,-0.06875483625178593,-0.02964878200998711,0.023015257545149423,0.013789812971317938,0.03094009240435895,-0.056386206816913274,0.10941613469491854
MSTN,0.06897345254393795,0.06928153069964879,0.06811934229871296,0.02184659400442014,-0.033800559002306114,,-0.015088554283662134,0.029285876682299594,0.04561314441368874,0.1061561109163362,0.031943713101730976,0.0007536755856697927,-0.025801861380114484,0.007809733750516081,,0.038169224553403755,-0.031245179306217143
WNT4,,,-0.016287370076666318,-0.018899218050060458,0.03223781757979077,-0.03665333378305158,0.0012600399748764956,0.012990169980149843,,-0.03686631847461294,-0.03506406839732107,-0.04387212640564703,-0.0327226650365887,0.035618417335765463,,0.009808112084078042,0.037117151752089225
TNFSF4,-0.004435345609093523,-0.031126053498018502,0.0038669078156558234,0.011952973761649374,-0.0018550901482619342,0.03373604936222208,0.014891291665582444,0.023999325996623414,0.0032655419331986085,0.010649801485917326,0.02118930550559719,-0.016968502242151448,0.022951785364838134,0.09476317154922856,,0.004597992501036501,0.031516780306972886
NTN1,0.01730142940787935,0.028717554834425087,0.15046723950019428,0.037602813857706315,-0.010894038182418323,0.04726389355986696,0.030956344644442486,0.013505588078641193,0.036802357594362664,0.03425991123381101,0.06416208561843634,0.048145697713301475,0.05500016142409532,-0.01450179113746818,0.1353905079634804,0.15679297199036057,0.05448258896312391
CXCL12,-0.017729178300296213,-0.0006700116351797079,0.026708878042840695,-0.006240928040668672,-0.004136996181535176,-0.012706476808459023,0.02264070626900852,-0.01707900422173424,0.05798392387433989,-0.0378709162706045,-0.05695460550068154,-0.03280143311030794,-0.05992019574811221,0.03005672664506515,-0.0017100240250952717,-0.11891353610395355,-0.02337377675547871
GNRH1,0.029309408151538183,-0.0027593581498591186,0.009300270560025055,-0.028525745221120294,-0.016298505584946697,-0.02714897710360551,0.05287232072136994,0.03509700701903961,0.07070740500247683,0.05984087469317726,-0.038793828587553855,0.0029836125679960084,0.02702600380884664,-0.03372084818822483,,0.016717560062075455,0.00013707913612855628
FGF8,,,,,,,,,,,0.006787756275626176,-0.041243046486172,,0.12244780274083837,,,
RIMS1,0.09860709099571871,-0.01202047608018686,-0.0389052803677014,0.015616481272754982,-0.00785332541849639,-0.08722103628863041,-0.030736136956154972,-0.036728149984482227,,0.09181971400004409,-0.052666772601204045,0.01625908174770759,0.013495462987426255,0.048823760501035325,-0.08095763190014466,-0.0027048564010279334,0.00970195337252378
FGF14,0.04760046639591329,0.013441513796513671,0.09237064933629549,-0.03252316848590202,0.029226596495322797,-0.010534284621212385,-0.053901842792137486,-0.007290225323597917,0.053519137341740554,0.14101829587223197,0.04528578426923314,0.006788942277243161,0.011952004999308584,0.013056577841719222,-0.00031208575155126076,0.06689775265155008,-0.04324874789982695
IGF1,-0.0035417749188561124,0.035489735277262006,0.0025908976518581933,-0.014709159552342603,0.04054100356809182,-0.02520243055734899,0.01903278844102947,0.06693057228341615,0.011852229479212108,-0.03704707895889709,0.05070468146135506,0.06619694168167956,0.025581441538155215,0.00018266361405329542,0.018354586991813464,0.007645076091189255,0.04145469242689419
TNFSF10,0.028591329251342334,0.0665378313128675,0.06277097783683934,0.016851832695495533,0.02157036221691264,0.004462429696442385,0.03279351490345822,0.010342721059566596,-0.027097561260384144,0.033929024556741745,0.018170165551424818,0.007553110067643992,0.02741310287834505,-0.011389295527157908,0.164679784490019,0.03880746052939714,0.026475402809569757
GDF5,-0.020161090331288028,,-0.02531752834033714,,-0.0193501510817174,-0.020167113647561165,-0.0006420949394449295,,,0.0022253277175562866,-0.008311584980169621,0.05151752107397719,-0.016512858094533966,-0.0025938384512886174,,0.04176390368432926,-0.021519584769924726
CHAD,,,,,-0.016261013684123988,,,,,,0.06698248212763457,-0.017598414057233898,-0.03686758623190004,-0.03331427932148925,0.11865142029308125,,
RGMA,-0.021402379323854148,0.01568500914929838,0.1089349400610946,0.0012467856529214925,0.057419806504294665,0.010284538755514511,0.02803484148044683,-0.022979217106468164,0.10546039141792098,0.07413972010823842,0.04441796845435426,0.04024778972806133,0.062050193714494176,0.04296364138498679,0.11862909054317619,0.18358306311484485,0.012092758813337271
CLEC3A,,,,,-0.022787559125973775,,,,,,,,,,,,
WNT16,0.025868236111192707,0.13054289979342393,0.009006889068235598,0.08721471616404602,0.038668116797441296,0.08263065966654645,,,,,,,0.10488995702482498,0.014867474491066988,,0.005966250511313189,0.11115141459793097
CX3CL1,0.0465929867522904,-0.024227280059128116,0.01701314054443238,-0.02014735301741147,0.005869136123745784,-0.029050875246088074,-0.018672678244018092,0.07493304318436785,-0.0006380430154306706,0.04984668155100849,-0.00031971518565045815,0.033735196886264265,0.10222317655608366,0.032275174976992914,0.03988749540344073,0.08794898657292581,0.006635063949923254
FGF1,-0.06286858224093653,0.05962813570559288,-0.009741594309567609,-0.0021670661537004565,0.007375327128465712,0.018722138346786647,0.022000195481691336,-0.10391678369981365,-0.0015163099736408767,-0.025497340422757937,0.05400196774353228,0.10320741358890004,0.046864250962291853,0.023401762859578214,0.03062505070659179,0.0743982289161171,-0.058947917212386854
ALOX5AP,-0.05776437352940769,0.03662335131711595,0.06352949177207924,-0.011983879832903015,0.02255986160592665,0.07522395967278869,0.061309425434502546,-0.025468757657631045,3.4640712972488686e-05,-0.06419758184860434,-0.09168344606557215,-0.10157341259128592,-0.07467116572834281,0.00138008209823042,0.044610613370127734,0.010739108820007864,0.062196354812925084
IL1RN,-0.01794209374223095,-0.024190672427287604,-0.014590322513417632,-0.03327347706807039,,-0.004288249386305782,0.09646362068881731,,0.021078875576838508,-0.020462919115961403,-0.04306065315632585,-0.017656171495930913,,0.043628396029578166,0.04136424543431376,-0.03965977695328132,0.12891001670866617
PCSK9,,,,,,,,,,,-0.022599750932930148,0.03153287791891496,,0.049579870283891526,,,
NPW,,0.028118072623870016,,-0.017062691524738837,,,-0.022525463010696457,-0.03356558352762937,-0.03399637096711264,-0.024191116022097257,-0.024924061352529517,-0.0290742587317344,0.009974858116633603,0.05027071666783554,,0.10309535784593922,-0.02123521740853101
CXCL9,-0.05454692930081182,-0.017979053853704484,0.02697824133216036,0.0034013213121939956,0.02477331347406478,-0.002573588787439528,,-0.04164424469772958,,-0.046915185591733174,,,0.07968779508457617,,,-0.047887349791878135,0.007995843033089096
ANGPTL4,-0.04210709086777626,-0.05062182398902057,-0.016985533261355094,0.01749035425181259,0.042876914362909836,0.020067118782875423,-0.02983597510305377,-0.03648657702655747,-0.06815492973516248,-0.05112833906951102,-0.04459597403347543,-0.11182555392039784,-0.03217262296735501,-0.01896664958347433,-0.09341193895196634,-0.1366602222463737,0.06920078436490375
UCN2,,-0.012878199066062154,0.08430534603214773,-0.019271679651060553,,,,,-0.014417179433694298,,0.007049369323886502,-0.03898486113277267,,-0.02337750423649732,,,
OBP2A,,,,,,,,-0.03154015742500069,-0.07113624872303605,,,,,,,-0.015374385448432467,
COL4A3,,0.053722678826758574,,-0.024929961735797534,-0.02783800953831043,,-0.02550530198676422,,,,,-0.02506987597152855,-0.028728913001228384,0.014510179325149553,,-0.0055356332369098996,-0.009839014273993292
NRG3,0.08315274954593044,-0.018876230037498682,-0.03384447316069012,0.006798810491822628,-0.02072443726271957,0.03479615381934091,-0.004094229672288218,-0.06107336408289943,,-0.056352726003406364,0.008134215652125487,0.07313523133071582,-0.0025443998328274976,-0.047151263737954946,0.1344792866753768,0.16954217826453283,-0.023120565813817755
IL23A,,0.06558228177212017,-0.018913919726149694,,,,-0.008026063008102288,-0.029023367746307024,0.004710278146429833,,-0.003216147591042789,0.030147138057387075,,,,0.004939987821050401,-0.031019809125316503
COLQ,0.0815227645278535,0.007026752720462917,0.007581027881297958,0.03993148897305477,0.035830117300564825,-0.020621800297815112,0.013783483630570338,-0.015940781666182662,0.05211074623388784,0.016060019951502046,0.010392763286533744,0.10800598547583716,0.013968632324612998,0.0599765250834246,,0.09405277786811146,-0.028716476753077484
SCGB1A1,,,,,,,,,,,,0.012946036903120788,,0.08657774346840985,,,
TNFSF12,-0.004566191451623564,-0.005128752877988102,0.06687475093909535,-0.00032471310246720195,0.017707511962055732,0.026787564294541807,0.04705668972612114,-0.0004001904889556481,-0.09243541884383741,-0.035139625200750015,0.026400079996222497,0.030929303232600132,0.0013118471644020103,0.052451465500899366,0.06767050471861237,0.02801303326091076,0.013293089995623425
DKK2,,-0.013068057651328202,-0.027534874415590275,0.008210345344596493,0.02913367656127989,-0.019358697513344247,,,,-0.0313114571659854,-0.026677427611399945,,,0.10875342047256822,0.05522362567159267,0.00959759302676499,0.012117923601773075
FYN,0.013037840022209634,0.054802820780182886,0.10787569025147183,0.0633178261725629,0.017877245577245276,-0.021169707113669223,0.03933066948067116,0.09163859328408935,0.12489022437632827,0.10258916511516913,0.1135411586504787,0.14869269083514386,0.09395707532919528,-0.024550028536882963,0.06329133026904289,0.12729986331229656,0.00095135428610178
ACE,0.02891810689222433,-0.06214538245811667,0.08872810859926547,0.055026138909067296,-0.020190816959931805,0.04427518588063626,0.005867689257622497,-0.07839656949965941,0.04780674264819882,0.005444447471587938,0.05649546922321833,0.03327659086045729,0.07455620249169032,0.07261419969690817,,-0.07312600169832033,-0.07037212018639616
IL18,-0.053366095660401465,0.0861108742534045,0.08137901146305317,-0.004767598087885519,-0.0190736026828145,0.009528014058836862,-0.025417119026051656,0.012481847362018407,-0.017913025788137898,-0.01128767193889914,0.050947421429975284,0.033989339991124405,0.019618793442608785,0.056879134589110494,-0.009933557925446663,0.04829670624879076,0.061694996358146625
PPBP,,,,,,,,,,,0.03829963760857116,-0.016169526632107526,0.0007859204634489512,,,,-0.025897473364071923
CCL27,-0.02042258457204162,-0.00946231834553531,0.027582997551747833,-0.02764141476531722,0.0067266609616189734,-0.029925231429442964,0.018195788483591147,-0.029023366984347102,-0.06021131878791125,-0.003468046661169871,0.02662107629472283,0.043407394100522224,0.03329824124259036,0.03369851045123295,,0.04290858523210385,0.05202626050718399
SERPING1,-0.040149881702062205,0.05386124763568719,0.08050376802772914,-0.03405743165607392,-0.04784573575086584,0.06406823182321916,-0.03714556695151222,-0.1037761789511604,0.08507203439843808,-0.014946217606397234,-0.037381771317117035,-0.07330267461261794,0.03059072605135094,0.06323624907520141,0.14560260605993236,-0.14461709068109088,0.03866217609047231
AZGP1,0.011692178882006488,0.0033637861241157,-0.047698573001485105,-0.007478792639488115,-0.004304972835606903,-0.013433721656842671,0.026524556339123255,-0.027732992148284917,-0.07960192179626474,-0.020055237740842936,0.009297258762114801,-0.002386912745940903,0.03668801853487277,0.046344350115427715,0.017595411972849216,0.07725493579870223,0.03374711626429941
INHA,-0.027993852709868098,-0.012217624042954827,0.04411789547375493,0.043736117309719845,-0.021132681795405565,0.08092971661221593,0.03496094563169225,,0.027949917616810874,0.08188842407321822,-0.009776021819798763,-0.022125270181801465,-0.004088312914092418,-0.049539455682878576,,0.06757301640668772,0.053775538417755585
SEMA3G,0.06107202279147616,-0.011926406288570246,0.023087597578602247,-0.011906238970264637,-0.014558955509072935,-0.0022198468190146223,0.01693119488968766,-0.01925768081067111,0.08451618418213203,0.023302555567402124,,,-0.0313813127260293,0.009962808303703087,,-0.028027013356574666,-0.0266126841610003
OXT,,,,,,,,,,,,,,0.15301257324841555,,,
COL6A1,0.03567422961756891,-0.005936654274797493,0.1264816842265651,-0.011932730907174489,-0.06823678176790332,0.0828540669522919,0.04551671503271374,-0.11538586961916043,0.003035541777077576,-0.014290205684727438,-0.09404602125491199,-0.10433700397103099,0.07956950104454394,0.057737550210763225,0.20745065259147447,-0.2165007601458201,-0.008830501493371326
FGF17,,0.00030437527895478436,-0.022770596074817264,0.03447767704982565,-0.02678776372476978,-0.0160737746463398,-0.014093223265700325,,,,0.044228056187292204,0.06682261560787377,,-0.007232774750288497,,-0.011342848039470116,0.01504585314454233
TNFSF8,-0.02217283722426327,-0.016428028712286998,-0.014590322638061464,-0.015777809121169724,,,,-0.03549160914466802,-0.04692534510703042,,0.02803796008885761,-0.03470406200341037,0.03423084448271388,0.03259722075506391,,-0.021730821625928518,0.023753829630645564
FGF20,0.004513679482931489,-0.01784843670555248,0.010034709752816926,-0.01964959724909182,0.027776613142360747,-0.04376315448941728,0.03134804631445115,-0.02504461474111177,,-0.03080792689318196,-0.032650027276292806,0.014233134292297334,0.030758069596999907,-0.007424048891061375,,0.010964683264788461,-0.0215880360901646
ICAM3,0.07237021699488666,-0.01359763588367529,0.07249557336349939,0.044875906172408,0.019437486111221283,0.06431438911629403,0.056719761957544336,0.000875280281060343,0.058726867775895565,0.013804395131033945,0.025399438416874445,0.013241131549570698,0.05123070017077823,0.0006279731411617172,0.054935452428602635,-0.0335277736755531,0.022909216422725576
LAMA4,0.046384327752864433,-0.06623718669518405,0.08584703923833349,-0.01522377481679212,-0.015949688389863464,0.13175421644371926,-0.03077136485228994,-0.015421947837875961,0.08288347038018862,-0.0008227304188335142,-0.0587382526317813,0.008111215839043359,0.122405001606856,0.04119896072237724,0.010635823090654438,-0.08174751015702164,-0.004559741920166494
DLL4,-0.003405333091168494,-0.000542399268386431,0.08086296587606961,0.008568363463473517,0.025803039874830055,-0.0014938594611015703,-0.018127037090230384,0.00011062562768511342,0.022154677431585012,0.062402663978196396,0.10906426295066796,0.028188589690844475,0.10313822968828494,0.06580200413974775,0.046239135854823366,0.03249123052069298,-0.0038593092466571517
SEMA3A,-0.015955777972966514,0.0460090774754796,0.012555551319334628,0.00938526114656944,0.01217947670642777,0.013206994837124201,-0.03164150212020955,-0.0693203267857245,0.02591515635132075,,0.04414440459731639,0.09696424989334923,0.024824510006657086,0.015743369331129593,-0.049881733707193746,0.05655809942916321,0.05887229427872174
RLN2,,-0.01657904731776326,-0.018737666320595252,0.0011340087570793586,-0.013103369953202387,0.03997164963796635,-0.019399993851760156,,-0.050171672428552506,,-0.00036789843855154064,,0.002126328790452681,-0.02337750165863429,,0.12567884794351106,-0.025361813993404703
C5,-0.00815691883825969,0.0065721762785381985,0.12032903118303176,-0.0034758739911046727,-0.007938469657218266,-0.027394401915980703,0.04400800910188385,0.022968411107376366,-0.039808964967536144,0.01965143602155765,-0.010873276671014174,0.01688238901366317,0.023083024800045638,0.013955805933156379,-0.049217310292700774,0.06731278306319306,-0.002192989955032027
COMP,,,,,,,,,,,,,-0.03647255216420731,,,0.03667756603706376,
EDN2,,,-0.01994135981438387,-0.019516361702723268,,,-0.024064245959723875,,,,,,,,,,
C1QA,-0.11753809045042343,-0.0065308170074711985,0.08762327942293953,0.044513059050398825,-0.022893679680267412,0.05316308902794057,0.024969784998827373,-0.09717743202524966,0.05541916764117691,-0.10034984823059996,-0.05188686974644952,-0.05113773891059996,0.026481495374105102,0.01131301951811996,0.10663431728195404,-0.11748454076006885,-0.029269930554621085
UTS2B,-0.0188030263482528,-0.01657904722251472,,-0.013892229373413412,0.0006692943631599458,,,,,,,,,,,0.04762219191677847,
COL9A3,0.02878108380960598,0.046080350571791474,0.09404230686815772,0.0058756928333878675,-0.014608900523751524,-0.006582257702554378,0.06224567637694477,-0.0006577457509365302,0.031302363464343196,0.06747260001295541,0.05011115358819292,0.09291635959885887,-0.06918157194873585,0.02167614194278436,-0.03179169727785762,0.18294956448686753,-0.01818066342110499
DLK1,,-0.006997675314618366,,0.011970864760693364,,,,0.01709442078704465,0.08083180745521823,,,,,,,,-0.03365896509626048
HGF,-0.02718841193751523,0.012573304725980181,0.03895590686054039,-0.016577518501967897,-0.040393896925271025,0.031476178196907435,0.05207861830360111,-0.034810298773219776,0.0057041275001969505,0.07044242804393774,-0.010607430047108452,0.021285499836032694,0.011681161870181282,0.00992184645049485,0.06406234119203522,0.07357150515017431,-0.04980514143438198
P4HB,-0.005694001969800444,-0.021514455467417648,0.10533980867837918,-0.018862502404723397,0.03828880809754093,0.04358055772097352,0.02627281514570871,0.055899310613218074,0.08009798773512292,0.03634799063007265,-0.13155764584740057,-0.10527573274522303,0.03270195929552284,0.019799060360932746,0.02542454811962955,-0.13094846835218654,0.0385262440879994
ADCYAP1,0.14348167821953148,-0.024868910248975896,-0.010662805086022284,-0.015863629365148436,0.018596985145242273,0.018136327499162032,-0.028586440621568423,-0.054973207321704416,,-0.03464942529104138,-0.0069805226607015805,-0.044509216080839784,-0.01794861329410433,-0.06441276862408289,,0.017340778866824384,-0.0006990265854017378
GREM1,-0.04268730011853314,-0.014329494434812119,0.015381154592868885,0.002698546552960612,-0.015574495890149444,0.04093104037590085,0.003259209793431173,0.025082972257024046,-0.03988701520180789,0.045537889102686156,-0.039991036813705846,-0.030542819568717558,-0.08992652026916782,-0.032428867257235476,0.01391552513016052,-0.04203965817555802,-0.057613430737499756
EGF,-0.00880147206126518,0.02494767616740326,-0.008602604196172878,-0.0033808371104617034,-0.023872603511864588,0.07095653417401009,0.07175672931040679,-0.026295383125434123,0.07591223543648458,0.08920623012043598,0.04213876129809655,-0.030248234605500277,-0.009750055112708433,-0.029433304957587184,,0.15808406772747902,0.10708319828786436
VEGFB,-0.017970887191201487,-0.020781338600955664,0.09813434624630328,0.009084682964996312,-0.01972034056827913,0.010382615613805294,0.03146912010613221,0.09669755255040301,0.06195879730016362,0.003428455036741873,-0.009157851799041394,0.014427634417991058,0.018660150812072222,0.04689813685572354,0.06081896404086276,0.08606374073319281,-0.056453681884509166
FARP2,0.04167407399609286,0.013066719877273257,0.03678200695400803,-0.023826840781763992,-0.01313638052195785,-0.013751532762441173,-0.032344144325162534,0.09930910417467016,0.0747382420188945,-0.011964742159045916,0.07941855654646972,0.07128949318467892,0.02992568521364058,-0.015559379479296536,-0.05909512169574462,0.11202395769281978,0.013848141520776474
BMP3,,,,,-0.021859009912306767,0.013068687169856836,,,,,,,,,,,
IHH,,,,,-0.043613206107011214,,,,,,0.005222661545873797,0.031680011407935554,,0.01087666535800848,,,
LAMA2,0.027182406755277062,0.009397563900167142,0.10737503848471003,0.007347084075079668,-0.026778603146094315,-0.03775956760546553,0.032166364444277035,-0.053239922932469604,-0.0441048221712881,0.060197848279812796,0.05884637900376291,0.06535772978352232,0.04166991080235025,0.05491474627666066,0.08532987696282883,-0.12559101862794383,0.0036954774910973854
SERPINC1,,,,-0.01486343044987032,,,,,,,,0.011425029157843807,,-0.02280582450749082,,,
NRG1,,0.013161668788437032,-0.007024597883816233,-0.019308155277853654,-0.0012260989110201236,-0.06219765246623488,-0.039183401046194416,-0.025884574920567987,0.011153495863353869,-0.024007833248099363,-0.03381342179506941,-0.027846772175286427,,-0.023788867150838465,,0.07551966246813706,-0.049473197020460144
SPINK1,,-0.03281720963994107,,,,,0.016115069838616047,,,-0.011942056126701526,-0.040809062745899474,0.037401671137498496,,0.05273817540175683,,-0.05781289097133672,0.07754805368776545
EFEMP2,0.015337567529176796,0.007377780134702149,0.06873335021952408,-0.0013574222190882144,-0.06961528532950083,0.01626783567751003,0.05274281340158439,-0.055004214776408614,-0.044037903624882,0.1377746020591914,-0.07479399235900108,-0.05174896923702687,0.12169029443451249,0.059394646880689135,0.10028904719144574,-0.020038233482324724,-0.030221837960117764
SELPLG,-0.02719627518835302,-0.007598596518371224,-0.007421777701536563,0.01479653689346189,-0.04168670462876881,0.04453363671495267,0.003176581583348106,-0.03803185966684042,0.027735319996637562,0.00998314289313964,-0.001277774511002999,0.053686048466432226,0.011107332803329975,0.004259453930706442,0.0832729572877069,0.10359926573071437,0.054617587100673236
GDF6,,0.04485836421548273,0.06132280320522049,,,,,,,,-0.019934711605306365,-0.007448102118669275,,0.018183587930761486,,,
HLA-E,-0.030233974231659373,-0.026876622846276343,0.09301333866552114,0.010560284796245841,-0.018873580613067344,0.06846174452082822,0.012763820829652437,-0.03802809420064576,-0.014573288120814702,0.032741984345354275,-0.0375068452356612,-0.07683216261379555,0.05791583739625387,-0.01716851253210685,0.060553867734306745,-0.0668622051029055,0.05880657399587866
PTN,0.09197750073300365,-0.00995683729226195,0.15013907621558273,0.022160083268480322,0.037646787546413964,0.07935650027751645,0.0578103171792895,-0.010936315337085946,0.019206184755050613,0.04971929015018698,0.004685002246310769,-0.022484067736029414,0.12070086304693899,-0.0027286390332662332,0.16395235674750105,0.2052019042708342,0.04582791893660704
CD274,0.031325015067192805,0.0024470372342439406,-0.00885711205145263,-0.02573354653228342,-0.018474249275480206,0.03217120433252268,0.032418909840389906,-0.01330606838829616,0.07982726203453729,-0.058747507525998534,-0.021873602963717223,-0.06426905008071428,0.03612697267083423,-0.04458711662651707,0.17772289679268743,-0.06523142778736542,0.0585624917860084
FGF10,,,,,-0.000987148035800089,,,,0.03683119732085267,,,,,,,,
CD14,-0.06708350876484122,-0.06251731212221556,0.07314455529633042,-0.012879773605592464,-0.0033357745060538227,0.05682497415556937,0.01536954080326831,-0.08448015885911876,0.057825204033487294,-0.018911651746604637,-0.06227560942534373,-0.09754388078897988,-0.0019109378095895576,0.04855917325236871,-0.016122598213933564,-0.004366606566380774,0.09122824199713725
SFTPD,,,,-0.025511041387265173,-0.01206364396922286,,0.021489016143720046,-0.03323542022062216,0.008680801997408841,-0.01883215169723957,-0.009121698531361083,0.1071824097022682,0.0032510640079098396,0.025399811258548968,-0.04045672889351421,0.046854169682019706,-0.018712690042604736
SLIT1,0.014703325600441384,-0.06004096523351787,0.023822827714311552,-0.014028678891768833,-0.055093058340226375,-0.004105031566337609,0.05689583269380536,-0.0027306296526506016,-0.026221686104174486,0.046251670762618664,-0.041352559165758494,0.03330899855346422,0.062359185122622715,0.048518377291563324,0.07227296563768652,0.10360277864473548,-0.009287942381475588
CNTF,-0.02425251613891276,-0.013068056307928828,-2.188731967078649e-05,0.030116767827344664,-0.015574494544082504,0.08449679900986211,-0.022525463115133797,,,,,,-0.015261909951821445,-0.02337750423649732,,,
BST1,0.013405623364862106,0.03649489844723997,0.09887188154743276,-0.04868992155554913,0.010150199286219373,-0.0006603010473352555,0.03408449161840919,0.01094932311536291,0.02907568890509296,0.06752630962860175,-0.006742961701949065,0.00786618319828656,0.03547089653458986,-0.001956054858319863,0.09581878688113563,0.1650249139571535,0.01724857100559634
AGTRAP,-0.03098134686316163,0.031054281579082688,0.060564928875860465,0.009138585075554252,-0.030716795777870932,0.017037734451944203,0.07892322921851634,-0.04372597202796168,0.006122468466333669,0.01071933048952011,-0.030833482164308184,-0.03007837059394401,0.02696195322430667,0.002948941741317644,0.10040666651993271,0.021145167342197894,0.009142042238938023
LAMC1,-0.0060392630044338695,-0.030790319180662336,0.09510578796512016,-0.03285462860481762,0.01555345769272241,-0.022334644152916326,0.032771676487900324,-0.047894957650332456,0.0984011280269314,0.05880491027780332,-0.05390402715134667,-0.015937935827335006,0.05428278544165715,0.04099923148347475,0.05839427895053687,-0.10560995628055382,0.02198450064799012
COL6A3,0.03100242484926828,-0.041016715740724984,0.022635965062928993,-0.026268622395250504,-0.035867829488241895,0.037700755164784314,0.02604680148639044,-0.060888150464282496,0.09040320798819335,-0.07266507346344633,-0.039985762360367966,-0.019362667861435118,0.04539747578302842,0.06625515062783768,0.14257608992294216,-0.14932113947087458,0.04614466410402564
FN1,0.021055069855913065,-0.03836888588072885,0.07235157426008251,0.034828196574324455,0.05509643327111573,0.10463195218198501,0.06910989695646995,-0.0615333866961643,0.04441237983581804,-0.0011878788433419074,-0.06874683314026182,-0.07834794479831327,0.060278135468615074,0.050085353697171785,0.10139006947522156,-0.22766795412032284,-0.003904092010274346
MIF,-0.049664991068689254,-0.013690119922632792,0.0001419267568250384,-0.025330528971107644,0.036172925377757535,0.07435983972030318,-0.02543173539893051,0.01757846958186007,-0.008928345048690091,-0.06425264003398114,0.00976203891045656,0.043914681990658525,0.006333870505418127,-0.015056728403224069,0.18423528125805597,0.1246144262207135,0.032009502193343274
JAG1,0.04415744549266347,0.021039525948716335,0.14087913176781958,0.028168650537126777,-0.010672227357590727,0.05650956800663612,0.008769717762813383,0.008799946217867952,0.0726568045666806,0.008093195493142061,-0.0059800403591337235,-0.02633871298534121,0.10986814700197783,0.04571511706478922,-0.014237784470747625,-0.1344496974002677,0.013452565479541633
NID2,-0.0010061992827010134,-0.02790270394630927,0.03378070993814969,0.07456114383730272,0.0389297928060122,0.040698991605281926,-0.034799486233016215,-0.039634932048376294,0.011901785816591237,0.0001242542861072616,-0.051287217665661015,0.059977890748162156,0.016428015954768692,0.05260905857685142,0.12445926699969086,-0.078359433338311,0.02042645685614532
EFNB1,-0.06589918533692518,-0.013745234307187182,0.03727000349965428,0.01748277970569032,0.031909036116151736,0.053580459665077164,0.03212594286477164,-0.009730346825122006,0.014388878109432362,0.023707388762629615,0.0642231599905521,-0.007819955324001739,0.05551148990819022,0.045890646463482974,-0.0023947488129149735,0.11731652438350859,0.00978040461238243
COL4A2,0.039076127203017404,-0.0391981571415266,0.0767213860642472,0.035085095463722064,0.07193734001026701,0.08581865939087818,0.03680438746947121,-0.06467381234991212,0.09949589091686625,0.00925068849543884,0.006564058571275003,-0.027819646712452146,0.09765254168321386,0.0840254254526895,0.09020599941989706,-0.16811212940864226,-0.008731008224020937
SPP1,-0.11702994458736134,-0.014094723638156696,0.11695765452703227,-0.03189716606637933,0.021188965059334177,0.02531195850487168,0.01402648368382145,-0.042009340105245166,-0.015683582634696464,-0.026450910445764496,-0.15807073072953706,-0.10272599184641996,-0.02287600825304727,-0.013844943391209128,-0.02085137547800106,-0.13524725016635733,0.08346348244455072
PODXL2,0.10922428404364291,0.0007160641468179199,0.10510952373570796,0.08440568715539404,0.05289064677582915,-0.04361181726497031,0.04852653957465062,-0.04550059815072242,0.004785549103850807,0.06390398897733351,0.058750897476109246,0.06535941990170571,0.012607863940407221,-0.009173473979176387,0.09140817218349628,0.2432454758077784,-0.020917170042225847
IFNE,,,,,-0.01740070848004912,,,,,,,,,,,,
FGF9,0.06292611397700648,-0.01958786897714131,-0.04550707471332509,-0.01845003668582254,0.004555997825867932,0.012094127317211472,-0.033957548843799173,,,,0.01426111707541815,0.046269125734358596,,-0.004873981604455668,,-0.004104753326796612,-0.036877006643510284
ITIH2,0.0856630619190388,0.015330756703576769,-0.019088681696408438,,-0.02626809361579654,0.05346677753087992,-0.021021301398262488,,,-0.05543487243380837,0.03789879750439801,0.07287920608431013,0.027370366790658508,0.09921181846010796,0.025802522501459375,-0.03697497279983722,0.05249014634560265
ADAM10,-0.09177317037788402,-9.714106020055557e-05,0.05887659838525757,0.011854942621239544,0.017108418468516358,-0.01278463889664893,0.02400962632033556,0.018036053779449966,0.1138760232554803,0.006405344820703642,9.90992973544492e-05,-0.02354565358671457,0.04663064683492548,-0.01964813860846174,-0.06394047978899559,-0.12350054292810438,0.025795949848204006
CFH,-0.021221438771874556,0.09770013197189414,0.09369685193613128,-0.005345476779859958,-0.022783406937697034,0.017523032904818648,0.07976305272432728,-0.05236443808775479,0.028077458928453845,-0.004200083451457329,0.001822163185782726,0.040282837786273264,0.07558580146754053,0.057418260758222955,-0.05640096320763365,-0.10042769104137071,0.053605416347061535
