,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH916bulk
MMP7,-0.019491858233893003,0.003259340014563735,,0.12527805217098575,-0.015540168684844112,0.024199999135289214,-0.02682521350637953,0.06960424738075865,0.04009593090871782,-0.031249875417019273
PTPN6,0.04400257161556929,0.0025858232201607856,0.022393234446079126,-0.051604447551660486,-0.09187277099328431,0.008062501833200793,-0.0776667647894573,-0.029531709759113272,0.06942253558309702,-0.009732402231089092
PTGS2,-0.003847446922395335,0.017698862588812793,-0.009897181813306044,0.056533604476640735,0.16882998297168447,-0.03896252272883818,0.021389822636380153,0.012848978724942228,-0.06136587816571145,-0.046090101410128474
XCL1,,-0.017886194007546586,-0.012589293397895723,,,,-0.03518704750241356,,,-0.019719449728876775
CD58,-0.041991068352857784,-0.005583601689836552,-0.029012367232049217,-0.00624481523069283,-0.12493033349366534,0.0050639745804903664,0.06052461777040644,-0.019302450209155397,-0.02682301309076459,-0.040784249207917206
TNFSF14,0.05704796209371821,0.03925597131888494,0.027380112985706404,,-0.03238022525963926,-0.01784415055570243,-0.07640788189359628,,0.024097203877497624,0.027977930334521266
CNTN4,0.12582249610288063,0.05036054151982327,0.13808465955039423,0.07959844936083264,0.0956270706184325,0.023572979240296797,0.2074472565912426,0.06375000656918174,-0.021411021790716005,0.03819153483643354
INSL3,,0.005198060049693116,,,,,,,-0.01786091614175193,
BTLA,,,-0.013124757463628258,,,0.0025535885251082913,,,,
MFNG,0.014901850319738128,-0.06353654403767804,-0.0064797915698226035,-0.054340149694231676,-0.02722260999037674,-0.04214268957824201,-0.06842534671087935,0.06146999258311037,0.07896435758171583,-0.08254349799437918
ICAM1,-0.030822999668326866,0.07464759616191478,-0.00581791563154307,-0.0015473384852697368,-0.10273946190783394,0.014805144968568835,-0.02394412872028226,-0.06298171505098195,-0.051034253531961615,-0.008651376785737599
PROS1,-0.0811821766290155,-0.009795336689774479,0.020678657644507558,-0.031612204916759125,-0.1342755364229194,0.05130371510681304,-0.05372941871489624,-0.020057099902933525,-0.026790963653678307,-0.040794794325094724
CLCF1,-0.0594244894161479,0.00818874746829974,-0.006039700176951358,-0.016914923956593376,0.02824401691562747,-0.011482402910508619,0.029090011165538016,-0.04733570991116373,-0.05904592992308481,-0.05265824614654077
PSAP,0.18167476625741183,-0.004782843732257157,0.09040020515108942,0.07072989207199644,0.03516226060433752,0.005047740518523028,-0.051380887371296,0.13192907251001446,0.02521570683829259,-0.07180936797051059
EFEMP1,-0.122543536501925,-0.013645179217834173,-0.110548108399851,-0.01265084380023246,-0.11880428962139639,-0.02404271530745068,-0.1792899430474082,-0.11098707516900916,0.03684460165190712,0.023420046758893795
C1QTNF1,-0.11491195586996009,-0.02583649938429134,-0.01827384677530639,0.02320930154796309,-0.043434880281408655,0.05678173158651599,0.07472555655257923,-0.030698411865161656,-0.024795886748152147,-0.07882716883940938
ALB,-0.0016348550053574991,0.0899246955543445,-0.018182654951347764,-0.017405476635822863,-0.026066677777657303,-0.006065846554913001,-0.07054584000887763,-0.023584820924874808,-0.0005866356970661409,0.023246081885477308
EFNA3,0.037383135537509264,0.03418507491473375,0.024085638742407968,0.018315678420922427,0.13394832938747703,0.01782881850113746,0.16932287125256934,0.057141568353126705,0.011095329301452668,0.14240583610292235
DRAXIN,0.15974178498921698,0.003411455054065366,-0.009560857854510463,-9.858993298536827e-05,-0.1078894433831399,0.052994867752086276,0.02671439585516801,-0.08489062118068952,-0.04938338662345519,0.015793182488298314
RAET1L,,0.09659498048609218,,,,0.00995196072653522,,,0.07419400045428727,
NPTX2,0.13971133898289725,0.1217265268679073,0.08613343020338572,0.07551169921419151,0.17366599221810164,0.07035585051233693,-0.07565791714528387,-0.04403826864560213,0.049773548318733624,-0.05217494813507955
FGF11,-0.05565059432182217,0.022968611538855595,-0.020385687768458227,-0.05343291840456879,-0.09182126704425195,-0.003229032069815616,0.0877896420084856,-0.06311081070623219,-0.04622527826780096,-0.0011482660342722406
CD59,0.03507291061869068,0.018490166431300192,0.049783160217554245,0.052359392736386075,0.09200713835292919,0.06696288108347186,-0.05934282792079325,0.0801666810115826,0.021837311954747723,-0.024074927551127924
COL9A2,-0.018346665192970152,-0.043105067282260934,-0.005691032544194476,-0.0015140520770031039,-0.10247308501830173,-0.020185990808216318,-0.049515597990529084,-0.07869398131373619,0.026152403727544918,0.006169018967985054
DLL3,0.09279031789222758,-0.04447561207374227,0.012803973012635106,-0.05037888753632555,-0.021901265613884325,0.011443422320483183,0.04073653697290788,-0.02317472984803731,0.0730662751937046,0.00804737047776363
FGF5,,,,,-0.020756748773187034,,0.017032138049361472,,,-0.015550271072348246
LIN7C,-0.004239470351486492,-0.035422829467777056,0.021892004487698024,0.022510359009000103,-0.029099222951432004,-0.023236947920270028,0.06959911432594963,0.008912131811110396,0.046415713653242256,0.03213877321845712
GDF7,0.09497169237344581,-0.018145986397321547,,-0.024862556837291508,0.008450229758390394,-0.01784414986227871,0.09598002751051857,,-0.015499920103898633,-0.03715911324708865
PSPN,-0.030788801589150046,0.039284987050732474,0.07093555026256361,0.13571672526559153,-0.009073485225992713,0.042123121155526785,-0.012600554637709429,0.014331506078509698,0.016401658124471374,0.05362952441826553
ANGPT1,0.002443957104702566,-0.018033721037529322,0.028820981255356672,0.020914412872247108,-0.034042574803772346,0.004766768583062581,-0.05899796322884411,0.02977171824337223,0.07883850660184319,-0.051363080493729146
PNOC,0.13429502194836704,0.0934504634218501,0.12502163315876347,0.04366827674945758,0.18326531501292392,0.04704191133986784,0.17608440202913153,0.07797490186544005,0.00854597536244556,0.10495035854013518
L1CAM,0.11363388073597162,0.06275953358041618,0.04290672125540268,0.06557189796836732,0.12016403810946985,0.0590315274458453,0.1507987921216338,0.2311480735476018,-0.057758912430202515,0.024805735956746976
APOA1,-0.053311840069718196,-0.01574775498208435,0.024642515614473025,-0.040199024396741605,-0.04442258178589429,0.0007770301024905186,-0.016503004595528153,-0.006954566679658014,-0.012436569001819825,-0.03742059307938097
PSEN1,-2.1025925594939398e-05,0.0031628444457744626,-0.036435775074604874,-0.011623513689378018,-0.03480477404668653,-0.00013084244156242962,-0.13573185443318633,-0.08781606177592371,-0.028259600892673247,0.046949399444010075
CALM2,0.1532139467547585,0.06347259385316265,0.0899591718056868,0.10733671287195623,0.14856821504519535,0.11516439936835929,0.19410714797852224,0.16212304323873516,0.0982277790198106,0.09506998133757574
CLEC2B,-0.061047291854873294,0.018721609583318453,0.028492946647497575,0.0672634740149543,-0.11349807534193826,0.01078373387285643,-0.0690773248309685,-0.032493141322229274,-0.020009299385367232,-0.05582803099628489
NTNG1,0.11492482503258182,0.03300766864481078,0.047870506161899785,-0.040274573615435,-0.034714170399543554,0.019408256955001636,0.10965610631338381,0.13411363636778367,0.0005339475570363787,0.06668176028048096
LRIG1,-0.04338400247403914,-0.0028522386211814357,-0.06895906298280333,-0.06137019574507815,-0.05564904730310267,-0.016530969277547287,-0.07042431610754867,-0.08827752356628882,0.045586748132287976,0.08215732476157507
CPAMD8,,-0.02507735003170952,0.02909798599407905,0.07780606364170455,-0.018777272637579147,0.002789912621652532,-0.030558082380639194,0.0726528917505899,0.07453541490427015,0.1256670806021869
GHRL,,-0.03325577874140535,-0.013838333914653375,0.12292112598717587,0.002441851717897992,-0.016273555983448058,-0.028773500970075958,-0.003333185878590416,,-0.0232265618445957
NPY,0.027261164061261108,0.01281717447853011,0.012098836364787304,0.04475134833305758,0.1454402186382919,-0.04242564911429877,-0.06849480721484524,0.04815475166515027,-0.013710486677337713,-0.009613060172384337
MMP2,0.06786581140454906,-0.04064224744504358,-0.004746102256050551,-0.05744832597952868,-0.14930523294753184,0.03079021835038593,-0.0872596617833661,-0.16189590432144327,0.038551197723970664,-0.01735477730902446
PPY,,-0.021046884812939624,,,,,,,-0.0365117457964569,0.031806544594065796
ALKAL2,-0.01393791980130128,0.08125013872595321,,-0.02677041461842974,-0.021290304062230418,0.011162068703988764,-0.08479750026173215,-0.05220400641383813,0.14698329157790826,0.056847838551067606
CSF1,-0.14040916739520998,0.021864704715920606,-0.05238509869284397,-0.06444606015866287,-0.08886297312957539,-0.06846207761387767,-0.06041341475658297,-0.06589288417304254,0.016586899599604986,0.039897620879600935
SEMA4C,-0.006774506975931231,-0.01412296449797891,-0.01665062349370748,-0.007982463640711668,0.08107748523813384,0.022260113132780927,0.0027089344634918565,-0.04503619219626436,0.011718764260369927,0.06481651999749558
ICAM2,0.13612714359690498,0.008677783045383513,-0.044434464816946115,0.004423617693972923,-0.07782442316503162,-0.03618788672855305,0.0409308191044863,0.053596431959241936,0.08213464711534647,-0.008125855925623043
SYTL3,0.006306915441275565,0.04352859351434757,-0.015206357105309648,-0.02390648549832437,-0.08345541923840837,-0.021224679945379868,0.025007011502106075,-0.018505841354409292,0.013190809797868934,0.013435776981937977
IL1A,-0.0044373855448100255,0.010350520585035035,0.0052690032035100694,-0.024862553571254116,0.00889103849155951,-0.017401379957736288,-0.017524461432121247,-0.007319878418435867,-0.04083873287780265,-0.016426313558278834
HLA-G,-0.03925001551601748,-0.019206604134931356,,-0.013428624854455838,,,,,0.06976617090420646,
PGF,0.023468944322406985,-0.01486445854430605,0.00557042849962779,-0.04432813801436233,-0.09119205426485837,0.019636518033033196,0.04605915700174893,-0.06488927713709464,0.06975716539534062,0.04355667108695135
LGALS8,-0.05774018159527295,0.010391621077775413,0.08407147269218307,0.012366967503097584,-0.0037648299929686495,0.025749839224892754,0.08024583275281792,0.06132652941929419,-0.026492587721851393,-0.0009108510812090245
DKK3,0.1204642445776434,0.012984922008570404,0.07430728365668327,0.054968087903431655,0.15566607271154137,0.07270830077400976,0.1676675901983066,0.14778127124811033,0.028049666941868383,0.047824737981187644
COL16A1,-0.04251941536656498,0.01009729875216778,-0.09016395145656932,0.06750920466964776,-0.100888091632282,-0.027888723432735674,0.0051098862495314755,-0.09989879602383928,-0.017889350508646568,0.05614391649474898
TPH1,-0.01511816141739301,0.03365701679493195,-0.015690525628713304,0.011753173586419573,-0.022321439795301178,,,-0.019128744269017325,-0.03008812855501629,-0.04444675181562864
TNC,-0.1365596970118039,-0.0037991520340852265,-0.03729938566914162,-0.07187873230003942,-0.17502174290234565,-0.009064806722343022,-0.1708596788767361,-0.1629590128743743,-0.010944514875618896,0.043051094602885864
TNFSF9,0.10360978774958621,0.06881755059830752,0.05804051279903249,0.0407853500462403,0.07505400828164925,-0.027181753086153615,0.028790235431399618,0.022006141291881828,0.05906863817378942,0.08418082792919991
C4A,,,,,,,-0.03104748269111899,-0.01681489287345308,,
CNTN2,0.17230148933282152,0.05069007664475972,0.011754908727039465,-0.042729075074465224,-0.020450822630265816,-0.00522645763929387,-0.19661449533579445,0.008709620995455736,0.05530665837249313,0.0751525983804951
F7,,0.2553346258084216,,-0.012358361930596145,0.022174011372924272,,,,,0.15899426895216784
LUM,0.005641271124287536,-0.07944633039784102,0.018224279016440185,-0.013595188488912098,-0.08965037629707116,-0.013668369657023529,-0.06373126017337388,0.03766363593513632,0.057134583588646315,-0.07203096800326278
BTC,,-0.012481856125397718,-0.05187603214976381,,,0.01932171289219061,-0.00868922057489428,,-0.010854645207460097,0.06096480478478818
APOC1,0.07805464021306299,-0.042649264123146326,0.07591488739338213,-0.08206802196931466,-0.1477588127622393,-0.04338566462467998,-0.21089265601442264,-0.13369100635459372,0.03854439949352377,-0.1693951183138433
PKM,-0.008315751467079153,0.020355559229221658,0.025623346350153647,0.03241894537868986,0.01713125799189367,0.12182006127268014,0.19679123347801314,-0.07931601570906553,-0.0380250824098049,-0.03146856546740757
TNF,0.022614614522684463,0.06671791837442385,-0.03389820387289461,-0.005083356890378269,-0.02755796153359324,-0.02379157919353834,-0.01936852794449601,0.018118859579176437,-0.018081012308453718,0.01589320625487954
GNAS,0.12380802989035565,-0.021341196890527644,0.054271920611096085,0.06908593617645042,0.15563017917568728,0.12142800925381803,0.23157716302083162,-0.11261784062834268,-0.02538428291624021,0.022640074314657217
BMP8B,0.06203053632830744,0.0026038803957941126,-0.054241184232968406,0.011972987924885511,-0.008156487253495942,-0.01579736403783889,-0.02293242062028999,-0.007274302189476936,-0.023075090046791456,-0.008940503703982066
LIPH,-0.0005939587717099847,0.010009153715404229,,,,,,,0.10190413888317995,-0.040418692447973706
CCL28,-0.024816981952343838,-0.01983695116176888,,-0.01216038435643192,,-0.018684945924891005,-0.03856579401410591,-0.015169925160797511,,0.08278824930912293
PTPN11,0.036034616673386054,0.010752273339244703,0.06544779055400027,-0.019587744857711798,-0.05439880410702634,-0.03646565927232981,0.0005377038850355602,-0.00657051544335831,-0.019639067179386207,-0.028527560776786223
ADAM12,-0.09762131425802759,0.009697167629415823,0.023679647580046224,-0.02025004094052077,-0.05869322282836507,0.046982902287299594,0.07730031607468095,-0.082966793224803,0.05090426765198584,-0.020849836851418425
EPO,0.05472149401257268,-0.018949204060443724,-0.016836730369262157,,,,,0.04966774616890553,-0.02093642273502584,
EDN3,0.0007162680845892491,0.004412207894672737,0.02645742290473706,-0.017725538520752787,0.029287582971464648,0.015403439621876,0.03585770136112187,0.12123575528093053,-0.02502344968572003,0.0114576401815268
CCL22,,,,,,,,,0.0019785402184638234,
CCL2,-0.15019718180858832,0.05136899159932199,-0.04836314303947131,-0.06206480204241802,3.277255396505948e-05,0.04285464418881216,-0.17242763181063717,-0.049734332206817757,0.036821428214703904,-0.03047285944937194
DSCAM,0.004317399249990523,0.008870912191679375,-0.062214145722112486,0.0197186312897517,0.01386469876352464,0.04114312458127632,0.019403684637311666,-0.027426655464209523,0.051574687934964135,-0.05714387942899723
GPHA2,,-0.015717977129879074,,,,,,,,
ANG,-0.06619599392897163,0.0751772618343283,-0.0011797099136360283,-0.028936562994280615,-0.07729323015120557,-0.016790962244475363,-0.03993652328247425,-0.08528442020175359,-0.005291278266983668,-0.03563450481444539
FBLN2,-0.03905680911254411,0.06570543043303417,0.029632193747117182,0.048615285199822646,0.001331677322480109,0.011404346600141177,0.0721222898795091,0.0216340121404519,-0.023516401350651188,0.022302687385922462
VTN,0.005548167943032102,-0.013152729110706786,0.06823718352546529,0.14409287006602564,0.017487728036642898,0.09990705087063234,,-0.01589483714745627,-0.014722070402695487,0.1935124805525597
VEGFA,-0.10903412803657428,0.007199874106855548,-0.02259731593654391,-0.0464857079509563,-0.03773291653963239,-0.0018220999625207061,0.06825267639027452,-0.1527231183689415,-0.09662989130636288,-0.023513989176504133
F10,,,0.030219467446547122,0.023222140262028904,-0.030532227998996703,-0.0151683691227451,-0.017485399623385328,,0.040337108929421495,0.13929009668062206
SERPINA1,-0.07070322672928987,0.02823189748865623,-0.0525682742161346,-0.0336991690828291,-0.09703250600792553,-0.0064854328354794055,-0.13786119128955265,-0.06903856040784451,0.02373175429531343,-0.14774635995213117
VWF,0.08068067242180953,-0.03206829803179754,0.04757692903736931,-0.04437035144711047,-0.09206227152607767,-0.055898784202627436,0.017002391763129048,0.04434861315536277,0.11689460580885543,-0.0685754742592682
GDNF,,-0.02208557067576718,,-0.02214876226531497,,,,-0.01912874558845274,-0.04590066092060444,
VASP,-0.07146218130764413,0.024791109095725745,-0.018843181182157612,-0.008537260620104096,-0.03641467992942475,-0.051611639922697565,0.008627888800562474,-0.07267125508621003,-0.009859618623626111,-0.07828063584544033
ADAM15,-0.0028815080735332325,-0.011793404178671245,-0.06003165207672441,-0.055744600209436036,-0.082288172988357,0.0526200840286539,-0.042897365682637474,-0.018743552455085116,0.003269021507143413,-0.014336667843074588
WNT2,0.1769790848167709,0.03155227207196873,0.09214570111789065,0.10508240014540841,0.11443971162230399,0.0468541589651746,0.05942003532229441,0.2118708828466992,-0.02150275487981929,-0.054560975512793396
CALCB,-0.03020298854534477,,-0.0205040571147325,-0.014423116447546108,0.053115004805371825,,-0.010750316583137232,,0.006962473896545642,0.012447891612730596
OLFM2,0.053297454487134834,-0.06808453958246016,0.0319261298783652,0.022387375392749292,0.09461411402983999,-0.0914068101462893,0.08786194682786233,0.07282755450322477,0.024387068429605425,0.04094714793519676
MFAP2,-0.038721692446726436,-0.027075848051701594,-0.0008772319516455324,-0.03570194498764848,-0.07912266348451842,0.016605235874293845,-0.033993766469368206,0.019697046539820833,0.007497223711994815,-0.03525367237416254
HLA-C,-0.0869908148612835,-0.05063651975634809,-0.014029092438522477,0.0006956084168186867,-0.12216394090655901,-0.06351998669716688,-0.15492254160389557,-0.15406621957626768,0.02037708001081032,-0.024096063087221647
THBS1,-0.10127066946967804,0.00944172612574536,-0.03729152278848525,-0.0629232032201001,-0.007328590767538012,-0.00407293290958141,-0.04553770196086092,-0.04290894746164524,0.012477724261942033,-0.09048897986330373
HSPA4,-0.05825767065946902,0.06869701190678308,-0.04198374309152131,0.024396758284639407,-0.0284834419119081,0.041608929288926,0.08909724127509555,-0.013683728943345939,0.0919627757617911,0.05096855813086111
LMAN1,-0.09970601263477939,0.06809222841664699,-0.020853912602374427,-0.0006264855722861731,-0.17911775863546145,-0.06753143191132482,-0.040799631658252566,-0.07502359251608609,-0.003251099142992645,0.013052678271910366
LYPD3,,-0.0215139478715962,-0.016975007895271444,-0.017883598191884377,-0.03219960227483427,0.07976895934244596,-0.035187032901968444,,-0.006499025139065279,-0.03691705836547338
APOE,0.15542698144462874,-0.07101304102749428,-0.034469471567546886,-0.06414069878057801,-0.1522296743226279,-0.05750710608646551,-0.20865743668371248,0.08445942649664057,-0.008679751689847527,-0.07848014166548133
SOSTDC1,-0.004171033113127793,0.011874259343163414,0.13528719268270237,0.029236847220590417,0.03500773156356395,0.038190240502957225,0.0675756383747189,-0.02908693833276292,0.005414396120964982,0.053575017391886186
ANXA1,-0.1700935502592703,0.007451171668636533,-0.05476301401712495,-0.03579987354031019,-0.16502400646470408,-0.06699359368691567,-0.11831691074059165,-0.10314769988430647,-0.007157601772431726,-0.010082295838382525
WNT2B,-0.0036204310465783353,-0.035940257572560974,-0.008995210558192017,0.01570651632220659,0.013820511722057996,-0.001489056601830654,0.17937267999560716,0.003424590643674043,-0.030626859238150745,-0.07397430043244735
AMH,-0.061384113684595426,-0.02627072229709808,-0.004008517849904054,-0.02590219847889145,0.06052908243725794,-0.021016122244430196,,-0.026211616283862066,0.04786175677665599,0.0196908349529842
GDF10,0.05220870289461458,0.025645815100406172,0.007478549145756101,-0.029858455494822064,0.0709398524388662,0.03357820710165018,0.1289179544748993,0.18581962017115858,-0.03224409521786709,0.06634467659303969
EFNB3,0.004182852299070476,0.11798537410909606,0.05526978831155458,0.07737426290079756,0.1388401477508586,0.045856171886010114,0.1799548380473607,0.1901955622400607,0.033009264531942646,0.028617684824436072
LTB,0.0861083123810686,-0.02779595876404835,-0.02417855999008667,-0.014803158474734282,0.013632330237689368,-0.042174535832984576,-0.010156550812856038,0.06712877361506164,0.022410099398887235,0.03379523905231542
ANGPT2,-0.021547473343593124,0.001555225047155064,-0.035207142599328216,-0.027723942480935897,-0.12087649192359264,-0.031229694605469184,-0.04206147744879343,-0.050790481006394654,0.11130568277258426,-0.0845171306291395
ADAM17,-0.017875023356291878,0.035611331579409614,-0.025559943966641945,-0.06606239809112147,-0.08785409434444405,-0.036198413235378944,-0.018317733317305265,-0.007221660082860175,-0.018812023292251453,-0.06763781910001979
LRPAP1,0.0403952380684627,-0.01941904451611175,-0.0521076287883439,0.07146817780105956,0.033288608728483354,-0.013289273472603651,0.08344445379863479,0.009251319616629073,-0.0082559940810097,0.03707972577702926
NID1,0.02354665694504514,-0.028933187457020126,-0.02640761094925695,0.017294884761959273,-0.09814891637081015,-0.006886688371615454,-0.013752194795566015,-0.06944773064472286,0.05899910613118756,-0.13792889046311355
MST1,-0.08378736840714121,0.012531592333374785,0.004306528913615519,-0.029278271752643414,-0.0946260443435865,-0.04247529780699812,0.060382255363949325,-0.037865759200762315,0.04463390451427151,-0.009334801939514328
IL13,,,,,0.014835014356085939,,,0.04065763007137782,,
DCN,-0.015402269235824407,-0.06647106254757883,0.05657046780731289,0.04121769286160114,-0.12499843517503682,0.009228587898904005,0.03586365165387395,0.06860910762303056,0.06185522955739533,-0.06781654190426248
IGFL2,,,,,,,,,-0.0014805304269962867,
COL7A1,0.07245519303487297,-0.015194351575465722,-0.06010731869860689,-0.033509267900663844,-0.10562715886504861,0.021885508840215506,-0.0032209238555352426,-0.03293162815850848,-0.020772297863472688,-0.07424901322864577
CALR,-0.07633826864056405,0.009112435428492447,-0.04906435291269926,-0.014021125333286867,-0.1440756064945086,-0.017253511800147902,-0.1008846681316806,-0.13606323256700564,0.006023929043816221,-0.041812024311873745
PIGA,-0.03806327263597614,0.014121100319808252,0.024242017065578058,-0.0002674031320774653,-0.030477483280110195,-0.036679150097575074,-0.03371634778479793,-0.03539731211961137,-0.020573548692424688,0.03811931783042118
CD200,0.1001868661030468,0.039101698341050276,0.03689998292924003,0.06071372221024528,0.13845815257211166,0.032898194554028454,0.1810052243401823,0.17832367647248626,0.03158297350420288,0.027950211794542212
GRP,,0.025058922518123226,,0.057080483901337374,,0.007030130614333133,-0.03234045118523086,-0.01932613018881384,0.0013553500505092935,-0.02463081722415399
CDH1,,0.0802406040896882,,0.04702568601284068,-0.048619181190951904,,-0.05371589711453105,0.010858026871526668,0.016480836858581156,-0.05485819884190485
LPL,-0.12964193712728342,-0.018732517949121702,0.005409114137784076,0.0035154026088102756,-0.11176131107749583,-0.014619022107642893,-0.0042506619319665545,-0.059853740729383875,0.02383935950030034,-0.12548526640880137
SEMA5A,0.010238966041868516,-0.009880504042922896,-0.04291559844634573,-0.06399493720642362,-0.09270306038204017,-0.005584349715278406,-0.014603953474671215,-0.10550297756944856,0.01573189585223466,-0.045010996679419546
SEMA7A,0.05593528712444114,0.001825899872489776,0.058673913111878015,0.020618597544277778,-0.035516781880553586,0.015299311815646472,0.03376014705292291,0.0422191791188517,0.10820846624892859,0.044350087182720634
SEMA4G,-0.03434768238159032,0.0176368701188552,0.032465656729248595,0.01809326971409257,-0.040616752231911836,-0.012943511831119497,0.07797953902967714,0.06563811842592447,0.003328759081021056,0.0152073562857902
SEMA3B,-0.004293588958925766,-0.016371436945466653,-0.003248460288886238,0.008844274530534579,-0.12055477173829889,-0.021391580969309196,-0.18915765743555993,-0.014264654314025262,0.03637132247008579,0.038074717965002065
RPH3A,0.13344857013028247,-0.06363933019443598,0.10862510365509714,-0.024562154387906987,0.15082892197700393,0.048674862490784676,0.22890096538233337,0.06365826115662036,-0.005816647194508974,0.03621148513298588
JAG2,0.08092005658123992,0.04883959446572224,0.047296951254273474,0.014460434948703393,0.017084628139941004,0.046412349649574546,0.07501985039831137,0.12673382343086367,0.0026396255173602944,-0.014067720498562641
CGN,0.0833978338705769,0.03656816366226026,-0.005186378125288161,-0.023415970457514687,-0.055179962096561896,-0.01968793768370831,0.020243863698739362,0.030985526392698855,-0.04406004434599711,-0.0369377029737277
GDF15,-0.009682030961911536,0.04864123981707692,0.004860964103334105,-0.032594840699363546,-0.08358164194992314,,-0.0329969877840755,-0.06961487911139631,-0.049158237549573706,-0.06328756355607945
SEMA4F,-0.0011394288769564006,0.0152847828314477,0.08555004439196244,0.08382648621349635,0.0824638312466308,-0.04115494223907358,0.0710805799058216,0.06510243608065493,0.08770076589159358,0.07888372045000203
NXPH1,0.104383510005444,-0.029981377078270782,0.08699126014783241,-0.0494476525283904,0.017196173333717632,0.034286504419197346,0.24099309096567875,-0.01371592066128108,0.008413257880804428,-0.015879946478390167
ARF1,0.09136940514486278,-0.008341494578334772,0.05611845503121574,-0.0055982870584996075,0.17743090467307313,0.007498429401467134,0.17808186503567175,0.04921788466489072,-0.022115279603677773,0.009004007581223042
DSC3,,0.016407472292912808,,,,,,,,
EBI3,0.14695503737903248,-0.05073495133559563,-0.05174183503304838,-0.03552467210365265,-0.05054376089295707,-0.03381335360409154,-0.07750461940972517,-0.026225859063207648,0.09677484283451039,-0.007119200732154965
TIMP1,-0.10828486254119915,-0.004794490500062357,-0.065926387864738,-0.08813125176590968,-0.0939432481836412,-0.02551793300665233,-0.11519610264560766,-0.12426407120059993,-0.04601877587224509,-0.1043325315191943
SEMA3C,0.028442187098641325,-0.02489530762627817,-0.019856995026457946,-0.028446143523009525,0.07823024266566331,0.01938981038476855,-0.10284732098963474,-0.0010439867265784886,0.037519010762246126,-0.06482262423050354
GAS6,0.06683460625736168,-0.01667617564924321,-0.03792785336604673,-0.012058297512708446,-0.11121398771130915,-0.037420469781690405,0.016565587024298136,-0.0036729327267077043,0.03293203353116829,0.009132693554237263
MEPE,0.0130221621305149,0.042229930976405664,0.08818326934167428,0.07821158846826044,0.0281974949438765,0.06868342538736659,0.08528756247714984,0.128568399311748,-0.029802053886773473,0.04760004275070724
SERPINE1,-0.18664006957532234,0.03218500598547134,-0.004868002884803483,0.03887671859326904,0.1224112393895075,0.012348265718035498,-0.025491696953932476,-0.0836912903371781,-0.09856528759122886,-0.1046729787196646
RSPO2,0.08684907939320753,0.05474538386440873,0.20473171598252474,0.015019363633528408,0.09663124571938991,0.10514938526504689,0.18665188576803105,0.15222780374544634,0.01731614642953446,0.19109700685144299
SHBG,0.01962467861292022,-0.015407611275299053,-0.025464405508294246,-0.015891873415354453,-0.04456153372004988,-0.031908476237196795,0.11663740351603229,-0.015415189618068547,-0.03491708473595488,0.15323415197435125
LGALS3BP,-0.080054653072594,-0.06089572023009366,-0.06491498649771707,-0.03730125137375682,-0.13367725864269447,-0.07707484573022837,-0.15134346111747327,-0.10868567263523117,0.06230829234261697,-0.029743376227691964
LAMB1,-0.10121375887308011,0.0016005496068695086,-0.017200254588779548,-0.06096638997776445,-0.13175825732791135,0.05982875725327945,0.08212644173426159,-0.02510425235626165,0.02459058335222383,-0.13619698222266394
SPTBN2,0.14227526939518945,0.030552224605957204,0.07943547435749845,0.03981321836094868,0.14108525387676116,0.041064478421667036,0.19968776489753098,0.1899920964589859,0.046404620958498725,0.037398339859342135
COL1A2,-0.06646726253367612,-0.036408078804939334,-0.026034249232996867,0.026257646209944273,-0.10949888146857373,-0.04475495550862077,-0.006839018151739481,-0.07219715750809323,0.056272278749366515,-0.13013955614467496
DEFB1,,,-0.01380811477517834,,,,,,,-0.03146928506897366
CEACAM16,,,,,,,,0.02008479550799045,,
WNT11,,-0.01704947568546723,,,-0.02048507880900901,-0.038424752367241,,,0.07890399849523011,-0.028252159206431187
LGALS1,-0.1370689410068213,0.009296484427861726,0.007721918343592606,-0.0477014977551209,-0.038693510196573515,0.0012868697510323183,-0.11821854466884815,-0.07463211280313438,-0.04316229352075361,-0.018316254515233707
BCAN,0.045305266275029836,-0.02017947666489966,-0.06027874911842659,-0.0646386340636288,-0.15807807219437126,0.049330590598440395,0.1540466550164515,-0.14774272725290866,0.06233704400027763,0.022284819664589315
ANOS1,-0.002599692434595545,-0.06158675369442813,0.014544094880507315,-0.036927531830071844,-0.09516541720260892,-0.04181112827696386,-0.013820317120971235,-0.048898046514647305,0.011831360009603225,0.024553574358482426
EDA,0.01154682666453194,-0.012481860402073313,-0.029649600873699992,0.029112447425380602,-0.00857612770455362,0.019385202687005332,0.00979718803799701,-0.023016109026002027,0.046088743743317985,0.1481472848615871
FGF22,0.12892963965158502,0.0012563780369201632,-0.02003396971694726,0.009153268319570083,0.08351209743724793,-0.022957735087125678,0.10254313303795452,0.06196700293907223,-0.019759433905471042,0.07128039573220457
SHANK1,,0.06203877115038239,,-0.012579391458787866,-0.01786537996482956,-0.008672660296622238,-0.01411445751772251,0.025770925818599008,0.008857836788991623,0.10271004517814228
NPVF,,,,,,,,,-0.017860909906248244,
RAET1G,,,,,,,,,,0.051038409108735076
TGFB1,-0.04311565823443532,-0.016762057053736547,0.0029108044029974283,,-0.009950640722138544,0.011219435516816737,-0.08154419417677597,-0.02275327096899057,-0.002135467042144793,-0.029899719039352714
