,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.004908455453687655,,,,,,,,,,,-0.026987555009938026,,0.16423092824539076,
BMP1,-0.02182947442284582,0.07704086878323058,-0.05850329664353275,-0.009134513076051835,-0.026327209986001972,0.12549914437539253,0.11520555429639702,0.0066328392831672064,0.02470012135957833,0.03055114970878889,0.03099924420654105,0.05478400129991722,-0.02663286373972333,-0.045601597587373824,0.018529066796992972,0.00894915987114739,0.01910493660366874,0.07957312389037911,0.03515418527137789,0.14334478436481088,0.07304894672665393
NDP,0.10914297801414564,-0.02934989856614194,0.08562959948728731,-0.021544038686652067,0.021328381701829723,0.03408904663411315,0.03733109734601474,-0.024131805729456196,0.018588509678905626,0.019186941355391243,0.05174248429818488,0.04135524969760621,0.049632782311380554,-0.07147670377990964,0.1022635657331602,0.06650059738944428,0.03387075364706466,0.06672607867135305,-0.014763055122575119,0.08239264494035166,0.025468382451703298
TNFSF18,-0.023606109973631488,0.031901255392114976,0.01176508810639939,,,-0.011440814575504351,-0.011703752695453202,-0.015776938270413984,,,,-0.005458696538986395,,-0.07866312508493126,,,,0.00861632496624562,,0.005931166548194308,0.0003957491488588334
IL36G,,,,,,,,,,,0.05090409609053343,,,,,,,,,,
RTN4,0.0003866901979878885,-0.05811936256187426,-0.0452824001959485,0.0545010433252451,0.006177115320922934,-0.09198737139658628,-0.1368263911977143,0.004920958080100848,-0.0231665213918202,-0.059010426450424036,-0.06458320067895082,0.060020601566341904,-0.04316155802080183,-0.09447833320095364,-0.06248964979573078,-0.09072054590669519,-0.04296131216909919,-0.11211925413919427,0.0006080381616817804,-0.028193240001337858,-0.11834061246406895
HEBP1,-0.056273043126050276,0.03362870816733835,-0.0006372653193917258,0.0643035733266178,-0.04887889418765945,0.049627885508809644,0.08326503850793088,0.03406979191856472,-0.013046525809789473,0.005704264388426873,0.002879809121277727,0.010936681613666363,-0.053023029662435946,0.05284439542017898,0.02716874500879461,-0.025911596375340993,-0.01766007480144877,0.05070122713453413,0.028486691185359066,0.07148539275854286,0.07281045587674177
WNT7B,-0.03405330248384015,-0.06719864109491856,-0.028314701698045334,0.005752465852137907,0.004033736035844485,0.023345482087354822,-0.07265417704981016,-0.004990312342084518,-0.014006904301734784,0.002565301982178003,-0.02134324166129108,0.07822898569121375,0.022189837326844545,,0.008945119596680413,-0.03848164166958197,-0.03401810529866203,-0.013591748529855376,0.02471511073780061,0.14836415206534023,0.07965483631193163
PTMA,-0.03797235624955124,0.01586385582043648,0.07113933661804095,0.02036143250484908,-0.017401121178946093,0.1300153571867565,-0.030111005599837547,-0.029247663143416328,-0.011818443975218503,0.09978763666037913,0.04514840420544047,0.07248416186560776,-0.06043528197802503,0.05963299223031107,-0.16408641994411374,-0.020664205444199786,-0.06570587956754596,-0.096142415237101,0.027813363790915053,0.023048160167751405,-0.0031667477747882897
FASLG,,,,,,,,,,,,,,,,,,,,-0.0018501411953895954,
CEACAM1,,-0.028900853750319942,-0.021729830538618086,0.017398705279569642,0.013932698740278845,,0.060437169821775244,-0.01351120616826876,,,,,0.041952392090203544,0.017038561394338392,0.12988021287742996,-0.026929004423727365,-0.024966866215551504,-0.03999137529225477,-0.01881172832510127,0.01007116738535635,
PDAP1,-0.0512709484945815,0.006712417742400726,-0.026569148776290144,0.012610373637070797,0.005092986941230252,0.02598836139224184,0.058560651903783546,-0.006860411791923215,-0.012918135310428472,0.0682648785077099,0.02111029412183047,0.03022201139514883,-0.04306669894518002,0.054127961591919585,-0.010586526733278999,0.02594288294477202,-0.016440426801296225,-0.003573781011587429,-0.014274665930522026,0.0009157377238462658,0.046802575337359376
QDPR,0.11907552056657078,-0.04892426747654333,0.004382822668344926,0.022572731391658267,0.00898361695949818,-0.030269546670296483,-0.09411942244152881,-0.00046025507208915487,-0.035548325020179045,0.09129877182804512,-0.024566563433920365,-0.031054995794575737,-0.06578220167678557,-0.01594747885041408,-0.07512424673134863,0.03851020984349986,0.02817525232446173,-0.13405725059503087,-0.02474636588346128,-0.0019985859473848704,-0.050494909000831464
POMC,-0.04457227517568966,-0.005063558072940738,-0.03861044203351535,-0.02851243913543391,-0.004798172861782118,-0.030183176352787153,-0.017130925784104623,-0.018306311558098292,0.04539622887100773,-0.02663096590319437,0.023749383797698864,-0.016347860515322846,-0.07384828655208048,0.07728744401539421,0.06093556938992536,0.0076076024455383464,-0.012576191661689846,-0.03938281360070685,-0.005547698582493757,0.041514410485401755,-0.02426369016718969
CCL18,-0.03165773446877467,-0.03606553481134835,,,,,,,,0.12163011560907518,,,0.11399877762735809,,-0.03243063999716311,0.006386952832284485,0.0180349344761619,,0.009027007916522339,,
CCL17,,,,0.04734483369780064,,,,-0.019676913698737787,-0.01733662099866674,,0.05679331884225386,,,,,-0.019104825238182792,-0.036041238787875685,-0.007979688928048909,,-0.026971422531373242,
VEGFD,-0.03566901367318139,0.08191571960692161,-0.031123622604443645,-0.0365624025412508,0.04211069861595364,,0.03891807061858884,-0.020964087249746535,-0.012716621161657268,-0.01799295707979672,0.052062440990874315,,-0.050683726788454474,0.16308482746845718,,,-0.024966866215551504,-0.03752753440717124,,,
TNFSF13,,-0.0016538220986590806,,-0.022636828728504706,,0.054378861238641496,,,,,,,,,,0.0442325416973037,0.0025413319509242013,0.0678700620751704,0.04937155997332297,0.13599243985429796,0.03417168772889348
WNT5A,0.004984602769673625,-0.022374768998275285,0.017183175237758225,-0.0071556439978029684,-0.014615364506698151,0.11222138112036678,0.08830362461609777,0.027493028002217156,0.03456969688004509,0.0007560300952287664,-0.0028783856607824073,-0.007863864332870608,-0.015676884413642962,0.15188465920516617,0.12604313689705887,0.03465971958477178,0.0293602517196366,0.011777270278135483,0.034735555629948046,0.037523955030250786,0.043145364307129626
CXCL8,-0.08893685391497101,0.0010742302736596215,0.015769463447595423,0.003049721081473936,-0.02690293960931765,-0.01578220728165094,0.03447697205806606,0.015416039255989571,-0.011842270562805903,-0.02682065705210111,0.009199316657106688,,-0.099032975170702,0.004419764945463916,0.015810964165047018,-0.014832222426545359,-0.05613264963951741,0.03630221139688862,0.003135476180296144,0.012598713933168098,0.04413757356219022
