,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.006214581749743472,,,,,,,,,,-0.03275886114959766,,-0.017896664295513905,
BMP1,0.07615055956504709,-0.03414846861931612,0.11554556601778287,-0.045494797966688996,0.06216414041194472,0.08722882619545289,0.07046310684885428,0.051310950963033806,-0.0037970162913999995,0.049748511363810866,-0.05374949764337858,0.09687573684732192,-0.0754975857771328,0.04518449488349746,-0.027214308797266582,-0.0445877518232286,0.010486381334392277,-0.04407141736138698,0.10160655864944554,0.05612855452490217
NDP,0.0945820449913389,-0.0724693422881454,0.042511660900327666,-0.002950747647256371,-0.05667572596103846,0.012956151597109873,0.02696583996263886,-0.015356125547344486,0.012184214972028127,-0.009359628382560568,0.008758305292820536,0.13354241803891884,0.020188564717469708,0.08667092435747646,0.07411924898190105,0.06391847778702464,0.004444462409315554,-0.0272072355506043,0.09080991329028916,0.02900834303715355
TNFSF18,0.00869789469587353,0.021439852245027344,,,,0.058687968639751634,0.03566453948212494,0.052171365432841496,,,,,0.020696267873434145,,,,-0.033783635275724325,,-0.004427073784409605,-0.03607682534490666
IL36G,,,,,,,,,,,,0.03771952164213051,,,,,,,,
RTN4,0.006692625237305557,-0.007558880595719083,0.025862852931622222,0.01823596903179047,0.003573853837238173,-0.13100868216672099,-0.10447927865430794,-0.08857498237297327,-0.012636623586158613,0.007748515250654472,-0.0065520960966217075,-0.09553037667565802,0.09866621315584848,-0.10917126872983832,0.0008641326395989392,-0.0053704941584736265,0.04309161666535969,0.10267212805230196,-0.011890571447360014,-0.03201059857492258
HEBP1,0.0020842194325424715,-0.03049547472135152,-0.01212504864307436,0.015990529982493697,0.05877456611433928,0.06795626810738771,0.0594753207728119,-0.009512114006608355,-0.02087924531442031,0.004024609655662216,-0.05976664655464299,0.06967993547904056,-0.0005013682396862188,-0.04957435114215768,0.06275645096351082,0.04131471250618561,-0.05742213717529897,0.0418619338222658,0.05612241784440115,0.0631913863196283
WNT7B,-0.008453070403751994,-0.025986094366845566,0.07726772380634692,0.06413811831275644,-0.0016896424601154129,-0.042162075662110166,-0.004847564843464862,-0.05372877736094121,0.085122578841166,,0.013947200755221717,0.03950028957882765,,0.024712617584296284,0.020768808118349382,-0.001990037779837881,0.05251552074461894,-0.01659026659776867,-0.024529195690028094,0.10643018482288025
PTMA,0.07965532877044443,-0.014675493037612944,0.08628126295227352,0.014232116128195334,0.002849838619568809,0.15330224357902708,-0.0121798715661664,-0.11659426629590651,-0.034952643972377205,-0.04025193404875752,-0.039726028341866206,0.14985889167939753,0.029888086165249166,-0.1816583659986134,-0.04869799674275421,-0.005664902890334798,-0.027251632400524774,0.08659559900373343,0.022533609325826886,-0.0419928660124079
FASLG,,,,,,,,,,,,,,,,,,,-0.0074582233370887015,
CEACAM1,0.0019126913084118412,-0.019942764468222303,,-0.006679170302295639,-0.031742239188826876,,0.026634717275348534,0.035199452999083426,,,,,-0.03009380569343055,0.024399043457166543,0.010296886846703547,-0.0008964524021554677,0.03235041462166316,-0.04419613768237396,-0.0480391838994192,
PDAP1,0.02460940072932452,0.017653947665887827,-0.01879104318156891,0.012210561987804947,0.04493878094262206,0.11174158295511154,0.09325313862854462,-0.014557943154916885,0.011195309031004968,0.036075152137971855,0.06707102537889062,0.08329877429008391,0.07050688234568253,0.08491889695673553,-0.053057002805231644,0.014188605143563845,0.0015927930530825341,0.028220179538783974,0.02205837641212093,0.02312429619779681
QDPR,0.03319738626150463,0.07750789241948323,0.0878825702578487,-0.07884454761749878,-0.07400921404645674,-0.00983708939956352,-0.11402777965908888,-0.005127908790634261,-0.04371615908976782,-0.04231476179143125,-0.05702790862015032,-0.01221215196848226,-0.06267147413813237,-0.13397050489926568,0.03223691809171151,0.05770715556294412,-0.005081273098624188,-0.04988408270109111,0.03280495809019076,-0.006018571949536363
POMC,0.06147923805847214,-0.007611150359145909,,0.007430418007692767,-0.054190725177094334,-0.033796711019990655,-0.042326834729924816,0.08168504411159724,-0.03872151037388993,0.07044652998542505,-0.023905546822947873,-0.036814854112911785,-0.012921646061484328,-0.049504958808796753,0.08144522972223912,0.010788012005643173,-0.005280934067378805,0.04464128713130205,0.04035667718849947,0.012998557667747625
CCL18,-0.039457309927876584,,,,,,,,,-0.025287624087939217,-0.06370972184613682,,,-0.053795590034503994,0.004879394031772176,0.013111772222253234,,-0.007004875835127635,,
CCL17,,,,0.041235281734356,,,,0.012130386267058353,0.045367650716878274,,,0.0018495197291719435,,,-0.055331046799076126,-0.038505221253068767,-0.030661928085348848,,-0.031294804766204706,
VEGFD,-0.015021297858693885,0.007593666720477412,,0.03232129588710701,0.019274645118698395,,0.08472547748743788,0.13236183037839835,0.008646648060152673,-0.0232212490661962,-0.01615155377833208,-0.054329180099175915,0.061878395792574724,,,-0.03338486613872494,-0.04555282197585392,,,
TNFSF13,0.05817763600983419,,,-0.013326837562287919,,-0.02213568631424133,,,,,,,,,0.024322002968801215,0.07198771973629688,-0.04631640385116414,0.012657707785430489,-0.0010535817475818743,-0.010620377350909526
WNT5A,-0.004758001305139485,-0.011106302177642791,0.08867474499224885,-0.01786791217644935,0.03996538422187669,0.1593927585592072,0.06135842820804617,0.01914518239799343,-0.0373157784918841,0.08345409145348645,-0.010241258213993944,0.10119008553508271,0.06774998065540838,0.13651184182804865,0.0996214668170076,0.06427644800707231,0.02763199732644818,-0.0052433703510592075,0.09769733439678639,0.06603438370020039
CXCL8,-0.07154901513743246,0.11000208361987203,-0.06932646388214901,0.04920067487810703,-0.047835015009165344,0.028926787827905694,0.032127532747456104,0.07457686241052998,-0.012171858384753483,0.07164368616743869,0.014980274367293649,0.018214469930570572,0.0871039292637529,-0.03122557961081353,-0.14939790666574243,-0.13497439804149622,-0.02802990681475793,-0.05141774978934307,-0.035994435504854115,-0.013442359404893234
GRN,0.08901208329228563,-0.00885812611962314,0.1049535882848696,-0.010302917443457528,0.07182449426798244,0.07709604492340907,0.023774865352739722,0.01601214497200835,0.020634731170638587,0.005789553650049245,-0.01886015541304954,-0.0002886762920750381,-0.057831850325257526,-0.023470191727836032,0.062278725789906675,-0.057120305032707486,0.010386147391343662,0.0009257257113309183,0.06234694492296506,-0.059221067448087014
MIA,-0.00037135896659492337,0.054165031245399835,-0.032627073750613834,0.08549457715227839,0.0033746172367048327,0.036741920216042716,-0.031077942411808637,-0.030103255542598018,-0.01486499054110034,,0.10453161697796574,0.03401127907376561,0.069897228217104,0.056805278928942014,0.14989838462855218,0.08381024519504425,-0.022558369715073922,0.03073762445286096,0.1192656743212358,-0.005947292291898443
