,UKF248,UKF269,ZH1019T1,ZH1019inf
IGFL3,,-0.01680309919640823,,
BMP1,0.06470818600075608,0.07091738386784585,-0.03503759070364763,0.12153950923907016
NDP,-0.002583433923029334,0.0024156805336983736,0.11893870792277918,0.016191946606020687
TNFSF18,0.032957018104268695,0.039499440782440214,-0.019177422714832325,
RTN4,-0.05388784309088654,-0.08970563457626803,-0.041285185247223834,-0.014096413301549104
HEBP1,0.01996889928087076,0.08602932118386547,-0.00035268082494082205,0.06426751111217777
WNT7B,0.02535711073729825,-0.035116017591150205,,-0.052506513593865003
PTMA,0.03418131371276521,-0.020351121103981604,-0.02831152316077272,-0.17335500150300814
CEACAM1,-0.015103914064764539,-0.03283553962353753,-0.0036981466115940916,0.11969347583513416
PDAP1,0.05478716197488553,0.09518804824949947,-0.019325079604090644,0.0006020798787723554
QDPR,-0.015963754583133347,-0.058796299929835635,0.03796024559215429,-0.08218680463850464
POMC,0.00834828269597387,0.06979532618328585,-0.04407136126400319,0.022355992099042255
CCL18,-0.0188482576741993,,,-0.033386650038124306
VEGFD,-0.01884826365940391,0.08059600620923654,0.038978571753056634,
TNFSF13,-0.014223504594619156,,,
WNT5A,0.025734507843760798,0.032798913580309515,-0.03687636808284244,0.11511553201821621
CXCL8,-0.010455508568867521,0.06922800345472982,-0.0037440958530945492,-0.035397947499282094
GRN,0.015389639941660654,0.1000137731300544,-0.09643238055020202,0.023306451528182125
MIA,0.007699978355968171,0.0042995461977053786,0.032400672466582056,0.05086975512389478
COL4A4,-0.02263660432903015,-0.016558207045214136,-0.044668997586113784,-0.042211157416217324
TAC1,0.036165639683559604,-0.04445061406049166,,
RARRES2,-0.05783342609204423,0.1019434667911683,0.05546733619136084,0.03666275240346488
FGF7,,0.04826940802784338,0.010089640622263255,0.02123994578418632
HBEGF,0.06827530438456735,0.07918433153523229,-0.035403419905509353,0.02268697184336184
CSF3,,-0.017518264347926946,,
PI3,-0.019829161748864867,0.13644066094148455,,
PCSK1N,-0.03312599628065853,-0.03649179641770161,0.05206987184726861,0.08127497150484955
NTS,,-0.002916982005930956,,
SFRP1,-0.012152802410154836,0.05489257558840406,-0.007425181099666078,0.1965850277219535
MICA,0.021837655610474585,0.07691529031909106,0.011427155836574719,-0.036823030141421596
TG,-0.017453990606636684,-0.021142977744304615,-0.02986201922475595,0.12942778267807828
ADA,0.03937164043240385,0.12384598649765374,-0.004853671465343416,-0.02096247729806462
LAMC3,0.08093096003279117,0.044827888764722844,-0.10086397675937268,0.04752468476767544
CCL7,-0.011989084139477442,,,
NGF,-0.020584662100519617,,-0.07661386450680069,0.08508679752523507
TNFSF15,,,-0.04583687443469842,-0.03587854908112852
HMGB1,-0.023483309762615576,0.11363682095860757,-0.05765415135164241,-0.1351380356786689
ITGB3BP,-0.01755453968094897,0.04421521843790977,0.06973486076327548,0.03682343365148351
AANAT,-0.017394337074578485,-0.015801948519708325,,0.0327547931822537
RELN,0.005361726151818503,-0.04636787497692176,0.01804664722426307,
IL15,0.00042996814511099616,-0.011844031142490635,-0.03180560375472415,0.0008202135929000504
UTS2,,0.03228868028988003,,
BSG,0.05515376054028395,-0.048603048527851446,-0.054679954377439284,0.027827858611036992
ADAMTS3,-0.031956200084825366,0.08832663106984744,,-0.04163784053761534
CD34,0.06289316918302598,0.05312864988240441,-0.030492111967724948,-0.013765159105733215
CCL23,,0.002925730216650617,,
PLAT,0.04289728697700638,0.08159181100229279,-0.04369553172437167,-0.019115323316618756
CKLF,-0.015199507001588968,0.08452761398772848,-0.045955749695013905,0.04033703725124733
CD24,-0.007241799105588965,0.030096888471524176,0.09620167675099252,0.01221291507067307
HSP90AA1,0.0005992395081127405,-0.08347249608718098,0.00912109259887731,-0.10143425131056559
BMP4,0.021128119916715978,1.986208974906138e-05,-0.062184124710366113,0.023443346242645505
SCGB3A1,-0.011989082940585045,,0.02413421436458916,
IGFBP4,0.07731072851005123,0.0776222502941763,-0.09963983428348039,-0.007576875702220819
RSPO4,,,-0.01690526430684283,
LEFTY2,0.024424123933892268,0.07971896646042884,,-0.0444377080194119
PF4,-0.012436749021539299,,,
ANGPTL2,0.01212294571274881,0.11938457855299554,-0.08382599979751017,-0.02952711083130433
LRIG2,-0.00243920803393906,0.05342540635239412,0.04416848043192802,0.03579841841754363
ICOSLG,0.05361259495014118,0.007705242144695304,-0.0802181369869139,0.11121091613582099
WIF1,-0.02237791121434744,-0.051279675979900206,,
NPPC,0.07549695859508716,0.016205683712925044,0.116171710896853,-0.04163776056964925
LYZ,0.04642111628924301,0.1011768541188148,-0.07102314514138335,-0.055861123240627926
SPTAN1,0.02821578389274838,-0.017004051561182686,0.03644570094773045,0.05081146399257503
LIPC,-0.015225849737071948,0.02840560450124411,-0.0034249722729978384,0.023446769544105656
COL8A1,-0.018538626092775005,0.08428210854864146,0.0233553135679098,0.03347741308396888
GSTM2,0.013338033318116371,0.04274934147369579,0.2226475524192265,0.04043169340659948
SPX,0.0025996693363964114,-0.034642411839563875,,-7.054733435468161e-05
MFGE8,0.0376721401937484,-0.03248115719659048,-0.04842871725748372,-0.010190457830329765
TGFA,-0.023929949192608286,-0.002006388848760086,-0.006611703009536187,0.0006577462862032354
SLIT2,0.0798093574698114,-0.0525074542935919,0.007700451365933044,0.013967630397019195
PLTP,-0.003849370237739399,0.07403146411204628,0.00951295043885769,0.06620949547393483
