,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HDC,,,,0.038008843101290934,-0.003867761439616893,,,,,,,,,,0.050827257062452294,0.04638634095995541,
COL11A1,-0.009595961623225428,-0.03165663765832366,-0.05838217996884215,-0.031242876266465547,-0.01900829706738618,0.18800084936751588,-0.05603644522521506,0.038882134635190045,-0.0515135118586592,0.04706918526888273,-0.0014004175101098796,0.0019449601516212907,0.09672357118720239,0.00944754756524411,-0.009540936121275666,0.06865949579532248,0.052144446107378145
NUCB2,-0.03982122448239319,-0.012368862241208266,0.04160680609220657,0.02218407259626054,0.00481014308651216,0.062457761316016304,-0.02838078964945292,0.04792215153114224,-0.01891727868276829,0.005646056580030892,-0.07737113285696899,-0.024872532148717274,0.002820794154569873,0.022474286104482516,0.04096087625696146,-0.021391157630784915,-0.03826490828531376
FGF16,,,,,,,,,,,,,,,,0.06952480448373674,
CXCL1,0.026891631979058483,0.012503326580799175,,-0.005218513299769606,-0.02739530827943596,-0.05442346738522177,-0.025230135943174945,-0.041910246593866655,-0.041540120838805455,,-0.055601823836051806,-0.04012311281376919,-0.014378557439482314,0.026503105467157808,0.03571027868081646,-0.03222154007003525,-0.031519209172966224
VCAN,-0.025780328493261867,-0.03884706427766206,-0.044892211069733054,-0.04539318689900635,-0.06105269381640054,0.00391256668683199,-0.15415741492104992,-0.07049952011929708,0.10037476134024022,-0.11858104687574628,0.11277652367107265,0.09743381645289138,-0.023125326223964345,-0.09083283030675347,-0.04171448058422727,0.04747517526243972,-0.11201078782937453
MMP7,0.08994818570660638,,0.0073975623202382984,0.10869493454147669,-0.02942027776346983,-0.030108949327496505,0.05345199173791533,0.11081517930202829,0.006111219619657867,,-0.07760611553641324,-0.020177234475519813,,-0.040739030309359825,0.006964572417972902,-0.05471301162205642,
PTPN6,0.03747356791765356,0.053612005261510866,-0.03405572602381506,0.0045515857574672134,0.02708404474933096,-0.022540118396042585,-0.026971962458361982,0.04384291259959903,-0.036478063165576315,0.08759239358962922,-0.02412352586965507,0.09405682774076943,0.024749606967592114,0.06565050834359737,0.029093070182314922,0.08510139059700735,-0.042697481842174055
PTGS2,0.04251798426657612,-0.025145915830919657,0.05316753650896814,0.03309404478108395,-0.008829523199539764,0.04954700591987631,-0.017253637671331486,0.14685609950069833,0.13017745763055227,0.060525031032049134,-0.06259975923701895,-0.056494187839880756,0.04159029769652539,0.015100391278483208,0.03482180940026126,-0.1007909975434757,0.05645493266374608
XCL1,-0.03244330189530566,-0.011246160828423508,,,,-0.025518780152175496,,,,,,,,,,0.15038558270903096,
CD58,0.010532029619633598,-0.026684456470314602,-0.03885538467033686,0.017411438910499275,-0.030628565118109224,0.010804477087272342,-0.027545942503549397,0.02044141961142181,0.0436172542629019,0.084623474169652,0.026882206282226036,0.058927640863913985,-0.019170289648967328,-0.01346622193132746,0.03982626218242475,0.02078631097388028,-0.07846433170779246
TNFSF14,-0.0326899712572881,0.004391247614210858,,-0.026135749179840437,0.04237562288472945,-0.061288208462546616,,0.07562055998455462,-0.0073893044388979355,0.1331925864824923,0.022543568846122873,0.07726755825970498,-0.027537649465768803,-0.027170327433423194,0.14084732064282188,0.16115694828877122,-0.034226500868653455
CNTN4,0.0578586604093327,0.0724179545946928,0.03735437411499525,-0.03531214986722414,0.15751656970307706,0.33054918186991034,0.1495096594414707,0.07369456276428253,,0.04934892443883496,0.06049793290460369,0.11848588790357854,-0.03375799971653575,0.06698233044361188,0.03222830183116637,0.05403708790175161,0.049690947753523194
INSL3,-0.029063210794010298,,,,,,,,,,0.0595502692337916,-0.0024451927221735754,,0.039650036325204106,0.058407671851568456,,
BTLA,,-0.011724497047204158,,,0.0007249775643192753,,,,,-0.03631329923634044,,,,,0.013474771998255112,,
MFNG,0.0698068160869707,-0.001508763383240974,-0.027442090192381353,0.08464256709810485,-0.03223091489443674,-0.07416515820516335,-0.04384441080151081,0.06403069468617364,0.009077625455505786,0.019890270339816198,-0.032381190571430386,0.06913948711415806,0.014598004565534247,0.019049816941010086,0.08137192810453167,0.09239131412530369,-0.06889348271407726
ICAM1,0.03421221820450659,-0.029025320755069414,-0.018920623868427706,-0.01512174693847598,-0.037507644913181086,0.029405630713408966,-0.022000722694561176,0.01820416789601227,-0.0733177056257633,0.038557068867598035,-0.020545659016083434,0.02736542621650575,0.02014596142976967,0.026325570704563407,0.015249825321773701,-0.03128505738810875,-0.0005648922569770129
PROS1,0.06568645130339726,-0.04337977587339848,-0.0814315426204448,0.022136994023171416,-0.03712297399496349,-0.014890747234537486,-0.03217502238961491,0.04050427258843661,0.07371435642899014,0.05405793039397144,0.017466289740623458,-0.050480381852856124,0.04610495182968046,-0.018179108634946907,0.0021848658995391036,0.004246580201684833,-0.07202762009976534
CLCF1,0.057679550854396175,-0.0076230744434178785,-0.03218199033334636,-0.03896046487579859,0.04170853325694727,-0.02561612330813798,-0.04203613717731365,0.01882728344334216,-0.05472559974581021,0.21820271247323003,-0.03527343853441085,0.015604938431366278,-0.0004944829774073312,-0.06888689092024858,0.00547676606578923,0.03009195556167403,
PSAP,0.03098858422034575,-0.004269459705200311,-0.013605608272033932,0.033951902524060565,0.10803202040961377,-0.03277890587373855,0.17188769596390802,-0.007351464366297745,-0.008545346861954723,-0.016401929780765143,-0.07163478273554841,-0.056305194625644615,0.13365051161307873,0.01567692299034419,0.021683427693831775,-0.0034068379084782555,-0.09542896234692713
EFEMP1,0.07477942908985877,-0.06521066085868865,-0.00849510985233822,-0.02060259363538771,-0.08684475335790987,-0.18934152931912016,-0.0799809571091683,0.10023583476506631,-0.14377523173226703,0.10381231025364399,-0.06828890168593381,-0.0412374336201697,0.059965742762889684,-0.07596865261873909,-0.020190343827455166,-0.02539642728747618,-0.11320463608097046
C1QTNF1,-0.0009964269344673003,0.0026303550766944932,-0.008608919233999323,0.06235603581628658,-0.0043658377870240735,-0.0002229294971153496,-0.06796898175405547,0.06707762535554274,-0.049736541011681845,0.027797151138916277,-0.14046114166965834,-0.058471950350438624,0.03145585890026841,-0.11897511634619387,-0.012900215025756907,0.022066565202949636,0.003335487696955724
ALB,0.002482755968708518,0.015436875855441541,-0.033115305884836424,-0.021039759510189455,0.08780474948957148,-0.07008570936431342,-0.023649362403350492,0.006915904281203396,0.05709829419790985,0.12546001398030887,0.09753981151412933,-0.03295528865904121,0.021946853573139944,0.017828955266955965,0.01175442089475909,-0.048643290369009426,0.032667093142558244
CCL13,,,,,,,,,,,-0.024507426285586487,,,-0.062087861467637284,,,
EFNA3,-0.019981801987052752,0.0070094703435903205,0.04737697321719033,0.014858678588303083,0.041816494654551555,0.13327210111505577,-0.05782425863214848,0.044511280206504404,0.01597341739818346,0.014328275960886105,0.004124359454298243,0.014425658014526756,0.03680623601199731,0.14029128005768687,0.08519766258812547,0.08094581944621317,0.11553684940528923
DRAXIN,-0.03893889275138723,-0.03327303644900163,-0.013495740479388367,-0.03262993598504062,0.00019950985079258276,-0.013793398695401872,-0.09062901672427254,0.09041356608193642,0.015581046451865211,0.06163062752129334,-0.11625401912778832,-0.05483768077822039,-0.0016926653305263646,-0.00027349269452937224,0.10288283805793172,0.020898391778473774,-0.044486821274967996
RAET1L,-0.006668647000366569,,,,-0.0095374487245523,,,,,,,0.06240958375520408,,0.023944105681389116,,,
NPTX2,0.05637082373452841,0.09318119942340782,0.08829289009272905,0.03061954587194175,0.02534608446689264,-0.047212960504831515,-0.06241861813343312,-0.05038712046917855,-0.06667970568531409,0.058632097896980685,0.01812778372110181,0.07293116928934741,-0.08135127466350406,-0.05451625815702402,0.06769072387631904,0.01789005075968572,-0.022682956238121756
FGF11,-0.020134599431438017,-0.07551512498971556,-0.03337588358694163,0.025930781605087497,-0.017038153602154764,-0.0054335452999747106,-0.08066162771384928,-0.040744513970980126,-0.04425693321983974,0.10174282223699468,-0.0542011351361125,-0.04070106397620012,0.019737471931144775,0.006970844676339295,0.006039766517631058,0.033582110823728244,-0.0503113495441161
CD59,0.1126596266040458,0.10276704733962419,0.013126987135778754,0.001366678049155767,0.010406533931293658,-0.05929824955427324,0.10792213985829473,0.17796549075885293,0.12302777971403865,0.1375577437352736,-0.052865781011985566,0.017294694477988273,0.03472109645848487,-0.04435155527207968,0.039317985610135976,0.043083422459993456,0.042529208693418676
COL9A2,-0.024392225623927528,0.021111053115578662,-0.04859561927999504,-0.05128430425776493,-0.01494332335500028,-0.04893692609436535,-0.031165459012649603,0.02420742340226948,0.11697449313769936,0.03725733051804463,0.11322186951328385,0.09030693751481428,-0.03216407386044753,0.012349733957642021,0.010157678845290634,0.08904384739541546,-0.02881081666607966
DLL3,-0.06607484696806677,0.01520989451004097,-0.05045958635852741,0.006208956007798115,-0.01890956115534157,0.10562094453919142,-0.01268976067112056,-0.09408302684215278,0.024059824646183576,-0.04774608502504634,0.1807789461854877,0.14924248607208435,-0.004340577280946675,0.03418869028318486,-0.011385179201631382,0.026830793398914702,-0.06349897934402882
FGF5,,,,0.05254039812549309,,0.010343302857762538,,,,,,,,,0.04319436639552848,0.032846998644653666,
LIN7C,-0.01806198109101146,0.03552477108987981,-0.005303156022624755,0.03316107801073431,-0.002487949509020835,0.08056900552073681,0.019272928561439532,-0.0332141119720395,-0.12128881701944297,0.07609307355098177,0.07342055743542943,0.01966473682171886,0.050924681924417,0.008074380613388422,0.04578507771996828,-0.002701361511908805,0.011527595548767809
GDF7,0.07826100925863556,,-0.04730299502695093,0.021390894008471193,0.04065168319572118,0.16943072915425314,,,,-0.041177821655769685,,-0.026243575236231026,-0.04395470421129364,0.05334455230008304,0.0568323113602679,0.034695398154129,
PSPN,0.02909420039878989,-0.013945197337974643,0.04355780481624625,0.013368676384262371,0.05113299653253481,0.042202233430699315,0.08609233624739135,0.027331688639368502,0.2064969550728118,0.025565147581846654,0.05113112798333307,0.010158972779083906,0.0219747436643551,-0.014919065905007177,0.07733375549283598,0.030277943953753633,0.15886747273425317
ANGPT1,0.049008395870920665,-0.015383972193131777,-0.011087368537245477,0.004218301077823982,0.034153923798203104,-0.0670889089023674,-0.029474101340549147,0.09551908746747968,0.045379907692504155,0.08737392042964182,-0.040539738654484334,0.049390668011922406,0.016964662308801802,0.054852968092949594,0.061495021537391566,0.08908050649298992,-0.026043469207019082
PNOC,0.009838419946218414,0.10043228267972344,0.07085647614532968,0.043901758193505176,0.009504001266597895,0.18397374099244188,0.058778220928684954,,,,,-0.027907533343633436,,-0.043578340559543245,0.059522907797125435,0.04590747957754793,0.18566111523436438
L1CAM,-0.05294160530888544,-0.0010097855475815324,0.06892730262119477,-0.020165402059660893,0.11580521246320645,0.20025941773142955,0.24983007582831393,0.05248525216668861,-0.0001560580044622964,0.06301754916948683,-0.048406012738940844,-0.09688597707047096,0.006415836200307715,0.09128366793742444,0.018186102756829293,0.08715657276996097,0.05952729544566764
APOA1,0.021471371967779523,0.031558472255629924,-0.021673651270636952,-0.004095764599921669,0.0512805389394941,-0.03566476292620037,-0.05753694415240591,0.015889949621226866,-0.02807342442632613,0.00011089592002253473,0.04446952019692518,0.029966644663575782,-0.03710817946783463,0.018708129780729867,0.07013223640068066,0.04567211013414225,-0.028591543714506833
PSEN1,0.030461217965966486,0.05088413218195941,-0.005662064101205124,-0.01766668193635221,-0.015648424033936292,-0.08309891722805614,-0.10159287947507689,-0.023852173359428738,0.013426780267138515,-0.025525311878337585,-0.019402150074662814,0.04713537377873048,-0.0003995196518223528,0.018474931653648687,-0.0167411559762768,0.026281316312048,-0.049920423257126596
CALM2,-0.004110051974073956,0.07052212628312438,0.1582797488697592,-0.01999507828464414,0.07721296153471442,0.24939933919320673,0.19586689026510037,-0.03143848535501632,0.07272391575877288,0.014717407230518124,0.05201881121701375,0.07413400879674074,-0.05396554365938898,0.09304853719499206,0.0052267347925620275,0.034740979261780866,0.04220184056394214
CLEC2B,0.03373355151211377,-0.017652500784253327,0.05685033321435158,0.02442980306607739,0.043329169555078734,-0.031125162351165504,-0.0264721874049214,0.05701551212275336,0.01785103093241923,0.043455954033009975,-0.01424784872832031,0.004271107055382302,0.05731612495086874,-0.02988564704381444,0.10965651306860358,-0.008610237221603081,-0.053550740665150434
NTNG1,0.02431055941001449,-0.002299198354728895,-0.010253153218190321,-0.0333857233001737,0.02666705536972775,0.09116460382662636,0.20910120238315316,-0.019880132733636726,-0.07014714892327888,0.013594315019193972,0.0922842879284654,0.1027143382200553,0.05061197165372781,0.02858940496992122,0.022767240510835996,0.05932249874230384,-0.005227945354244695
LRIG1,-0.00035401511610611783,-0.09466808608785014,-0.045213195471921694,-0.01991812172042284,-0.005883673836407304,-0.06006119181203925,-0.08794215479725864,-0.06167170726713114,0.14988775675926921,0.01957364459904379,0.1591137531753952,0.09363148786632192,0.03452184039415215,0.04580721094260934,-0.013894420259466866,0.033547248859629474,-0.04741842140236722
CPAMD8,-0.006920676845766448,0.08729562327932906,-0.041379542511601766,-0.015156104814037879,-0.03680336170062968,-0.03263739693268897,0.10951382970942272,-0.04191024109245107,,0.05018934627340494,,-0.029482537333166865,-0.012804115111680208,,0.14393441068820384,-0.028721497705732412,-0.06506736663616103
GHRL,0.009175708684910935,-0.02418225718488843,0.050094898899901874,0.01494615684554164,-0.011804110032396514,-0.03229573112164259,0.0773989259504181,-0.043708515958872596,-0.04562096954937832,0.04882696086879168,,,-0.001712068573291739,0.007198824255491377,0.03546944069420424,0.017940411592213597,
NPY,0.09449116153738854,-0.012255963759301656,0.02655156355559041,0.06673276901011213,-0.0348615850866332,0.023248702332885136,-0.019122413922162386,-0.04894208588142027,-0.024963481249153516,-0.036654390632146025,-0.10563627130109966,-0.03833240061432845,-0.038375258723654465,0.059848775851550504,0.0902095065399038,-0.03288426455467883,-0.09059570000488
MMP2,0.10860240783711515,0.08008358888989774,0.0351546798553903,0.04097733004963375,-0.029365403127608207,-0.050010366801382725,-0.14286306994488193,0.013886654887892197,0.1725826722060013,0.05086790568073134,0.06705260165434353,0.05363282276352634,0.046351500186568695,0.012990944828447057,0.12670754352530825,0.0683530221868639,-0.023911592551314458
PPY,0.006913463030042207,,,,,,,,,,-0.07271527027022737,-0.03397305248660235,,0.10119608578303055,-0.005370128792217871,-0.041326872122212914,
ALKAL2,0.009629979645135477,,-0.02896526523741669,-0.017184502037006257,-0.018292876750403624,0.01884499797999241,-0.061081386925952545,-0.06699562983539968,-0.03470496987735302,-0.022077699794541616,-0.002235946802826167,0.0015700369997462113,-0.04745425462763255,0.07657456821811907,-0.03805285618251657,0.0552965171049094,0.12816571035964477
CSF1,0.06814093593611839,-0.061799157199017254,-0.04528187841393917,-0.053912809763102434,-0.02040563805899772,-0.043034596745296805,-0.07142973012855874,0.0202693620839032,-0.11964322301779591,0.04527195273580558,-0.03952804968828161,-0.06256072320296972,0.02800170139879327,-0.10967065990410403,0.03561087778938831,0.08455770142211327,-0.07675804827960651
SEMA4C,0.1308419882127338,0.04748458858236482,-0.014430750256862574,0.02459511627964768,0.014755442553466842,0.0027004112222939356,-0.06450422116450852,-0.0019027815520349077,0.07358461890279226,0.058610469847161936,0.04210330591913293,0.05275642760877546,-0.027507081397534786,-0.0005486673905880057,0.0925765433271662,0.12143872998069712,0.05458728215143442
BMP8A,,,,,,,,,,,,,,,0.033658822415750286,,
ICAM2,0.09552822950034345,0.028553346150369596,-0.0337367586937023,0.029270252942324104,-0.020507613024709326,0.032699788610568055,0.06773076103879068,0.12475589378086373,0.1234129308944722,0.06847960654872559,0.011707313717727472,0.13115504079190127,0.03174054866222879,0.023734050117441924,0.11087697967644222,0.1338045684981637,0.007123181406622227
SYTL3,0.009861556222536485,-0.03880272195685472,0.028142923188523426,-0.027598995168978752,-0.034534504135700785,0.003022546266147844,0.02817600801509924,-0.013720627869557248,-0.04758310228954792,-0.028855449352942045,0.01952388417995393,-0.03086369480978855,0.005183517476170257,0.04865516286406094,0.0047406650222505085,-0.0035087766015944348,
IL1A,-0.013095740159010143,-0.03716516922816181,-0.02024658327346299,0.0786418968614053,-0.02435392999366544,-0.07142812433831704,-0.03574489789475054,0.0571186666150235,-0.03740233395632756,0.0907495563473148,0.06322187739401251,-0.025457165681956176,0.012326760488699203,0.11744740999076343,0.0405149221911603,0.011680071434265117,-0.05501825615909139
HLA-G,-0.03483835946710033,,-0.025549028559940883,,,,,,-0.049465894131770376,,-0.037020647358978344,-0.028327557878839584,,-0.028859725332189903,,,
PGF,0.1331705270758551,0.0013102116395939218,-0.001746867653155574,0.03981305762164693,-0.02381448385383574,0.006642957126722476,-0.10276321048786036,0.13102873555048075,0.03536887425058175,0.19428779995578319,0.11301821389057974,0.11275790041353927,0.06338231653774959,-0.010140280000076524,0.09029458821611412,0.09572426638810104,0.044621325864852145
LGALS8,0.03724752797688174,0.047908651364166756,-0.02288430383286034,0.014039447678015248,0.012430373664012477,0.06831569403263801,0.025985270675755623,0.055913977406492385,-0.05141856149169115,0.05191355317020901,-0.006425381571459251,0.05921107387570927,0.01972053409646855,0.1025944507255145,-0.006516226383552751,-0.013849124941694515,0.1240901136504294
DKK3,0.024523361446331177,0.06710556233211759,0.0867450513712771,0.02340524350628055,0.1076237800285794,0.22386740769933253,0.160279102101782,0.08066201134940897,0.09728730378789052,0.07384700048576985,0.05548670154777736,0.0745944575197807,0.10130709804460111,0.05672831347283389,0.08190169245721468,0.05793002378571713,0.09483284275903502
COL16A1,0.05688573495979484,-0.04182900777033892,-0.03657560507301922,0.0010347330336253687,0.002379524760742356,0.006164770943625071,-0.12544381144911548,0.08190133993110758,0.11262572400077751,0.02721152246965685,0.017899133006552062,0.05191764735492617,0.050145525968496675,-0.03091886889409429,0.038737673693512185,0.10319528408523819,0.0554356828210806
TPH1,-0.025580203626333873,-0.014016527308236805,0.00023888027415214523,0.06644083212297065,,,-0.022381619924744415,,0.04212501270195876,,-0.051342860978421924,-0.005870218550578316,-0.052191991763175904,-0.03247230116071486,0.041199278071402334,0.04081249793598904,-0.027342926055052175
TNC,0.041644727878124566,-0.03728916171572385,-0.08554599803694675,-0.0023929445693730597,0.02804063247230812,-0.17067342977824682,-0.18550109324543015,0.03607911387496704,-0.11610569605994565,0.10585564180806327,-0.14327008478613126,-0.07033298118483751,0.024283816237244273,-0.01808090575310598,0.004563792900976007,-0.0362407236172738,-0.17494422899943338
TNFSF9,0.016124782036633485,0.00035476958636860217,-0.039911752009739655,0.04847776746073008,0.058210195046616134,0.05057701548845471,0.08526581130151321,,,0.07888360506232495,-0.014152561180322248,0.09776986849120174,0.07033832310631496,0.08804659172828128,-0.006802177776913523,0.09223294445613232,-0.019328535795776407
C4A,,,,,,0.026747811091194004,-0.01967429414477993,,-0.01795591001176314,,-0.027284505926061724,,-0.03664563293757979,0.014418964496802758,-0.023254875279933893,,
CNTN2,0.01879474106979456,0.02516793187326276,-0.011403809536134055,-0.056770725433719645,-0.01265079786120748,-0.17974235835935093,0.02398851803988102,-0.020907832417629776,-0.019267739334148992,-0.07182599065334296,0.12587239132350275,0.11342419152648214,-0.05795202805352723,0.056181084187288774,0.13730235072662772,0.06756859701433908,-0.11968264018281136
F7,-0.024955416530409582,,0.025928013410215816,0.08792920788565466,,,,,,,0.04699670755478138,,,-0.0012503394493048035,,-0.036237085288938035,
LUM,0.12548163102988646,0.046276849951545955,-0.006761819498849785,0.05180173733678008,0.022759305007608973,-0.04697951873271678,-0.044800356408912584,0.1821656449673962,0.06649201330345333,0.06101370126238703,-0.006743277068939028,0.11321679778628851,0.0805137102880338,-0.002257271456014105,0.054205882170977035,0.07459270365481234,
BTC,0.04168950368433145,0.03627174320341266,,,-0.025585406441378994,-0.013637497179500477,,,,,0.009557736687784488,-0.035837573687011196,0.03173078488797053,0.09620583580088657,0.006011413839922574,0.009386757240550502,
APOC1,-0.03610167616077184,0.1045029045496893,-0.11459160260259305,0.029745258622456108,-0.06397689315412941,-0.23469789290750484,-0.13346798095375806,0.004273617106444427,-0.0633766304696045,0.12587991963731965,0.08778605940000407,0.047729085217902395,0.006137540388869704,0.07719710882995974,0.00774961644399416,-0.03829835960169952,-0.08814919677047614
PKM,0.008078236346442464,-0.08441344517159603,0.043962210010359166,0.003005012485772537,0.10809857021319882,0.19036655548599055,-0.07827355999028948,-0.04545742435482189,-0.12380814921822599,0.014894068525763414,-0.14334605924173097,-0.14836174001484703,0.05268319759110173,-0.039863759810762366,-0.048362648415257045,-0.09215291748196874,0.04306139987855321
TNF,-0.033502675787947335,-0.006412186477413961,0.05568902782087673,-0.004971091626970743,-0.0009689035085477704,0.004619128788176615,-0.046735337675854416,0.09518423700832236,-0.032410864025203094,0.04659202335140702,-0.005914625819035715,-0.030613732437548023,,,0.06257465761525971,0.07998119132364599,0.01737369183026317
GNAS,-0.025573480001945988,0.05707988400697755,0.09176006804565832,0.053964653080456323,0.1286571997197365,0.23432294570230658,-0.12902344862388104,0.0177436156260905,-0.0030724527350746876,-0.003694232353932933,-0.03714745538954448,-0.027738909357516838,0.007747398507103695,0.08461160164019668,0.02902392892254754,0.05998760078220355,0.06312374135146707
BMP8B,-0.006712557367737249,-0.01921084548365954,-0.06496220831636325,0.032830313623682876,-0.02368877035623625,-0.09279613818503196,0.00029876292808217594,0.08234861703323768,-0.05109779343347558,0.05546857868338293,0.03766724355442987,0.031889877668704235,0.03665984127722781,-0.00862970633110032,0.05499997948484192,0.06079070937203376,-0.07235628798106498
LIPH,-0.02558019732868774,,,,,,,,-0.04946592266237101,,0.04727073977380491,0.025291502738411936,,0.026739905602013305,-0.009696400054153839,-0.0011721520189924564,
CCL28,-0.03598172953687984,,-0.028127024511349925,,-0.02801881326993761,-0.017769796696974958,-0.017749596861186396,,-0.04498799950992691,,,,-0.025330870491138247,,0.07522668309149404,0.10984256487317447,
PTPN11,-0.01216842268920516,0.051486443309549754,0.0560557979056317,0.015014175762116446,0.03900015455980073,-0.052424748003892255,-0.006844306398803451,0.033866959567325564,-0.06390362081758345,-0.08072996971301202,0.002423819412872915,-0.06780444307031751,-0.08379040429933372,0.00506735831492185,-0.004195676191334629,-0.036823792606146585,-0.022274747405241685
ADAM12,0.09357265061754069,0.148298851053231,-0.00043688663549448477,0.03786795201555295,0.01723333904518407,0.043823495183612546,-0.0666730797823929,-0.026376069436055385,0.011116616209850723,0.10913945992102886,-0.038031571842961465,0.07361183382438619,0.05117958986813686,-0.11166776806220226,0.037091556855567025,0.07943331280890312,
EPO,-0.024074208455039874,-0.015040445207923572,,,,,-0.022381623211561102,,,-0.03699289309430003,-0.026615700623260442,-0.03544834951026543,,-0.0030688154780753275,-0.026608952274255946,,
EDN3,-0.013452726546575484,0.05568456784288414,-0.03372424911823904,-0.0268544634472386,-0.024441901464016414,-0.00801429671144516,0.09938928561699287,,,-0.02834737628592556,0.030913447165500815,-0.05763605738372318,0.0247232334986307,0.04296164679026145,0.1174715396853592,0.07779321143477669,0.16474813320375295
CCL22,,,,,,,,,,,-0.030123240551696098,0.13830974362174273,-0.03144333744913146,0.013420113331085053,-0.0002626069201386049,,
CCL2,0.06722927060612023,-0.055942002762268704,-0.05052464279442001,-0.026466053528715165,-0.030105408691235278,-0.16187280848478475,-0.10330408571530575,0.04006999596097207,-0.19062555876497705,0.17386345433309927,-0.01766767798862756,0.003969549054964226,0.03787903627965105,-0.07059529939216962,-0.012166642757354665,-0.05671492134637957,-0.12060299840160671
DSCAM,-0.013989793240102629,-0.03374662876402783,-0.038968623702989404,-0.006545607003993193,0.06897442290742449,0.13547737639916702,-0.08658598966816287,0.017992024828796714,-0.028733874411609944,-0.03103713289685581,0.103089064263343,0.10369863400701344,-0.02174507933864275,0.00019157346134581014,0.010335893146136522,0.12583983316829497,0.09406342982564628
GPHA2,-0.028510429719873342,,,,,,,,,,,,,,,,
ANG,-0.02041936993588331,0.0041789690203556445,0.0006908881999425733,0.005202379047765768,-0.018819499273958453,-0.024934726991141895,-0.06493956754123002,-0.021145760484386145,-0.015754228232122622,0.030793267257134726,-0.019340024023111472,0.030379109075900867,0.0025634058182808896,-0.028676637998752787,-0.016620697535521877,-0.00890856310245573,
FBLN2,-0.005829688461260646,0.03565660074244293,-0.006661122948183078,-0.03436678919135153,0.03731967650446165,-0.010328450823666768,0.029838384210579265,0.035323724869479683,-0.05670724149030993,-0.023046501312189792,0.02384559816039992,0.051881899203101926,0.056386576560365095,0.014190974686968469,0.022517351241399797,0.06402912345144701,-0.02797353631332832
VTN,0.010372339684635704,-0.015163968810214012,-0.027072749733420148,0.1402043504919349,-0.02147961796621985,,-0.01859778137011764,0.028818544420898033,-0.04294814280034662,,-0.030423567213718746,-0.024926564760101536,,-0.054885745935193055,-0.043394759669719514,0.06609274429172649,
VEGFA,-0.030380319667489122,-0.08792470689644598,-0.036616053380021316,-0.017113375801848844,0.03864361992978573,0.027866896666078767,-0.1772196823882353,-0.0650744372069378,-0.12000166574205094,-0.03781424324614658,-0.1520752618803763,-0.16528386760644737,-0.00382542837690393,-0.07894418124815387,-0.09068369197619536,-0.1112374553695602,-0.033926717255334034
F10,,-0.014148239509980587,-0.006499872611156748,0.06886190280617194,0.020292945928666362,0.009980411998741293,,0.11892349147711125,,,,-0.022462443173647526,-0.027204408457480827,0.048590237322237995,0.0551276699151021,0.0135890752525451,
SERPINA1,0.10202384672184897,0.01935793344887239,-0.05058341742884417,0.009298764543516877,0.0010072946007192063,-0.14170654275480826,-0.07229143340886979,0.0429670834612275,-0.058755858601835104,0.05375793803106314,-0.10483345958682891,-0.02312894684811667,-0.003326032439066789,-0.028300986894468857,0.030556219190082973,-0.043906606559215834,0.024064365341787183
VWF,0.15508555154899475,0.04816182325548026,-0.001413025911029503,-0.009405782851936413,-0.03384917861687705,0.00574587305888704,-0.004977757760241233,0.2122753432463334,0.08820608358216227,0.0965229165831328,0.06873870672770938,0.12291145403794936,0.07011346081992283,0.01733914093337148,0.06153275446014825,0.09166022777507528,-0.07144041395791893
GDNF,0.019571173316617393,,-0.007505664935559345,,,,-0.022381621468552073,,,-0.009603631541048718,0.03528633456690644,0.017985540254436595,,0.003980907101516169,,,-0.009247289157395923
VASP,0.10467217312475241,0.005445141230507087,0.003495926954635218,0.057338910864361055,0.0037412788165203676,-0.0425298920357484,-0.07087428166875823,0.10936287502140728,0.05847784443668837,0.07110269002772888,-0.061082895239571264,0.024219690125795595,0.05028113529987263,0.020473161999758613,0.0733212807534697,-0.03706859572015502,0.06208052203165296
ADAM15,0.0827087792389107,-0.038804744875744916,-0.011961318763787252,-0.03534376329857727,-0.013479341189107095,-0.06223008070324847,-0.055614872103817256,-0.024555132420680307,0.010470836342963655,0.08018264459510965,-0.030499678656155646,0.010411940967239902,0.015321316521174922,0.05249184841118623,0.05780579873289569,0.045785142029500486,-0.027160346969357364
WNT2,-0.03622791797084501,-0.012185041002579907,0.03747270681977166,-0.006534319666325583,-0.014155447672519658,-0.0024272986413103126,0.09375495492661667,,0.031755895464830985,,0.009438918503634075,-0.03640723059810049,,0.0448580184647858,0.01705465357208862,0.05564664784239669,
CALCB,,-0.018316510439418787,-0.02744112804070443,0.02978039633935572,,0.06572650371959317,,,,,-0.028893406042303605,0.022926918776443643,,-0.006313868534037197,,-0.0039036655673760708,
OLFM2,0.009362214209391408,0.02607117778630981,-0.013916450950596874,-0.009636381359800454,-0.027789760798951114,0.10239950029038614,0.07983485985286923,0.008743068701694836,0.09256837409104476,0.06656383897747975,0.09023166255299729,0.07050059914117035,0.00132663739244409,0.031509137278287025,-0.020760192122801172,0.13310642482203752,0.050118759921897835
