,UKF248,UKF251,UKF255,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.0053860361428771765,0.009585465610818389,,0.10344250763340726,,,,,,0.05091365885041704,0.0020190402350234588,0.0005389843780555754,0.0009884688130688062,0.04360363584971634,-0.02275894909873587,-0.00999418429659986,,
PDAP1,0.006153366009348663,0.046599736909033934,0.053968971415712434,0.015351022069284756,0.021193888334167417,0.009849442728118262,0.01735863701372136,0.13191654842524284,-0.033284242091259054,0.01618809379254518,0.025054283069275714,-0.03969472903375723,-0.0775899627037771,-0.02316513694670238,-0.00548800553748772,0.023301631781545463,-0.014011824077318389,0.04777152282744007
QDPR,-0.0042901792881751355,-0.011021395925398574,0.10060272129220678,-0.032964443055494265,0.03416152170043701,0.019947279918308577,0.004273202058180377,0.15690197088825258,0.037643941705135436,0.06227741274349192,-0.12231390318882918,0.06484651673460816,0.09925096834082406,0.0008844256611361414,0.06512199779737302,0.03961619649660977,-0.014537305193886428,0.13127593226078219
POMC,0.007499821286678723,0.03856153094915326,,0.0979115125345789,-0.0001702226644982198,-0.055614493740337605,0.04504538264159533,0.06659207518244017,0.08633694020557532,0.14208202321446453,-0.051140476323263455,-0.010750995684711518,-0.013362266401547645,0.09901079026012796,0.00317265519879631,-0.017582563677920226,0.030860591357644317,0.0013784374747038653
CCL18,-0.03735963157957069,,,,,,-0.015171770382748782,0.15843249537956697,,,-0.04410176084191391,0.008655862409466978,-0.007061273677058969,,-0.06829065718975964,,,
CCL17,,,,,,0.012765811044399554,,,-0.019978613924795285,,,-0.026284159838986458,-0.041316373560546356,0.07460299666117681,,0.05469333811801647,,
VEGFD,-0.027433432127374906,0.024452176793683125,,0.01962508492407772,,0.04975127368757642,0.1635569766093323,0.019433961423471726,0.0111621081009987,-0.014568387032576237,,,0.027254221704400346,0.0092253868148188,,,,
TNFSF13,-0.015373193251820901,,,,-0.03666715820447644,,,,,,,0.04975797297882656,0.012608569097176376,0.045135791323470426,0.033734850685398825,-0.00022927452526955448,0.019068429809738087,
WNT5A,-0.009602385942461057,0.08569002581087501,-0.00016574461355320879,0.0756686064455205,-0.009534383432299993,-0.038586189732769755,-0.003541435258856246,0.06614720907557091,-0.0075067893595902714,-0.015040341538245733,0.09666494763980495,0.006238100994383344,-0.03657969118586971,0.028971864152256485,0.03468486883367442,-0.008479222828316558,-0.0047173234671337326,0.04896704907366789
CXCL8,-0.036364898977718725,-0.018111846806754078,-0.04490298164782061,-0.0810431475813229,0.009851024947589122,-0.01922679056386136,0.02370405489247668,-0.12900977809804495,-0.011751717487049583,0.04529845316539725,-0.06008632507493277,-0.1470402724483582,-0.1577048076225617,0.03669589692227947,-0.08250540865464402,0.026948410501547435,-0.053210901723164714,-0.011630708786374093
GRN,-0.053597991618298174,0.003127183925312467,0.006853414293302121,-0.0028201722137850536,-0.026034505429846228,0.025635735041865476,-0.034174057326089115,0.06510749421321978,0.016341892116128364,0.10252923694692039,0.004860279025486407,0.00023604590669677592,-0.08580244061229439,-0.006102559015338105,0.013223164533072118,-0.005132992487092371,0.005776915072943941,0.03179279430256218
MIA,-0.027581078215431702,-0.015751239950282245,-0.04760774283925281,-0.007179433821744264,0.04968504285057446,0.0010389802458649214,,-0.006272853018048916,-0.0063935671432777405,0.02862794726543145,0.0399942025248551,0.15698099202487711,0.06914446011770878,0.017412386899035286,0.023212789981369962,0.027487879913569786,0.04898426491275315,
COL4A4,0.011348180808127072,0.0343781788192903,-0.03622686153964762,0.08435402830474062,0.0402429700094511,0.048974630369230596,,,0.04576811969430574,0.15175190387352078,-0.0049452922165827695,0.03393487834150502,0.02522322892102757,-0.039615192927591705,0.02313865581149184,0.013607229840418622,0.05809970429144403,
TAC1,0.04295560937884757,0.05197491318949528,-0.030133230456699682,-0.04473347337750201,0.06885753942149168,-0.01501104087519514,-0.008592702933433111,,0.05222572291009267,,,,,,-0.039265670821462435,0.015589343703944715,0.0036322497714988563,0.0029659318941739946
RARRES2,-0.011894605619918732,0.047356780148289625,-0.02910376659604827,0.026343381532970816,-0.047116930812504496,-0.01574903113905278,0.016540533026015578,-0.13933261365388178,-0.02146030734128366,-0.0047860261527335685,0.09683511892925666,-0.13735826280917093,-0.06543793731313276,0.02540267683600397,0.018148379972435517,0.05125010696654498,0.025288332395446325,0.13221312488832718
FGF7,,0.07536618186112465,0.0342241139643857,0.027054880535177562,0.010888687701609731,-0.022832078002968062,0.03479793370530539,0.055674453196114956,0.01181989175335988,-0.005484534510996182,0.08875723822216103,0.05220169740803314,0.007019760755430212,-0.02970902253194901,0.020448828295837464,0.10275190778356556,0.03980697288071107,0.050719009038513806
EFNA2,,,,,,,,,,,,,0.03763409784039876,,,,,
HBEGF,0.012023127628990455,-0.008858002528559955,-0.06920235381793337,-0.001623258813963299,0.0018522601156536992,0.050595813573913996,-0.04440419749446906,0.12386987921318023,0.05154674119136091,0.0720285066657721,0.03319948494584221,-0.01374110704197714,-0.034610002521784,-0.03769621283947372,-0.041747161288519706,-0.026045644296158296,-0.0129420925032314,-0.07406168012993587
CSF3,,,-0.02535742600173168,-0.0419206543284955,,,,-0.03213493994010933,,,,-0.05880009461591847,-0.10955554838339245,,-0.032628062375121746,-0.03540532138379602,0.02146583549202619,
PI3,-0.020074432796229263,,-0.009618727118763474,-0.09397681524034492,,,,,,,,-0.18157761650146473,-0.2013192272242606,0.07178791460593445,-0.011287392331973109,-0.07692400110206275,-0.06498957604158637,
PCSK1N,0.012520060148347511,-0.026615233128054323,0.06453224652081319,-0.019618016426793075,0.036509032975583715,-0.014324447295780479,0.059911247381100874,0.03533659052459135,0.10948183086736575,0.030560425503944912,0.004140469742694215,-0.055117084794279306,0.1099323539901197,0.044854658244301744,0.041850131431830875,0.1136204228729896,-0.06857954018988825,-0.0767533234134841
NTS,,,,-0.046333105141759486,0.060165672979878924,0.027058803648909793,0.004926953072496087,,,,,-0.04490551106684328,0.04738043485855884,,0.08286485206155146,0.015495322368252082,,
SFRP1,0.00010088644847816885,-0.0156655737787051,,-0.008237422968957575,0.04065608460602062,-0.02814726978373567,-0.0055771584502339175,0.07678578926220386,0.01427350198139734,0.014475884941610496,0.042922032395191656,-0.019452568526619373,0.07275143939745059,-0.00880380319107787,0.053547623541539836,-0.016388862426204256,0.01028865432873058,0.012814476633555913
CXCL13,,0.02307069813169432,0.03739243664818048,0.018096637357120637,,,,0.06316468941546304,,,,0.007448631244918512,-0.06989085527662525,,0.02183961573398232,,0.02633749576085685,
MICA,0.0381826427006536,0.015496164012955947,-0.0593549236440261,-0.04247872663835743,0.0037809534713817406,0.013829647801832878,0.07229779772937799,-0.01104398896702027,-0.06316099374935463,0.036060416931828855,0.06473651154120487,0.05753288121536446,-0.08766776493906069,-0.0008107456005028365,-0.0042637299410424835,0.01100893629519705,0.09621340543392418,0.02813266987221279
TG,-0.005004991513830348,0.08241709479650754,,0.059475699143827235,-0.031141761139050095,-0.020370056704417824,,0.008545893186201775,-0.030010697156180273,0.007980968562531629,0.09107542629405078,0.05290905627138804,-0.020309551733210782,,-0.026853396716482646,-0.03603464396063104,-0.0013033714189112904,
ADA,0.02164529102600293,-0.0007795414774046073,-0.009870742149289192,-0.006515347994956941,-0.016146347792164596,-0.006132896699977203,-0.011402535087200896,0.17464327858255813,0.008540441954201793,-0.029895186004021475,0.11526709630459848,0.05121878266719717,0.018877796441383432,-0.04038130107667622,0.0626459017805594,0.0726939580238147,0.07260867365625183,-0.04159273455073311
LAMC3,-0.05898168851556934,-0.016283518585261485,0.07822496660794528,0.010015694190914545,0.000608316757692932,0.006172818251988695,0.07726968114983944,0.14002835894610732,0.05563197000580119,-0.06573013196385705,0.07514245252875389,0.10652930009139161,0.033701203041318975,-0.00957757707528113,-0.00030594069227598343,0.007601790079495427,0.07546646118022339,0.005315899283154744
CCL7,-0.023763881742792394,,,-0.007331452294756941,,,,,,,,-0.039393897083452714,,,,0.006838356345083446,-0.016075878198309787,
NGF,0.027686722885086987,,,-0.04331696830110842,0.027887377612709655,,-0.020667621951316818,0.10177061899602184,,0.016198843768931968,-0.04257828661922241,0.11672274259437788,0.07744780228030795,,0.08286977369700375,-0.013639560144515117,0.01890227475565603,
TNFSF15,,,,0.045723127746878076,-0.003671735475477165,,,-0.00266883714949215,,-0.06476669471950926,0.10491690727687701,-0.03840462610324293,,,-0.020261466580234602,-0.00362462591618444,0.029702620282680826,
HMGB1,-0.03612331207497003,0.04355963306359809,-0.00223837973272404,0.11763513726771666,-0.0031703147337605025,0.05914501374488573,-0.04251769376841493,0.20187551383577831,-0.07888169175543003,0.0051295143130631665,-0.13044043751677925,-0.05332032220041431,-0.08655718776451272,-0.041853953973525516,-0.07245440132730824,-0.09812734115874198,-0.06243324621123052,-0.0018718231570097334
ITGB3BP,0.023726089503663863,-0.01459393948965647,0.050537304855990825,0.04076850922145228,0.0026995238952886255,-0.005714091452567653,0.06764854717789331,0.0832702684664929,-0.033448433307762745,-0.01010546626529415,0.09742414839509773,0.030046725813597824,-0.04195765732313931,-0.016311694901194745,-0.001235627807421642,0.0575740843541409,0.04053270465004223,0.011917933536423859
AANAT,0.05714261540246431,,,0.020649979116212646,,-0.023480890652061884,-0.019430604142789833,,-0.026799399605050057,,-0.027911671855152236,-0.034559563318292026,-0.013518655439678942,-0.03181129125626278,,-0.004073301770423166,-0.02416537631099405,
RELN,-0.016524742012250324,0.018646681664017072,-0.028556336104444014,-0.008538856897936412,-0.027497639840702793,-0.006725303148621273,0.05434650044398725,,-0.029669248513839338,-0.014036872508137543,,,,0.10247379254312937,0.005597568099693108,,0.01999966045200258,0.08424943366302659
IL15,0.01195582778235543,0.043169476871894666,,0.0355665369317144,0.001915989105511698,-0.039430039144265565,0.02758532101201772,-0.04133066729038229,-0.02485520448558342,0.08518754803019445,0.0013288297752962245,0.00913776147774678,-0.00156010355809568,-0.039615187907301515,0.057373602676594464,0.060629863790660675,-0.006714446152894361,
UTS2,,,,,,,,,,,,-0.00027482135268240934,,,,,,
BSG,0.030492372346806965,0.028832883147484098,-0.002094208064788475,-0.006252302634377366,0.05663493650835448,0.03359770132982053,0.008326972583343844,-0.10338891882232704,-0.059475969954484405,-0.04939557945473978,0.07904857154731935,-0.08244975064969558,-0.11002742337735544,0.012013277714506408,-0.004600107462676984,0.08199229562355433,0.1071088133042669,0.09013471579345227
ADAMTS3,-0.04486341994711461,0.0016408615448108101,,0.04332461991018973,-0.035321418887787004,-0.020046756499334958,0.0031318841739023814,0.0763022997706869,0.09373044227621005,,-0.05500108825733584,0.03762124188325431,0.04461672638462473,-0.02902472078207306,0.05093526176001584,0.12222951432935483,0.014150445953624899,
CD34,-0.009563517190186256,0.024435355025983648,0.014810516373852951,0.07217317898351966,0.029088153665088292,-0.03058319505573827,-0.06494083472738396,0.08948249413526073,0.026376090671959753,0.03772343974830552,0.07777837605985097,0.08452022001753667,0.04972959108883759,0.05618995847824293,0.020481657222562847,0.003998027095466354,0.05207385715764176,0.10978906562611854
PLAT,-0.04303485413252926,0.0018150539060416634,0.04510409274684675,-0.0380240269567383,0.02028554796548309,-0.016165721936294584,-0.004386929341966818,0.02498220052773192,0.012994101079756216,-0.04308993761824201,0.00011342718920508085,0.053069370652082774,0.05869417817577258,-0.004310450662406746,-0.01476320437967793,0.051681956494927156,0.11168433044857143,-0.005608802087419495
NTF3,,,,,,-0.007120582302117426,,0.003299521581789372,,,,0.06616667531539414,0.1490986158597597,,0.046722923134545624,,,
LTA,,0.04112156565485616,,,,,,,-0.0109925493311266,,,,,,,0.04607771413077637,,
CKLF,-0.03322477393927413,0.005998541588559079,0.014058168343051767,0.07523981632764597,-0.022999991528269235,0.002430253247548737,0.024724766871108205,0.07613379100226128,-0.008645653965678686,0.016102893861021417,-0.01306158192581041,0.09982119709528016,-0.01411115184506518,0.0854410292624639,0.07202893912168774,0.036825609141982324,0.0965421549679249,0.06332114300764671
APELA,,,,,,,,-0.04266583999023399,,,,,,,,,,
CD24,0.030701827613608422,0.000833949353441089,0.027138632645437758,0.10279768491582258,0.02234262500305539,0.018136415452635647,0.051804193306130564,0.19641898725296428,0.02754888319066677,0.04228135827916427,0.04347145750837952,0.043364499645440056,0.09952604834102398,-0.008483003127746348,0.016655805403541873,0.06646927614775479,-0.057609656401904956,0.02080571880835814
HSP90AA1,0.07413948313092193,0.008771014177967697,-0.03544815532314394,-0.03891352846540095,0.052133631099113446,0.015733042742342142,0.033107887689110584,-0.04763253328292564,0.061347756102811846,0.0082692259582604,-0.16945144743894014,-0.20459596463927457,-0.15932533292396056,-0.06894753198248608,-0.034608198948487545,-0.14836192645391888,-0.10860875417864826,0.22157194795511714
BMP4,-0.05883452476900546,-0.023034896112421616,-0.04786363421822504,0.05260701854418177,-0.006674131225662694,0.01865701651669532,-0.03099223523001086,0.029937706758169452,0.010324209007008677,0.08309887435818944,0.056714712364782496,0.055609034062098536,0.03116789407484429,0.05546602365853617,-0.008352681501491842,0.03522656528089107,0.004973256040037188,
SCGB3A1,-0.02376387936643597,,0.11254164063790462,-0.031191063879360485,0.023401435024372252,0.009149174490680766,-0.03420330090701107,0.014001740986438152,0.08243479790130098,-0.033872976226658504,,0.00047897646657408714,-0.04377969442910187,,-0.004554105037994599,0.05961020591782622,0.0926215268141841,
IGFBP4,-0.044054822126632906,-0.007092659031498005,-0.1327003971476489,-0.0030188921102906256,-0.04146789448567512,-0.010583257112136629,-0.04110543921355473,0.13425749636043247,-0.05089119967210077,0.07497801471444274,0.007074627710553844,0.016493729955904826,-0.07556323575657929,0.03989472815171827,-0.02505975659725914,-0.018890378950691174,0.015859077811206927,-0.022225222798810666
RSPO4,,-0.01662211943944349,,-0.001911451852479067,,0.09475463202781063,,,-0.013984464596243144,-0.05370712185965017,,,,,0.012750117593420766,0.04188759762741982,0.026409227268734868,
LEFTY2,-0.023398858658379096,-0.007185657083098245,-0.06249645318183013,0.03981717839559102,0.06641357851435029,0.030808538887219884,-0.020667621951316818,-0.005330479356579662,-0.030683476151199814,,-0.058699545153437796,0.007335044001014841,-0.03127793307707024,-0.046221303777450394,0.0004520130448066049,0.025729899404161944,0.018167003165554387,
PF4,0.03272786063070734,-0.01976623593133546,,,,,,,,,,,-0.024932931100963382,,,-0.03722693999911651,0.041638176197545305,
ANGPTL2,0.04335699871551082,0.06521277438508345,0.06593060467279116,0.02480551032027003,-0.0636266993359011,0.04889183460020197,-0.00346695942014566,0.019352526564370406,-0.07144521397962028,-0.012583421981871856,-0.02394360589944547,0.14803301914172332,0.15916037658427015,-0.029715203288880027,0.035461508213713494,0.021332872489111566,0.019673526379825577,0.07074964369452369
LRIG2,-0.0031462102660671483,0.06118545002624255,0.017172915972462104,0.007687265061200747,0.10857395493170773,0.01912877338790047,0.005798866304932155,0.03897184763510567,-0.02875500547398006,-0.05039081895017039,0.03536819943418316,0.01268153410459863,0.03900224699159284,0.0420396481186588,0.03924629413901193,0.0505939241822107,0.060518355084889085,0.06599273361583773
ICOSLG,-0.017417887063398182,-0.0015217248485869213,0.023534642000581862,0.006184165153800839,0.04254391046961019,0.08809346564072883,-0.018522104632845593,0.026556084396863005,0.01706935845006839,-0.05192810038642895,0.003133481165245727,0.027799424334335087,0.11745344238596084,-0.03548954072338818,0.0325103785754496,0.0323690264687275,-0.00403923121312713,0.03619804593776194
WIF1,0.006070235708085073,,-0.03009070097746737,0.04652163998651467,0.039305016105619484,-0.0372714649945635,0.037981106853525855,,0.1312119580307164,,,,,,-0.026341845330647796,,-0.047172691089820855,0.04131689591467667
NPPC,-0.004501603147609283,,-0.03400494021920921,-0.019943636153303544,-0.008197761395981568,0.013978053427508925,0.0002451586766349296,,-0.026389360356740554,0.07681529649235481,-0.01596089494738263,0.028833039413244964,0.06887876893205651,-0.030179638002320913,0.11643964965367606,,0.026216692227465574,0.06135000897169028
LYZ,0.007281071996125287,-0.027210971470474882,0.020282440382672857,-0.03333233312926701,0.0299215420788789,0.046811262285726137,-0.06573701169826938,0.09511316167612709,0.048508172287882456,0.028709529865532005,0.00840481651004556,0.06791576803487143,-0.043717654253286935,0.038703750359231,-0.030888589983445167,0.06657958647158707,-0.0352825777660533,-0.0484521259622779
EREG,,,-0.034179942901674754,-0.04346470528420888,,,-0.021260943115906247,-0.05437797984928608,,,,-0.057661185025354854,0.01021242006081101,,-0.03529402241894144,-0.019848755344771707,-0.060856098508401624,
SPTAN1,-0.009462776083025388,0.061205464543932595,-0.004618190875092548,0.03369955213342292,0.05429445337720815,-0.01508623872970894,0.006915259386262609,0.07100940433710388,0.08998631262029991,-0.04931301759244929,0.15004247580897193,-0.023504185804036033,0.1569201129218138,-0.007073053359500073,0.0129352891035754,0.026717376703651825,0.030023788036189037,0.044436332277725046
PTH2,,,,,,,,,,,,,,,-0.04506502911738642,,,
LIPC,0.0059201094215799496,0.03709276123623187,,-0.050132084824475544,0.0006260343097683436,,-0.038077961615148724,0.024563447792789943,0.10707281877270403,0.13528059705669773,0.020640095428759917,,,-0.03704398327234498,,-0.008038001241521472,0.06359308924101677,
COL8A1,-0.053245471397292146,-0.04739780265928686,-0.03165920914675319,0.011645785205521935,-0.009853673329137058,-0.02088151563122197,-0.004073642718905185,-0.19047777144006312,-0.019939500423052564,0.02794845511940897,0.020143819879758867,0.049396766132038764,0.03278489432704867,0.0076299147694180005,-0.007267145638897482,-0.01236868446160665,0.042017787456184404,
GSTM2,0.008059686771824077,0.002686708861988049,0.07339697083680018,-0.02842485804571091,0.08310994642724201,0.015469379833429407,0.03321352043214755,0.03694941292371143,-0.030312696628023217,0.08929585104048858,0.004366296835494902,0.13208114407846866,0.1044256932422786,0.04508959849256233,-0.01977152528558721,0.0004766750646332714,0.007848766924272634,
SPX,0.04563010767863236,0.06683463145206273,,-0.005779404775372464,0.0022689590050967243,0.010050062727977873,0.045257806177509775,,0.10481183510417176,,-0.03593086511337601,-0.028245401067911763,-0.03095742085387139,-0.11058298370190112,0.0020380473914051564,0.05470257818196742,0.11925891259985388,0.03500934783293287
MFGE8,-0.06271076525379063,0.0027272618604615145,0.004283137271935492,-0.01448541462592471,-0.047830757098986834,0.021762576658310998,0.01475126613933461,-0.05433856189740335,-0.01662830302921702,0.014678800189711697,0.039567229739029694,-0.015899456899655127,0.00887072443844122,0.024307137722594453,-0.07299129536133321,0.041268935524234364,0.030217899083582096,-0.0012998647261142453
TGFA,0.08115740864327685,0.03608717540676174,0.07019594080725351,0.10183419149837997,0.004429011783012927,-0.0003099352928424946,-0.03231709087909822,0.033344918600221575,-0.03758961104984106,0.0709871328346384,0.04759188458238191,0.043065920550588443,0.04125535843409887,-0.009542941562232142,0.07885044919561897,0.06223397046155156,0.05006673731714157,0.033639154190083474
SLIT2,0.011477091126605478,0.007320736354518739,0.006290531551898957,0.020427908323666234,0.022968253681579946,-0.006022973174748216,0.001636375479523672,0.013458615813428951,0.1146100859723756,0.018317988817231828,-0.03780628726510199,-0.04184193674803599,0.0635999826023473,-0.020489799128659014,0.0635748594393324,0.0818880729546855,-0.06555279184184712,0.08412168810219996
PLTP,-0.004830429242186716,-0.05198643266847775,0.053516922551536,-0.06665879488384698,-0.06161147428834936,-0.03253803661540494,-0.013789078195203868,0.13013063110198803,0.02112499024048364,0.04277606787794489,0.15140044420647636,-0.0036851055171725935,-0.15826932370920277,-0.027760859138867843,0.0012424200061742776,0.01716620595275384,0.041218949198311323,-0.040658272196494025
APOD,0.04445712109655499,0.012943408023031122,0.017076470118233437,0.14325014648280265,-0.006000703233480771,0.042481436185209644,0.05279902474237011,0.07438996278527968,0.02604410933491079,0.0857587853197008,-0.10084328029605016,0.20215887365894047,0.1898298413866861,-0.0009986452165774936,-0.08074551474035335,-0.029591792407780006,-0.012282190305997122,0.09829697412770758
B2M,-0.05889841976184325,-0.025209238899141263,0.049370515444542476,-0.05801102457022806,-0.04297646654211401,0.043901165985327284,-0.05754043671435068,0.09053470990983549,-0.09067439208047347,0.003719445664409521,0.020819531420984277,0.04655124084951719,-0.057721652535918315,0.017691238936052265,0.02190492584789844,-0.06233556684190374,-0.04261476223478011,-0.06733792184918366
OMG,0.05998234195959464,0.08460981615894012,-0.010284564961664248,0.06856187355666495,0.0285144553876701,-0.0007760441945692542,0.03763892209752743,-0.020898957928876676,0.07421714271020664,-0.02205614113731594,-0.06798523092760189,0.14365329695409151,0.16738900837013615,0.08744138089855515,0.023131890921279267,0.12733911726758132,0.03728368904763355,-0.037169811119254804
CXCL3,0.019771966328130202,-0.04063749995747417,0.002201492660741293,-0.04222139117159495,,-0.021188616486729997,-0.029929982059213996,0.1457836629848683,-0.017900250378469394,,,-0.12172125011002707,-0.08588897086782615,-0.02240152662222264,-0.0427295857737371,0.07175382983689191,-0.01528380892044407,
CXCL10,0.013713906672221136,-0.03811065711005726,,-0.015338826867108886,0.03565595518173583,-0.03218705927421981,-0.02049836262493518,0.027879269144911453,-0.004079128309884305,0.08493275228113903,-0.024651190571701197,-0.01950795843535611,-0.03344228857556689,-0.030179634720782143,-0.019739481881279997,0.020895204652275796,0.014067135208701757,
RSPO3,0.032082672898003095,,-0.025357426792658073,-0.06244796099444926,0.033418223789705305,0.050067254504339666,0.08382791570207804,,0.09002491604928657,,,-0.0029113171352762508,0.08064457487896612,,0.0921464670199437,-0.037650610164471125,0.09591170453593634,-0.041660791787054
CORT,-0.04132164239408713,-0.03530124568452527,-0.03365276009453783,-0.02740094758377386,-0.014730409395588423,0.06177828061843296,-0.042060939109808376,,0.07213155024345483,,,0.03715112898813391,-0.01021518191899709,,0.11485111051027974,,,-0.044486977874905874
NCAN,0.01989920345434102,0.00785158953727927,0.039424288753624186,0.02424111577373987,-0.04060906299477455,-0.044542378220644704,-0.019752735874408536,,-0.02278163476785354,-0.08698422015487448,0.04282869501872298,0.16278335873547414,0.24175186456992534,-0.04738797246172441,-0.0025621313589561778,0.06531608147115418,0.12562085982051607,-0.044087824958215886
PRG4,-0.02622476652539832,,-0.028352878925015538,-0.0022601331914074343,,,,,-0.021869724185589672,,,0.04799249995561099,-0.015063233682323037,,-0.05014342924840962,0.05225994557306858,-0.009174107366173806,
ZG16B,-0.012323774463389026,0.004466351609374807,,,,,,0.0021445617212579905,,,0.03847439809899465,,,,,-0.029639638642931326,0.11546256663484157,
TGM2,-0.047725457816013575,-0.01556307361149101,-0.07678344892170329,-0.022394623780854373,0.0008447174660496467,0.04669826131635824,-0.018962494898994407,0.037046353582317566,-0.016976194538980378,0.0456074743541944,0.020471317723476424,-0.0002547061354057885,-0.07217371726259447,0.005197608487686298,-0.01649939906974604,-0.005835495051110171,0.031420954247271156,0.0626787981013508
VEGFC,-0.01532656797582157,0.014189334534630537,0.017348330633057327,-0.030528903707456926,-0.03481897772827308,0.02950577968740462,0.13196058866759927,-0.04540414943150921,0.023094637914108724,0.022950562799926404,0.03882183718977264,0.03094197041798889,-0.04407793081563746,-0.029547982750411976,0.024675721735579585,0.013619300471423198,-0.009677324875474975,
WNT6,0.0010477153383831536,0.007494735508671864,-0.04838200117933787,0.020601220239782676,0.010319371726446203,,,-0.0036215732662108996,0.016555513900806725,,-0.03313636157231905,-0.00399044885183119,-0.022828821043963058,,0.004125665894433929,-0.019357127320773226,0.0017134246235331527,
NRG4,-0.021887369376430474,,-0.019006754480584646,-0.0020412955163887614,0.011980605597878174,-0.041535865791615056,-0.02676501888919558,,0.013507624525429371,-0.01659219975508587,,,,-0.023726603357734917,-0.027261150851489512,0.061210675301794366,-0.08520308469247734,
PMCH,-0.025226371095407332,,,,,,,,,,,0.038506974916923585,-0.036607132205861884,,0.08179371017011837,0.008377527748542597,-0.012807624286607514,
COL9A1,-0.012328129760024445,0.00806062853038072,0.009635325322081462,0.014069605296365436,0.01897558347485593,-0.028250370014939453,-0.020966207504470938,,-0.0072886447107277895,-0.01757795833891333,0.017861618041447,0.12978339287347024,0.1614676258850542,0.057484998765435266,0.006645752352999081,0.08306795391321527,0.12694214086683459,0.05378338516547837
GDF11,-0.021286644584740045,-0.06825953681958948,0.09072570612403821,0.0483442684937346,0.030459285899785284,-0.034854025519306706,0.047519327878004586,0.05352586035837839,-0.06166183865278278,0.037441996305867246,0.006811049785261977,-0.013131172012619242,0.069891905554582,0.026354303122778623,0.05793760983504185,0.08805314780323768,0.055691323265986206,-0.011610825916492169
RAET1E,,,,,,,,,,,,,,,,-0.021215561534705062,,
IL24,,,,,,,,-0.04699537209446934,,,,-0.02985374243279734,-0.02453538819092678,,,,-0.0005550510329660204,
SORBS1,0.02527635868856663,-0.04123279288957215,0.0017046155372340893,0.009448696201487066,-0.0070949059477003655,-0.07113712369028935,0.016628777463406495,0.003161329919479095,-0.02828820981201852,0.08025289535014322,0.07693310635988564,0.06374589771685366,0.0497524549689301,-0.05595566222340612,0.055342373255719196,0.12580954061070443,-0.03427050095026385,-0.024506332016555003
