,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.0766752555056599,0.011714638332872947,-0.03890743050891004,0.05465712585263729,0.030366263380079635,-0.016300953734952345,0.019472843407197373,0.03633155289085831,-0.0086008748066521,-0.023865839147603384,-0.030200365060558156,-0.03461957680533955,0.06702371781298046,0.06564926380929789,0.021352694761901356,0.08211558687960006,0.017497933089457712,-0.011959315110575857,0.023575807932340678,-0.03936566656518874,0.03328109621638764,-0.006179767165406447,0.051400726737227495
CXCL8,-0.05462526704591342,-0.002872407634200622,0.028301322515573678,-0.12980939182110776,-0.015926220692027107,-0.06920737840266664,-0.006240645296038569,-0.014158269637802933,-0.05897678784172764,-0.015625815406720724,-0.013637861742218526,0.0220285777725948,-0.009114498150763506,,0.05611965944459834,-0.01816525597576274,0.02688923150416609,-0.07768260422418745,-0.040235266227589515,-0.010749727443878013,0.028179065676813546,0.008222370312575836,-0.027495575708134348
GRN,0.0008735675182939205,-0.05383472569021673,0.0032354692152809193,0.11699067282507918,0.04487765230167689,-0.07407030696590546,-0.02700865750318342,-0.0472194428894246,0.010794643943981667,-0.04379343259749648,-0.08964992886531727,0.03745286074200099,0.024522313236966707,0.025777859422384405,0.03072791697046362,0.0018726511543108349,0.09934405843506777,0.03786668983338589,-0.04902357189230412,0.022875965746239065,-0.00489862234127361,0.0136241268926296,0.01851639059491267
MIA,0.04354025072497152,0.006048163707336677,0.0614360889731691,0.006888639333370728,-0.03929533162640504,-0.08678932947329543,0.01730431813115915,-0.005425007906710542,-0.03666403649828806,0.011834136637910855,,0.017861944618342306,-0.025844004475717254,-0.01098382581367069,0.1107515471548773,0.0588902078369062,0.04979265906518351,0.11003622533119597,-0.0253003456706895,0.02098716801514525,0.0470583910968705,-0.036731478475869064,
COL4A4,0.08254885365971702,0.028427170731797076,-0.019334867094518603,0.03975867778816005,0.004830535274380947,-0.04247652112873638,0.06480606902911086,0.03242252713531612,0.0020829814580991543,0.04304943475634218,,,0.02872074675747448,,0.02116120747095274,-0.014265612283868878,0.04973528711668185,0.03200020444021059,0.07324754667656573,-0.03064834844794121,-0.03487161909631984,0.04215236437194074,
TAC1,0.1688515557908743,0.06964604141505493,0.021503410402112472,0.10963053247733742,0.0357575445835767,0.1429421812465011,0.023212877071909013,0.07107272167988514,0.009154307818486869,0.004351260267678043,0.09792121694739978,,-0.029324529000232705,,,,,,,0.033402644332516225,-0.04388609029649432,0.03335844127634523,0.16603429684914298
RARRES2,0.005374278457961165,0.0048028276670735144,-0.011174158116840752,-0.025888959968911763,0.06537001470163215,-0.1612947431108287,0.03707168954919326,-0.015955526836360874,0.04809817477103793,-0.03942670006569395,-0.006304449451956543,-0.011566873650972559,0.047738476084905834,0.020656143315282836,-0.013455154794178064,0.06681872285863891,0.040945555183646946,0.0064155922130197,-0.07589192197366289,-0.04447014684077382,0.06480105896861835,-0.007016371237407063,0.0333777111540205
FGF7,0.024145362088891877,,-0.012445137656519755,0.04375933920719278,0.009670645855193678,0.06328197114474865,0.050418191705478274,-0.018574917529367813,-0.01809458940226407,-0.015181270008911476,0.03572724835618187,0.07899673854215636,0.09257857326300482,-0.06223224973753007,0.006000803340827063,0.14158208576152237,-0.047115965306762785,0.06476645305878818,0.08329745128800813,0.018082715681465068,0.018630592247911155,-0.016108495352030586,-0.0193497575652094
EFNA2,,,,,,,,,,,,,,,,,,-0.026463880821388445,,,,,
HBEGF,0.05457893533809241,0.0024596482598847067,0.04243332006142912,-0.021927048227956703,-0.063911288357506,-0.060532127943670924,0.022181823374842462,0.02598364620263476,-0.05466825190840313,-0.021724276011238657,-0.059669739037224445,0.05516810716680013,0.03152589790482868,-0.034071356859735495,0.05145190392367968,-0.01006484139154937,0.006559504551865692,0.031126445119954573,-0.11002993071129433,-0.03001619857808419,-0.041080435667061224,0.009295628040596332,-0.03054177800330549
CSF3,0.027976132084681388,,,-0.04254691497059811,0.0007120526462720068,-0.031339326470684596,,-0.04442725001260689,,,,0.10197147978141409,,,,,0.010637338895804937,-0.03302765734655239,,-0.01293324616672689,-0.010177292556068694,-0.04994180073804346,
PI3,-0.06971355420851952,0.015183851992663889,,-0.042401862126972965,-0.06424495452274284,-0.012752284097215913,,-0.017712296308036373,,,,,,,,,0.031262726142285015,-0.0742773186644364,-0.024078640603708443,0.00926104906499939,-0.06535217880280246,-0.014997271644210141,
PCSK1N,0.07433062794147435,0.002622030872606687,-0.010116325901150079,0.08266022995458035,-0.010969430449856196,0.03073281073756275,-0.004367780745564482,0.041492915831555656,-0.03782247297293357,0.012767486719139211,0.12917241501221177,-0.026699021165889857,-0.014651203178998729,0.07222457641648322,0.04124597685370826,0.06930906873012135,0.01065595009258039,-0.05036143541057178,-0.0006188018971987663,0.018200967304239556,0.09519436701091025,-0.011176696316802648,0.1980820903796996
NTS,,,,,,-0.04850712973822361,0.04885410631234142,-0.03797338955018103,-0.008535379870532529,0.0036179781318108908,-0.026050533171221645,,,,,,-0.017570251211217955,-0.032241216904229375,,0.023471425624878552,0.10771293663621588,,
SFRP1,0.0910347766481026,-0.032190529501753766,0.010893911540431239,,-0.018955813974494938,0.005192692545788153,-0.00489633548629537,0.03908089729020903,-0.005923388605099933,-0.010667361826537667,-0.024214202060561515,-0.023151816553305747,0.006202167142320752,0.07963361492976845,0.12077432538646095,0.06547634802472711,0.02580706684416549,-0.031272052742057514,-0.04244881525185221,-0.05714509929733354,0.023783666460364894,0.025032817208339105,0.00011393377383791651
CXCL13,,,-0.03630471607136983,0.02010925485807888,,-0.004254066704713871,,,,,,0.07485717586727934,,,,,-0.02262711914037299,-0.006505647758168003,,0.006233350351057085,,-0.04050958443896191,
MICA,0.019450034692146897,0.0049549577875137385,-0.05069923838940804,-0.04285321927161274,-0.007789588281968945,0.019216287575604465,0.006797827703824389,0.012718644746819285,-0.04496532072934518,-0.013764287490228662,0.08297993582892138,-0.018523989846305024,0.015637679530666068,-0.012374482563260509,0.0580585929460926,0.11205046385324453,0.09810007703290248,0.08478382228048875,-0.04180894411930437,-0.003378519080317624,0.024069085380335278,0.024024172697660634,0.01988825305823516
TG,0.017276799379039715,0.021190448472056728,-0.03622117729856191,,0.03254463734606573,0.025757054621106723,-0.03093774768040293,0.015517119345159475,0.013530957279184245,0.01882615158300278,,-0.006852007853659303,0.012340660815147213,0.02759242725024729,0.10539055051276984,-0.029228499696746867,-0.0054303448216334775,0.06680370619504337,,-0.0014398365980395297,-0.006524303456899868,0.049984301859645336,
ADA,-0.029770231085748184,0.008593816361292674,0.03942066468103911,0.05027845526637231,-5.9671007853213805e-05,-0.05163117909229514,0.001521940731063172,-0.008221307387553658,-0.0427057454720028,0.027206355015241716,-0.04925574084064355,0.028491219197383285,0.05558155117388278,0.041945073514068246,0.021845791701115426,0.10695064018490173,0.007604855409896638,0.08460226351767869,0.08238173335364642,0.05114268561205354,0.06641708132114045,-0.03025713308166149,0.06906093205054527
LAMC3,0.053040242324750034,0.0039470331967409915,-0.021412413117496417,0.061290330728782476,-0.05655867064430352,-0.011742923288998662,-0.025418497878456237,0.010352699906464763,-0.030055353700677155,0.024338470781130838,-0.005579304842072545,0.0761356596251534,-0.02627292213424888,0.009153431849428363,0.04625491269098407,0.004493568002203433,0.03694750520555967,-0.010029281580727075,-0.021812843703400194,0.02791323724526435,-0.05239723802666221,-0.04963824462103984,-0.06166019793120077
CCL7,,-0.026288488556486397,,,-0.02751504270361787,-0.016056402338076783,,,,,,,,,,,-0.011654972559125312,,,,-0.013976028958687495,0.023522526548964348,
NGF,-0.016648513587507845,-0.03738588220232946,,,-0.020467019116573427,0.025935586490028695,-0.009337876506898461,,,,-0.00540723678826909,0.011367020438199664,,,-0.014673190347803762,-0.004670233924600585,-0.021772486112403296,0.006132565007629747,,0.07801383459650267,0.08486252038769024,-0.00797596490422987,
TNFSF15,0.05703027771140954,,,,-0.001991091027819337,-0.012849677676840338,0.012529353210057773,,,,,0.09099180544600519,,0.10248166743997929,-0.03915621801266145,-0.04158375121235441,0.11326326196424702,,,0.048083235877103524,-0.0029089480147072837,0.018458129616687437,
HMGB1,0.11809749750154709,0.03015979891643536,-0.048171555187350126,0.1629842662673295,0.04585282375106913,-0.0007590612003314323,0.008437221982442152,-0.026609245218667255,0.04799012291889029,0.010282486677540371,-0.09565328699181587,0.08543305279923954,0.04835745796563316,-0.10373567740390029,-0.025737337600683235,-0.006727909659740697,0.014902322991383363,-0.023415314598315695,0.08203874631468164,-0.05960760511153301,-0.017011338069915942,-0.03441069803177006,-0.03087717337716778
ITGB3BP,-0.12715848430972948,-0.024586577080366732,0.036573513350221534,0.028701505432783332,-0.05937442175198873,0.019554665420188067,-0.02716071419432497,0.006659667212965787,0.02643129429380023,-0.006115624069921566,-0.010298412073140792,0.0034284817420610486,0.05474851402189201,-0.01575720646198519,-0.0017049880306122726,0.07910811884040762,0.05747193027999137,-0.016572646325086947,-0.027085605952920592,-0.00955955412739003,0.07906911073143683,0.04312031605869762,0.047632248686014296
AANAT,0.046546368332573106,0.06781110852748293,,,-0.027878674054374632,0.031375391224072464,,0.012994723021704273,-0.023952975803848992,0.011042859871952837,-0.02449134845969719,,-0.023618763981310083,,,-0.028858791440963615,0.024257009737958902,0.06861046710305192,0.06812171368484393,,0.1155468529070675,0.05138900450384086,
RELN,0.01755423227069371,0.004858078316829513,-0.04060174426887614,0.057581076797493955,0.06314409222356056,0.004237829223792483,-0.020763695872051135,0.007033661462252625,0.1251804558043167,0.012951677862081162,0.04303773347049711,,0.025591514692951546,,-0.05527015162673257,,,,-0.04383780037658001,0.0745234467296636,,0.09101613955477539,-0.013515443855436177
IL15,-0.01046657805726015,-0.010078255660935247,-0.03209119798565987,,-0.012887879776069977,-0.053493902173646385,-0.025929837331783712,-0.010285068350783313,-0.029722185852077154,-0.019353984540830104,-0.028370222191666745,0.025504351863132067,0.024449145163805898,-0.027090073225803236,-0.06428561506720432,-0.048783997903396936,0.005263629853537933,0.002456829668963539,-0.019968221999126505,0.021435694220449823,0.07765110161402299,-0.019419828711243377,
UTS2,,,,,,,,-0.013156007697530156,,,,,,0.040095250354999945,,,-0.027354667032301924,,,,,,
BSG,-0.07470945302931381,0.01728984200187367,0.03260865635348848,0.05544892579984871,-0.036745832609710975,-0.011457301816773034,0.004066631559684351,0.020162552215522673,-0.06360439641139129,-0.016762755775001147,0.07991447120149678,-0.0009199728768728361,-0.030614381745830258,0.001723746213017319,-0.002951577374696853,0.09548076601056055,0.07569732300589929,0.1032166114601516,-0.03269477024709111,-0.015767092821840974,0.031899808775946545,0.03968126235868538,0.09852026209920385
ADAMTS3,-0.0331007628005697,-0.04103637613498978,0.06793283996890831,,0.06750424637939764,0.022034122506716033,-0.035248303121625614,-0.012814578491194375,0.03388724498937974,0.04715373299255698,0.014005768444879408,0.028260959893445153,0.02139630969990704,0.06340705665770155,,0.04539883868754119,-0.029103694932729508,-0.010611555695325077,0.03777561686361738,0.08056615239386447,0.0784836471411479,0.039117305258382896,
CD34,0.05915032799975896,-0.05122052892029682,0.028982464618557562,0.13754939755576256,0.004918331095834512,0.024797356855301173,-0.018742960194783994,0.0544898635463546,-0.00590515095011518,0.014158687168878725,0.09974316305642604,0.04244910679531634,-0.0368886075876157,-0.01238847602034151,-0.05048783775255991,0.06207862422251948,0.052270684002028965,0.11012630651860092,-0.04700461666703416,-0.0006022489939776478,0.004559520921221465,-0.07299755314510513,-0.04789642348848005
CCL23,,,,,,,,0.07007102631356035,,,,,,-0.0316689205017761,,,,,,,,,
PLAT,-0.0383416346815321,0.03818799595780846,-0.009753376229201928,0.11188813099487048,0.04482849952445129,-0.004953045243702677,-0.05204169581028088,0.02276318543876483,-0.07488089161544499,0.018466101247087977,0.0336171866204072,0.02395973752593489,0.06271337158396154,0.04955592411089103,-0.03903712784479966,0.004823336137693818,0.025354376561539327,0.02737681570092758,-0.09736796367816747,-0.0010258569410107566,0.039091921824196546,-0.03466541261843942,0.06731656037746422
NTF3,,,,,,,,,,0.006663510499308397,,0.0313362032203952,,,,,0.029604174959743542,0.013122814980764426,,0.027410150673796752,,,
LTA,,,0.0653193073099594,,0.07393401715151368,,,,0.02526122285227192,,,,0.08618953870851315,,,,,,,,0.007132618075508422,,
CKLF,0.00023880382709109608,0.03577904476349613,-0.0052429026699593,0.0708402480219283,0.000800948692075415,-0.025527523619339552,0.03674272011866083,-0.009475030619569773,-0.022257645697242763,-0.07700959524536326,-0.039490603765667744,0.05705141544656795,0.013783898243116583,0.04557776484477121,-0.009444324778273266,-0.02337059723919322,0.017823926480392528,0.09729358929497395,0.03279955825804263,0.017826303358580556,0.03399487699640303,-0.027236898321387776,-0.10031554923406852
APELA,,,,,,,,,,,,-0.02652068802751061,,,,,,,,,,,
CD24,-0.12670414049638845,0.038335948387669114,0.041711683748424835,0.06929074943153345,0.023779340878426758,0.07402251096782433,0.0304833426180813,-0.010640464633635716,0.0655314645137314,0.03044883342860464,0.005140438252290049,0.01101745447042433,0.03720927899392584,0.08753574933501063,-0.013955519754074231,0.07305722156535896,-0.04730728977306433,0.05751229700941943,0.001473938846974441,0.02759173736256227,0.03765364299146953,-0.01906342027530791,0.09129293003087399
HSP90AA1,-0.023523880930650297,0.02316585687891743,0.015079742549552664,-0.12397539684153742,0.10432424289003708,0.10027123073597877,0.06614648402196144,0.035244401810721394,0.005289771727432452,-0.02375217949027697,0.13589345421675622,-0.014762686650475493,-0.02926354392444527,-0.05766873519240616,-0.014313298967260649,-0.07549616360557307,-0.048450463157322,-0.10599452838359848,-0.046517872855647,0.011809875352593122,-0.1258659883837744,-0.004764107807426343,0.12267506053908873
BMP4,0.007813633831604348,-0.011645046276560397,0.0788788690100466,-0.026372873115656562,-0.039755837702697784,-0.0483636886548354,0.02863964571655954,0.01621423884549764,0.09801568686499455,0.0325551590491431,0.03106999873769716,-0.03581542025263027,0.017816531303525663,-0.07004404595387777,-0.0274427491331466,0.10247348313186379,0.01583231264764671,-0.027176092648638135,0.030972499578307548,-0.009676049340048481,0.011950206043727873,-0.07643979767270567,
SCGB3A1,,0.05166480032997531,,0.024162772138051007,,0.0029243995049422333,-0.03526640720790613,,,-0.016096838349294536,0.04961377981163753,-0.03011928454512013,-0.015285238880695355,0.09371190591151074,-0.0742970343669996,,-0.047680706498392775,0.006831420476659036,,0.003043738457803045,-0.0003744626115350837,-0.052616613141024164,
IGFBP4,0.011365618895081546,0.018254134047442798,0.022902423855853563,0.06882079069509153,-0.03370246430197876,0.017260365699296246,0.0028302581980585795,0.03364588555428158,-0.007395289282517874,-0.017669092734750726,-0.021838187044157943,0.048792278227216546,0.0686435215643618,-0.02376063314604957,0.005410993932260343,0.08332507092295133,0.047266637750808804,-0.03739953566397296,-0.05447021450429738,-0.05534653211749884,-0.00023625451840070697,-0.05690770039282297,0.2493955243670044
RSPO4,-0.04141681649710678,,-0.04306202372904823,,0.025424782812754513,-0.04346634346656679,,,-0.012415416505444697,-0.01609683599476779,,,-0.008210598382668643,,-0.021605298175122037,,,,,0.013878508910542467,0.07379223147856301,0.0194499803546748,
LEFTY2,-0.04399566004424749,0.02685900488468308,0.0337207441518704,0.08561239232973218,-0.016192181017002837,-0.005711779793358286,0.032908989370656686,0.04899111063045095,-0.04998190743834427,0.01479898358652201,-0.026050550323769312,-0.016266636747457902,0.036564472899201284,0.0680130032364864,,-0.03687908968379837,0.06757289359316004,0.02218995071535343,-0.020314870104590047,-0.0210584829223238,0.11247399850197491,-0.06603719868344332,
PF4,,-0.027270084230710846,-0.02423012433585582,,-0.024006332680242413,,,,,,,,,,,,,-0.024255978952624747,,,-0.02783268638307779,0.0030001148495765978,
ANGPTL2,0.0009456510883212499,0.03690952690866112,-0.01335667202613403,0.16050105038307513,0.016807027998071704,-0.04093001324811287,-0.031040995854626285,0.06451795636815348,-0.009487127546044815,-0.007724638082697376,-0.07082576506340355,-0.08050909165228844,0.038642399831875715,0.0603589673102649,0.011181934215805153,0.05922050396230945,-0.0170656117244026,0.05187469591214769,0.04043496636561841,-0.01575277781687002,0.042695535632037075,-0.0015672876184371503,-0.06614641896284072
LRIG2,-0.015402419635229059,0.0013376344187178298,0.031932072059514566,0.05441921482615226,0.02250177599802046,-0.013751362171883953,0.03169275222896225,0.051264594730935226,-0.02579270410615062,-0.001695749323326919,0.1363045102910986,0.024662210843505367,0.04039114372852304,0.013763450952198227,-0.04269307898420574,0.09838108256447324,0.047693862871437384,0.05566249021264073,-0.008983718644156261,-0.03160079150461672,0.13273808039682947,-0.0004670173202706655,-0.06326426191518555
ICOSLG,-0.05011065286403958,0.07979664425261804,-0.04473107154915939,0.039952799190540934,0.005702965173196437,-0.03453620397003487,0.028357376067149144,-0.066361566796299,-0.05485185947323202,0.02648590370343329,-0.05369737253334604,-0.015608277462468715,0.021103337918275775,0.027347126771732722,-0.03884986468621615,0.10002637450671001,0.0644015770848376,0.02721399312070895,0.10343058112721057,-0.048779736257048616,0.11135924846212308,-0.02860350865559913,-0.001642876880440709
WIF1,0.14562149795604157,0.010563976104065642,,0.02800186279906892,,0.07031678043452395,0.044674129608092854,0.06065442784869834,-0.02812673927040716,0.03973252075071714,0.09198704038228021,,-0.0005160800666443442,,,,,,,-0.03844369319149784,,0.12390615679739812,0.2080460217139513
NPPC,-0.040634389699985916,0.06111897793053634,,0.029032785817648205,0.0680498163472072,0.034662982955151425,0.014790564182024603,-0.004033374637203822,-0.04970303540279987,0.12072765398936505,0.00781295128656226,,0.027912396633186034,-0.02798057815722058,-0.014012666317283621,-0.0134168622108135,-0.005715835001880681,0.15480646439565612,-0.0023187362404623675,0.052431844424116095,,-0.031991386439974276,0.10006438884945791
LYZ,-0.004907013797088335,-0.01375757818466215,-0.01797704036754111,-0.027221104541595677,-0.008282669340339055,-0.026696107108761143,0.01806530220864751,0.053591843583239054,0.01727214224220947,0.02445353370726224,-0.09117890601759199,0.029072796254230815,0.02228311168542494,0.08506218125710574,0.06989861882338003,0.0117536038338566,0.09419602293516571,0.09112230904029262,0.060963797697260895,-0.009788360997678776,0.03484236535923596,-0.04981591300317312,-0.08754330637387447
EREG,,,,0.0070649696828243,,0.0032721892766642076,,,,,-0.026798403312986076,-0.01902129278497476,,,,,0.023911512876221754,0.024013568196560937,,-0.003536715549758279,-0.019180375737278526,-0.034679126314466714,
SPTAN1,0.08104146487785978,0.019386731532418103,-0.008165126560535642,0.09624928238308374,0.07092889833290862,0.09348284635523135,0.05916095789524925,0.03455698110552333,0.0044907317619443995,0.009262399456974454,0.11208507766852709,0.03398235390799035,0.004400392289328936,0.0006478162513435537,0.055531486851289565,0.08725818580204407,0.025896508421542255,-0.026759170387614214,0.05049041986535199,0.02743057724547634,0.0014578476448945923,0.0014635801759120596,0.11181819224440934
PTH2,,,,,,,,,,,,,,,,,,,,0.036614115410976596,,,
LIPC,-0.02495908276239052,0.020796518099383557,0.000713123999444325,,-0.02825510614449773,0.08015991665922266,0.08773109603046636,0.03678208098137246,0.01565917763118465,,-0.04799545190146014,-0.023783683164069706,-0.03441120085588371,-0.003954544416254874,-0.014576289891087588,0.07995671290939263,,,-0.027941965625126134,,0.028877145011782856,0.021844326980630907,
COL8A1,-0.0243627402178358,0.02766407412393099,-0.058024954751326845,0.06413781309005229,0.02897494163686529,-0.03610996384895904,0.02331507174601039,-0.002294322018767334,0.015695837820150306,0.052249068509365115,-0.06865951918945083,-0.0438261792027518,0.057200104818444245,0.025250157387721513,0.019112611973590113,0.05684115213918153,0.07407030883745463,0.024899364647700945,-0.046590956276209475,0.02861613960506016,0.011295006226201405,-0.016837055565918777,
GSTM2,0.006762395827596459,0.001907816890681412,0.0198596332767498,0.007621802931678824,0.053659815436720874,0.011497535896729234,0.007319929335590682,-0.018750914735591158,-0.03423290193882527,-0.04090599651600146,0.008165253726659853,-0.03486997955881661,0.024094879165401623,0.007663623780213848,0.042996808248797286,0.11060448085659243,0.053343994087827494,-0.004377066311593589,-0.007055902877180216,0.021402704104519225,0.01199794853518267,-0.02703673364847654,
SPX,0.09871810569141352,0.10612820381570481,-0.04118093466592063,,0.029158474485063972,-0.0008072982484179653,0.0054689671220797854,0.08116067986380111,0.07669088174036374,-0.008185859718156762,-0.04197957834203671,,-0.025681129758319474,-0.03709362378713123,,0.024129007528117006,-0.024919067969710648,0.10545883855023928,-0.014322674288928677,0.0026142185348465184,0.09779942775548711,0.050078046727278454,-0.07891130049988473
MFGE8,-0.0706391009110683,0.0029251691095104693,-0.01382202955185484,-0.02001016497380335,-0.019980364947368563,0.06171576756747254,-0.011250922580806762,0.012956617160151005,0.00019000144917134262,0.023891145944400994,0.032507236216629216,-0.013914710732296245,-0.011324378682661552,-0.09271877198709039,0.05119319555707613,0.07767241197330926,0.016517566756909435,0.004465092760458552,-0.058099844753365035,-0.032935418474489976,0.04814137634909354,-0.08472717603859599,0.05734926944661844
TGFA,-0.08962818609943307,-0.023000233088511124,-0.05707718941955955,0.0389646171176962,-0.005932110946069006,-0.003495233218722588,0.024962852776563998,-0.027988710962843184,-0.055572053812570084,-0.04755444638421888,-0.0469662680349503,0.036095203149148235,0.0042358431686323255,0.008258915571436112,0.03754787496357083,-0.05187346500334524,0.0708836733173473,0.02499388176894129,0.015716745422571496,0.025963574545118082,0.12264581997144856,0.06282419765763055,-0.10816565621969444
