,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.0041848281459694525,0.013685501982908126,0.008330965482692696,0.017093418960984576
NDP,0.05185724247451133,0.030023679156575507,0.06000079485229408,-0.02558025531623887
TNFSF18,-0.011380839560456026,,,
RTN4,0.007763424620228357,-0.025833726189299498,-0.011499557808223355,-0.01650464022669235
HEBP1,0.036050844210875496,0.07061886843711711,0.0639925633190562,0.01934856471785208
WNT7B,0.0020221045499339628,-0.033485867176384354,0.08856376887217329,-0.020366671197185545
PTMA,-0.016993689706549315,-0.059511459927920445,-0.07358433485710021,0.018856284714662105
CEACAM1,-0.01580393568753256,0.003976947246482941,-0.018461212859886344,-0.013517655880337041
PDAP1,-0.00911913002349402,-0.011206537005208883,0.010768456543678155,0.05879707832604218
QDPR,0.004794423961983406,0.03777874407259657,0.035431389496429815,0.03884961274828534
POMC,-0.03745709290698404,0.006607480589036034,0.03376346493516444,-0.02211310926482989
CCL18,-0.019721818518551773,0.02962595826599111,0.02789738589818974,-0.04655136944444099
CCL17,,-0.013311995820625425,0.004656229143384775,
VEGFD,-0.019721824781152864,,0.02511148505252246,
TNFSF13,-0.01488272184950288,-0.008767555506206962,0.013197748492188936,0.009583726736973707
WNT5A,0.045799565940710746,0.006924212458521721,0.048603891954591416,-0.008691028774428088
CXCL8,-0.029264049182946145,0.0012685662896256217,-0.053657756767054414,-0.005147840526178933
GRN,-0.018150303621118552,-0.0432061401364439,0.081389236891571,-0.023023918253141155
MIA,0.016763299679411918,0.08803152636309246,0.02771799631736194,0.03625323317988769
COL4A4,-0.023685743805620017,0.11671916136126544,0.12545329913687212,-0.02724274873318256
TAC1,0.026340613915470098,,,-0.023321807337079642
RARRES2,0.0008620604642778354,0.007575332255511828,0.032157210383218636,0.03898487386411417
FGF7,,-0.01471542336986016,0.0337186836995813,-0.0014621182080179298
EFNA2,,,-0.017546147342148957,
HBEGF,-0.0056457975886500455,0.04024844754719944,-0.015381208703964313,-0.029265378401857757
CSF3,,0.02638970309881003,0.06204541926887757,-0.01937940619822232
PI3,-0.020748184587981264,-0.020718219598172768,-0.009402975691282327,-0.020989638564012047
PCSK1N,-0.008962704266494707,-0.02579220904991934,-0.023871720646633385,0.04941659526405035
NTS,,-0.03105550052182404,-0.021376650919413872,-0.0031638745333402523
SFRP1,-0.015130042655278137,0.020413426600915916,0.030456781357767332,-0.0343756076503845
