,UKF243,UKF269,ZH916inf
IGFL3,,-0.013977905149047383,
BMP1,0.024644865708959973,0.0495341032590862,-0.017989248274667743
NDP,0.05670497403724541,-0.02168406208335954,0.05134426531549064
TNFSF18,0.08816465798438783,0.015650985512086962,
RTN4,-0.026193280412162366,-0.1005707849672331,0.045267834320058105
HEBP1,0.03140545900865171,0.04022911804885684,0.038220996104190545
WNT7B,0.0018564326224849534,-0.03096146095659633,-0.02575198218219913
PTMA,-0.062383293225566926,-0.0033173452605132917,-0.014897552722723442
CEACAM1,,-0.027314726468656614,
PDAP1,0.024603371947853222,0.03410828090403612,0.025021383444426684
QDPR,0.039929680441611326,-0.038319488252425156,0.06578190861840096
POMC,-0.03965336999708596,-0.024065122631775196,0.060345350992414934
CCL18,0.07555278020649817,,
VEGFD,-0.03173265423491802,-0.023416740610553568,
WNT5A,0.053069592748204386,0.07260770594901102,-0.06697354914733852
CXCL8,-0.0531414409711273,0.013325295287036465,-0.0692102393318779
GRN,0.049761801382278315,0.07526304668078039,0.07565817318135053
MIA,0.05736443274828885,0.0600730706310516,
COL4A4,-0.03194445450084467,-0.013774188012040363,
TAC1,-0.011449942940309559,-0.04065239906487831,0.06480703857557367
RARRES2,-0.0007748597672603349,0.07572774614012552,0.05273283216876853
FGF7,0.04689972349812276,0.000553367991668777,-0.044103876469741954
HBEGF,-0.003413793242633223,0.031380804041149825,0.1073566539862883
CSF3,-0.03194442921032462,0.03713477250909706,
PI3,0.010214387245817405,-0.016409194187387035,
PCSK1N,0.004080866726622851,-0.09129011605638333,0.020426704957330025
NTS,,-0.01791175588905333,
SFRP1,-0.023351613933840172,0.0023101814387315395,-0.0842902664517121
MICA,0.059490463586472093,0.005650998118440026,0.05031329918097442
TG,0.11431974357851349,-0.01758809693520598,
ADA,-0.03765829211069765,0.10786795657950292,-0.01735135890046797
LAMC3,-0.06647327849270941,0.06589870939609514,-0.029620935615682013
NGF,-0.018404093736336127,,
TNFSF15,-0.022768160845436283,,
HMGB1,0.0005032397140159666,0.05774716960452917,-0.12237008128777878
ITGB3BP,0.04323024156230494,0.020840547614714114,-0.021012283286017057
AANAT,-0.03298642797379553,-0.013145083237134418,
RELN,0.040834276761915304,-0.03857179861967613,0.06709912626010019
IL15,-0.03236454763112945,-0.03428773364875275,
UTS2,,0.010848284484765765,
BSG,0.03531932125315892,0.026074510587671757,-0.027555946807801546
ADAMTS3,0.10604522932164777,0.06315806802320963,
CD34,-0.03820541396341262,0.016496920163041804,-0.09135376851570176
CCL23,,-0.014957018079236238,
PLAT,0.016005178296039323,0.05767496774962845,0.11533892188322911
CKLF,0.037740402174925414,0.04812284005693696,0.0040675426029081006
CD24,0.03197125687294976,-0.012726305108138896,-0.05356055334840772
HSP90AA1,-0.09102538979415753,-0.021397555654801108,0.0691788948606882
BMP4,-0.011263393963247199,-0.002311356966781691,
IGFBP4,0.004937539882482112,0.03832413311628879,0.006576465519590836
RSPO4,-0.022482487356099718,,
LEFTY2,0.02652924625464726,0.05582881160621169,
ANGPTL2,0.04933252242000719,0.06516177410386456,-0.05509161790318387
LRIG2,0.08860099792968247,0.07520630215905671,0.02305073286811522
ICOSLG,-0.05068058932296228,0.04196440440895813,0.08645438696210098
WIF1,-0.04150898160178593,-0.012527207917763161,-0.025794122825075642
NPPC,0.01006701381093035,0.04096860793778731,0.013303839347769257
LYZ,-0.003816325687985772,0.01732588395395457,0.0015972038479932825
SPTAN1,0.09364940447244224,-0.0684435303272593,-0.00935839850033569
LIPC,-0.007274841060361077,-0.03438078107273383,
COL8A1,0.05441940762870362,0.02364777728341717,
GSTM2,-0.013351932247168713,0.009195460873505729,
SPX,0.0569057245156287,-0.046101010139044316,-0.0842120269302782
MFGE8,-0.038179397176050796,-0.028722008374850647,-0.02746839803715702
TGFA,0.0014784277966107826,0.04305779427255957,0.05650536272688616
SLIT2,-0.04556227933201961,-0.04367909795418297,0.11178492913921316
PLTP,0.07811269552298272,0.07853886227387696,-0.02032094226771882
APOD,-0.04190984134786348,0.0844822016611158,0.0241741009031195
B2M,-0.029091813763274244,0.09521225098240736,-0.034326511284625244
OMG,-0.012912393816705902,0.052363683492128395,0.028242759088544053
CXCL3,0.06418017250206087,0.02769561391260052,
CXCL10,-0.01037975080486865,0.05188132997544646,
RSPO3,,-0.021584923685210422,-0.006845577976188569
CORT,-0.025206829480572387,-0.03735754641256966,0.07662299098028706
NCAN,0.05904792273487849,0.04211002086163688,0.009016972383354494
PRG4,0.002043293149605234,-0.018698408252012202,
ZG16B,,0.07472499206910739,
TGM2,-0.014858532242132912,0.005314246119034526,-0.01581349343980011
VEGFC,-0.024683694162363063,-0.024652677286064007,
WNT6,-0.031305500147312884,0.022389494715582436,
NRG4,-0.02332996922833325,-0.023290053672394846,
COL9A1,0.03096801419580253,0.05395380698500347,-0.06107826269433594
GDF11,0.0019855235119961333,0.02130020244305949,0.01334332247799838
SORBS1,0.0188895551450191,0.0007965480513778464,0.06943681906392411
DLL1,0.022260380719683275,0.03886339673296276,0.036563594630384916
TLN1,0.012764649172111666,0.009429950381260273,-0.021387688687959826
COL2A1,-0.02387975982670527,-0.017258871794815153,
SHH,,-0.0135675702933138,
