,UKF243,UKF251,UKF259,UKF296
BMP1,-0.027160359884682194,0.008425509769163522,0.006691862178498767,-0.016036509122625803
NDP,0.004091244208311436,0.024820319056722877,-0.008752064504194294,-0.01619311746684668
TNFSF18,-0.024816101073238585,-0.0277342187591086,,
RTN4,-0.0306559132962464,-0.0012470439445710496,-0.0319503109090203,-0.036295832262344445
HEBP1,-0.01749656725745544,0.015146830436120909,0.01861035996473358,0.026773917464403777
WNT7B,0.018807139713716198,-0.01722763696686439,-0.028867303561951038,-0.016555691953900414
PTMA,-0.02529513911828269,0.07037411729300867,-0.03476816530915205,-0.025072461982466845
CEACAM1,,-0.013221175199477332,0.01237734198225899,
PDAP1,0.06690403738101115,-0.01383960843235341,-0.0088781854738595,-0.01617623445675302
QDPR,-0.02473990277124343,-0.030834754568442372,0.005017056444086297,0.009319589011456736
POMC,0.008749641707210406,-0.023491918988836902,0.049501534283623416,-0.019170359618434024
CCL18,-0.015520759629874741,,,
CCL17,,,-0.01932048539992305,0.008641761904149671
VEGFD,0.1029076120445741,0.05013900299420751,0.058347719109541896,-0.015030620479128579
TNFSF13,,,-0.01332683842363543,
WNT5A,0.12303753087158285,-0.07071663364191409,0.02368167922541428,0.038254466806156594
CXCL8,-0.00238589668763635,-0.01773118559804074,0.02672110738801812,0.1298949355698564
GRN,-0.015296666810084687,0.030068167310412966,0.010316054946803115,0.021255627761288965
MIA,-0.016971705867774963,-0.016840959712239822,-0.04068246051125614,-0.017094165375809933
COL4A4,-0.02211118722939016,-0.005432017771133814,0.0077669810695105744,-0.018866064307362432
TAC1,-0.047275921368104684,-0.04029893384160842,-0.022706453619630456,-0.030597792575671322
RARRES2,0.026066275885198918,0.030640357980798668,0.012032306689121681,-0.012518271745704445
FGF7,0.0400602222060337,-0.02137354595762841,0.03879675251277109,0.02745874413852294
HBEGF,-0.015350200451863983,0.047990267455018706,-0.026205235079376527,0.022659701891453533
CSF3,-0.03774756628847633,,0.0020695587052642715,
PI3,-0.04471762122290312,,0.02185664662670411,
PCSK1N,0.0208597940049055,0.0065734815572711216,-0.03991831848052298,-0.010674790949736612
NTS,,,,0.08796918691588967
SFRP1,-0.05828275432330112,0.06328898950141912,-0.01685787031756356,0.03641564025591823
CXCL13,,-0.031969935919464905,,
MICA,-0.021223839529429155,0.003916687479124217,0.04552288945071597,0.02808874378552664
TG,0.07315097082742528,-2.853672128887352e-05,-0.002309788388795328,-0.01482946888804014
ADA,-0.017310661278528337,-0.03714043203795503,-0.011134572399799982,-0.02408425006085893
LAMC3,0.005129388372737912,-0.00028472563641402933,0.029476248392582713,-0.021001651892314874
CCL7,,,-0.01315301318675783,
NGF,0.08250270922339353,,0.009343429916809198,
TNFSF15,-0.026904304820134978,,0.004638537802568481,
HMGB1,-0.012544259690851756,0.013394914771479813,-0.006854089538521332,0.03573578909981518
ITGB3BP,0.10115621451481098,0.022216322199154682,-0.02663105189744273,0.03883072359826052
AANAT,0.005228693723670786,,0.07179037238682495,-0.017094166326631056
RELN,0.026873850211072,-0.042188782365629646,0.00285342597248819,-0.013738969947538125
IL15,-0.006858222434104155,0.005148663011676371,-0.008309284175406625,0.030619846095840047
BSG,0.026155947917108527,-0.027539327100900228,-0.015210996339351869,-0.04267131937235514
ADAMTS3,-0.014767566610066805,-0.03158888560547719,-0.011909252967132569,0.03543883100210105
CD34,-0.02453757619046683,0.07273390371086805,0.0008787452690440466,-0.03198272105474138
PLAT,-0.0169712352677266,0.038368057108042496,-0.018369763393394606,0.002284459931358593
NTF3,,,,-0.02759406234187133
LTA,,0.08318334448095456,-0.016857869528925887,
CKLF,0.05753461882058205,0.08754454811683586,-0.030251735658286295,-0.01835019138256892
CD24,0.004148274999735873,0.07243175916911677,-0.009467573491999734,0.03974732912215417
HSP90AA1,0.0010119044320954227,0.03763478213229521,0.025174121512400803,-0.06968295975942779
BMP4,-0.03335363442498872,0.07936481585032865,0.0014121847851813086,0.018686937820388362
SCGB3A1,,,,-0.01441909648924582
IGFBP4,0.014740675640752312,0.06951742319987483,0.057827227872568235,0.008466608631743373
RSPO4,-0.0265667348825226,0.053054014791409095,0.019522574824138737,-0.014419094380126774
LEFTY2,-0.04449945277974174,-0.013383552719984752,0.025448978890165213,-0.015810713337207967
PF4,,-0.012026457023707748,-0.011475744875635106,
ANGPTL2,-0.05820984971125839,0.0689891275261767,-0.008693566091377778,-0.0152014813904655
LRIG2,-0.006495801900164542,0.007407962925090101,0.0660444643178438,-0.01065252159575485
