,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,,0.03421732770022421,,,0.03144493779595206,,
BMP1,0.08841700619910949,0.054582310718899046,0.060507175880341275,0.0966790501592886,0.004332564746872178,-0.015459978866319054,0.06224748769903417,0.03767785352486478,-0.007914100672766274,-0.02032695918869297,-0.0271765997464657,0.13285586866957086,0.05106297778490999,-0.08369239012953018,0.03675318051025639,0.058434875501644404,0.01617831644218494,0.08992955738558372,-0.0420105632990826,0.04182864010016695,0.049715734573924655,0.0959863322930873,0.04360054616586418
NDP,0.04508233397752543,0.08872729113069719,0.012069137060319077,0.017370001616901186,0.005945812157201046,0.01729677308824052,0.036869158963652816,0.018321650205000775,-0.022871052349472384,0.03367340321564785,0.005644203046609543,0.057113055511700005,-0.037432320521327465,0.1362750170193921,0.10963098381093424,-0.028557161832688673,0.09368382446929047,0.06437317779590698,0.01477518988199403,0.16856934619392103,0.1780186046184036,0.077695217297135,0.03082462604833172
TNFSF18,-0.010937536519006173,0.05193466194229866,0.0241558821863475,,,,-0.00028571146356972554,0.06781208918895504,,,,-0.0577055559494571,,0.07264800476527677,,,,0.09675525014728101,,-0.021248926433522514,-0.004757875328274423,0.06369013566699497,
IL36G,,,,,,,,,,,-0.02433398355004853,,,,,,,,,,,,
RTN4,0.019950153808782584,0.023553230882509345,0.006680683663951824,0.08900603942189905,-0.00789306356653438,0.04431346731496837,-0.02330653280445446,0.10328210892980154,0.03836044695358713,0.05040170390780756,0.06238619770658894,0.06268368445224638,-0.13853270933653067,0.0007765235905375608,-0.004544132615285579,0.09208319256414133,-0.05238666035214494,-0.0721365338930869,0.1882444028185336,0.042452872130078166,0.028340336944857648,0.014531722077391068,0.18325291534536656
HEBP1,0.0317088685706452,0.060791906381632656,0.0012910731742837446,0.03703820637151911,-0.017825903323096835,-0.04312101858722036,0.013210959102910565,0.02114424458248455,-0.0006996079328562198,-0.01149951599101788,-0.019564884655280584,0.0757949613102395,0.012796136711856998,0.023325731880295138,-0.018277216426655484,0.044827042182610854,0.06206573175253225,-0.02686434553524043,0.04449842027288548,-0.03204286368364743,0.11783390415465,0.03160738988896671,-0.03066921047210334
WNT7B,0.04206482886068629,-0.00950016637944589,-0.016156934717105782,0.04595557487806854,0.01868442422057816,0.025926722754742313,0.03211015359039863,0.00662889115397209,-0.005042790099105946,,0.011942014004951488,0.02709420673660834,0.08735804416258475,,0.08028394114153677,-0.0029405474768889484,0.09666075110428399,-0.0015566516003442676,0.0012223661264869502,0.024778876929902573,0.05555664863896132,0.11260996913770417,0.09919663942824156
PTMA,0.03578585102916766,-0.0922460685715309,0.018729133853799037,0.03385372435082782,-0.01505509222757778,-0.016166967966112094,0.05743131055009035,0.00047494737540765687,0.005742275666508482,-0.0752392207436217,-0.04805619080727486,0.027328852495612975,0.00025079691829823955,-0.19761387908817976,-0.08368994425206276,-0.13217418217243052,-0.08757948662429453,-0.03930876354287797,0.0033858445819859246,-0.03298156294773409,-0.14873829149145287,-0.060773409487089695,-0.07339394039804163
FASLG,-0.016887868840690108,,,,,,,,,,,,,,,,,,,,0.07843386705782263,,
CEACAM1,0.09776118779088616,,-0.012399475621191548,,0.007319910058826792,0.03768894317395945,,-0.021242232071199903,,,,,-0.0407579392531975,0.024567023383448575,0.0742613781100107,0.10475446182825617,0.0003903992799939147,-0.020467893574780863,-0.04448412175466521,,0.09243929735542926,,
