,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PTPN6,0.014607818993622368,-0.034021626573737994,-0.043795891397145716,0.06632746087340186,0.06771341190754475,-0.08217018528736598,-0.03276413738249226,-0.20992609078632107,0.036152290349951446,-0.03904103884656389,-0.19941560016513618,0.052961673358962215,-0.026906251953639954,0.000998702730597053,-0.049175250383971435,-0.05485741265250974,0.034911947400781566
PTGS2,-0.1102267784682944,-0.002199265965770378,-0.013283232648261058,-0.07360104539766975,0.0026095145711539955,-0.09881601089082624,0.028844984304903308,0.5123487355974273,-0.01302371518815568,-0.02041072951767307,-0.04948776803082407,-0.008622236462006527,-0.055257878915255125,0.027884331977671425,-0.07749606300537301,-0.0702516094176681,0.16476836389549074
XCL1,,-0.02396631710222064,,,0.01736318665077259,-0.04296720444217474,,,-0.0005223942965614816,,-0.005418970808616362,0.010987212471486572,,,,0.0034220131687654376,
CD58,-0.05233702966930035,-0.020254979873498415,-0.0290342512018828,0.035825170687944656,0.08982424694256005,0.0009269741981772827,0.077900867757198,-0.3746438309508579,-0.060093356536493205,0.024629926979033448,0.030088001318755195,0.04200677643573834,-0.14145297428489412,-0.032009339422939945,-0.04625926902020894,-0.05217804540026664,-0.08941834309032165
TNFSF14,0.02832732467023892,-0.007324237841620528,-0.015523572033630188,0.11942946778074484,-0.0070919894026094605,-0.08796351332853798,,-0.06850023868879808,-0.018187566419140426,-0.02174628022947364,-0.12264047857654821,,,-0.06681787009638815,0.10010879677873301,-0.0002128558863337117,-0.03394119204738027
CNTN4,0.27560400234664617,0.030711159620910738,-0.012151802667414684,0.12140028364766023,0.053569119987793665,0.29271402914453337,0.04668309446260728,0.2884124948173203,0.09614420302970782,0.0257187281742882,0.4215765467177462,,0.2708380755640322,0.027079882525309865,-0.05555480087758051,0.06362942685796456,0.24357441476144573
NTF4,,,,,0.028615850964489983,,,,,,,,,,,,
INSL3,,-0.0023817482341619007,,,0.03269049148285016,,,,-0.0024045986748729062,,,,,,-0.024302556579375818,,
BTLA,,,,,-0.037867832510429675,0.07572380088570609,,,,0.021257826484181806,,,,,,,
MFNG,0.09428056009933375,0.007645612470702104,0.004942772288253386,0.06457799728055094,-0.01759511130399467,-0.044998252226782186,-0.01056565624048085,-0.22517438202691176,0.01224862928222798,0.023018289581257977,-0.12957731978392267,0.040119074736017134,-0.009529733710840314,-0.08268476031083548,-0.050616469725974673,-0.02827074494949244,0.006829217167721827
ICAM1,-0.12780420679048082,-0.006382946232001715,-0.02494346146545225,-0.0009481526751943926,-0.03313120629210499,-0.2272949453463163,-0.028261624299881948,-0.2915110746753854,-0.10936080909399579,0.0023037620134943536,-0.18293125028128326,0.005771441934823442,-0.10858045859694873,-0.04843006188185245,-0.079416425070116,0.09324967623591227,-0.09793065568082283
PROS1,-0.18481989793822765,0.07495391199455823,-0.0007405022746957395,0.05137068592106795,-0.04756938075823657,-0.209851402254594,-0.06436655298107698,-0.3514215285975485,-0.11341282289682869,-0.054357651643831,-0.10178604026314192,0.03619751774311375,-0.060017259352883955,-0.052137136071028385,-0.06880875127128126,-0.050372180879816104,0.0718679562536555
CLCF1,-0.09420387234207014,0.017787373275161226,-0.01988141088622657,0.017461185935875714,0.04440435848711047,-0.14325080716852384,0.04854920688339398,-0.016513591127620436,-0.08968992188426955,-0.0070830753826493,-0.15021287588326118,-0.049641343311310954,-0.07738651756755253,-0.05036853665144715,-0.08691207550133154,-0.07064505183390894,
PSAP,0.3076994357101356,0.02791627416502531,0.006763498639901671,0.06507498388494462,-0.0725785416177785,-0.04693464316792851,0.03624176930386446,0.2031476422837403,0.09761860148351993,-0.0013314874435005548,-0.2867751414700875,0.14290556244706049,0.30226973978412175,0.013970336254751166,0.022486014648612534,0.13724585324391458,-0.09406019902485044
EFEMP1,-0.18256889793101047,0.03576805673035643,-0.10066164874898315,0.10703298220296378,0.035738358480348,-0.38576489481560455,-0.022431123849037407,-0.4015721703105667,-0.005582514476469639,-0.025922188898385094,-0.4818109554237345,-0.012156538526409154,-0.20950834664724644,-0.08252052903764774,-0.12791770994595447,-0.007381309838811407,-0.0699586298358041
C1QTNF1,-0.23706506540844657,0.05560887850668554,-0.023905637025316357,-0.011749206134002963,-0.05849626113996602,-0.020480344821410038,-0.01947210252127411,-0.2919788771033805,-0.046511816663374776,-0.018104048922874726,0.03709157705589273,-0.07040187175350315,-0.10402579910322834,-0.05721583829284062,-0.0344113984626796,-0.046481153846740814,0.02790746854077447
ALB,-0.017182445357316938,0.05539862444713971,0.04662214183997914,,0.016022625655704607,-0.01659130175621167,0.014370983368552201,0.03110859025096834,-0.03827939719942712,-0.04936869261354419,-0.1882119184461284,-0.010768093517303706,-0.056596934759997636,0.06960098790882677,0.02115789373588683,-0.04365730979436316,0.004721501705563178
CCL13,,,,,,,,,,,,0.024477410557752703,,,-0.027260367180155513,,
EFNA3,0.09597739277798002,0.01064558303950822,0.05585094949996234,0.011094647400840063,0.0022269157911936482,0.06821334959077772,0.047091498760427196,0.4864759020244917,0.08664460574522903,0.05004419500551229,0.35349528679482245,0.022702683567584103,0.0015338175566842705,0.03182769537210489,-0.08505787674832381,0.13349874457790337,0.17546226193087788
DRAXIN,0.1282941741262132,-0.003974908278984733,0.010508536684407384,-0.05590710623042352,0.03303685770182363,0.04713006991397679,-0.052943503606097495,-0.3278164814186976,-0.11953453351527248,0.04432172577554195,-0.01614529701950704,-0.0005492177426475937,-0.16717984224859275,0.010594383324795132,-0.1401082430601135,0.070991000797632,0.02622312535936743
RAET1L,,0.0203816676131725,,,,,,,,0.026718174960326545,,,,,0.025126881758818564,,
NPTX2,0.30253238532767507,0.060981589323446744,0.02301394727311467,0.08375730384874887,-0.0232006955293658,0.30706501919104257,0.0399587728908261,0.5154187349309955,0.08602699151363746,-0.011208280420145064,-0.1644295728145875,-0.02644192581912358,-0.11128866197550805,0.052701884558763124,-0.014881745549705006,0.036713196590365545,0.08653815731603075
FGF11,-0.20075577561404964,0.04423601257464403,0.03816114546991796,-0.061350679831098515,-0.039260042418045454,-0.0757598918545353,-0.023844896771102162,-0.2979962953026001,0.0038641088930794327,-0.023063650257972607,0.06968396388821982,-0.010723145173751884,-0.17416757794301402,-0.09269768615924946,-0.07480567470812388,-0.008694783060149149,0.04723977554006159
CD59,0.11135249879177062,-0.024304489153957706,-0.11046135408443905,0.13576138286548875,0.04203603644134682,0.23791850637566817,0.001870831078512043,0.2332862972535564,0.02500502312518019,0.0408106663780521,-0.20936652835661848,-0.09458526769466734,0.23713150778539324,0.041684909006974455,0.09277733124315846,0.18792922614006988,-0.034047179330529094
COL9A2,-0.10730916238799702,0.04285957890490924,-0.05798946206234119,0.059424351087387764,0.06301167504294329,0.013770086979258201,-0.006066967909969607,-0.2460248780655072,0.04709837339274629,-0.016520635719429688,-0.19444118753759113,0.002280776318434552,-0.09318748571361295,0.01852988994312253,0.028479353810215827,-0.0276083405848637,-0.0033206931801359413
DLL3,0.3201862476139063,-0.0025927509986310516,0.0324994708341088,0.06359902185724121,-0.005922682352074632,0.04522272767101754,-0.024649826195979083,-0.12023523389194885,0.07931559277799755,-0.012401434407919795,0.2969401820054803,-0.024562870136228362,-0.04854265967889148,0.024758802378466834,-0.003411230703620246,0.04243931412295747,0.0665196827172788
FGF5,,,,,,,,0.06704882493443616,,,0.09231760870868538,-0.018021158545680916,,,,0.03294702835098128,
LIN7C,-0.019194891162430137,0.02591514305511653,0.026408819081434783,-0.027800514963017463,0.019365525762488293,0.02597422736671171,0.013358955564793345,-0.18171867940434272,-0.017969772302323165,-0.008705348130413014,0.15815046973106808,-0.027564918092208193,-0.0015832802179481435,-0.07378785690558379,0.016111836000965083,0.03689279955076954,0.08568392692806305
GDF7,0.018801397190397806,0.08669227967452887,0.16281670247898017,,-0.05644962748629433,,0.00619568519021148,-0.04109491321501464,-0.009670318578487774,0.10838406459632258,0.32770565117852074,,,-0.04863299182502033,-0.019756559971390447,0.046529250030059865,
PSPN,0.0015186481398875198,0.006113529115740678,-0.023494177039432528,0.03298879443905605,0.05390277143214429,-0.011792532376383499,0.040536447768837414,-0.07089333889669099,0.00886488736185571,0.020408131863052976,0.024881495432177648,0.074476218413317,0.0545692288477464,-0.02805330912295358,-0.057957728538333704,0.020600848311555675,0.09645300312956757
ANGPT1,0.033213183387398364,-0.0016216949837336346,0.007613442971459535,-0.026417796802288878,0.01655347599732224,0.04434814914436412,0.04506917563337733,-0.26595039209623444,0.14834550288316303,-0.032089545781149906,-0.24995390035097909,0.05536224903271238,-0.028795101758297494,0.06733876138635261,-0.02634578775933097,-0.015686856411107,0.07282182900340785
PNOC,0.3070944484040078,0.2247642620881268,-0.02728813066245627,0.19285879146060247,0.2846246722770253,0.4719455895882017,0.10946922240256762,0.5925247197093746,0.26807966894288,0.07090334783846708,0.38206799227868415,-0.03434806876728358,0.132421729240939,,0.07605918164153025,0.20205944085178673,0.33542747769661774
L1CAM,0.46390717677208637,0.05350491441949533,0.03699969481833625,0.026349648048795568,-0.023485225702408036,0.021695345855528108,0.04666822293415136,0.38360534966027765,0.16007663618522813,-0.006563259448701028,0.32991505336070176,0.017462574727281476,0.42663881731997294,0.035420507474498354,-0.13090089734952548,0.0591438710470455,0.236926436077167
APOA1,-0.056449066115048685,0.05064699087880196,-0.01805830177164004,0.08025613946673155,-0.049269385550526186,0.0860870530989188,0.030484422145932614,-0.11324239654195443,0.01413342521947814,-0.0513598104022865,0.10842821994540675,-0.009760598470963066,-0.04727088509368395,-0.04920621370621121,-0.054848592461880556,-0.04730861073187704,-0.059729626336019186
PSEN1,0.044044528952577044,0.028370050109150915,-0.015971294537922967,-0.02472958737415995,-0.0023811450442807426,0.13663128139754663,0.006125513633622468,-0.22004711557327547,-0.02279281635752517,-0.0292888751429113,-0.3179230870396291,0.015173010618540676,-0.17468940285853116,0.01044091966959573,-0.07453361590425504,-0.013733763580913636,-0.07437809842614583
CALM2,0.3638959314025941,0.029957706671940493,0.007367994054183462,0.07191589724758805,0.010270751861569774,0.285370915489991,0.044719816050546236,0.5497851651416776,0.1721077894006726,0.07029447264467886,0.5347759162490593,-0.017459483695820593,0.33518123438749836,-0.039881154381145444,0.00980132597728597,0.01991039022694198,0.008660599113114302
CLEC2B,-0.08950260347803557,0.008350819554587155,-0.02365810666841556,-0.09918019613226117,0.07028841381098945,-0.08732713799101151,0.0025133391239804815,-0.3060755800534195,-0.04658382759906222,0.006875295909736751,-0.13117069490007044,-0.0067792566198175384,-0.02268311220246604,-0.015140452039378966,-0.021693113402613918,-0.007585725387490163,-0.04825526986541062
NTNG1,0.1561095473164917,0.00977647862249742,0.004566952161102797,,0.04213736792960558,0.0007167156404422959,0.012696503128753528,-0.043915412439489834,0.048669156957858825,0.007279020863114255,0.17213305389852504,-0.05628656736379557,0.2302095867360897,-0.021942387203823868,-0.07536586247030258,0.0042637821317572655,0.11833668260799872
LRIG1,-0.13238954978332368,0.025498554317292553,-0.05485348981998864,0.07243728446006613,0.043331596217868563,-0.19242314651609516,-0.015101152657417084,-0.356819207573024,-0.09751710424286149,0.01858639657693224,-0.2019217870252913,0.06347670238433326,-0.22303856237716818,-0.05578174285181175,0.11466416279390845,0.05628010038909066,0.011798839297412992
CPAMD8,,-0.0068357319897925425,,,0.045115769303666384,0.07064649712141755,0.033474010119730536,-0.009678875858894943,0.030701640191598357,-0.0023184037231347406,-0.001113475358356805,,0.038560269723021644,-0.05508432053475981,,0.015183095316683224,0.024941447869347357
GHRL,,0.020440612735138062,0.024049893066144693,,0.09944047799756074,0.048421643398507866,0.044196951508018084,0.06656463377714222,-0.028775292301719716,0.055298756175134745,-0.03421325257088224,,-0.027182727328803405,-0.03475815358279305,-0.021370555370657376,-0.0235140428963509,
NPY,0.2847162824756066,-0.0028816039421478627,-0.005636054863000231,0.05739150475146166,-0.07799825751532995,0.11752009397359627,0.04658276683401524,0.32948294213483026,-0.021662791196242894,-0.05589211327848189,-0.02172858267206364,,0.0800888805068787,0.003393841245422854,0.02732864207419389,0.05714762231009227,-0.014091609453080507
MMP2,0.07369792848461888,-0.06167034011007788,0.0501310672534507,0.07265702395865672,-0.015135873107270848,0.12136749176287888,-0.0031063690198751804,-0.4244604676004399,0.01283675844536395,0.027052559101645314,-0.1562150772909207,0.08075834595501365,-0.3123286217777491,-0.007935737425077583,-0.0033066317866511426,0.08938230487509789,-0.011473698312467803
LHB,,,,,-0.03259079056075156,,,,,,,,,,,,
PPY,,-0.017630494686021198,,,0.05981479608215942,,,,-0.02842427794147434,,,-0.020021449324791888,,,-0.033957631072018706,0.041542216460380706,
ALKAL2,0.06589893588354083,0.030887635269887394,0.05011617083487137,,-0.021497792197847553,,-0.007784335495889395,0.029656743903801908,0.0086368490229151,-0.02403620238999751,-0.22038418386705125,-0.012115768897274703,-0.08648262415876894,-0.05413743866551624,-0.06812573874035345,-0.06188562017118115,0.06826276780746628
CSF1,-0.21805475307807534,0.003203102844789336,-0.006658282954352957,0.08333778808299606,0.007924181420183958,-0.266386530785761,-0.017445466448596642,-0.2925303980094497,-0.05998764216101678,0.03339791317292908,-0.2779503382406331,-0.029974731391196437,-0.1694524321522601,-0.053662427638531934,-0.07138220608726256,-0.023189217028977575,-0.03354199801140583
SEMA4C,0.057173216017861225,-0.025782890449662366,-0.03300727690347573,0.07408555572533225,0.024421712328885792,0.014407792433145689,0.03244068735905732,0.02756101606412391,-0.05983041940198151,0.06598711781904903,-0.02235195964298211,-0.011228418979894109,-0.1273500442735611,0.011868673366383404,0.029570234038283495,0.037396177543584444,0.11017531688284209
ICAM2,0.135235846244274,-0.048678412105092814,0.03780334029591658,0.12248153512720629,0.02078547404222063,0.09971728752520671,-0.04101207316889829,-0.13207617954919237,-0.014710206546641716,-0.0010965070896282933,0.0013993368720990186,-0.03727689353046339,0.03230395859544634,-0.06709433533539244,0.01522156535695383,0.0518310030063307,0.026655281002553946
SYTL3,-0.026228633303788107,-0.006984587368020995,0.01660001110668422,-0.048223213407093256,0.013201950794945476,-0.04360478293517357,-0.029510227396909935,-0.17744561876893172,-0.0712834073888359,0.0004610757233369876,-0.057675718448512055,-0.008425412677990214,-0.06653305758609196,-0.0364591695333858,-0.05048290972993476,-0.016090178726927792,
IL1A,-0.013249683344008903,0.006129795997512999,-0.020884550280223207,-0.02630157381374189,0.052864028249265144,-0.12223821641475044,0.0903707006751686,-0.07920984719859978,-0.14001389714275422,-0.03126072622750755,-0.1455094290984461,,-0.05538674940601452,0.089800886066594,-0.031512725325853,-0.056808320693867,0.061094312672383806
HLA-G,-0.03580573718841821,-0.029118505539734826,,,-0.008093836623657338,,0.005792879088602333,,,,,,,,-0.035831363956578835,,
PGF,-0.14864355603775267,-0.10146903528701173,-0.03318292958084122,0.007960178212547797,0.022108207418902407,-0.0314107852291952,0.04901651266951356,-0.2611328587345741,-0.024959745195734,-0.011763614756294226,-0.04901246216960747,-0.03582183334421836,-0.15233938663014052,-0.04370595282325818,-0.10371549832878274,0.07052110974220105,0.04734566628428924
LGALS8,0.03203030288201739,0.04909445474081934,-0.010517964932883697,0.023941557348883768,0.06235759830758283,-0.009384380080767972,-0.046359582335580046,-0.011645092624061274,0.04698820014798329,0.042424075268750396,0.18967945647212556,0.032327125000740135,0.10638543700108333,0.031020296550551704,-0.07637185663541506,0.007368371601949237,0.08496743776826919
DKK3,0.35062012366893336,0.05082373814753469,0.00896780396821837,0.12565162677430905,-0.07172041299210948,0.37617384672805576,0.04745692711207705,0.49902440180289004,0.08100729905758955,0.061489744224365546,0.4991587198100051,-0.04088217291072153,0.34645734014122065,-0.010414712122456522,0.16275281061432725,0.15435128564509257,0.21867096629509333
COL16A1,-0.14974319026332047,0.020890225779389447,0.03348128837719714,0.10677081417517141,0.01642675296606649,-0.11085961753838075,-0.016590338088997215,-0.20888049775527084,-0.005757856077578854,-0.0009579067882307537,-0.0489659358904041,0.02602941599371749,-0.26303369958760897,-0.11537877369497135,-0.14194357036000094,0.022826058401212383,0.08773580345267969
TPH1,-0.054274520739120063,-0.0164079359436338,,0.05916078145460413,-0.001121336610926538,-0.03906719990224603,-0.017564932341716806,-0.04849591903544119,-0.04645042696216479,,,,-0.034680338931798525,0.01989897575906703,-0.05595408059734009,-0.07571026761695024,-0.0070969133528550376
TNC,-0.27984445534476154,0.004654348995226908,-0.027464965377872637,-0.02445963814484855,0.04109274930942436,-0.22287446911952885,-0.08189617557124883,-0.4964584550945064,-0.21660122441161686,-0.00960615544622902,-0.4740646839676937,0.08354393454210705,-0.3268668081204625,-0.03487614799870131,-0.19909873576523685,3.4867001970322346e-05,-0.1272980326934866
TNFSF9,0.271960595061477,-0.02121980073626474,0.07575028040165262,0.025130751871598685,-0.003174036714061978,0.13229442700253158,-0.012143702985634962,0.21124810256967558,-0.00247456055594283,0.05210261343653942,-0.02709060026312196,-0.04223616735867278,0.049171975424695924,0.0233412557688864,-0.01749355456681161,-0.0013806988228807523,0.14307319717764794
C4A,,,-0.01031430108051648,,0.026192750561883377,,,,-0.0001189838828054987,,0.011836275865930381,-0.0270718626124058,-0.03048533535459269,-0.0047010876312205095,0.018612533270964127,,
CNTN2,0.13673443228732837,0.057378909069643894,-0.06378415548876358,0.08797316225373125,0.028383956983923472,0.14948462067104515,0.02920154101247919,-0.18775776504890024,-0.0365238747259019,-0.07376394872816965,-0.4862962693249825,0.010808695410075491,-0.08544818939833636,-0.006261060648825206,0.08246204861295754,0.15789050220250922,-0.198542089014958
F7,,-0.0014771868126452043,,,,,0.10435777274845716,0.09878292565131666,,,,-0.03434807358717458,,,-0.019756561881801523,0.1181036255196727,
LUM,-0.019767237580972465,-0.04829500912454219,-0.015206869527763935,0.051983940339213934,0.011564989906441944,0.005989958548255687,-0.01832443862555023,-0.31682190940327887,-0.03181354952341042,0.0126772751154739,-0.13549922896060038,0.03959997252636175,-0.046619167803931355,-0.06238342526895902,-0.11270735082588659,0.09709202209281531,
BTC,,-0.02471121789771662,0.004380357092877933,,0.02851525869697587,-0.03796047301887221,,,,0.0016728704681279701,0.017163997163950468,,,-0.041694514144144004,-0.01911880625260387,-0.04493186919234574,
APOC1,0.14864928736781477,0.022134274670337236,-0.018675054909476737,0.08288457244103152,0.24859109753737524,0.3756549748637253,-0.02287672037680503,-0.5337350669239725,-0.026011829611808746,-0.1060258612079906,-0.5950051893529898,-0.05383522895912491,-0.26443398684537045,0.011923367985584485,0.11064483787882125,-0.056905791335449644,-0.21373681054065846
PKM,-0.21040625308919417,0.09516187725134803,0.003625933555095716,-0.0035775644504032296,-0.03414245378795557,-0.19578125431654297,0.005517499180272624,0.05152059999993383,0.01452259474375318,0.02213010004635463,0.4403581799687205,-0.11600130959681777,-0.13196308643864524,-0.0975759041273515,-0.08617527847822012,-0.019090294290193405,0.2948461792920882
TNF,0.07826550424733013,-0.04509908669649015,-0.022902037724574754,,0.06789566228296424,-0.041689337738564265,-0.027490983672229536,-0.08727663484173272,-0.07687400173708475,0.008393073531803867,-0.21545826716634964,-0.03260415348508649,-0.07241644510720967,,,-0.03952454104817861,-0.07268966972778446
GNAS,0.29266380996974417,0.10269086702546736,0.0020231290119599923,-0.020606782521675342,0.06608077546225498,0.39472107305799436,0.048411296583323965,0.5479619547549416,0.0881043408532286,0.10966928517339056,0.6074055777990409,0.06831365471778493,-0.23750067137055586,-0.11533896009383077,-0.07130997279647228,0.13258418974159772,0.2298749626092504
BMP8B,-0.002912079270011781,0.0229177813667653,0.055426179987643515,-0.06902841861325945,-0.007372953079213842,-0.060878047975318234,-0.011953231685178463,-0.0525335159638984,0.041627791595960646,-0.007137160961366101,-0.16807904600177298,0.008599502989768715,-0.04808955510721688,0.004799370063017036,-0.10236176852178232,0.006411370144737314,-0.07159506091170534
LIPH,-0.055756353720833485,0.08976775864499878,,-0.022155516384342985,0.028555631723797912,,,,0.016815479555682293,,,,,,-0.03137429410086712,-0.06395788294231418,
CCL28,-0.026703960418357885,0.01618475162830283,,,,,0.0017105254538814115,,0.052069967928587355,0.03854310878647483,0.05872659615703543,,0.011246808018564815,0.04443394360636456,,0.029425967207133086,
PTPN11,0.03589574457889024,0.040904169130446213,0.0070801169945276625,0.012567987702341583,0.031746884904908394,0.01022278424968716,-0.01954707188165775,-0.16325576122392066,0.047747850329537725,0.057834065860016964,-0.12293453119363751,-0.01422979108111569,-0.09524326772362056,0.004243629929938417,0.05562000755414145,0.09300029187936769,-0.05849026470150936
ADAM12,-0.06706269834763443,-0.02475570540825573,-0.012282339207664333,0.010880888590804568,-0.04782677203837858,0.04426059769925327,0.006906051664501775,-0.23836963820511456,-0.1544551977781644,0.0937068643172651,-0.08938522365921862,0.10956127127330716,-0.1366943192120267,0.00530016877173181,-0.1146166876409392,-0.0056374599025543586,
EPO,-0.07322690754268901,-0.009341493098371527,,,-0.036932745287708735,-0.02937594293190795,,,-0.01832292401227919,,,-0.0312305939115691,0.004486021603070521,,-0.018901736385129,,
EDN3,-0.03399725986594719,0.031905479020007434,0.03131540750627131,-0.026134559968840676,0.037963351856793434,0.1319436302757141,-0.004438350368700354,-0.048413072171223176,0.00819224506942266,-0.020914126594627384,0.10191350918993201,,0.08840417850891587,-0.011917113540731905,0.0063646514425694896,-0.03271046610333799,0.11132631568732777
CCL22,,,-0.01303974865439368,,,,,,-0.0252160344720785,,,,,0.04833982994860781,-0.016585450834572506,,
CCL2,-0.18246124204220138,-0.07993992286918057,0.01278444984272618,0.007063896947914921,-0.023430234873605814,-0.38018620186054114,-0.029530378857624117,-0.05348921415738168,-0.14268247411363597,0.019214880796705774,-0.4127199839460037,-0.08728465272884676,-0.17084883764385156,0.019198691071281405,-0.13642756197718564,0.05462024538047739,-0.10208406501580869
DSCAM,-0.08442784225916845,0.03865901401143896,-0.005216678221243566,0.032786752322722164,0.045700575763796034,-0.05704838087308801,-0.022804841006896188,-0.06408637715540592,0.015736176391233217,-0.0014922812641038963,0.14994883928317498,-0.04594722239191532,-0.08432506458953483,0.049784935465734065,0.02389759424728258,0.07353892793938027,0.03292395245996531
GPHA2,,0.009240051260557061,,,,,,,,,,,,,,,
ANG,-0.18508305528238989,0.020698197672389715,-0.052220749636683585,-0.056218192278492174,-0.0083974458986307,-0.1147402397211443,0.1144160209414748,-0.21624973003816617,0.005978485249064362,-0.037943327565838174,-0.08669034908929973,0.010459472565310027,-0.12852579954166607,-0.006017746133327821,-0.032213342746086254,-0.005135853030786283,
FBLN2,-0.008046964083222323,-0.03923593335388208,0.05663653493329988,0.07722548349131961,0.04797691557429493,0.14200680310347313,0.041320972063005015,0.008425235976827669,0.056739405461393125,0.05831150599333025,-0.039169874964652296,0.023101187560470297,0.09037148084076735,0.07656967670600232,-0.10715879541732914,-0.0676926771092633,-0.018631298706941395
VTN,-0.029159446463064124,0.03290865363261803,,0.11756221482669614,0.06787998940849936,0.004921738033780747,-0.017564926597968093,-0.038608467468742746,0.010417766887848776,0.011704714369341177,,,-0.028817277903200444,,-0.024475197451667027,0.04666641226947862,
VEGFA,-0.3585585380478236,0.11481370980704528,0.045536465787671586,-0.101722536896973,-0.07601739615045743,-0.2885334780038246,0.0331680869013729,-0.1062044181158276,-0.1549929724597095,0.019915054977449265,0.08604685360390406,-0.08129183974977693,-0.33305897305189724,-0.027082269520938375,-0.06577474457351573,-0.09058719055715525,0.06908807141673415
F10,,,-0.014884048336092404,,,0.12903960387761793,-0.030545008294924795,-0.07643665086862642,-0.012941605001977483,0.011787779720025676,0.013477721659520292,-0.06456230095533386,,0.047494186505348715,-0.03273658877873655,0.007650253799070951,
SERPINA1,-0.06948491955283174,0.03277839026232871,0.03564674885762564,0.09353414281933124,-0.05055738077238096,-0.16087582516112583,0.006325256016924255,-0.313443094926331,-0.022755246770253208,0.0023055154294882,-0.3765849306468293,0.020005605363643788,-0.05693899583872796,0.0567655257719781,-0.08585163350053628,-0.046057884060806985,-0.10051255168806503
VWF,0.1320549320053234,-0.060802835598684796,0.025595869914876508,0.04796007765318342,-0.05764382035107851,0.20858319054060126,0.013529484809040135,-0.3422089714581389,-0.04156716803728911,0.025359362698339858,-0.004981804641371789,0.0041021184829787985,0.07867972888476002,-0.029751308711046504,-0.007267626619835875,0.01476503256852429,-0.0017716391561614277
GDNF,,-0.05599604953653466,,-0.03944228599977103,-0.024198421239173633,,-0.027340489301756855,,,,,0.004270572420616083,-0.03468034132392979,,0.0014686975770938156,,0.033995267685728046
VASP,-0.052285203520726846,-0.0867587470785569,-0.01421921861474546,0.04234850368269418,0.03759468081372707,-0.14974624882807724,-0.016717886956057422,-0.21996690068863545,-0.07896977130232677,-0.0792413930821609,-0.20732347594526856,-0.01092055623991938,-0.07633134658310473,-0.007369338185551236,-0.0686809927857571,-0.0022869339515204264,0.14382126133680223
ADAM15,0.004234405402949859,-0.017945242141173635,-0.06069089038950534,0.08030906716879231,0.00680187498438812,-0.11194056927040832,-0.019996026803030323,-0.230362266670819,-0.09439278083825157,0.004521810494377445,-0.1656293301287172,-0.03154861098156628,-0.07753376387361158,-0.02986116012850953,-0.10068465929485851,0.01634223377562894,-0.041875937284115455
WNT2,0.15578839487794885,0.05174168996531444,,-0.026576269278141253,,0.023507834439675284,-0.028904725283024794,0.17215557634741113,,-0.0177659814325415,-0.017642342358101755,,0.10823356058420153,,-0.02269576022754965,-0.007145589567969257,
CALCB,-0.0495966122653796,,0.04916735191880706,0.02712235381122396,,-0.05020659304282237,0.025306612955621813,0.14502702002690307,,,0.05981402102229036,,,,-0.029525334446683274,-0.03150811431987435,
OLFM2,0.0629868911210783,0.00406585046449005,0.016369296416183683,0.045618982579643814,-0.006157428552489897,0.11580414348606473,0.04985831110577351,0.2757976300850117,0.0454326078780258,0.03297508989002778,0.16713421337002513,0.001525390449726679,0.12081667151990046,0.00869631920202721,-0.026982081794527588,0.007432055932694898,0.13146947510197587
MFAP2,0.023007181303126283,-0.08685345946459165,0.017843961986400834,,-0.04994265459509191,0.02300399374688182,-0.03584031562997713,-0.23896763256353046,0.04682062998190502,-0.03560685307859267,-0.0900965465235494,0.06493384459756574,-0.037663330777973625,-0.024426536749676313,-0.07212527008042594,0.08511564473722404,
HLA-C,-0.24336739554459375,0.0167632220861957,0.017666911671606673,0.12413903701272394,0.10570821766286462,-0.006510320822716451,-0.051081195071018534,-0.4886356327686698,0.07809499881365287,-0.050943885153678745,-0.5183768223507501,-0.09932008153711609,-0.3025037906684571,-0.00518761341809475,-0.03584072008833695,0.06626979691773702,-0.05259293480196847
THBS1,-0.0718644810672053,-0.06318745591786727,-0.02136404296060669,0.01645773352686333,-0.005867591930159399,-0.16246526021759286,0.0379095958704344,-0.07442994732075686,-0.11889783741829651,0.01855939192325038,-0.17697820249446114,-0.03564048348241895,0.05155457483937719,0.06656495896552406,-0.09563968479479319,0.04278114566604593,-0.008985307614582896
HSPA4,-0.06190755254993636,-0.02603642886725633,-0.0370488482397321,-0.012282472448684047,0.07909272852218752,-0.1025302873679679,-0.01600593028165542,-0.017002996403121143,-0.12154102115977922,-0.018864440863747486,0.1400986666862051,0.019613894030719142,-0.021573245724376484,-0.09585216661921261,-0.004180887396188797,0.009459059489711371,0.027945423701638127
LMAN1,-0.21326203883976116,0.015084629052246166,-0.03732160498463402,-0.10200331727868804,-0.08617630259346466,-0.18648353838021206,-0.008484981180372561,-0.4312821323212005,-0.07803485119841028,-0.019720124112087352,-0.08886246186583231,-0.04087384559697183,-0.12828976471280615,0.00632493924647003,-0.1284506882760949,0.07265140692218847,0.027803662932562114
