,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.013977905554120958,,,,,,,,,-0.0177712168139547,,0.11315585100622878,
BMP1,0.0371121457102829,0.02052852435497776,0.12541967699237533,0.005268594704708476,0.12949209654294863,-0.06822709557788292,0.044339645179170176,0.1927862965888077,0.07818663153982022,-0.02042180849505362,0.005800628499154532,0.03574650400372206,-0.027181105110075453,-0.04740451801932064,0.04035687156193457,0.0007859496888809871,0.026909027804912954,0.1021906824260911,0.03336776706297876,0.1789630525912878,0.03766634553882309
NDP,-0.0007437036702118303,-0.007197243872063344,-0.001900818671209915,-0.016296027476683298,0.07049827930126372,0.05900361112512831,-0.009614736145047549,0.002368585510869397,0.07554670754596725,0.02789074567717666,0.07318868912814896,-0.03590073185968215,-0.013752212038468855,0.021073746471664438,-0.030283041451449152,0.022454912083722602,0.031504437743288656,0.014187364501452636,-0.0005952129923238958,0.011954964225020353,-0.04798614879578524
TNFSF18,0.032657832938666705,0.06510100501685702,0.033888461753017116,-0.027397725973356983,,,,-0.008271874210915239,0.08843408593401046,0.03279244962051357,,,,-0.006253832968888261,,,,0.09093025844541108,,0.020339413076936576,0.06920898000412168
IL36G,,,,,,,,,,,,,-0.013552787379479524,,,,,,,,
RTN4,-0.08526777398676628,-0.06231657548606521,-0.033875923687075184,-0.02211740692116599,0.07105493125157994,-0.026766370328328765,-0.04449211371406584,-0.2299549344441109,-0.0647528974501571,0.03499972050332325,-0.015129933821873382,0.03419731123889555,-0.052541324961216315,0.009540072769484917,-0.030920156878379245,-0.01713535795193717,-0.02990301733179436,-0.06645914259727861,0.001469921832313697,-0.032604060614088236,-0.060906874208590984
HEBP1,-0.0064559833545800695,-0.02548960261676774,-0.010910909278218396,0.042605286346068666,0.01562585730853236,0.02702517814708431,0.014701792717416834,0.15717849403673625,0.010686717601562819,0.01651244617401375,0.010901272159776362,0.07727479312829082,0.006003642198613631,-0.07546521524360315,0.001763294333433891,-0.025291514818364037,0.00441967872060201,-0.00645093938703468,0.0274148627618806,0.05113016337326729,0.005138913578182888
WNT7B,-0.026278132868936262,-0.05440916707364131,-0.023737049737011327,0.060709510607211,0.039819223768771464,0.03725169931069306,0.014049426579695282,0.0016154062388972171,-0.051287770767140306,-0.02103539983489075,-0.001107063459928694,0.07718815298271246,-0.014896075172232534,,-0.03925396164737069,0.005493813495831406,0.021045881151126784,0.014409519388569957,-0.027240234694129735,0.03687624521485288,0.03208733367528851
PTMA,0.013821850242085269,-0.009462120639876264,0.02625037819353754,-0.00920252442288753,-0.006518150891794094,0.003708354749296364,0.0075636925746438545,0.3448132282449853,-0.022879533776327628,-0.03787344011058682,0.010880785445914082,0.01189031173285179,0.07576619146193235,-0.06088421261507016,-0.022607006539315064,0.0010224052916021921,-0.11052758173907977,-0.05550454843699442,-0.02309006375205479,0.08612446011716818,0.07891654490124565
FASLG,-0.02627814029769711,,,,,,,,,,,,,,,,,,,0.013712443063445334,
CEACAM1,0.0866266159393767,,0.04214080113727362,0.03659430335378514,,0.04054873108548136,-0.03000365369603601,,0.03077112283354178,-0.0027069929802557243,,,,-0.03797924232027272,0.05054080261677839,-0.024907859230128736,-0.024239174932964198,0.051508793474852134,-0.01807973994030741,0.054125081176698724,
