,UKF269,ZH8811Abulk,ZH881T1
IGFL3,-0.0156972146230857,,
BMP1,0.08550770855561417,-0.017930061583146046,-0.07178450615543386
NDP,0.02097512956210039,-0.017449330577376135,-0.001797557482143702
TNFSF18,-0.02330989247198578,,
RTN4,-0.13112345147508014,-0.006557385720421663,0.11617853391981199
HEBP1,0.05118319428528517,0.09732636426924542,-0.022737109235826114
WNT7B,0.0187288898745145,-0.03348585862747944,0.011127614017564551
PTMA,-0.09192371624773496,-0.006080392898232702,0.043574211711398476
CEACAM1,0.06357785044442811,-0.01876377817403786,-0.014826660010939217
PDAP1,0.08751613494503943,-0.04523968299088932,0.026017359223034636
QDPR,-0.1140270705150974,-0.04506951793447705,0.01842558612593036
POMC,-0.009982308043697362,0.044915215613551926,-0.02425446806434076
CCL18,,0.015990796893976332,-0.051059246803310546
CCL17,,-0.01331199242208759,
VEGFD,0.03477653393139892,,
TNFSF13,,0.05865036408895982,-0.016649345471941492
WNT5A,0.1006472678959589,-0.003834166537946077,-0.05596903013248939
CXCL8,0.0341888111551992,-0.06166786869492056,-0.0644091220139548
GRN,0.10883351559734578,0.006383112295913972,-0.0904493359356785
MIA,0.11070479174710751,0.0520111441097982,-0.04010184038794825
COL4A4,-0.01546843988267206,0.025395255519530927,-0.004081316656885841
TAC1,-0.08443850570280491,,-0.02558021237472765
RARRES2,0.09774247250698744,-0.04989578270828623,-0.07049371753860657
FGF7,0.04664534278879292,-0.017851922438067,0.06618545101572144
HBEGF,0.033276316261855475,-0.009901533234122096,-0.017104736110771786
CSF3,-0.016365311665370638,-0.056252181693966674,-0.02125604242765842
PI3,0.06428149384720439,-0.05595338612955509,-0.026147197946676023
PCSK1N,-0.01007211509578489,-0.02769296227401709,0.0327084717439981
NTS,-0.001272255150701766,-0.031055492593389047,0.027850943438463314
SFRP1,0.0329410982053267,0.006307667434506699,0.07781181147802987
CXCL13,,-0.02990146432087105,-0.023848860673212756
MICA,0.06666026746272653,-0.019364690440917393,0.013563785876187102
TG,-0.01975146700880136,-0.017688309740104317,-0.01749404955065673
ADA,0.07958655689401865,0.031009232742633452,-0.05722794219592922
LAMC3,0.1088764502411225,0.021128759802787975,-0.058893273308989726
CCL7,,-0.019951608218177798,
