,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TG,-0.024771101800123152,0.019871903562227677,0.10671076078812543,0.010439660184306166,-0.014875241875216496,0.08841127857312402,0.03842483270933265,-0.0177921691072061,,-0.025230138856670067,0.04575380192607086,-0.020616629906289385,-0.03350206971808076,-0.04525036182775143,-0.011415812239738607,-0.007503054805552044
ADA,-0.01301659666900837,-0.03636471776085018,0.00892691402317077,-0.04528111845393402,-0.02906024617630819,-0.07780624006137608,0.004784282869329697,0.011296943959295315,-0.025266472322756563,-0.03868397331113176,-0.049066722333488265,0.03769887486622399,0.02271583762036472,0.02215681394508733,-0.010800088366341005,0.00227451178187936
LAMC3,0.0579992424452692,0.046430371980822276,-0.00015353577273416124,0.0039964649110601266,0.03092395928794094,-0.07220758630313258,-0.033940953945661344,0.0031095601900965417,-0.030555876930138788,-0.030833133774860712,0.031335083136728364,-0.04476333461077041,0.07071753446361745,0.016081618073655053,-0.08831049884064737,-0.019675820887526597
CCL7,,-0.01663305230686785,,0.08599520477594841,,,,,,,,0.059150981736710295,,,-0.025034077021415857,0.007089257944501619
NGF,,-0.02855812482871325,,0.0002635954829871797,-0.014194970542059888,,,,-0.029212720098678962,,-0.04214420968394567,0.02147955893789099,-0.022027415392213773,0.08183309405987195,-0.017201200279099105,-0.03710851609481583
TNFSF15,,,,0.0011729360321452347,-0.017235806244855018,,,,,,-0.026292349048848522,0.043895854060183113,,-0.007645626443901313,-0.045348012436160545,0.02428616367459053
HMGB1,-0.05836257778409045,0.021951221324898483,0.004764395689797579,0.008280356683837366,0.0003408602301180534,-0.07970799508206426,-0.03479482681470302,-0.01705595367017831,-0.0010145633817916584,-0.006986787026310608,-0.09223832515151326,-0.018329131225486062,0.052735456670063116,-0.06085112275030305,0.07480608503435525,-0.022988099346638403
ITGB3BP,0.06078058632289891,-0.0045741707779984805,-0.029434576853686136,-0.020767919039759556,-0.028319849846449738,-0.052261823098888695,-0.004769125799084987,-0.036515218900501044,-0.020528073200199486,-0.06053613564912602,0.014953712788568817,0.023555447835216736,0.022791601991715007,0.0451199365069519,0.04841879370234986,-0.03553971237299039
AANAT,,0.04765071904731874,,-0.021717318947813737,,-0.011313997337888074,0.03184042097622202,-0.02050931832598647,-0.027464253096393887,-0.007372457870535479,-0.029537749745758582,-0.03357331734330526,-0.030046814830270583,,0.11837072711667328,-0.017905005571845677
RELN,-0.020535900127526124,-0.011146291648612004,-0.004963741393251387,-0.005811682951300154,0.10930396817802931,0.11474845664818949,0.007524578914919717,-0.006511062072751231,0.07279947798991203,0.05929321608924096,,,,0.07588231797998708,,0.10681903230028487
IL15,-0.05723846144660515,-0.038377256383932516,0.06294574613087314,-0.040588776057291706,-0.012264300800055618,-0.029511515463691476,0.025067404063910396,-0.01697468371344705,-0.01619640058709044,-0.020895891129042166,0.0673015750006231,0.00876279993121419,-0.015679403802779105,0.032139138261288946,0.03482441422428153,-0.02385991965765649
UTS2,,,,,,-0.037320852658619084,,,,,,-0.028590136867952032,,,,
BSG,0.029121895681421404,0.053521965495963254,-0.005240195168868076,0.029176540111282477,-0.044770345369875515,0.07046747930688244,-0.017600935151190437,0.04621959953856023,0.11345053487742429,-0.0430544198802441,0.0692954803554101,0.006531603089870551,-0.010902867628925414,0.03366734182078158,-0.01355771732860621,-0.05318523696492677
ADAMTS3,0.02855427225702923,0.021156949332848715,0.00249287828383061,0.015225002425157952,-0.019754240681094028,-0.09922185805288525,0.04800305559175187,0.03592015578152705,-0.03166909207108169,-0.024744620190728955,-0.01591826329130127,0.014844232669903763,-0.012253482191717955,0.012473348475244133,0.055140193771373545,-0.04444682819808538
CD34,-0.013341123585650242,0.028181972699450636,0.021165430371435895,-0.009312544874919107,0.02318843112556608,-0.08039975182454388,-0.00126782478280129,0.020486427144458395,-0.0036116818137951396,0.031592687513759786,0.0006015381240197885,0.007486763446180586,0.08893318629303631,0.02043645350791975,-0.060368454767695166,0.006492622629024156
CCL23,,,,,,-0.012873532991649034,,,,,,,,,,
PLAT,0.06922554245191222,0.031597172034805804,-0.010479825911113091,-0.029362184050665423,-0.06062646202744046,-0.05236242145751723,-0.0204012537872865,-0.015833462818860916,-0.028450164696510093,-0.039687668784715704,0.006795936241398666,0.03473394696371507,0.02650361656288696,0.000334630463834312,-0.016412593583177433,0.0043673198346112505
NTF3,,,,,,,,-0.033106932368786084,,,,0.024776945264339732,0.05636190416339704,0.06674047912186626,,
LTA,,,-0.013060769508450355,-0.0048564162178151606,,,-0.016464804801044106,,,-0.020895893708440715,,,,,0.08596680602529323,
CKLF,0.008777604881414911,0.01915806384365843,-0.017262397393975976,0.005873537203719387,-0.01406199980536447,-0.07818077949442544,0.013402342314744768,-0.001673606978005036,-0.06758214592557357,-0.0370253535733968,0.09594844852684362,-0.04834962072025402,0.06915696189644291,0.05620089340798161,0.025241750629135053,0.004225859686513334
CD24,-0.0486372020181675,0.018354208803465253,0.031796247566550646,-0.06258875662316307,-0.06999595754284992,-0.03607331516382101,-0.0171901750845174,-0.040728431458102336,0.0951069799196026,-0.014207484980740549,0.07229521092476429,0.11466336254776474,-0.003713688275725206,0.10587180848391829,-0.007114585215129493,0.022948435243029072
HSP90AA1,-0.05919987534677879,-0.03878408695021245,-0.023971749574576144,0.0036355096824049384,0.019163468349362688,0.12247307977514145,0.03544020662229938,-0.014635870380274058,0.0563668376460225,0.10400919376421273,-0.10969006126115259,-0.03458791808747925,-0.12745112960982002,-0.11855361499255165,-0.053604529190469104,0.0031876336057176193
BMP4,-0.02549305990657257,0.0375128992037185,-0.013845181301340317,0.0038744255933233825,0.009484960216499824,-0.022028507080231616,0.0031399782489424564,-0.012254997303106883,0.06737585803729687,-0.017805459659967857,-0.03750426289369238,-0.044998842346733584,0.02010261093297226,0.009176333643191517,-0.036969169148482625,0.02474706297454336
SCGB3A1,,-0.01663305064358484,,,-0.01565559688154105,,,-0.017299810603243298,-0.0483447712659436,-0.01458087829311278,,0.018903248138269886,0.01771630693891778,-0.044161879851407154,-0.03598585915673411,0.029256130132896917
IGFBP4,-0.024780349394942155,0.002260918278899461,0.004890563324448575,0.01662536012912364,-0.0013123649473833735,-0.06418343752133678,-0.018526747000522474,-0.0055270579575668445,0.04915598183481786,-0.0265279718807156,-0.043665232148907655,-0.041582679019043986,0.061987071342433114,-0.011729132659102954,-0.0538040660840134,-0.03202369771958122
RSPO4,,,-0.021114225586999998,-0.027741148218234982,,,-0.019149570335417233,0.03245581635365933,,-0.028985894252372628,,,,0.051546057628429856,0.027467366082601037,-0.041967337369295754
LEFTY2,-0.02452618302138634,-0.015882710462969445,-0.013221175629626885,-0.01537611583253641,-0.03515481064751819,-0.0711926489601247,0.03240297521128954,-0.018969451133076992,-0.010704439894628713,0.027211438859504992,-0.037746740855723444,-0.03248663393136987,-0.00988134400643325,-0.04548072520596235,0.03710579529312036,0.02670676494543598
PF4,,-0.0172541200475441,-0.011880545012175298,0.042101209444483444,,,,,,,,,-0.020464731659040683,,-0.03564763323629405,0.07986194687195951
ANGPTL2,-0.07531283892070656,0.010456562385162526,-0.014802171495526132,-0.040882122976734665,-0.0008431776299548032,-0.07587496820755497,0.05318116290949379,0.030855484611089085,-0.052992537104115264,-0.06683167723143188,0.055437982562655246,0.019864657732450688,0.12162601875552717,-0.02268615864008349,-0.043048271888147305,-0.00839745651342726
LRIG2,0.0040276015212451725,-0.022970000884062515,-0.04950501575939919,0.02547612735900946,-0.007168810084175287,-0.042532229710610464,-0.01344060013441422,0.012578708586691729,0.014687598718317558,0.007840608418071396,0.08663938346819552,0.09555707267434468,0.06271177813887323,0.0031994392471273968,0.0492864948906552,0.020743423075418575
ICOSLG,-0.010159482387144836,-0.04516530543230684,0.019984597252300555,0.05511015709476746,-0.030141577285364353,-0.025549037522340362,0.0688357728285475,0.0014552091521480815,-0.0006254390796645553,0.006063230379125896,0.03951844185453459,-0.021596878525500143,0.04431417879602948,0.014700252702445075,0.061833860737233466,-0.0203426344778221
WIF1,,0.0023192020115348597,,,0.052386993648518336,0.0803764802582564,-0.014777269857197104,0.09336849940749015,-0.04100198258599521,0.07660770369512447,,,,-0.03604944785995804,,0.031226589284542448
NPPC,0.05624252471619466,0.06515573875646405,,-0.01913562954711679,0.07705805406751877,0.036281741779970386,-0.028825758209630455,-0.024042499590672096,-0.04008763023124505,-0.07988274552501405,0.06393658996575573,-0.011084368469984047,-0.027902668929274232,0.0023428920665033923,,0.01189908233899104
LYZ,-0.022311261513044155,-0.02734412843499974,-0.006837572475450243,-0.007538411257492749,-0.010881622422497529,-0.061138334722775,-0.029592860815741726,0.02213848126668364,0.01637151132666207,0.0672194636450963,-0.05717749198010036,0.03105276538812417,0.02570615972379926,-0.016226739971399916,-0.039950524601700996,-0.02682262097845568
EREG,,,,,,,,,-0.010958142679862845,,,0.007159834137202561,-0.02738349365244682,0.03228886042280869,-0.0538361834774445,-0.011318638657670932
SPTAN1,0.059750378394243554,-0.0009863877041557541,0.015475112848304771,-0.023450670808654962,0.04950188924682827,0.04439189692661918,0.002586679666741185,0.006129368760697046,0.020945408871966418,0.018362085668607166,0.10598574468932292,0.027002767333276976,-0.00402939926388356,0.11466933942739654,0.03478130112983789,0.03928517680081786
PTH2,,,,,,,,,,,,,,0.05561925805434145,,
LIPC,0.029032075989771998,-0.02112357809378641,0.05339306426974133,-0.03360670948978057,0.06169894979704172,-0.029591601552781066,-0.03580207189029177,,-0.05382142353928184,-0.010865512658429359,-0.01409915037325724,,,,-0.008393219894320226,-0.008607038948165134
COL8A1,-0.031118599990332556,0.016505179629075696,-0.04698150268405272,-0.057086166807636965,-0.038655953743787934,0.021086044459908054,-0.0024646189409703624,-0.029533247206941397,0.008254523144127925,-0.041818334138971,-0.03670649809214957,0.010532468035167821,-0.00108018037427808,0.01613370842284928,-0.09297636850785129,0.022114745829416672
GSTM2,-0.015623170943119494,-0.009954562590028354,0.0355805015256428,0.021839374233411847,-0.010371117746575667,-0.041446415295938094,-0.03211591589259158,-0.03188776723196503,0.04888956370492693,-0.013843683229363066,0.15418095267684587,0.018972503565829288,0.09719007153020551,0.06934773607463393,0.037304192838735664,0.007355729053265904
SPX,-0.06350090160547739,0.006895671567446724,-0.004006950378790478,-0.008627081133359043,0.03248088602983281,0.04715157949665684,0.06142075773587086,0.013595788885281065,0.06535798146396858,0.06512866972305065,0.07223190017842009,-0.026751740588836746,0.08475041226758666,0.00828343410813066,0.17987724657604506,0.0683721547682468
MFGE8,0.037435256471037084,0.03717093434310476,-0.05741152385353073,-0.014377514881890758,-0.055378456824151455,0.032088540298293604,-0.03211608730520782,-0.05141820349027608,-0.020425454739734953,-0.014494742686771369,0.010920996670992127,0.015968087182276932,0.007368417566055834,-0.01299043553370016,-0.055648853115977163,0.03759240597329762
TGFA,-0.01493982470520323,-0.006566387619598831,-0.04152561601407822,0.0038254065822069983,0.00810788868178169,-0.03707088967424281,-0.03244260803651568,0.021137017496456797,-0.014194265735954704,0.002726039749051843,0.04690295944876327,-0.019267713991804117,0.04518832545856798,0.004876474044129196,0.04810998687108458,-0.02419457385984086
SLIT2,-0.02549305582730068,-0.015946281900051266,-0.030978151086515797,0.005355810425009612,0.022478263839144842,-0.005176207049041371,0.05409850019960914,0.008948625403637075,0.04547024354043686,0.06054317126537379,-0.039998510263357046,-0.014390282995473477,-0.0031855725081820652,0.021713645214048147,-0.022693900861153,0.011469590562656276
PLTP,-0.004532826342261391,0.022035321265941814,0.0023383765432795807,0.03886035378200704,-0.03745208544524607,-0.1034899678329732,-0.0071388164181423385,-0.017785520395598175,-0.08215716497338278,-0.022506711770195753,-0.02323032642505526,0.005323994059964837,0.04679447860785016,-0.10732466797568026,-0.030772624031145793,-0.036044945120713705
APOD,-0.0417556369892425,0.041098992679462536,-0.0402452925654709,0.022951989361639478,-0.03471628387932109,-0.03801223799108316,0.021221342674503072,-0.034901545745636545,0.021192882498081194,0.07447409441388123,-0.058485364001302526,0.053536424990688405,0.08793351656763451,-0.0786911635043716,-0.09801309951283003,-0.00541298501951283
B2M,0.03418994452465454,0.011931354427135131,-0.05562457128868018,-0.008049530942957085,-0.0180392491239649,-0.1210290373974351,0.042127155922643225,-0.009549800671034754,-0.0303450416847143,-0.046102572383420866,-0.12118980697435748,-0.03760740720855144,0.08872763415518574,-0.08372075298717008,-0.11986516041284039,-0.07927658408883777
OMG,-0.05301562542101339,0.040424940838863846,-0.005811838713257352,0.021895829789367695,-0.02726976137082987,0.040115854542863455,0.05574202124344719,-0.023888275866506898,0.0018417626379777122,0.08805256775031148,0.028063043170493195,0.06401620439728278,0.058942867175657894,-0.02086935889824414,0.13947322910139914,-0.004187671918145571
CXCL3,-0.01994824684465169,-0.042608529992125624,0.05782299296566398,-0.024996977201554194,,-0.014854737666356081,-0.040752620814849747,-0.00261570753966596,0.06289875683875955,-0.015048827432019116,,-0.012690753997995373,-0.0017194379518865894,-0.04043554438448425,0.014728470259805728,-0.009008049470048263
CXCL10,0.024898512063173787,0.0387932686497172,-0.006721413995859887,-0.020727617313844933,-0.016763909795792183,-0.10619174194652187,0.06246766016117598,-0.00800060925125707,-0.061997823018570306,-0.023914407964882464,-0.04770769359898802,0.04105783823627171,-0.027449137808620277,-0.025284136215580934,-0.009575350422114067,-0.005451518944750534
RSPO3,,-0.022593885902993334,,0.03151924091115528,-0.0008009556499495544,0.0637880041903192,0.019230946340403367,0.0004137481729956206,0.01910264710576409,0.0061654479272381605,,-0.006721054034427971,-0.0005845522055088048,0.06836440101833731,-0.0254046930018343,0.04323029562501211
CORT,-0.0057351061191061314,-0.012400856532359774,-0.021217901061070955,-0.022466001733247483,-0.02821642271982764,0.06760949717805849,-0.008735932676882475,0.009221460894367768,-0.004138641925842986,-0.03268234413680068,,0.005000277898381681,0.05601631016741478,0.04406769527715383,,
NCAN,-0.010126940579337058,0.07452379080014071,0.03800495146497651,0.039489122925345954,-0.11356254163090877,-0.04947035533411023,-0.030568523421175567,0.09096605846965668,0.030104242251065696,-0.06387620900123099,0.12532553384351827,0.09765101104918573,0.07285993476925087,0.030388051166430282,0.09792313936236496,0.02005569582006521
PRG4,,-0.025014124258679302,,0.03454877037185689,,-0.016093754400000927,-0.012975619968680472,,,-0.018385983340805958,,0.02397843890906845,0.024667978304413123,0.02033884363737145,-0.02753508026655511,0.030635659624402012
ZG16B,,-0.023065021067493585,-0.014296304993454247,0.02235512388145498,,0.11608628624953013,-0.01308278206441785,,,,0.010648988925861138,,,,0.007911401615331765,-0.02804607942361038
TGM2,0.017573007993732705,-0.03432190396545514,-0.033064766902265584,-0.013349821631800434,-0.003973619719648047,-0.05033785552181892,0.04221198106738513,-0.01665141020537317,0.040152149082075955,0.03297851628591473,-0.05554625686880819,0.008449544945018308,0.001683984762204097,0.03634622352564671,-0.008484366114194805,0.03720337269486611
VEGFC,-0.024771108578587584,-0.009349750446070346,-0.018357006155505052,0.00010074343450461837,0.03588718807580621,-0.021218604717420226,-0.035228704349820984,-0.0007325156498390046,-0.033957896804052166,-0.0009848470382785586,0.07219589542064558,-0.012215791667978444,-0.033037514584542724,0.020903565650579634,-0.014728278971655628,0.012441072898645497
WNT6,,0.023402227184564677,-0.013221175976610072,-0.00856054024346514,-0.012579393721637395,-0.015826100066451895,0.07770263735608991,,,0.0043398173544130685,-0.03122712424159507,0.030899352784477564,-0.01866607482304177,0.01028587545360989,-0.038256388977822305,-0.028980014475591176
NRG4,,0.05176471997270483,,0.12017177300485135,0.13126815803953987,-0.020045792065002434,0.01995081363659307,-0.00029030787805752633,0.04677752142685355,-0.02188996164236775,,,,0.038883590986912075,0.006625524215504263,0.04271183268901917
PMCH,,0.1381445265617035,,-0.03614500789039035,,,-0.004918593525402228,,,,,-0.038898506555443614,-0.03004681376474998,0.0021999726940942813,-0.04652932405989944,-0.046666155723047074
COL9A1,-0.02867349880905086,0.012176585111355932,-0.03283814958057433,-0.015893858016752232,-0.06088205475587658,-0.007229792470343874,-0.03506356462693758,-0.012213779255829003,-0.029634756857931988,-0.01144385590615505,0.0033927541697007907,0.0701420205842447,0.061720027324408636,-0.05055229665296387,0.05600148467472393,0.01357009036637584
GDF11,0.0055576700897215,0.04488760098460479,0.053540241284593254,0.022732966186538705,-0.035703676867548446,-0.023822743704760757,0.044753914399709584,0.022806628081126438,0.05745739542619617,-0.010816385234539105,0.04738032176996321,0.06145711403626045,-0.0025953802225287645,0.0019521068724236703,0.033180186688779444,0.015873436347638593
RAET1E,,,,,,,,,,,,,,,-0.027868770841223366,
IL24,,,,,,,,,,,,-0.029001789153137288,-0.020138431917389413,,,-0.008463810796119546
SORBS1,-0.022296155863250008,-0.01866590268028689,-0.004559628448825525,-0.04615282295691725,0.019646244556946288,0.028328586445080777,0.059515073634826186,-0.006267472420586371,-0.03488145624211438,-0.012114449396853848,0.03216858151836379,0.041784943134483006,0.030897210257278748,0.014830089970308645,0.04538198122637263,0.04351473062044223
DLL1,0.043860862181466065,0.00843208662331741,0.03016610137238581,-0.010326863338637438,-0.07059221558391486,-0.005010164677686801,-0.005997492150074926,0.015586477815107854,-0.061466658517635726,-0.04836135581974929,0.007953261054498088,0.008607096571762679,0.0825430283702254,0.034480460564417385,0.09018623304630032,0.007100348962994991
TLN1,-0.04990322230535324,-0.01708889346931583,0.02191626246347003,-0.02870154263435327,-0.02778027557622553,-0.09317394738062035,0.015620394548260731,-0.03942867536180669,-0.0108748206369562,-0.07379845785551097,0.018774201852309328,-0.07060315880646065,-0.004952436398241622,-0.03778842196380972,-0.07367176774740565,-0.060702310653910956
COL2A1,-0.023266404443757435,0.046103285346505006,,,-0.01362820755732066,-0.014854742721587946,,,,-0.01527764941316381,,0.03655398942349988,0.01623533824858224,-0.014060471993575213,0.03448366617232458,0.03900756060059704
SHH,,,,0.01640375991575255,-0.01487524346543443,0.08762713909413507,-0.04397157677082206,-0.019863267862542174,,-0.014580877018653246,,0.05621036363429413,0.022362618199861323,0.053577031032944526,0.042470656444667625,-0.021119835744372636
PON2,0.018731134937442908,0.027003801845796236,0.02488209140301866,0.04554651486517947,0.05052926306253746,-0.05029470596599183,-0.013009700075960641,-0.03839683962497015,0.001214493260755721,-0.05237676188737108,0.08136885342499257,0.061595297540063175,0.03306757211282836,-0.06437504537783768,0.140971693987232,0.016678581170905624
ICAM5,,-0.044829533808019996,0.022465905491312124,-0.00013432437782441795,0.06763084636389616,0.012206534089952746,0.1695352352083305,0.06690662395025188,0.012043078798183502,0.08205973379808675,,0.026925371169638036,0.06134116634258941,0.04327959376577119,-0.046476060375435335,0.0993288202851304
HPX,-0.026427892560001328,0.04563119362744788,,-0.02744876008614958,-0.012579394570206282,-0.021631600218975828,0.061519898179984815,-0.01729980883956927,,0.00156998483561055,0.14582866419330223,0.036176335149550286,0.09503572032317423,0.0015277594338633856,-0.014930817425540567,0.08832173080710755
