,UKF259,UKF334,ZH8811Bbulk,ZH881T1
BMP1,0.01305968055999886,-0.00788732969531311,-0.017674618405179567,-0.03986465922124765
NDP,-0.01969983663194537,0.00023008297356797992,0.026924090213142716,-0.017545100246708387
IL36G,,-0.013752911436744552,,
RTN4,-0.00013693400620051608,0.039959915026362175,-0.07338186434369741,-0.06270684530518501
HEBP1,0.021950898315226813,-0.03185203061277749,0.01839997564905926,0.029013478483506255
WNT7B,-0.010004403937533496,-0.015116034573743229,0.006330710771217325,-0.02834309791621455
PTMA,-0.05624232907369519,0.033432620171806135,-0.054360661639437806,0.05907520105071263
CEACAM1,-0.026274341079143768,,-0.019200745304839457,0.10252959369212077
PDAP1,0.028269814605702433,0.032818032729213964,0.032719839459912685,-0.03711602456151082
QDPR,-0.018098670020821987,0.05462159257812089,0.08561795767926335,0.03504903745438016
POMC,0.052172494310826927,0.05050989647715911,-0.016836671404957933,-0.03077351301334091
CCL18,,,0.1032106397866083,-0.008868064419988692
CCL17,-0.015228933061595151,-0.012563675042489455,-0.02771748125945631,
VEGFD,-0.01696671315743807,0.011068152359546897,0.022876649828204025,
TNFSF13,-0.01050457719230214,,0.06656632208515943,-0.021124307825891957
WNT5A,-0.03724757214060128,0.044602970216355044,-0.032746388701653646,0.02788888352567456
CXCL8,-0.004534305264329732,-0.0324099790517388,-0.05644089616539199,-0.021736858971065615
GRN,-0.030321893188709776,0.03212013603796793,0.015126834165178592,0.022231573410825118
MIA,0.006274112547177397,0.01956130960585593,0.07734574017162726,0.012505675813986998
COL4A4,0.017819540254289435,0.020652579048925052,0.1049429025752402,0.003299244820961604
TAC1,-0.03596863659930878,0.0381497089647444,,0.016445296710870996
RARRES2,-0.0086689462489013,0.05186679090535598,0.032063673714310306,0.03172537585522287
FGF7,0.03220261692716995,0.04238013288550371,0.04566216126650983,0.04036568778370076
EFNA2,,,-0.018249023439290003,
HBEGF,0.0038277588245222835,0.06822174054914265,-0.0003448214146406956,-2.8741239471682692e-05
CSF3,-0.01815156035249213,,-0.014724590146514255,-0.02696917930850742
PI3,0.0064015429562423775,,-0.08010966565096604,0.04005075634014885
PCSK1N,0.023643861451179814,-0.0006498703690049745,-0.015586562396444337,0.009944164376443637
NTS,,,-0.022232972063605513,0.012260226750749507
SFRP1,-0.013287832749183917,0.017656850100119578,-0.01729245881476762,-0.014700641146328169
CXCL13,,,-0.029717052990422446,0.10946529837102738
MICA,0.014486487887828062,-0.002023721248924615,0.02862364991209489,-0.01037675952785651
TG,-0.01433967678409954,0.10314583966922432,0.04890817693775201,-0.02219604899497507
ADA,0.0171024711968584,0.030846300786324832,0.05360918004972082,-0.029479908303686752
LAMC3,0.006644332527410174,-0.009299680294243473,0.028398173022014386,0.007186054608831654
CCL7,-0.01036756340398213,,,
NGF,0.07910952338766641,,0.004911104445117053,-0.019926988952512263
TNFSF15,-0.011544788921364697,,,-0.01674739734690233
HMGB1,-0.020723544157428705,0.07546484109479432,-0.045574209593089214,-0.01808572400321668
ITGB3BP,-0.0026745205697339875,-0.00011027598333715168,0.009841542128390538,0.023683664868727194
AANAT,-0.010504578313435669,-0.01685296834100163,-0.008228039535398989,
RELN,-0.0182335955038965,-0.018657690592845277,,-0.02022904104062018
IL15,-0.03646107877651634,-0.015630349204753258,-0.017235440785769565,-0.031291274680276364
BSG,0.07280647142972375,0.009737227810143658,0.0309276398769262,-0.06667490394100006
ADAMTS3,-0.030445222818744188,-0.025972595802781096,0.05147438432522923,-0.03390580632038421
CD34,-0.015860319537084843,-0.016712820888648065,0.0539259498791315,0.0410291926995551
PLAT,-0.0027537753470989546,-0.007542029539081225,0.05662320347023839,-0.014623276722320513
NTF3,,,0.03005767177037413,0.0069853908381673074
