,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.022929381210609754,,,,,,,,,0.03148865400096194,,,0.012621059540289152,,
BMP1,-0.02008286530523533,-0.022075944468616857,0.031630269610621764,-0.017197325316244662,-0.011805813804229905,0.01348414911390357,-0.06546058746803238,-0.06579854181232848,-0.2719652966125877,-0.13256981358377282,0.005209023958829175,-0.11607783764976057,-0.20371777396860075,-0.019361050594513547,-0.04069529757828711,-0.08635953619303269,-0.08445508473159184,0.01701705273080947,-0.169491589124605,-0.022395577418712936,-0.030149218266989148,-0.10019399678924051,0.1270221745934849
NDP,-0.01050087027409288,-0.07502978803332916,0.04502931139816886,0.017191756671679714,0.10073474327962186,-0.028903584630974453,0.1466042960795993,0.04378632682315974,-0.013901826995720148,0.027378870609981742,-0.009799710004548216,0.017090544951685112,-0.009226619509901605,-0.0285464841727479,0.04615867741297618,0.007671459262517317,0.11600491518323652,-0.033287615327008975,-0.007508980311526822,0.027231167364974235,-0.036154104166049084,0.0420857162122799,0.0290680212439456
TNFSF18,-0.02427413320785114,-0.04535978236459004,0.018908794540775598,0.010120109703538795,,,,0.005875299398637442,-0.08106612237288471,-0.02331877163439316,,,,-0.038036975877573376,,,,0.04616273234346726,,0.04781302308611134,-0.0394648036664801,-0.062410429557644705,
IL36G,,,,,,,,,,,,,-0.05766088299580816,,,,,,,,,,
RTN4,0.07940379999510369,0.329831161240001,0.13080849658524824,0.05141954040971432,0.0188881956378482,0.09615880778037948,0.15126879356411085,0.312450208965837,0.41363594393534925,0.22060211354928996,0.16104784308347708,0.2768082368772649,0.37426368455340103,0.07483756120866515,0.020483551962065014,0.11616692868793746,0.05958596228132312,-0.015294053475449935,0.22300666167823183,0.023292271226758636,0.0721274791073092,0.3345252667181434,0.1595033198206965
HEBP1,0.02240238488483404,-0.07404890263428403,0.01712472635231122,-0.012958998649559387,0.03094108964094659,-0.018514067394228114,-0.01576451812081336,-0.15234120752536964,-0.16284445467393252,-0.018435279447049133,-0.015315386104213678,-0.07087130025072397,0.011624156063675391,-0.056502976345031646,-0.07785732072249364,0.014333924127806352,0.006122089802838503,0.0012488385977490607,0.053016536023350665,-0.07219393434719569,0.0042210735062353216,0.011471309412785177,0.15889418893007362
WNT7B,-0.0023796911217306245,0.34349477706694787,0.07415089228761106,0.050303701176285964,-0.034850304221166396,0.05715059547167604,0.06759087563900765,0.08675997910482944,0.261538968586894,-0.001510194650383628,0.06215986489342948,,0.08015063919443816,0.02770143188500443,0.008268216774341407,0.04497955797539424,0.015613224369434525,-0.002351787512261252,0.0814872200076384,-0.018703064177168435,0.004186300771916029,0.09087426980478303,0.020550154620600822
PTMA,0.05114594205940894,0.00894867204233427,0.01846782631711158,-0.04201117928190354,0.1134182459217857,-0.012536277211213632,-0.07622192695144318,-0.33790244571858297,0.08239479381683595,0.07247940771612829,-0.13682151293914616,-0.3452039092023604,-0.32564302130597766,0.07415153665805956,-0.0026105511346835456,-0.005412783230343631,0.07495782206714784,0.06801723933192975,0.01686485379203397,-0.12029689413081165,0.02408578064588044,-0.15121723903557052,0.09580668682734501
FASLG,-0.032348538838628524,,,,,,,,,,,,,,,,,,,,-0.0202913091108586,,
CEACAM1,0.0063315149835215115,,0.0008198743083488593,0.07653733549174684,,0.04016456927940793,0.02467218912399553,,-0.07450074265610795,0.044212061672044875,,,,,-0.028418675980344622,0.08283784945957133,-0.01243258187376596,0.013339140747605005,0.021030094509037544,,0.03306603515561026,,
PDAP1,0.03717898536540392,-0.0840036459617111,0.028688982092983078,0.02312043052132387,0.07732123922041677,0.033791376939794934,-0.0871405904468092,-0.15699632825652798,-0.27170926675422885,0.002023602426037952,-0.04427543520736584,0.026615574043100488,-0.1616710050964312,0.014755690316311038,-0.0920042372552211,-0.05517781883481439,-0.010935010285158912,-0.060281664716090984,0.012224928714725816,-0.04576167300845073,0.009497538463871883,0.009762248973293476,0.09385512961113113
QDPR,0.09497939882825275,0.1966929420265369,0.014186202018838402,-0.003196505224805957,0.08807901937405029,0.036715795802147004,0.28162241168438285,0.09615181421131916,0.11853657011293434,0.1259042539792449,0.054546407475760395,-0.16764187317246992,0.07142915425400387,-0.07762840485866553,0.020492145615016916,0.048204611521616175,0.12196942246970333,0.08787614002635728,0.029155320925394173,-0.041655649091429534,-0.002587287679442171,0.25938800500790754,0.03190013634694119
POMC,-0.024321341338143065,0.11603226152085089,0.09572104186668604,0.003574616135811574,,-0.001152095974529148,0.14084178998417257,0.11542375574958924,-0.02289702731419238,-0.01440804464982158,-0.0265620597508752,-0.07054508738732243,0.08341470966223898,-0.02305231692787346,-0.09584762976705122,0.021113333163242372,0.07113825126620903,-0.02010485335852462,-0.031141273446290085,,0.02994524940823938,0.04362353934738233,0.05489295948950965
CCL18,,0.040689624167332225,-0.0031647473171914735,,,,,,,,,-0.030633669691790478,,,-0.031253787495761236,-0.06526944871447238,-0.06596873435546881,,-0.07046397895031459,,,,
CCL17,,,,,,-0.02129103096895159,,,,-0.031620136592889946,-0.011654544466443708,,-0.004963245892528345,,,-0.1013149176283058,-0.0045943622110943,0.011398981642012997,,,-0.01839179259688656,,
VEGFD,,0.03552709657015398,0.04298919306131523,-0.01988775449706006,,0.00908953138734558,0.041432774066212194,,-0.09793547589517956,0.04680849792600735,-0.04758501088451036,0.003973639470433795,0.06464292951047469,,,,-0.00379046981150197,0.07058954762666658,,,,,
TNFSF13,,,0.008002764373831173,,,0.03031080989054871,,-0.016126359383556287,,,,,,,,0.030760557752964823,0.011250819543732532,0.06211312858898268,0.0012411529062654133,,-0.015518939560930053,0.03989006644470439,
WNT5A,0.007951859099116464,-0.10196361005814843,-0.048704573216095975,-0.08435938595492465,0.0032544088388163648,0.02124455669343409,0.062022183174697494,-0.21068363957659364,-0.25292374991484273,0.05886584869130486,-0.023972804145120666,0.07164091812032183,-0.09940322308403733,-0.11848478360833793,-0.0783409850413807,0.0221476272162168,-0.001655990165156026,-0.05607931523482596,-0.030213069488071707,-0.03458088046480541,0.021624851023535424,-0.1817203256494542,0.06763252708855184
