,ZH8812bulk,ZH881inf
HLA-A,-0.08402416978977367,0.03581993813535695
ADM,-0.024192985708257453,0.04556547225718805
GNAI2,0.07661172943663731,-0.011849302153194685
COL11A1,0.053405487260280604,
NUCB2,-0.013454329740738718,0.13339726650070446
CXCL1,-0.03774930195460266,0.04172587323859587
VCAN,-0.030124001069931673,-0.056792365968228335
PTPN6,-0.07312553063710789,-0.00868495225973235
PTGS2,-0.031046718452275628,0.05362928099307582
CD58,-0.04109006102389268,-0.04010446864745216
TNFSF14,0.010252953294372282,0.020112849690024755
CNTN4,0.001874786937729086,0.03626276480577582
MFNG,0.0364738148278705,0.009556116643444043
ICAM1,-0.01424234668653622,-0.06854737870154165
PROS1,-0.012403497423861265,-0.05559819542576746
CLCF1,0.008259229171415678,-0.003103814877734691
PSAP,0.02180746711113942,0.058588975562894254
EFEMP1,-0.011625529137514974,0.07589591018889659
C1QTNF1,-0.11345136097950909,-0.03295083944496755
ALB,0.013051755355012427,0.004414876238608996
EFNA3,-0.04200787714521525,-0.018365904577832187
DRAXIN,0.04188182587132261,0.07018624838368076
NPTX2,-0.057299672509479316,0.05114807889818695
FGF11,-0.015926221436964174,0.058878080638828365
CD59,-0.04712161516243905,-0.08928328778397034
COL9A2,-0.0024716637011817223,0.015228243024158407
DLL3,0.03285005347893948,-0.013572895544557142
LIN7C,0.015091463842126191,-0.033590482299643204
GDF7,0.022921157805203467,
PSPN,0.011076943988693357,0.027620560841214836
ANGPT1,-0.015881458559272872,-0.003689000309978533
PNOC,,-0.025489458992943692
L1CAM,-0.026959347453061885,-0.06291393713152381
APOA1,-0.034643172214712706,
PSEN1,0.02989522451388546,-0.05594246115385273
CALM2,-0.039209333551791785,-0.01756137971094504
CLEC2B,0.03844421335682162,0.08637629604912982
NTNG1,0.05040625101848419,-0.06521472801837566
LRIG1,-0.06366259361860045,-0.016163245728404465
CPAMD8,-0.0002766193504852504,-0.032021050418606416
GHRL,0.03420959294201929,
NPY,-0.014222308039829946,0.01962639967681169
MMP2,-0.011148987695485954,0.06032052535630536
ALKAL2,0.002575803797966014,
CSF1,-0.04396243590651639,0.003879833273226795
SEMA4C,0.017802629703910524,-0.003353948563322257
ICAM2,-0.05100340698802909,0.11075365824822084
SYTL3,-0.026502496485606673,0.16147925968725382
IL1A,-0.0020882090538095373,-0.0015595771250210039
PGF,-0.042158182574426786,0.019362124930512627
LGALS8,0.09390568646204064,-0.014361362403644499
DKK3,-0.057280621887846724,-0.10142305025543223
COL16A1,-0.06453902991545023,0.053088220191150774
TPH1,0.020090058728190863,
TNC,0.047388119649344376,-0.0027189249101582593
TNFSF9,0.038292110360772784,0.10875038378685888
C4A,-0.018238238163587505,0.01633207270308902
CNTN2,0.02401890525871878,0.07521699631600491
LUM,-0.047230369054412594,-0.04640576827121519
BTC,-0.029354630749043535,
APOC1,-0.02942020134644176,0.07201472154839286
PKM,-0.05944807606187687,-0.11087032620846136
GNAS,-0.011228451902545988,-0.04444714106019094
BMP8B,-0.055431739629538616,0.08547288949162614
CCL28,-0.02364820159215139,
PTPN11,0.006838602266947856,-0.05945956147502649
ADAM12,-0.06895966444176857,0.05749018190835063
EDN3,-0.03671368483180392,
CCL22,-0.0293546320481658,0.03283443457210277
CCL2,0.012930425226063035,-0.08407364842171404
DSCAM,0.07270679381674235,-0.04761163077874808
ANG,0.015795201559730743,-0.0012779161800905228
FBLN2,-0.05800395824878729,-0.015515020988734533
VEGFA,0.07650303936191184,0.11491142004459334
F10,-0.025397284930369815,0.1651362815504337
SERPINA1,-0.018368965352470717,0.014320877397264183
VWF,-0.08766137444530574,-0.04082403952570518
VASP,-0.02756903166290331,-0.09546642363402229
ADAM15,0.026704231313291558,0.05046009630524593
OLFM2,-0.00201328689484981,0.14810405008232114
MFAP2,-0.0458948185328212,
HLA-C,0.000425373698069096,0.012190584918289402
THBS1,-0.0017090734291007874,-0.08027537280093842
HSPA4,-0.05007786074768162,0.04257460477389647
LMAN1,-0.011037483451899506,-0.0205990446493814
APOE,-0.020412876969271736,0.07911631885931479
ANXA1,0.050788906740835416,0.060031647555198214
WNT2B,0.054902270373066706,-0.044307909111089464
AMH,-0.023648198576503014,
GDF10,-0.029846682418906346,-0.01068353589018134
EFNB3,-0.026324584344061316,-0.043379725089994256
LTB,-0.05697289509551065,
ANGPT2,-0.0694338117228147,0.012262644949640902
NRTN,-0.029846693126263084,
ADAM17,-0.03633034748180937,-0.017702985896466187
LRPAP1,0.039507872762455806,0.013899247296658722
NID1,-0.04393981905837664,-0.004498078210419084
MST1,-0.035969487382431845,-0.048423976952861415
DCN,-0.06768569195789458,0.030576160992970152
COL7A1,-0.0532678691117915,0.06463740490293887
CALR,-0.08964911008876483,0.07940293480545627
PIGA,0.015079204457499686,-0.09921701211379186
CD200,-0.05191260073884946,0.007848999092020796
GRP,-0.03266198269813266,
CDH1,-0.022119046552244077,0.09221736707915834
LPL,-0.05423241349893411,0.07780791432141514
SEMA5A,0.03928589402524821,0.031252464765973216
SEMA7A,0.030407964584415522,0.09936658856216901
SEMA4G,-0.03747472362160742,-0.0048214387371498715
SEMA3B,0.042461825842150615,0.0459292869586908
RPH3A,-0.03674768117625449,0.0007632285207370087
JAG2,-0.032731717506875604,-0.013560180192681928
CGN,0.06239496355711421,0.031999595504683266
GDF15,0.007751791022359563,-0.0073801832396332015
SEMA4F,-0.08484337569994865,-0.10889141798417563
NXPH1,0.03285952505982923,-0.02011160576911089
ARF1,-0.012834878520147135,0.08799878838125523
EBI3,0.09301077649104791,-0.009109825389437365
TIMP1,-0.022783109839176904,-0.06005863655914191
SEMA3C,0.08854826978174028,0.050755613112320165
GAS6,-0.08574982189146371,0.06554518095882589
SERPINE1,0.031667231535884056,0.02178530592638911
RSPO2,0.0023339493932819665,-0.03916887275774265
SHBG,-0.012263363503543562,
LGALS3BP,-0.034171411750235255,0.06352082688001225
LAMB1,-0.022628136359536297,-0.01275182108450956
SPTBN2,-0.0018449152988868165,-0.04624269929032595
COL1A2,-0.08354923745985618,-0.04152796908436227
LGALS1,0.011853709999553368,0.034965096140278866
BCAN,0.005925652362537106,0.014911644173480258
ANOS1,0.07530275606091232,0.03016410328071348
EDA,0.04256562839108305,0.053958656921162015
FGF22,-2.1552273741967715e-05,0.042433342496939426
TGFB1,-0.055478379583229695,0.05612707571772918
MSTN,-0.051123757927636404,
WNT4,-0.023038092304757146,
TNFSF4,-0.006009623137336947,
NTN1,-0.07652952434515783,-0.08511270460788803
CXCL12,-0.0318684451000558,0.06376062939166
GNRH1,0.06536016186297475,
RIMS1,-0.05173649031907434,0.021841724656670235
FGF14,0.010572107562833355,-0.0025519492078924155
IGF1,0.05118141357093799,0.04418105366790217
TNFSF10,-0.0494051503189072,0.10530231411170338
GDF5,-0.028453630930739895,
CHAD,0.05348473441600773,-0.034562567998526667
RGMA,-0.004062495479822504,0.05666777473432007
WNT16,0.02523682468460347,
CX3CL1,-0.08277929384728727,-0.004357127565926792
FGF1,-0.030050712055580162,0.0402105494828547
ALOX5AP,0.03331062088390515,-0.009230463483974988
IL1RN,,0.14983373079127632
NPW,-0.02394784530233965,
CXCL9,0.009357793023346201,
ANGPTL4,0.04980657277180208,0.01894241669359504
COL4A3,-0.026356775239267372,
NRG3,-0.04407499174525288,0.042740345900883166
COLQ,-0.01101539846254292,
TNFSF12,-0.0261773684889007,-0.10990290097114373
DKK2,,-0.03878270811487322
FYN,0.08264190656957315,0.11335630504520819
ACE,-0.02677057914859506,
IL18,-0.005694876144207619,0.16550267279778955
PPBP,-0.0275714500184149,
CCL27,0.006345024906949962,
SERPING1,0.012244807626684423,-0.010001737024399365
AZGP1,-0.016342369791478174,0.09553969308837278
INHA,-0.023947845160395095,
SEMA3G,0.0007251246929391503,
COL6A1,-0.08127534698312426,0.015647291746339977
TNFSF8,0.025990950170484122,
FGF20,0.059879373716410444,
ICAM3,-0.002545603236203293,0.041255859343239894
LAMA4,-0.010593946929100918,0.06473560970015303
DLL4,-0.005377125755225962,-0.04973021692411596
SEMA3A,0.037020328145746864,-0.015318044071102929
RLN2,0.08347832130383873,
C5,0.06435495182746505,0.1467585745095072
COMP,-0.025678165956518128,
C1QA,-0.0594224020475131,-0.0064990514561874425
COL9A3,0.038671930502363186,0.09459278993077581
HGF,-0.01817279964569937,-0.06598808133778658
P4HB,-0.05700394768137802,0.025494816955340654
ADCYAP1,0.00857944558449371,
GREM1,0.06293599788156526,0.07372445800786412
EGF,0.01739697053125567,
VEGFB,-0.01808208211842783,0.08012904164721134
FARP2,0.029970445416995787,-0.05368228041265706
LAMA2,-0.041511871061553914,0.025726446407588272
EFEMP2,-0.06716118001893044,0.021146128664873455
SELPLG,-0.011772354393234019,0.0035920568247201318
HLA-E,0.0028413999255247954,0.03428440709445351
PTN,-0.02126072096889378,-0.014855508332459967
CD274,0.04976074421261299,0.09382968320582617
CD14,0.013794951544245046,0.00047056920087694794
SFTPD,0.0827385416118004,0.04065669281623233
SLIT1,0.00877395189607532,-0.042871849627311956
CNTF,-0.022093734226876896,
BST1,0.029586351809814265,0.09510758007227492
AGTRAP,-0.008130160362086638,-0.02590171894396379
LAMC1,0.0010040250588163554,0.07797683400245384
COL6A3,-0.014935702507919478,0.06726286246608798
FN1,-0.031249344798506044,-0.021668276714265362
MIF,0.08138824425279478,0.09743464101720907
JAG1,0.050914517681489344,0.0026553630401695573
NID2,0.008750450567268031,0.04762149446075588
EFNB1,0.006603532302892308,0.006535014799360007
COL4A2,-0.08150044149349336,-0.1111404720266328
SPP1,-0.010526832785270853,0.03469283014562181
PODXL2,-0.06524818827875183,0.019346547505560113
ITIH2,-0.06452883443043186,0.012827525556431105
ADAM10,-0.043477754399729056,-0.01583390761446229
CFH,-0.03162472021500484,0.0004052881712295472
COL4A5,-0.014006516324102982,0.01497196001304461
LTBP3,-0.04055289567204782,0.037925264236169084
GNB3,-0.03774930433847807,
COL6A2,-0.00010147217569043635,-0.04492604213702009
GDF9,0.03367496901629256,
NCAM1,0.044541083059603324,-0.07053461726483967
APOC2,0.004286331192757014,-0.03099911404649333
BST2,-0.07269395080126892,0.014672189443562834
COL5A1,0.08419732239930204,-0.04908083569135027
CALM3,0.01762976138626955,-0.022578798615112947
THBS2,-0.0031047826042568697,-0.012281919587143874
SERPINE2,0.0107243424360989,0.08620686514730044
EFNB2,-0.06177985415806693,0.00949716080590734
PROK1,0.023700964735278798,
MMP9,0.014260069618481523,
NPPA,0.09094920481212802,0.09350587485073976
APOB,-0.024244106583490178,
C4B,-0.02453703378893589,-0.012801070643202924
NTNG2,-0.07491041663543238,-0.05119076222234312
LAMA1,0.03033775744156566,
UCN,0.0005679836959714644,-0.024909138378834943
ARTN,-0.03057166590280004,
PDGFD,-0.005196609847758652,0.1541518595361834
EDN1,0.017421927614302973,-0.05658183645007914
ARPC5,0.028056817624743373,0.08702179261064472
GSTO1,0.01604928642012184,0.053383402132013695
SYK,-0.027253642599917832,0.06673332740687302
ST6GAL1,-0.014090469142807305,-0.024170309549652796
WNT3,0.07123159630781457,-0.027781007404930055
HSP90B1,0.053865438669177625,0.03588718179132629
ZP3,-0.007680171102081293,-0.010859323381893582
ANGPT4,0.07319373622955305,
NRG2,0.0048020572813308945,-0.015428122003903061
MELTF,-0.03588895151497236,0.03258132073036439
NLGN1,0.015594111546439873,0.06685749670575777
SLIT3,0.08114701535731582,-0.011915718681694514
CCL8,,-0.048423970877089495
S100A4,-0.04830439414010057,-0.007545321394359873
TNFSF13B,0.01794004542373722,0.14605875799979307
HSPG2,-0.024837739175774875,0.16049831400312242
FAM3C,-0.07154055474764887,-0.052022739290448344
FLT3LG,0.02825128396106522,-0.05878137452263379
A2M,-0.10685063004471176,0.03765667697720168
VCL,0.013812233482551308,0.011676716574944885
FGF2,-0.0742737874812584,0.0197603830323947
CNTN3,-0.03464316228462578,0.12799954657612492
RNASE2,0.056405623318250275,-0.0025141401759383106
PDGFC,-0.01893585401949218,0.01594821477947696
COL8A2,0.0644666124379578,-0.03142722404165019
SPON2,-0.047400600149402325,-0.006107784813416458
SEMA3D,0.04028346696972179,-0.04571575828577266
BMP6,0.005634680434953708,
TIMP2,-0.053127164606292535,0.07641908856446664
EFNA1,0.030929103163330668,0.03768957194871075
S100A12,-0.0236481896731669,
TFPI,-0.0005852669425538975,-0.014041542380522512
GPC3,-0.04011776730375298,
LAMB3,-0.027044798707358875,0.05450282463975414
LGALS9,-0.044320748514647304,0.02684925293995653
VIM,0.037933638632738395,0.05489431470336839
PLAU,0.031611428288535096,-0.03728318530106552
TGFB3,0.03176341575146755,0.08215803749366574
APLN,-0.045501712507768834,-0.024032862987175056
SHANK2,-0.02303807862299529,-0.043415259484274285
LTF,-0.04455759068737389,-0.008227234848836631
PENK,-0.027042760076336214,-0.07249244311681381
CTF1,-0.03310324303557057,0.045530748289945425
COL3A1,-0.0840978623078346,0.017795576038242587
S100A10,0.003982938340095692,-0.01065600021076383
FGF13,0.0022741428007602062,0.04867353690845725
SEMA4A,0.07546353887467144,-0.010716575988701363
EFNA4,0.04410775582362545,0.05626332250295779
HSPA8,0.016185275876329112,-0.07338297225215046
NPB,-0.04883806011151756,0.023092797209000884
SEMA3E,0.0140122682410194,-0.08402080236035435
ADAM9,-0.06311766956293485,0.04391141238502086
ASIP,-0.01596005050214861,0.003150268939944174
IBSP,-0.027832429256316352,
FAT4,0.03529596180686252,-0.0266788437583475
MDK,0.059494993437876315,-0.06776204704290506
HSPA1A,0.000775913640179555,0.08101919086552237
SEMA3F,-0.040193165022580205,
ARF6,-0.09739552623398468,-0.05197223714967466
IL6,,-0.0394395646339793
CALM1,0.033368942208304185,-0.10662212541318788
VIP,,0.07809943981924973
NMB,0.006877362907580482,0.04287260051009115
CCL26,-0.025956281718478073,
FBLN1,-0.006722637068187984,0.13310636188817376
SAA1,0.0052983920134592345,
MICB,-0.04232853100939702,
F13A1,-0.043506732126672026,
COL5A2,-0.03683448644693206,0.017246584100960843
EFNA5,-0.03609511965409462,-0.08097688618392816
AREG,0.006452772240394348,-0.05408997146252009
EDIL3,0.01817198915161087,0.06055156754491264
CD86,-0.036286440314650996,0.014669971608911864
HRAS,0.027240574631515323,0.06636751041866285
C1QTNF5,-0.0031575598621243813,-0.011832399433460672
RLN1,0.15108281979578533,
COL4A1,-0.064564888579512,0.04943860852343939
CCL3,0.03994117611445263,-0.045838729507689205
BGN,-0.030026166112171973,0.10184398099156435
S100A9,-0.06990088583399927,0.01427019848220596
HCRT,-0.06515112001244032,0.05118291112454832
FADD,-0.025323810466104914,0.10546672256875345
ACTR2,0.03971159623460378,0.017721434552711045
BMP2,0.03322025676131805,0.039005702006963565
PDYN,,-0.004452475286758446
CD55,0.058220211680471395,-0.06520116652424628
OSTN,0.0023553986840131476,
CD6,-0.027571472121464886,
IL16,0.053526852856797626,
LAMA5,-0.06863504016831849,0.06330562011463434
RGMB,0.04719938329694826,-0.024496566136345037
IL12A,-0.046381827797411436,0.1390756805598705
S100A8,-0.042040597479981276,-0.06150294482733312
TAC3,,-0.06417106209077098
MFAP5,-0.02960155528718906,-0.0510079536010495
CXCL16,-0.029799293325600603,0.056481772929464824
AGRN,-0.07527604742560502,-0.00870615205434406
COL4A6,-0.022033041814132015,-0.007225745790787824
FST,-0.07876577210212711,-0.027930810602966406
MEGF10,-0.0006098087198164333,0.00016603486263548742
C1QB,0.008202642191405528,-0.026245996392910798
HLA-B,-0.08121376674121503,0.054878040554443466
PDGFA,0.028529460505670873,-0.0012125398051589114
LAMA3,0.10265747276082277,
DKK1,-0.021770472418476936,
INHBA,0.08808682986888837,-0.054053878610260175
IL7,-0.02272733435746972,
FABP5,0.004068646087290847,0.05407364096064174
CCL4,0.005094227274265141,0.02129949590784318
FBN1,-0.05905638744616194,-0.0023446821569654075
TCTN1,0.010662267054386838,0.02637709654072089
NCR3LG1,-0.02272734642489273,
BMP7,-0.05289624553194703,0.053535971696416516
NLGN2,0.028605838273233253,0.0017718819295007807
NPNT,-0.008127056061576524,-0.03690780171799393
KITLG,-0.02943080687582325,0.0011168149727872187
MADCAM1,-0.01327139052284833,
F12,0.032353605909003144,-0.06590238372602013
S100B,0.025990197888821467,0.06263206383915759
CD99,-0.016355064463526418,0.04899513716975066
PDGFB,-0.06628021785087378,0.05692465432046393
CLEC2D,0.03280097274061768,0.03942227334506654
F8,-0.005374670702623914,-0.06929528572084036
C3,-0.05229718466667096,0.060831625945294024
DLK2,-0.024244096618768557,0.020603589823935748
TSLP,-0.013471899123576051,
OSM,0.009375515588066721,0.0880993999139951
SLPI,-0.0273197126317244,
AFDN,-0.03504120130336662,0.02393746796911937
ULBP2,-0.01869820049986675,
ANGPTL1,-0.005043540136001876,
LTBP1,-0.02447872203447174,0.04753576873280393
NTN4,-0.026930581148947783,0.05035726802385592
APP,-0.026523934875869792,-0.08312396842822106
RIMS2,0.06183778228969202,0.1154941734048038
WNT7A,-0.01824955834381304,-0.05552694660388988
GAST,0.05442564907775023,
GPI,-0.08355999241547145,-0.06937935378867194
IL1B,0.09143776759799604,-0.012561645990006828
HAS2,0.0599840853479928,0.04394539644897451
IL11,-0.02757147649213079,-0.050372469539317635
SEMA4B,-0.027282073636089303,-0.0031859232676275644
FGF12,-0.02152129023990249,-0.04486693772274307
CP,0.1021841061208682,0.015974375473194493
NLGN3,0.009847239638504713,0.014127040098110449
PROC,-0.04335327022474711,0.03958075129830579
AGT,-0.05794953806073316,-0.11760165294978127
PTHLH,-0.008991620990284896,0.04861169221581382
COL1A1,-0.052952893239811,0.020260497419537633
LAMB2,-0.08123422394405189,0.09854723652039425
DSC2,0.059506140697921046,-0.09614054591711146
WNT5B,0.07110057848825624,
LEFTY1,-0.03694217618815057,0.02055042709150241
FGL1,-0.006124160307005859,
CXCL5,-0.013467987090313913,
S100A1,0.06742845297887327,0.03875620727068641
NPTX1,-0.021770466990965787,-0.07513490674861699
TGS1,-0.027739465728781172,0.0751760627084896
SST,-0.024018229674392627,-0.10612049999520648
IL34,-0.0022461167496275036,0.016558068261422858
DHH,0.03313085268638068,
TF,0.10580250932630657,0.0985137957937495
IL33,0.05152327840113872,0.056763645641952194
RBP4,0.12009036927854408,0.016585811652565428
CCL20,-0.02424410012747195,
NAMPT,-0.023720218781490852,-0.08912171425644258
