,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,0.04457027295773626,,,-0.01050457719230214,,-0.017913422679531804,,,,,,,,-0.0033807458430993474,0.11096926212962688,0.010033750939809358,,-0.01918069395220559,-0.05450469591543033,
WNT5A,-0.014320167922750818,0.046271186423305244,0.09097778379175547,-0.008352681987052111,-0.041423159035424734,-0.009808722682084712,-0.11976596879887959,0.03298357893348265,-0.030808815646053585,-0.009601776656988355,-0.08355245298304746,0.02938298766997425,0.016614621322193646,0.09366825928246775,0.02177214564560789,-0.003872267909043877,0.01347567226691885,-0.003908121123218061,-0.015415388336138912,0.09393949894783106
CXCL8,-0.11575357648619394,-0.0187717593475053,-0.08527456362453038,-0.003363449979101968,-0.03183461591228407,0.024451232745312933,-0.03507940573172932,-0.053554606659597145,-0.017893519005555684,-0.07787704625251565,-0.049007449574430664,0.036952746984266475,-0.04179050771957993,0.1001631041910348,-0.0007077310475108503,-0.038120720677418875,-0.11703701606371153,0.019058577631952945,-0.14695997769086838,-0.0724798389225502
GRN,0.061608779434475874,-0.008238233211610702,0.07245640606864592,0.043125784013995666,0.0014514431613939871,-0.04800651636849779,-0.11296985833712345,0.048951070398364535,0.01777324724595796,-0.18673038084861784,0.014441277829863578,-0.10350177889930363,0.08593785806935926,0.15507923291671333,0.1025035548784389,0.002382641675317205,0.09957736902761401,0.058539535289794144,0.10704929536612862,0.08977753790497427
MIA,0.018407014264818954,0.05634919904747433,-0.008025181063144043,-0.0010257585996808155,-0.044724575428780534,-0.032883748939733476,-0.03904978586645009,-0.04303872413525096,-0.021852619571861003,,-0.03477814132786976,0.042036994525632906,0.013503093366140027,-0.008905576082241667,-0.019659586706067104,0.012099945889795781,,-0.03360177747671762,-0.02185041363451628,
COL4A4,-0.02404059259188651,0.052939622111680455,-0.030225718329376865,0.01648859067826536,-0.000858586569102751,0.04130695010176699,-0.024533079005420667,0.0031293371373129586,0.06786549511327773,,-0.03373608732572121,-0.0325776528081795,-0.030009391969726813,0.03381883953585809,-0.029381217633822926,-0.0160991497578909,,-0.03456922602534307,0.01896288730127239,
TAC1,0.039006112046059874,-0.01778201610782376,0.14562971926092055,0.09899499617119913,0.12563291038522406,0.039671610481874627,0.16120071939294608,0.004213156338365006,-0.020114031860807857,0.2725375079452054,0.15335821922107715,,,,,-0.04265848558129422,-0.045977866100862866,-0.015474847627049104,0.17593091382114456,0.026032041973577703
RARRES2,0.031901162944868576,0.029375711576333185,-0.06148787752158633,0.007897800874803967,-0.06374359888475314,-0.013539544547538453,-0.16474277129714573,0.04195035781644926,-0.05340313270516061,-0.09746216944053099,-0.1540553515771423,-0.057717392378698266,0.028592791912665082,0.07988646021578273,0.08988005356118803,-0.030564163407088143,-0.06684353692389941,-0.04878605711003254,-0.15477081988185484,0.030265396042365698
FGF7,,-0.02262787555299061,0.016051616646181422,0.06154333839728665,0.06476930586649542,-0.03715971270663641,-0.03709566033788911,0.024976318119989953,-0.015515301017509552,0.029747963253640274,-0.026694695119308123,-0.009783282570714303,0.020300368457445123,-0.018274312060377405,0.06513765287356556,-0.007495539538492697,0.08400314871841084,0.02585447511904171,0.06438086166289378,-0.027913259884329744
EFNA2,,,,,,,,,,,,,,,-0.04537819402391816,,,,,
HBEGF,0.04302838247180508,0.03756813537573605,-0.018158192804094496,-0.005120472748696054,-0.06357720949810863,0.012476555111912584,-0.037781944876283155,-0.03291451715073341,0.0724997551844084,-0.1874020183668121,-0.036305222900098494,-0.06297744735073449,0.13523345746058688,0.032088561054128086,0.036664995527166004,-0.010567466116977476,-0.07844307698165938,0.040885583826145724,-0.09906804636782274,0.010747342458868573
CSF3,,,-0.030183628361393065,0.013699659531980964,-0.0036863924642399335,,0.004060274352771595,,,,,,,0.13119580550173798,0.10982272861433065,-0.02505310414645852,0.07019631675411597,-0.01239358466453923,-0.04685583835141058,
PI3,-0.030664421381016122,,-0.07150923700952377,0.02877999364939995,-0.04521468461658011,,-0.02922626415891528,,,,,,,0.11277977319681841,0.08366478867443043,-0.024516044388222354,,0.0057873717786530105,-0.06138701978804291,
PCSK1N,0.0696783273286348,0.026786713657291805,0.02813301312767641,0.018908821399422848,0.09838785855059984,-0.00489106889926746,0.03883828406121292,-0.04126668068818978,0.014114714085428123,0.281089146468982,0.20419842537879493,-0.05718726111522687,0.03013795259996334,0.018309859217079238,-0.001378000337412462,0.04965356644909985,0.03179625006160979,-0.03953549219114348,0.2285720535404574,0.06539826995676135
NTS,,,,,-0.04937534873800899,0.05325795625726125,-0.03190246292324723,-0.006751310963625558,-0.029553835924276125,-0.04279466761706586,,,,-0.03951519848673128,-0.055284718296679185,-0.040513624686060984,,-0.01835320888388873,,
SFRP1,0.0657643161827069,-0.011956929682621433,,0.008652399850044642,-0.01681515661561473,-0.008155553241745035,-0.008789062331541798,-0.01819280435831843,-0.015464293396565512,-0.11254701768664692,-0.004232376183361735,0.11833609386095785,-0.05283281025070875,0.15620959432843087,-0.02263462890520893,0.03384224122869193,-0.006922033724336393,-0.017926726806215133,0.08607237532085787,-0.0405942982236677
CXCL13,,0.019475912481834806,-0.021916885601559084,,-0.016664034945433618,,,,,,,,,-0.015509216212400395,0.05891706951750343,-0.05853368814549496,,,-0.0029038958146318807,
MICA,0.0281118823316241,-0.030032116088377695,0.016896495714255864,0.02450894413252211,0.024211398283545973,0.006620212637667906,-0.07349955539726438,0.03368890901632812,-0.013988510812555954,-0.03432900890565922,-0.09040092746596719,0.04094083356381961,-0.04325330041961908,0.04319870719726036,0.11310985332343973,-0.04705079605745898,-0.01257531393256673,0.06549169593131596,-0.026911044403136533,0.18921920348690932
TG,-0.03248568669577808,0.048443900913416445,,0.06698722414532915,0.008086686802784293,0.0020893784111723013,0.0077023910752596425,0.04949634622200707,-0.0038173968879378828,,-0.035592192904434286,0.1846690489620984,-0.0010205907909181678,0.036701124991378974,-0.049822228483813444,0.0761999465304889,,0.1187777582905215,-0.06559551997647435,
ADA,0.04377399063054966,-0.00333319505962813,0.05049168280058275,0.03130077199931551,0.02445543056376439,0.0023350450695302028,-0.04043594601486038,0.019888678274943863,-0.012527439581088965,-0.10350984893628107,-0.027426359634192723,-0.057786844137318445,0.09713002537606713,0.024426415423053315,-0.014483230416194984,-0.03332592401248535,0.08479244296520035,0.038742903990529404,-0.0005383158329040264,0.2034175568285249
LAMC3,0.104765284859619,0.03991421737152121,0.05609149620922973,-0.0030675730154745297,0.010344087768542837,-0.011855998171579545,-0.053740595360782434,-0.010894322607080474,0.04483234607330384,-0.08870768803765933,-0.0026478113498474244,0.0045894459287984,0.05867575607709658,0.07363915892268302,0.026484622847508972,0.06855727118458271,0.02394994213770307,0.08261276532078993,0.10308221706641628,-0.05913897809395312
CCL7,-0.02747883655184442,,,-0.01036756340398213,-0.02209343370507983,,,,,,,,,0.012419682504727027,,,,-0.012987275360146319,-0.050087247139333095,
NGF,0.03300748277034642,,,-0.01092326966668121,0.03725658909969902,0.04873390171702188,,,,0.036576737707981616,,-0.11641703269731117,0.005612746491107297,-0.02420725394980387,-0.044768234752621865,-0.023262056024187735,,-0.03888351099801134,0.017018455410846418,
TNFSF15,,,,-0.011544788921364697,0.07099534737700999,0.007250603944939876,,,,,,-0.02670174809203495,0.0042123571886892724,0.08742877424898424,,-0.034039646909727266,,0.039685015940976315,-0.00033715362040190056,
HMGB1,0.060319045571801976,-0.048001290433387904,0.05937665516550438,-0.019376170864133613,-0.035470465461710295,0.02080796460278766,-0.12491019355048762,0.009764603596029443,-0.014846921206604663,-0.08497584421905136,-0.03144374731539523,0.10412633565160985,-0.024848786910259473,0.026144975966644297,0.0472764395164149,0.08323623674423314,0.07413247428306204,-0.044220002255267066,0.07403090473167905,0.1245600199314272
ITGB3BP,-0.0299071820379099,0.01564332996154801,0.07230181663214147,0.07346451636506297,0.04709123502678291,0.06325272734218933,-0.07872874502308247,-0.04556810188547993,-0.028009535605860156,-0.049502393709912794,-0.1321736036447033,0.021464491466484065,-0.01599020888670126,0.022845455618320295,0.017394931141075737,0.009525377136594229,0.002297512037132621,-0.03255090610775347,-0.07974395196493342,0.022264409818521
AANAT,-0.030606435472285674,,,-0.010504578313435669,-0.014739449208705018,,-0.02341258630327635,-0.018639648456336727,0.03078057340426499,0.03308737795222347,-0.03178364686105035,,0.08553955610441231,0.0038882370404254006,0.042848222442129845,,,-0.013741078928706156,0.061265443943324886,
RELN,0.010026587690284573,0.056701984401935406,-0.03399137736932395,0.013803314313049122,0.03119193887508266,0.03873940065067787,0.1409760917929421,0.007242635461453658,-0.02444221386888689,0.04693678134566577,0.11288482151442839,0.0009700959166514788,,,,-0.041116204511171824,0.0912729478383327,,0.025627191251391564,-0.023257951447377353
IL15,-0.024354787566144346,-0.024248006397521654,,-0.02811421789008149,0.023281460373894836,-0.04191862027022565,-0.05440237408152874,0.09331025900495515,0.026618191223027356,0.019784502844097662,0.052791614672994834,-0.028043715433370794,0.02663655058597019,0.05250207517482403,0.05106792348358991,0.027621796000374055,0.08695290619166893,-0.010683195741698109,-0.07460684466572415,
UTS2,,,,,,,-0.06641194000120076,,,,,,,0.17061615777036307,,,,,,
BSG,0.05492316235224335,-0.04061926919985788,0.018419376728854797,0.023568130515157968,-0.03297813376983319,0.018609703517285966,0.012403813552204242,-0.060595376422642816,0.017389649786597728,0.20137536583021295,-0.19103158756472566,-0.05306283569185454,0.07480946689249725,0.20741930740159156,0.1309836037038626,0.012234547169012155,-0.012460471027780156,0.028358928815877427,-0.018592480632228087,0.11603520331233876
ADAMTS3,-0.023872138691613535,0.08854886175826385,,0.05366124545479595,-0.023689772396074456,0.0005739695870249579,-0.09237266359578614,0.01440466179010132,-0.006797541047972449,0.026364188480109275,-0.004400886528921128,,-0.0296018008969879,0.01746930576985905,0.007740379883337256,0.002038810610138568,-0.03779390620801253,-0.013964200110988567,0.04662535029135506,
CD34,0.07791552090364415,0.02216152038607555,0.1364539590341071,-0.021506306124602047,0.01158263701931043,0.02181111935629498,-0.07290599212651017,-0.012843868284262575,-0.012598365968314542,0.012267178360017904,0.03378782437428743,-0.10528006913658637,0.0980213116075783,0.11379072834847014,0.056159277331584385,-0.007489212221710364,0.070353306772778,0.02850581065413208,0.06198838366208126,0.039890373123203045
CCL23,,,,,,,-0.026639806709669922,,,,,,,,,,,,,
PLAT,0.06731202733091154,-0.016745645825364947,0.07136991130444725,-0.006553109480987737,-0.03828091872276486,-0.051708165635438806,-0.11974982451677055,-0.03895530804049566,-0.0031462452502299537,0.010504698548779716,-0.10016721591264473,-0.02629448300018787,0.09308388146355766,0.042424795546948585,0.0025830696035630727,0.11698924080663922,-0.07568467249230486,0.07547553447434013,0.13783099085960657,-0.042453807304804254
NTF3,,,,,,,,,-0.03527534299231965,,,,,0.010247386060756316,0.03176067633143845,0.028489841436014636,,,,
LTA,,-0.013997075561118451,,-0.013287832127558213,,,,-0.027264883461719604,,,-0.029477867086124158,,,,,,,0.09455881313787934,,
CKLF,-0.006524554220392744,0.040184509702421906,0.058708734228649286,-0.0006436999720400101,-0.07034202780835448,-0.050558150392583316,-0.09901788112834806,-0.007310701894817313,-0.009387248329072914,-0.15861752942423565,-0.11317331763381454,0.06797640622058129,0.09380274214169104,0.06373438249754355,-0.005769332899050038,-0.0413528318698421,0.040341481189627895,-0.008445070958474644,-0.002586172871467683,-0.05565980228272773
CD24,0.07920820283993577,0.021385398549321644,0.03496796163630276,-0.04674250031515424,-0.03156157001774344,0.09960692107549457,-0.06273562652934887,0.039173923030346315,-0.058296583369305426,-0.027620947363515776,0.05797826297805326,-0.03248507344654115,0.049786094611080516,-0.037238041058468056,-0.1063736582398231,-0.022830629213073796,-0.021610275079839973,-0.03381823313976127,-0.012274662996180224,0.02818207730925322
HSP90AA1,-0.06304758428707909,-0.00025109856793830224,-0.10518069788930129,0.016261858210463366,0.0844586217946291,0.013996309831815377,0.14687314395289106,0.04016235194910931,-0.00157332595423321,0.2945624044942544,0.22763049792709583,0.037109951230634715,-0.07868167875616847,-0.04579013870075912,-0.01771272160447624,-0.009085797017922297,0.02026622965048454,-0.0381107711053352,0.08186275182460634,0.012332595176154652
BMP4,0.05312548440914461,-0.014837720603434643,0.004774651784466347,-0.021388527347148214,-0.001103695295169211,0.05448171951233919,0.03581836482064398,-0.04348607814385431,0.01591361247817577,0.0820505944846776,-0.02511818736194386,-0.03429363501430067,0.08011235939011167,-0.03831473880294886,0.024609853720804237,0.00432084884535514,,0.035477736981766976,0.04047697766215789,
SCGB3A1,-0.027478833803997477,,0.05066207135171257,,0.003853640507699689,-0.00942393458050463,,,0.04330316784193557,-0.0466177408612801,0.11251343428209881,-0.04464138829686853,,0.007176549279356644,-0.02151671367612273,0.06543719134028003,,-0.01109069054510329,0.004670719049302669,
IGFBP4,0.0800592937720649,0.056601833988703484,0.07761271886202101,-0.05075105492212017,-0.013268874982759601,-0.015057238051181986,-0.06100499453274497,-0.05486177082300491,-0.026477250253644457,-0.051032111325495455,-0.10773954415734587,0.00936632946371115,0.08344807445661435,0.10779910555201579,0.07377890667649536,0.07789169046707038,0.08059102740727517,0.071124452847674,0.11631192525798606,0.07989508435951491
RSPO4,,-0.022627871257089878,,0.03601460709703497,-0.020258858859138962,,,-0.022232045673013543,0.04414461054770261,,-0.040890442402984936,-0.017147071244238032,,,,-0.014593263343838926,,0.04420922972312707,-0.06293701782178268,
LEFTY2,0.041599869031456654,-0.014168980945186456,0.08040569710715517,-0.01874743331617773,-0.03144488056803134,-0.05882302471125851,-0.11662570683256701,-0.006827110242581497,-0.020211896639696827,-0.017721645843511897,-0.02657406057827111,,0.01437745580550306,0.014360740710591003,0.050784364931646044,-0.05857325939690256,-0.05089851473501407,-0.03228223904807066,0.0967044521564471,
PF4,-0.028504879073614115,-0.01273224262437942,,-0.009045494816796198,,,,,,,,,,,-0.041592256501649875,,,-0.01849341712822895,-0.009836712124007158,
ANGPTL2,0.07271168654620935,-0.002344921720720449,0.038022548970185914,-0.017445660293249805,0.05185895990979758,-0.020449739544312475,-0.09062290928765943,-0.030759258482609023,0.003791451836696262,-0.15051082938131335,-0.19436116710375514,-0.03672570492037056,0.013406476223436718,0.0530395747107108,0.009545156947667374,0.084835818114123,0.01931990569430998,0.024032160439741972,0.12774309276826037,0.06252558937128115
LRIG2,0.011679637334988118,0.0431928680787904,-0.01571905820790852,0.05601081780445075,-0.04085805206761901,0.03548282048734567,-0.018829218754885618,0.007947107649225087,0.010296091029890772,0.05161076269357091,-0.08556314944555973,0.07141323874061678,0.1077498695651365,0.08530396728488959,0.10270924783249384,-0.02900267449113915,0.040457540273803876,0.010810075702816902,0.03455282947379768,-0.02890827200939075
ICOSLG,-0.005104692764455337,-0.04774715823984459,-0.02945142854052045,-0.03282047459978696,0.039119208561299634,0.0314565363289674,-0.07259443031821831,0.0008018139408349094,0.005939084774320414,-0.13906152922746806,-0.05615691825704973,0.058922608446735185,0.012788634998158209,0.062484895992860556,0.0673962465179403,0.01747340967901126,0.08528788712026449,0.04292979659400533,0.046138085994290985,0.06697758795757927
WIF1,-0.0002808314751545582,,-0.012921236069983546,,0.0020440200869638737,0.017319234290954357,0.17287770269470193,0.009852645859654863,-0.017099613013145318,0.22802638682122578,0.217604854792797,,,,,-0.04425479816355508,-0.0015718492069720323,,-0.06203724683117994,0.1246954708889028
NPPC,0.006616464282903937,,-0.040476997860820166,0.1330570243492028,0.03039458390524112,0.08741293447871787,-0.015426669687188586,-0.04773399671470396,-0.0035195762110343484,0.02230589065966654,-0.12493989075589676,-0.045141582187728256,-0.029601744044956673,0.026039991334598386,0.01553338170087994,-0.024315522072515677,-0.002636791367396621,,-0.016573577663241662,0.01620124808746216
LYZ,-0.00429561876548999,-0.023639882851434414,-0.0009170382914554848,-0.015338802794866576,0.003501781990433029,-0.0028714261412359087,-0.09064525153441642,-0.0006808997359892777,0.014416618321152362,-0.2293332323566937,-0.03829181097137449,0.03694055183746535,0.08903914563395555,0.06559188231209902,-0.008783836892601106,-0.13570740195393968,0.01268625258638878,-0.04157425937164774,0.05336133267483518,-0.020451380727270423
EREG,,,0.02877085155416845,,-0.028509021223990967,,,,,-0.044023235720727284,,,,0.027977347399083786,0.059691930693427174,-0.059294624918057356,,-0.027929343612820255,-0.008023051976956002,
SPTAN1,0.026069734576738,-0.023649816078783623,0.10409925564522421,0.029538156295443065,0.04335504277185027,-0.003991886125216442,0.08436917547368807,0.039425264188266695,0.023125936588124993,0.29116733443372583,0.16327141126463257,-0.014313247990393265,0.13272206496341665,0.0721961956426307,-0.021527153808011023,-0.032183668361790055,-0.03199634689208245,0.012696323540936201,0.18223573252238046,0.016486822984798533
PTH2,,,,,,,,,,,,,,,,-0.012097173891868976,,,,
LIPC,0.02463088505712885,0.01501025972034258,,-0.01625542787029061,0.018165993007239877,0.015999418340741266,-0.05422590475084991,-0.043569108595485136,,0.0031163526524094678,-0.03827569264979659,0.016861533792392164,0.10320438143147288,,,,,-0.023382678966357304,-0.030013463248867066,
COL8A1,0.01933874369184037,0.04443222765185592,0.07118109418416091,0.044542953771083665,-0.04960124379289576,-0.0546124650942213,0.01882125455403157,-0.03569513164243217,0.022477991666065567,-0.1550757081827817,-0.13725654002165283,0.02008550294517334,0.039572008203552056,0.006262358737986273,-0.01336400033280321,-0.06057712827228809,0.06691975371196036,0.07467620323530937,-0.1750955931741933,
GSTM2,0.041134500251246944,-0.027899632078899905,-0.009415550803050409,0.02584394557422521,-0.039715199215410925,0.0120061008405075,-0.03720249987234789,0.04643630793733025,0.012030097349026268,0.006757889386203728,-0.04737827567924069,-0.06780071088168783,0.02817769717375473,-0.01192245713141102,0.0135158313850668,0.027855488711912967,-0.05893737778427146,-0.019876589547840894,-0.007787882252519264,
SPX,-0.0055472986999565935,-0.0005524807066588246,,-0.026636346035933473,0.1082477667454699,0.05306859322357434,0.030903241287023,0.027478099382965714,-0.016603436272072745,0.039641594657359336,0.2583674397033293,,-0.06988230215363041,-0.028116285575001804,0.05288422542579055,-0.10682093966129798,-0.11091081164678973,-0.03920209563132324,-0.0480523657880927,0.08313517093337412
MFGE8,0.04765774984940939,-0.03020281265186142,0.04549295095048136,0.02199654138601213,0.007778993375334031,0.032153723345435335,-0.04289346264145885,-0.050982227526703575,-0.04960252366197118,0.12934952008152278,-0.12484240082532522,0.007186411034552232,0.054551851988214065,0.010253326944604438,0.03184499373259134,0.08056901452154693,-0.04517957058033536,0.05935188422269161,0.023472660713279973,0.11538449846476863
TGFA,0.1053241179357034,-0.012314713205109774,0.09378648081278683,-0.04215771540385953,-0.08688756029897901,0.02221200246761624,-0.07877458868388668,-0.04814278969684809,-0.006234247911289886,-0.0654562659676012,-0.07185798189970444,0.1082036405848707,-0.006868791817921475,0.09840178764596245,0.06849330178801091,0.0030372480136561715,-0.017744168737001586,-0.01910752949220321,-0.008897018146703994,-0.014649732279607872
SLIT2,0.04135452047615124,0.05649241176249955,0.19893098680273516,-0.030786175097915373,0.030766833525996212,0.0166328731118655,0.00817902392942031,-0.027664435169805816,0.0007851564149343294,0.12933591415284038,0.24951440936607067,-0.03399146418794629,0.14161007104305318,0.08463318079177297,0.026518660059611666,-0.02247164671546738,0.052693148972662696,0.01060880077206711,0.10059995628104096,0.09990360974562433
PLTP,-0.011275371942429434,-0.011011403956095909,0.06874149752975259,-0.007021777597966777,-0.11462282775908249,0.010706512101524897,-0.0857078686581451,0.014941999560683816,-0.02082930654804433,-0.24761668917020482,-0.04148969808503034,-0.09253297209534592,-0.010352305544297133,0.18171221901387224,0.0637123897607978,-0.06397427754380161,-0.01693463111739807,0.01724443989778813,0.015124700812947959,-0.0610754944189173
APOD,0.020556078238711528,-0.0017776955635002687,0.09858890145732922,0.035999268309340464,-0.04571867705263773,-0.07573272791908206,-0.10948347814601779,0.034265832680905,-0.02681271415210397,-0.20998289740226256,0.13621889182114602,0.015395064399906356,-0.08622532135429045,0.0060229220282323895,-0.01583349498037162,0.08188943291630148,0.09785653142093256,-0.03718455670204283,0.13121593693956746,0.05154361185228086
B2M,0.06187096660128135,0.015326073190379942,0.14518972217681742,-0.006732319164267513,-0.03403728564758183,-0.08495387449431,-0.18226221215219057,0.06451094437806189,-0.04017556840121454,-0.3208748070610509,-0.20542153141975264,-0.03083423802682787,0.0767757952116674,0.23710570813939758,0.11318103473673344,-0.010049605854352574,0.0606881544235742,0.10052762740917162,0.14186605902257346,-0.04775015182844401
OMG,0.047500568890067846,-0.039160698904899906,0.13226895161814192,0.0012487043570256335,0.029217722721133765,-0.00801167240038721,-0.03476091844809179,0.0400076999831166,0.00980284829416512,-0.021998824391278714,0.18318273705472285,0.008301886029987444,-0.07112284140357313,-0.02862106060633878,0.013387182859482729,-0.026788083345979947,0.007741936746527209,-0.03354391086066633,0.10173726539682944,-0.005846970315252409
CXCL3,0.018149529215610236,0.023864353241313637,0.033555381702380746,-0.010635469336591643,-0.06699186719537992,,-0.030739606634113948,-0.028211406854467342,0.07968986916125281,-0.06197348105052549,-0.02122940234252279,,,0.20363836929801343,0.09896421124903887,-0.06847256102980857,-0.04584616187177302,-0.016571730413059264,-0.0781267741622018,
CXCL10,0.024691701955054893,-0.03451856944733307,,-0.00100012845488378,-0.021693756197416602,-0.024859450580957808,-0.13570263184283182,0.07185239783398918,0.028231687992155016,-0.03959405638932879,-0.013684940620760753,-0.07902711755920612,0.033035256434160734,0.10827820422262083,0.12501943347287386,-0.0010828604090910275,,-0.014497616632373202,-0.0028487944831861655,
RSPO3,-0.008697687560546194,,-0.030183629302854096,0.09865068091590933,0.18709937547254268,0.0495602942753745,-0.006108591977104283,0.04426421170691559,0.10220744665622855,0.10666140842598607,-0.022184316291285828,,,-0.005338018026031011,0.03338126785417218,0.010859511265174489,-0.05746895138499159,-0.013179544952767899,0.16844012729004262,0.11113828113545499
CORT,0.04287038605905796,0.03571117251619536,0.1763162684696193,-0.010238916553075668,0.054777885856481,0.020687112048590826,0.024504594078370863,0.00933827529431206,0.028239059582039375,0.030267555128764185,0.06082516203975993,,,-0.042971951429828674,-0.04352418245662423,-0.03379571796047846,0.04694071512569402,,,0.4147166815395466
NCAN,0.10196795078751095,-0.006983959791155034,0.10404343790959455,-0.05385035103058905,0.05398268379492778,-0.03964504923611253,-0.021060654198207046,-0.0019038728537845886,-0.008964863613845629,0.1997655113661227,-0.16051380518631478,0.07825713314564893,0.03396214035786909,-0.047598349685056246,-0.01347234616047265,0.009300093331614459,-0.06500951113937266,-0.02269366316577294,0.09625317769954857,0.06958990594566417
