,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.02553973876291423,,,,,,,,,,-0.026194744262376574,,0.007970989186403576,
BMP1,0.06658759775232095,0.09340330550347022,0.031192335794430915,0.01562699892456469,-0.019833843069319054,-0.049527145273816645,-0.12823757640572628,-0.03150389297942348,-0.004279121019498812,-0.13175780157711806,0.18233446783019866,-0.17884534314957934,-0.044393452789867234,0.03723567563847759,-0.0623032980355813,-0.042080149663202664,0.016246534790296484,-0.02873417196539904,0.17899531485824133,0.08459490519578211
NDP,0.04101838830983654,-0.031409662419306796,-0.028961245005864996,0.030287331824394133,0.06935822444713029,0.03885339998235213,-0.08709831898034023,-0.0246075834286479,0.037147950640970956,-0.016861266422891576,0.11887072908966759,-0.02520797604990119,-0.0013012757981182134,-0.005018473571372574,0.06289204131708696,0.10127790567876196,0.049186925204447327,-0.032272221964297736,0.04898567527452472,-0.014050478690843964
TNFSF18,-0.025604034946119694,-0.012067517517192709,-0.008918083104815308,,,0.00900220475169121,0.0028121380497026925,-0.015987501972584063,,,,,0.04757446841635687,,,,-0.027014177393400358,,0.10455986091926382,0.05213647335397201
IL36G,,,,,,,,,,,,0.029615754014323738,,,,,,,,
RTN4,0.021338871727613975,0.034632267155045714,-0.012797587496568976,-0.0017236190205607324,0.07164498853627761,0.06172629284981467,0.13828382156593957,0.07772878350534056,-0.031999260336796474,0.18331891513272672,-0.07242502375676414,0.21979882373914128,-0.0555001336019789,-0.11495173280824164,0.08167441174372415,0.053354795726522956,0.02619298454493485,0.19671354927456938,-0.06259151249194306,-0.06071042581082773
HEBP1,-0.01788756034212654,0.01761460120570647,0.03691939971891314,0.02775792198872456,0.020558574176407444,0.008445419888994964,-0.06467349363828097,0.030312750917932514,-0.01573409868677182,-0.07927703042620667,-0.011176553571213962,-0.023785033668573676,0.05311039679389853,0.03636094823877805,0.10462228088248561,0.047508676373961944,-0.03097939535182354,0.029031243536261842,0.04303444932290933,0.08857984625166421
WNT7B,-0.022556352846856628,-0.012697795256571743,0.012989830218318302,0.045253396440954496,0.02474120432407489,0.01807010729561496,0.15595935469487196,-0.04582668616520223,-0.004108649474936243,,0.02104959983145918,0.0748208294606355,,0.03993390133708523,0.015883815016069024,0.06733475704544659,-0.021203743983059034,0.013586232605592346,0.0042980099787287545,-2.9671190845916725e-05
PTMA,-0.006846502048709809,-0.014754251053015685,-0.034713123499326086,0.01262028657528624,-0.046182599958295156,-0.055636647005557205,0.06566550912853282,0.003617136431772983,-0.00935454573486449,-0.29064497834015757,0.13231523137078532,-0.2053087084545675,0.06924536822578425,-0.1375059886188751,-0.09120532728546413,0.07284465830945772,0.014458079124626266,-0.027917875422238926,0.06306023567443804,-0.002957910840442846
FASLG,0.06194228449222089,,,,,,,,,,,,,,,,,,0.10877483881846986,
CEACAM1,0.0703975625637042,0.03724060011401893,-0.01501985272238259,-0.023958470967500953,-0.03802243992631281,,-0.034459842079642665,0.01787208248789953,,,,,0.19112990859823162,-0.01185427931755874,0.08976837689921263,0.08429359016354218,0.10900274194149993,-0.0021645008093245603,-0.08380164646103876,
PDAP1,0.029704164984490366,-0.021692729098330536,0.03273986460241129,-0.016305291128525388,-0.016999494962818076,-0.039136112949119645,-0.12230329957183843,0.00802195140283132,0.02946887788864276,-0.020931587652440714,0.1125210162749858,-0.0780954512429468,-0.02393673294032368,-0.004475771702848056,-0.12117338907133181,0.014461011844841717,-0.07099887220899839,0.02126461056986063,-0.04449488424760652,-0.07225223068693565
QDPR,-0.01807732747844813,-0.04312745655540217,0.04508274521714293,0.02082670781720655,0.1280289906739499,0.019809238868541554,-0.007778623285301524,0.08445869949601793,-0.038184616084984496,-0.22559771599119946,0.1091356249998688,0.0499228937936897,0.029624194824324723,-0.1175446507183084,0.0758815236341528,0.17450180949586014,0.02458766916031084,-0.04962228319253924,0.06471332387967059,-0.020249387297489256
POMC,0.02474661481843974,0.010853119947808543,-0.026687881981355348,0.018216635992487035,0.047521940034456776,0.0298545037002332,0.058993382632819925,0.04138001166551937,-0.019760663636739312,-0.019040128627518617,0.029001354600964372,0.014082232206559407,0.038551230596239584,0.0930128500831718,0.1115337289097866,0.038169495652408736,-0.03923585085005265,0.0003906395099819805,0.07841849370417718,0.022777301895641918
CCL18,,-0.029718022241203318,,,,,,,,-0.0584660655496186,0.08258396263643461,,,0.13415218456623262,0.030607286751516773,-0.06905247735870504,,-0.06812200329569369,,
CCL17,,,,0.07286919940995373,,,,-0.005610829310832972,-0.0030637112586091556,,,-0.0227620864558737,,,-0.08174305774319168,-0.05524120860652566,0.06667658070885427,,0.03960237150696221,
VEGFD,,0.026469134340205466,-0.00643622389418237,-0.021131300637865492,0.013458157950262742,,-0.04278591330355547,0.04562659616011211,0.0486784332487371,0.027676844855110076,0.11403396686653018,0.01819090106782918,-0.0403621925792824,,,0.02307383102795756,-0.03642509172214359,,,
TNFSF13,,0.0064633332374215875,,-0.013082992366549752,,0.11786130034387314,,,,,,,,,0.1480493751589232,0.06938191978087735,0.050336261725493076,0.021041656585351627,0.08868628246398925,0.0573485852069697
WNT5A,0.005337249678917699,-0.00943194202477408,-0.030686746587902193,0.01993726847866443,0.05384465501388237,-0.03487914525645365,-0.1277802277305994,-0.06751188616875795,0.027368477094081474,0.017639778135356013,0.01298808644158885,-0.07486021107477524,0.024528680586915562,0.07270468533300223,0.023123564943158096,0.059054265875024915,0.04241497331210277,0.11646975017504957,0.20000839514420127,0.07125635868449544
CXCL8,,-0.03123523688679749,-0.020143428421274645,-0.016693268427003517,-0.1208861484239574,0.044899170637262696,-0.02632325258047219,0.04031026921589575,-0.03643656893108246,-0.09233723889695199,0.07467835485726676,-0.07334592870687136,-0.03894538206445281,-0.06690432066466756,-0.23105371683244652,-0.33092975161356436,0.014976065203937882,-0.07020691145245002,0.07025598894808013,0.029846612908997417
GRN,0.026869159260430844,0.07111583811904924,-0.025082622753970735,-0.03392813505192966,-0.10283984635463177,-0.04194634615990184,-0.12515829200396797,-0.03147858105312634,0.009145400535882661,-0.16734579876037706,0.011907266485830015,0.010567166630178784,0.016077974011002395,0.11033512497311897,-0.001311152030109645,-0.04151292101956778,0.03161296432957865,-0.028006925102333578,0.20396856086834417,0.057617940840491697
MIA,0.003334555507568807,0.004422932241058713,-0.019132091570151843,-0.039938078590138246,-0.06166171886607385,-0.028391196712148903,-0.0729566209242396,-0.03173741827253005,-0.027251981777987367,,0.02075178788935454,0.04282690716183979,0.06485400348591669,0.06556090249996686,0.24144582780740137,0.2733095328300921,0.010986362851637888,-0.044010982189086154,0.06828986393031868,0.07431970187871456
COL4A4,0.009998524952997167,-0.022444112048066702,-0.011287936133948982,0.019447151795340352,-0.02716599174383331,-0.032556723551682,-0.025167516859473812,-0.0208174837490895,0.0173689467142446,,,-0.032408786068066124,-0.03160439169193957,-0.053996157487220545,0.11180450591920299,0.08145542094113316,0.03990121736888703,0.04224391773512431,0.19481983051996554,0.07502901140768263
TAC1,-0.022556346951492844,0.05706516968574098,0.07530733064973472,0.0653355027732558,0.1274101784360523,0.06215101004037983,0.1931450130061228,0.10814998711959094,-0.00029719307083994736,0.2074501374963221,,0.2647307505896133,,,,,,-0.038057706641485195,0.11685527910159281,0.013868984956783004
RARRES2,-0.016918446002289606,0.015039243028479124,-0.03958573541691693,0.047006255627357996,-0.14191858911237498,-0.04969793966940909,-0.15379601670413562,0.092603703363241,0.02228784346743688,-0.0479147981439846,-0.11146552292329383,-0.12149217889745326,0.01832145991671951,0.04719696555026528,-0.09221155453954895,-0.10910201768417613,-0.005492049747108164,0.0046177096389010954,0.055565814050208905,-0.04932168546456535
FGF7,0.008248087935206446,,-0.024281314451634037,-0.02505734435603028,0.047405357350506834,0.01517797551493093,-0.03153511313011735,-0.00980153563184039,-0.0020520238460271963,0.017063234843402737,0.05985231722925165,-0.0015155431555634218,0.062090780676317986,0.06954854098548316,0.1264938157910802,0.11794503306174837,0.03428110691223407,-0.009474744784080823,0.0405603944113121,0.08998011885480914
EFNA2,,,,,,,,,,,,,,,,-0.02608176156527431,,,,
HBEGF,0.004701649373043386,0.057719911217351184,-0.029649088134940826,0.05984277786813559,-0.10367065828679685,-0.022217152506464645,-0.105830880127143,-0.04045556191095909,0.048430311510725195,-0.045466161626926814,0.12199140488565058,-0.06482090896997568,0.08236117512970945,0.03961995871524369,0.009564419126509004,0.05128584602798734,-0.0011277581697044278,0.05783578561909373,-0.03909937677369499,0.10728774979954345
CSF3,,,,-0.022606976100537107,-0.03438611212911403,,-0.026626748422776986,,,,0.009227706134840368,,,,-0.15309329654678802,-0.2258271972628878,,-0.07970210778568113,0.029998173563573326,0.03548215407044621
PI3,,-0.040463262336603134,,-0.009640581292557765,-0.02874007922660387,,-0.02998207015908654,,,,,,,,-0.2539891229379853,-0.27272527499720395,-0.029344183202239606,-0.10258201567698981,-0.07660072352786644,-0.10960709464892933
PCSK1N,0.016972125629720114,0.02204445325884788,0.023554141059153415,-0.008049446275720958,0.021697997108162122,0.08031763751774929,0.08413673747674982,-0.06236776256389362,-0.006141554076504513,0.2487821700253062,0.10319915961862898,0.22620113253580545,-0.01155031686693781,0.045769393762154775,0.1352073065281654,0.1443294312029016,-0.03614466423774121,0.21738920641091528,0.01719737643565114,-0.036673971601777
NTS,,,,,-0.03255986468056447,0.03461897011968083,-0.032727476779500775,-0.011554271305488735,0.031936529182308784,-0.03648327123812355,,,,,0.08326123211472267,0.048605767751298684,,0.13318058587275622,-0.018830887016736884,
SFRP1,-0.018822746745909297,0.03931916411033966,0.03475812086847003,-0.016549415673098967,0.08426527623792843,-0.005390261508409622,0.05259104031860565,0.025896687777224116,0.027610936236802094,-0.06528412709714966,0.024919795287975676,0.039033963286364104,-0.02611017671478727,-0.02153812050929591,0.19772781307208168,0.11390186494006214,0.028641660788767453,0.06838524716324283,0.016391566638450265,-0.022439508054793618
CXCL13,,,-0.00876527326222769,,0.03035879820986606,,,,,,0.03832129640599257,,,,-0.023123352429683202,-0.09518283979359976,,0.04937738888019874,,0.08686500240817545
MICA,0.023416887344912554,0.08196636819664312,0.09881150161258037,-0.03456444045521268,0.009141845865612811,-0.011164021457481448,-0.01783230472566471,-0.019142061508144768,0.02548672705930007,0.03860312114123497,0.008404820532445725,-0.11053793945507685,0.008825698825601348,0.15627017747335636,0.05049932765865985,0.07705769544936965,-0.005171442788869979,0.10045321638213976,0.1308004320391884,-0.005411650390081349
TG,0.047408453531018774,0.11341212276590569,-0.020423973437850507,-0.01785944150542722,0.05897766649943506,-0.0006544711395102598,-0.03213610310501975,-0.02008831950668766,0.004080398539945705,,0.009555563593459685,-0.034191865654014233,0.037606360082953066,0.04190484784932939,0.07419153567895845,0.025951476049472153,,0.03990352862142125,0.008164825285809094,0.052284213906784005
ADA,0.048566029296924725,0.02953128522900021,-0.01002432314047927,0.03145490765585796,0.03401557316997336,-0.0320708345618716,-0.06294314327950686,-0.022760124814427875,0.03185586082568705,-0.11086694524484803,0.14121973016208014,-0.03792110568152101,0.07245361645480157,0.09771186219913434,0.002473076627067323,0.10856938910213378,0.05050640553212076,0.026256604523016775,0.1898859841671371,-0.006141679579721587
LAMC3,0.058381957658823716,0.10625876838000144,-0.017534460331476428,0.031176477554464878,0.07714690699986355,0.0731310892550697,-0.07647544170513414,-0.02837551808244328,0.1197949556656951,-0.056071547604970864,0.07269608763067112,0.049645966513418495,0.06429257998866024,0.12459591690371695,0.1341961517143481,0.1416760551962189,0.08986473257864075,0.1849288975503887,0.2865910648458924,0.2473690034476707
CCL7,,-0.02446484944019655,,0.030937999247725237,-0.04707989317740137,,,,,,,,,,-0.010930442054473943,,,,-0.024646594137614122,-0.040265665327844105
NGF,,0.09451205052102972,,0.009931790970151125,-0.03062368309117476,0.014327378899213155,,,,0.08236046638869286,0.060921409628071674,,0.09070608387709267,-0.037131225411223975,0.0717314308435256,0.08325774408127604,,0.06983334071515805,0.15594294821700957,-0.07031113226583947
TNFSF15,,,,-0.014378530669690007,0.018474784369813948,0.022873932025251217,,,,,0.02120577406728932,,-0.04541747040430311,0.030296288384077875,0.018580965897566547,,,-0.015421610652542194,0.057135612239371136,-0.04587717308586784
HMGB1,-0.036557243405421776,-0.028131455337487704,-0.02344782495913082,0.06754834005685992,-0.004673112875541779,-0.0542844240212523,-0.09593534489856036,-0.0029621645829370174,-0.020122516569297453,-0.13037490059067813,0.10958724629785684,0.0340230673543804,-0.09606239350778305,-0.0593213057536522,-0.09907750822112434,0.04908697412942926,-0.02011491674780463,-0.013936350907766954,-0.13628098393632726,-0.13146552730938355
ITGB3BP,0.06477315086711313,0.01314312231772491,-0.04947082520169597,-0.0201470196260791,0.004492781532988721,-0.017133212456119956,-0.07095869040569434,-0.0053649770804383825,-0.03202872300271771,0.03188947802806435,0.05875329169591785,-0.10075411382048519,0.031118825847825753,0.07970281993746497,0.09204079053984636,-0.02162641229291097,-0.03161831525502351,0.049077135886912586,0.024605820054236713,0.021474265976854815
AANAT,,-0.015880641317440873,,0.008914613977292353,0.018057871129575135,,0.024297203694224986,-0.018065543128868825,-0.0540406915148212,-0.03429966300381214,,-0.03053316176346841,,0.005184757425221098,0.027598390070814965,0.030824459192443664,-0.017235259604461147,,-0.021911827710901676,-0.07066090604671746
RELN,-0.02165666502498519,-0.03732041992045568,-0.020017206988288284,-0.02270914730076386,-0.003018216673708354,0.036689248901376474,0.09303071352190304,0.026539363975198287,-0.016177043501388284,0.003680994132324767,,0.05077859777490335,0.16736920244837544,,,,0.015545250902613312,0.03712205076004511,,0.024679981823615887
IL15,0.009964860868372753,0.03306314318363967,0.026068904768934906,0.0014996439909750762,-0.0415087066565644,-0.018348385705201958,0.004331976970037158,0.027626349169486506,-0.010680827263426215,-0.022161508508027585,0.012632958726057391,-0.028318096315836712,-0.024633889215990044,0.04712429353623532,-0.060846365904541434,0.032011576883430655,0.03958768266205513,0.002541384213397143,0.15170156400736215,0.059171359789566176
UTS2,,,,,,,-0.037424830935725927,,,,,,,,0.05962819592680718,,,,,
BSG,0.00849565016596401,0.055797260536398795,0.021408022446611497,0.004475621012609099,0.008008300213690827,-0.015121871815227554,0.08269335084790047,-0.05894761617412244,0.035686091963153484,0.18538873352548832,-0.051287693057533286,-0.13294505048083996,0.1350855100069954,0.00573861557364745,0.018721554251581105,-0.028303413460245543,0.02291529157637706,-0.03107363907508015,0.11032794490085901,0.12055662155012056
