,UKF313,UKF334,ZH1007inf,ZH1007nec
ANGPTL2,-0.02334947388297437,0.060859868507400904,-0.07813061476506677,-0.04139572083297957
LRIG2,0.046858940127632795,0.04352360169303985,-0.03127309258027391,0.014056446131633432
ICOSLG,0.04496450665526986,0.07185999894426763,-0.030703823911330613,-0.09787779068571463
WIF1,,-0.042375715461865616,,
NPPC,,0.005349532746986683,-0.024874542654825485,0.081863607067851
LYZ,0.06622688866335324,-0.04153433855105065,0.03318099021984274,0.05412768505533234
EREG,0.07962897537997837,,,
SPTAN1,0.03546711742004387,0.025443251564405314,0.05178571446503606,-0.04101870829392849
LIPC,-0.026231795088880877,-0.028783034627714865,-0.026376906224751275,0.03333877481357007
COL8A1,-0.022247306136635767,0.057613201616180686,0.024717659160208152,0.026454279995181396
GSTM2,0.08730858277114117,0.007336874024119829,-0.05178935129249532,0.1048874980319839
IL4,,,,-0.042184031707240055
SPX,,-0.053373697718447674,-0.03297597790619417,
MFGE8,-0.005557724978972396,0.07995144107446066,0.002405021369144027,-0.04705184993294091
TGFA,-0.040006486334646735,0.017967463286481928,-0.01882124058957668,-0.07871475063273098
SLIT2,-0.0053462474257402115,-0.04797744623593472,-0.017054152715589813,-0.028299594439638438
PLTP,-0.07246103095894882,0.04469084844346926,-0.08533182073159518,0.049386209916325204
APOD,0.009601407658262513,-0.07005760712024933,0.036537679229422845,-0.061833250142682906
B2M,0.04967208355359506,-0.009308895279143185,-0.14494800263402247,0.04903119140960233
OMG,0.1034475762263691,-0.039422818693562824,-0.1286890984502614,-0.030722289230912164
CXCL3,0.04222424927044332,-0.017363912097177123,0.09270458945164159,-0.03618663327270289
CXCL10,0.004025027321147905,-0.015166248600418316,0.0006547995137349528,0.19589801532372209
RSPO3,,-0.0181449534849263,,
CORT,,-0.003171202888952865,,
NCAN,,0.10587753552052423,0.039402803820891355,-0.06588740730488916
PRG4,,-0.021214450095337643,,
ZG16B,-0.010014256351686108,,,
TGM2,-0.0222761091867416,-0.0333501162852295,-0.021268174538235214,0.03691846297393418
VEGFC,0.05772766185089667,0.04047812644448569,-0.022471091591002385,-0.025301673219141618
WNT6,0.003552190326495091,0.016831501412954458,,-0.05349222044816174
NRG4,,0.015855624450056876,,
COL9A1,,-0.004614708755763291,-0.02512877738460006,0.0912083361989388
GDF11,-0.012311171362999087,0.09268873309688033,0.05887636738349172,-0.0012125180074574928
IL24,0.05110156649865948,,,
SORBS1,0.048963261156780714,0.010516653452073626,-0.0448357056545516,-0.04445872039096914
DLL1,0.005148699645025492,0.003026724016458018,0.02000420883896061,0.10022888812684831
TLN1,-0.021834675460806054,0.023900042924708022,0.016557444018084993,-0.04383958672611054
COL2A1,,-0.017627935642164062,,
SHH,,-0.016823973030148272,-0.04450322169017315,-0.03729481594417267
PON2,0.011787517500935192,0.08575041106448056,-0.0262864299363323,-0.03968054421564279
ICAM5,0.05667911371719064,-0.032856310547776796,,
HPX,0.0021897250881024533,0.09570250990930695,-0.025635697279492026,0.05588168389033241
SFRP2,-0.020841649755515917,-0.010948757748399736,-0.09521274872804775,-0.042184056536097976
CD70,-0.043958176060516906,,,
HP,,0.014664024576845947,0.04051585393421499,-0.022664877375336012
CXCL2,0.02997102460700665,-0.0027302714506964,-0.04601072011847752,0.1559761055675427
NPPB,,-0.021650193502053987,,
CCK,,-0.06948635557157438,-0.02637692751452552,
SEMA6A,0.08242636388322397,0.05841720420076165,-0.04382025797450145,-0.050680122004233476
IRAK4,0.07867736333247788,0.003278027094048381,0.05173811118847353,0.061914581427355724
GSTP1,-0.06176151181721253,0.0028976188814937823,0.059608233809951755,0.1201330088852681
VCAM1,0.004403921008727189,-0.0013760663276079614,-0.1062819257697166,0.01968553556307504
NXPH3,-0.020697288232982336,5.7011770495966644e-05,-0.06492027160628931,-0.019984302198828637
MTMR4,-0.005673898365260344,-0.02048325433237182,-0.12252816796706083,0.0016574854799914658
LAMC2,0.021655741857281027,,,
IL10,0.03243898144993842,-0.019380001206527192,-0.04828946883451716,-0.08861737784684974
SEMA4D,-0.02711647817354189,0.013932645690812769,-0.021362223776434472,-0.027699290323083877
TRH,,-0.05530853306625766,-0.07427085674075619,-0.010960073551941013
SEMA6D,-0.028457238020439674,0.012791464750686175,0.0038288981175660032,-0.04068950639995659
CEL,,,,0.037889042002018786
PDCD1LG2,-0.018452426260819135,0.06067894053977987,0.018619579180556303,-0.06626857441335751
SPINT1,-0.028868355599715078,0.06438820344775908,-0.054522300387752014,0.12544997899865065
CTHRC1,-0.022717405576883207,0.03428369067070334,-0.11253752160735628,0.03533189106984129
PODXL,0.055261468125822194,-0.01225638325554665,-0.024528402141663953,-0.03686673301008872
JAM3,-0.01731150990977992,0.05270126741471921,-0.03792108301159268,-0.040734922100241926
TGFB2,-0.008100244423057143,0.016473272502598682,-0.0508181471000973,0.0070302170065450675
COL18A1,-0.0461744186019829,-0.022247097793630224,-0.011609141151434294,-0.03738410232851586
NODAL,,0.026362843231326448,-0.041273394889821485,0.03623500294332314
INHBB,0.016692983384919178,0.06469063373788292,0.056943967936053656,0.17138827305874665
LCN1,,,0.01208364720774034,
ARF4,0.017279284611880046,0.002575033804698283,-0.0877685379952897,0.08535742242765944
CXCL14,0.007806750951638816,-0.01711656353717978,-0.04591796602981373,-0.07852254345864661
LIF,-0.018215669965221153,0.021782144540909983,-0.008696500583454048,-0.07828885657439992
IL17B,0.05035416059823513,,-0.040425768271798175,-0.055630617370877385
MMP1,-0.08829102577667317,,-0.008389617037030098,-0.10102999284496572
MATN1,-0.02111805281528302,-0.01762793344845182,,
ADAM28,-0.030619970885843072,0.018675814206657856,-0.016277916247107387,0.038018154752970074
TCN2,0.034429480771799054,-0.0027439730583497805,-0.05410066306400537,0.016496712247524314
THPO,,-0.017627935473416942,,-0.008738463428315746
CUBN,0.021990473322971847,-0.0043954541423167105,-0.04277058380781396,0.017023137735858583
TIMP3,-0.005224105810805664,-0.018613004680206942,0.026966217463552808,-0.0011002984143201836
PIGF,0.02079715146905659,0.030768755513064818,-0.044400687166164084,0.04208469007106323
CRH,,-0.024110475381706794,,
BDNF,0.06334639829309367,-0.01985358284930732,-0.03112452766455998,0.06536212545477613
CCL5,0.011760933724869667,0.06017511097682809,0.008323243581381186,0.043613515211698574
GAD1,0.03258331172992182,-0.030348281189970346,-0.05221571346848659,-0.04549342308944196
COL14A1,0.04648898021961052,0.04142107048928549,0.03592806383687031,0.0015249340280439178
HLA-A,-0.035189939749479135,0.05498834664237307,-0.038443134786315496,0.04316852563123274
FGF18,-0.021927530920893095,,,
ADM,-0.04219108623711197,0.056028259868452064,-0.05363725793668538,0.00940128298594792
CCL15,,,-0.025635710691544904,
GNAI2,-0.07271038657633966,0.020465874886365323,-0.01194586571950189,0.04399948680470329
COL11A1,-0.02141198189059326,0.04706278202401416,-0.059220432630842305,-0.0442519470600629
NUCB2,-0.008050198901655157,-0.03160669479426416,-0.03883740017904672,0.02431401419678375
CXCL1,0.046006142975318645,0.04609889522123031,-0.02745512177204758,-0.04015672999492118
VCAN,0.06609737803824021,0.09704243526403492,0.04881986303936428,0.05129823554711028
MMP7,-0.025613534625282833,-0.02724577017935256,-0.010429193495084433,0.025763316858829776
PTPN6,0.041517947934034585,0.035674022950590994,0.03659215113641218,0.08008037798560404
PTGS2,-0.01701313398048382,0.000517154834247194,0.030361178948158287,-0.043146225862389836
XCL1,-0.0008367130810331833,,,
CD58,0.0028760901588406555,0.031958444721446315,0.0035655403131371107,0.041631350439101766
TNFSF14,,,-0.03267360601292023,-0.005179466464315538
CNTN4,,0.00699938010012184,-0.030486138247779446,
MFNG,-0.017638088762041,-0.036890156206807,0.006762956370787247,-0.06552531769783511
ICAM1,0.03447104480700521,-0.06972675685197938,-0.043555661753120846,-0.015441380295946432
PROS1,-0.012856970593025218,-0.034961979531392365,-0.00692872710065724,0.0024370936449326064
CLCF1,0.02679885721432428,0.06717417428039697,0.08453522488876863,0.011468653412766126
PSAP,-0.041405221826254425,-0.07116617760820354,-0.10149892269031069,0.08880031838710002
EFEMP1,-0.01316818047438077,-0.006416659902350577,-0.052618233992316556,0.08493265568676343
C1QTNF1,0.05020188963569576,0.08138084145534517,-0.03831026338430566,0.06669767810284802
ALB,0.0201145142695043,0.05389931799979747,0.0499999306769117,-0.0597272377607043
CCL13,-0.027580419186662573,,,
EFNA3,0.03244160578601981,0.04088126514337837,-0.0035485837247598473,-0.012604786531586426
DRAXIN,0.007814137128979676,0.028756558610535707,-0.03858057107356736,0.041947310726212474
NPTX2,-0.029069257596293807,0.05082964822182541,0.040095754276518264,0.11279188197300673
FGF11,0.04293234371217716,0.0920048475374537,-0.07362037927251354,0.02145160868613121
CD59,0.01960965371933121,-0.08448683733455037,-0.0620189451750372,-0.040380083341213964
COL9A2,0.06408188105361254,0.009279272842822,-0.03516197083916708,-0.10528740601369474
DLL3,-0.010336872878983685,0.015929053150861978,0.0958179759716953,-0.05066964564828339
FGF5,-0.04822960733841619,,,
LIN7C,-0.00039552631983540886,0.005273218217713448,-0.0034368174083162025,0.028261783541548704
PSPN,-0.02925953886901203,0.037373614924028804,0.03846890615180647,-0.03259858235425918
ANGPT1,0.03356253580135331,-0.016163217147180005,-0.06861692562479557,-0.000917040209074313
PNOC,0.019852263465108454,0.003034969483451596,,
L1CAM,-0.02475497316491393,-0.08403632317983764,-0.039912531842403676,-0.04600544328695451
APOA1,0.0205553170715938,0.009355618010335826,0.002580897130033191,0.0538692677176902
PSEN1,0.00858325906544661,-0.01576033173744889,-0.04822709690194635,-0.02370015639430704
CALM2,0.041873265037115574,-0.044918204973282694,0.07322785550400822,-0.07232972534834822
CLEC2B,0.005255250630709313,0.0020513322832180635,0.013667852705726239,-0.051402697402915955
NTNG1,0.014402793745313157,-0.014897016109414669,-0.046925784346072176,-0.06781107185885209
LRIG1,0.030892200964960384,0.0942180590109075,-0.04517060640630138,-0.058470469001952255
CPAMD8,,-0.03255855968758554,-0.027455118168107088,
GHRL,,-0.02249801794373551,-0.03699082268702708,0.09058436271069731
NPY,,-0.048627770406863634,0.06726585041983431,0.04003585655171693
MMP2,-0.0035258166382783267,0.08781927240734247,-0.07040512062893337,-0.0029311352188801563
PPY,-0.01849063133377386,,,
ALKAL2,-0.013927115750551158,0.009128890787964366,0.051264470786234896,-0.013393613990844447
CSF1,0.013059589857610939,0.0588215788250167,-0.13538556016695905,0.12667761382804046
SEMA4C,0.04568203473086122,0.021030983518281733,-0.07834630104905387,0.029028125932469857
ICAM2,-0.03657161414321547,-0.044426060118826334,0.0019042028453348896,0.02641444470226668
SYTL3,0.012936409326589694,0.0020741318052961144,-0.047159761212553976,0.010222590660060048
IL1A,,-0.023282418394517675,-0.0599469044752925,0.012774496671095613
HLA-G,,,,-0.022112174960285166
PGF,0.004679536091724086,-0.030366519697826864,-0.1011406520065418,0.02355418259961717
LGALS8,0.042211171901406476,-0.04470633672971181,-0.08413396025257615,0.06732624632352092
DKK3,0.024718012768183167,-0.07215068846150181,-0.06673436169973918,-0.008371898665147981
COL16A1,0.022100313447693136,0.10989454860915017,-0.049389505005368685,-0.046818095595202384
TPH1,,-0.0054886499871729215,,-0.0049025366926889954
TNC,-0.05996805384369252,0.055499698005725434,-0.08480593226337439,-0.005200154947930188
TNFSF9,-0.03499009356832358,-0.017547850036729817,,
C4A,-0.021927542820344557,-0.018648306240094264,,0.04171031004411384
CNTN2,-0.02321776958055373,0.03520183012577002,-0.03784062408074505,-0.04239586412689494
F7,0.018401603248576592,,,
LUM,0.10978394891884623,-0.017175484045511655,0.008891282661337969,0.036443462585872395
APOC1,0.03227299079448212,0.029306895873343765,-0.08216908291043513,0.023848668891977367
PKM,0.0008685700589774944,0.09818197282803795,-0.036134982140925656,0.04240018252060895
TNF,0.0964592224757962,0.06009945311603295,-0.03478129602867223,0.07799118483154438
GNAS,-0.007508966643418604,0.10043219935727594,-0.0033441288470718827,-0.026317439446478533
BMP8B,0.01615276560499387,-0.016269914963484507,-0.053090696352753354,0.06815879674167634
LIPH,,,,-0.001406428900536749
CCL28,,0.0028226132048663616,,-0.043489785606115536
PTPN11,0.019984132904873584,0.00511001819850428,-0.03375335675632205,-0.07239924709389825
ADAM12,0.02429269656417214,0.03492901476749683,0.04873758203647427,0.016969968778812246
EPO,-0.018176441518592264,-0.021214451747451103,,
EDN3,,-0.005693310137171821,,
CCL2,0.047971384530088215,0.05926115119581124,-0.1296688801369916,0.06255567217566566
DSCAM,0.0022801569075299234,0.0562750712066271,0.03341137671120299,-0.03268742807128921
ANG,0.0008867027122567158,0.024203169235529,-0.048103428125276626,-0.08486630688614782
FBLN2,0.02537079657851668,-0.021895957594723993,-0.0001983746764474656,0.046359155871294806
VTN,,-0.017627932154724475,-0.02328477975440362,-0.041517861272221374
VEGFA,-0.02707605022944339,0.09905221990350258,-0.053392198140893084,0.022319851901828586
F10,-0.05864497152284725,,-0.02525770521392114,
SERPINA1,0.011722750750484965,-0.0378446620112004,-0.05361946916602272,0.03704632204543627
VWF,-0.044672743159509476,-0.045712323824224015,-0.09228616169162887,0.012638232068187717
GDNF,-0.004947100139774992,-0.021214450095337643,,
VASP,0.07113399722952152,-0.0016948985776696628,-0.07697423539392824,-0.0022490491439978223
ADAM15,-0.01376062215727652,0.04448734647909825,0.18391513670100787,-0.013601206092091409
WNT2,,-0.01985357998563629,,0.031897393427377886
OLFM2,0.04078288312838327,0.03582306659992244,0.05330950419643938,-0.04568788665738584
MFAP2,0.040589208879154105,-0.04965614063167404,-0.052339628026812045,-0.045837645212131836
HLA-C,-0.012972939030830471,0.03966299792120353,-0.06698709568455491,-0.03334783469947008
THBS1,0.0841594813412489,0.032783681375474445,-0.10984107364573005,-0.02846386031153361
HSPA4,0.03033980629518727,0.03691501498195312,0.06444378855468703,-0.05959735814515361
LMAN1,0.01977845119449372,-0.00044787767272066174,-0.03290287826893367,-0.03270221422777912
LYPD3,0.04378727514223231,,0.039154175712744675,0.030146966360188838
APOE,-0.029389457602498767,-0.06542897124111881,0.04971675555747155,0.08467656623741393
SOSTDC1,,-0.032258435286998594,,
ANXA1,0.05866021907015035,0.06570787944790348,-0.08297234916304508,0.08924287061007226
WNT2B,-0.03125544506878862,-0.024574612657808435,-0.05896461939009229,-0.001214905842804939
AMH,0.018906418236280715,-0.025674487270265563,,
GDF10,,-0.04081380939009677,-0.043406550728375376,-0.0019926298752886164
EFNB3,-0.03514555206464465,-0.03916004395160623,-0.06302304425578267,0.09975751043563383
LTB,-0.024651335196317386,0.027493313823345498,-0.041227927921728205,-0.07442521957742478
ANGPT2,-0.03506056216136452,0.041125273872236356,-0.050643492174111904,-0.05084833946734731
ADAM17,0.03194603235440178,0.026647608190934473,0.0052934470863290365,0.09862989090686274
LRPAP1,-0.07328447498731022,-0.019045853534543966,0.013139250727422124,-0.005893889869154197
NID1,0.06998924904055412,0.017145829871084164,-0.09933270738462115,0.0027060445945264458
MST1,-0.007254217522478571,0.03747329921812168,-0.061692717150871566,0.05442242174897062
CCL14,0.02954944697517817,,,
IL13,,0.031716309981260786,,-0.015082134436271242
DCN,0.08802111826410002,-0.026667316796442273,0.05800836565756556,-0.0429603804216289
COL7A1,0.05014655694102766,0.0016264429491547605,-0.07956890648586312,0.10529584011730422
CALR,-0.013738795602089559,0.06677496700800485,-0.043440809106125244,-0.10351926993359357
PIGA,0.008762745756083304,0.01911482638968275,-0.03368602830582194,0.040586022184913764
CD200,-0.025882033993682368,-0.046011763071138786,-0.0997235379129416,-0.03661912962970247
GRP,,-0.00550585538134924,-0.04016978999680403,
CDH1,,0.024167685916869436,-0.035599925738623965,-0.05922708899161731
LPL,-0.0016187800472569269,0.026490039679806614,-0.11032495952719508,0.03251679810360407
SEMA5A,0.014935793175056456,0.05617385317621912,-0.0043143084999266714,-0.07328551391471323
SEMA7A,-0.04952510752930136,0.017402113268295053,-0.023685624265486583,-0.06632070388663605
SEMA4G,0.004763556473754029,0.006834146620381133,-0.044366428683315695,-0.07376137433761547
SEMA3B,-0.03576346289524898,0.031830754844223014,0.050155591330081836,-0.06170392038797899
RPH3A,,0.03340922206055323,-0.008677015731957038,-0.02731420383459966
JAG2,0.02551595020908821,-0.024282433815565004,0.025618093709890436,0.08877636769279033
CGN,,-0.053114214163347204,-0.04093402412563041,0.06942442283056997
GDF15,0.028898711894142597,-0.00793524501238215,-0.11051377776266415,-0.04861775730529896
SEMA4F,0.014984851926838067,0.015184492674818844,-0.05334127929819041,-0.018160543892385504
NXPH1,,0.008487742480285705,-0.00022050404536971295,0.024801697927940992
ARF1,0.030788405589567858,-0.029967175890900782,-0.08378128895693499,-0.011470679724594335
DSC3,-0.018584982240224715,,,
EBI3,-0.027179713263870968,-0.00737563969164855,-0.09266958278887608,-0.05213679741485488
TIMP1,-0.12414909921900953,-0.018662523843255598,-0.10555697161467563,0.14118525456831357
SEMA3C,0.08339605334324236,0.016278073492801273,-0.01698140971377499,-0.004169018386167203
GAS6,-0.008922019476205757,0.07115988380904163,0.039196551221544515,0.05596710089935893
MEPE,,-0.039302554049240664,-0.02745512825914405,
SERPINE1,-0.09101160514837513,0.0025350795876018543,-0.0507783842097069,-0.02267490660552882
RSPO2,,-0.0305769320605874,,
SHBG,,-0.017095986213549408,-0.025635710691544904,-0.04084221075312225
LGALS3BP,-0.07260460856818127,0.0509518591309217,-0.005547573954522937,0.05022899117112442
LAMB1,-0.001847507057643567,0.025915498469148486,0.010221333401823138,0.012126270379153349
SPTBN2,-0.0037132682790180127,-0.06507577026909075,-0.09250457574156751,-0.022361883442156855
COL1A2,-0.022592964174047037,-0.045094241991582545,0.023049229314004355,-0.02325264262917561
CEACAM16,,0.012448110970656161,,-0.05071984930267625
WNT11,0.05114121825340882,,,
LGALS1,-0.08693637017019634,-0.021848147416747,-0.08881902501341934,0.030716741332098556
BCAN,0.005933889841812867,0.08184740059122407,0.1403834554564582,-0.03792392770496027
ANOS1,0.03645033792953053,0.03132039401543146,0.002587604969416882,0.015733164235277666
EDA,0.03059958969382548,-0.01854817280996713,-0.035599914772065505,0.02226192334091967
FGF22,,-0.021677122778796146,,
SHANK1,,0.03188521310724984,,
TGFB1,0.08638903786494262,-0.037296544648330876,-0.015023236113793163,0.08251530768866097
MSTN,,0.08466850065579963,-0.024874556437496698,-0.06826530456200741
WNT4,,0.07944090953135453,-0.0304861428510953,
TNFSF4,0.11492942845348102,0.07378303262673683,-0.035316376848970175,-0.019496265597289366
NTN1,0.03168513244644417,-0.017209321028505913,-0.06941040145088773,0.016607190066454884
CXCL12,0.033009981911459804,-0.05029689758614881,0.0645212483116912,0.00911860103853589
GNRH1,-0.020981464901059337,0.013057541957700172,-0.03834077068750228,-0.07821756925172915
RIMS1,,-0.051705502874284166,-0.013778313307656026,
FGF14,,-0.049269569791077536,-0.003704818537869284,-0.0010129348935308297
IGF1,-0.011456190877247382,0.00783873119523574,0.02784553873497559,0.006132647991893002
TNFSF10,0.033706119593480736,0.0037906550280987724,-0.03435007289151398,0.027208120351820336
GDF5,-0.03455870696015214,-0.017363909586238846,,
RGMA,0.05852028975869809,0.05547074215778925,0.005993550604258117,0.008661379553518412
WNT16,0.0105660439266168,,,
CX3CL1,-0.029922419603113145,-0.026192010554160625,0.028382139683289866,-0.05953621697315899
FGF1,-0.006857059788509284,-0.0021707663521100444,-0.10314108530451052,0.014373354198320963
ALOX5AP,0.01940274023707924,0.003950718536898476,-0.0012610759313140788,0.08260097972985275
IL1RN,-0.04224042134835978,-0.0186483021351226,,0.03308397398078802
PCSK9,0.02185797776078891,,,
NPW,0.07598359829126342,-0.020770148396928985,-0.03175190471863268,0.017288104845933412
CXCL9,-0.02312310865627829,,-0.039394044457272764,
ANGPTL4,-0.04714159975798057,0.04806863796233579,0.0048954633635733625,0.1234830440418851
CCL11,0.0022171433895966787,,,
UCN2,-0.03590398687838689,,,-0.0007181333092951749
OBP2A,0.08747345238863466,,-0.029835920252807444,-0.0810914532823567
COL4A3,,0.006554371428382237,,
NRG3,,-0.0003786373718634909,-0.02999363213247704,
IL23A,,0.006874539866025681,-0.027455122492835847,0.01335985637216344
COLQ,0.026311406830100456,0.030566301984519036,0.05440527793565579,-0.10744426968265791
TNFSF12,-0.07156427187756563,-0.05466114891147587,-0.013272377812912418,-0.01892285902664062
DKK2,-0.005866707204290148,,,
FYN,0.026769087004979326,0.03610337672256697,-0.0829549681867452,-0.11363904045219547
ACE,0.04059884555782841,-0.013965763277653968,0.04405403035709197,-0.07449425461056078
IL18,-0.016489817967689707,0.00943398165095868,-0.01692326903322523,-0.1108662175666157
PPBP,-0.019990831260905246,,,
CCL27,,-0.03572116679840964,0.057230145302972414,-0.0436386880614973
SERPING1,0.027526341993851317,0.0691956460373307,0.007842079903118627,0.05492296065313913
AZGP1,,0.04778279613332326,-0.05270607898158843,-0.08285700524150899
INHA,-0.01542915971311505,0.016218836344231526,,0.08153505637218204
SEMA3G,-0.029483704538586817,-0.0265383522039577,0.04795249848629659,0.025187814918778934
COL6A1,-0.05293034364855921,0.07442350583435257,-0.06599419172730203,0.02752908307869273
FGF17,0.043165254837841324,-0.024690067669378566,,
TNFSF8,,,-0.03357385969306407,-0.012540328881796592
FGF20,,-0.02270536676758603,0.03943460211039975,
ICAM3,0.01351447174777316,0.021828884085112715,-0.007549804914898199,-0.01829455324089605
LAMA4,-0.0053576655758235305,-0.03746598765196208,-0.09230510494278299,-0.009411527721591411
INHBE,-0.026296910673231234,,,
DLL4,-0.042005482782304704,0.006407312980791415,-0.07886817175522266,0.004510692830250236
SEMA3A,-0.04708885203598257,-0.001012340072212797,0.007671295565240445,0.026516289472570245
RLN2,,-0.017888233907077857,,-0.057192976912207774
C5,-0.0035868732185548443,0.05207347620216232,-0.01399236972045589,-0.07288763059478921
COMP,0.030379003965879697,,,
EDN2,-0.020841651912903346,-0.0022310736753365676,,
C1QA,-0.020499915061902827,0.017062222261268443,-0.03317434275804322,0.07090955676080613
COL9A3,0.03667215459906283,0.10698546511960985,0.03570600077788516,-0.015682846191678926
DLK1,-0.03312584069953538,,-0.10608941407748393,0.03389008471009139
HGF,-0.01288710307322374,0.02286909312941013,0.13894400216244115,-0.08815060803307752
GIP,0.00014208565618526118,,,
P4HB,-0.034388408381219614,-0.00924020581607615,-0.05848889980030633,-0.01404422347999283
ADCYAP1,,-0.0007096263466254453,-0.05200279147596511,
GREM1,0.012821897783926315,0.03895830773113154,-0.023450969996902948,-0.05078354925645658
EGF,0.14726006439616635,0.13602656353989795,-0.024874541473454734,-0.03997193679896615
VEGFB,-0.05740827472676273,0.007681447677048817,0.042824184574617,0.01797838171270222
FARP2,0.04982389191068944,0.025970219274474123,-0.04439809734707811,0.042481313869884615
LAMA2,0.02884218322859746,0.016804562568295767,0.0343801891410769,-0.0056866780218641074
NRG1,-0.04672897774419785,0.02757172325952093,-0.02448593083101484,0.020897515741157825
SPINK1,-0.035428966401385834,-0.017888233907077857,,
EFEMP2,-0.024446734741453324,0.05844679600962109,0.013709580502336203,0.10462992696513712
SELPLG,-0.03500421612468195,-0.019730328176080395,0.0992765658929539,0.06761832583859152
HLA-E,0.011571088374261039,-0.009958889033162588,0.027609024413635674,0.0193412653378084
PTN,-0.045797436000246015,0.11667206713525434,-0.0636050779290874,-0.06823401988763882
CD274,-0.004896497332454222,0.017379709212090904,-0.044297723298256,-0.08657282222998411
FGF10,,,,0.040800272241861654
CD14,0.006095148684914656,0.007952223248891322,-0.05462506860492774,0.13995025464683386
SFTPD,,-0.030245431144909928,0.06433398381022493,0.19017888725095464
SLIT1,-0.02468296853453765,0.00947428350641612,-0.03542059215268838,-0.03993168294311514
CNTF,,-0.020770148493227964,,
BST1,0.03381419413019566,0.10097309300024232,-0.0607262824076704,-0.02823859525025509
