,UKF248,UKF255,UKF266,UKF304,UKF313,ZH916bulk
DCN,-0.1472995979880355,0.07699019836120982,-0.023304598154009357,0.012984986213723406,0.10554707304473378,-0.016906894251085765
RARRES2,0.03466137506419599,0.07822308130163476,0.0610691482958597,-0.009276531688157365,-0.26501029780086943,0.1289490817697078
SEMA4A,-0.023796597885173916,0.09257629383067446,-0.0270638955270534,0.07070724726000303,0.029469717252022635,-0.038434080004295004
GDF11,-0.02314307899867699,0.03652837908555804,0.016451725842850054,-0.054868250895396264,0.08195174029125035,-0.05050420760259294
GPC3,-0.048938390139048174,0.002077363554467472,0.0031637245587666247,-0.02494132448699805,0.06701864119889452,-0.06827438831058016
OSTN,,0.08144970116118005,,,,-0.02921153449220252
GRN,-0.07863351245158924,-0.058930751926818535,0.037930151621079065,-0.09737398803858408,-0.03506752968464883,-0.04877542905311238
CALM1,-0.12825384893962682,-0.013859768935744136,-0.039454407793267345,0.1414627776767768,0.07117036778515562,-0.06389799795151266
ANGPTL4,0.10963036019214074,-0.011042638053644027,0.07574344235016549,-0.07133653104020023,-0.11777470975514354,0.08360005513630125
BMP8B,-0.03094115092707144,-0.024817499220810564,0.027066049340275754,-0.018340493372272972,0.07180274302074664,-0.0176942453343567
TNFSF4,-0.026459325615513913,-0.03944229972060148,0.03555472798462316,0.04859040229117474,0.07384405130011033,-0.02940878316144915
RBP4,-0.04755165885142396,0.07163484364519479,0.004674763195132394,0.11128881103012961,0.06499173640869269,-0.0395981256418229
DKK3,-0.11394946706955972,-0.010759048633545636,0.004150391157071814,0.18250366612220548,-0.11228476540628737,-0.06599408718087406
COL11A1,-0.01932826223246866,-0.02839228313871178,0.015585578360988919,0.14744741290078064,-0.09265823371690353,0.013266331682015135
COL5A1,-0.024095160421939422,0.07000509801528791,0.046844838228637026,-0.0063791495335579805,0.08231978685451478,0.09043994328238478
MEGF10,-0.028760427044340422,0.03633983068966489,-0.02094437081687799,-0.03688656828669121,0.12053131772092963,-0.022254882494949203
CEACAM1,0.05746973030418412,,,,,
EFEMP2,0.008164733775226259,0.04474355292635487,0.014081958817632132,-0.007930436881063619,-0.24633017875713062,-0.04666972710980664
IGF1,-0.00738855784773351,0.07385480239955342,-0.04152069696982271,-0.061937785511095717,0.023399592945240036,0.01105008603383001
COL6A3,-0.04720803191058158,0.11395702807216927,-0.04189546968701451,0.03813664012134065,0.32233678589732323,0.06236936583148207
RLN2,,-0.024372543190570913,-0.017358398770506888,-0.030566662158543815,,-0.022837375952652197
WIF1,-0.024819087959035233,-0.05046293240225672,-0.04969819885486626,0.0071225155868309305,,0.026472567232667346
PLAU,-0.07667169568625676,-0.02131946667098119,0.04699336043996684,-0.0017705692723793036,0.016768957098631618,-0.025368084985242505
CXCL12,-0.08931083500942097,0.02881855078141294,-0.05369827441871519,0.006894478601209457,0.2487884337969439,-0.05324313169998965
MMP9,-0.09879151661813135,0.037687319449858654,-0.00982274485289152,0.007379705067641675,0.1686951496618031,0.0769451286793273
TNFSF14,-0.017622884458051116,0.020431609947987827,,-0.058926646867437406,,-0.0011631313651316014
HBEGF,-0.0254796318940692,0.009647993521762318,0.008522234678448244,-0.08538187951680255,0.09518863504631406,0.08811909182510742
NUCB2,0.007159160458356675,0.08125114426929571,-0.007517944565202807,0.03421285240099068,0.05283036801372473,0.014145901826083686
VCAN,-0.003161059398053116,-0.05025807462302609,0.012211339998776044,-0.011614884260382282,0.1817935660363092,0.06641934912402814
VEGFC,0.017057120673931066,-0.005613286644316723,-0.0016902777149451495,-0.02743716677533497,0.04042325870565858,0.11697387206711753
LMAN1,0.0535126086516539,-0.038751543065138935,0.03730750185850291,-0.019898648547528004,0.1963047481072033,0.05926788415724118
IRAK4,-0.06085800244294049,-0.020748305863313516,0.028030414155715822,-0.052145823258538705,0.10970898809228971,0.023470277359832523
MICB,-0.006415085910278402,-0.03924221558512151,-0.02288553769832802,-0.04328389494045689,0.08539427289027013,-0.006635396202453276
COL1A2,-0.12798867023436403,0.01593462307160641,-0.03680190224320091,-0.02162224735111899,0.11400081867033277,-0.024284609418469133
ICOSLG,-0.03797426451306149,0.033664351015581344,-0.022180628961734727,-0.07989492510585092,0.06658205919856311,-0.029323417434037085
GNAS,0.12122978064498935,-0.020418801571660622,-0.022436184484431507,0.2079957223212478,0.11358624197769648,-0.07797563765068428
C4B,,,,,-0.015748852716149238,
COL2A1,-0.09262600470261215,,-0.015625651726360785,,,0.07408715094857843
GSTM2,-0.03388074538031922,-0.026058032570699816,-0.011891180350714554,-0.03861886720006272,0.00040894805424034926,0.078689336373051
NLGN1,-0.08224431982097742,-0.05789487543470487,-0.022738499072808567,0.06406443280004234,-0.002583199576947256,0.006460373290417085
SCGB3A2,-0.00798841128418568,,,,,-0.021331080318132183
LEFTY2,-0.05401691122996686,-0.09392199142275658,-0.013243617143482682,0.06576083609222451,-0.03954725655919726,-0.030233107653763545
ACE,-0.09036506592364627,0.13148779154781506,-0.045030383454965156,0.035368439917685714,0.11465297333830461,-0.07291886668155548
RPH3A,-0.058176409054736124,-0.0432885986998881,0.0013160705180710426,0.1324605714479196,,-0.008898054514312928
NCAM1,-0.05574627602850042,0.012658780509937368,0.011239569446843414,-0.04582930388722405,0.2782977591842265,0.006568248399444163
GIP,,,,,0.033249975778694985,
EFNB2,-0.019201286962214976,0.07808709423274368,0.015475663012065748,0.09162028693710367,0.023165670527412432,0.010993716261174213
ICAM5,-0.004609851556690596,0.09222552050592725,-0.04197341129535796,0.11942147044493848,0.023682356944627718,-0.001457566488168972
CCL5,-0.09848471018535307,,-0.020806332784755327,0.041520880358518676,-0.0021636195316672227,0.05009201954113607
PSPN,-0.02316082736246983,0.05874200855515859,0.02977807893478423,0.028568188249550156,0.033055497576889074,-0.03515624316205418
PENK,-0.048129095775519264,,-0.057119842908050306,0.052868569945807124,,0.022232951260996437
EGF,-0.04540229339800035,,-0.02067835557348938,-0.033934061306143855,-0.055062185056449914,-0.06874556333587568
UTS2B,0.015713155874408382,,-0.012920979250080282,,,
F10,,,-0.008615367215088468,-0.000564922643556511,-0.08175907240454831,-0.026686554694838348
FN1,-0.07714565485591812,0.051837610760993545,0.0025378271693514576,-0.04818456372156158,0.10224041957834368,0.10052488319656716
FGF2,0.003011086462538823,-0.026435340397025574,0.051713191895639304,0.06631136512875116,-0.03692622467679898,0.06447191382067641
GDF9,-0.031016129242693875,-0.004633367537332666,0.0165221390729277,,-0.015556746577141333,0.06928824532987482
