,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
CXCL8,-0.039666907411323414,-0.01917306073513222,-0.007666064891996705,-0.023782362868048346,-0.06996096984345089,-0.03604425621982444,0.04511562517878792,-0.034108966157087264,-0.049524944236695456,-0.09896248797519018,-0.05930788498403212,-0.05882154179750888,-0.029172267096359922
GRN,0.05098800992598873,-0.013315383013307315,-0.018834876143950664,-0.03747984384127886,-0.19505633730417174,0.010926378509938462,0.020152944189269655,-0.024153648980530018,-0.05813426004470048,-0.009303186409284181,-0.00014882281599005228,0.04012639241858525,-0.0804805672958777
MIA,0.02484253982569114,-0.0003243099674535401,-0.007229233958524426,0.03486283583115573,-0.06583006170661097,-0.03326180735891977,-0.024924790770884542,0.11801409980629539,0.17641218630817476,0.13013255780627,0.03511043323054152,-0.019929657861379527,
COL4A4,0.015952838485577044,-0.030624541089644863,0.026809580194284418,-0.022948105683842656,0.05366077773952111,0.004533582903625733,,0.035211483588276325,0.10354026142188351,-0.015277175910352134,-0.010856875436771161,0.015866256199420614,
TAC1,0.10485870979502039,-0.045845809387196755,0.08732225667747101,0.030835445097977608,0.29031168269381563,0.041148304705698496,,,,,-0.011462255721455209,0.018706222518611235,0.26833448381858716
RARRES2,-0.0006365510263027491,0.02507795904521167,0.030718963425347925,-0.023584285034831384,-0.21971493163116979,0.07154525971828295,0.03178822872621741,0.001923858272317118,0.03863926864116031,0.003787967284004749,-0.044405487108602766,-0.05480361672294728,0.068286954095619
FGF7,,-0.023111612729158446,0.060779573541316044,0.05372654085750705,-0.030458866565900647,-0.04114503845408172,0.001398625536715036,-0.0019805937510730116,0.07667731759516067,0.014214176157586722,0.0130687444690879,-0.01887342884348795,0.012257299207705007
EFNA2,,,,,,,,,,-0.017366345507879265,,,
HBEGF,0.00972317260431056,0.001888289483650667,0.022126741864382973,-0.0182908852900592,-0.07402643914908158,-0.08011884048508726,0.03794475804016039,-0.018977203712316103,-0.016115517126010562,-0.02799344405675286,-0.027879395499143145,-0.0551524698765747,0.023729417185049242
CSF3,,,-0.02484151751995024,,-0.018379109772566564,,0.07550992130300319,,-0.008481081567829176,-0.03881522577355684,-0.021853329575923976,-0.03316254223736944,
PI3,0.04643961218704689,,-0.04286895935190575,,-0.035555968025544504,,,,-0.060089517154336,-0.1062652552026846,-0.0474800251114648,0.008862167909722258,
PCSK1N,0.01603442872562182,-0.0169125918757982,0.03069916010770309,-0.011857961138950327,0.17660984903847182,-0.03339135612809425,-0.010841226834088103,0.06789167523559125,0.03297903402660696,-0.012113117254954743,0.012688556475198249,0.003548348159955198,0.2393142709704123
NTS,,,,0.02368878336530824,-0.03881176689115362,0.005769556581510633,,,-0.03356443868912114,-0.0018003882312367173,-0.03236180115531631,,
SFRP1,-0.052487079642678236,0.009987422245541194,-0.01818520962555712,-0.01443992255020361,0.0045428765139478204,-0.004713292076925843,0.06466515912460988,0.01487831152541461,0.06014531216518871,0.005457539814943659,-0.03160979488320905,0.0924735332779502,-0.08349696846862441
CXCL13,,-0.00682632355085511,,,,,-0.027318719198842375,,-0.04851046652831971,-0.044619092234768454,,-0.022565054451496133,
MICA,0.04775193274763653,0.02718764059669708,-0.013963470367059272,0.03324067738099062,-0.016952344325550855,-0.045474661591450985,-0.01221533189027644,0.061703957346915084,0.0484715388749963,0.02989328690730253,0.07965006970005077,-0.009740205887427805,0.07812043090203434
TG,0.013965367913543622,-0.0029769114752603546,-0.004802199546039591,-0.03233602916507373,-0.017368521090381565,-0.026221071864432035,-0.03922806924611661,-0.0315435417152566,0.0985603016397316,0.006164732313092295,0.007687607464735816,-0.01345886347960611,
ADA,-0.006007113020021744,0.027875312210740133,-0.030156796886292418,-0.009668333604076509,-0.14419219477853779,-0.00955958569580039,0.10340847934278277,0.028596891690620484,0.06413672799330426,0.05637017600561946,0.007066226581224307,-0.0035534977726142595,0.14523156251150054
LAMC3,0.05699981491433845,0.0323725546638336,0.025568425679968983,0.09513867556521191,-0.04054051682222889,-0.05431024705492952,0.06398070937411911,-0.014289489623643003,0.007465664103511438,0.05216062284903179,0.046615255474128786,0.049850559718845174,-0.04367677857608919
CCL7,0.044211431963842376,,-0.014188642901096771,,,,,,-0.03236837541693569,,-0.005198852985859929,-0.0631994366997661,
NGF,0.016652993897154224,,-0.032509804835959326,-0.030857244896982924,,,0.04310940164691812,-0.02878928969360016,0.09307486671770047,0.03034092084063712,-0.01704953916935303,0.02208445880542696,
TNFSF15,,,-0.01579974782800607,-0.0374674602330848,,,0.15662141015832615,-0.02907474849958844,0.07951849866527057,,-0.008819307326339247,0.01622591421795904,
HMGB1,0.03730530993937681,-0.00390369704467769,0.04324582558967917,0.055602550667254586,-0.18332083006030583,0.027805577432822234,0.08446235584955587,0.04215684035901551,-0.03143792096014298,-0.036458811932847425,-0.04564790985252179,0.03991521860713573,-0.11736527513289258
ITGB3BP,-0.003539023916327875,0.0480173635507156,-0.0190997015240656,-0.024334624464894306,-0.11346390412615832,-0.013115984694312032,0.01008384294505164,-0.06063959211850579,-0.0332464944794311,-0.0035391857490741116,-0.052601625681207693,-0.07041271421710085,0.1089654188873274
AANAT,-0.005681410187614708,,-0.014376156162083018,,0.029323982398744283,0.09670960889742529,,-0.020177643398818952,0.048281746290704135,-0.0233703974547416,-0.024229335957738758,-0.02747481279989079,
RELN,-0.040827473299466926,0.02288280647702716,0.011185228397439111,0.06339542356340021,0.11628448195688189,-0.03384841896983951,,,,,,0.12252433014122714,0.046337078640657725
IL15,-0.006084813921320626,0.02691340208098171,-0.04989921029564608,0.028769026375487824,-0.027663186434826268,-0.00038295659532694746,-0.01253879739540552,-0.03410905530389761,0.05842658038606235,-0.004810527473743569,-0.002605718363674791,-0.05921097195801537,
UTS2,,,,,-0.0851118082894601,,,,0.030205171312183234,,,,
BSG,0.03091831657647273,0.002158132640613393,-0.04624981957727676,0.038189957117501026,0.11212521579164969,-0.04615627009724951,0.00914067914559084,0.017810881810832152,0.08519746030678545,0.058797496292586515,0.0935070954440202,-0.02505505269791422,0.15509106408480502
ADAMTS3,0.029352805705433478,-0.024122411212003782,-0.01859242981771473,0.02045654199414676,-0.1730611896980881,-0.022768296458753154,-0.034497209557771885,0.004319257503199014,0.01714928816594745,0.027975471011753218,0.048138576779538735,-0.03658113794777479,
CD34,0.03410154157540286,-0.008581406374507026,-0.02481910053004165,0.06992550148677065,-0.09260965351253601,-0.013898732678081014,0.027153131614228797,0.03228778108295697,0.0559115393950049,0.0863057104480816,0.055964954567602344,0.06688801873998958,-0.05894335532619622
CCL23,,,,,-0.03240934627927023,,,,,,,,
PLAT,-0.0067567308953036635,0.008811549208512282,0.03424180703522782,-0.001578923025783748,-0.17708152904835722,-0.09113056670056814,0.030207638930219983,0.0009320962577960965,0.1081022115580272,0.05778338913534754,0.06494759507938341,0.012417862260821547,0.03330414323594774
NTF3,,,,,,,-0.03745300816912073,,0.11446253312346136,0.0795450913208379,,,
LTA,,-0.014296304085276053,0.01318033589586698,,,0.03911291891948889,,,,,0.006979983716131294,,
CKLF,0.013065234104550268,0.03852999576231359,0.06330065599159537,-0.021206632027795026,-0.21127182378558196,0.041476574748876935,0.029404212542636376,-0.006673888376148318,0.05935055281824091,0.0728608637378895,0.07120708375002999,0.12959636763052437,-0.0423364906975008
APELA,,,,,,,-0.019807154542304393,,,,,,
CD24,0.02667195643332744,0.05247447106437739,-0.015597380799105933,-0.012756040354146528,0.02302498929995151,0.07707259677464139,0.00643854245521261,-0.02163146869015117,0.056059911255878093,0.022177835850207734,-0.010778648800600477,-0.03510296068161332,0.09879756162597249
HSP90AA1,-0.05293617293721731,-0.016006693710633485,-0.0001893142625600969,0.026066990392232137,0.22279601580850059,0.020153619730787838,-0.008412691709799115,-0.02026214715988079,-0.09691787895003727,-0.13760357547804156,-0.07306804810244544,0.006383377550097059,0.10537393709207545
BMP4,0.03424078440984087,0.006528850118359376,-0.002626683427205149,-0.00915134972647385,0.04843571400980435,0.05817726432061314,-0.0014746283079548476,-0.02715693540529051,0.003586400452206329,0.04147293476780551,-0.0007740178515672241,0.11870686332256938,
SCGB3A1,-0.0205328250291225,,,-0.023351602913040108,,,0.087478739823443,,0.032175532892304494,0.042857545190601004,0.014805870016427478,0.07351078028357311,
IGFBP4,0.05248694566997437,0.012570436579022702,-0.04545528888227997,0.0014849252721954558,-0.14927084906121244,-0.04540413387669291,0.07827823873225767,0.011458996148263269,-0.04683897290655406,-0.038070397422749376,0.06182979339689081,-0.0033396003971358805,0.12708841755211175
RSPO4,,0.03480079820925627,0.015423567116582413,,,0.017440003605679554,,,,,-0.011971913744730308,0.06711922818730848,
LEFTY2,-0.032337746190364856,-0.01447188445088894,-0.040633267447397176,0.09686620576565225,-0.14876826724493578,-0.03050343294890091,-0.019881012888897914,-0.02578531821178369,-0.027477085299920736,0.10143523209698813,-0.0016210725740011455,-0.04410396252729626,
PF4,-0.021299509967183168,0.011390490622608586,-0.01237931139827387,,,,,,,0.03546350966545585,0.06264682031411657,-0.027139115201934225,
ANGPTL2,0.04382985813221196,0.002087053316561659,0.04495149819940154,-0.002148544377649111,-0.12991084882427617,0.03512874173065485,-0.043453634107496954,0.060341372031897725,0.07507845624757191,0.0960195611873846,0.030475741191952583,-0.030921016611942187,-0.0838907818556685
LRIG2,0.0167868216936157,0.05582991471514815,-0.03818872317783404,-0.015347672396911177,0.003060005177521419,0.03039704597629035,0.1292834047580046,0.05809396594528416,0.020093400270619545,0.02274872371470983,0.054022511859021925,0.009129080409960705,-0.023252219868769762
ICOSLG,0.017295151954060294,0.08154328028910642,-0.04937065745238202,0.04900671683872158,-0.10313729580508743,-0.023584385091524145,-0.00064199112767227,0.04096864885310439,0.024798493424849726,-0.012664798448315962,0.023290487929341012,-0.05115998066454728,-0.060326084890786495
WIF1,-0.020229169461248846,,,0.06108314916344985,0.32975032055775005,-0.006856856321108377,,,,,,-0.0272154774171916,0.32704829922378276
NPPC,-0.03508005041394954,,-0.0035203584601622697,0.1316749885471151,-0.01405113296361985,-0.017652062750820104,,0.0052239728814002465,0.11525350962950712,-0.030116897616139,,0.018117198090385627,0.1418382546071435
LYZ,0.005194720386801155,0.012458471696153307,-0.0457269147556627,-0.018763824382441972,-0.1283248452684217,-0.02886649000156163,0.05732956037404465,0.04915780513666878,0.003514726219810872,0.0028477547442994264,0.025188431844709515,-0.0636526523332563,-0.06201098498867553
EREG,,,,,,,-0.023247741551779725,,-0.00956783806749408,0.03177270114474169,0.0039097445685071855,-0.03124516109324074,
SPTAN1,0.026392144516564273,-0.0026520878853230193,0.028194910217805166,0.042054372851046164,0.16131201607883672,-0.034646613811862986,0.042364287707802546,0.011408623623713842,0.046124264666966404,0.0811250620094406,0.04962604732204387,0.05694658199925557,0.22373752156254959
LIPC,-0.01315891344920597,0.030202406756175953,-0.00887298704567468,0.045834997960998415,-0.046234196926467026,0.012030574918122794,-0.029068314419957074,0.06999709508670375,,,0.024170376832786934,0.0407411473781069,
COL8A1,-0.013280078688655465,-0.04233397509731099,-0.02319897120215513,-0.07889427468249435,-0.09502760164164152,0.010641310727132371,-0.04119064987675183,0.014802129363970067,0.06592720357304194,0.039042738474136265,0.002415420102668659,-0.03229797278257703,
GSTM2,0.038291770440334966,-0.028496068505570314,0.04279571110288644,-0.005733708629581337,-0.04746461651118151,-0.004012787654883613,-0.033254440580716305,-0.06078566228803305,0.0643100702804392,-0.022793240520434462,0.05273465556233415,-0.01259394351832795,
SPX,-0.00018986383625512794,-0.035552138387876096,0.04862060014038016,-0.01451945306507135,0.13359148641549767,-0.003525570352539589,,-0.05703718880689124,0.0619827833324931,0.04220295603150281,0.010071970832917682,0.05539679487510241,-0.13807520318174665
MFGE8,0.023374128816020915,0.003986755930869853,0.030062748806417756,0.019168279414581726,-0.008615312866975327,-0.04134726843064141,0.06053232320329637,0.020342708554496533,0.02036403428041545,0.06960728855073209,0.08601075678285215,0.030855751301666914,0.0567531799064788
TGFA,0.013610592503382528,0.01858427702409107,-0.016885013533979407,0.034285849812962045,-0.07406250148848192,-0.036253265422883076,0.05781897776770955,-0.013986944572047327,0.03807304842621503,0.06045548755451213,0.021930013801274188,0.055122058970508245,-0.13638625504616397
SLIT2,0.08936577578301307,-0.023587967831636622,0.022001382397396557,0.09244025349711109,0.14261941021485272,-0.007135038024782897,-0.017817362803981728,-0.027323532886722655,0.07244077327956643,0.004655772474319263,-0.014070890023009439,0.015279973910778228,0.2401754978360963
PLTP,0.04691792211826296,-0.015010815188194838,0.035557505303679654,-0.05997487905051726,-0.2002821841394321,0.054505474481325276,0.0509403021526035,0.026057613938367176,-0.013201783961640063,0.03567093353588326,0.008730041550490057,0.0720981688913043,-0.051313114070351815
APOD,0.06712642026923685,-0.034163198674552864,0.036605591257553256,-0.04959852116093761,-0.24908794508578833,0.030841571653670834,0.002197270185632134,0.005654412990264337,0.0976714046354738,0.07883172017926766,-0.1003333988781864,0.05701769788301769,-0.22553161297769966
B2M,0.0360985873041658,-0.05735971104234188,-0.018713007542188624,-0.07398345069285694,-0.2804062345702643,0.09261385287097701,0.09432420265872643,0.030821261128497885,0.08579886028483756,0.08720625005520638,0.016253088868085797,-0.025062357030379057,-0.2367556372328243
OMG,-0.020974662084683994,-0.028218773227271305,0.04908098962135715,0.005831942815826859,0.03427289978818407,0.0330690815615893,-0.014722922456915505,-0.003843662629348404,0.030883153050000094,0.08374065986219568,0.10244735934317624,0.04974327293824711,-0.1304770092912692
CXCL3,-0.004524656360700062,0.023720448628315082,0.01866946454306719,,-0.037397063978393076,-0.023821275916532884,0.11937573832073473,,-0.009174137801033622,-0.02087146400143325,-0.001559587971787226,-0.0403974962060265,
CXCL10,0.0030049944589962923,-0.043613241062285334,-0.004854558498210544,-0.026239953858048858,-0.16247562906740373,0.09148216693486513,0.09796197905535123,-0.03258978212985655,-0.0334245000789569,-0.021349925574512343,0.08171592869974069,0.005756954013701623,
RSPO3,-0.02789123390020136,,0.06619805989284544,-0.011551006623493718,0.11625288190834317,-0.011320682018133453,,,-0.001286645487254323,0.047541679301992455,0.051855875629489505,0.07742349153381045,0.2648753691118709
CORT,0.08742123808992755,-0.02322509140247147,0.061585235107670847,0.03786658802381193,0.10000812050356017,-0.011463736905425997,,,0.08410194811941553,0.03299160541809284,,,0.24897530775715776
NCAN,0.044636551040309724,0.04069850968133901,0.07139372680310788,0.028167133086319844,-0.10366620829174958,-0.05928453680703925,,0.09052092712267566,0.09189223411583164,0.08561412816011862,0.07453140878407483,0.08364985938729981,-0.014246078286692415
PRG4,0.01512441393309462,,-0.014188645112186147,,0.048541426302265885,-0.016132844449323985,,,0.013455845103231594,0.09337827863712568,0.04990047631737836,-0.011470504358269691,
ZG16B,-0.003121768353064306,-0.015648719882089275,0.001596942834993808,,0.03885253945234709,0.05926652916341868,0.0030136773226122765,-0.022430784159244054,,,0.114053363501971,0.019052509826451045,
TGM2,-0.04209047357670857,-0.03726873585896673,-0.04309508633602793,0.0763074257306937,-0.06781935121088806,0.0123063533917762,0.08373838971133363,-0.050525235694998685,-0.06745087340711368,-0.034485947323575225,0.009335911490991132,-0.004622588829173352,0.0009552402061075892
VEGFC,-0.0205999332820693,-0.02009355895336694,-0.025287964737782786,0.026968151244240766,-0.007313630689797169,-0.03665801185837022,0.005594522848252353,0.019104067546249007,-0.041656239677918656,-0.009189258707974912,-0.01137122883694017,-0.024224225364715985,
WNT6,0.07390583895304674,-0.01447188483069636,0.009945304121179851,-0.027345279201108255,-0.039842485946689564,-0.018913560262572696,-0.029326774373035353,-0.021331678368897974,-0.009959177528871833,0.06288401077792234,0.012196954957148691,-0.02392342569106401,
NRG4,0.054654755625437215,,-0.017268230173489427,0.12679527649543543,-0.009289460466211515,-0.02677826321601539,,,,,0.04960505940137411,-0.005632291026130248,
PMCH,0.04240206117482585,,-0.023926815237213475,,,0.014463800821862636,,,-0.03290022551802064,0.01252733537514375,0.017866668885841992,0.07017500097832136,
COL9A1,0.06192180982125552,0.03901677820131454,-0.01803540608188423,-0.01712845281397684,-0.025459770091433086,0.025610239156047133,,0.1275228864293751,0.04473209091364825,0.08471159116906656,0.05973205454422502,-0.028185221621447813,-0.03967633781709239
GDF11,0.008536522556154887,0.019756700877271872,0.05039394573649689,-0.002611173096808655,-0.1589904549498105,0.011105177840376497,-0.015795208258853503,0.022883315131156694,-0.04727487622356748,-0.046501463553879435,0.07677662895932576,0.028509349214375167,0.03404430037408392
RAET1E,,,,,,,,,,,0.03850048624698954,,
IL24,,,,,,,-0.016538446244256273,,-0.024529615351794834,-0.015663662211227003,,-0.04022127126918446,
SORBS1,0.008902601932196375,0.0059365095297657135,0.0346640192175916,0.007487932286359744,0.00928164478432386,0.03871368827222744,0.028866808559582624,-0.015395088661518475,0.06278127746169125,-0.021614498521596824,0.031027598851314616,0.08333458340967237,0.043607593944062474
DLL1,0.07712069039333186,0.06443491685372732,0.01427265680503897,-0.02419102318067479,-0.12885446139938345,0.06454463363906869,0.03319632462705993,0.04286268067699797,0.0079436691399188,0.11166507758341969,0.02477390215686606,-0.038541778362545874,0.08662125864544487
TLN1,-0.010911864338288647,0.02867716829771155,0.025531807935736225,0.04466984498050921,-0.15046363112706868,-0.04650543982235514,0.07568273542401122,-0.02529196298329347,-0.027860462547698694,-0.02599081026368136,0.040753058210117536,-0.047204162540328734,-0.09399195198185364
COL2A1,-0.027852848066237786,,,0.08314843748322467,-0.014702317945136888,,,,0.013091102100639884,-0.04082429535406453,0.016587291607508256,-0.032413492708186366,
SHH,,,0.02486811061644465,-0.008942406173633363,-0.014803219535890855,-0.03438590259911058,,,0.039149546550353506,0.044380163840720986,0.08561764721707582,-0.056087907464374025,
PON2,0.0261360347059355,-0.009400792111513727,0.05160897410236824,0.011616227487247634,-0.2524991513988283,0.017278712734946692,0.06816973504100521,0.03242050987490504,0.13519336447258745,0.09154159061399898,0.017506122288262982,0.054640231791033785,-0.015478505282308404
ICAM5,0.023526270905697796,0.016191593731737276,-0.009678568998021756,-0.009919952508405881,0.16578289656897005,0.0247886660514111,-0.01565567142798784,,0.06860016657360624,-0.03261802214540402,0.01988619361367632,-0.05988369627584577,0.25375304347481137
HPX,0.06319318742137799,,-0.01919045388044954,0.025797054161481956,-0.04682538917700446,-0.03541364348555576,-0.0059462976675888745,0.0047820690531094135,0.0704748897509011,0.03616473189373353,0.07675588986103832,-0.057415383328281354,
SFRP2,-0.02729844559496576,,-0.016792196135264868,-0.02765500452628439,-0.015578892628675817,-0.029514956050658594,-0.016321985593131416,0.0820215538089671,0.05253598761977573,-0.020941341523756065,0.04595843775549933,-0.013018807873231106,-0.0203664270965757
CFC1,,,,0.087220846323001,,0.052305512055277135,,,,,,-0.015252913276200819,
CD70,0.006522611152093578,,-0.017699765649284015,,,-0.0012378362132811072,0.05868199921318413,,-0.02597480346779499,0.050454306630229616,0.011086859502580171,-0.06320169657455249,
HP,-0.07983566169966148,,-0.03077370024477822,,0.015289938373998245,0.01271860627803744,,0.05179551329168291,0.0606572863243621,0.048764463350574085,-0.022201004875128022,-0.046417621041550304,
CXCL2,-0.03185303205758248,0.036288218595322504,-0.026159401724543483,0.0034986904695773974,-0.018776599784658097,-0.020676600769969557,0.04958473898095784,,0.04429271418999189,-0.011162338379153227,0.05479748720141408,-0.08887615467226306,0.01078130335786325
NPPB,0.02587902690961715,,-0.05252274999939642,,,0.0506711782245179,,,0.07732153636598892,-6.501997622580139e-05,-0.023573578531050795,,
CCK,0.03741096481707426,-0.05533441262562158,0.06560010543997777,0.09499831224170573,0.2651757014909713,0.06914057784208143,,0.02137406822547935,0.04609333914631147,0.019941609085212038,-0.017234145885205377,0.05357599853848237,0.2347026079682861
SEMA6A,0.025966382471926182,-0.027768071544338822,-0.015127426359166082,-0.009582452845345112,-0.23403314370912268,0.007027348398590277,0.03731236352139243,-0.05446500568106134,0.07037840454215284,-0.012827008938776483,0.03639761368394778,-0.03877672114996069,-0.19506112501244433
IRAK4,-0.0306805800859349,0.034416052708790355,-0.0057675771653613065,-0.019318377122141968,-0.11824672060398905,0.030373273703485016,0.03974368287226678,0.03220059795573229,0.01764372240328265,0.11290125308003472,0.04705243234596662,-0.0562848455952531,0.053089976998583956
GSTP1,0.019499089875832536,0.038122643378149065,-0.029502452630220635,-0.03087431579737489,-0.23374019084156475,0.05003618000770963,0.03691220156627633,0.08124872608978233,0.027737941790073238,0.10556047140861598,0.06575437230699628,0.0299069835747824,-0.031098795764059266
VCAM1,0.07641252182173461,-0.0032498851644228955,0.044710993493665516,-0.059812568164884894,-0.1758539406503087,0.0313971212993108,-0.019620151684492073,0.011891125180361919,0.011530945551309704,-0.00763640900062558,0.045390389155173426,-0.034226744064927046,0.005705781307714916
NXPH3,-0.012649190300670505,0.020338681812035974,-0.014289009532173486,-0.013990090331965242,-0.09326415466919416,0.02191348619505029,-0.031208619697512655,0.02128035584597002,0.028667966903876744,0.07388246293885034,0.05976222791534035,0.05027537317989288,0.07775043955872363
MTMR4,-0.02895066954575274,-0.013678126746654449,0.0737009869877334,0.019941706363637707,0.05097997566239662,0.018296343235613678,0.04084627992620808,0.0022480417067615444,0.016173097934401578,0.03751861210543023,-0.006623695607174094,-0.023754281918001784,0.1602586801473917
LAMC2,-0.02079135545768176,,-0.03295617028891684,-0.01664615180913609,,-0.025034812027602837,0.024234687781351773,,-0.030156924421609492,-0.020570783622618445,-0.006318808652429371,-0.0051745014910375775,
IL10,-0.010853439151020631,-0.020728394495689275,-0.03702515183305311,,0.01788111878749875,-0.01491387414743214,-0.018816264946972687,-0.038597621663747236,0.06830770657422859,0.07382991598013239,-0.045059395772846525,-0.060267086133889286,
SEMA4D,-0.02532655849652858,-0.026435520160225923,0.05846958648752284,-0.027144236900020696,0.05129975511893799,0.006320768032386824,-0.0035509657378102917,-0.0031728562037856957,0.03796405196366822,0.03479584190266067,0.044719007280212046,-0.044352386086623716,-0.18976512581255564
TRH,0.009143157290643135,,-0.026075537113148122,-0.05125620129861888,-0.031883701948608505,-0.04185879875545071,,,0.0626160941175894,-0.003682698892318767,-0.02640398883370233,-0.0023042654887170852,
SEMA6D,0.020172333988305785,0.04038998493739221,0.07119807806804475,-0.04031501067728446,-0.11038003598158948,-0.044497543287474635,0.04643433872826758,-0.0609437779930224,0.051497109913459835,0.02899060896275525,0.04085295695868966,-0.023931291394420705,0.06961668555487915
CEL,,,,,,,,-0.031009394590671376,0.10632317445850711,-0.025573005612442235,0.02259039230171127,0.020388530519979377,
PDCD1LG2,0.00031003036075904746,0.026631791242929845,0.06027361461354475,0.04774063837506403,-0.04899770029877629,-0.012715670169783009,0.0945741820324476,0.018510811184905124,-0.02394094542091033,-0.010839605360585246,0.05637341267062947,-0.02906313785819194,
SPINT1,0.032865404453131776,0.023725462270669843,0.006738936091926642,0.013243379460951209,-0.05297126065094423,0.036562635486492585,0.047972843329291776,-0.039004784003197596,0.058323805412353595,0.11840024989695837,0.11901253062889239,0.028275909348202885,
CTHRC1,0.047104554587242796,-0.021709460360714722,-0.034877787453972874,-0.029053841004153667,-0.09313116916540014,-0.020127735809766605,-0.051632361348599005,0.043269721479653515,-0.01683413799164228,0.0011445504965705278,0.04046626535176074,0.046757347712317106,0.005811713757953594
PODXL,0.01875549357215577,0.026114007327381575,-0.03447905739459008,-0.028127832027430813,-0.1941347565372174,-0.030767216135571946,-0.0021273036117366766,0.026762200639639,0.02138904910946757,-0.0002523378398002305,0.0694326382182427,-0.08232922969378036,0.16756840628605899
JAM3,0.020630263772822725,-0.02501112767344283,0.037592571431165255,-0.024323391036754568,-0.25328276699795893,-0.04498643320959814,0.03587069416166453,-0.04389596713521819,-0.00025896957693594645,0.022258273249614057,-0.011708066385215755,-0.07073571651210536,-0.1964461642835272
