,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.015031584921536523,,,,,,,,,,0.09251817593216385,,0.08534020528596892,,
BMP1,0.005136671078921977,-0.011192386403248766,0.08598229623933558,0.003992531736146639,0.03276239093173963,-0.0007819492023375004,0.051503384086551446,0.06261201411321746,0.06886879287814884,0.0232944233382761,0.01273208961681064,0.03442424345047343,0.1204957221132445,-0.008209672661847934,0.0466251195385182,0.09798633727867229,-0.021107789219743496,0.02460767987462268,0.08680502680692403,0.01838871634531656,0.0930419992374504,0.04972682341804611,-0.09477707907309164
NDP,-0.06659396616771554,0.025482111281725856,0.0023718173647276127,0.0056120459246635215,0.04865309267687363,0.05856760386708554,-0.010991650211318633,-0.03474176512009633,-0.002392957160836202,-0.044972905013051914,-0.02364554607319448,0.024975333779005765,0.01692386218524755,-0.017807623977075186,-0.08500677577781743,0.07487774303278101,0.025737875993403977,0.018857534663954675,0.11331951114422631,-0.040146295077628624,0.040859852540442436,0.025205137646181642,0.005287259344977528
TNFSF18,-0.03934805643377783,0.04488781191827176,-0.04264748164862563,-0.053875839020849435,,,,0.10684442199555173,-0.022321452347936484,0.04223038386478501,,,-0.0488897661050596,,0.14033490211056304,,,,0.10328518293573377,,0.0960605471148429,-0.03321900111192679,
IL36G,,,,,,,,,,,,-0.021998693385556007,,,,,,,,,,,
RTN4,0.010899130892768236,0.02328943263540487,-0.006270858792267421,-0.01265892714578733,0.012389381719822117,0.040065246405766565,-0.016421615094745833,-0.014603174421495753,-0.10468522771838036,0.011523046811682789,0.04260466691614566,0.0013360507871422384,0.013708557668500177,-0.06927582607146343,0.003560078944413673,-0.06404170417995504,-0.002023852712764744,0.015931069819689583,-0.15498787635611558,-0.022816563902739447,0.051024531547412946,0.016543531600874233,0.026219412861769292
HEBP1,0.030965217321346654,-0.07262208408982568,0.03215440428829071,0.018823833577221463,0.02539777565385994,0.033019970272893884,-0.031072699930543398,0.017080528912946768,0.004272044012761945,0.015402341148414682,-0.027662319889136578,0.12569752723612554,0.03062364447602612,-0.023902261578723688,-0.033411477735209555,0.012216905019028657,0.022646852552982124,0.009584969700745077,0.027771765852348522,0.023991133160565944,0.04977982251341672,0.021490041657921736,0.0042113941316990035
WNT7B,-0.03466440530275983,0.0019173512834017483,0.029826550518466558,0.0072222482357669595,-0.03894370407666531,0.014222684762426071,0.044493851036675955,0.011161858222258354,-0.056044791837718905,0.05426886301480805,,-0.009699330851785577,0.048978117016489395,-0.01839997031365809,,0.008305835408874536,0.0076092662452904684,-0.02596038176761179,-0.04191828038709547,0.024350876543667202,-0.009820032997973708,0.0004687298847982678,0.012898215144200835
PTMA,-0.027132816226121157,0.0671765999206426,0.0010445061098547607,-0.014977647658175334,0.06339389251312091,0.007807682729843828,0.05072849655528111,0.02882489574332779,-0.03750161715070857,0.022142726203812364,-0.040062149660162735,-0.013541380111117043,0.021979798361212055,-0.08753261821212664,0.10105168060748336,-0.12593177813517759,-0.03805991285061205,0.012811904752706492,-0.1433117882493272,-0.021347433630918938,0.0333891065228083,0.01984066285270643,-0.045251159521898565
FASLG,0.02023412269604996,,,,,,,,,,,,,,,,,,,,0.01813070535132749,,
CEACAM1,-0.03832653917254021,,-0.027143953285388163,-0.02568314301189934,,-0.0011826572235389384,-0.030788756870866466,,0.03647690282282427,-0.019376450955809518,,,,0.037116573170924566,0.10947558145717161,0.036284830480401556,-0.026166474189011,0.04161294981755713,0.0530223713457501,0.09668953019702459,0.07882398288813462,,
PDAP1,-0.05484355179421093,0.021536860768845808,0.008629119172840479,0.018648068901785768,-0.005896092307667902,-0.03774173677761285,-0.05979130439257697,0.027796054019362325,0.11789296954152706,-0.01614439349147648,0.06195050415752705,0.01706095408944355,0.039560698947163936,-0.022423364829906207,-0.07075577368255169,0.019524479002409844,-0.034300332645683856,0.0034209450067984428,-0.02620455096533798,0.009993068431297446,0.006445445066428484,0.013923504734870445,0.08989333567986359
QDPR,-0.007915099539435276,-0.08738851591079426,-0.007138584086501412,-0.006436341622526053,-0.01194972332932325,0.035180867359823544,0.0017349913164882937,0.021337104673687036,-0.0749535177408448,-0.05289513474762852,-0.01610965927219475,-0.005745950086552995,0.015782478122732715,-0.0009140151863724151,-0.030919214607798586,-0.06948665473385526,0.03712822110290443,0.0010270090369035804,-0.109148145759686,-0.034971512359701744,0.015086511401602826,-0.012501592185447682,-0.01730306883209534
POMC,0.00982977219310357,-0.008223612411802009,-0.006263049833586389,-0.0004230280018428402,,-0.01581005587543101,-0.030763858015957542,0.061801671997250875,-0.0072428625802720146,0.031369291517409366,-0.026931148622286145,0.029286448335029223,0.02716168577594957,0.014111782979300975,0.04552553701454653,-0.010891780718460845,0.024380987263996488,-0.03005663404776186,0.05625286858920565,-0.023145995887136322,0.10009118521600865,0.07934381224484943,-0.006455965478860089
CCL18,,0.06687665459614704,-0.03387308903014476,,,,,,,,-0.012645287584806923,,,0.015972070911358712,,0.04174151881432736,0.013407742062248812,-0.019351952685756783,,-0.027577454304593397,,,
CCL17,,,,,,0.043302355678353756,,,,0.02492823341773785,,-0.020096430950398873,,,,,-0.027121183059542888,0.054402746465338964,0.05344009604598684,,-0.022952102130365738,,
VEGFD,,0.005263578744964757,0.008029457877651023,0.007954895256384575,,-0.034951084329476516,-0.017158123608270515,,0.03644666011355837,0.0670911255065751,-0.0334206005064216,-0.021537967503065983,,0.023482992937122346,0.007049775058503071,,,0.014669286321175116,-0.042546666064526624,,,,
TNFSF13,,,0.0017614347692938037,,,-0.02163921555617823,,-0.01491921632744529,,,,,,,,,0.05846921337898472,0.009620860684626328,0.13282861431668258,0.09198743356674702,-0.012065911707469571,0.005161823612684763,
