,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,0.06881772737539549,,,,,,,,,-0.029003633610608332
BMP1,-0.01113888042045039,0.025658324889698946,0.005648659316381339,-0.07168837632156137,-0.0027457606988807405,0.0488534823873937,-0.06055378459388013,-0.04595050024015869,-0.034477385189914375,0.01365178207655919,-0.033823337990299136,0.07804884416910297,-0.0518684594886412,0.08768593756263192,0.052223928535379625,-0.00932762710213473,0.019504716798859324
NDP,0.003684556122043222,-0.08210882891320376,-0.008886564488955015,0.05962495269583653,0.011234271427488889,0.0300193830507384,-0.054410556498695056,0.055932292432590895,-0.014743243932260742,-0.02536181061595179,-0.03712124955111054,0.03590826770782573,0.024999581694106633,0.1043510281230939,0.023530963894140507,0.040256651048956024,0.0318387974379391
TNFSF18,0.18077606737046498,-0.029623431173866496,-0.022796989997985434,,,,-0.02118377252736896,0.004238132767064901,-0.019770906086872528,,,,,0.08339317512564623,,,0.026877516381131034
IL36G,,,,,,,,,,,,,-0.015795204219092633,,,,
RTN4,0.06743963956580841,0.0317945699985406,0.03752753642538961,-0.035603289222192414,0.04159940370469836,0.025691683172123263,0.06346746801919018,0.03184983860224541,0.013464745548295428,-0.0020583371002782427,0.21095835130310836,0.05224321160202269,0.06846813128451744,0.0914110370791705,-0.11170719295856543,0.02426641253422905,0.024769762286236983
HEBP1,0.01651266643348603,0.0018840196159761304,0.02525536966766287,-0.030962262239199814,0.0114458941635081,0.014399542657380717,-0.01764017169828293,-0.004801946878156478,0.01908208148827313,-0.05635065589009042,-0.0594742661493553,0.012597185274489794,0.04031726733374318,0.04139254218599094,0.004020907796431525,0.034508842637642305,0.04075320552334393
WNT7B,0.12417576706952732,0.06522999226648915,0.04831705123759656,-0.031594055904801126,-0.06024968059782229,0.003009662970330528,0.04269671089166561,-0.013277343278520851,0.06409323746086337,0.03536617907062789,,0.013333747279251138,-0.01736074969822217,,0.08798815149674402,0.12787486632984785,0.017757612861484966
PTMA,0.07011208588442931,0.07876989585669956,-0.02456858915978931,-0.10188076957445225,-0.058114822363732145,0.059655504780114145,-0.036395805397655405,-0.04013331450790194,0.00046108575949776987,-0.0012167560861161427,-0.1853893595302842,0.030115207673910616,-0.1092734376715296,-0.015073446448909131,-0.0782034581622039,-0.028172266260858458,0.010935747404180629
FASLG,-0.016229759680871977,,,,,,,,,,,,,,,,-0.025154841535748023
CEACAM1,-0.022535163354670925,,0.0023894124550723553,,0.019765417812597583,-0.02607110366999184,,-0.011595513552309951,0.005697829993354382,,,,,-0.01992501257102259,0.11017042099839267,-0.01351765766452986,-0.010880180124012848
PDAP1,0.00045241435685472307,0.021900435971678477,-0.008172556773388934,-0.008423111563650032,-0.034488454343542314,0.048576069027557164,-0.03156365833904356,0.025330654802619177,0.06797772523361843,-0.06027213250661438,0.11539354408581602,-0.050690845972376324,-0.028477565207721788,-0.03325620436776716,0.0010650812427200537,0.04132645108010079,-0.06474713100328801
QDPR,0.07647380983615408,-0.03656849454389606,-0.002909154443582683,-0.020256826911823088,-0.009991266879883711,0.007269723819910621,-0.0317844782428389,-0.010660538279918188,0.022627911869797943,-0.01313706673003856,-0.09245145760668268,0.05421084889567121,-0.021343103464427707,0.03501193137498161,-0.039578332178749835,0.0004978254737194521,0.04207593934895791
POMC,0.018060792682395858,0.014629867219999189,0.05792059510758543,,-0.04998070324260013,-0.023082951296750816,-0.040375945985140896,0.018543139115855065,-0.022940595976781587,0.017505090931821243,0.002378324625766827,-0.029904740206578313,0.027849311291601245,0.05134326452101412,-0.03710727963426928,-0.02211311218353496,0.022110505896963818
CCL18,,0.006490416442453883,0.04319975332902548,,,,,,,,-0.04791801950452606,-0.027222754941918465,,,0.08318209257378344,-0.007051896716154989,
CCL17,,,,,-0.002382064552040484,,,,-0.024658169167510614,-0.020630338625558294,,,-0.014429367479836861,,0.05133041113869549,,-0.022800038469940248
VEGFD,,-0.04476123227280899,-0.03209876383598613,,0.010566679499243056,0.007155887761430088,,0.08678273564109117,0.017714214493992592,-0.015132602873311108,0.025104840402496376,-0.0202048513364246,-0.015464400053799355,-0.024049791519569905,-0.0158399210465669,,
TNFSF13,,,-0.024222757233924582,,0.01747154807973904,,-0.002045218245325007,,,,,,,,-0.024854473770370696,-0.015179423569579693,-0.03715075964488101
WNT5A,0.00846349819809535,0.004932868970888195,0.029139650634056134,0.007166592230837782,0.05558505573508044,0.048063888831054884,-0.06652900842253585,-0.012513786662978508,-0.02798308369568491,0.007157533157319103,0.037431671453972706,-0.03330449213124817,-0.006858055025102431,0.02639710448064572,0.032361738811365844,-0.024402611276549007,0.10339410702990999
CXCL8,,0.029492964107259555,0.03977421508088631,0.054863946402906066,-0.016836991113966172,0.034016622621768085,-0.02922228018187605,-0.010228219425362114,0.04389853127678858,-0.014092137783075208,-0.09383542384162669,-0.02428928341867725,-0.046495533725040464,0.05123499129308863,0.05941842754108696,-0.057810005122710305,-0.026464332649628983
GRN,0.03898063515855302,-0.001444741333728192,-0.05235867964137729,0.0032443612757983215,0.01453431062566544,0.01318388542857323,-0.058133035906893234,-0.04434838173145536,-0.006084592477240872,-0.046446248510716936,-0.07913193250861958,-0.06565052341597005,0.0025220271582503625,-0.01950458901493559,0.05795346889127681,-0.04771550243220729,0.031610675484770215
MIA,0.15095854564527036,0.045895282397653246,0.037642610548988535,-0.01795760060186245,-0.0070695640902970975,0.03346735328866309,-0.01549127572270044,0.0010166065571601832,0.0757136000123022,-0.01721014887190032,,0.03040152349758987,-0.021179204569403438,0.014327128695175691,0.04268772049494041,-0.08381881206771712,0.054383025929134764
COL4A4,-0.018796039296133014,0.08020082064195842,0.019286986782637263,0.03214708571519128,0.015962312130764798,0.03410610185012775,0.05560701306752385,-0.017297851867340893,0.04806622229610688,-0.028911681427055778,,,-0.020544614161715845,0.034143744943866704,-0.02536219030838529,0.029358482108974602,0.045726180267805304
TAC1,-0.016229750850927527,-0.01414176829384201,0.03383149609937977,-0.03744853749609434,0.04919618013203263,-0.03325714261143095,0.03735704436014106,0.07881865903457992,0.006275466348900132,0.002995156250341192,0.06055335014958195,,0.05204587744899381,,,0.10518464652692597,0.04149116680104919
RARRES2,-0.08010084946937973,0.018661900838576967,0.004665220008332119,0.04986479194649903,0.084501906733101,0.06278725054902702,-0.011798346773030502,-0.03927958497452489,0.043160219829221344,0.0036714157680948364,-0.07300162248398835,-0.06374671851190074,-0.03511378641994249,0.063283627244889,0.0683578664965204,0.010572028460089679,0.05353550580069386
FGF7,0.06359443952808018,-0.0976278797679038,,0.006200866486652237,0.01460582458215392,-0.053460432898127304,0.06089605325212959,-0.00498918507968848,0.04284446064061608,-0.011351942367238285,0.024286562195551444,0.044401149897010724,0.00243655998560433,0.008791454228739799,0.04794173741743428,-0.01532868285546237,0.09102027738553942
EFNA2,,,,,,,,,,,,,,,-0.015054784898503154,,
HBEGF,0.015448198285746622,-0.060625676019997785,-0.0404591821005744,-0.014603675331246012,0.04942373891227899,0.07122441558160941,-0.021849827274582328,0.051838658423186315,-5.592168846279344e-05,0.00501666962174809,-0.04070438681313358,-0.028958631332553914,-0.028028773035201564,0.060157348880375654,-0.03535110281433258,0.05565026890952178,-0.003033413825866686
CSF3,,0.09891964655911711,,0.1402869756565439,-0.03631092226699898,-0.005040258069992957,,-0.01830079433334206,,,,0.023576855103065533,,,0.013860712036048144,-0.019379408756106446,-0.02400492318776793
PI3,,-0.030911746296625738,-0.013269966467977953,0.0936420380223485,-0.0298871858774777,-0.023817470318071174,,-0.020606935963683463,,,,,,,0.03138182718155021,-0.06519791881076895,0.004856138940555228
PCSK1N,-0.017271014038031485,-0.017875213660124855,0.01942061285665169,0.04648780350689611,0.023093796773831114,0.030943395214681146,0.04050438160385449,0.0363217525346767,-0.04174470004163464,0.09601143713253828,0.2150397118918081,-0.02496554974881932,0.07405801843537686,0.0732965937951774,-0.010740105956574746,0.01063050985074042,0.03216997753291619
NTS,,,,,,0.01720327823122504,-0.02386190408508012,-0.022493877663204605,-0.01053368603062777,-0.016505041588440482,-0.03707521754661603,,,,-0.01834139855129876,0.046626443765294893,0.014341621507610317
SFRP1,0.053825096588433534,-0.004124135250353339,0.041764495335229995,,0.01703343273306449,-0.03939834212083497,0.0058998533894334725,0.03179601862256696,0.0019160595183120735,0.01990998977757392,-0.05435047983098565,-0.01971809843682599,-0.04120223474058175,0.03168351047065826,-0.007523355551993323,-0.008115838628432294,0.015749404605107382
CXCL13,,,,-0.01628394234680855,,-0.0390442601815601,,,,,,-0.042101748969508294,,,0.006667131891931474,-0.03161184845612294,
MICA,0.003111481382966766,-0.0323396550589008,0.025306334454000087,0.04881023020842626,-0.00838282442923183,0.022836485227054372,-0.018870365042252337,0.00496217185604357,0.005301797400115169,0.031281777864413135,-0.07275089261575023,-0.04588610872095861,-0.029632718349692565,0.050900493237463804,0.06529841970323966,-0.04185895197227477,0.048907794313922476
TG,0.07858939371567512,0.1470182766917386,-0.021574027148721257,,-0.0214376836317155,0.07978602848687426,-0.027542927628863095,-0.022087421425327203,0.022305155626665078,0.003766603144463589,,-0.043125912311325135,-0.021674945980871257,0.0010130423691888423,0.10351769947918693,-0.01594955120152648,-0.018227847442806325
ADA,0.04710363425193604,0.0027359000975358243,0.02831824914567931,-0.009034974163716191,-0.049190959730862426,-0.046624276861694576,-0.021077484683645384,-0.03413132043838475,-0.03367655049988951,0.023846054360737154,-0.09216435807439168,-0.03717800269205454,-0.0017906674899702923,0.04278310826383424,0.044545141721950864,-0.05217545494934908,0.06601719628089861
LAMC3,0.005343526721434268,-0.008566887164134703,-0.038828398927487975,0.06388802007029329,0.008707951112065775,-0.08194453624869476,-0.06238937832780476,0.049690595564838416,-0.011125865432627589,0.008428159038441064,0.006520271224417102,-0.01594520202272862,0.10501233419927948,-0.09207216645440952,-0.010841232710088801,0.027868284334628728,0.031203012420806104
CCL7,,,0.06334572029223633,,-0.027451987044803988,0.03423439786896324,,,,,,,,,,,0.03981007904130003
NGF,,-0.025960321768363364,0.004523816528524059,,0.044983601414622175,0.0003489038282473739,-0.0262833404400094,,,,0.01976007698066528,-0.010309747632507542,,0.09431057608244248,-0.014852423261515719,-0.03327020987398998,0.026585813961309178
TNFSF15,,0.09359122968396263,,,0.011914944806079464,-0.03832698600523482,-0.03191373747125971,,,,,-0.019330201068880927,,-0.06727787128910424,,-0.012034280134144542,-0.01669666882031381
HMGB1,0.07477389434266767,-0.07228605119843722,-0.00040644754561034997,-0.018632886541982425,0.005753038470660639,-0.00685720866021645,-0.014203298024020242,-0.044767324639765065,-0.007337321953783624,0.01777279576028466,-0.01957155411782806,-0.019316899445238598,0.018944478139876528,0.0025028514691982267,-0.038901246838679404,-0.03384066254474085,-0.009909556547654262
ITGB3BP,0.012205754706350231,-0.02374195985562892,-0.0037314707500437972,0.00967820929483283,0.007526144957757942,0.03172696038754633,-0.04489812956302576,0.023579513028812255,0.010494121553654706,0.029211033262473277,-0.03092466626997145,-0.04538945157761696,-0.029972370489519815,0.07453035433568037,0.09545305668948845,-0.03799475921988387,0.0036435103769618636
AANAT,,0.003867075811161677,0.017681079876225046,,-0.027814785069055166,-0.03453490656506745,,-0.01650781174331707,-0.022340710714012883,-0.017210149829172745,-0.034856179955516466,,-0.019355616290293996,,0.06261601588111951,,0.05175912921062283
RELN,0.130523590361801,-0.032236481675193704,0.00611348336978114,-0.025255122439992537,-0.022398155529778235,-0.006311791320718535,-0.031223267583808962,0.06166753473782253,-0.049187033386922596,-0.024331181048923727,0.0035098939034494212,,0.05756995367537341,0.030966328156663333,,0.08861025765683347,
IL15,0.10666076996260726,-0.04565256417558912,0.09207287790889448,,0.027858667846338198,0.1036001946701496,-0.022708521460571094,-0.04305909989064457,-0.004077420801738305,0.06479731709559797,-0.009981913231183219,-0.008880077960541417,-0.017951439507215335,0.02187544097087666,0.01274603009330704,-0.004286653438117442,0.03844610478030825
UTS2,,,,,,,,-0.024694258401836262,,,,,,,,,
BSG,-0.06179033409704076,0.002139587418516399,-0.10228911288840023,0.018158435488312582,-0.01646780120428549,0.018153084025248848,-0.001622181171460197,0.03374328888891056,-0.01597754597651098,0.0009162418990702786,0.12551134982600848,-0.0032407851549682157,-0.08262189869474598,-0.06312069886596021,0.07766154235537669,-0.024472999521951776,0.04855811589819214
ADAMTS3,-0.06517623980723887,-0.0345714426356672,0.05736429802436629,,0.003551925864547836,0.049424566770710054,-0.02562026942358267,-0.050069029764158855,-0.06327685645977328,0.028867296332652677,-0.023955758831853975,-0.01596674817872573,-0.029829498771351354,,-0.03071015109400719,0.03681359855583076,0.042043770095031276
CD34,0.01056336026374105,-0.010273998347148825,-0.009797850427833984,0.0674867375245532,0.007760620877570273,-0.03156351549414571,-0.027418462582974836,0.05110955285691908,-0.04946827915104766,0.003741499618013309,-0.044309935728456026,-0.024568924093594544,-0.03239647308854457,0.011630813921503063,0.034111182983469664,0.00681984889917228,0.06014138418683867
CCL23,,,,,,,,-0.018783269321255867,,,,,,,,,
PLAT,0.027150203298224863,-0.019141221253648123,-0.028708260899044994,-0.03913928946497247,0.05221711363405632,0.06039778567674766,-0.08669626758593335,-0.014964990648510926,-0.03281126269073719,0.041226268581509254,0.06187518583613967,-0.044266426134781704,-0.017831961144480126,-0.044614897776923304,-0.06646278638241901,-0.06277661872660542,0.0008536885758589867
NTF3,,,,,,,,,,0.1012562208389382,,-0.030648460359563295,,,-0.05700383865334911,0.015271846181619532,
LTA,,,,,-0.027012263894490456,,,,-0.008853824811618081,,,,-0.01795144172314941,,,,0.09450499132991635
CKLF,-0.0020988983215671506,-0.02970464147544746,0.01878305915420536,0.025944579600401176,-0.006870133745801636,-0.07967224491927434,-0.05651821187479818,-0.059030170273236225,-0.013919119725197908,-0.009364517854221068,-0.09746614372840498,-0.007101999854483811,-0.03675988208443191,-0.0013395172672323956,-0.05517612819328525,0.011626595791383232,0.020325249060953208
APELA,,,,,,,,,,,,-0.03563418968195609,,,,,
CD24,0.19651193229176642,-0.09291938930044855,0.037143815146095806,-0.0627918053049374,0.001825433760324332,-0.07432367203166239,0.01584220545641842,-0.04445103413826314,-0.002847664736760584,-0.04836621403963492,-0.04631044834536449,0.027815838673278713,-0.016478393927416148,0.07358509626083415,-0.059795729147455505,0.07251750682626032,-0.02461594397948974
HSP90AA1,0.02809581266491007,0.08943189988147696,-0.042330684901255355,-0.03754512507323866,0.0437526827451984,0.00197469334319945,0.11500653236419586,0.04101118021035804,-0.0051194482046494445,0.030691932420237492,0.18625078037077614,0.019452718193908248,0.06101736757980789,-0.025960841444722695,0.01983503952556268,-0.007869693583202123,-0.03677525658790008
BMP4,-0.01934384879875427,0.12473114690573243,-0.04338621474627258,0.045842463213954666,-0.008038902644950495,-0.030805135610260496,-0.017977590457989235,0.07519567681687879,0.014098185617242735,0.010317871845056928,-0.04519912138827108,-0.008845989905353248,-0.015296482452468035,0.02850135938903769,-0.0498609753690276,-0.02383083474550887,0.025781210261477974
SCGB3A1,,,-0.020417516906279323,-0.001794991076882143,,0.01267754996977799,-0.015904983828032272,,,-0.014516929708038355,-0.004876754222022599,-0.00222772012590001,0.014317738883710018,0.015582254809741193,-0.028818727051135536,-0.00940429520184082,0.0060357619402248396
