,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
IGFBP4,0.06137650826578587,-0.04231518503307877,0.03242144475509207,0.14762054757308815,-0.01481082079455006,0.03675095333805595,-0.026945874052284942,0.029944913050402134,0.017093702501959525,-0.027989366490882555,-0.06347853426337635,-0.05233902789870336,0.012630624425908952,0.07353221673548023,-0.00694098572328419,-0.0659367315146176,0.056710843404716854
RSPO4,,-0.03171319459024353,,,-0.019704109028828746,0.06810654265408551,,,-0.02502492109830873,-0.01451692758460899,,,0.03158033304270262,0.1011925108469423,,-0.016830646003687517,0.00889148629855037
LEFTY2,0.03153181320574649,-0.019819165330372007,0.04816515748005039,0.0401835198925863,0.02456562948921649,0.05385352265942609,-0.06509248142608014,0.03197397628497796,-0.032334177674269673,-0.0159179886424491,-0.037075241958186886,-0.021856462349133163,0.03817432191299392,,-0.017310297782912924,0.043580478051021145,0.022328757747802002
PF4,,,-0.02117989629939454,,0.029362916848107448,,,,,,,,,,-0.013798752650792303,,0.10506912766522628
ANGPTL2,-0.01131776730418282,0.009405709296549583,0.007313587256563484,-0.06505086846195593,-0.03702837692088291,0.02333959403757694,-0.05858552584624114,-0.03568606200984924,0.04995859211488563,-0.04452801972387441,-0.023432427746565787,0.05901025802184702,-0.05634106133036955,-0.05361859494010431,-0.01147965138070802,-0.038262130149271094,0.033801463175145936
LRIG2,0.0378356178771988,-0.030790223097174958,0.045913397844685164,-0.007133922726907029,0.02835681408755584,0.016557931649036225,-0.03871278270685689,-0.03186321989775025,0.05622376678758194,0.023470306271127558,-0.007073256149383012,-0.027603065513549713,0.02819447765285451,-0.017800153652314934,0.048622311176869284,0.054220257223268765,0.07330932025501562
ICOSLG,0.035417578830358266,0.027755229234621735,0.036786128441939916,-0.04294639007625948,0.01489598341539006,0.017066941321625968,0.058701196075688,-0.017152821090403576,0.007694920172754779,-0.027550417636919216,-0.0668487263660982,-0.0020804014450441707,-0.039583397242716194,-0.036295888208855216,-0.06143263579356257,0.006400076493341149,-0.009752566231667557
WIF1,,0.06659337761725652,0.01680908134316644,0.0031380337886033572,,0.010846319865102913,0.06239506462607715,0.0657567615614571,-0.019311138879227297,-0.016814664957589497,0.07956429157977403,,0.05306229605146442,,,-0.015645715708879966,
NPPC,-0.012356878127223534,0.04019955201790407,0.015529633616891384,0.09120205949355802,-0.020757226598219523,-0.06992112897803067,-0.003910863874717804,-0.0249665260110457,0.02861047801287008,-0.020174976742109208,0.06000418427332066,,-0.036592077761169337,0.02188702401615268,-0.026108165083753628,0.0541597900882383,
LYZ,0.022122801648445975,-0.015699626275946853,0.035523774169819514,0.04022287878623162,-0.017923317287259856,0.023917761984740545,0.009435960397976197,0.007080009038957222,-0.008862163957966431,-0.026899916618469584,-0.14531085491743662,-0.013705330289680807,-0.03256042911835798,0.03328845054364017,0.028659778974457175,0.00222743948471453,0.04252714460855571
EREG,,,,0.03743867941110269,,0.009004457074872704,,,,,0.06384086186687392,0.11244030859684974,,,-0.04384612858152557,-0.02096285336347065,-0.03005200032630298
SPTAN1,0.0025152035291991968,-0.035264236912208986,-0.04909000183198878,-0.03607251770313226,-0.012187938122546317,-0.005214759192626955,0.03875502689180978,0.06154982878590126,0.012515833735565727,-0.03190832519959891,0.1493390887679198,-0.02582761549703012,0.06139868118483591,0.08081334585394792,-5.4327725042978655e-05,0.10756221166231245,-0.025627299399562056
PTH2,,,,,,,,,,,,,,,,-0.026766334139950953,
LIPC,-0.024064551452001162,-0.02815422606020373,0.02973750366248196,,0.027228068891034303,0.047335476396225984,-0.012582242960399063,-0.04317595037615091,-0.00864357589456109,,-0.052357357657884344,-0.03195664744160705,0.021098774474765596,-0.017825220791942886,,,0.05709457093286691
COL8A1,0.042150581173933326,-0.070314164076268,0.001936336029414253,-0.027999292361254778,-0.020856490508242235,0.0718177722383312,-0.06113783811965012,0.0350126154062815,-0.004792675762844956,-0.05525723448944251,-0.07560964625220427,-0.005580726500988127,-0.062485061447120405,0.04129697362267265,0.025196764643906303,-0.022010578272373595,0.05440686590745771
GSTM2,0.022415329405322638,0.09802270956313344,0.058524558286431556,-0.03731651886344113,-0.019078924152175932,0.044125506816602524,-0.01920311265662656,-0.02968830579762074,0.06187492488345868,-0.04290732930953878,0.0043562996274494475,-0.011672954453582638,0.03868778774613554,0.06010602574470817,0.010999109424697102,-0.015103092526334185,0.062481835480362555
SPX,0.00329876354408461,-0.012084850658874215,0.019020491323628118,,0.051358493554248215,-0.03748297016279186,0.048020669599373844,0.014011384297475164,0.0332923883057696,0.040008684329390885,0.05965481277711544,,0.06055933716236624,,0.02929508149823217,0.08847134770446885,0.03647850278629824
MFGE8,-0.017214747574038864,-0.02028961083753449,0.003968794834975717,0.06368749641802221,-0.03310864687626184,-0.02262794722678561,-0.011860032763406214,-0.028828895210510706,-0.03865814733847843,-0.010753582583831776,0.08680967964839033,-0.05350809046083698,-0.056277680313937574,0.10401795802456264,0.0014534218780588057,0.0029832534979114607,0.019625370298762105
TGFA,0.06305299587151875,0.03438663965340184,0.006753086687187408,0.031245217908108382,0.031725448522448886,-0.05094334014401271,0.0036869873679592716,0.003063747006770955,-0.010383868422214849,-0.04844326089397245,-0.17905195343018562,0.02241975773614615,-0.0708035990790093,-0.016477868945943157,-0.024933188190957422,-0.02227439166236971,0.015649836262753476
SLIT2,0.12246437307841242,0.019395666632754237,0.038193093222044346,-0.017817074654436636,-0.008922303099704628,0.03572517600471827,0.018728679481166417,0.05604988469446753,0.006527079966431398,-0.0127543564349822,0.07087229239018665,-0.04233029651586597,0.09149025339387573,-0.028706982397553368,-0.015380815491533613,0.05920601771567883,0.06142020426951981
PLTP,-0.030107465937397423,-0.05377678392519903,-0.008936951774170384,0.03252167199943231,-0.007172397158420701,0.09844596488613505,0.009854762063152948,-0.012137486221012796,-0.008945383979454345,-0.025268761403831993,-0.16220984500735475,-0.08006636637656454,-0.023041710319937233,0.041454368757053474,0.06851059089941028,-0.06457558504489651,0.013374752857111845
APOD,0.06446938758598551,0.0022338797480463543,-0.047831741845330934,-0.09942670280533501,0.0670189524005776,-0.046596016933905776,-0.0348196198089467,-0.10369396409060946,-0.00526064503577112,-0.03211712210236154,-0.025202880618579473,-0.010975280308755515,0.02219942128461709,0.07679219543154434,-0.05424826296811659,-0.04609897914162633,0.0405840118354879
B2M,0.060515646916106475,-0.060814217745404124,0.03937863869785955,0.03598537925589611,0.0014582383318267598,0.0821422720859558,-0.0917544536786608,-0.037886463364646475,-0.000629551559013755,-0.046075317790782964,-0.21596651595833802,-0.030956770727173975,-0.005209876443538973,0.061604508017598134,0.01978763022364662,-0.05576613477416822,0.003694106201996617
OMG,0.07647898205500393,0.014464153320940603,0.014625604769802795,-0.017021831423999073,-0.007638282163947659,-0.009250651026387429,-0.044053087014628255,-0.014424246602160625,-0.012826905140909346,0.048658549104815804,-0.041460519088938094,0.007610542616137967,0.06377923257129195,-0.04434593353872646,-0.04832914734732811,0.09399995559597435,0.02369075546004103
CXCL3,-0.015136506648371528,0.058055865367556005,0.004081744952246162,0.011567862968800293,-0.011439042550762843,-0.011611539991034703,,0.013273900634159563,-0.029350695810081873,0.04057499664313536,0.05443620891991883,-0.011373783962078873,-0.01292828880243104,,0.06541588770113305,-0.038757907145031495,0.02161634491883795
CXCL10,-0.07634358502644292,-0.0393758049316379,0.05251587279288797,,0.036281523679659027,0.042530275768471466,-0.031039976234038417,-0.03469924343792224,0.013712241193750052,0.011787991978879536,-0.06475551413679606,-0.022054872411985987,-0.02054461545962958,-0.009332105701482631,-0.018508127514652074,-0.022997528964617913,-0.031670463196145575
RSPO3,,,-0.0023386479891036125,-0.02242601838238153,0.02552258123124983,-0.04595586408007448,0.006811971163835788,0.01660438783303171,0.03116189860263247,-0.014569603015614335,0.028341576222754284,,0.036974366368088346,,-0.0043699380514800905,0.018204984749788714,-0.008919477320498411
CORT,-0.018796038993578644,0.03153673819007943,-0.008506561741567062,-0.029762381753833726,0.054742454568408684,-0.005464932240921633,0.02624496986790137,-0.013230050955135774,0.05287687232971748,-0.03944058524792537,0.018214786267717654,,0.05537457371330533,,-0.014439693312217568,0.13513433511972106,
NCAN,-0.001878050242652664,-0.07734373232549419,0.003427446616498799,0.005860041194141716,-0.05720515500886241,-0.07788692453172125,-0.0728973306805541,-0.07432133612329456,-0.06305617158642282,0.019750143672553344,0.05568957027572999,,-0.07399614064187163,-0.15621252882093123,-0.06033730814436871,0.07659855714975367,0.02486221016412146
PRG4,,-0.04852569911582597,0.03738058892755413,-0.004775514309784968,0.0397145295029769,0.013655949711970188,,-0.006786827369218787,-0.03198085571206495,,,,0.005704295690479174,,-0.02130665110542978,-0.040134692985295546,0.06344339270189739
ZG16B,,,-0.028312933549016213,,-0.012194202956646161,,,-0.025352342749051317,-0.0170967589963575,,,0.08155751798295931,,,,,-0.006101970721941814
TGM2,0.01922272344637829,-0.045426895131764,0.026870307766455312,0.07961963849131233,-0.008320686071934657,-0.01436478900869303,0.01242055927416078,0.02190444485380963,0.029269992616611947,-0.06132832481174605,0.036249240243357586,0.038756520683217374,0.14540680823481666,0.030321128514996746,0.057785040010639346,-0.01081776490184529,0.05668992395745075
VEGFC,0.02976297750125065,-0.034818157963500296,-0.0031902765957810683,-0.0026754179855497315,-0.030165178247777247,0.09036375303106464,0.03896041264945113,-0.030959237630191646,-0.010425282386519399,-0.016359662146026303,0.017954665794477558,-0.05831223056122677,0.04727316232098953,-0.06237811814484421,-0.028931882731500224,-0.0012196282141183877,-0.023597758634953506
WNT6,,-0.044158700155891566,-0.012095702528023748,-0.015415631788885857,-0.005690930730091036,-0.01203568618853386,-0.023291946026591313,-0.023091244652586475,-0.038048227345513996,,,-0.00709811259016214,0.010242887884252814,,0.006083250051100173,-0.022337013991709707,-0.026434271622315708
NRG4,,0.03597079481563,-0.018805251759880147,0.045025334040994895,0.0016603816939718213,0.03734873746395928,0.05269366883212419,-0.029248032483319374,0.0351581449529917,0.013304083038248034,0.03799424749834028,,-0.01880543499253201,-0.02591450973266746,,0.0434897968412499,0.10823824304973773
PMCH,,,0.0413349329883649,,-0.01868556495293344,,,,-0.025024919890585997,,,,,,-0.020259662232172262,-0.012796412833528368,-0.038973020660222533
COL9A1,0.07399515010885317,-0.05126753904945264,0.03648203619986708,-0.04813623080690023,-0.018083884926588543,0.028867774262129196,-0.04368992982252217,-0.04056185125299709,-0.015567037421949622,-0.021699100421489086,-0.022375333813368394,,-0.02142834610424551,0.008629912469934527,-0.010251784111989334,-0.011248871197606987,0.04089545461061957
GDF11,0.04672951358019145,-0.07909473908249176,-0.027381639994759843,-0.06046858174791886,-0.02683173167723095,-0.0033902666111969566,-0.0069622688502948525,-0.00178667161396072,0.010326647283501359,-0.027849930281988556,-0.0391920594922466,-0.07038596520254545,0.025639199435053474,0.02297998815783832,-0.035096040985871525,0.006921307336544408,0.04365430273751752
RAET1E,,,,,,,,,,,,,,,,,0.03383192717671533
IL24,,,,,,,,,,,,0.0034946599640925976,,,0.10781614394538068,,
SORBS1,0.05832138365800882,0.019038406191078595,0.0501045813092651,0.02813484105198958,0.05509396406023964,0.009658830375766913,0.030200328025979085,0.006093221037114878,-0.04458593894171408,-0.05491171786120222,0.023483495816196936,-0.016199257799583634,-0.02282800872337983,0.05322791455577498,0.03767669770827101,-0.05606028655687844,-0.014328753988956621
DLL1,0.09329331345562494,0.10152214741105199,-0.01279003794212205,0.004783973444533355,0.009375786105348493,-0.014120665155162313,-0.03058302232444989,0.017209461471131147,-0.0292092975283722,-0.0057961602579332545,-0.039321025684881765,0.019179272694713773,0.04588269528343054,0.003138935100668587,-0.053688013151193786,0.008059705403704341,0.07985021750297588
TLN1,0.06082546276834525,-0.006002739599060096,-0.031081594387548366,-0.004207261122884024,-0.024011123703608247,0.003003562254698841,0.0030476596576330776,-0.023838244220496012,-0.0038406186769636475,-0.03456969253548879,-0.13602791173786832,-0.04389428591169293,-0.05443763492243034,0.16180611894189886,0.05282554791434583,-0.06316365890149728,-0.007705971857756529
COL2A1,0.11122792031400673,-0.03368414971874188,-0.016049065236357074,,,0.0452285498052784,0.10507370902535561,-0.021673975078834253,,,,,-0.01312486735115496,,0.04198675995458852,-0.02695770517852749,-0.024896149638382544
