,UKF243,UKF334
BMP1,-0.005959775931043231,0.05130993394324927
NDP,-0.0014330176525921693,-0.03546111302864157
TNFSF18,-0.019872586919354538,
IL36G,,0.03431720059436522
RTN4,0.030659528849520588,-0.044436641093954364
HEBP1,-0.017292096531957037,0.04912046357842667
WNT7B,-0.04638283877678542,-0.015116032886383251
PTMA,-0.038007582796594996,0.10281276211467455
PDAP1,-0.012766713057254223,0.014926547429547595
QDPR,-0.07564885057381752,-0.028904696397597896
POMC,0.02725358890137641,-0.029465756869585833
CCL18,-0.026650773066943773,
CCL17,,-0.012563673640042117
VEGFD,0.051517339792938,-0.013464878178927739
WNT5A,-0.03482805169637423,0.11829527887143847
CXCL8,0.020638796710192687,-0.0404837365364254
GRN,-0.05890673075074671,-0.03222040758016114
MIA,0.025886178562467933,-0.018440767728557562
COL4A4,-0.030228051688617447,-0.017888228832557505
TAC1,-0.03785827813190896,-0.03170168518015133
RARRES2,0.00217427290626424,0.07684980159244215
FGF7,0.024066241871018638,0.041183569885571286
HBEGF,0.003443187956519874,0.09198611655674568
CSF3,-0.030228027756978627,
PI3,-0.0031117178440514533,
PCSK1N,-0.06793647097552263,0.006622073494173864
SFRP1,-0.04667248484244004,0.015253024777392162
MICA,0.0309440710979038,0.018429228421015867
TG,0.07329299425074291,-0.018872410578615877
ADA,-0.03563487992562601,0.03921317300891771
LAMC3,0.03760305566007037,-0.0546897542383096
NGF,-0.017415226067780214,
TNFSF15,-0.021544808125379178,
HMGB1,-0.05316364763308579,0.0126320271024433
ITGB3BP,0.055572289695118855,0.0784770492956801
AANAT,0.00878753490555982,0.06233089116301888
RELN,-0.03002761604621542,-0.018657688510140304
IL15,-0.030625572856366468,-0.0156303474599818
BSG,0.006824198515116617,0.11670394850413446
ADAMTS3,-0.034554072387212795,-0.013195340085566496
CD34,-0.04928241435911538,-0.036197380426089186
PLAT,-0.010954994893014752,0.0023877858732865454
LTA,,-0.015630349389399185
CKLF,-0.057933082924567794,0.015726361838650272
CD24,0.08401122602712355,-0.013248008477476382
HSP90AA1,-0.07938678238045892,-0.08591114359373234
BMP4,-0.037690809199596456,-0.013318672051424686
SCGB3A1,,-0.01090665110119694
IGFBP4,-0.039969929126530405,0.07273435854650631
RSPO4,-0.02127448411651232,0.00893819300847552
LEFTY2,-0.03563489851283572,-0.019295491767186753
ANGPTL2,0.05446674662411563,0.012220256770129626
LRIG2,-0.002245475597155008,0.07676059753024492
ICOSLG,0.05654431346714455,-0.05198462303178372
WIF1,-0.049509124704431286,0.012607631371528023
NPPC,0.031394363824375375,0.03671787832318529
LYZ,0.025875319491160315,-0.03568044713703797
SPTAN1,0.004296093980134106,-0.02175017568501613
LIPC,-0.016872538783283157,-0.01091413497142555
COL8A1,0.02652335270147029,0.013676791276804042
GSTM2,-0.021794056553945135,0.020796989392791666
SPX,-0.0584553031827591,-0.03474600512166315
MFGE8,0.051598006010564586,0.0649282526030208
TGFA,0.01687783140706164,-0.0071867850493816205
SLIT2,-0.043114179165685794,-0.016034639249577393
PLTP,-0.041457859519104814,-0.047534142619848806
APOD,-0.07229761157074223,-0.035198781552775456
B2M,-0.09670429171245454,-0.03444887093271224
OMG,-0.0319931579509566,-0.05760465855739566
CXCL3,-0.003381968877547546,-0.011256682003901041
CXCL10,-0.016844153750486233,-0.017888229962653098
RSPO3,,-0.01176301574278281
CORT,-0.02385244501278808,0.014106178876513767
NCAN,-0.047898913706259004,-0.025692955032231648
PRG4,0.17734796544505477,-0.013752909901546135
TGM2,-0.0452120808317891,-0.04690260520816918
VEGFC,-0.023357418201841763,-0.014035392743636868
WNT6,-0.029623428897994575,-0.012249382042451922
NRG4,0.029910247572672764,-0.016373922712506265
COL9A1,-0.016044543306086834,-0.018657695666549918
GDF11,-0.023139196855763957,0.10498480610898273
SORBS1,0.023943099082736053,-0.044571008032884676
DLL1,-0.03828431915499682,-0.011364037243702791
TLN1,-0.027984465497656968,0.08724345279749633
COL2A1,-0.02259667994438066,-0.011427843264729114
SHH,,-0.010906650147887737
PON2,0.02905866822598189,-0.017207378541827325
ICAM5,-0.052654705772751935,-0.021300098594594395
HPX,-0.019096575475893253,-0.02772252790878094
SFRP2,-0.029419569778601874,-0.021396056430937744
HP,-0.04474912031736007,-0.02745056892727627
CXCL2,0.01840157511189822,-0.021586881995950616
NPPB,,-0.014035393764471231
CCK,-0.0838022202156218,-0.012185429944680155
SEMA6A,-0.022604157036433148,0.015997935995294282
IRAK4,-0.034024713405877156,0.0320360939908418
GSTP1,-0.047159227703469975,-0.013799058812050907
VCAM1,0.05851122276265138,0.04882115221890401
NXPH3,0.0402382371578124,0.004430062051388739
MTMR4,-0.0056933303009570274,-0.0022534639711259546
LAMC2,0.09204753140720615,
IL10,-0.03198473928008994,-0.01256367284032501
SEMA4D,0.042590287522369236,0.010442840671972152
TRH,-0.006717990901837766,-0.02211023159387083
SEMA6D,-0.07482322376422317,0.04974357387839566
PDCD1LG2,0.03259261149838177,-0.02149165470217205
SPINT1,-0.031214020319193663,-0.01844076700311486
CTHRC1,0.014735712644807504,-0.007171575009292719
PODXL,-0.05163878355463469,-0.018723122179061094
JAM3,0.022631066187876962,0.04767828002519065
TGFB2,0.09466441035159304,-0.018046238038276964
