,MGH258,UKF260,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
JAM3,0.04919253792729559,-0.03776762541692566,0.011408769502961312,-0.07543086444199763,0.029333585858577562,-0.019049946863061717,0.02604511610373416,0.0017099229680031592,0.024935920253049103,-0.04944569423462399,0.07525426708270413,0.008053416309624202,-0.009405149780641492,0.04012402966531156
TGFB2,0.0359866273378482,0.07351777646757557,-0.018864895421424475,-0.0028717756156408708,0.02064299946109817,-0.02866000109413356,-0.06555360008843335,-0.03602885753174202,0.031310290485564295,0.0444057722060335,-0.06782682281086808,-0.018415370334366504,-0.024665508962802243,-0.023699392321681598
COL18A1,0.029366188534641943,-0.03846256314205904,0.03743502011443431,-0.018708177619666144,0.052352650668492866,0.07727336554567592,-0.07836294407243091,-0.012931330022646428,-0.016491987016349057,0.0042859407699899505,0.035158477784357274,-0.03443062359225244,-0.044047951333185384,-0.006712214027207623
NODAL,0.0356434957577982,-0.027679108333323564,,,0.01963913639012302,0.05247995753828506,-0.04134712562857465,-0.028354039490916444,-0.015622259145515193,0.08191219512803681,,0.008917101841376205,0.021114849835481266,
INHBB,0.04409152933125375,0.00381500903132199,0.03396252510921047,0.0012355769203937863,0.041717807527181044,-0.06291526208288296,0.11899689899031314,-0.09521332489375824,0.006844635963992678,0.019813818835270575,-0.04967723974686015,0.13460480540408762,0.027779433227197635,0.047467138865130834
LCN1,,,,,0.02778353298648816,,,,,,,0.0014971962125819185,0.006770746198688792,
ARF4,-0.05525690115164093,-0.0215466664218093,0.007422802572401702,-0.014343788914497503,0.009740058476131654,0.0618262432058109,0.14155096958445806,0.026344123363938116,0.037296325992024766,-0.01900380131726486,-0.06424344400605375,0.042148024125240366,-0.01879545135927385,-0.07782884909910422
CXCL14,0.1377044940969003,0.07396654687308343,0.05048519409150902,0.029549253406462,0.011016847717661718,-0.06185946849589429,0.02682115293456165,-0.06558726156230865,0.009994708435777228,-0.012759336258619958,-0.01759844285815846,-0.012775687307811704,-0.019120194560141926,0.027032598722996647
LIF,0.057546903269400825,-0.004661070398011944,-0.012733421527452136,-0.029015458851535295,0.10895080535029461,0.03860548195050596,0.044873863227863846,-0.008099051381281834,-0.04543805813352949,-0.017789366668970203,0.04216130644921123,0.08890582939268914,-0.0830738283572405,
IL17B,,,,,0.01713227102119702,0.048656988856236844,-0.041558708536325976,,,-0.016772115742709603,,-0.041115587356358584,-0.03394956825102477,
MMP1,,-0.011492282220620131,,,0.0852040054680878,0.06049454416846719,,,,0.03430831015185969,,0.07697409466215374,-0.04773452598373537,
MATN1,,,,,,,-0.04541154048461817,,0.002865554381714221,0.016932387236655223,,0.07260094448052883,0.0015005485316901023,
ADAM28,0.03917853718624552,0.056423646650148755,0.04575234864811734,0.01783555198862317,0.003044298937207767,0.038981065235799466,0.1313531487388679,0.0635606383090392,-0.0771130549428379,-0.1112102384712673,-0.014548399940056958,0.061852837786131876,0.04868791927181413,-0.059351207695815734
TCN2,0.08201962072470083,0.004231309685572621,0.0247936489843685,-0.03771030513790429,0.1019674125094508,0.049769621212827124,-0.08954009952495096,-0.022190335443600172,-0.034772575001073676,0.02708310072789438,0.03206933209254623,0.013010940549179797,-0.02834794354089471,-0.060291136519055745
THPO,,,-0.013250334299203914,0.12373217825916687,,-0.04551633324662504,0.002018146142174053,-0.03684835902429237,,-0.048655597594146775,,0.043348910468452434,0.0318674105424236,
CUBN,-0.02748520061539309,0.038229052326994785,-0.03801956264684246,-0.022148483466091915,0.001111003108915235,-0.05602492959200749,-0.06855857577095884,0.05773512831576197,0.02789642438027403,0.012642658894586134,-0.044210564984802976,0.05048842921495682,-0.02140174061793501,
TIMP3,0.006717347657710791,0.06097910145830597,0.01733980939079544,0.06963121488679498,0.02702270216403219,0.10283601424403796,-0.005040190661036361,-0.04149453313497025,-0.03968394703980381,-0.006465961983413659,0.09279443666768292,-0.005275561647006219,-0.014295132899561726,0.06745740440306977
PIGF,-0.03038740016260492,-0.016412083687249692,0.011793469409967876,-0.03619548655246693,-0.007447980852459001,0.0761686042689609,-0.016978185251927274,0.03788266406305377,-0.026983187859377863,0.01829245220453866,0.014530956814696816,0.09321037365267126,0.04802516594423218,0.022310814727918234
CRH,,0.20281273630190216,-0.00037387745460880513,0.01911773317656664,,,,,-0.03563364879489671,-0.02554588746198667,0.024656290795131052,0.05774076199506726,0.014245797777612802,0.12308502259649567
BDNF,,0.01743844274964437,-0.02155505267497013,0.04803765586919655,-0.023931522594071216,-0.051116876944409646,,,-0.020771623725160147,0.06727700680312464,-0.03179813574344283,0.11164517393186457,-0.05309199495331351,-0.005253278328163145
CCL5,0.07273556884832517,0.010739066097231244,-0.0331105936768463,-0.0009110311709349944,-0.005966614410678299,-0.024203558042221848,-0.011119287410775941,-0.05486857233879157,0.041142726869434584,-0.08701515973731597,-0.09247217922981216,0.017990798739710462,-0.04475818829149723,
GAD1,-0.012313786357396455,0.1008285437596857,-0.01532021159180772,-0.02027884184381724,0.08762812413445183,-0.013942125566000682,0.07355301174686511,0.08498750787582764,0.013625702692040761,-0.023915039695977365,0.003804743415805835,0.029709547651974103,-0.026711601426512292,-0.009023109722246153
COL14A1,0.055064429538911816,-0.03688096190252343,-0.017356083626437657,-0.0033403184810014783,0.09725683838896844,-0.027457175850391664,0.033471760641982255,-0.03886054629561809,-0.04211568704503963,0.07004584165381592,,0.05123128132710878,0.039637450618240345,
HLA-A,-0.09188144617059624,-0.07982975355778792,0.02043464357935674,-0.04126435412314706,0.02587500166205018,-0.03942748336628381,0.04738681562853723,-0.04931010891794085,-0.048596818521307386,-0.0023575947817057446,-0.16824735269104374,0.006479622180411415,0.030260981570687732,0.055380418431802594
CD5L,0.023679301274506945,,,-0.0300589983612968,,,,0.05984830361497471,,,,,,
FGF18,,-0.01593392771440417,,,,,,,,-0.00038082981520848726,,0.1244835020197652,-0.04247308867198258,
ADM,0.0046249569564753915,-0.05237828335840237,0.016489016381893228,-0.07439620063968044,0.0026547033674431484,-0.0533912768755647,0.016389064672676847,-0.06281125469051398,0.008662775008860415,0.043185066657111096,0.08659067048945708,0.06366783530844014,-0.025147239046518294,0.0023946099478350637
CCL15,,,-0.037805336917352966,,0.030073728875598893,,,,,,,0.03308432069775653,,
GNAI2,-0.045637912378982785,-0.06656804476609397,0.01570996909098187,0.0506765261681604,-0.02702455075998921,-0.03732753521128502,-0.04448349245487778,-0.05780835169960672,-0.004483882407869199,-0.05750143089421656,-0.10596051751315366,0.07051890510955515,0.03211335116920257,-0.0706546158070909
HDC,,,-0.016130577721446795,,,,-0.051826896668900606,,,,,0.031164934191620586,-0.03093856844160111,
COL11A1,0.07663247309113405,0.0022217218918240606,-0.03250511935666463,-0.03648667107688902,0.030913643487690275,-0.06848368985152409,,0.010807628381410235,0.0029790027443713746,-0.026630001602426748,,0.08714488211865822,-0.09556433858576496,0.06584334511961265
NUCB2,0.043792147053925264,0.024611007818068048,0.017828109783231575,0.028129050674456032,0.018412161307461622,0.11995370851262478,0.016092817073487982,0.024183268831793978,-0.019391255000396602,0.0789609760629913,-0.05370557470464112,0.1471819574934561,-0.016512893336734363,0.1572548487134242
FGF16,,,,,,,,,,,,,0.09998957655621629,
CXCL1,,-0.036625630038001906,-0.012057883317622824,-0.041009808679765905,-0.03689963942820909,-0.0341691446132314,-0.021686635698618215,,-0.03177868648329052,-0.03531102155923676,0.014210205442268527,0.04321034728223699,-0.04410151660157837,0.004594220459285396
VCAN,0.06231601672639761,-0.023241209831970384,-0.00839023777270569,0.05564698437318688,-0.06536933125592499,-0.09209615977878202,-0.141250183828449,-0.05849537491478938,-0.016684890989489012,-0.0324686762103537,-0.06427652331060678,0.041177460350537404,-0.0017137669602560468,0.05750997493248924
MMP7,,,0.02614353006862706,-0.017689289599556565,0.08686796447451482,0.11191152496231593,,,,-0.020495057627586338,,0.08808185021275364,-0.05437038424380934,
PTPN6,0.020610549101466827,-0.010741132928796112,-0.029112845019811727,-0.018817222581611986,0.011176827167459116,0.027635383245134846,-0.01969093286065629,-0.037300447744001486,-0.026212508015023922,-0.022278042625051137,-0.020602532349781162,0.05841149863613815,0.00427077111810809,-0.03194205105479031
PTGS2,-0.009126111266964632,-0.07287953354300913,-0.025715788500228657,0.07526741135105308,0.09011570784762321,0.029288312423901782,0.04926722500858896,-0.04265829715305283,-0.02613621659061067,-0.017053355064651252,-0.027800006880499065,0.06820038099907062,-0.07933571806932044,0.09358665718416877
XCL1,-0.03530339940438984,-0.012219947987209635,,-0.023203314794699424,,,,,,,,,-0.026179853939735,
CD58,0.010689655734126327,-0.014497193661529795,0.0022518708181154456,0.03189330443716127,0.03478445140161589,0.10608604236578954,0.06707657825120737,-0.0028060554452639286,-0.006726714133166914,-0.028909327667329555,0.10338950155056985,-0.02920579048930115,-0.04100202953642955,-0.07084221505167539
TNFSF14,0.030943253414412928,-0.03439507306846729,-0.011777379120193448,0.10921106389868127,0.09382105105138376,-0.04411298893202632,,-0.05023704965789516,0.04074098807417456,-0.0010631126014452065,0.08211272252917212,-0.022387987539003763,-0.019323721369363292,0.007663783024071766
CNTN4,,0.03536921530449234,-0.01112318696455899,-0.018326178938667125,-0.0024821362539398026,,,-0.06532833098055175,-0.02653088437005355,-0.005897309048775883,-0.049348016037249295,0.022686651017206457,-0.008697801619549288,-0.014641811363006749
INSL3,,,,,,,,,,-0.035890915019205605,,-0.010835079185919538,,
BTLA,,-0.012739702577516117,0.062272439821966875,,,,,-0.04720304751679613,,,,-0.00396223610317254,,
MFNG,0.05782303324662053,0.01058337895843049,0.024593571922944937,-0.00561085580698894,0.02838587185002419,-0.07337916209609302,-0.034458914764168465,0.052017471240518476,0.039340705658038495,0.042177501559453955,0.00983512604665005,0.0502246928081082,-0.02871712371927092,0.01229059861944863
ICAM1,0.034369896500703746,-0.06384713069813891,0.04800976498544838,0.011423569501903565,-0.012751634153516121,-0.010563388885783183,0.008478086664875093,-0.03352729666044978,0.05965055284802772,0.013843199708221208,0.03243392665441628,0.09583933517801906,-0.0029012209962554227,-0.022898139164479962
PROS1,-0.04213496740649595,-0.008986863402452508,0.007221977044431564,0.021394570183642176,0.018953626388798078,-0.012005698036031387,-0.02232198610940162,-0.042997930857935296,-0.026288817730770936,0.0012354868856056073,-0.10860465526936776,0.036837509489040764,-0.040588616231072835,0.05686618776889888
CLCF1,-0.008443947196338416,-0.01328361582249871,-0.012246210002494939,-0.040687876399916695,0.04360566960223201,-0.05619849854968507,0.07621040159613347,0.00044432701372710355,0.020077958328417918,0.0383064373049468,-0.04048041343583884,0.04628303564585362,-0.056795410484781,
PSAP,-0.022923120878404528,-0.023867315807745933,-0.011044451126143722,0.004026813652321198,-0.014590101596542698,0.07978203275104521,0.04291539665400323,-0.09558654118197848,0.06760813255849835,-0.009526779842682657,-0.08438170858537931,0.04455106638770118,0.04322014722435707,0.006861975082283933
EFEMP1,0.00218334546781847,-0.066293268869591,0.026292270441773964,-0.04104649395712961,0.00020179424775843314,0.002568978132424644,-0.017642720224635346,-0.09002948050866087,0.06582801803171524,-0.011909909161099165,-0.012854342173061091,-0.0010512166873308615,-0.011704813804130427,0.022484160807193485
C1QTNF1,-0.0543765310300312,-0.027372438746704263,-0.004265954905517709,-0.019190701859614703,0.00817131734916434,0.019702085468398634,-0.06814163820642848,-0.06188987866616766,-0.02283691867421681,-0.03111049731270295,0.02929310748154766,0.04448972848788152,-0.036351612467290295,0.10292230958111137
ALB,0.07433034855940866,-0.0053087877690261446,0.07136448696718521,-0.004907222245770712,-0.04669537032629126,-0.05082158394501926,-0.05814469896288278,-0.04397759325800585,-0.009447119257830925,-0.007295599458328345,-0.011589112770493341,0.059653154975549634,0.11358205958548839,0.10806929095673705
CCL13,,,,,,,,,,0.008182097190322786,,,,
EFNA3,0.00928115202968466,0.0063131081075310175,0.03073244831129741,-0.008545716363113413,-0.0006123520698038789,-0.04903573881466386,0.046997916025259164,-0.03523695746369172,-0.03673642305298136,-0.046538662420325394,-0.055173666141793566,0.059940287561920276,0.02982154586537595,0.010685150027518353
DRAXIN,0.028297085375251503,0.047672535694135064,-0.010740765600047678,-0.024216299523267728,0.05494951191727255,-0.011004081295778786,0.10226563155863293,-0.03999726036619859,0.047020339615792064,-0.0034693546679706033,-0.1386946595159203,0.12017662919241325,0.0467434718838703,-0.05467092848872114
RAET1L,,,-0.012864484029582481,,,,,,,-0.05656056068992039,,,,
NPTX2,0.04999586917236196,0.07838543021575647,-0.04341341968067068,0.03719245661705411,-0.04582313165696047,0.05991915097446368,,-0.05382899828892502,-0.0010982612509288395,-0.022517843604591685,0.058404655085746084,0.02818404268950233,-0.017755508946217746,0.05759587265647782
FGF11,0.01895740798748945,-0.007977219636735729,0.034262558011624845,-0.0007931983135032005,0.061595006590816084,0.001699631530802784,0.04924447435057367,-0.01593410109349933,-0.041574631886541515,-0.023516799743904606,-0.11694976543120413,0.06688377660039341,0.02206691391492798,0.006839963970962449
CD59,0.08748511475339493,0.01763376300192064,-0.03673951769008124,0.014817924078980806,0.035784152426672725,0.08132418766335973,-0.0364910797685768,0.009174643442496007,0.016118475527573624,-0.02662224128016776,-0.07409017643848247,-0.010638461169333072,0.03692200472041681,0.030850633370446454
COL9A2,-0.05927171635988218,-0.006180345162301682,-0.028360730041676496,0.002290158760080611,-0.0029080198024236093,0.04711323664923461,-0.024229433041583752,0.024863436494322412,-0.021036324639989185,0.012555868920214657,-0.04957800618385092,0.01530662546771255,-0.02199115390544959,-0.06468621293788773
DLL3,0.007561270490836512,0.040248249820349184,-0.014246607235415102,0.044204249972829096,0.037546569825735766,0.18390313609236986,0.028277900130700702,0.02441531492912372,-0.008872601931937086,-0.037019476516942554,0.02235095247140393,0.10061639614694695,-0.012416395381541073,-0.03193457921796497
FGF5,,,,0.20255492346248558,,,,,,,,0.00889722930790812,-0.0330940689469229,
LIN7C,0.04015563696008154,0.006064717743272747,0.06560943369180212,-0.060268176122392894,-0.037574251512294536,-0.05376128606114026,0.02211430493561465,0.005003901408205946,0.032085726780755386,0.009573758120392288,-0.0024958160328880817,0.07317773747607989,0.021041061702135648,0.05490033458004164
GDF7,0.04265759743904194,,0.03584045812819287,0.03517119825425166,,,,0.0021431654928865443,-0.03454461712014638,-0.010888974168724587,,-0.007570895487747072,-0.02536363958259687,
PSPN,0.01546497611559094,0.001222376212676235,0.000822648998223799,-0.015089092876149663,-0.06650978642593564,-0.06079607186990125,0.03745908794168021,0.05130762583498785,0.04152715109610347,-0.04770887822837068,-0.07133738956835997,0.09976116998709145,0.013274010989043846,0.017705641461564628
ANGPT1,0.044660934211119,-0.019113325845356702,-0.025451474319500053,0.11587036557287018,0.13775179090606762,-0.0679587988671964,0.006904324039451331,0.05017143168270199,-0.02516069223223862,-0.018245774924337432,-0.023295008662882293,0.09549017003181824,0.007566614896155464,0.019518996888593636
PNOC,0.02389482936887399,0.09533025928356104,0.04475333132531943,-0.04711252209864131,,,,,,-0.029708751293107762,-0.031054378699348403,0.009536081648685217,0.01939304059081745,0.09617786733883044
L1CAM,-0.01154770191329277,0.04094622056956307,-0.018527608233971614,-0.027657795530098804,-0.05364237849241826,-0.039145783156810283,0.030353705438977724,0.009975326799181793,-0.03374995878919687,0.026186198096239267,0.06243338418966894,0.0018211809644750703,0.052301362236770295,0.007921971571554299
APOA1,-0.0640861101377814,0.07031104548367854,-0.019060556616201874,0.006871372638234921,-0.019232394865409015,-0.06966354512942194,-0.0865036613744713,0.06335038574267385,0.0430883855259007,-0.008253751559853034,,0.05804042513891462,0.057594511823651766,-0.05764757295394669
PSEN1,-0.012563058539999342,0.021290462570300206,0.031610086070251446,-0.05757151806749729,-0.04253292514521092,0.03572071680269618,-0.0031207628404801998,-0.03670234416951236,0.02058847068622012,0.006882882776402174,0.0394668731521702,0.004459411644312945,0.028738870153380305,-0.11720833699009513
CALM2,-0.008088502460328151,0.11716489674975433,0.08233278413640377,0.002685446635588922,0.03056688957822099,-0.03898373282717678,-0.1422522136359973,-0.07897688628512348,0.02654003318226076,-0.01046106989205229,0.03879937330587694,-0.01349450426116541,0.027995457873076203,-0.11630205446728989
CLEC2B,0.055475500764224,-0.019962658596239857,0.05656504494422424,0.06077421827738928,0.07071885921093919,-0.009095469288322723,-0.033056356684552826,-0.08937237366525504,-0.02411371471134026,0.02817606013166583,-0.055489848605411694,0.12273872887242228,0.046384478542300704,-0.005149377769122918
NTNG1,-0.08837671983268523,-0.03104961521531142,0.039998580282590616,0.01498313324403447,-0.03917974288695823,-0.05770007470768638,-0.040202427451389744,0.10110370155540811,-0.020442109009638904,0.015885861154499855,-0.08081633341862245,0.10848662378214309,-0.03837027749338794,-0.000639821833090981
LRIG1,0.0034604550455823576,-0.04439442033415868,-0.026779776426704816,-0.0063457366762286,-0.02154646044271565,0.0515689831081935,0.029509802142647187,0.09387224058991418,-0.015281013822393786,-0.05090511198020663,0.09015040021772047,-0.024448180528173092,0.05552628253854469,0.002209045611005967
CPAMD8,-0.018052920082531922,-0.015515216301103574,-0.02179895407303852,-0.02427427246844108,-0.03689963458451888,,-0.05182684631657188,0.02665465055761087,-0.04238688097999213,,0.04343063962795725,0.025462134831269585,0.06271057411358477,-0.04706643990634869
GHRL,0.034886886735906696,0.07135893600554927,-0.010740765600047678,-0.0189740443755182,0.041163550573869806,-0.051664930285556875,-0.056054305988015266,0.09237179419501074,-0.042522038643258084,-0.012386523670127544,,0.03853611289026017,0.02143468285090305,
NPY,-0.04720373386491624,0.05893023625842096,0.0654100584735309,0.00018842288068846464,-0.043090782533194205,-0.04996741963897885,,-0.018413543154522847,0.03099261168420477,-0.018526612483329256,0.01493566102758183,0.04360163841793045,-0.040218677858773186,-0.06676326470780962
MMP2,0.0032406921095776537,0.018802576990681875,-0.03166419597070217,-0.04303433793214621,-0.05417200193527859,0.054240214406130575,-0.03574779949399814,0.023996897886664276,0.016168831584935987,-0.08229328187722092,0.0006992420529751578,0.0007605068536513051,0.025431288286003207,0.05164904951272894
PPY,,,,,,,,,,-0.011371339379920057,,0.04359031213398669,-0.010924993742725585,
ALKAL2,0.13844803676059977,,-0.006573611934614519,-0.05125881117795509,0.011824602846410502,0.15171866414580512,,0.028251645163479312,-0.022997079797402068,0.04159728342578352,,-0.059979294993982045,-0.0237993204734096,0.07151349538173876
CSF1,-0.02871373906063194,-0.06887358832047304,0.030469639077209437,-0.011169082071512218,0.01461987829885255,0.08444646708906953,0.008060391583435819,-0.023987987269833498,0.0027287622985253486,-0.022078207947262698,-0.06815295514156282,0.03070361756575303,-0.023994288899539997,-0.04094558197545183
SEMA4C,-0.02115070758294561,0.030850925982445647,-0.03167752246051867,-0.02996430516538894,0.0837458302914292,-0.04977783116076189,0.0757174895649006,0.0646746659081767,-0.03711012304251585,0.03373077634150582,0.0589596913480316,0.10821021228110857,-0.010484597574620507,0.07771843774659493
BMP8A,,,,,,,,,,,,0.06757654055352565,,
ICAM2,0.018327531177015004,0.027855677681364103,-0.011595415029625532,-0.024930925235255762,0.05858170628428393,0.11813891165357213,-0.017039445540428307,-0.00955319269728144,-0.039956817997018064,-0.04126419562625373,0.02963048245398733,0.07369429709175011,0.07302940578113139,0.013119938375335165
SYTL3,-0.021974116593147415,-0.03373249218138245,-0.0006686942632190606,0.02006666634663216,-0.06338264308976334,-0.015986629428690488,-0.02813816861145262,0.07791692623880933,-0.04228209794067578,0.004771561918178443,0.05647839553428913,0.09605861778841474,-0.07091722432985315,
IL1A,-0.023608188374910834,-0.013935427032824384,0.01695534750617344,0.029749215988652874,0.02331412644421768,-0.0018611089310697892,0.031015171162172506,0.05367927167904867,-0.027397881116490094,0.03421721189036145,-0.01024903923122202,0.02910457537304831,-0.053137315500935596,0.09454626639726008
HLA-G,,,,,,-0.04068855015058883,0.04018292917759243,,,-0.007013807369862797,,,,
PGF,-0.0791047138917297,-0.036238074919418446,-0.019421190714068455,-0.05353198318935693,0.012870578482442475,0.09838719112981464,-0.0033182950056327245,-0.07564253422326382,-0.009055519012193848,-0.03297638372650764,-0.05366319246274073,0.06357556666737671,-0.001044495217943678,-0.006307003026509661
LGALS8,-0.04159715552713221,-0.051947451560390316,-0.0018137917331074044,-0.032186707330473255,0.004766476894179403,-0.07481211293850605,0.07851202574044897,0.04095419290650846,-0.06481948320595411,0.01934597638523873,0.06827480711040276,-0.005857444207216221,0.05380634550303633,0.0648620338032249
DKK3,-0.08176104094480308,0.06886017549861292,0.012482553991237521,0.013201579448729017,0.06655725654201693,-0.017322221545687203,-0.0472369898609996,0.024727650605461823,0.011642746209198517,-0.014141950583959194,0.028259074166124956,-0.03145911852166216,0.054581043706941855,-0.02103234337726079
COL16A1,-0.11818143763576194,0.0037037827376749963,-0.019960052775589952,-0.04915414094650178,0.057802645516037185,0.12277018758429924,0.06021177596594609,-0.00392963547982707,-0.015935840752678978,-0.02810334690371591,-0.02903285903531257,0.006687041492601261,-0.001971580241448187,0.08917965900702034
TPH1,0.050346405424407055,-0.015230196089234437,,,,-0.05291146566860195,-0.04352256206337209,,-0.04101841667571723,0.013808133120462647,,-0.01175711091719026,-0.006606850397907131,-0.0372845746404491
TNC,0.0018054160927435945,-0.021122213091759837,-0.01039973554390163,0.033812189993984644,0.010984507423298913,-0.0224991529768058,-0.01532927824926,0.008446691754896742,-0.012673515992399326,-0.0009169387617141734,-0.0886802048388359,0.04317552522783001,-0.061226772795332604,0.13368305190326418
TNFSF9,-0.018065844910137,0.036981156559271346,0.07646966512631302,-0.025408310968538295,,,-0.044160013205498,0.0570827590660664,0.011493132443478396,0.011829875245504226,0.06910262346194262,-0.04965582660124384,0.0032074631881702192,0.08672169719456672
C4A,,,,-0.02047357097567227,,-0.04778208747548383,,,-0.010738590029498306,0.016760487964896726,0.015550255833779647,-0.03333870351143903,,
CNTN2,0.11071750958119825,-0.07748444087240236,0.041402643935298716,-0.029976645981957418,0.018755811364507827,0.0020091075334139133,0.047403746558538115,0.03011344044248988,-0.02188643640530644,-0.016862278641397267,0.08324361714384255,-0.011931889604491578,0.054441725191564004,-0.0374101740446414
F7,,,,,,,,,,-0.029738673295492533,,,0.01000458521674146,
LUM,0.03162471931677643,-0.048791320890760034,-0.03580811328370846,0.07834458726837568,0.14218382166305066,0.11056318790397054,0.003624050712399684,-0.061772019506986124,0.022822066558245552,-0.06693047851631047,-0.03787162183937221,-0.039516854359028,-0.028499012307917352,
IZUMO1,0.014618173093179759,,,,,,,,,,,,,
BTC,,-0.006137145317084708,0.0208595995472595,-0.02495168442841139,,,-0.04565664865240364,,-0.024711757810209633,0.00039306028266796215,,0.07312333921833257,-0.006940071377777134,
APOC1,0.08403790339947927,0.07396883721900503,0.0027381015115534747,-0.02068606586672912,-0.016584216448008823,0.03379311110230414,0.10128525155903609,-0.005497576191814993,-0.03963200481729633,-0.06341085093554441,-0.12665156476138667,0.00030403942197589615,0.08576752218747,-0.02337260556445566
PKM,0.08416675725118669,-0.06234595140695144,-0.07327065195788272,-0.007816847461123582,-0.07471396162610464,0.009739009890846799,0.03666938998916839,-0.009920860532075092,0.030136684397860672,0.06507150061743448,0.04675295551216373,0.011230008094661703,-0.03623733195680727,0.07624746889891781
TNF,,-0.03290369642634899,-0.015702761930624004,0.026768348277295642,0.016788956958072507,0.011417035046099965,0.11077324619199495,-0.046067852965102817,,,,0.09925837153639026,-0.015360955665711796,0.0872655105733457
GNAS,-0.12404715569850071,0.1045600769301306,-0.03298969005950254,0.033014779465770715,-0.007471570973386135,-0.08382448122610595,0.026712953655229705,-0.05691639009961489,-0.06359366984461824,0.04784132274417419,-0.015285403929371794,-0.027538472053273103,-0.008099154541709529,0.011675191405898504
BMP8B,0.004752697450518339,-0.01463552325957817,-0.010426472517846043,-0.05414464386084202,-0.004605251785119416,-0.0293781035805506,-0.07100823493775882,0.052062217089798475,-0.053030901750520575,-0.019801952974271064,-0.10934130918129664,0.04029470094238448,0.03864096349498575,0.04727461554044454
LIPH,,,,,,0.06794725855925375,,,,-0.023243366061748733,,0.07227755623765424,0.008450598226403875,
CCL28,,,0.03289001340666927,0.06203805637275842,,-0.03700522362656854,,,-0.019907885586716165,,,0.04992858496911844,-0.015100084142129702,
PTPN11,0.08066799894313693,-0.02140052543660215,-0.027008339637857464,-0.03403379984670109,-0.01981730899806795,-0.04527644598099444,-0.09012264983011985,0.04338938257330266,-0.06432840965391053,0.03308635324649668,-0.025114260978604835,0.08706235056314754,0.006332171757507368,0.015349490543170844
ADAM12,0.10686336864843539,0.06814296158891982,-0.011918416152370737,-0.029859196646672602,0.0038220035465754425,0.04408702008723555,-0.007432218023880294,0.030578566446131383,0.0024362382121239125,-0.036995087863127614,0.05717439614548572,0.017792458489212737,0.024480542771560476,
EPO,,-0.016342773409462854,,,,,0.002216195639233019,0.05862425418620276,,-0.034798285853439956,,-0.02403111439284055,,
EDN3,-0.034534762833393726,0.04782923334119999,-0.016550484160660135,-0.0304678578900476,,,,0.0034226375467964433,-0.03865980887944557,0.09982018534755567,,0.046082986217863296,0.06675575832456009,0.021506881288636863
CCL22,,,,,,,,,-0.024711758903856323,0.04354456873400615,0.024381633219357473,0.030306120916082938,,
CCL2,0.1008349007739336,-0.07446972984977542,-0.011300293401270029,-0.0027779215816810094,0.018520959136723456,-0.07533941579022563,0.0033899941203589983,-0.021171228593794406,0.02827317739176982,-0.058672496034870875,0.13760310456850458,0.040421376742944874,-0.08286237486710521,0.05791757257796843
DSCAM,0.0009240841042864277,-0.062520433653817,-0.01830400940304484,0.006070844733179877,-0.05521464013695619,-0.024992438885836313,0.014820703303796465,0.04733901446431902,-0.008893131084689861,-0.01218136588689159,-0.013080868432802678,0.05836794776545751,0.025103005084062217,0.013144846602887617
ANG,0.015091602314940488,-0.04680805621377185,-0.03927955213576194,0.06419723169495874,-0.053512158888069206,0.17349652902087487,-7.724112370706784e-05,0.033616493901009285,-0.0240890238044086,-0.009617974807985211,0.06065631142654816,0.029876313530165146,0.044011990430115375,
FBLN2,0.08657582216066816,0.05043872675577101,-0.02435171584130648,-0.0481416151195054,-0.009793920191666965,-0.012773199588910862,,0.04575027414814619,-0.04882976660587858,-0.11209895527928314,-0.04184152083941362,0.038856265186541006,-0.006495716077191882,-0.03009286653915993
VTN,,-0.016476992723788057,-0.016444740594144698,,0.018520667786316492,-0.03532732386382139,-0.02037780375195812,,,-0.04427268841294975,,0.03398357595792274,0.03873395034180887,
VEGFA,0.01478866861454491,-0.09281890925920154,-0.01771821617650718,-0.021223695956812512,0.031002365499243168,-0.029652509714203936,-0.007679899677544039,0.006327450485295783,-0.02201171005701465,0.06741419995843125,0.07186763206728462,-0.03169521855988889,-0.06130311579780656,0.05371508845717355
F10,,-0.015373313040800874,-0.03156522192679807,-0.02793865163075367,0.20725783972376274,,-0.04088564421894855,,0.14236461404627282,-0.005015305047987917,-0.09978359156114493,0.017044323339298915,0.007939757154641921,
SERPINA1,0.05447053561918396,-0.06210832614267553,0.028094632240106467,0.01019617874357998,-0.008040887002645,-0.11322080361672222,-0.06452967681696664,0.024735976722580388,-0.0011293328686430445,0.0050858756892361336,-0.12620668493747442,0.05017069989969258,-0.0033544977543149973,0.09921961331083852
VWF,-0.08303273640728916,0.04858693544230121,0.023531501164280866,-0.031095882671858553,0.05121233734320169,0.03713379537122556,-0.018270008383904912,0.040415150359429955,0.055477687740894135,0.0022990597198789767,0.057446153349367084,-0.03524790750390789,0.0003870031996294591,-0.00519664303224118
GDNF,,,,,,,-0.05963942290982441,0.05307098168012243,,0.018309578831182487,,,,-0.050437517594478815
