,UKF248,UKF275,ZH8811Abulk,ZH8812bulk
SEMA3A,0.048365348999219286,0.01894575027399407,0.04895450303220515,0.00951622866420085
RLN2,,-0.011679502822343377,0.0131108520218167,0.008722858824178004
C5,0.02451407403935189,0.03443548324303411,0.01129289644665422,-0.004727580058138087
COMP,,,,0.11066614222081557
EDN2,-0.01920661390742521,-0.014182808567294994,,
C1QA,0.05870956951096315,0.062118208954425616,-0.02093036636049022,-0.03355718474664001
UTS2B,-0.02055324198203839,-0.010095674223366219,,
COL9A3,0.015638634586381515,-0.017654717644329264,0.0032681879571044028,-0.017699299479486553
DLK1,,-0.012796094158558279,,
HGF,-0.01725979717384798,0.11331027419054537,-0.019129984963229645,0.014126333888097291
P4HB,0.010719904024838831,0.024433299623996155,-0.06262950176081485,-0.0724882656870183
ADCYAP1,0.007716817216466159,-0.019360036241608997,0.02368137501202276,-0.04283576030594703
GREM1,-0.0020563624523197107,-0.0131243829351551,6.870872314449388e-05,-0.0006570833726365806
EGF,0.0012862015728317918,-0.002830823452162095,-0.018687497408361616,-0.022205240613200804
VEGFB,0.046693802342079135,-0.022593325875802206,-0.018897418403210055,-0.04101494874206769
FARP2,-0.013897739805001884,-0.043036865626795796,-0.009507306260157796,0.0019191919979826414
IHH,,,0.023196317856537245,
LAMA2,-0.045932446183491196,-0.001209017731035077,0.01676618497802268,-0.01922925271588017
SERPINC1,,-0.01080145940800015,,
NRG1,0.003764889457150859,0.020664215180146144,0.0948695680683069,
SPINK1,-0.009300849958722473,,-0.042185929947733895,
EFEMP2,0.05100442623703735,0.06076219461239414,-0.04353238262799495,-0.020626225180813477
SELPLG,-0.024583572601493967,-0.022046364204701036,0.01470659881738096,0.01768663610893803
GDF6,-0.012210983287000403,,-0.01837610262821173,
HLA-E,0.028324612925800175,0.014796403768779744,-0.018726178590332217,0.012125769426979169
PTN,0.008501973865394809,0.02794297865782308,0.06128487199074326,-0.0749930015055034
CD274,0.09858274645374768,0.06675957211675537,-0.012944204703834682,-0.05790397925664274
CD14,0.08600091609689267,0.0016605635467451113,-0.0004324977659286149,-0.059506226482805666
SFTPD,0.05617512202892386,-0.01853922477248587,-0.02035867229105617,0.02395700275541716
SLIT1,-0.0035925028397783497,-0.03609382125120291,0.032396065743637355,-0.03941905982388919
CNTF,,-0.009207362066852439,,-0.021890184717545672
BST1,0.021970183445848515,-0.03538363589985138,0.023058547319879864,0.02350438060838217
AGTRAP,-0.000501123417209542,0.046481167692409016,-0.005263683225935434,-0.024370947024692537
LAMC1,0.023039010537994665,0.008545940330745525,-0.010407763653564992,-0.004004676339754632
COL6A3,0.09568226543622271,-0.019089769314247208,-0.004668689084690953,-0.006159332292002182
FN1,0.010658416783752284,0.0052666149531304905,-0.05231296769185723,-0.02156025199651763
MIF,0.006097531663848009,-0.012172143868630013,-0.019142034078837956,0.06600382214638383
JAG1,0.05249971872978427,0.02936630782236545,-0.07126140394101961,-0.05990204708630691
NID2,0.07190726284884824,-0.024236352139180878,-0.0027685610240359873,0.03033829387351182
EFNB1,0.010014320797338562,-0.023160836608927256,0.0404848003877904,0.0747401738940643
COL4A2,0.04160824991728552,-0.02016712893339824,-0.013818425736182872,-0.006149445519509205
SPP1,0.0790143325492251,0.014142142114001244,-0.04126785360914547,0.06270456943784233
PODXL2,-0.041524512369579665,0.005084212465934284,-0.010757708036603298,-0.021804948678954425
FGF9,0.0008116439406298358,0.028783891100997234,0.06262439532618379,
ITIH2,0.05549955189666298,,0.08001265676113495,-0.02792637304315591
ADAM10,0.054461616171977686,-0.04583812229028338,0.016262973670884476,0.032768981316555805
CFH,-0.010065116904417928,-0.030460800708249434,-0.03572327303215023,-0.04416999928221991
COL4A5,0.021016620149751704,-0.0021588064354787708,0.07480179014269572,-0.027673092013273774
LTBP3,-0.006982034492306919,-0.031028707957730522,-0.04923385404528301,-0.0038784062364983704
GNB3,0.04329942190874669,-0.026888648667272953,0.0020796642977255414,-0.037401520107130486
COL6A2,0.061204506765484626,0.018123046953062362,-0.04429858529240148,0.05799019364415395
GDF9,0.06538983012066985,-0.03433301759234262,0.06708718934883875,0.06668942162429552
NCAM1,0.017974555962095493,0.00438038998414668,0.028562244324399064,0.032918509362985585
APOC2,0.026004053906388182,0.024041003724663702,0.03977046598004836,0.058356936205331555
BST2,0.0590513342086774,0.014250901021206278,0.018139565322825894,-0.009019510062527927
COL5A1,0.047793329864060166,0.024167674301696973,-0.041961995325845505,-0.07018863788235057
CALM3,-0.02052093799654978,-0.024007880618109215,0.0717841206451694,0.028315085145627954
THBS2,0.03825387137122905,-0.012591245897802514,-0.03504349135137368,-0.013442286274388846
SERPINE2,0.06289092656303402,0.013203656292262195,-0.03358110332795544,0.04015187732478808
EFNB2,-0.014033484314294874,0.03297246481496294,0.004251638746655765,-0.055982659891155355
PROK1,0.024692164542586537,-0.014874645212093538,-0.015284237837595471,-0.021890163349874987
MMP9,-0.019867214241329135,-0.015374945044843153,0.020478171112797372,0.0007476153044732283
DMP1,0.006689286944982359,,,
NPPA,-0.010931698726333186,0.06786236899177164,0.020086054023568042,0.04806060024195233
APOB,,-0.0037273552108694607,,-0.024020745699876396
C4B,,-0.012095960215908072,,-0.02431097416782821
NTNG2,0.0146345604917019,-0.03392481037837652,0.03510925862084353,0.0700050999621968
LAMA1,-0.004282608399590495,0.02763523813108892,0.049684554916266374,0.009012064850295954
UCN,-0.0027997562286220952,-0.027388697463134437,0.008750643629149074,-0.0227300288949148
ARTN,-0.019125009384427,-0.015374946537298508,-0.013518182036666443,-0.03029000923353573
PDGFD,0.041961557918784885,-0.01463756540528998,0.027399133067178255,-0.07713482945318904
EDN1,0.01701960246575441,0.03815183982255734,0.07549316713767457,0.015090018398933496
ARPC5,0.0531747093368771,0.03437390785885227,-0.021158220680662924,0.07706720061963973
GSTO1,-0.02016681831178528,0.012504863060933494,0.005257220675737502,0.012172911744581018
PROK2,,,-0.013280807717295163,
SYK,0.025661320417971947,0.06483759763609824,0.033827768105893975,0.014424366803770806
ST6GAL1,-0.017630613533569626,0.02887407033897984,0.03926451277055878,-0.013057061359098718
WNT3,-0.022639474282166266,0.039376572332517,-0.009247259060013332,-0.01586728097792607
HSP90B1,0.038506007309372835,-0.011586092412733895,-0.0895724310662612,0.012843645041172561
ZP3,-0.03387635890803087,0.007333948290569071,-0.02464971183271235,-0.03578749153339757
ANGPT4,-0.01801216384624201,,,-0.030290007878601925
NRG2,-0.02131701138032167,-0.026046271909130125,-0.025157489220436362,-0.05174004966361936
MELTF,0.042321238299622296,0.0002232340774346753,-0.022882334216158245,0.006915436240695545
NLGN1,0.0001777858867621878,-0.04571349593995779,0.01626395709564004,-0.07919980336777642
SLIT3,-0.05844078318874581,-0.021860573716756315,-0.0378930710997055,0.0026850118788524853
CCL8,-0.03241061883791035,0.0783159986446689,-0.03792214600928609,
S100A4,0.007238804741668362,0.05847179619333498,0.0259895794140584,0.014786755571338643
TNFSF13B,0.05826949031206174,-0.01666424370211953,0.047197343451668636,-0.03175605856894943
HSPG2,0.042749261339393815,0.033645876363330815,-0.023651763638838513,0.003119912859331816
FAM3C,0.014011277954316927,-0.08478682256146595,0.04705924569734573,-0.06171042871157805
FLT3LG,-0.04528919495057388,0.011221933089735634,0.03745946606607727,0.05554817074839161
A2M,0.07257803436622999,0.04751118399812514,0.0013158401464979127,0.009005850666083967
VCL,-0.017930389880322896,0.034423714827303616,-0.012960477654996022,0.043752797520230785
FGF2,0.02664325208081323,0.023279750154359877,0.0057565357883670905,0.04724792835309688
AGRP,,-0.010914867622999666,-0.01574722561541531,
CNTN3,-0.010650998187967104,0.011348550806177282,0.06768295783235564,-0.01846323292793766
RNASE2,0.039746762342165766,0.04088900466275064,0.03768903835146035,0.012111586293185629
ADM2,-0.025630532302130252,,,
GAL,0.017623849338149252,0.038992922823372134,-0.0367209742747327,
CXCL6,-0.019206610907612748,,-0.032735674879903795,
PDGFC,0.053485690949631584,0.04874019751877496,-0.003262234281117286,-0.0753996854583148
COL8A2,-0.02660036700714905,0.05524677532529618,-0.005723585163425639,0.030038723676280386
SPON2,-0.01681308751773319,0.00695195657173667,0.0223367541461252,0.02366980126555542
LCN2,,,-0.019556950353372116,
SEMA3D,0.0003066356489882762,-0.006771699435974317,,-0.0034310189242752354
BMP6,0.04328055325414438,-0.009973419029251276,-0.011070480379167564,0.04080557887685538
TIMP2,0.03393032331418911,-0.012732921850846313,-0.038645622475661466,-0.03648203147571824
EFNA1,0.08212845201831664,-0.03739838074061697,0.05650486823977425,0.07813657891053728
S100A12,0.09328811538512466,,-0.016852247900749066,-0.023430318970318983
TFPI,-0.008566581031771683,0.004495801458448606,-0.03705615863630777,-0.07198884672596044
GPC3,-0.015965640584365125,-0.01308278830004601,0.06422865830416417,-0.005506608297317659
NMU,-0.010054201784538332,,-0.007563942408249967,
SCGB3A2,0.0373362377919552,,0.027321368021700224,
LAMB3,0.009392614209802117,0.01378685434955833,0.035913660354142035,-0.029830841039710686
LGALS9,0.04459189480628925,0.03298227408284959,0.014195859225721247,0.009880475624566063
VIM,0.011748639390571141,0.02689369780192952,-0.04659111542476409,-0.034069461735322555
PLAU,0.041258346138167604,0.06951097060007488,0.019573450454847093,-0.011034354876910518
TGFB3,0.06621836634286607,0.030638244381393637,0.05146308145981754,-0.015378035638542564
APLN,-0.014212803099683296,0.018872598206430745,0.01126929296262448,-0.013918536749364956
SHANK2,0.015102416846345286,-0.0062601140041578015,-0.030492742408738244,-0.022825828871482476
LTF,-0.04337316162904546,-0.05319407615456412,-0.037897914378646515,-0.051244612002334856
PYY,,-0.012399692184918718,0.03686238135187514,
PENK,0.015249241249334279,-0.05076277956391466,,-0.026793615206212627
CTF1,0.01447675630156889,0.029332212895976918,0.018464098957950453,-0.03481474307567339
COL3A1,0.035875585018791525,-0.0020303932921178283,-0.030862013156556505,0.003043348307195004
S100A10,0.03972408048786285,0.04296385612689074,-0.037042578812803546,0.03641960139209876
FGF13,0.006063222249523749,-0.025792904433321405,0.00871999416320768,-0.021245114118079726
SEMA4A,0.03428129305487456,-0.0199133628465477,0.04324918480164336,-0.01872687793811543
EFNA4,0.027134763319902624,-0.018478531898668233,0.05537162357423186,0.06896477299190766
HSPA8,-0.041183493015548814,-0.03458243406457595,0.014101230583846347,-0.018762630862790577
NPB,-0.01673706004280247,0.06084570720729679,0.022586951339852647,-0.05603571896900294
ULBP1,0.0438236329470557,-0.015209830119520708,0.021797949691300365,
SEMA3E,0.021647990688420354,0.058939483808707914,0.03514045601959446,-0.016458588422291462
FGF3,,,0.09717521645511819,
ADAM9,0.025992422578035912,-0.02078054498113854,-0.07050692616391688,-0.08075779566164998
ASIP,,-0.013643002593215376,0.01092834741927661,-0.0320183102991558
IBSP,0.08861623388450568,,0.037445140709625846,-0.027576009166328696
MMP12,-0.016999380760788694,,,
FAT4,0.013360236946146816,-0.02015242774551568,0.041112923082043645,0.011524724584366677
MDK,0.023612754138288092,0.03634452779835238,0.035104894616855134,-0.030735257514702942
BMP5,,,0.054913850753779296,
CAMP,,,0.0880294020333136,
HSPA1A,0.043943687751225445,0.04067370548503586,-0.06373877338281637,0.034054957270379944
SOST,-0.0003056769095641926,,,
SEMA3F,0.034618536521556866,0.0744469260913296,0.06910485189054466,-0.05903478333931526
ARF6,0.03291859252456731,-0.011774752086357245,-0.018135262524925554,-0.00986674614915197
IL6,0.0022451361021933423,0.012589708068367508,0.053291336348507884,
CALM1,-0.04010735617676416,0.013115238609593238,0.013099229914158293,0.052313948943982586
VIP,-0.0038280490185208706,0.020757987268514588,,
NMB,-0.016479531053833058,0.020774277639752738,-0.02927371916612395,-0.007144615596704484
CCL26,-0.017761574056410143,-0.009207362258234873,-0.003081934800732778,-0.005316396398250261
FBLN1,0.057365255268321695,-0.003155545502497368,-0.0022430322511634,0.012946546313205418
SAA1,0.04166845942645901,-0.01964006701587047,-0.0032786972874401243,-0.040969605442274196
MICB,0.06352923436086014,-0.01643651643749331,0.0032801532567157585,0.13957371252853107
MMP13,-0.020113792025537154,,,
F13A1,0.03714481261442262,-0.029917022805697684,0.0026814897718869025,-0.04513105727038592
CXCL11,0.05898343664112737,0.00725785216080363,,
COL5A2,0.0664669899726413,0.02381742486548499,0.015428069629706477,0.02211586308597183
EFNA5,0.036003117608028185,-0.030585946676792933,0.0006798943048425882,-0.05432749682161748
AREG,0.09437288937180002,-0.028498332097420913,0.12498210330284491,0.041365292683690026
EDIL3,-0.02139174142738592,0.0006587092958663164,0.005310772072011115,0.054524320969275696
CD86,0.041894419889054485,0.062437314220569404,-0.028040101731583413,-0.008310883126172132
WNT9B,,-0.010914867622999666,,
HRAS,-0.026187730323014427,-0.016892032966948196,-0.09034557120224704,0.06874561609112324
C1QTNF5,,,-0.042386537653002765,-0.04293742072362606
RLN1,-0.01751276476711194,,-0.017065208561931965,0.004026926435803959
COL4A1,0.05148134430754474,-0.01918722704913107,-0.008861433770091348,-0.001155094834125143
CCL3,0.05262914316699681,0.04224225698227979,-0.043076644534620186,0.03881304130166729
BGN,0.006617116343207287,0.044608417026602086,-0.045314167896882585,0.007256747216620079
RETN,-0.023605605287939462,,-0.028228922400583323,
S100A9,0.05395406711730443,0.0374185747064786,-0.03550273436056439,-0.04391368739289173
HCRT,,0.03012370085196934,0.004937229622132011,-0.07212997436706735
FADD,-0.03559248739398887,-0.00021161659969086367,0.0655532301371528,-0.02182855385993512
ACTR2,0.02094509048391794,0.017519520914124707,-0.0184938053011407,-0.025999059598003058
BMP2,0.05735992917460842,0.01402935364035307,0.07331614807336778,0.006549965217207685
PDYN,-0.03569691451982337,-0.05438457776253785,-0.005287674159844976,
CD55,0.017143724166678767,-0.03570567595405533,0.023650734461860314,0.10300714908267071
OSTN,,-0.020217282240375688,,-0.021245111312980302
PDX1,,-0.014004994251101766,-0.00911811662168639,
CD6,0.08464152396489645,0.011719479834338594,-0.02000735017129679,-0.027317456228803497
IL16,-0.025914826732085765,0.02163065227757151,0.036735503996774055,-0.012789414285208203
LAMA5,0.020708252656247674,-0.012839741481304805,-0.024475707691744845,-0.006969388792850227
RGMB,0.01416224600085993,-0.02974557191992291,0.04416268889705225,-0.04302707040031056
INSL5,,-0.016719276843700403,,
IL12A,0.002295663693790892,-0.007587071635315703,0.059742982635281,-0.04595451215248241
S100A8,0.07406491771079014,0.0677750670419257,0.02591542905542248,0.0025683657802741526
TAC3,0.05589848331930181,0.009583264514003502,0.00046744392542737867,
TAC4,0.12581493096977617,,,
MFAP5,-0.018498720527219525,,0.06649474930589327,-0.011256725770193866
CXCL16,0.03269160421016038,0.03282139645008113,-0.02487517732127495,-0.025297895815586495
AGRN,0.012608135093491788,0.0036605832293702496,0.026592242368596454,-0.03661748094404086
COL4A6,-0.02360560570745948,0.033782901733489724,0.0580121252209046,-0.07706829502878508
FST,-0.004354893160080783,0.003596849866332304,0.09193138901965944,-0.03748794945995408
MEGF10,-0.018470933049109163,-0.0009709354196590982,0.056490104437103804,-0.09988855800290698
C1QB,0.06694713300634267,0.05624864874088642,0.039197841875698525,0.0002373696961792729
HLA-B,0.032168031424762454,0.00855218644712437,-0.03561683974391464,-0.018536660947335765
PDGFA,0.03145070160039804,-0.01255260167803982,-0.04601301982624523,-0.039136613128523075
LAMA3,-0.03128938455783465,-0.021045276743535152,,0.0396908068685626
DKK1,-0.03289086607061773,0.00845464223155695,-0.010734342884071858,-0.021569901119248617
INHBA,0.03329861576779651,-0.03105793622534886,-0.06235186265907769,0.018222736111899042
IL7,-0.04440059117432294,0.033735031966126,-0.00366380638146446,-0.02251794749197362
FABP5,0.013085707683083108,0.013543490923868607,0.04697110043513122,-0.06950915214399478
CCL4,0.008806192243619067,0.028778721034956364,0.009266076704540556,0.03282791476750209
FBN1,0.0033604446988682282,0.0038858845764832674,-0.0010745252499837837,-0.07038649904330942
TCTN1,0.07541048960565525,-0.0017952586696740327,-0.004329033193005901,-0.04237831931867288
NCR3LG1,,,0.03770614620207028,-0.0225179594482195
BMP7,-0.04722846718809395,0.026092795429098994,-0.006334519903085468,0.017379227600617733
NLGN2,0.03621723647440054,0.013393663317391736,0.04230100312402678,-0.023067346531033775
CCL25,0.027146893201410803,,-0.0300400560773402,
NPNT,0.039886201114248225,0.056673073047183005,0.09053385303859418,-0.01874930460444829
KITLG,0.01701143560439439,0.010976310758089122,0.042379513713335745,-0.0028577093673680448
MADCAM1,0.008523193601581484,-0.018329131449404706,0.02103309291386995,0.10657398803669521
F12,-0.004563905614724181,-0.04661405275888072,0.010719029564009204,-0.009115999119146527
S100B,-0.016063542045893196,0.06799222248201947,0.10160142050955884,0.07817915819611675
IL27,-0.013167808844457547,-0.011679504149887089,,
CD99,0.042610229671300626,0.0003004567296114806,0.05334183060470389,-0.15036927273141945
PDGFB,-0.005181298945624089,0.06559707847224384,0.0122445234007205,-0.04798103858458425
CLEC2D,0.005181361082902968,-0.0024980729672171497,0.0582833570790207,-0.02429595308260319
F8,-0.003769608855869132,0.030704696538556415,0.04100331895873149,-0.09633511118865797
C3,0.05404382602395558,0.02064803586789719,0.022859155586272963,-0.06173572905549925
DLK2,-0.02243124116853313,-0.014830846633846682,0.0004168676816764831,-0.024020735826959724
TSLP,0.0004194538218131358,-0.022507947846923546,0.005680953736112221,-0.040097751163515175
OSM,0.06902999928127077,0.06183061895499626,0.03467838863400744,-0.021033475637682934
PRND,0.05267113590934708,,,
SLPI,0.04130111253032339,0.01720208787887473,-0.041535659641970604,0.02219217604336197
AFDN,-0.013504517544435397,-0.019536419212196215,0.02233178886443109,0.002860709258847587
KISS1,,,0.08758725441045823,
ULBP2,-0.01221584762395532,-0.0002554043864476916,0.010605916535995281,0.04488242443958467
ICAM4,0.06019831729104186,-0.013551116996344856,,
TDGF1,,-0.010095674048163888,,
ANGPTL1,0.0054840190703437834,0.030107689879379687,0.06662020714481424,-0.04972729567358418
LTBP1,0.02268616820786004,0.014698972382174134,0.015528345486901022,-0.029686003312693096
NTN4,0.015892137807981415,-0.0010452489946711442,0.08913459094064453,0.03495189040162477
APP,0.05835097495274818,-0.04564800183634693,-0.016274146742383217,-0.008776427934112457
RIMS2,-0.03055774083797571,-0.008138477742666368,0.03557014021307263,-0.031683757700898194
WNT7A,-0.016822879227563235,0.02772675602025212,0.034649495451672736,0.004422175777644666
GAST,,,,0.01364493078276893
GPI,0.042345825347805725,0.016019810713018088,-0.08956010400010708,-0.019204530582279233
IL1B,-0.012696168965142267,0.04433252770895468,-0.02985909395788946,-0.036531074917535274
SFTPA2,,,-0.016636757502162657,
HAS2,0.02035968004682952,-0.013750227617656959,-0.04201625511784059,-0.05704066564254016
IL11,-0.00012450838631796176,0.02637325723363004,-0.0034419591648259156,-0.027317460559202467
SEMA4B,-0.008344610003145445,0.04145704697208113,0.024220724048895137,0.009542765049483386
FGF12,-0.0005857038648064132,0.020739644944055738,0.051172680127915086,0.005857839082946955
CP,0.004631985773070354,-0.028848519527354535,-0.06678525517182606,0.009444300349901721
NLGN3,-0.005129015947624978,-0.033744801277271516,0.057081467061468605,-0.062004592318240744
GZMB,0.04309022493039809,-0.022920365580060626,-0.005522692435511416,
PROC,-0.01693547684820194,-0.019560661296489278,0.08859446041391947,-0.0520037312384378
TNFSF11,-0.01776412588867056,,-0.015747224811364938,
AGT,0.010224974492953101,0.007487849332164735,-0.06186129044738656,0.031620747182305474
PTHLH,0.01495693176188461,0.03356261981048689,0.021525617283466282,0.055171940332105436
COL1A1,0.07677142399688465,0.014902486012318347,-0.03196728327594284,-0.025800086716815065
LAMB2,0.0684111539712508,0.057210709086439195,0.019331811004571535,-0.06392611611906579
DSC2,-0.029272482089135136,-0.02804811850168579,0.08873470191433913,0.01277302671254242
WNT5B,0.036344903307451125,-0.023671185169780267,0.02772253753360227,-0.030995156607397722
LEFTY1,-0.03243250372694464,-0.01902169470048095,0.02882421661049299,-0.03660182802611022
FGL1,-0.012374787911851606,,0.05089729862764931,0.026568809552230566
CXCL5,-0.01666984860827689,-0.012299228039275424,-0.034766281532734936,0.032528120265709046
S100A1,-0.03218628855002225,0.030611578888709152,0.05913425401609684,0.06635245167400805
C4BPA,,-0.014618697827073248,,
NPTX1,0.011813262615182922,-0.00722543434523805,-0.03267842092855029,-0.02156989574174111
TGS1,0.0013545187082272046,0.013561943452502364,0.03212309811282477,-0.0376325466695112
SST,-0.019328425796484933,-0.0399277232772473,0.09252694089243775,-0.045615850481364316
IL34,0.045666838833464125,0.014318093039724667,0.013046531103011174,0.023963762507148018
DHH,,,0.10029029558453655,0.12956786386514124
XCL2,-0.0198906530561972,-0.01570049136617582,,
TF,-0.05675556434509172,0.030412740602258955,0.0310907650337279,0.10347940653919377
IL33,-0.0073111661085901,-0.001406134491976205,0.07103924628283145,-0.05162775829243923
RBP4,-0.022556531047130984,0.03027015182772291,0.036751370240676484,0.04487616935573141
CCL19,,0.10657088605035304,,
CCL20,0.027742174758711127,-0.036118006272982235,-0.05271494766337224,-0.024020739303337445
NAMPT,0.0465927716243953,0.02576100998006427,-0.08509304487602502,0.028887087862095318
