,ZH8812bulk,ZH881inf,ZH916inf
IGFL3,0.037717726619614825,,
BMP1,0.0057382197269801715,-0.008685484828951142,-0.012555339687790464
NDP,-0.008088875074750104,0.002550826162390299,-0.04327719366857665
TNFSF18,-0.03336659487290671,-0.031641976196732764,
RTN4,0.04800014553698019,0.12207262492200523,-0.10953615454422784
HEBP1,0.10638373176598598,0.034700431472583,0.01823833902788523
WNT7B,0.014710579745470813,-0.031641943386380385,0.014407648537810343
PTMA,0.03917698134333425,-0.050434361115359094,-0.026980261804822693
CEACAM1,0.041356962721761634,,
PDAP1,-0.07869315683059953,0.06899956699420699,-0.036424246976985104
QDPR,-0.009574228254777887,0.02127608690564845,0.08770448079545859
POMC,-0.0203160931695494,,0.04025912334123161
CCL17,0.009865154306297513,,
VEGFD,0.04609271282868542,,
TNFSF13,-0.002901869289055203,,
WNT5A,-0.03143022612676655,-0.05201190716586486,0.12252398756153257
CXCL8,0.016766965991395214,0.12048430696620259,0.12251107870120201
GRN,0.000744566919588238,-0.03365821110552001,0.002362800019516242
MIA,-0.03731423129044317,,
COL4A4,-0.03315135105687543,,
TAC1,,-0.05909075768404737,-0.06899564554409236
RARRES2,0.03557580705032034,-0.057280996443539685,0.16341932260573472
FGF7,-0.05344498186451301,0.04562636882211935,0.08269672336551127
HBEGF,0.015295103059678565,0.008418408482897658,0.0299086361547542
CSF3,,-0.02843891447275132,
PI3,0.01891873908006218,,
PCSK1N,-0.018460598912616828,0.0899948900219746,-0.0013850301367007763
SFRP1,0.06104885986361385,-0.07447081546825128,-0.02264453119605092
MICA,0.06449504413191805,-0.023372091786725464,0.045253967402830664
ADA,0.03477298694745878,-0.0822100609086572,-0.007207655440527426
LAMC3,-0.02331808877604877,-0.020857101496874416,0.06171622611556384
HMGB1,0.024880398009628543,-0.11554878257525028,-0.005114210628980617
ITGB3BP,-0.009937732330188707,-0.006190875018394329,-0.008630080556249288
AANAT,-0.05276596029857306,,
RELN,0.033044006687896775,0.011680636192399878,-0.010927675822763133
IL15,0.019919377672990686,-0.03007847396914609,
BSG,-0.04243807054580276,0.05108242476168421,0.03905038613347377
ADAMTS3,-0.06818125280567854,-0.03458144664646664,
CD34,-0.006635072798673129,-0.02986738425287882,0.02426056935404202
PLAT,-0.02971065707870764,0.04391447262758902,-0.07592122258815716
CKLF,-0.05208230223847118,0.039696550706928,-0.04477510004539112
CD24,-0.015741473352219506,0.0693728476124212,0.02591342945576343
HSP90AA1,0.0709893528442862,0.055134075404450505,-0.012916311957789552
BMP4,-0.05106629994161229,,
IGFBP4,-0.04291390885049393,0.05412708702527261,-0.06808399422007141
LEFTY2,-0.06506796271517974,-0.04657217123855072,
ANGPTL2,-0.002632983449101012,0.14611863372828612,0.023924874789888015
LRIG2,0.03319223322598498,-0.005250835695290091,0.01608518767065344
ICOSLG,-0.06688035735181495,-0.03437029358130754,0.07174514224023752
WIF1,,-0.03060745351533134,0.18694353569038755
NPPC,0.023117286747964202,-0.052244385462989595,-0.03919078587044329
LYZ,-0.0390076211146363,0.07851913016133903,-0.033147229703896136
SPTAN1,-0.04658084103157909,0.02581715848187435,-0.020050603343115137
LIPC,-0.027994152717182034,,
COL8A1,-0.009712954564408939,-0.06487156823271004,
GSTM2,-0.036413396711260704,0.008736288484166747,
SPX,0.11743859972591912,-0.07913199441240515,0.09851198718947803
MFGE8,-0.007637460992259181,0.02813999148638967,-0.022956337361003464
TGFA,0.04619865719410374,0.018704058943400124,-0.02123938660414749
SLIT2,0.0033649370735294943,0.17371125408797877,-0.03828172655630845
PLTP,-0.041953179686028984,0.005685788227649996,0.07232185834553831
APOD,0.0680573092073046,0.047376241061236335,0.07730853199192382
B2M,-0.007270109563034342,-0.12050513326092795,0.0024454811488277698
OMG,0.05294975905626206,0.011025908867080898,0.077838281639756
CXCL3,-0.022045402169143496,0.10579556827006045,
CXCL10,-0.027777769783454986,,
RSPO3,,-0.01011655610563443,-0.04166070797517297
CORT,,-0.00503704644677729,-0.044486888377391856
NCAN,-0.014640620691678638,0.04070400707849402,0.004532480671771656
TGM2,-0.0632116958867021,-0.025098809040081483,0.04266568672340044
VEGFC,-0.027340533461782196,,
NRG4,-0.012341961589571827,,
COL9A1,0.02273285497984452,,0.007736289898356903
GDF11,-0.043767960244546794,0.02098119073486648,-0.05024702656100574
SORBS1,0.008039790234593065,-0.05741116851543516,0.0026016777234296696
DLL1,0.013870530698538504,0.03811684369509705,-0.08689496153841084
TLN1,-0.008279408643785091,-0.10145084156796075,0.06272283435363817
SHH,-0.033438868447298535,,
PON2,0.0039615383710520655,-0.09446244123232385,0.1396667116912491
ICAM5,,-0.04636017308733319,-0.012334309045321318
HPX,-0.05276593869007028,,
SFRP2,-0.04856214992235966,-0.05190316424150739,0.11742053356196518
HP,-0.011029131900138257,,
CXCL2,0.060845804866787805,0.17776718695080754,-0.007372668858233909
CCK,-0.022889908385625577,0.025869207559786327,-0.05092118085960218
SEMA6A,0.033719314130641234,-0.020433531920628977,0.0013690028850803265
IRAK4,0.01793202533296834,-0.013539550859963315,-0.06310632484864333
GSTP1,0.018928679333823598,-0.02970959008917858,0.0409974108433993
VCAM1,0.09313571153437206,0.02160090526425982,0.05555668004027223
NXPH3,0.004103143830971656,-0.012727988012742454,-0.0004016642905377966
MTMR4,0.03531382846975843,0.0778231305277657,-0.005552173749268306
LAMC2,-0.03805092013926808,,
IL10,0.019827453720340088,,
SEMA4D,0.018200739859580237,0.020310621187187728,0.12199686495230286
TRH,-0.05750851207672504,-9.492309288954564e-05,
SEMA6D,-0.042071982671167504,-0.01052891075700215,0.07265569407414461
CEL,0.06261626684109599,,
PDCD1LG2,-0.028925837749621194,,
SPINT1,0.006599860599215525,,
CTHRC1,0.0031692558919164293,,-0.04631493384368619
PODXL,-0.025253493489463322,0.057471039570396294,-0.07987453915848755
JAM3,0.015077595695957319,0.021091737338544612,0.055268428015418994
TGFB2,-0.03004349679468015,-0.04847986841052797,-0.07878235240163824
COL18A1,-0.030650642806743487,0.048721024706603534,-0.00521527702636658
NODAL,-0.039941621979272195,,
INHBB,0.03577190166132559,-0.0677567158024578,0.05846757060214687
ARF4,0.05724037599933765,-0.03911861464381459,0.03206916071143294
CXCL14,-0.04464196771073252,0.09910922457806454,0.14974934701027595
LIF,-0.017450299152541576,0.09427692045685464,
MATN1,-0.023716709793555384,,
ADAM28,-0.005623308225094303,-0.03357991980232809,-0.01460428404952381
TCN2,0.044412670209866695,0.1056641319153157,0.1253052131209789
CUBN,0.011530364543125012,-0.03947955089567642,
TIMP3,-0.00960543738424164,0.02783825777105061,0.019392977436496966
PIGF,-0.0944488501353211,-0.07581151115660469,0.09467363995231454
CRH,-0.022261223034545755,-0.03687565617494655,0.036355587124540116
BDNF,-0.08246589764695704,0.06128867449787676,0.00982759356853585
CCL5,0.039173628424275256,-0.04545087345550857,
GAD1,0.02484067124991448,0.049149925446003835,-0.022346519439861292
COL14A1,-0.02600732136289873,,
HLA-A,-0.060225094556028896,-0.040649273453799054,0.01209941381081418
ADM,0.03714846854940034,0.12051071870018949,0.057817501510342366
GNAI2,-0.003890519627064652,-0.0009132108145373391,-0.05511510377231015
COL11A1,-0.020955295180933586,,-0.035347838071091826
NUCB2,0.010007494424906106,0.02526624655984894,-0.0020310080246679274
CXCL1,0.11156231768364039,0.03976953229968718,-0.048024005346114076
VCAN,-0.044372281292115394,0.02492389154776059,0.004766888658377627
PTPN6,-0.010293784912762002,0.08440159383221475,0.05486988182527155
PTGS2,-0.026472531216499916,-0.04157007025772769,0.07245251625686233
CD58,0.07543141363011055,0.0027800858269913767,-0.04644878423430871
TNFSF14,-0.023057776869327296,0.07403713711052975,0.042628280893739594
CNTN4,-0.0007372320390921357,-0.053593861787603204,-0.07279926710337382
MFNG,-0.005739622533597309,-0.034644862124791634,0.08668413407263069
ICAM1,0.023716945628898593,0.07825380725890649,0.04246876708580542
PROS1,-0.06879489767834182,-0.02839927096869371,0.016889890798407255
CLCF1,-0.04964927076086232,-0.00918266569317496,
PSAP,0.08773454900442239,0.01431472876665314,0.10280316628929394
EFEMP1,0.06659305116415255,-0.05223196261163906,0.14378664682595854
C1QTNF1,-0.012468296241622498,-0.07362169088527601,0.03750666708089701
ALB,0.004652211231472366,0.06319186852709552,0.050075903656117415
EFNA3,-0.06150052901401728,-0.04615310819120559,-0.017803261742238743
DRAXIN,-0.008290785174348747,0.045907739278262805,0.007117658612769754
NPTX2,0.021991024014338712,0.03614412775209321,-0.07763254950756006
