,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.011354006478095037,0.07109231827502226,0.02100484207747008,,-0.021104499190977732,-0.03809641304051333,0.01640856750980298,0.09462556716305581,0.0077521481765494725,0.027583634679297874,-0.01322269566775655,0.042739114068319824,0.022873470797914474,0.00870073803081705,-0.0251386103483242,0.008013956105122105,0.009673862981497238,-0.0582895873342712,-0.0032528467319619366,-0.02388537916379885,-0.046476613701696895,-0.027721232321220996
CXCL13,,,-0.033931695338966505,-0.03188539763706615,,-0.037754031836567496,,,,,,-0.013576809983917118,,,,,0.12310519632810284,0.021654320583590167,,0.08548665240365762,,0.03668067221325366
MICA,0.0134313568145577,0.023267386183533488,0.05031977655500161,-0.04077397484459682,0.016701936771931932,0.0689798378900056,0.0797442146491826,0.07475671914395784,-0.004481209463158202,0.01262484962156101,0.041239495171366464,0.010222555053450476,0.020750338120709425,0.15217021046642173,-0.11205085315776579,0.059971982097946915,0.06380444707305019,-0.03932326753223512,0.05931657597137178,-0.04458441139612364,0.07961510480080734,0.007225309265731595
TG,-0.026762048479823962,0.005123808767509729,0.00891053539695011,,-0.02277509830242989,-0.05521229949787802,-0.02709884960537958,0.040774917013861246,-0.0275399523446227,0.04230437457851494,,-0.01946228771260143,-0.021191540516794814,-0.007338015519888224,-0.057179830780469565,-0.030044934738198494,-0.017688318410457003,0.038071085599780445,,-0.018117920271153942,0.02673816632749838,0.06509984828044603
ADA,-0.05116252930866244,0.010121721769325088,0.017049861103899305,-0.0549002031013343,0.011264131245720187,0.0231048725334973,-0.0221817862834782,0.13573962510350937,0.01273649819683049,-0.002666981232113329,0.021072579339446538,0.016572546125400045,-0.06457684790744306,0.0741720260157391,-0.09272292005928297,0.004906678156478348,0.04888221728421074,-0.04847350325871319,0.058702347709392026,-0.04595840856297656,0.008288001883923589,0.006666341553556661
LAMC3,0.042796927788840824,0.0051195230651657755,0.10143644878419292,-0.061246002353119444,-0.05024898129910892,-0.06550248687877382,-0.0497414582527706,0.12791216388841123,0.05076755958520783,0.06990146940030617,0.022507811459864826,0.04451316593858043,0.03812653894044372,0.06969315857568997,0.08082112574485655,0.05460331409696994,0.034575600351840416,-0.02828466794644023,0.1037824543330501,-0.0268106844454621,-0.1029765271155553,0.007673907232854069
CCL7,,0.10397599070365761,,,0.036023451360589695,0.025835363799949426,,,,,,,,,,,0.023353506781000007,,,,0.10528747237563378,0.16963246063279538
NGF,0.052336822966285716,0.006713609101696726,,,0.025575352935762213,-0.032384237126790734,-0.011415785903931937,,,,-0.029212702318354867,-0.00632220715290796,,,-0.007987566220411621,0.13007361568095474,-0.023042521539834115,0.015778778234423686,,0.004108138021296846,-0.04176898469983374,0.02757977208921066
TNFSF15,-0.036697182801993126,,,,0.028884838706692787,0.07624109784648782,0.05247303227588602,,,,,-0.014386472343317875,,0.07325222286217617,0.04820883882090982,0.02434466213491471,-0.019450587174517166,,,-0.013670361330937957,0.12354022736452175,0.05127067461253048
HMGB1,-0.09641431816039393,-0.06572380077215316,0.03829169819516922,-0.12486770305512776,-0.05845262106468496,-0.048170284453645865,-0.005741191153990771,0.09052145962319148,-0.007759578840452164,-0.025188075206398246,-0.0448127228675904,0.0458591129021195,-0.03313607792716371,-0.0717962564138509,-0.12956923334344386,-0.0888590119658789,0.012005304345065762,-0.008717565912374037,-0.0323950234069343,-0.05848392676280078,0.0067874095840983525,-0.10334421258353903
ITGB3BP,0.032736476175695625,-0.0645856300666501,0.02857767712091217,-0.012695778948126967,-0.0006413308236842169,-0.027346493959932352,-0.11497287662540152,0.08865534524130475,0.0055647127181480925,-0.025028900626557864,-0.01998681338228636,-0.01857085792696983,-0.046219392278217225,-0.04138613502620271,0.052186377901195395,-0.014410868187550704,0.054909067155951126,0.004008804445947011,0.01711515138432728,-0.04069645120466721,0.041254139648822824,0.04554283301559904
AANAT,-0.04149422169431704,-0.005998913220030215,,,-0.016683974633190716,-0.03339369105388292,,-0.013759698462495352,-0.024766840087501657,-0.025513234568021636,-0.027464236380274353,,0.10671601589979317,,,-0.01921902063378445,-0.01750319863103479,0.0661698292017903,0.0883995978219814,,0.049089500265065596,-0.05057817174003366
RELN,-0.00160412718918091,-0.010196896098281871,0.0176754626951832,-0.03806339567194407,-0.028959643669825116,0.018982272571092997,0.02074599797025786,-0.05592395287294334,-0.032019457477494705,0.04383592102103048,0.04435243399062266,,0.010749716492311236,,-0.03128773552865842,,,,-0.033913510746369994,0.1457345526546209,,-0.030670248562578942
IL15,0.07387623209483518,0.04226241439287539,-0.02513260456511509,,0.04555536198127206,0.07675826571804165,-0.02234238916474806,0.00018076353002437136,0.026041593271084327,0.025684314575199586,0.04135801777234669,0.015382906846839545,-0.017551077543061698,-0.03303441964171574,-0.013368366865106892,-0.009854872218702435,0.08870400764403219,-0.0201959720578406,-0.0011634665755886665,-0.033346218625634964,0.025165111907175304,0.07018086185021837
UTS2,,,,,,,,0.09624544414463954,,,,,,0.13744035355926099,,,-0.014905254651221476,,,,,
BSG,0.0032767543532966742,-0.0880105852046338,0.020705094640320425,0.037564049782950304,0.0037644217094508882,0.07137692872983616,-0.040280694341167045,0.031520292770677125,-0.03990574846074255,0.012252802434961418,0.07964476652360947,-0.024638283943303002,0.008583814667076002,-0.004788558407728869,-0.005750394089371588,0.058437454596040536,0.10427540956991253,0.09523181903561237,0.11743196296019025,0.061872114423345996,0.07219240441425798,0.037593320163642474
ADAMTS3,-0.0068816714018321585,0.04238656769819305,-0.04465447267867369,,0.04077217084474581,-0.02693088851150138,0.006997535644321936,0.1205915965519893,-0.0538319593537377,0.04312733016602221,0.0466521287308259,0.07670684148634582,-0.029164226400686222,0.04687891288374691,,-0.023012820631552567,0.02391266828765918,-0.028012787339266137,0.10400786766961774,0.013429972611841553,-0.037060200730817276,0.0007197913539687971
CD34,-0.0434736840223888,0.05132836714576589,-0.006973255007831692,0.030627497019095475,-0.030028608674041477,-0.09375522307504265,-0.05810680653094005,0.09740783684679696,0.034660108980312944,-0.008655248276188004,0.058073237453394704,0.026526767452692862,0.015113765088626272,0.01590197328488345,0.03061180324176711,0.03356002598002497,0.03830552919427526,0.007428073580934781,0.08225012471668615,0.03208660941058772,-0.0027283064680949276,-0.04108626025247785
CCL23,,,,,,,,-0.041373393326516544,,,,,,0.13753798507176532,,,,,,,,
PLAT,0.0019870657541894545,-0.025239330401161254,0.04745630232923621,-0.08299541714682793,-0.04538360037009902,0.07760726468439894,-0.053427493260534906,0.11639968250245412,-0.053459116957609444,-0.004370403988405907,0.06082392817100799,-0.011475528004504984,-0.1029084217065188,0.041841096981357496,-0.06542168834254825,0.035493852398070534,-0.013145788914053776,-0.06024788515302606,0.06813480678591498,-0.05186350073272679,-0.005054993350819415,-0.05737811287506947
NTF3,,,,,,,,,,-0.01197492430109152,,0.03363832290755379,,,,,0.00845570326792377,-0.059905420487077976,,-0.022694500546652993,,
LTA,,,-0.02358741514319301,,-0.02110449820367609,,,,-0.023853048112666045,,,,-0.0175510797095749,,,,,,,,0.03994485563051985,
CKLF,0.059565457546462995,-0.0797231310085988,-0.04635420974095584,-0.007680927348446584,-0.003752755369994567,0.0028560732707769597,-0.04180153811650587,0.15337167860592502,0.03569489439665565,-0.055743632061916445,-0.09659380493345533,0.04957222370127965,-0.01840705933521449,0.09712631071498058,-0.05059368629795736,-0.07615517264071986,0.06764448816818554,0.0031174102379772214,0.014292180309131822,-0.02854067842913829,-0.048114662445044615,0.004823444427465568
APELA,,,,,,,,,,,,-0.010911862712813306,,,,,,,,,,
CD24,0.06941509572483984,-0.03518784868045489,-0.04671675324801392,-0.02301564132977336,0.00856551194091254,-0.10106120641354652,-0.03766982542149341,0.05900588056219244,0.12089219982146636,-0.062393057730914976,0.00457474419772825,0.02679799519339478,0.06399711975557897,0.1314748227115767,0.15378829223273835,0.056903124459686164,-0.09018343502439857,0.011253865513570483,0.11227567884311981,-0.053013026078133,0.06916795009886283,0.09248102824690202
HSP90AA1,-0.11669007930876629,0.0782855762052171,0.044661105339627694,0.014802650523353876,0.0597860490052854,0.05092252068566855,0.10432929737363318,-0.14631357992294378,0.06252644931682699,0.009750853582242931,0.10843218163150697,-0.00507373167896862,0.049505623279307034,-0.1122062422327286,-0.03602703010849519,-0.017880230849888466,-0.04428661912929107,0.06282697613230365,-0.03318476815601571,0.02280831463048507,0.08373197448921602,0.12368221241844687
BMP4,0.07431289394151572,-0.021576891442272525,0.02979056079530933,0.020884423684193132,-0.004655689682803685,-0.020633764638679143,-0.06973580728114999,-0.007909772137891019,-0.0019844297218694954,0.027475305859106177,0.017386869049505847,0.0014100268509868272,-0.014955332665742003,-0.007209855679299736,-0.020198336210583253,-0.012529750633993288,0.008638844005547201,-0.004309828334036345,-0.0031711741436937697,-0.03794682978203499,-0.007419380569483926,0.06396266164177959
SCGB3A1,,-0.024662049149562233,,-0.034897970453036394,,-0.02944378832953694,0.07903374938626019,,,0.005922802460983474,0.019650027854333833,0.11306076178571915,-0.012246911318019395,0.01110893425004435,-0.036041259290393916,,-0.00179909002858034,-0.026774254314011075,,-0.02838902688350674,-0.008881026094210591,0.057966700830822435
IGFBP4,-0.007259341986481699,0.02227368545981478,-0.04562050854554733,0.012555880381419325,0.019891665144255003,-0.0029145281971180476,-0.07125800208007825,0.17208263346938354,0.004358050442774411,0.06309203912760855,0.10498384548723959,0.03343178792246847,-0.04692079683886184,-0.005149460998746067,-0.017682617814389776,0.02432152322041864,0.0705590627878042,-0.060891195835690026,0.06824694057250859,0.021497081592596317,-0.04282835666628123,0.01105543624471883
RSPO4,-0.036236741032847394,,-0.029455684890417683,,0.014267113922724764,-0.005264178471920507,,,0.01372424720804166,-0.008135507877171055,,,-0.010432694989788638,,0.022452362795018745,,,,,0.00022043244388026035,-0.008143054804974476,-0.016526355524264076
LEFTY2,-0.06069677563364192,0.05549142955074877,0.004434606819233242,-0.008785719818097636,-0.027299728072442023,-0.0075619705685474985,-0.057491719010520956,0.14676822615043414,0.04506233157793776,-0.023597666616330056,-0.029212702318354867,-0.016266638406300667,0.0393502333788642,0.013607417674419232,,-0.02456027956118877,-0.016936664337933473,0.008668075932514587,0.0988253582027112,0.07315719764183051,-0.01349755291384146,0.008960240552667
PF4,,0.0010083167244641584,-0.021455959937755533,,-0.01436657441784801,,,,,,,,,,,,,-0.012819834548309452,,,-0.012050013191992254,-0.049960188611783495
ANGPTL2,0.015990335649668518,-0.04555076109138006,-0.005368494425192799,-0.023711114243585647,-0.004670141538551061,-0.04544477159253432,-0.040590367757189584,0.14253000183673606,0.02221452240707249,0.03924219721150963,-0.05401837909057754,-0.0024719737412389866,0.02558504742725648,0.012824995712533158,0.020030400313282095,-0.024784878204899535,0.050368321665416195,-0.06865076725655772,-0.004432488930853761,-0.04989915942624324,0.0035128698084507825,-0.0018714799932062383
LRIG2,0.04349843347304929,0.0257432927948414,0.002837792870198749,0.007126611960501033,0.017535046504665378,-0.05195696971363846,0.04401498433362997,0.017973198348152596,-0.03268889278575278,0.002066127051060412,0.037605084036008686,0.10745458511556653,0.019083881322269507,0.029173326453815894,0.023217404019115647,-0.0375969715186896,0.012944766880082462,0.02550705169314359,0.04615221044036485,0.020394501065209677,-0.052334638252182805,0.018182162246581715
ICOSLG,0.09163151511210865,0.020606051453365772,-0.029313193364858367,0.013893320474554773,0.030703207172203886,0.059337562137395924,-0.03469041729575253,0.01863235035887405,0.008901173378276964,-0.004678711223455888,-0.01737309332030513,0.04392603469046347,0.0017862299419201659,0.049675556271197435,-0.08856361324844499,0.06658796409941221,0.09928924921326193,0.01745974551886754,0.033802622230489514,-0.010262466901959663,-0.017809960558889303,0.06035239786087494
WIF1,-0.026414250228869125,-0.015293761181319037,,0.06762170080680875,,-0.00792715109617254,0.1145059041338441,-0.0895696279086298,0.12359617668914172,0.044683115222861586,0.03692556781925892,,0.11245778699673388,,,,,,,-0.017772777817817106,,0.009831498903074864
NPPC,-0.009065237976049747,-0.03479841689875656,,0.07445496523768069,0.028605959143734223,0.04997829831640235,0.03240175945440067,-0.03041513194809402,-0.013032464593411602,-0.009320101027980667,0.027587095873251873,,0.07996725291726482,-0.02413601618731309,0.05560724434898271,-0.0230127764340525,0.00017525224764570777,-0.0067406175448950995,0.0820842392350448,-0.004346482916457293,,0.1461312389330427
LYZ,0.05362646070748032,-0.021310369796173536,0.008865525102369109,-0.021365487987577876,0.05140608422773373,0.0842883833979282,-0.008716066066512537,0.12172456525104461,0.039457172108097655,0.0036159655186380315,-0.01415600591671837,-0.01125500624571211,0.007741483050018829,0.18968056613010975,-0.047203260835782496,0.008861171454598775,0.035337878147908036,-0.01786184357067379,0.07610249091633287,0.060881407996729524,0.056623951018469655,0.06346521919856934
EREG,,,,0.039827617139899525,,0.12624583258641991,,,,,0.006340923611900204,0.021232846850286664,,,,,0.041801210702324426,0.002407314111644241,,-0.023812789532215977,0.07341826713016697,0.09518900600726242
SPTAN1,-0.0800446503355784,-0.02503021905109096,-0.04598855424916549,-0.018456019284666423,0.018655363871162726,-0.06284481776589597,0.0569717737400208,-0.03315044705162328,0.024309231208930766,0.021151112291712012,0.11621285891449534,-0.01926946868881337,-0.012091171309727297,0.0009033248867819079,-0.046060739144535796,-0.09583735735513291,-0.04460567807590812,-0.09219233929617125,0.00661175820208769,-0.007956418668146425,-0.12556912293614955,-0.08069065520915782
PTH2,,,,,,,,,,,,,,,,,,,,0.06950024426094904,,
LIPC,-0.016587146170271568,0.012786852109706153,-0.03229236641094846,,-0.014312795133323718,-0.04443726727598746,0.053388471615914375,0.030704613840671118,0.06169846723311065,,-0.05382139078086871,-0.023783685589487527,0.03836153115711597,-0.02559377450456696,-0.031210059542667267,-0.04728376601122642,,,0.027751790970897635,,-0.025450862382029853,-0.004389117125055851
COL8A1,0.03379647584583149,0.05185804431349326,2.071401003102519e-05,-0.03560955484500369,0.049457889181741904,-0.020089860421532168,-0.05875632277515762,0.05461995695398043,-0.0029694110450139287,-0.02671782703544985,-0.020313299878953327,-0.03158892828916646,-0.06117859370018018,0.10869608228799048,-0.044294254148997944,0.16462405170490046,0.0066743396136253776,0.02463173408001606,0.08697366127528897,0.007042426587762635,-0.00023491746337229544,-0.08665690024998514
GSTM2,0.00035976909394077315,-0.018359594308629244,-0.019751749441612013,-0.0028840045999834296,0.01701384055181601,-0.044872124623941516,-0.018893498499838467,0.01696245723106839,-0.0070669562994292055,0.043021892495113886,-0.02553304590690895,0.02181145213924098,-0.02452521948002337,-0.035475118870421075,0.025858133029197698,0.12409975477963353,-0.03859895937189758,0.030885678335449522,-0.05331122176764967,0.08000711188636142,0.026105227387771067,0.03724095139678661
SPX,-0.0892333705962406,-0.03743079164956962,0.016508751303048297,,0.0325178801317525,0.015366832631537486,0.023548181979247497,-0.07203665121209545,-0.00030370467410891275,0.00796389372576759,-0.01829945905067496,,0.06690535371579608,-0.0319969194039425,,0.07859092787820335,-0.020116140324922687,-0.015917463204864892,-0.030340919526692524,0.010218618552160046,-0.07974374358929624,-0.09789279076525058
MFGE8,0.0029809185190608476,0.014836568650898581,0.004304588883025716,-0.009561730591792923,-0.020316778357276764,-0.012471272800705372,-0.022622776448103697,0.05929913289984734,-0.04043324145969047,-0.0018024682153660269,0.16385172452086927,-0.015758903593064175,0.007047838075863402,-0.03224268991343694,-0.00873232751258211,0.011992252677677118,0.027355723571115844,-0.03627027222983433,0.11888558565259626,0.0022538600509680036,0.00015796265015315656,0.053850818511119634
TGFA,0.055559606190066536,-0.033349267701555815,-0.013504861647748318,0.032853534427755446,-0.003716576482926786,-0.06536691869953087,0.026624487188756117,0.02379504248549887,-0.024380956710380538,-0.025308268168939545,-0.051241066412968654,-0.025634840104499988,-0.01879877157724392,0.0003445183824487495,-0.0013936500978809436,0.12289508128745401,0.06559083445245205,-0.021877346527175066,0.0014358322163479662,0.029415506826503415,0.04380201151808816,0.08836331264673644
SLIT2,-0.05638505634707811,0.018413910485278295,0.01015361565486366,-0.019286649581668293,0.02200084156742879,0.05477528255752214,-0.02222785784928474,-0.0043426175068987174,0.031737617547124924,0.028152053242675983,0.06675828957254773,0.03274517066874116,0.026726241187226187,0.10860184102328678,0.021783584542626598,-0.02602541495844593,0.031781761463394134,0.08231170170168395,0.027347190981834888,0.024837821441674228,0.08580998099070036,0.16963062372621482
PLTP,-0.06516664143723558,-0.071812983290355,0.041772468913486786,-0.048700084736549944,-0.01995217727528361,0.054675224788353585,-0.0569617846180351,0.16630066246032058,0.0579731936731187,-0.05760025114506413,-0.053922418079716095,0.07414323200888653,-0.007361050597138534,0.08764435885236338,0.041974561460306654,0.10143186509458207,0.07549819838294018,-0.04017089954817519,0.12849581489531997,-0.030156989638910038,-0.1250467609819629,0.0002991557022354493
