,UKF275,UKF296,ZH916T1,ZH916bulk
IGFL3,,,-0.025642311763127233,
BMP1,-0.05712161315846652,0.06681421324695179,0.05617321256112165,0.09232381644340625
NDP,3.118098832695509e-05,-0.06237070383320285,0.06022474933276246,0.009338961945675071
TNFSF18,-0.019597321805563703,,0.027945335273615455,0.006213228809130828
RTN4,0.005442614188529819,-0.11764493777331866,-0.004331462608033723,-0.16494238659324817
HEBP1,0.055517040045524706,0.010531233990904835,0.01823004693378617,0.042242060665159176
WNT7B,-0.05015710350610808,-0.044080289742002524,-0.015912398998287884,0.02200193177166283
PTMA,-0.02595234231040957,0.017924612243972515,-0.003217670529370696,-0.005318840484803412
FASLG,,,0.09049836577364453,
CEACAM1,0.04484496838266524,,-0.03094309281372903,
PDAP1,0.05008279441877359,0.0032028159813087043,0.007440063457145141,-0.021570713129964933
QDPR,0.049711535881018565,-0.03487732461495969,-0.006705653898893648,-0.05537775237465446
POMC,-0.02273918250347245,-0.0006928316058501976,-0.018842623509303585,0.04317364772756463
CCL17,-0.024441675772897013,0.024134355021269056,-0.020157670673500126,
VEGFD,-0.026040538230642226,0.0195364779223485,,
TNFSF13,,,0.11841427929386761,0.1406336321576474
WNT5A,-0.016446373380736554,0.0728944541181522,0.02894905475763379,0.11872654922996222
CXCL8,-0.042465196398419475,-0.014229913732741472,0.0498550088230589,0.10884746579813129
GRN,0.017959097027451378,0.02468734233490606,0.03770724215829115,-0.052084719986867783
MIA,-0.0025972192312262374,0.02570945699695743,-0.03780310377598664,0.0941043440654461
COL4A4,0.04189704209966551,0.02434030205524419,0.010631473788664062,0.16374858656930963
TAC1,0.03330322124518694,0.010958049110508676,0.02187933788448,-0.18131648017180824
RARRES2,0.0938151803124762,0.030500461504053923,0.033921052436449696,0.010729162834074497
FGF7,0.009993696945292153,0.02095119262554046,0.07995343613198748,0.05018842117233151
HBEGF,-0.029432473837699268,-0.03983309033676951,-0.026813868473638418,0.10388103613937744
CSF3,,,-0.021222917531461556,0.03128552002548439
PI3,,,-0.046110349172718064,-0.049947271507865404
PCSK1N,-0.03366021141562381,-0.11583001930107105,0.07424028020888326,-0.1463563478993002
NTS,-0.029151195300257424,0.02524215308619223,-0.031428246881221374,
SFRP1,0.025904520867045727,0.012608335992564473,-0.030697934045338587,-0.006515510195730793
CXCL13,,,,0.07185314787447983
MICA,0.039031352747884114,0.06524763191841794,0.06316608209674993,0.11449813371508456
TG,-0.024624063382799433,0.042747094821753366,0.09223642959192727,-0.017034008848445248
ADA,-0.0753221313743095,-0.01181365788090241,0.032516786603468156,0.06369299242630186
LAMC3,0.02187391828356391,-0.0348617827639615,0.07287415565482283,0.16151242664049664
CCL7,,,0.014234021615956988,0.026682392997041435
NGF,,,-0.046239263028720466,0.027996744094497556
TNFSF15,,,0.07733920525936126,0.009819240485410443
HMGB1,0.07469986900315147,0.05424417387900451,-0.07274884475776225,-0.05754463030404959
ITGB3BP,-0.005264789794377274,0.0313570189419218,-0.00018109482255013204,-0.016756008880602996
AANAT,0.014936975949269668,-0.011944471467674559,0.031109103921076856,-0.028255454938713082
RELN,0.07391226906634982,0.017283743115697452,,-0.07747063130454789
IL15,0.006807892646289146,0.029521154677515975,0.09019388184916294,0.10005046060545006
BSG,-0.10412170905084303,0.02932435355979274,0.08383548462446713,0.16065060611397045
ADAMTS3,0.021688134437615463,0.012757404549726431,-0.023526353533548663,0.03585569467364587
CD34,0.05498773703359251,-0.0018483441932069613,0.03925919791555928,0.013445972819159647
PLAT,-0.07631968627386397,0.02171121287511,0.026787698204011345,0.049455709205516375
NTF3,,0.042018484540256085,,
LTA,-0.021327523056296697,,0.010484243321833292,
CKLF,0.052491744920852686,-0.04547754340812688,0.056213959216075214,0.14665012613615427
CD24,0.09296080596031267,0.12326478015685152,0.04299926096307396,-0.05661064918000661
HSP90AA1,0.012598097350004908,0.0032951788241710636,-0.07077028083232789,-0.21584899891158899
BMP4,-0.0058530985863949545,0.044533116105591575,0.05190786367878211,0.026565741693923398
SCGB3A1,,-0.026213592388403966,0.04535968644514071,0.025092796108542103
IGFBP4,-0.0469213712549631,-0.028864462786895032,0.06367976442768233,0.08676220216684619
RSPO4,-0.02480520770102826,0.07052303714789408,0.07212819219566288,0.18171005083332367
LEFTY2,-0.00229473470716898,0.013709558585661023,-0.004909048865019308,-0.09965714900864618
PF4,,,-0.03166834109830269,-0.02791021916145116
ANGPTL2,-0.003915318022426798,0.04422774523204383,0.06188102722133509,-0.022077926170422216
LRIG2,-0.00023681751504030344,-0.00040932181238634025,-0.043026865087778275,0.03187571751009901
ICOSLG,-0.011366938621749511,0.007835280770511852,0.07746173339644853,0.013099415653909919
WIF1,-0.019141591254607744,-0.008313146863659726,,-0.012333419051740168
NPPC,0.02426377061790688,-0.04791024977622443,,-0.059398190175602
LYZ,-0.002298622009588378,0.03523272009785178,0.038595318318754096,-0.02821093389358679
EREG,,,-0.028901190277649064,-0.016540604726604603
SPTAN1,-0.05564900892317724,0.04184744303319511,0.06614063102200783,-0.08346297937874411
LIPC,0.028844689536437932,,0.12983593144157018,0.014332996287472456
COL8A1,-0.06380382470170617,0.01930845299876516,0.06178824221286659,0.030221938055840534
GSTM2,-0.04897428673208475,-0.008186054224910628,0.02061109127616786,0.06235259290892186
SPX,0.017067137047243046,0.015922601370493186,0.01813383173742965,0.014584061942713564
MFGE8,-0.04459322538478706,0.032050681034165154,0.021550543348027255,0.035374039205730234
TGFA,-0.055539763555022915,0.005411771817218104,0.037788947134677196,0.04964951150431732
SLIT2,0.0050519191882482835,0.06867503664693562,0.05474491551525908,0.022236680504978724
PLTP,0.11424321351339824,0.12039347335870372,0.05407044187521362,0.13507853372623801
APOD,0.04454558023926215,0.01908838504179411,0.0201188286187187,0.18666671736555587
B2M,0.10427042194810922,0.1193507043977498,-0.017833671839781105,0.024842068731347845
OMG,0.05557517094615604,-0.06442776821663398,0.13495978937049055,-0.0956856482875935
CXCL3,-0.07096414932571854,0.006493262043284666,-0.027603739213426175,0.04796695487998193
CXCL10,0.04274897723096415,0.004470207539609684,0.04236633147503884,0.01587014851337942
RSPO3,0.008593515612558408,-0.018485763661702768,-0.022568805007246267,-0.042519516197671324
CORT,-0.039130233453149366,0.0034356630829394654,,
NCAN,-0.08931014968255745,-0.054401206758629146,-0.03838997617735177,-0.037945952863336234
PRG4,0.020152748650778138,,0.007706301321337376,0.20460358675762497
ZG16B,-0.016946653148398244,,0.03217745789997887,0.04001036678682467
TGM2,0.006368444225542028,0.049695621335898325,-0.0062825193605739495,0.01391083705176068
VEGFC,-0.008451154938303826,0.013597152567468112,-0.016400029509218584,0.04717522405110729
WNT6,0.018485957904766995,,-0.02130614651056519,-0.02460316223141644
NRG4,-0.03255726460553236,0.027017557103142513,0.016373490155020865,-0.036999382389379276
PMCH,0.02089150634994493,,-0.013041782557596016,0.029167509740854344
COL9A1,0.0890690400577648,0.012278889917811573,0.045659923140068066,0.17982616933920992
GDF11,-0.03516184234389647,-0.00928979868804335,0.13059733418503028,-0.0009335583662594151
RAET1E,,,0.043989285107139585,
IL24,,,,0.032422027500181194
SORBS1,0.03124249327780279,0.03766461785957673,0.0707655886559893,-0.06160050357784996
DLL1,0.002087972603227279,-0.050555807569571384,0.023841220826749793,0.08849876504224141
TLN1,0.0007705097495508061,-0.007018271588990672,0.04377046368150365,0.01873991473503934
COL2A1,,,0.06953061133591358,-0.03333445761006624
