,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.0276936641829177,,,,,,,,,,-0.056834295351392304,,,-0.0768973176120668,,
BMP1,0.07314802382778983,0.09922085146510126,-0.026481771429353696,0.024589541447399593,0.039731173672045025,-0.004714671853514985,0.1346369528100873,-0.009450100197703813,0.05143216513305893,0.017698535507417422,-0.010204923447620423,0.019861093752352645,0.006844689515490736,-0.03433669881944737,0.1128911462619778,0.15817846253992482,0.11661932555638443,0.2459782090128614,0.017017329307201148,0.18989716529018527,0.19986571655550767,-0.07466775030297962
NDP,0.0847170019834433,-0.07896833996698828,0.028994500850892543,-0.026010550829047418,0.07375923054355518,-0.022003364913868645,-0.006329309072170482,-0.042807903077764574,0.038158043684633235,0.06191509118631601,0.030965086044828755,-0.0881070528291914,-0.059340117020493,-0.16130058813401787,0.016222007439599083,0.07829603332822196,0.10274208409059833,-0.08342287470668049,0.05300090589024691,-0.017937278283086444,0.0589393586109431,-0.02048149639134716
TNFSF18,0.0874101838338671,-0.07864394785707661,0.015415554494457286,,,-0.026128270859542283,0.011771405450030184,0.06989666653561918,,,,,0.09933058206988929,,,,0.0069345529256521305,,0.053485954919296044,0.07047183602975661,0.04156513447712027,
IL36G,,,,,,,,,,,,-0.01838598428245588,,,,,,,,,,
RTN4,0.05861345462348971,-0.07227043424744858,0.03806383236512806,0.037988788823779006,0.06496751026035191,-0.012915423594444442,-0.086077070805557,-0.07387148057788709,-0.06223430860264195,-0.022375144916197506,-0.015509745843580025,0.00907431036390332,0.020163885512033408,-0.014412568995501708,-0.08233757570319758,-0.08416681249302747,-0.12693253168274626,-0.1595853132235257,-0.10043796762009849,-0.06559712901075195,-0.16215864501033483,-0.04740116339320276
HEBP1,-0.008512482264499889,0.00412449346442947,-0.015077756897284399,-0.04292616439702015,-0.04201583104177351,-0.046850290562264835,0.07228876937995089,0.04880522886734463,-0.025914826246697532,-0.043275562987390936,-0.08616773345578801,-0.0028347749921415538,0.06625777208547227,0.07184156265384255,0.06054567869452342,0.10660264726387882,-0.0076386142734590325,0.06787078106228449,-0.056907099619370065,-0.038135723367124785,0.07042438198801206,-0.019367313934377902
WNT7B,-0.009718718701062506,-0.0020583720843072866,0.03941376719917471,0.01046100847848068,0.004459659498020411,-0.05318881507780302,0.03197465496759126,-0.08519037266896874,0.0026035969692778218,,-0.017426308428898495,-0.0033000182479122593,-0.026980638235170384,0.08957549525313448,0.010550394560921475,-0.00048136709577699133,0.041609274110901845,-0.04859651531470145,0.007913318690787447,-0.05310448144067848,0.08738837492165655,-0.03996480965599599
PTMA,-0.0011418692921875866,0.008746875887933998,0.021848131387198676,-0.022540232914599945,-0.04096691690004577,0.03598559849232011,-0.1435047427344064,-0.05531590739924695,0.04987872226041524,0.038150866987378455,0.025466851085012895,-0.026705173371761877,-0.057140646631617054,0.08985794883752295,-0.12319029972792742,-0.05599427406689748,-0.12642736072288396,0.07168514750292893,-0.07826528451233504,0.21099839785062996,0.15960289211375153,-0.0280959366725927
FASLG,,,,,,,,,,,,,,,,,,,,0.06474461646966505,,
